,Day-ahead demand forecast
20191001T04Z,39274
20191001T03Z,40444
20191001T02Z,40153
20191001T01Z,39329
20191001T00Z,38881
20190930T23Z,38400
20190930T22Z,38270
20190930T21Z,38389
20190930T20Z,38412
20190930T19Z,38582
20190930T18Z,39014
20190930T17Z,39333
20190930T16Z,39491
20190930T15Z,39437
20190930T14Z,38121
20190930T13Z,35397
20190930T12Z,32553
20190930T11Z,31097
20190930T10Z,30616
20190930T09Z,30722
20190930T08Z,31168
20190930T07Z,32601
20190930T06Z,34318
20190930T05Z,36401
20190930T04Z,38256
20190930T03Z,39029
20190930T02Z,38378
20190930T01Z,37740
20190930T00Z,37204
20190929T23Z,36501
20190929T22Z,36078
20190929T21Z,35854
20190929T20Z,35837
20190929T19Z,35892
20190929T18Z,35954
20190929T17Z,35825
20190929T16Z,35187
20190929T15Z,33717
20190929T14Z,32280
20190929T13Z,31297
20190929T12Z,30456
20190929T11Z,30075
20190929T10Z,30043
20190929T09Z,30451
20190929T08Z,31306
20190929T07Z,32681
20190929T06Z,34353
20190929T05Z,35700
20190929T04Z,37287
20190929T03Z,38046
20190929T02Z,37603
20190929T01Z,37184
20190929T00Z,36939
20190928T23Z,36531
20190928T22Z,36150
20190928T21Z,35953
20190928T20Z,35938
20190928T19Z,36024
20190928T18Z,36122
20190928T17Z,35875
20190928T16Z,35392
20190928T15Z,33885
20190928T14Z,32552
20190928T13Z,31406
20190928T12Z,30381
20190928T11Z,29983
20190928T10Z,29972
20190928T09Z,30385
20190928T08Z,31253
20190928T07Z,32943
20190928T06Z,34841
20190928T05Z,36640
20190928T04Z,38372
20190928T03Z,39370
20190928T02Z,39302
20190928T01Z,39340
20190928T00Z,39401
20190927T23Z,39269
20190927T22Z,38891
20190927T21Z,38656
20190927T20Z,38312
20190927T19Z,38054
20190927T18Z,37812
20190927T17Z,37645
20190927T16Z,37555
20190927T15Z,37144
20190927T14Z,35733
20190927T13Z,33518
20190927T12Z,31321
20190927T11Z,30287
20190927T10Z,30216
20190927T09Z,30578
20190927T08Z,31337
20190927T07Z,32762
20190927T06Z,35142
20190927T05Z,37352
20190927T04Z,40075
20190927T03Z,41607
20190927T02Z,41737
20190927T01Z,41894
20190927T00Z,41829
20190926T23Z,41378
20190926T22Z,40614
20190926T21Z,39970
20190926T20Z,39302
20190926T19Z,38504
20190926T18Z,37967
20190926T17Z,37536
20190926T16Z,37142
20190926T15Z,36835
20190926T14Z,35512
20190926T13Z,33154
20190926T12Z,30834
20190926T11Z,29697
20190926T10Z,29773
20190926T09Z,30083
20190926T08Z,31172
20190926T07Z,32777
20190926T06Z,34979
20190926T05Z,37207
20190926T04Z,39752
20190926T03Z,41281
20190926T02Z,41301
20190926T01Z,41477
20190926T00Z,41358
20190925T23Z,40808
20190925T22Z,40082
20190925T21Z,39463
20190925T20Z,38903
20190925T19Z,38271
20190925T18Z,37961
20190925T17Z,37582
20190925T16Z,37317
20190925T15Z,37014
20190925T14Z,35711
20190925T13Z,33412
20190925T12Z,31148
20190925T11Z,30072
20190925T10Z,30081
20190925T09Z,30523
20190925T08Z,31314
20190925T07Z,33327
20190925T06Z,35490
20190925T05Z,37796
20190925T04Z,40533
20190925T03Z,42006
20190925T02Z,42227
20190925T01Z,42371
20190925T00Z,42248
20190924T23Z,41660
20190924T22Z,41015
20190924T21Z,40224
20190924T20Z,39383
20190924T19Z,38630
20190924T18Z,37888
20190924T17Z,37371
20190924T16Z,36859
20190924T15Z,36466
20190924T14Z,35031
20190924T13Z,33036
20190924T12Z,30771
20190924T11Z,29768
20190924T10Z,29693
20190924T09Z,30014
20190924T08Z,30796
20190924T07Z,32042
20190924T06Z,33919
20190924T05Z,36304
20190924T04Z,38795
20190924T03Z,40086
20190924T02Z,40148
20190924T01Z,40266
20190924T00Z,40224
20190923T23Z,40041
20190923T22Z,39849
20190923T21Z,39576
20190923T20Z,39097
20190923T19Z,38433
20190923T18Z,38081
20190923T17Z,37338
20190923T16Z,36772
20190923T15Z,36256
20190923T14Z,34821
20190923T13Z,32532
20190923T12Z,30066
20190923T11Z,28942
20190923T10Z,29083
20190923T09Z,29336
20190923T08Z,30006
20190923T07Z,31348
20190923T06Z,33351
20190923T05Z,35268
20190923T04Z,37703
20190923T03Z,38797
20190923T02Z,38784
20190923T01Z,38861
20190923T00Z,38250
20190922T23Z,37327
20190922T22Z,36558
20190922T21Z,36037
20190922T20Z,35482
20190922T19Z,34888
20190922T18Z,34217
20190922T17Z,33368
20190922T16Z,32438
20190922T15Z,31069
20190922T14Z,30019
