,Day-ahead demand forecast1
20191123T17-06,865
20191123T16-06,848
20191123T15-06,849
20191123T14-06,850
20191123T13-06,857
20191123T12-06,863
20191123T11-06,859
20191123T10-06,843
20191123T09-06,798
20191123T08-06,736
20191123T07-06,683
20191123T06-06,645
20191123T05-06,620
20191123T04-06,610
20191123T03-06,615
20191123T02-06,631
20191123T01-06,662
20191123T00-06,680
20191122T23-06,741
20191122T22-06,801
20191122T21-06,849
20191122T20-06,888
20191122T19-06,916
20191122T18-06,908
20191122T17-06,848
20191122T16-06,811
20191122T15-06,807
20191122T14-06,802
20191122T13-06,791
20191122T12-06,790
20191122T11-06,790
20191122T10-06,807
20191122T09-06,840
20191122T08-06,878
20191122T07-06,905
20191122T06-06,815
20191122T05-06,734
20191122T04-06,689
20191122T03-06,679
20191122T02-06,683
20191122T01-06,701
20191122T00-06,723
20191121T23-06,782
20191121T22-06,856
20191121T21-06,916
20191121T20-06,949
20191121T19-06,964
20191121T18-06,937
20191121T17-06,846
20191121T16-06,797
20191121T15-06,789
20191121T14-06,791
20191121T13-06,800
20191121T12-06,816
20191121T11-06,845
20191121T10-06,886
20191121T09-06,950
20191121T08-06,1023
20191121T07-06,1073
20191121T06-06,960
20191121T05-06,849
20191121T04-06,794
20191121T03-06,770
20191121T02-06,759
20191121T01-06,764
20191121T00-06,782
20191120T23-06,840
20191120T22-06,910
20191120T21-06,968
20191120T20-06,986
20191120T19-06,996
20191120T18-06,952
20191120T17-06,846
20191120T16-06,790
20191120T15-06,774
20191120T14-06,779
20191120T13-06,793
20191120T12-06,817
20191120T11-06,863
20191120T10-06,918
20191120T09-06,993
20191120T08-06,1077
20191120T07-06,1105
20191120T06-06,989
20191120T05-06,863
20191120T04-06,800
20191120T03-06,773
20191120T02-06,759
20191120T01-06,757
20191120T00-06,800
20191119T23-06,860
20191119T22-06,936
20191119T21-06,992
20191119T20-06,1014
20191119T19-06,1027
20191119T18-06,977
20191119T17-06,864
20191119T16-06,798
20191119T15-06,779
20191119T14-06,795
20191119T13-06,813
20191119T12-06,852
20191119T11-06,905
20191119T10-06,973
20191119T09-06,1060
20191119T08-06,1160
20191119T07-06,1206
20191119T06-06,1092
20191119T05-06,977
20191119T04-06,912
20191119T03-06,881
20191119T02-06,871
20191119T01-06,858
20191119T00-06,895
20191118T23-06,947
20191118T22-06,1016
20191118T21-06,1079
20191118T20-06,1096
20191118T19-06,1087
20191118T18-06,1030
20191118T17-06,895
20191118T16-06,832
20191118T15-06,818
20191118T14-06,833
20191118T13-06,855
20191118T12-06,883
20191118T11-06,928
20191118T10-06,980
20191118T09-06,1053
20191118T08-06,1136
20191118T07-06,1172
20191118T06-06,1051
20191118T05-06,924
20191118T04-06,857
20191118T03-06,824
20191118T02-06,805
20191118T01-06,803
20191118T00-06,822
20191117T23-06,872
20191117T22-06,929
20191117T21-06,974
20191117T20-06,998
20191117T19-06,991
20191117T18-06,957
20191117T17-06,876
20191117T16-06,836
20191117T15-06,829
20191117T14-06,846
20191117T13-06,871
20191117T12-06,911
20191117T11-06,981
20191117T10-06,1077
20191117T09-06,1146
20191117T08-06,1135
20191117T07-06,1064
20191117T06-06,999
20191117T05-06,955
20191117T04-06,926
20191117T03-06,899
20191117T02-06,888
20191117T01-06,887
20191117T00-06,946
20191116T23-06,975
20191116T22-06,1010
20191116T21-06,1032
20191116T20-06,1042
20191116T19-06,1023
20191116T18-06,960
20191116T17-06,865
20191116T16-06,824
20191116T15-06,824
20191116T14-06,849
20191116T13-06,890
20191116T12-06,954
20191116T11-06,1028
20191116T10-06,1110
20191116T09-06,1191
20191116T08-06,1222
20191116T07-06,1189
20191116T06-06,1116
20191116T05-06,1056
20191116T04-06,1013
20191116T03-06,992
20191116T02-06,988
20191116T01-06,999
20191116T00-06,1085
20191115T23-06,1124
20191115T22-06,1154
20191115T21-06,1188
20191115T20-06,1203
20191115T19-06,1212
20191115T18-06,1188
20191115T17-06,1082
20191115T16-06,1017
20191115T15-06,993
20191115T14-06,1003
20191115T13-06,1020
20191115T12-06,1051
20191115T11-06,1084
20191115T10-06,1103
20191115T09-06,1152
20191115T08-06,1219
20191115T07-06,1291
20191115T06-06,1166
20191115T05-06,1053
20191115T04-06,999
20191115T03-06,976
20191115T02-06,980
20191115T01-06,989
20191115T00-06,1071
20191114T23-06,1126
20191114T22-06,1211
20191114T21-06,1284
20191114T20-06,1329
20191114T19-06,1352
20191114T18-06,1288
20191114T17-06,1167
20191114T16-06,1071
20191114T15-06,1033
