,Day-ahead demand forecast1
20191111T20-05,24721
20191111T19-05,24923
20191111T18-05,23924
20191111T17-05,22430
20191111T16-05,21939
20191111T15-05,21709
20191111T14-05,21886
20191111T13-05,22055
20191111T12-05,22626
20191111T11-05,23541
20191111T10-05,24754
20191111T09-05,26095
20191111T08-05,26663
20191111T07-05,26130
20191111T06-05,23599
20191111T05-05,21531
20191111T04-05,20756
20191111T03-05,20413
20191111T02-05,20348
20191111T01-05,20491
20191111T00-05,21251
20191110T23-05,22141
20191110T22-05,23080
20191110T21-05,23929
20191110T20-05,24252
20191110T19-05,23929
20191110T18-05,22731
20191110T17-05,20902
20191110T16-05,20409
20191110T15-05,20483
20191110T14-05,20962
20191110T13-05,21728
20191110T12-05,22672
20191110T11-05,24325
20191110T10-05,26279
20191110T09-05,27775
20191110T08-05,28026
20191110T07-05,27068
20191110T06-05,25740
20191110T05-05,24867
20191110T04-05,24485
20191110T03-05,24136
20191110T02-05,24063
20191110T01-05,24142
20191110T00-05,24395
20191109T23-05,25351
20191109T22-05,25978
20191109T21-05,26277
20191109T20-05,26411
20191109T19-05,25969
20191109T18-05,24627
20191109T17-05,22739
20191109T16-05,22158
20191109T15-05,22353
20191109T14-05,22888
20191109T13-05,23860
20191109T12-05,25019
20191109T11-05,26345
20191109T10-05,27848
20191109T09-05,28774
20191109T08-05,29135
20191109T07-05,28041
20191109T06-05,26592
20191109T05-05,25535
20191109T04-05,24908
20191109T03-05,24426
20191109T02-05,24277
20191109T01-05,24351
20191109T00-05,25118
20191108T23-05,26105
20191108T22-05,26586
20191108T21-05,26776
20191108T20-05,26592
20191108T19-05,26225
20191108T18-05,25041
20191108T17-05,23319
20191108T16-05,22796
20191108T15-05,22832
20191108T14-05,23104
20191108T13-05,23403
20191108T12-05,23985
20191108T11-05,24487
20191108T10-05,24705
20191108T09-05,24726
20191108T08-05,24659
20191108T07-05,23394
20191108T06-05,20566
20191108T05-05,18778
20191108T04-05,18120
20191108T03-05,17962
20191108T02-05,18096
20191108T01-05,18569
20191108T00-05,19756
20191107T23-05,20757
20191107T22-05,22088
20191107T21-05,23104
20191107T20-05,23733
20191107T19-05,23853
20191107T18-05,23102
20191107T17-05,22202
20191107T16-05,21867
20191107T15-05,21804
20191107T14-05,21840
20191107T13-05,21912
20191107T12-05,22231
20191107T11-05,22789
20191107T10-05,23441
20191107T09-05,24074
20191107T08-05,24681
20191107T07-05,23916
20191107T06-05,21177
20191107T05-05,19460
20191107T04-05,18798
20191107T03-05,18643
20191107T02-05,18822
20191107T01-05,19188
20191107T00-05,20487
20191106T23-05,21656
20191106T22-05,22864
20191106T21-05,23765
20191106T20-05,24180
20191106T19-05,24171
20191106T18-05,23115
20191106T17-05,21872
20191106T16-05,21559
20191106T15-05,21590
20191106T14-05,21624
20191106T13-05,21782
20191106T12-05,22095
20191106T11-05,22544
20191106T10-05,23038
20191106T09-05,23477
20191106T08-05,23827
20191106T07-05,22972
20191106T06-05,20275
20191106T05-05,18560
20191106T04-05,17922
20191106T03-05,17836
20191106T02-05,18038
20191106T01-05,18491
20191106T00-05,19801
20191105T23-05,20964
20191105T22-05,22304
20191105T21-05,23416
20191105T20-05,24160
20191105T19-05,24580
20191105T18-05,23707
20191105T17-05,22646
20191105T16-05,22358
20191105T15-05,22284
20191105T14-05,22351
20191105T13-05,22391
20191105T12-05,22631
20191105T11-05,23028
20191105T10-05,23418
20191105T09-05,23840
20191105T08-05,24042
20191105T07-05,23371
20191105T06-05,21051
20191105T05-05,19543
20191105T04-05,19019
20191105T03-05,18986
20191105T02-05,19213
20191105T01-05,19647
20191105T00-05,20564
20191104T23-05,21869
20191104T22-05,23300
20191104T21-05,24410
20191104T20-05,24954
20191104T19-05,24979
20191104T18-05,23975
20191104T17-05,22572
20191104T16-05,22189
20191104T15-05,22281
20191104T14-05,22555
20191104T13-05,22931
20191104T12-05,23690
20191104T11-05,24750
20191104T10-05,25854
20191104T09-05,27077
20191104T08-05,28227
20191104T07-05,27500
20191104T06-05,24510
20191104T05-05,22600
