,natural gas,other,solar,hydro,wind
20181030T01Z,244,107,0,460,65
20181030T00Z,244,105,0,460,71
20181029T23Z,243,104,0,461,71
20181029T22Z,243,103,0,459,78
20181029T21Z,243,104,0,457,74
20181029T20Z,244,108,0,456,80
20181029T19Z,243,105,0,537,77
20181029T18Z,244,107,0,540,80
20181029T17Z,245,104,0,481,95
20181029T16Z,246,103,0,480,90
20181029T15Z,246,109,0,475,97
20181029T14Z,245,99,0,321,85
20181029T13Z,246,95,0,158,59
20181029T12Z,245,101,0,153,21
20181029T11Z,229,94,0,155,24
20181029T10Z,184,96,0,156,53
20181029T09Z,235,97,0,160,73
20181029T08Z,246,95,0,159,65
20181029T07Z,242,96,0,184,58
20181029T06Z,244,95,0,350,46
20181029T05Z,244,99,0,370,78
20181029T04Z,243,100,0,435,96
20181029T03Z,243,103,0,512,100
20181029T02Z,241,101,0,546,82
20181029T01Z,240,102,0,388,81
20181029T00Z,239,102,0,381,69
20181028T23Z,257,99,0,348,91
20181028T22Z,313,100,0,368,91
20181028T21Z,312,104,0,429,94
20181028T20Z,312,106,0,494,61
20181028T19Z,280,109,0,515,76
20181028T18Z,241,109,0,493,87
20181028T17Z,241,109,0,497,99
20181028T16Z,241,101,0,423,98
20181028T15Z,242,111,0,340,73
20181028T14Z,243,111,0,241,78
20181028T13Z,243,114,0,261,70
20181028T12Z,243,111,0,226,65
20181028T11Z,243,111,0,230,74
20181028T10Z,242,112,0,228,77
20181028T09Z,242,111,0,228,95
20181028T08Z,242,112,0,230,90
20181028T07Z,242,112,0,247,83
20181028T06Z,241,110,0,286,79
20181028T05Z,242,113,0,314,68
20181028T04Z,265,114,0,414,63
20181028T03Z,269,119,0,414,39
20181028T02Z,267,121,0,412,31
20181028T01Z,267,103,0,320,27
20181028T00Z,264,110,0,317,6
20181027T23Z,264,104,0,313,1
20181027T22Z,264,105,0,344,1
20181027T21Z,266,107,0,362,1
20181027T20Z,265,103,0,407,1
20181027T19Z,268,101,0,405,0
20181027T18Z,269,101,0,402,1
20181027T17Z,260,100,0,403,6
20181027T16Z,248,99,0,365,9
20181027T15Z,248,100,0,282,9
20181027T14Z,247,102,0,255,17
20181027T13Z,246,100,0,213,33
20181027T12Z,247,98,0,152,43
20181027T11Z,245,98,0,143,36
20181027T10Z,243,101,0,148,41
20181027T09Z,241,99,0,154,67
20181027T08Z,239,100,0,152,84
20181027T07Z,239,94,0,161,63
20181027T06Z,237,98,0,201,83
20181027T05Z,237,98,0,281,88
20181027T04Z,236,100,0,291,97
20181027T03Z,236,97,0,345,97
20181027T02Z,236,94,0,346,88
20181027T01Z,237,94,0,315,85
20181027T00Z,236,99,0,302,78
20181026T23Z,238,111,0,218,86
20181026T22Z,254,115,0,218,71
20181026T21Z,263,112,0,309,72
20181026T20Z,263,111,0,311,90
20181026T19Z,266,123,0,339,83
20181026T18Z,264,127,0,341,75
20181026T17Z,266,129,0,341,60
20181026T16Z,266,133,0,406,57
20181026T15Z,268,131,0,395,67
20181026T14Z,256,128,0,316,56
20181026T13Z,243,121,0,197,43
20181026T12Z,243,120,0,148,13
20181026T11Z,243,123,0,154,6
20181026T10Z,244,122,0,151,4
20181026T09Z,244,124,0,155,1
20181026T08Z,244,123,0,215,2
20181026T07Z,286,125,0,264,6
20181026T06Z,338,125,0,264,19
20181026T05Z,368,120,0,359,29
20181026T04Z,369,114,0,401,24
20181026T03Z,369,121,0,453,33
20181026T02Z,367,120,0,493,38
20181026T01Z,363,119,0,500,59
20181026T00Z,335,121,0,507,25
20181025T23Z,290,117,0,444,18
20181025T22Z,290,120,0,444,23
20181025T21Z,291,118,0,478,33
20181025T20Z,291,118,0,494,36
20181025T19Z,293,120,0,490,36
20181025T18Z,296,119,0,536,20
20181025T17Z,294,122,0,492,19
20181025T16Z,294,120,0,489,34
20181025T15Z,299,123,0,484,27
20181025T14Z,297,122,0,352,46
20181025T13Z,272,118,0,223,39
20181025T12Z,248,116,0,211,41
20181025T11Z,247,120,0,153,31
20181025T10Z,246,118,0,154,23
20181025T09Z,247,119,0,152,24
20181025T08Z,248,117,0,176,20
20181025T07Z,247,117,0,316,27
20181025T06Z,249,118,0,367,30
20181025T05Z,327,118,0,377,39
20181025T04Z,345,116,0,399,58
20181025T03Z,362,119,0,453,36
20181025T02Z,366,123,0,548,34
20181025T01Z,360,118,0,541,28
20181025T00Z,360,120,0,505,40
20181024T23Z,357,118,0,473,32
20181024T22Z,359,118,0,345,31
20181024T21Z,361,118,0,455,24
20181024T20Z,361,120,0,451,23
20181024T19Z,361,118,0,453,25
20181024T18Z,295,117,0,454,31
20181024T17Z,294,119,0,400,29
20181024T16Z,295,119,0,424,33
20181024T15Z,290,121,0,478,27
20181024T14Z,268,119,0,384,39
20181024T13Z,264,123,0,263,40
20181024T12Z,242,120,0,155,67
20181024T11Z,243,125,0,159,75
20181024T10Z,243,126,0,154,70
20181024T09Z,242,122,0,155,29
20181024T08Z,240,124,0,157,19
20181024T07Z,240,124,0,154,25
20181024T06Z,242,122,0,159,30
20181024T05Z,241,119,0,186,27
20181024T04Z,332,119,0,229,24
20181024T03Z,335,124,0,294,13
20181024T02Z,332,118,0,287,10
20181024T01Z,327,119,0,262,3
20181024T00Z,326,117,0,267,6
20181023T23Z,323,120,0,352,10
20181023T22Z,324,119,0,378,5
20181023T21Z,324,120,0,383,0
20181023T20Z,315,117,0,388,0
20181023T19Z,317,118,0,385,0
20181023T18Z,317,119,0,315,0
20181023T17Z,320,121,0,377,0
20181023T16Z,332,121,0,423,0
20181023T15Z,344,126,0,449,1
20181023T14Z,347,123,0,416,6
20181023T13Z,346,118,0,210,7
20181023T12Z,347,120,0,192,0
20181023T11Z,345,119,0,192,0
20181023T10Z,344,120,0,192,0
20181023T09Z,346,119,0,200,2
20181023T08Z,340,121,0,263,8
20181023T07Z,138,117,0,322,4
20181023T06Z,101,117,0,325,2
20181023T05Z,329,117,0,298,5
20181023T04Z,341,119,0,406,7
20181023T03Z,339,118,0,423,6
20181023T02Z,334,119,0,415,13
20181023T01Z,329,119,0,337,9
20181023T00Z,327,121,0,332,0
20181022T23Z,327,122,0,335,0
20181022T22Z,328,125,0,361,0
20181022T21Z,329,122,0,364,0
20181022T20Z,329,120,0,388,0
20181022T19Z,333,121,0,416,0
20181022T18Z,338,118,0,451,0
20181022T17Z,339,120,0,448,1
20181022T16Z,344,123,0,424,0
20181022T15Z,339,124,0,439,2
20181022T14Z,340,124,0,357,2
20181022T13Z,342,123,0,125,1
20181022T12Z,315,125,0,116,2
20181022T11Z,279,121,0,116,2
20181022T10Z,237,125,0,114,3
20181022T09Z,151,123,0,113,4
20181022T08Z,142,123,0,113,2
20181022T07Z,124,123,0,124,1
20181022T06Z,108,124,0,172,2
20181022T05Z,94,123,0,208,0
20181022T04Z,95,123,0,240,0
20181022T03Z,95,128,0,296,0
20181022T02Z,95,121,0,308,4
20181022T01Z,93,120,0,293,4
20181022T00Z,93,120,0,273,0
20181021T23Z,91,117,0,169,0
20181021T22Z,93,118,0,214,0
20181021T21Z,93,117,0,227,0
20181021T20Z,93,116,0,242,0
20181021T19Z,93,118,0,307,0
20181021T18Z,96,120,0,338,0
20181021T17Z,97,118,0,396,0
20181021T16Z,99,121,0,390,2
20181021T15Z,98,120,0,279,2
20181021T14Z,99,120,0,240,2
20181021T13Z,98,121,0,209,0
20181021T12Z,99,120,0,159,1
20181021T11Z,96,119,0,104,0
20181021T10Z,99,119,0,100,0
20181021T09Z,99,121,0,102,0
20181021T08Z,99,121,0,148,4
20181021T07Z,99,121,0,104,5
20181021T06Z,98,121,0,148,8
20181021T05Z,99,117,0,291,4
20181021T04Z,98,120,0,325,2
20181021T03Z,97,126,0,358,0
20181021T02Z,122,125,0,292,0
20181021T01Z,108,121,0,232,0
20181021T00Z,106,123,0,218,1
20181020T23Z,91,124,0,214,3
20181020T22Z,91,122,0,190,3
20181020T21Z,94,125,0,187,0
20181020T20Z,93,123,0,225,0
20181020T19Z,95,122,0,366,0
20181020T18Z,97,123,0,463,7
20181020T17Z,98,126,0,466,21
20181020T16Z,100,125,0,435,23
20181020T15Z,101,123,0,384,25
20181020T14Z,102,120,0,333,16
20181020T13Z,101,121,0,164,21
20181020T12Z,101,123,0,120,13
20181020T11Z,99,124,0,120,7
20181020T10Z,102,124,0,117,9
20181020T09Z,101,124,0,119,8
20181020T08Z,101,124,0,148,3
20181020T07Z,98,123,0,219,0
20181020T06Z,102,121,0,288,0
20181020T05Z,98,119,0,426,0
20181020T04Z,99,121,0,461,0
20181020T03Z,98,122,0,485,0
20181020T02Z,93,122,0,469,0
20181020T01Z,94,119,0,442,0
20181020T00Z,94,99,0,418,0
20181019T23Z,93,96,0,427,0
20181019T22Z,93,97,0,429,0
20181019T21Z,94,99,0,428,0
20181019T20Z,95,99,0,452,0
20181019T19Z,97,102,0,450,0
20181019T18Z,97,103,0,464,2
20181019T17Z,100,107,0,498,7
20181019T16Z,100,102,0,517,3
20181019T15Z,102,104,0,515,8
20181019T14Z,102,101,0,490,4
20181019T13Z,104,101,0,258,2
20181019T12Z,101,98,0,158,0
20181019T11Z,103,100,0,92,0
20181019T10Z,102,97,0,99,0
20181019T09Z,103,98,0,161,0
20181019T08Z,101,99,0,162,0
20181019T07Z,100,100,0,159,0
20181019T06Z,102,99,0,251,0
20181019T05Z,100,97,0,292,0
20181019T04Z,158,98,0,326,0
20181019T03Z,170,97,0,317,0
20181019T02Z,168,99,0,318,0
20181019T01Z,165,102,0,240,0
20181019T00Z,164,98,0,161,0
20181018T23Z,161,100,0,177,1
20181018T22Z,193,101,0,94,0
20181018T21Z,187,99,0,147,0
20181018T20Z,168,96,0,172,0
20181018T19Z,167,101,0,262,2
20181018T18Z,168,99,0,288,4
20181018T17Z,174,99,0,353,2
20181018T16Z,177,102,0,381,4
20181018T15Z,180,101,0,375,2
20181018T14Z,59,97,0,394,0
20181018T13Z,23,96,0,261,2
20181018T12Z,22,98,0,104,0
20181018T11Z,0,100,0,92,0
20181018T10Z,-2,97,0,89,0
20181018T09Z,-2,99,0,90,0
20181018T08Z,3,102,0,87,0
20181018T07Z,99,101,0,147,0
20181018T06Z,99,99,0,255,1
20181018T05Z,98,101,0,302,2
20181018T04Z,96,101,0,395,2
20181018T03Z,97,101,0,393,0
20181018T02Z,94,101,0,392,0
20181018T01Z,92,99,0,358,0
20181018T00Z,90,98,0,230,0
20181017T23Z,91,99,0,227,0
20181017T22Z,94,101,0,266,0
20181017T21Z,91,99,0,325,0
20181017T20Z,92,95,0,310,0
20181017T19Z,95,98,0,285,0
20181017T18Z,95,101,0,447,0
20181017T17Z,96,97,0,457,1
20181017T16Z,97,101,0,515,2
20181017T15Z,99,96,0,515,2
20181017T14Z,98,102,0,462,4
20181017T13Z,96,98,0,328,4
20181017T12Z,93,100,0,262,3
20181017T11Z,93,100,0,196,5
20181017T10Z,95,96,0,258,5
20181017T09Z,94,97,0,237,9
20181017T08Z,95,97,0,198,15
20181017T07Z,94,96,0,188,17
20181017T06Z,93,97,0,292,14
20181017T05Z,98,99,0,368,12
20181017T04Z,98,102,0,432,14
20181017T03Z,96,96,0,459,8
20181017T02Z,93,97,0,478,5
20181017T01Z,94,98,0,393,0
20181017T00Z,90,96,0,345,0
20181016T23Z,94,101,0,343,0
20181016T22Z,92,101,0,344,0
20181016T21Z,93,102,0,342,0
20181016T20Z,92,102,0,375,0
20181016T19Z,91,100,0,394,0
20181016T18Z,115,102,0,412,1
20181016T17Z,169,102,0,458,6
20181016T16Z,177,100,0,453,10
20181016T15Z,180,100,0,444,10
20181016T14Z,183,97,0,310,8
20181016T13Z,132,99,0,266,7
20181016T12Z,101,99,0,211,3
20181016T11Z,101,97,0,103,2
20181016T10Z,102,98,0,100,0
20181016T09Z,101,100,0,145,0
20181016T08Z,100,99,0,157,0
20181016T07Z,102,204,0,190,0
20181016T06Z,100,100,0,262,0
20181016T05Z,100,101,0,301,0
20181016T04Z,98,100,0,299,0
20181016T03Z,98,98,0,300,0
20181016T02Z,95,101,0,295,0
20181016T01Z,95,129,0,301,0
20181016T00Z,93,101,0,278,0
20181015T23Z,92,100,0,183,0
20181015T22Z,94,102,0,180,0
20181015T21Z,94,101,0,175,0
20181015T20Z,95,102,0,178,0
20181015T19Z,96,100,0,184,0
20181015T18Z,96,99,0,282,7
20181015T17Z,99,101,0,296,17
20181015T16Z,100,102,0,399,16
20181015T15Z,102,99,0,364,14
20181015T14Z,83,98,0,307,25
20181015T13Z,-2,98,0,184,10
20181015T12Z,-2,102,0,145,7
20181015T11Z,-2,98,0,98,1
20181015T10Z,-2,101,0,96,0
20181015T09Z,11,98,0,92,1
20181015T08Z,30,99,0,96,0
20181015T07Z,104,102,0,101,1
20181015T06Z,101,99,0,199,3
20181015T05Z,103,100,0,417,11
20181015T04Z,101,100,0,542,12
20181015T03Z,100,97,0,546,17
20181015T02Z,98,100,0,542,12
20181015T01Z,97,97,0,308,12
20181015T00Z,96,101,0,210,9
20181014T23Z,95,100,0,192,7
20181014T22Z,97,101,0,212,7
20181014T21Z,97,99,0,252,6
20181014T20Z,97,102,0,259,4
20181014T19Z,100,100,0,285,0
20181014T18Z,100,98,0,415,1
20181014T17Z,101,101,0,433,4
20181014T16Z,98,99,0,373,3
20181014T15Z,96,102,0,266,1
20181014T14Z,91,97,0,240,0
20181014T13Z,14,100,0,177,0
20181014T12Z,10,96,0,160,0
20181014T11Z,10,99,0,211,2
20181014T10Z,11,99,0,188,3
20181014T09Z,11,101,0,209,2
20181014T08Z,15,97,0,226,5
20181014T07Z,91,94,0,292,11
20181014T06Z,92,95,0,373,17
20181014T05Z,93,99,0,564,15
20181014T04Z,90,100,0,562,11
20181014T03Z,95,103,0,505,18
20181014T02Z,92,101,0,461,22
20181014T01Z,93,104,0,427,34
20181014T00Z,90,101,0,359,24
20181013T23Z,90,99,0,295,18
20181013T22Z,92,100,0,298,25
20181013T21Z,92,101,0,340,22
20181013T20Z,91,101,0,422,32
20181013T19Z,92,100,0,427,52
20181013T18Z,93,101,0,448,53
20181013T17Z,93,100,0,443,54
20181013T16Z,96,100,0,409,61
20181013T15Z,38,100,0,408,66
20181013T14Z,17,101,0,347,59
20181013T13Z,18,99,0,212,62
20181013T12Z,17,97,0,205,60
20181013T11Z,17,97,0,171,73
20181013T10Z,0,98,0,106,74
20181013T09Z,-4,99,0,89,36
20181013T08Z,-2,96,0,91,16
20181013T07Z,-2,98,0,89,65
20181013T06Z,32,97,0,145,87
20181013T05Z,237,97,0,146,38
20181013T04Z,238,96,0,150,19
20181013T03Z,235,101,0,218,21
20181013T02Z,233,101,0,220,26
20181013T01Z,231,101,0,155,28
20181013T00Z,229,101,0,94,34
20181012T23Z,230,102,0,109,34
20181012T22Z,229,100,0,188,57
20181012T21Z,239,101,0,259,86
20181012T20Z,297,99,0,338,66
20181012T19Z,352,96,0,344,52
20181012T18Z,357,98,0,400,40
20181012T17Z,358,100,0,419,43
20181012T16Z,360,98,0,458,68
20181012T15Z,362,98,0,447,63
20181012T14Z,297,98,0,326,81
20181012T13Z,245,99,0,182,63
20181012T12Z,243,98,0,105,27
20181012T11Z,243,98,0,106,12
20181012T10Z,243,100,0,103,8
20181012T09Z,241,97,0,108,2
20181012T08Z,240,97,0,147,3
20181012T07Z,281,100,0,335,6
20181012T06Z,334,93,0,331,9
20181012T05Z,333,100,0,321,22
20181012T04Z,334,97,0,338,30
20181012T03Z,333,102,0,358,39
20181012T02Z,328,99,0,362,35
20181012T01Z,329,100,0,304,23
20181012T00Z,329,98,0,207,29
20181011T23Z,327,97,0,201,30
20181011T22Z,329,111,0,213,32
20181011T21Z,329,119,0,264,23
20181011T20Z,331,124,0,324,16
20181011T19Z,336,122,0,371,15
20181011T18Z,356,126,0,402,8
20181011T17Z,368,120,0,492,5
20181011T16Z,371,121,0,502,2
20181011T15Z,374,120,0,504,1
20181011T14Z,372,122,0,437,0
20181011T13Z,287,121,0,377,0
20181011T12Z,269,122,0,248,0
20181011T11Z,268,119,0,203,0
20181011T10Z,267,120,0,263,0
20181011T09Z,269,118,0,279,0
20181011T08Z,268,123,0,243,1
20181011T07Z,268,124,0,299,1
20181011T06Z,313,121,0,360,8
20181011T05Z,364,126,0,297,6
20181011T04Z,364,123,0,335,1
20181011T03Z,362,125,0,427,0
20181011T02Z,361,124,0,434,1
20181011T01Z,355,123,0,384,4
20181011T00Z,355,122,0,272,8
20181010T23Z,355,123,0,231,14
20181010T22Z,357,110,0,200,8
20181010T21Z,356,108,0,272,2
20181010T20Z,358,97,0,349,1
20181010T19Z,360,98,0,300,2
20181010T18Z,361,98,0,432,9
20181010T17Z,362,95,0,406,19
20181010T16Z,364,98,0,407,37
20181010T15Z,360,99,0,411,45
20181010T14Z,354,96,0,407,53
20181010T13Z,254,97,0,332,58
20181010T12Z,240,95,0,329,53
20181010T11Z,241,95,0,314,54
20181010T10Z,239,91,0,272,60
20181010T09Z,239,96,0,247,58
20181010T08Z,240,96,0,157,56
20181010T07Z,239,118,0,99,60
20181010T06Z,239,120,0,263,45
20181010T05Z,307,121,0,369,37
20181010T04Z,356,125,0,448,26
20181010T03Z,354,124,0,409,51
20181010T02Z,355,124,0,365,71
20181010T01Z,352,123,0,362,85
20181010T00Z,353,127,0,241,89
20181009T23Z,351,125,0,228,86
20181009T22Z,351,123,0,272,87
20181009T21Z,352,128,0,330,84
20181009T20Z,348,112,0,275,85
20181009T19Z,285,107,0,266,90
20181009T18Z,270,114,0,260,91
20181009T17Z,263,114,0,259,92
20181009T16Z,263,116,0,213,91
20181009T15Z,263,115,0,351,79
20181009T14Z,241,111,0,189,60
20181009T13Z,239,112,0,92,38
20181009T12Z,239,110,0,87,22
20181009T11Z,239,113,0,89,19
20181009T10Z,237,112,0,84,12
20181009T09Z,239,109,0,90,11
20181009T08Z,237,111,0,84,14
20181009T07Z,311,111,0,89,6
20181009T06Z,353,113,0,122,1
20181009T05Z,361,110,0,276,0
20181009T04Z,360,114,0,399,0
20181009T03Z,360,113,0,562,0
20181009T02Z,358,113,0,512,0
20181009T01Z,358,115,0,431,0
20181009T00Z,354,114,0,377,3
20181008T23Z,350,116,0,365,0
20181008T22Z,352,110,0,368,0
20181008T21Z,353,112,0,368,0
20181008T20Z,354,110,0,374,0
20181008T19Z,355,115,0,428,0
20181008T18Z,356,110,0,422,0
20181008T17Z,358,113,0,421,6
20181008T16Z,361,112,0,423,3
20181008T15Z,359,111,0,424,5
20181008T14Z,360,113,0,331,1
20181008T13Z,276,111,0,128,0
20181008T12Z,250,115,0,79,0
20181008T11Z,242,113,0,76,1
20181008T10Z,242,114,0,78,0
20181008T09Z,252,112,0,82,0
20181008T08Z,265,111,0,77,0
20181008T07Z,266,110,0,126,0
20181008T06Z,336,112,0,142,0
20181008T05Z,360,111,0,166,0
20181008T04Z,359,114,0,292,0
20181008T03Z,357,116,0,349,0
20181008T02Z,357,113,0,335,0
20181008T01Z,355,115,0,248,0
20181008T00Z,354,117,0,140,0
20181007T23Z,355,110,0,134,0
20181007T22Z,356,117,0,156,0
20181007T21Z,355,113,0,238,1
20181007T20Z,359,114,0,311,0
20181007T19Z,360,112,0,271,4
20181007T18Z,361,114,0,267,8
20181007T17Z,361,110,0,230,2
20181007T16Z,364,112,0,138,1
20181007T15Z,346,112,0,125,1
20181007T14Z,274,116,0,130,1
20181007T13Z,267,116,0,115,2
20181007T12Z,267,116,0,70,2
20181007T11Z,266,115,0,71,3
20181007T10Z,267,115,0,74,2
20181007T09Z,266,110,0,75,6
20181007T08Z,265,115,0,74,16
20181007T07Z,271,111,0,126,23
20181007T06Z,329,112,0,141,23
20181007T05Z,362,112,0,151,21
20181007T04Z,358,110,0,204,12
20181007T03Z,359,113,0,204,6
20181007T02Z,354,113,0,210,0
20181007T01Z,285,116,0,236,0
20181007T00Z,281,113,0,233,4
20181006T23Z,267,110,0,253,9
20181006T22Z,260,112,0,257,6
20181006T21Z,260,111,0,256,8
20181006T20Z,261,111,0,254,3
20181006T19Z,261,113,0,268,9
20181006T18Z,263,109,0,242,10
20181006T17Z,263,111,0,242,7
20181006T16Z,264,114,0,212,8
20181006T15Z,264,121,0,126,10
20181006T14Z,263,119,0,129,10
20181006T13Z,263,122,0,114,11
20181006T12Z,262,124,0,73,16
20181006T11Z,264,124,0,74,22
20181006T10Z,263,124,0,71,16
20181006T09Z,263,122,0,74,15
20181006T08Z,264,125,0,75,21
20181006T07Z,263,123,0,101,18
20181006T06Z,328,124,0,157,16
20181006T05Z,357,121,0,261,8
20181006T04Z,356,122,0,324,0
20181006T03Z,354,121,0,403,0
20181006T02Z,356,121,0,327,16
20181006T01Z,352,121,0,306,33
20181006T00Z,352,123,0,302,22
20181005T23Z,354,118,0,313,7
20181005T22Z,355,121,0,317,3
20181005T21Z,355,122,0,319,5
20181005T20Z,355,123,0,317,11
20181005T19Z,357,124,0,321,22
20181005T18Z,356,121,0,382,24
20181005T17Z,365,123,0,418,15
20181005T16Z,367,120,0,414,26
20181005T15Z,366,122,0,411,25
20181005T14Z,368,122,0,304,26
20181005T13Z,351,127,0,112,41
20181005T12Z,274,123,0,89,58
20181005T11Z,266,125,0,77,35
20181005T10Z,246,129,0,77,9
20181005T09Z,242,126,0,71,6
20181005T08Z,244,128,0,68,12
20181005T07Z,264,123,0,75,25
20181005T06Z,265,122,0,150,32
20181005T05Z,265,117,0,187,37
20181005T04Z,264,118,0,246,25
20181005T03Z,264,114,0,248,20
20181005T02Z,261,117,0,222,15
20181005T01Z,259,113,0,116,16
20181005T00Z,257,115,0,105,18
20181004T23Z,260,115,0,213,16
20181004T22Z,259,117,0,281,14
20181004T21Z,258,116,0,251,8
20181004T20Z,260,118,0,271,3
20181004T19Z,262,118,0,398,8
20181004T18Z,308,116,0,386,12
20181004T17Z,362,116,0,471,5
20181004T16Z,366,117,0,516,5
20181004T15Z,366,115,0,493,1
20181004T14Z,367,119,0,352,0
20181004T13Z,317,119,0,205,0
20181004T12Z,290,118,0,127,1
20181004T11Z,287,121,0,68,2
20181004T10Z,289,121,0,64,0
20181004T09Z,358,120,0,62,0
20181004T08Z,360,121,0,88,0
20181004T07Z,360,120,0,214,2
20181004T06Z,360,118,0,319,10
20181004T05Z,362,118,0,398,16
20181004T04Z,360,119,0,471,26
20181004T03Z,359,123,0,530,17
20181004T02Z,356,120,0,493,1
20181004T01Z,355,124,0,439,0
20181004T00Z,355,123,0,388,0
20181003T23Z,352,119,0,440,1
20181003T22Z,352,121,0,441,0
20181003T21Z,357,121,0,440,1
20181003T20Z,361,121,0,424,1
20181003T19Z,363,118,0,424,0
20181003T18Z,365,118,0,433,1
20181003T17Z,366,120,0,438,8
20181003T16Z,371,125,0,434,8
20181003T15Z,371,122,0,437,2
20181003T14Z,373,122,0,408,5
20181003T13Z,358,120,0,336,11
20181003T12Z,271,120,0,188,16
20181003T11Z,254,118,0,64,18
20181003T10Z,241,117,0,65,25
20181003T09Z,241,119,0,67,24
20181003T08Z,229,119,0,62,28
20181003T07Z,184,121,0,68,45
20181003T06Z,184,119,0,122,82
20181003T05Z,185,119,0,130,83
20181003T04Z,185,121,0,188,97
20181003T03Z,184,118,0,155,96
20181003T02Z,206,120,0,199,82
20181003T01Z,185,121,0,187,43
20181003T00Z,191,118,0,72,41
20181002T23Z,226,117,0,65,79
20181002T22Z,225,118,0,108,95
20181002T21Z,226,118,0,126,102
20181002T20Z,227,118,0,132,84
20181002T19Z,238,120,0,195,89
20181002T18Z,253,118,0,206,99
20181002T17Z,255,117,0,229,99
20181002T16Z,258,118,0,270,91
20181002T15Z,258,122,0,312,91
20181002T14Z,242,121,0,286,71
20181002T13Z,234,120,0,232,48
20181002T12Z,234,117,0,65,47
20181002T11Z,235,118,0,66,48
20181002T10Z,234,120,0,66,32
20181002T09Z,231,120,0,66,29
20181002T08Z,233,121,0,67,33
20181002T07Z,271,118,0,78,39
20181002T06Z,330,113,0,121,24
20181002T05Z,394,119,0,289,29
20181002T04Z,397,119,0,354,26
20181002T03Z,395,125,0,408,21
20181002T02Z,390,120,0,408,13
20181002T01Z,387,120,0,387,12
20181002T00Z,389,119,0,342,19
20181001T23Z,388,125,0,337,16
20181001T22Z,392,121,0,334,17
20181001T21Z,394,118,0,337,11
20181001T20Z,400,116,0,333,13
20181001T19Z,402,123,0,384,8
20181001T18Z,404,123,0,341,9
20181001T17Z,410,119,0,335,20
20181001T16Z,412,123,0,336,39
20181001T15Z,414,123,0,331,42
20181001T14Z,411,120,0,252,52
20181001T13Z,411,121,0,105,43
20181001T12Z,410,122,0,63,43
20181001T11Z,363,122,0,60,40
20181001T10Z,357,121,0,57,45
20181001T09Z,396,121,0,56,51
20181001T08Z,412,122,0,60,45
20181001T07Z,412,123,0,59,28
20181001T06Z,409,121,0,109,17
20181001T05Z,410,122,0,180,19
20181001T04Z,405,124,0,328,21
20181001T03Z,406,123,0,331,7
20181001T02Z,402,117,0,320,0
20181001T01Z,402,119,0,315,7
20181001T00Z,404,121,0,316,5
20180930T23Z,347,117,0,310,4
20180930T22Z,333,118,0,218,3
20180930T21Z,334,116,0,205,5
20180930T20Z,334,120,0,178,7
20180930T19Z,334,116,0,112,14
20180930T18Z,333,119,0,111,0
20180930T17Z,283,119,0,109,3
20180930T16Z,240,124,0,91,25
20180930T15Z,240,120,0,45,49
20180930T14Z,238,122,0,44,64
20180930T13Z,239,122,0,44,77
20180930T12Z,240,117,0,43,87
20180930T11Z,240,114,0,42,94
20180930T10Z,239,93,0,45,99
20180930T09Z,239,86,0,42,101
20180930T08Z,239,89,0,44,101
20180930T07Z,239,88,0,44,100
20180930T06Z,238,116,0,85,102
20180930T05Z,237,119,0,174,102
20180930T04Z,236,119,0,203,103
20180930T03Z,235,118,0,221,102
20180930T02Z,234,122,0,291,103
20180930T01Z,233,119,0,317,102
20180930T00Z,233,116,0,242,102
20180929T23Z,232,117,0,168,102
20180929T22Z,231,118,0,169,97
20180929T21Z,231,116,0,149,82
20180929T20Z,230,118,0,95,70
20180929T19Z,232,117,0,97,73
20180929T18Z,282,119,0,99,78
20180929T17Z,329,118,0,95,75
20180929T16Z,326,123,0,69,73
20180929T15Z,240,121,0,40,79
20180929T14Z,236,121,0,40,96
20180929T13Z,234,120,0,43,99
20180929T12Z,234,106,0,41,101
20180929T11Z,235,92,0,41,101
20180929T10Z,233,94,0,42,99
20180929T09Z,233,94,0,43,94
20180929T08Z,232,99,0,42,87
20180929T07Z,232,98,0,46,78
20180929T06Z,231,95,0,109,58
20180929T05Z,397,103,0,211,55
20180929T04Z,420,105,0,260,57
20180929T03Z,425,102,0,286,45
20180929T02Z,423,103,0,298,45
20180929T01Z,419,101,0,315,23
20180929T00Z,418,101,0,301,13
20180928T23Z,418,101,0,323,11
20180928T22Z,418,99,0,345,7
20180928T21Z,422,95,0,384,1
20180928T20Z,425,96,0,337,2
20180928T19Z,429,94,0,247,13
20180928T18Z,432,95,0,220,20
20180928T17Z,435,95,0,222,53
20180928T16Z,425,95,0,217,65
20180928T15Z,409,91,0,219,77
20180928T14Z,367,94,0,188,80
20180928T13Z,271,97,0,57,80
20180928T12Z,237,86,0,41,80
20180928T11Z,235,91,0,42,72
20180928T10Z,234,87,0,44,62
20180928T09Z,232,80,0,41,69
20180928T08Z,243,94,0,44,33
20180928T07Z,256,99,0,66,33
20180928T06Z,326,100,0,178,35
20180928T05Z,399,94,0,329,46
20180928T04Z,398,99,0,409,43
20180928T03Z,396,98,0,437,8
20180928T02Z,393,98,0,388,8
20180928T01Z,389,97,0,379,5
20180928T00Z,388,99,0,387,11
20180927T23Z,387,99,0,383,14
20180927T22Z,387,100,0,388,17
20180927T21Z,391,101,0,387,17
20180927T20Z,395,102,0,321,11
20180927T19Z,398,104,0,223,1
20180927T18Z,396,103,0,219,0
