,natural gas,other,solar,hydro,wind
20190615T15Z,-2,62,18,1005,12
20190615T14Z,-2,64,12,1005,34
20190615T13Z,-2,64,1,1005,36
20190615T12Z,-4,65,0,884,31
20190615T11Z,-2,65,0,845,19
20190615T10Z,-3,65,0,843,21
20190615T09Z,-2,64,0,853,21
20190615T08Z,-4,65,0,914,17
20190615T07Z,-4,74,0,1004,22
20190615T06Z,-4,90,0,1020,25
20190615T05Z,67,75,0,1028,24
20190615T04Z,227,67,0,981,22
20190615T03Z,224,67,3,979,17
20190615T02Z,229,73,17,1074,12
20190615T01Z,246,76,19,1112,7
20190615T00Z,244,71,19,1111,6
20190614T23Z,242,73,19,1115,9
20190614T22Z,221,70,19,1108,22
20190614T21Z,223,74,16,1109,37
20190614T20Z,197,70,11,1137,49
20190614T19Z,186,67,6,1116,73
20190614T18Z,188,71,3,1090,84
20190614T17Z,186,71,2,1053,64
20190614T16Z,185,66,2,980,81
20190614T15Z,186,80,2,942,79
20190614T14Z,186,69,1,976,88
20190614T13Z,187,65,1,922,99
20190614T12Z,185,67,0,779,103
20190614T11Z,187,70,0,765,103
20190614T10Z,186,73,0,753,100
20190614T09Z,185,71,0,753,93
20190614T08Z,186,71,0,732,80
20190614T07Z,185,69,0,929,29
20190614T06Z,195,71,0,897,32
20190614T05Z,223,70,0,925,76
20190614T04Z,222,19,0,938,94
20190614T03Z,217,20,2,911,88
20190614T02Z,215,68,10,984,74
20190614T01Z,229,69,13,1032,80
20190614T00Z,237,70,18,1043,78
20190613T23Z,238,67,20,1118,64
20190613T22Z,219,69,18,1147,57
20190613T21Z,216,69,17,1047,53
20190613T20Z,216,66,17,1037,60
20190613T19Z,219,69,16,1049,58
20190613T18Z,222,67,17,1013,47
20190613T17Z,224,67,14,960,34
20190613T16Z,228,69,13,853,29
20190613T15Z,232,68,13,824,33
20190613T14Z,235,69,7,741,15
20190613T13Z,237,73,1,637,16
20190613T12Z,236,72,0,596,18
20190613T11Z,237,70,0,593,30
20190613T10Z,235,72,0,691,25
20190613T09Z,235,68,0,795,8
20190613T08Z,235,66,0,908,0
20190613T07Z,233,67,0,1082,0
20190613T06Z,301,73,0,1109,0
20190613T05Z,320,74,0,1087,0
20190613T04Z,328,72,0,1082,0
20190613T03Z,333,75,2,1069,0
20190613T02Z,332,74,8,1093,0
20190613T01Z,330,74,8,1112,0
20190613T00Z,330,71,7,1114,0
20190612T23Z,330,76,8,1115,0
20190612T22Z,331,72,12,1109,0
20190612T21Z,312,76,8,1097,0
20190612T20Z,311,74,15,1080,0
20190612T19Z,313,77,14,1040,0
20190612T18Z,319,76,13,1009,0
20190612T17Z,318,72,14,1050,0
20190612T16Z,323,77,13,1033,0
20190612T15Z,328,78,14,970,2
20190612T14Z,334,81,5,895,4
20190612T13Z,336,75,1,926,7
20190612T12Z,337,79,0,844,5
20190612T11Z,335,79,0,813,6
20190612T10Z,336,77,0,822,3
20190612T09Z,334,76,0,829,1
20190612T08Z,334,74,0,901,0
20190612T07Z,329,76,0,867,0
20190612T06Z,340,77,0,975,0
20190612T05Z,348,77,0,1121,0
20190612T04Z,345,77,0,1117,0
20190612T03Z,340,79,2,1118,0
20190612T02Z,338,73,8,1113,1
20190612T01Z,334,70,9,1115,3
20190612T00Z,369,73,8,1114,7
20190611T23Z,365,70,9,1109,7
20190611T22Z,364,72,10,1103,7
20190611T21Z,367,73,13,1118,2
20190611T20Z,369,73,14,1105,1
20190611T19Z,374,72,14,1099,4
20190611T18Z,375,73,14,1111,13
20190611T17Z,378,70,13,1082,18
20190611T16Z,386,74,14,1063,20
20190611T15Z,390,74,13,1026,27
20190611T14Z,340,72,7,986,46
20190611T13Z,280,75,1,991,37
20190611T12Z,244,74,0,925,54
20190611T11Z,243,72,0,760,61
20190611T10Z,241,72,0,738,56
20190611T09Z,241,71,0,731,43
20190611T08Z,249,72,0,748,49
20190611T07Z,312,71,0,805,52
20190611T06Z,327,73,0,973,41
20190611T05Z,324,70,0,1076,19
20190611T04Z,324,71,0,1132,14
20190611T03Z,319,71,2,1119,13
20190611T02Z,315,69,8,1109,24
20190611T01Z,314,73,8,1111,33
20190611T00Z,313,74,9,1099,37
20190610T23Z,311,70,9,1103,38
20190610T22Z,312,74,10,1126,33
20190610T21Z,322,76,13,1103,27
20190610T20Z,371,78,15,1044,32
20190610T19Z,351,76,14,1067,25
20190610T18Z,323,76,14,1047,8
20190610T17Z,327,78,14,992,0
20190610T16Z,325,77,11,1012,1
20190610T15Z,310,77,10,961,7
20190610T14Z,243,76,6,893,9
20190610T13Z,244,77,1,1005,6
20190610T12Z,214,77,0,1081,7
20190610T11Z,186,74,0,1099,8
20190610T10Z,187,76,0,1119,6
20190610T09Z,186,74,0,1112,7
20190610T08Z,185,76,0,1096,9
20190610T07Z,227,77,0,1123,6
20190610T06Z,300,76,0,1125,5
20190610T05Z,325,73,0,1125,4
20190610T04Z,322,73,0,1124,1
20190610T03Z,259,77,2,1146,0
20190610T02Z,228,73,4,1156,2
20190610T01Z,218,73,14,1160,1
20190610T00Z,214,73,19,1156,3
20190609T23Z,215,72,17,1161,7
20190609T22Z,219,74,16,1160,8
20190609T21Z,188,73,16,1164,9
20190609T20Z,186,74,12,1161,11
20190609T19Z,186,76,7,1160,14
20190609T18Z,187,75,4,1114,12
20190609T17Z,186,73,4,1116,14
20190609T16Z,186,75,3,1114,15
20190609T15Z,244,69,3,1092,35
20190609T14Z,245,72,2,1089,53
20190609T13Z,75,75,0,1090,59
20190609T12Z,54,75,0,1115,60
20190609T11Z,34,78,0,1118,60
20190609T10Z,18,76,0,1117,51
20190609T09Z,12,76,0,1107,31
20190609T08Z,-3,75,0,1119,30
20190609T07Z,-3,75,0,1115,27
20190609T06Z,-2,76,0,1136,17
20190609T05Z,-2,78,0,1115,13
20190609T04Z,-3,78,1,1114,27
20190609T03Z,-2,80,2,1114,54
20190609T02Z,-2,77,18,1117,46
20190609T01Z,-3,76,19,1109,59
20190609T00Z,-2,76,19,1120,70
20190608T23Z,-3,74,17,1115,70
20190608T22Z,-2,73,16,1116,72
20190608T21Z,-2,75,11,1112,62
20190608T20Z,-2,77,10,1115,64
20190608T19Z,-2,73,7,1117,71
20190608T18Z,-3,75,6,1110,83
20190608T17Z,-3,75,4,1111,88
20190608T16Z,-2,76,3,1117,84
20190608T15Z,-3,75,4,1105,86
20190608T14Z,-2,75,1,1100,85
20190608T13Z,-3,75,0,1120,89
20190608T12Z,-2,75,0,1081,88
20190608T11Z,-3,71,0,1040,97
20190608T10Z,-2,75,0,1087,100
20190608T09Z,-4,76,0,1102,101
20190608T08Z,-2,75,0,1110,90
20190608T07Z,-2,74,0,1078,86
20190608T06Z,-3,72,0,1044,32
20190608T05Z,-2,74,0,1138,46
20190608T04Z,-3,74,1,1086,90
20190608T03Z,-3,77,0,1065,41
20190608T02Z,-2,74,1,1080,35
20190608T01Z,-2,76,13,1039,54
20190608T00Z,-3,76,7,988,81
20190607T23Z,-2,77,12,982,72
20190607T22Z,-2,73,9,978,71
20190607T21Z,-2,76,12,1012,74
20190607T20Z,-3,75,17,995,61
20190607T19Z,-3,78,18,969,69
20190607T18Z,-3,75,18,972,85
20190607T17Z,-3,75,19,974,96
20190607T16Z,-2,77,19,966,100
20190607T15Z,-3,75,19,959,102
20190607T14Z,-3,76,13,999,99
20190607T13Z,-3,76,2,1000,101
20190607T12Z,-2,75,0,1065,102
20190607T11Z,-3,75,0,1080,103
20190607T10Z,-2,74,0,1005,102
20190607T09Z,-3,74,0,994,101
20190607T08Z,-2,76,0,997,98
20190607T07Z,-3,75,0,1000,91
20190607T06Z,-2,78,0,1087,88
20190607T05Z,-3,78,0,1050,79
20190607T04Z,-2,79,0,1047,62
20190607T03Z,88,76,3,968,57
20190607T02Z,236,78,16,994,39
20190607T01Z,172,75,15,958,50
20190607T00Z,45,74,17,994,83
20190606T23Z,31,72,17,1074,91
20190606T22Z,11,72,14,1123,63
20190606T21Z,-4,72,13,1123,29
20190606T20Z,-3,73,12,1065,22
20190606T19Z,-2,74,12,1059,20
20190606T18Z,-2,74,9,1053,24
20190606T17Z,-3,73,10,1081,40
20190606T16Z,-2,72,8,1124,42
20190606T15Z,-2,76,4,1106,52
