,coal,natural gas,petroleum,other,hydro,wind
20190630T15-07,525,1149.0,0,4,432,12.0
20190630T14-07,523,1155.0,0,4,431,18.0
20190630T13-07,529,1156.0,0,5,410,13.0
20190630T12-07,529,1164.0,0,4,388,7.0
20190630T11-07,530,1162.0,0,4,382,12.0
20190630T10-07,533,1170.0,0,3,352,26.0
20190630T09-07,525,1170.0,0,3,397,26.0
20190630T08-07,531,1112.0,0,5,402,11.0
20190630T07-07,532,1085.0,0,4,382,4.0
20190630T06-07,532,1079.0,0,4,385,10.0
20190630T05-07,502,1084.0,0,5,366,4.0
20190630T04-07,461,1120.0,0,4,317,5.0
20190630T03-07,461,1117.0,0,4,320,5.0
20190630T02-07,461,1118.0,0,4,317,7.0
20190630T01-07,457,1116.0,0,5,347,12.0
20190630T00-07,460,1154.0,0,4,398,10.0
20190629T23-07,454,1175.0,0,4,572,7.0
20190629T22-07,432,1173.0,0,4,446,3.0
20190629T21-07,432,1168.0,0,5,548,3.0
20190629T20-07,428,1163.0,0,4,563,6.0
20190629T19-07,433,1163.0,0,4,544,22.0
20190629T18-07,435,1159.0,0,5,565,23.0
20190629T17-07,506,1161.0,0,4,565,5.0
20190629T16-07,517,1162.0,0,4,465,7.0
20190629T15-07,511,1167.0,0,4,455,15.0
20190629T14-07,515,1168.0,0,5,445,19.0
20190629T13-07,510,1169.0,0,4,467,20.0
20190629T12-07,515,1173.0,0,4,469,11.0
20190629T11-07,512,1175.0,0,4,481,3.0
20190629T10-07,515,1177.0,0,5,354,3.0
20190629T09-07,510,1120.0,0,4,313,3.0
20190629T08-07,516,1119.0,0,4,254,5.0
20190629T07-07,516,1116.0,0,5,156,11.0
20190629T06-07,512,1117.0,0,4,150,13.0
20190629T05-07,515,1117.0,0,4,178,20.0
20190629T04-07,511,1117.0,0,4,327,25.0
20190629T03-07,514,1117.0,0,5,354,27.0
20190629T02-07,509,1115.0,0,4,400,32.0
20190629T01-07,514,1113.0,0,4,449,38.0
20190629T00-07,511,1059.0,0,5,471,37.0
20190628T23-07,514,999.0,0,4,607,60.0
20190628T22-07,512,897.0,0,4,513,123.0
20190628T21-07,506,893.0,0,4,599,134.0
20190628T20-07,510,893.0,0,5,608,68.0
20190628T19-07,506,891.0,0,4,599,33.0
20190628T18-07,510,881.0,0,4,604,30.0
20190628T17-07,504,858.0,0,4,599,22.0
20190628T16-07,508,861.0,0,5,535,43.0
20190628T15-07,508,860.0,0,4,528,62.0
20190628T14-07,502,863.0,0,4,542,9.0
20190628T13-07,506,864.0,0,2,545,9.0
20190628T12-07,507,868.0,0,1,530,7.0
20190628T11-07,509,868.0,0,2,482,3.0
20190628T10-07,504,868.0,0,1,407,3.0
20190628T09-07,508,867.0,0,2,407,4.0
20190628T08-07,509,837.0,0,3,369,8.0
20190628T07-07,511,796.0,0,4,337,13.0
20190628T06-07,521,737.0,0,4,427,17.0
20190628T05-07,515,724.0,0,4,431,23.0
20190628T04-07,521,722.0,0,5,365,20.0
20190628T03-07,515,670.0,0,4,325,26.0
20190628T02-07,522,721.0,0,4,362,30.0
20190628T01-07,515,721.0,0,5,384,33.0
20190628T00-07,520,715.0,0,4,566,25.0
20190627T23-07,508,737.0,0,4,657,12.0
20190627T22-07,519,746.0,0,4,567,7.0
20190627T21-07,513,745.0,0,5,667,18.0
20190627T20-07,509,745.0,0,4,675,24.0
20190627T19-07,513,740.0,0,4,612,7.0
20190627T18-07,507,741.0,0,5,614,9.0
20190627T17-07,514,726.0,0,4,595,16.0
20190627T16-07,508,728.0,0,4,498,13.0
20190627T15-07,515,709.0,0,4,492,37.0
20190627T14-07,511,700.0,0,5,470,55.0
20190627T13-07,517,669.0,0,1,445,52.0
20190627T12-07,516,667.0,0,0,478,14.0
20190627T11-07,513,608.0,0,0,470,4.0
20190627T10-07,535,617.0,0,0,468,3.0
20190627T09-07,533,608.0,0,0,456,7.0
20190627T08-07,538,632.0,0,4,395,28.0
20190627T07-07,534,706.0,0,4,297,71.0
20190627T06-07,503,721.0,0,4,170,32.0
20190627T05-07,507,719.0,0,5,126,17.0
20190627T04-07,502,721.0,0,4,191,12.0
20190627T03-07,484,719.0,0,4,240,26.0
20190627T02-07,503,715.0,0,4,436,141.0
20190627T01-07,501,638.0,0,5,453,200.0
20190627T00-07,504,816.0,0,4,544,79.0
20190626T23-07,501,864.0,0,4,625,28.0
20190626T22-07,508,866.0,0,5,500,13.0
20190626T21-07,506,861.0,0,4,621,97.0
20190626T20-07,503,860.0,0,4,618,308.0
20190626T19-07,508,861.0,0,2,606,304.0
20190626T18-07,521,859.0,0,0,556,126.0
20190626T17-07,528,857.0,0,2,583,79.0
20190626T16-07,524,855.0,0,4,448,14.0
20190626T15-07,528,855.0,0,5,452,8.0
20190626T14-07,524,857.0,0,4,419,19.0
20190626T13-07,528,858.0,0,4,378,28.0
20190626T12-07,527,857.0,0,4,357,15.0
20190626T11-07,518,861.0,0,5,359,5.0
20190626T10-07,510,865.0,0,4,385,3.0
20190626T09-07,507,867.0,0,4,426,3.0
20190626T08-07,515,868.0,0,5,439,5.0
20190626T07-07,507,870.0,0,4,477,8.0
20190626T06-07,496,871.0,0,4,480,24.0
20190626T05-07,516,870.0,0,4,296,31.0
20190626T04-07,515,869.0,0,5,290,23.0
20190626T03-07,517,869.0,0,4,392,35.0
20190626T02-07,512,870.0,0,4,397,77.0
20190626T01-07,517,870.0,0,4,500,125.0
20190626T00-07,432,870.0,0,5,604,114.0
20190625T23-07,430,965.0,0,4,615,93.0
20190625T22-07,459,963.0,0,4,605,115.0
20190625T21-07,474,958.0,0,5,617,99.0
20190625T20-07,439,956.0,0,4,631,103.0
20190625T19-07,414,1004.0,0,4,621,145.0
20190625T18-07,406,1000.0,0,4,573,41.0
20190625T17-07,403,996.0,0,5,479,7.0
20190625T16-07,387,990.0,0,4,432,7.0
20190625T15-07,371,897.0,0,4,476,5.0
20190625T14-07,369,906.0,0,4,521,4.0
20190625T13-07,379,909.0,0,0,483,4.0
20190625T12-07,371,908.0,0,0,472,5.0
20190625T11-07,373,916.0,0,0,405,7.0
20190625T10-07,365,908.0,0,0,393,4.0
20190625T09-07,377,900.0,0,2,266,3.0
20190625T08-07,387,844.0,0,3,305,5.0
20190625T07-07,377,871.0,0,3,263,16.0
20190625T06-07,380,875.0,0,3,282,13.0
20190625T05-07,374,872.0,0,4,299,12.0
20190625T04-07,379,874.0,0,4,273,15.0
20190625T03-07,376,871.0,0,5,335,38.0
20190625T02-07,378,873.0,0,4,362,58.0
20190625T01-07,381,872.0,0,4,366,72.0
20190625T00-07,377,878.0,0,5,535,92.0
20190624T23-07,372,955.0,0,4,587,133.0
20190624T22-07,341,902.0,0,4,584,123.0
20190624T21-07,346,891.0,0,4,596,127.0
20190624T20-07,361,879.0,0,5,599,114.0
20190624T19-07,359,874.0,0,4,589,113.0
20190624T18-07,364,872.0,0,4,577,100.0
20190624T17-07,379,858.0,0,4,590,63.0
20190624T16-07,379,852.0,0,5,448,72.0
20190624T15-07,380,868.0,0,4,439,45.0
20190624T14-07,377,878.0,0,4,448,23.0
20190624T13-07,381,778.0,0,5,550,13.0
20190624T12-07,372,740.0,0,4,588,6.0
20190624T11-07,378,631.0,0,3,625,4.0
20190624T10-07,375,622.0,0,4,620,15.0
20190624T09-07,385,623.0,0,4,521,50.0
20190624T08-07,374,620.0,0,5,495,69.0
20190624T07-07,382,561.0,0,4,356,80.0
20190624T06-07,380,472.0,0,4,395,158.0
20190624T05-07,384,445.0,0,5,345,191.0
20190624T04-07,380,402.0,0,4,247,251.0
20190624T03-07,375,352.0,0,4,249,289.0
20190624T02-07,378,353.0,0,4,218,311.0
20190624T01-07,375,352.0,0,5,218,328.0
20190624T00-07,378,351.0,0,4,231,335.0
20190623T23-07,395,351.0,0,4,401,334.0
20190623T22-07,393,348.0,0,5,372,333.0
20190623T21-07,382,349.0,0,4,502,332.0
20190623T20-07,376,349.0,0,4,491,332.0
20190623T19-07,376,347.0,0,4,428,328.0
20190623T18-07,380,347.0,0,5,394,327.0
20190623T17-07,376,347.0,0,4,334,326.0
20190623T16-07,380,346.0,0,4,335,330.0
20190623T15-07,371,349.0,0,4,319,330.0
20190623T14-07,379,347.0,0,5,459,329.0
20190623T13-07,376,349.0,0,4,543,319.0
20190623T12-07,381,350.0,0,4,490,311.0
20190623T11-07,377,351.0,0,5,455,245.0
20190623T10-07,380,349.0,0,4,279,218.0
20190623T09-07,379,307.0,0,4,161,253.0
20190623T08-07,310,313.0,0,4,195,242.0
20190623T07-07,205,348.0,0,5,202,245.0
20190623T06-07,200,380.0,0,4,270,271.0
20190623T05-07,202,388.0,0,4,291,279.0
20190623T04-07,220,388.0,0,4,357,306.0
20190623T03-07,375,386.0,0,5,330,308.0
20190623T02-07,383,385.0,0,4,261,320.0
20190623T01-07,382,387.0,0,4,259,331.0
20190623T00-07,380,385.0,0,5,231,320.0
20190622T23-07,379,386.0,0,4,230,329.0
20190622T22-07,379,385.0,0,4,253,333.0
20190622T21-07,381,383.0,0,4,252,332.0
20190622T20-07,377,379.0,0,5,200,328.0
20190622T19-07,382,381.0,0,4,394,327.0
20190622T18-07,382,377.0,0,4,390,325.0
20190622T17-07,378,379.0,0,4,433,328.0
20190622T16-07,381,378.0,0,5,423,326.0
20190622T15-07,382,379.0,0,4,375,244.0
20190622T14-07,383,379.0,0,4,461,148.0
20190622T13-07,382,380.0,0,5,446,150.0
20190622T12-07,376,382.0,0,4,445,143.0
20190622T11-07,384,319.0,0,4,348,113.0
20190622T10-07,378,385.0,0,4,304,96.0
20190622T09-07,380,381.0,0,5,312,121.0
20190622T08-07,380,360.0,0,4,231,192.0
20190622T07-07,378,388.0,0,4,176,232.0
20190622T06-07,381,389.0,0,5,248,219.0
20190622T05-07,376,388.0,0,4,275,216.0
20190622T04-07,380,388.0,0,4,352,169.0
20190622T03-07,376,390.0,0,4,398,146.0
20190622T02-07,381,387.0,0,5,429,168.0
20190622T01-07,382,389.0,0,4,397,194.0
20190622T00-07,376,410.0,0,10,473,234.0
20190621T23-07,378,414.0,0,17,512,253.0
20190621T22-07,378,413.0,0,22,503,242.0
20190621T21-07,385,411.0,0,21,595,157.0
20190621T20-07,388,411.0,0,25,612,99.0
20190621T19-07,387,411.0,0,26,570,56.0
20190621T18-07,382,409.0,0,26,549,20.0
20190621T17-07,384,404.0,0,27,572,15.0
20190621T16-07,351,381.0,0,28,569,25.0
20190621T15-07,358,380.0,0,29,586,63.0
20190621T14-07,385,386.0,0,28,587,74.0
20190621T13-07,377,426.0,0,28,553,53.0
20190621T12-07,381,347.0,0,27,572,65.0
20190621T11-07,380,405.0,0,29,485,49.0
20190621T10-07,378,331.0,0,28,386,64.0
20190621T09-07,381,290.0,0,29,308,64.0
20190621T08-07,379,363.0,0,29,396,90.0
20190621T07-07,376,362.0,0,27,490,65.0
20190621T06-07,379,365.0,0,27,587,79.0
20190621T05-07,376,361.0,0,27,457,103.0
20190621T04-07,380,264.0,0,28,473,181.0
20190621T03-07,375,360.0,0,27,476,196.0
20190621T02-07,378,362.0,0,27,546,127.0
20190621T01-07,380,362.0,0,28,546,127.0
20190621T00-07,376,360.0,0,27,571,148.0
20190620T23-07,377,361.0,0,26,669,136.0
20190620T22-07,374,358.0,0,27,575,169.0
20190620T21-07,381,358.0,0,29,560,301.0
20190620T20-07,380,321.0,0,28,627,339.0
20190620T19-07,376,306.0,0,28,623,340.0
20190620T18-07,374,333.0,0,26,595,338.0
20190620T17-07,371,348.0,0,30,481,335.0
20190620T16-07,369,367.0,0,28,541,333.0
20190620T15-07,373,370.0,0,28,487,327.0
20190620T14-07,359,376.0,0,29,503,318.0
20190620T13-07,359,396.0,0,28,499,310.0
20190620T12-07,367,379.0,0,28,502,270.0
20190620T11-07,374,381.0,0,28,502,219.0
20190620T10-07,370,380.0,0,29,458,173.0
20190620T09-07,372,352.0,0,27,454,181.0
20190620T08-07,368,353.0,0,28,351,131.0
20190620T07-07,368,377.0,0,28,520,153.0
20190620T06-07,375,365.0,0,27,575,151.0
20190620T05-07,378,390.0,0,29,541,225.0
20190620T04-07,381,388.0,0,27,490,255.0
20190620T03-07,378,389.0,0,28,357,249.0
20190620T02-07,381,386.0,0,28,484,214.0
20190620T01-07,377,385.0,0,26,472,217.0
20190620T00-07,380,589.0,0,27,656,264.0
20190619T23-07,381,689.0,0,26,650,287.0
20190619T22-07,377,696.0,0,26,594,252.0
20190619T21-07,381,690.0,0,26,555,92.0
20190619T20-07,378,690.0,0,26,557,93.0
20190619T19-07,380,686.0,0,26,497,93.0
20190619T18-07,382,680.0,0,27,489,123.0
20190619T17-07,378,683.0,0,28,501,93.0
20190619T16-07,382,684.0,0,28,396,93.0
20190619T15-07,376,686.0,0,28,400,93.0
20190619T14-07,382,686.0,0,28,409,93.0
20190619T13-07,382,687.0,0,28,401,92.0
20190619T12-07,379,688.0,0,28,386,93.0
20190619T11-07,382,687.0,0,29,353,93.0
20190619T10-07,378,680.0,1,27,376,93.0
20190619T09-07,380,666.0,0,27,375,217.0
20190619T08-07,381,664.0,0,28,372,297.0
20190619T07-07,377,634.0,0,28,404,310.0
20190619T06-07,382,670.0,0,26,500,323.0
20190619T05-07,378,669.0,0,28,442,327.0
20190619T04-07,382,669.0,0,27,441,330.0
20190619T03-07,377,668.0,0,28,355,339.0
20190619T02-07,377,668.0,0,28,303,293.0
20190619T01-07,373,666.0,0,27,310,300.0
20190619T00-07,381,666.0,0,27,333,339.0
20190618T23-07,384,689.0,0,28,554,335.0
20190618T22-07,380,689.0,0,27,515,335.0
20190618T21-07,382,685.0,0,28,588,333.0
20190618T20-07,378,684.0,0,27,599,336.0
20190618T19-07,382,642.0,0,28,648,335.0
20190618T18-07,378,650.0,0,26,503,332.0
20190618T17-07,382,646.0,0,26,421,329.0
20190618T16-07,379,649.0,0,27,355,333.0
20190618T15-07,361,647.0,0,28,370,325.0
20190618T14-07,366,650.0,0,29,450,302.0
20190618T13-07,359,651.0,0,28,436,221.0
20190618T12-07,364,653.0,0,27,457,206.0
20190618T11-07,364,654.0,0,29,423,215.0
20190618T10-07,358,656.0,0,28,433,242.0
20190618T09-07,363,659.0,0,28,386,247.0
20190618T08-07,361,659.0,0,28,326,235.0
20190618T07-07,365,655.0,0,27,299,205.0
20190618T06-07,360,625.0,0,27,367,206.0
20190618T05-07,363,624.0,0,27,328,301.0
20190618T04-07,357,623.0,0,27,248,310.0
20190618T03-07,363,590.0,0,28,277,319.0
20190618T02-07,358,598.0,0,28,292,313.0
20190618T01-07,362,651.0,0,28,437,322.0
20190618T00-07,358,950.0,0,27,506,324.0
20190617T23-07,361,1042.0,0,28,624,320.0
20190617T22-07,360,1049.0,0,28,659,324.0
20190617T21-07,358,1043.0,0,29,658,320.0
20190617T20-07,363,1040.0,0,28,650,320.0
20190617T19-07,358,1036.0,0,28,602,325.0
20190617T18-07,362,1032.0,0,25,550,330.0
20190617T17-07,362,1013.0,0,24,511,231.0
20190617T16-07,358,1025.0,0,28,471,61.0
20190617T15-07,362,1035.0,0,27,508,26.0
20190617T14-07,359,1038.0,0,28,486,15.0
20190617T13-07,363,1042.0,0,28,363,4.0
20190617T12-07,363,1047.0,0,27,348,3.0
20190617T11-07,359,1053.0,0,28,397,2.0
20190617T10-07,362,1051.0,0,28,329,8.0
20190617T09-07,361,1009.0,0,28,233,28.0
20190617T08-07,361,985.0,0,28,274,55.0
20190617T07-07,362,990.0,0,27,262,74.0
20190617T06-07,358,1026.0,0,26,197,91.0
20190617T05-07,362,1027.0,0,25,290,99.0
20190617T04-07,357,995.0,0,26,213,100.0
20190617T03-07,362,1019.0,0,26,271,118.0
20190617T02-07,359,1024.0,0,26,137,112.0
20190617T01-07,361,1019.0,0,26,146,100.0
20190617T00-07,362,1098.0,0,25,187,112.0
20190616T23-07,358,1204.0,0,26,397,248.0
20190616T22-07,362,1205.0,0,26,432,257.0
20190616T21-07,359,1199.0,0,25,451,292.0
20190616T20-07,362,1192.0,0,26,536,294.0
20190616T19-07,358,1164.0,0,25,487,302.0
20190616T18-07,362,1174.0,0,26,373,266.0
20190616T17-07,359,1156.0,0,26,374,128.0
20190616T16-07,362,1153.0,0,25,370,50.0
20190616T15-07,356,1160.0,0,26,374,15.0
20190616T14-07,317,1163.0,0,26,479,8.0
20190616T13-07,283,1165.0,0,25,352,3.0
20190616T12-07,280,1183.0,0,26,378,3.0
20190616T11-07,255,1186.0,0,25,361,4.0
20190616T10-07,240,1149.0,0,26,329,12.0
20190616T09-07,243,1089.0,0,26,199,25.0
20190616T08-07,210,1008.0,0,25,194,42.0
20190616T07-07,180,1143.0,0,25,170,48.0
20190616T06-07,183,1163.0,0,25,413,59.0
20190616T05-07,181,1161.0,0,25,478,68.0
20190616T04-07,180,1160.0,0,24,507,81.0
20190616T03-07,181,1159.0,0,25,536,83.0
20190616T02-07,182,1134.0,0,25,469,82.0
20190616T01-07,180,1227.0,0,26,321,86.0
20190616T00-07,182,1212.0,0,25,513,84.0
20190615T23-07,179,1274.0,0,25,493,81.0
20190615T22-07,181,1271.0,0,25,515,146.0
20190615T21-07,180,1263.0,0,25,602,187.0
20190615T20-07,178,1267.0,0,25,520,112.0
20190615T19-07,177,1191.0,0,25,530,61.0
20190615T18-07,178,1180.0,0,25,503,23.0
20190615T17-07,176,1164.0,0,26,491,7.0
20190615T16-07,178,1191.0,0,25,485,8.0
20190615T15-07,177,1181.0,0,26,506,6.0
20190615T14-07,178,1172.0,0,26,483,4.0
20190615T13-07,178,1198.0,0,25,356,3.0
20190615T12-07,174,1204.0,0,25,353,3.0
20190615T11-07,178,1178.0,0,26,355,3.0
20190615T10-07,181,1193.0,0,26,351,7.0
20190615T09-07,182,1113.0,0,25,354,16.0
20190615T08-07,182,1059.0,0,26,352,21.0
20190615T07-07,181,1122.0,0,25,316,30.0
20190615T06-07,183,1138.0,0,27,353,44.0
20190615T05-07,182,1137.0,0,27,360,49.0
20190615T04-07,185,1159.0,0,27,346,62.0
20190615T03-07,197,1127.0,0,27,402,71.0
20190615T02-07,237,1125.0,0,26,450,86.0
20190615T01-07,245,1138.0,0,27,485,96.0
20190615T00-07,242,1122.0,0,26,539,116.0
20190614T23-07,264,1159.0,0,26,666,129.0
20190614T22-07,310,1158.0,0,27,689,113.0
20190614T21-07,359,1182.0,0,27,645,125.0
20190614T20-07,363,1175.0,0,26,587,195.0
20190614T19-07,360,1178.0,0,27,582,211.0
20190614T18-07,323,1168.0,0,25,511,175.0
20190614T17-07,322,1171.0,0,24,502,133.0
20190614T16-07,321,1175.0,0,27,514,121.0
20190614T15-07,325,1172.0,0,28,440,79.0
20190614T14-07,319,1171.0,0,29,412,36.0
20190614T13-07,249,1166.0,0,28,309,41.0
20190614T12-07,250,1191.0,0,26,310,21.0
20190614T11-07,251,1090.0,0,29,310,29.0
20190614T10-07,236,1061.0,0,28,337,33.0
20190614T09-07,226,864.0,0,27,347,41.0
20190614T08-07,239,972.0,0,27,304,66.0
20190614T07-07,189,1054.0,0,26,343,120.0
20190614T06-07,180,1135.0,0,26,357,224.0
20190614T05-07,178,1144.0,0,27,359,254.0
20190614T04-07,179,985.0,0,28,438,284.0
20190614T03-07,185,1026.0,0,27,436,315.0
20190614T02-07,181,1088.0,0,28,509,316.0
20190614T01-07,184,1117.0,0,26,517,319.0
20190614T00-07,183,969.0,0,27,550,318.0
20190613T23-07,183,1119.0,0,26,572,315.0
20190613T22-07,181,1167.0,0,22,571,318.0
20190613T21-07,183,1219.0,0,23,650,320.0
20190613T20-07,184,1215.0,0,23,669,314.0
20190613T19-07,180,1177.0,0,25,613,313.0
20190613T18-07,180,1170.0,0,26,622,308.0
20190613T17-07,181,1170.0,0,26,599,311.0
20190613T16-07,185,1138.0,0,27,628,296.0
20190613T15-07,182,1147.0,0,26,638,262.0
20190613T14-07,183,1145.0,0,26,666,222.0
20190613T13-07,182,1147.0,0,26,547,230.0
20190613T12-07,184,1148.0,0,26,499,263.0
20190613T11-07,183,1186.0,0,26,493,284.0
20190613T10-07,181,1195.0,0,27,495,174.0
20190613T09-07,184,1199.0,0,25,469,116.0
20190613T08-07,181,1200.0,0,24,496,164.0
20190613T07-07,183,1169.0,0,23,447,200.0
20190613T06-07,182,1171.0,0,22,465,205.0
20190613T05-07,184,1169.0,0,22,450,204.0
20190613T04-07,181,1170.0,0,22,414,205.0
20190613T03-07,185,1164.0,0,23,488,190.0
20190613T02-07,183,1166.0,0,23,594,175.0
20190613T01-07,181,1239.0,0,24,572,109.0
20190613T00-07,183,1277.0,0,23,557,71.0
20190612T23-07,182,1304.0,0,27,634,21.0
20190612T22-07,183,1305.0,0,26,630,3.0
20190612T21-07,184,1342.0,0,26,676,3.0
20190612T20-07,181,1339.0,0,26,676,3.0
20190612T19-07,182,1361.0,0,25,640,4.0
20190612T18-07,183,1318.0,0,21,630,5.0
20190612T17-07,184,1321.0,0,2,643,4.0
20190612T16-07,182,1372.0,0,3,643,3.0
20190612T15-07,183,1373.0,0,25,639,3.0
20190612T14-07,181,1374.0,0,25,590,3.0
20190612T13-07,184,1390.0,0,27,595,3.0
20190612T12-07,182,1388.0,0,26,589,3.0
20190612T11-07,183,1379.0,0,26,576,11.0
20190612T10-07,183,1366.0,0,26,428,16.0
20190612T09-07,182,1342.0,0,25,410,13.0
20190612T08-07,183,1308.0,0,23,570,20.0
20190612T07-07,181,1275.0,0,24,562,13.0
20190612T06-07,183,1324.0,0,22,536,9.0
20190612T05-07,181,1297.0,0,23,530,6.0
20190612T04-07,184,1279.0,0,23,525,3.0
20190612T03-07,184,1276.0,0,23,583,7.0
20190612T02-07,182,1310.0,0,23,592,3.0
20190612T01-07,160,1316.0,0,24,503,3.0
20190612T00-07,178,1328.0,0,24,575,3.0
20190611T23-07,184,1431.0,0,26,625,3.0
20190611T22-07,183,1442.0,0,27,675,3.0
20190611T21-07,185,1465.0,0,26,680,2.0
20190611T20-07,182,1429.0,0,26,762,4.0
20190611T19-07,184,1447.0,0,26,731,6.0
20190611T18-07,183,1425.0,0,26,764,11.0
20190611T17-07,183,1382.0,0,27,766,8.0
20190611T16-07,183,1454.0,0,27,681,7.0
20190611T15-07,183,1444.0,0,27,610,7.0
20190611T14-07,174,1378.0,0,26,705,7.0
20190611T13-07,172,1375.0,0,29,702,8.0
20190611T12-07,173,1359.0,0,27,599,19.0
20190611T11-07,174,1250.0,0,28,604,15.0
20190611T10-07,172,1255.0,0,26,537,25.0
20190611T09-07,173,1237.0,0,28,452,45.0
20190611T08-07,172,1148.0,0,28,381,47.0
20190611T07-07,174,1150.0,0,28,394,45.0
20190611T06-07,181,1153.0,0,27,429,71.0
20190611T05-07,183,1152.0,0,27,401,87.0
20190611T04-07,182,1151.0,0,27,456,34.0
20190611T03-07,179,1148.0,0,28,467,70.0
20190611T02-07,181,1150.0,0,29,461,48.0
20190611T01-07,184,1146.0,0,28,494,45.0
20190611T00-07,181,1198.0,0,27,513,27.0
20190610T23-07,183,1368.0,0,28,613,40.0
20190610T22-07,181,1435.0,0,28,703,73.0
20190610T21-07,183,1423.0,0,29,710,173.0
20190610T20-07,181,1417.0,0,27,706,283.0
20190610T19-07,183,1339.0,0,28,710,314.0
20190610T18-07,183,1316.0,0,26,681,315.0
20190610T17-07,181,1342.0,0,29,595,316.0
20190610T16-07,183,1356.0,0,28,499,279.0
20190610T15-07,181,1383.0,0,29,436,208.0
20190610T14-07,184,1354.0,0,27,513,126.0
20190610T13-07,181,1338.0,0,28,546,53.0
20190610T12-07,183,1244.0,0,28,672,11.0
20190610T11-07,181,1248.0,0,28,666,4.0
20190610T10-07,183,1233.0,0,28,662,5.0
20190610T09-07,183,1234.0,0,28,667,13.0
20190610T08-07,182,1225.0,0,28,458,33.0
20190610T07-07,185,1154.0,0,28,423,53.0
20190610T06-07,181,1025.0,0,26,431,66.0
20190610T05-07,183,1015.0,0,25,416,71.0
20190610T04-07,181,960.0,0,27,349,65.0
20190610T03-07,183,890.0,0,25,305,40.0
20190610T02-07,183,842.0,0,25,414,34.0
20190610T01-07,183,812.0,0,26,506,32.0
20190610T00-07,183,843.0,0,25,489,34.0
20190609T23-07,180,869.0,0,26,527,44.0
20190609T22-07,183,886.0,0,25,595,31.0
20190609T21-07,181,903.0,0,26,678,3.0
20190609T20-07,289,868.0,0,25,678,3.0
20190609T19-07,360,846.0,0,26,663,3.0
20190609T18-07,360,846.0,0,25,495,4.0
20190609T17-07,361,820.0,0,26,382,6.0
20190609T16-07,363,777.0,0,26,286,13.0
20190609T15-07,360,775.0,0,25,334,14.0
20190609T14-07,364,779.0,0,26,377,8.0
20190609T13-07,360,765.0,0,26,456,6.0
20190609T12-07,362,544.0,0,26,441,5.0
20190609T11-07,357,500.0,0,25,427,2.0
20190609T10-07,361,546.0,0,27,334,3.0
20190609T09-07,361,517.0,0,25,261,3.0
20190609T08-07,358,503.0,0,26,207,3.0
20190609T07-07,362,465.0,0,25,454,3.0
20190609T06-07,359,508.0,0,24,531,7.0
20190609T05-07,362,486.0,0,24,606,11.0
20190609T04-07,358,492.0,0,25,607,16.0
20190609T03-07,359,491.0,0,26,617,55.0
20190609T02-07,360,467.0,0,26,607,148.0
20190609T01-07,358,464.0,0,26,602,247.0
20190609T00-07,361,489.0,0,25,602,283.0
20190608T23-07,358,517.0,0,25,679,320.0
20190608T22-07,362,486.0,0,25,689,324.0
20190608T21-07,357,484.0,0,25,697,274.0
20190608T20-07,362,485.0,0,25,700,291.0
20190608T19-07,365,506.0,0,25,671,273.0
20190608T18-07,359,410.0,0,26,619,221.0
20190608T17-07,362,423.0,0,26,523,128.0
20190608T16-07,359,379.0,0,26,551,93.0
20190608T15-07,363,361.0,0,26,542,87.0
20190608T14-07,362,436.0,0,25,496,50.0
20190608T13-07,359,440.0,0,26,484,27.0
20190608T12-07,360,448.0,0,27,234,6.0
20190608T11-07,357,450.0,0,25,249,9.0
20190608T10-07,361,395.0,0,25,275,43.0
20190608T09-07,364,387.0,0,26,224,116.0
20190608T08-07,349,377.0,0,26,250,146.0
20190608T07-07,123,493.0,0,26,306,167.0
20190608T06-07,113,485.0,0,27,463,170.0
20190608T05-07,112,403.0,0,29,388,208.0
20190608T04-07,112,307.0,0,28,251,220.0
20190608T03-07,112,264.0,0,29,384,232.0
20190608T02-07,114,256.0,0,27,482,255.0
20190608T01-07,212,255.0,0,27,432,268.0
20190608T00-07,354,236.0,0,27,542,305.0
20190607T23-07,359,235.0,0,28,578,334.0
20190607T22-07,364,236.0,0,28,570,339.0
20190607T21-07,362,231.0,0,27,656,348.0
20190607T20-07,362,244.0,0,27,592,346.0
20190607T19-07,359,257.0,0,26,508,350.0
20190607T18-07,361,225.0,0,28,273,349.0
20190607T17-07,359,214.0,0,27,323,349.0
20190607T16-07,364,189.0,0,27,307,350.0
20190607T15-07,363,193.0,0,26,236,351.0
20190607T14-07,360,202.0,0,28,265,343.0
20190607T13-07,362,210.0,0,26,301,342.0
20190607T12-07,359,219.0,0,28,310,342.0
20190607T11-07,362,224.0,0,27,325,342.0
20190607T10-07,345,235.0,0,28,335,345.0
20190607T09-07,348,236.0,0,27,371,344.0
20190607T08-07,347,234.0,0,27,318,337.0
20190607T07-07,344,235.0,0,27,382,335.0
20190607T06-07,325,235.0,0,24,390,346.0
20190607T05-07,124,236.0,0,27,408,347.0
20190607T04-07,117,232.0,0,26,407,343.0
20190607T03-07,116,221.0,0,26,430,346.0
20190607T02-07,115,217.0,0,28,453,349.0
20190607T01-07,117,184.0,0,27,449,350.0
20190607T00-07,130,121.0,0,28,484,350.0
20190606T23-07,343,115.0,0,29,634,352.0
20190606T22-07,349,108.0,0,28,545,352.0
20190606T21-07,354,106.0,0,27,645,354.0
20190606T20-07,347,106.0,0,28,660,351.0
20190606T19-07,354,106.0,0,26,656,351.0
