,coal,natural gas,petroleum,other,hydro,wind
20190922T19-07,668,1199.0,0,24,513,84.0
20190922T18-07,665,1198.0,0,24,440,57.0
20190922T17-07,663,1202.0,0,23,452,46.0
20190922T16-07,665,1201.0,0,24,455,52.0
20190922T15-07,666,1204.0,0,24,400,15.0
20190922T14-07,666,1203.0,0,23,406,22.0
20190922T13-07,666,1208.0,0,25,372,79.0
20190922T12-07,666,1207.0,0,23,348,8.0
20190922T11-07,668,1206.0,0,25,244,2.0
20190922T10-07,665,1193.0,0,23,219,3.0
20190922T09-07,666,1177.0,0,24,218,3.0
20190922T08-07,665,1198.0,0,24,221,4.0
20190922T07-07,666,1210.0,0,24,210,4.0
20190922T06-07,670,1212.0,0,25,188,7.0
20190922T05-07,671,1216.0,0,23,177,9.0
20190922T04-07,663,1222.0,0,25,154,17.0
20190922T03-07,668,1300.0,0,24,157,19.0
20190922T02-07,665,1289.0,0,23,164,45.0
20190922T01-07,665,1294.0,0,25,178,89.0
20190922T00-07,662,1376.0,0,23,522,136.0
20190921T23-07,664,1374.0,0,24,548,91.0
20190921T22-07,662,1370.0,0,25,358,69.0
20190921T21-07,663,1366.0,0,23,481,90.0
20190921T20-07,664,1371.0,0,25,513,125.0
20190921T19-07,665,1368.0,0,23,401,99.0
20190921T18-07,664,1364.0,0,25,383,50.0
20190921T17-07,664,1365.0,0,24,248,44.0
20190921T16-07,666,1359.0,0,23,252,40.0
20190921T15-07,665,1369.0,0,25,261,28.0
20190921T14-07,664,1358.0,0,24,148,30.0
20190921T13-07,663,1314.0,0,24,403,23.0
20190921T12-07,671,1319.0,0,24,374,22.0
20190921T11-07,667,1336.0,0,24,349,22.0
20190921T10-07,665,1288.0,0,25,348,36.0
20190921T09-07,666,1313.0,0,23,153,44.0
20190921T08-07,666,1328.0,0,25,142,42.0
20190921T07-07,666,1315.0,0,24,106,40.0
20190921T06-07,662,1336.0,0,26,111,41.0
20190921T05-07,663,1307.0,0,27,114,40.0
20190921T04-07,663,1311.0,0,26,114,38.0
20190921T03-07,660,1329.0,0,27,118,42.0
20190921T02-07,661,1317.0,0,26,141,53.0
20190921T01-07,667,1354.0,0,27,125,45.0
20190921T00-07,674,1389.0,0,26,480,38.0
20190920T23-07,664,1388.0,0,26,612,34.0
20190920T22-07,664,1389.0,0,27,288,38.0
20190920T21-07,665,1387.0,0,26,375,64.0
20190920T20-07,666,1381.0,0,28,434,214.0
20190920T19-07,667,1379.0,0,25,428,292.0
20190920T18-07,669,1370.0,0,25,410,302.0
20190920T17-07,648,1361.0,0,27,406,286.0
20190920T16-07,627,1375.0,0,26,397,124.0
20190920T15-07,626,1373.0,0,27,410,38.0
20190920T14-07,626,1371.0,0,25,443,8.0
20190920T13-07,626,1361.0,0,27,458,3.0
20190920T12-07,625,1368.0,0,26,306,3.0
20190920T11-07,627,1356.0,0,26,251,8.0
20190920T10-07,627,1367.0,0,27,265,13.0
20190920T09-07,626,1397.0,0,26,193,17.0
20190920T08-07,626,1394.0,0,27,201,25.0
20190920T07-07,626,1377.0,0,27,114,40.0
20190920T06-07,625,1347.0,0,25,115,63.0
20190920T05-07,625,1226.0,0,27,113,95.0
20190920T04-07,627,1249.0,0,26,113,89.0
20190920T03-07,627,1215.0,0,27,121,103.0
20190920T02-07,628,1331.0,0,27,119,105.0
20190920T01-07,626,1347.0,0,27,153,121.0
20190920T00-07,623,1366.0,0,26,452,132.0
20190919T23-07,598,1422.0,0,26,548,118.0
20190919T22-07,611,1444.0,0,27,420,99.0
20190919T21-07,625,1457.0,0,26,445,110.0
20190919T20-07,624,1459.0,0,27,446,129.0
20190919T19-07,619,1481.0,0,27,399,220.0
20190919T18-07,618,1461.0,0,24,419,213.0
20190919T17-07,619,1436.0,0,28,422,110.0
20190919T16-07,626,1423.0,0,27,417,34.0
20190919T15-07,626,1439.0,0,27,421,4.0
20190919T14-07,623,1470.0,0,28,383,5.0
20190919T13-07,622,1427.0,0,26,379,17.0
20190919T12-07,622,1460.0,0,24,385,22.0
20190919T11-07,623,1452.0,0,26,296,13.0
20190919T10-07,627,1402.0,0,25,275,22.0
20190919T09-07,615,1406.0,0,28,259,20.0
20190919T08-07,537,1407.0,0,27,286,21.0
20190919T07-07,501,1386.0,0,26,290,13.0
20190919T06-07,463,1391.0,0,26,238,14.0
20190919T05-07,437,1396.0,0,26,225,16.0
20190919T04-07,427,1392.0,0,27,229,8.0
20190919T03-07,441,1386.0,0,27,265,5.0
20190919T02-07,672,1376.0,0,26,229,11.0
20190919T01-07,670,1365.0,0,27,277,6.0
20190919T00-07,667,1409.0,0,26,323,5.0
20190918T23-07,667,1497.0,0,27,511,3.0
20190918T22-07,667,1483.0,0,25,470,3.0
20190918T21-07,670,1593.0,0,26,531,3.0
20190918T20-07,668,1576.0,0,26,566,4.0
20190918T19-07,667,1482.0,0,25,477,3.0
20190918T18-07,667,1478.0,0,27,389,4.0
20190918T17-07,665,1465.0,0,26,335,14.0
20190918T16-07,654,1381.0,0,26,380,11.0
20190918T15-07,665,1379.0,0,26,389,6.0
20190918T14-07,667,1382.0,0,24,429,4.0
20190918T13-07,665,1381.0,0,26,445,8.0
20190918T12-07,667,1386.0,0,24,398,3.0
20190918T11-07,672,1389.0,0,27,439,3.0
20190918T10-07,667,1389.0,0,27,381,3.0
20190918T09-07,669,1393.0,0,26,334,3.0
20190918T08-07,665,1378.0,0,26,294,3.0
20190918T07-07,668,1367.0,0,26,217,2.0
20190918T06-07,668,1374.0,0,25,206,3.0
20190918T05-07,669,1362.0,0,25,218,3.0
20190918T04-07,669,1325.0,0,26,250,3.0
20190918T03-07,671,1344.0,0,27,275,3.0
20190918T02-07,670,1367.0,0,26,276,3.0
20190918T01-07,662,1357.0,0,25,274,5.0
20190918T00-07,669,1378.0,0,28,326,3.0
20190917T23-07,668,1469.0,0,26,302,3.0
20190917T22-07,669,1470.0,0,27,302,2.0
20190917T21-07,667,1478.0,0,26,380,5.0
20190917T20-07,671,1477.0,0,26,319,16.0
20190917T19-07,663,1463.0,0,25,249,15.0
20190917T18-07,663,1464.0,0,24,235,19.0
20190917T17-07,663,1460.0,0,26,266,58.0
20190917T16-07,663,1510.0,0,24,261,99.0
20190917T15-07,663,1542.0,0,25,433,79.0
20190917T14-07,661,1505.0,0,25,328,39.0
20190917T13-07,660,1491.0,0,27,300,17.0
20190917T12-07,659,1475.0,0,25,284,82.0
20190917T11-07,654,1502.0,0,24,317,110.0
20190917T10-07,592,1464.0,0,25,318,113.0
20190917T09-07,584,1388.0,0,25,304,109.0
20190917T08-07,594,1389.0,0,25,156,71.0
20190917T07-07,663,1387.0,0,25,137,31.0
20190917T06-07,654,1389.0,0,24,147,26.0
20190917T05-07,662,1370.0,0,26,103,35.0
20190917T04-07,661,1364.0,0,25,103,51.0
20190917T03-07,660,1362.0,0,24,103,104.0
20190917T02-07,663,1354.0,0,25,113,137.0
20190917T01-07,666,1368.0,0,24,157,170.0
20190917T00-07,663,1385.0,0,26,193,223.0
20190916T23-07,660,1471.0,0,25,471,269.0
20190916T22-07,665,1481.0,0,24,464,197.0
20190916T21-07,664,1484.0,0,24,447,147.0
20190916T20-07,662,1481.0,0,24,458,183.0
20190916T19-07,663,1477.0,0,24,503,42.0
20190916T18-07,663,1475.0,0,24,503,19.0
20190916T17-07,666,1478.0,0,25,507,6.0
20190916T16-07,663,1475.0,0,25,510,4.0
20190916T15-07,665,1477.0,0,25,570,6.0
20190916T14-07,662,1478.0,0,25,550,3.0
20190916T13-07,663,1477.0,0,25,553,2.0
20190916T12-07,664,1482.0,0,25,500,3.0
20190916T11-07,663,1474.0,0,25,498,7.0
20190916T10-07,663,1474.0,0,25,500,16.0
20190916T09-07,665,1391.0,0,25,489,29.0
20190916T08-07,664,1395.0,0,24,465,52.0
20190916T07-07,661,1374.0,0,23,431,58.0
20190916T06-07,656,1368.0,0,22,422,128.0
20190916T05-07,655,1352.0,0,23,354,146.0
20190916T04-07,655,1351.0,0,23,294,151.0
20190916T03-07,655,1310.0,0,23,288,194.0
20190916T02-07,656,1326.0,0,23,304,135.0
20190916T01-07,658,1351.0,0,24,260,86.0
20190916T00-07,650,1353.0,0,23,384,27.0
20190915T23-07,644,1352.0,0,23,409,11.0
20190915T22-07,650,1356.0,0,23,462,7.0
20190915T21-07,648,1440.0,0,23,515,67.0
20190915T20-07,649,1446.0,0,24,428,104.0
20190915T19-07,650,1443.0,0,23,433,79.0
20190915T18-07,646,1443.0,0,23,441,156.0
20190915T17-07,643,1444.0,0,22,356,279.0
20190915T16-07,644,1433.0,0,24,345,57.0
20190915T15-07,591,1433.0,0,23,263,62.0
20190915T14-07,591,1407.0,0,24,282,126.0
20190915T13-07,604,1344.0,0,22,253,157.0
20190915T12-07,579,1323.0,0,23,279,29.0
20190915T11-07,596,1321.0,0,22,274,59.0
20190915T10-07,621,1323.0,0,23,273,161.0
20190915T09-07,595,1322.0,0,23,275,117.0
20190915T08-07,593,1310.0,0,23,260,107.0
20190915T07-07,593,1312.0,0,22,173,61.0
20190915T06-07,625,1319.0,0,23,199,20.0
20190915T05-07,657,1312.0,0,22,197,13.0
20190915T04-07,657,1311.0,0,23,252,10.0
20190915T03-07,658,1315.0,0,23,188,14.0
20190915T02-07,659,1317.0,0,21,316,8.0
20190915T01-07,657,1320.0,0,22,297,7.0
20190915T00-07,663,1374.0,0,22,416,9.0
20190914T23-07,650,1465.0,0,23,521,13.0
20190914T22-07,651,1471.0,0,23,492,14.0
20190914T21-07,654,1467.0,0,22,484,24.0
20190914T20-07,656,1465.0,0,23,514,18.0
20190914T19-07,652,1460.0,0,23,458,8.0
20190914T18-07,649,1460.0,0,23,472,6.0
20190914T17-07,649,1464.0,0,23,392,11.0
20190914T16-07,617,1460.0,0,23,374,14.0
20190914T15-07,612,1460.0,0,22,377,22.0
20190914T14-07,615,1455.0,0,22,370,36.0
20190914T13-07,614,1459.0,0,23,374,85.0
20190914T12-07,625,1437.0,0,23,367,81.0
20190914T11-07,626,1439.0,0,22,301,124.0
20190914T10-07,626,1431.0,0,22,276,145.0
20190914T09-07,626,1348.0,0,23,244,112.0
20190914T08-07,629,1351.0,0,23,257,152.0
20190914T07-07,652,1339.0,0,24,232,212.0
20190914T06-07,651,1338.0,0,23,232,229.0
20190914T05-07,652,1338.0,0,25,262,288.0
20190914T04-07,653,1334.0,0,26,266,304.0
20190914T03-07,654,1322.0,0,25,262,322.0
20190914T02-07,652,1327.0,0,25,259,315.0
20190914T01-07,651,1325.0,0,26,233,300.0
20190914T00-07,653,1386.0,0,24,380,302.0
20190913T23-07,652,1479.0,0,25,470,307.0
20190913T22-07,649,1477.0,0,25,429,290.0
20190913T21-07,647,1473.0,0,24,470,267.0
20190913T20-07,649,1469.0,0,25,447,274.0
20190913T19-07,653,1442.0,0,24,431,291.0
20190913T18-07,651,1440.0,0,22,426,299.0
20190913T17-07,653,1458.0,0,24,413,304.0
20190913T16-07,651,1465.0,0,24,423,321.0
20190913T15-07,650,1464.0,0,24,376,328.0
20190913T14-07,652,1459.0,0,23,332,331.0
20190913T13-07,651,1456.0,0,22,320,333.0
20190913T12-07,631,1457.0,0,23,294,323.0
20190913T11-07,606,1474.0,0,23,324,305.0
20190913T10-07,596,1468.0,0,23,203,319.0
20190913T09-07,595,1471.0,0,23,156,308.0
20190913T08-07,592,1387.0,0,22,129,308.0
20190913T07-07,636,1368.0,0,24,151,336.0
20190913T06-07,649,1375.0,0,22,156,338.0
20190913T05-07,655,1374.0,0,24,151,329.0
20190913T04-07,653,1374.0,0,23,155,318.0
20190913T03-07,651,1372.0,0,23,241,275.0
20190913T02-07,652,1370.0,0,23,280,152.0
20190913T01-07,649,1373.0,0,24,366,149.0
20190913T00-07,652,1392.0,0,24,415,182.0
20190912T23-07,645,1560.0,0,23,473,134.0
20190912T22-07,646,1552.0,0,24,455,66.0
20190912T21-07,646,1558.0,0,24,419,49.0
20190912T20-07,644,1555.0,0,23,417,27.0
20190912T19-07,647,1550.0,0,24,434,39.0
20190912T18-07,650,1539.0,0,22,422,39.0
20190912T17-07,646,1488.0,0,24,413,20.0
20190912T16-07,644,1436.0,0,24,373,15.0
20190912T15-07,647,1401.0,0,24,330,13.0
20190912T14-07,648,1401.0,0,24,329,10.0
20190912T13-07,644,1392.0,0,24,295,10.0
20190912T12-07,650,1408.0,0,23,258,7.0
20190912T11-07,649,1381.0,0,24,227,4.0
20190912T10-07,651,1390.0,0,23,212,3.0
20190912T09-07,650,1418.0,0,24,178,2.0
20190912T08-07,651,1445.0,0,24,148,3.0
20190912T07-07,652,1426.0,0,24,215,3.0
20190912T06-07,651,1288.0,0,22,232,3.0
20190912T05-07,657,1408.0,0,24,199,3.0
20190912T04-07,657,1404.0,0,24,190,5.0
20190912T03-07,640,1397.0,0,23,210,4.0
20190912T02-07,581,1402.0,0,24,222,13.0
20190912T01-07,581,1398.0,0,24,207,22.0
20190912T00-07,579,1401.0,0,24,288,36.0
20190911T23-07,578,1570.0,0,23,339,36.0
20190911T22-07,588,1567.0,0,24,335,33.0
20190911T21-07,670,1574.0,0,23,470,36.0
20190911T20-07,666,1559.0,0,22,395,23.0
20190911T19-07,660,1525.0,0,23,386,8.0
20190911T18-07,670,1544.0,0,21,339,9.0
20190911T17-07,663,1467.0,0,24,334,7.0
20190911T16-07,666,1467.0,0,24,321,9.0
20190911T15-07,666,1503.0,0,24,369,3.0
20190911T14-07,664,1476.0,0,24,288,7.0
20190911T13-07,662,1324.0,0,23,246,25.0
20190911T12-07,663,1321.0,0,23,213,3.0
20190911T11-07,663,1328.0,0,23,210,4.0
20190911T10-07,664,1332.0,0,24,170,10.0
20190911T09-07,666,1331.0,0,24,190,13.0
20190911T08-07,668,1331.0,0,23,225,17.0
20190911T07-07,668,1320.0,0,24,169,22.0
20190911T06-07,649,1317.0,0,22,196,14.0
20190911T05-07,649,1317.0,0,24,148,20.0
20190911T04-07,648,1316.0,0,25,145,18.0
20190911T03-07,648,1314.0,0,24,144,22.0
20190911T02-07,648,1313.0,0,24,142,24.0
20190911T01-07,645,1325.0,0,24,148,24.0
20190911T00-07,583,1473.0,0,24,207,25.0
20190910T23-07,571,1526.0,0,23,472,26.0
20190910T22-07,568,1519.0,0,24,491,31.0
20190910T21-07,569,1514.0,0,23,494,35.0
20190910T20-07,585,1502.0,0,23,518,16.0
20190910T19-07,623,1480.0,0,22,449,6.0
20190910T18-07,658,1484.0,0,22,395,3.0
20190910T17-07,658,1498.0,0,25,381,3.0
20190910T16-07,651,1473.0,0,24,349,3.0
20190910T15-07,650,1437.0,0,23,304,4.0
20190910T14-07,651,1448.0,0,24,191,9.0
20190910T13-07,649,1451.0,0,24,181,19.0
20190910T12-07,650,1453.0,0,23,181,19.0
20190910T11-07,651,1448.0,0,24,208,9.0
20190910T10-07,656,1365.0,0,23,143,3.0
20190910T09-07,659,1364.0,0,24,239,3.0
20190910T08-07,652,1360.0,0,24,206,3.0
20190910T07-07,649,1222.0,0,23,289,2.0
20190910T06-07,669,1215.0,0,22,353,3.0
20190910T05-07,671,1216.0,0,23,261,3.0
20190910T04-07,583,1214.0,0,24,292,3.0
20190910T03-07,435,1214.0,0,23,261,3.0
20190910T02-07,423,1216.0,0,23,285,3.0
20190910T01-07,342,1211.0,0,24,354,9.0
20190910T00-07,417,1246.0,0,23,356,19.0
20190909T23-07,420,1414.0,0,24,444,32.0
20190909T22-07,422,1379.0,0,24,484,50.0
20190909T21-07,419,1434.0,0,24,486,67.0
20190909T20-07,420,1440.0,0,22,498,84.0
20190909T19-07,420,1412.0,0,23,473,89.0
20190909T18-07,421,1413.0,0,22,429,84.0
20190909T17-07,419,1412.0,0,24,216,108.0
20190909T16-07,419,1406.0,0,24,212,33.0
20190909T15-07,421,1407.0,0,24,195,46.0
20190909T14-07,424,1410.0,0,24,202,50.0
20190909T13-07,421,1411.0,0,24,215,49.0
20190909T12-07,485,1394.0,0,23,181,79.0
20190909T11-07,659,1355.0,0,24,153,121.0
20190909T10-07,674,1349.0,0,24,157,152.0
20190909T09-07,673,1346.0,0,25,110,180.0
20190909T08-07,675,1386.0,0,24,132,241.0
20190909T07-07,672,1226.0,0,24,132,245.0
20190909T06-07,671,1224.0,0,22,103,223.0
20190909T05-07,671,1164.0,0,22,105,262.0
20190909T04-07,670,1135.0,0,22,99,241.0
20190909T03-07,669,1164.0,0,22,102,182.0
20190909T02-07,667,1188.0,0,22,104,145.0
20190909T01-07,662,1199.0,0,22,114,144.0
20190909T00-07,667,1212.0,0,21,149,153.0
20190908T23-07,653,1309.0,0,23,193,202.0
20190908T22-07,665,1305.0,0,22,260,173.0
20190908T21-07,664,1312.0,0,22,462,148.0
20190908T20-07,666,1307.0,0,22,492,225.0
20190908T19-07,664,1256.0,0,22,536,210.0
20190908T18-07,664,1207.0,0,22,486,253.0
20190908T17-07,664,1172.0,0,21,419,293.0
20190908T16-07,664,1147.0,0,22,368,329.0
20190908T15-07,667,1144.0,0,22,284,334.0
20190908T14-07,665,1146.0,0,21,279,331.0
20190908T13-07,666,1168.0,0,22,216,308.0
20190908T12-07,662,1186.0,0,21,193,240.0
20190908T11-07,660,1136.0,0,22,234,206.0
20190908T10-07,660,1106.0,0,22,239,166.0
20190908T09-07,660,1028.0,0,21,238,120.0
20190908T08-07,659,1027.0,0,22,148,163.0
20190908T07-07,661,1028.0,0,22,205,93.0
20190908T06-07,661,1027.0,0,23,199,52.0
20190908T05-07,662,907.0,0,24,183,222.0
20190908T04-07,661,978.0,0,23,123,291.0
20190908T03-07,659,1050.0,0,24,155,208.0
20190908T02-07,656,1044.0,0,25,189,295.0
20190908T01-07,658,1054.0,0,23,246,309.0
20190908T00-07,673,1102.0,0,25,371,209.0
20190907T23-07,668,1308.0,0,23,401,37.0
20190907T22-07,670,1538.0,0,25,361,10.0
20190907T21-07,671,1578.0,0,23,418,4.0
20190907T20-07,670,1573.0,0,26,407,8.0
20190907T19-07,671,1599.0,0,26,326,16.0
20190907T18-07,669,1567.0,0,25,285,22.0
20190907T17-07,671,1549.0,0,27,238,17.0
20190907T16-07,670,1596.0,0,27,245,19.0
20190907T15-07,670,1568.0,0,27,237,35.0
20190907T14-07,668,1614.0,0,28,243,25.0
20190907T13-07,671,1620.0,0,24,247,10.0
20190907T12-07,670,1618.0,0,25,267,7.0
20190907T11-07,672,1603.0,0,26,201,7.0
20190907T10-07,669,1574.0,0,27,191,4.0
20190907T09-07,670,1545.0,0,26,184,3.0
20190907T08-07,668,1392.0,0,27,212,3.0
20190907T07-07,670,1399.0,0,26,206,3.0
20190907T06-07,670,1400.0,0,25,223,3.0
20190907T05-07,673,1390.0,0,27,225,3.0
20190907T04-07,669,1389.0,0,27,225,2.0
20190907T03-07,670,1388.0,0,27,228,7.0
20190907T02-07,670,1385.0,0,26,231,36.0
20190907T01-07,670,1479.0,0,27,323,85.0
20190907T00-07,669,1627.0,0,27,489,67.0
20190906T23-07,670,1580.0,0,28,494,42.0
20190906T22-07,670,1579.0,0,27,474,11.0
20190906T21-07,671,1631.0,0,28,453,5.0
20190906T20-07,670,1630.0,0,28,479,2.0
20190906T19-07,668,1658.0,0,27,455,3.0
20190906T18-07,669,1661.0,0,26,443,3.0
20190906T17-07,669,1659.0,0,27,437,3.0
20190906T16-07,668,1654.0,0,29,429,3.0
20190906T15-07,668,1658.0,0,27,359,4.0
20190906T14-07,670,1653.0,0,28,328,7.0
20190906T13-07,667,1650.0,0,28,308,7.0
20190906T12-07,668,1636.0,0,29,327,8.0
20190906T11-07,668,1633.0,0,27,311,20.0
20190906T10-07,667,1620.0,0,28,303,41.0
20190906T09-07,668,1629.0,0,28,295,48.0
20190906T08-07,667,1666.0,0,27,253,18.0
20190906T07-07,669,1679.0,0,27,234,10.0
20190906T06-07,668,1676.0,0,28,232,5.0
20190906T05-07,671,1674.0,0,28,182,3.0
20190906T04-07,668,1673.0,0,28,193,3.0
20190906T03-07,667,1669.0,0,28,264,5.0
20190906T02-07,669,1668.0,0,28,251,8.0
20190906T01-07,669,1645.0,0,29,219,22.0
20190906T00-07,668,1552.0,0,26,350,32.0
20190905T23-07,668,1635.0,0,28,360,36.0
20190905T22-07,665,1669.0,0,28,346,7.0
20190905T21-07,666,1671.0,0,27,390,3.0
20190905T20-07,668,1660.0,0,27,390,3.0
20190905T19-07,662,1642.0,0,29,395,4.0
20190905T18-07,661,1638.0,0,26,371,5.0
20190905T17-07,651,1634.0,0,28,372,3.0
20190905T16-07,660,1638.0,0,28,291,3.0
20190905T15-07,662,1647.0,0,28,270,3.0
20190905T14-07,665,1659.0,0,27,344,6.0
20190905T13-07,663,1667.0,0,27,155,9.0
20190905T12-07,666,1646.0,0,28,161,7.0
20190905T11-07,665,1652.0,0,28,172,5.0
20190905T10-07,664,1666.0,0,27,202,18.0
20190905T09-07,665,1687.0,0,28,239,13.0
20190905T08-07,662,1692.0,0,28,319,5.0
20190905T07-07,669,1684.0,0,27,241,3.0
20190905T06-07,670,1588.0,0,26,354,6.0
20190905T05-07,670,1526.0,0,28,198,3.0
20190905T04-07,671,1526.0,0,27,262,3.0
20190905T03-07,670,1520.0,0,27,267,3.0
20190905T02-07,669,1599.0,0,28,269,6.0
20190905T01-07,670,1611.0,0,28,329,9.0
20190905T00-07,669,1637.0,0,28,413,5.0
20190904T23-07,669,1635.0,0,26,420,3.0
20190904T22-07,669,1628.0,0,28,371,3.0
20190904T21-07,670,1621.0,0,27,345,3.0
20190904T20-07,670,1609.0,0,26,337,3.0
20190904T19-07,666,1598.0,0,25,413,5.0
20190904T18-07,661,1598.0,0,26,389,10.0
20190904T17-07,664,1591.0,0,27,333,11.0
20190904T16-07,666,1600.0,0,27,320,9.0
20190904T15-07,664,1515.0,0,28,286,7.0
20190904T14-07,668,1521.0,0,27,284,4.0
20190904T13-07,668,1529.0,0,27,302,4.0
20190904T12-07,668,1568.0,0,26,253,4.0
20190904T11-07,669,1493.0,0,27,232,3.0
20190904T10-07,667,1498.0,0,27,231,6.0
20190904T09-07,669,1507.0,0,27,277,13.0
20190904T08-07,666,1515.0,0,28,324,25.0
20190904T07-07,668,1520.0,0,26,332,43.0
20190904T06-07,666,1520.0,0,26,401,37.0
20190904T05-07,668,1509.0,0,25,312,44.0
20190904T04-07,670,1477.0,0,24,290,80.0
20190904T03-07,666,1396.0,0,25,252,139.0
20190904T02-07,669,1348.0,0,25,265,230.0
20190904T01-07,668,1437.0,0,25,283,305.0
20190904T00-07,666,1541.0,0,24,327,323.0
20190903T23-07,665,1535.0,0,26,257,323.0
20190903T22-07,665,1525.0,0,26,226,324.0
20190903T21-07,667,1524.0,0,25,289,310.0
20190903T20-07,666,1513.0,0,25,298,301.0
20190903T19-07,666,1507.0,0,26,331,238.0
20190903T18-07,665,1500.0,0,26,318,142.0
20190903T17-07,667,1500.0,0,26,362,86.0
20190903T16-07,663,1496.0,0,25,371,22.0
20190903T15-07,666,1503.0,0,25,302,7.0
20190903T14-07,665,1511.0,0,26,255,3.0
20190903T13-07,657,1517.0,0,25,187,3.0
20190903T12-07,665,1492.0,0,26,163,3.0
20190903T11-07,665,1494.0,0,26,160,3.0
20190903T10-07,667,1502.0,0,25,263,3.0
20190903T09-07,668,1502.0,0,26,263,3.0
20190903T08-07,664,1446.0,0,26,356,6.0
20190903T07-07,667,1449.0,0,25,251,14.0
20190903T06-07,667,1448.0,0,26,304,8.0
20190903T05-07,665,1446.0,0,25,289,3.0
20190903T04-07,665,1448.0,0,25,358,4.0
20190903T03-07,666,1446.0,0,25,369,5.0
20190903T02-07,668,1447.0,0,25,386,4.0
20190903T01-07,665,1512.0,0,26,397,9.0
20190903T00-07,665,1543.0,0,24,354,5.0
20190902T23-07,666,1561.0,0,25,416,3.0
20190902T22-07,665,1578.0,0,26,435,3.0
20190902T21-07,667,1589.0,0,25,497,3.0
20190902T20-07,665,1637.0,0,25,459,3.0
20190902T19-07,666,1593.0,0,26,486,3.0
20190902T18-07,665,1602.0,0,26,485,3.0
20190902T17-07,668,1585.0,0,25,505,3.0
20190902T16-07,666,1637.0,0,25,396,4.0
20190902T15-07,665,1632.0,0,25,407,3.0
20190902T14-07,664,1620.0,0,26,385,3.0
20190902T13-07,666,1572.0,0,25,341,3.0
20190902T12-07,666,1494.0,0,25,284,3.0
20190902T11-07,666,1498.0,0,26,219,3.0
20190902T10-07,665,1549.0,0,25,223,10.0
20190902T09-07,668,1347.0,0,25,155,20.0
20190902T08-07,667,1351.0,0,27,135,32.0
20190902T07-07,667,1352.0,0,25,215,46.0
20190902T06-07,667,1352.0,0,25,195,61.0
20190902T05-07,667,1352.0,0,26,192,83.0
20190902T04-07,661,1352.0,0,25,193,106.0
20190902T03-07,635,1348.0,0,25,196,124.0
20190902T02-07,632,1346.0,0,26,214,151.0
20190902T01-07,596,1347.0,0,25,327,255.0
20190902T00-07,569,1495.0,0,25,333,310.0
20190901T23-07,541,1516.0,0,25,434,310.0
20190901T22-07,525,1481.0,0,25,378,218.0
20190901T21-07,523,1508.0,0,26,360,239.0
20190901T20-07,523,1516.0,0,25,395,261.0
20190901T19-07,524,1511.0,0,26,452,231.0
20190901T18-07,525,1501.0,0,25,415,183.0
20190901T17-07,523,1502.0,0,25,450,95.0
20190901T16-07,528,1500.0,0,25,461,51.0
20190901T15-07,526,1504.0,0,27,449,51.0
20190901T14-07,525,1571.0,0,25,404,64.0
20190901T13-07,527,1538.0,0,26,393,72.0
20190901T12-07,525,1510.0,0,25,371,53.0
20190901T11-07,526,1507.0,0,25,353,29.0
20190901T10-07,527,1476.0,0,25,319,17.0
20190901T09-07,526,1446.0,0,26,325,25.0
20190901T08-07,525,1337.0,0,25,209,52.0
20190901T07-07,527,1338.0,0,26,222,131.0
20190901T06-07,521,1338.0,0,26,172,208.0
20190901T05-07,519,1335.0,0,26,220,259.0
20190901T04-07,520,1334.0,0,25,217,184.0
20190901T03-07,519,1335.0,0,27,200,238.0
20190901T02-07,518,1421.0,0,25,197,289.0
20190901T01-07,520,1437.0,0,25,260,211.0
20190901T00-07,519,1619.0,0,25,172,182.0
20190831T23-07,521,1621.0,0,26,195,143.0
20190831T22-07,519,1613.0,0,25,210,124.0
20190831T21-07,519,1641.0,0,26,174,135.0
20190831T20-07,519,1646.0,0,25,293,78.0
20190831T19-07,520,1657.0,0,26,496,19.0
20190831T18-07,518,1652.0,0,26,510,13.0
20190831T17-07,522,1652.0,0,25,509,12.0
20190831T16-07,522,1650.0,0,26,502,13.0
20190831T15-07,526,1655.0,0,25,481,25.0
20190831T14-07,526,1620.0,0,25,481,32.0
20190831T13-07,526,1599.0,0,25,506,26.0
20190831T12-07,525,1573.0,0,27,404,16.0
20190831T11-07,528,1581.0,0,25,326,12.0
20190831T10-07,525,1572.0,0,25,293,17.0
20190831T09-07,519,1432.0,0,25,203,21.0
20190831T08-07,518,1395.0,0,27,182,15.0
20190831T07-07,518,1409.0,0,25,168,7.0
20190831T06-07,522,1475.0,0,25,167,5.0
20190831T05-07,518,1469.0,0,26,169,2.0
20190831T04-07,519,1477.0,0,25,177,9.0
20190831T03-07,518,1464.0,0,26,251,4.0
20190831T02-07,516,1476.0,0,25,304,6.0
20190831T01-07,519,1467.0,0,26,404,12.0
20190831T00-07,517,1532.0,0,25,482,11.0
20190830T23-07,514,1533.0,0,26,530,10.0
20190830T22-07,517,1488.0,0,26,548,19.0
20190830T21-07,517,1524.0,0,25,575,15.0
20190830T20-07,517,1575.0,0,25,477,12.0
20190830T19-07,516,1571.0,0,25,553,6.0
20190830T18-07,517,1545.0,0,26,497,7.0
20190830T17-07,516,1548.0,0,25,505,8.0
20190830T16-07,514,1567.0,0,25,494,10.0
20190830T15-07,516,1564.0,0,25,445,9.0
20190830T14-07,550,1511.0,0,25,501,10.0
20190830T13-07,665,1533.0,0,26,447,13.0
