,natural gas,nuclear,other,solar,hydro,wind
20191008T07-07,383,1154,170,0,4608,1747
20191008T06-07,380,1152,161,0,3890,1748
20191008T05-07,381,1150,154,0,3276,1744
20191008T04-07,380,1145,156,0,3023,1775
20191008T03-07,377,1142,156,0,3240,1722
20191008T02-07,376,1140,156,0,3365,1674
20191008T01-07,377,1137,154,0,3583,1554
20191008T00-07,603,1141,150,0,3391,1686
20191007T23-07,621,1140,156,0,3681,1609
20191007T22-07,855,1139,167,0,4387,1563
20191007T21-07,866,1139,161,0,5560,1530
20191007T20-07,866,1139,170,0,5931,1583
20191007T19-07,863,1142,162,0,6046,1635
20191007T18-07,856,1143,158,2,5017,1654
20191007T17-07,857,1143,159,4,4312,1639
20191007T16-07,858,1141,161,3,3981,1639
20191007T15-07,875,1145,165,4,3696,1622
20191007T14-07,966,1148,184,3,3934,1443
20191007T13-07,968,1151,191,3,4080,1114
20191007T12-07,971,1153,189,4,4243,881
20191007T11-07,971,1154,187,4,4600,605
20191007T10-07,975,1160,193,4,5163,461
20191007T09-07,988,1161,190,3,6050,299
20191007T08-07,988,1163,191,0,6591,262
20191007T07-07,985,1163,192,0,6236,182
20191007T06-07,895,1163,188,0,4501,128
20191007T05-07,888,1162,184,0,3701,80
20191007T04-07,888,1162,182,0,3332,47
20191007T03-07,888,1161,183,0,3316,30
20191007T02-07,887,1161,190,0,3313,11
20191007T01-07,889,1160,179,0,3469,22
20191007T00-07,983,1160,176,0,3706,19
20191006T23-07,986,1160,178,0,4093,12
20191006T22-07,982,1159,177,0,4701,37
20191006T21-07,974,1157,179,0,5394,71
20191006T20-07,968,1155,179,0,5951,71
20191006T19-07,967,1155,181,0,5749,40
20191006T18-07,961,1153,181,2,5050,29
20191006T17-07,961,1152,188,4,4520,16
20191006T16-07,960,1153,180,4,4443,7
20191006T15-07,962,1153,180,4,4402,3
20191006T14-07,967,1154,181,4,4406,9
20191006T13-07,970,1155,185,4,4638,11
20191006T12-07,976,1158,184,4,4999,15
20191006T11-07,991,1161,182,4,5214,9
20191006T10-07,1000,1161,186,4,5393,18
20191006T09-07,1006,1164,183,3,5411,35
20191006T08-07,1005,1163,179,0,5222,29
20191006T07-07,1002,1163,177,0,4859,18
20191006T06-07,901,1163,177,0,4219,23
20191006T05-07,896,1163,171,0,3978,38
20191006T04-07,894,1161,171,0,3879,64
20191006T03-07,892,1161,173,0,3757,124
20191006T02-07,892,1160,171,0,3745,135
20191006T01-07,890,1159,166,0,3790,129
20191006T00-07,891,1158,169,0,3647,125
20191005T23-07,889,1155,169,0,4141,138
20191005T22-07,888,1154,176,0,5507,219
20191005T21-07,884,1153,177,0,5564,362
20191005T20-07,885,1152,178,0,5621,464
20191005T19-07,878,1152,177,0,5433,458
20191005T18-07,877,1151,182,2,4750,382
20191005T17-07,879,1152,185,4,3887,412
20191005T16-07,873,1151,182,4,3671,467
20191005T15-07,873,1151,183,4,3688,466
20191005T14-07,877,1151,185,4,3823,489
20191005T13-07,882,1153,189,4,4066,546
20191005T12-07,885,1153,185,4,4347,789
20191005T11-07,887,1156,186,4,4515,921
20191005T10-07,890,1158,191,4,4868,861
20191005T09-07,891,1160,189,3,4815,900
20191005T08-07,891,1161,194,0,4786,953
20191005T07-07,891,1160,192,0,4157,959
20191005T06-07,890,1158,188,0,4057,926
20191005T05-07,889,1157,186,0,3502,996
20191005T04-07,889,1158,181,0,3311,1020
20191005T03-07,888,1158,182,0,3382,1003
20191005T02-07,887,1159,184,0,3427,1027
20191005T01-07,886,1159,183,0,3393,1119
20191005T00-07,887,1158,190,0,3633,1208
20191004T23-07,885,1157,193,0,3739,1261
20191004T22-07,883,1155,205,0,5087,1253
20191004T21-07,884,1153,198,0,5766,1178
20191004T20-07,883,1153,201,0,5884,1125
20191004T19-07,880,1153,201,0,5680,1107
20191004T18-07,879,1153,217,2,4924,1120
20191004T17-07,879,1152,214,4,3909,1252
20191004T16-07,874,1150,214,2,3719,1310
20191004T15-07,871,1153,212,2,3814,1309
20191004T14-07,876,1153,211,3,3853,1420
20191004T13-07,876,1153,214,3,3876,1447
20191004T12-07,878,1155,221,3,4249,1287
20191004T11-07,883,1158,228,4,4636,1184
20191004T10-07,885,1159,227,4,5428,1027
20191004T09-07,887,1162,229,3,6277,947
20191004T08-07,887,1162,232,0,6436,998
20191004T07-07,886,1163,218,0,6033,1135
20191004T06-07,887,1160,215,0,4479,1139
20191004T05-07,885,1161,211,0,3485,1208
20191004T04-07,887,1160,210,0,3349,1133
20191004T03-07,886,1159,209,0,3046,1236
20191004T02-07,886,1160,209,0,3117,1121
20191004T01-07,886,1160,210,0,3359,939
20191004T00-07,887,1158,212,0,3506,919
20191003T23-07,883,1158,211,0,3871,788
20191003T22-07,882,1156,217,0,5179,746
20191003T21-07,880,1154,215,0,5906,708
20191003T20-07,880,1153,225,0,5978,745
20191003T19-07,878,1152,227,0,5669,751
20191003T18-07,879,1152,226,0,5584,540
20191003T17-07,875,1151,225,2,5398,288
20191003T16-07,871,1151,229,1,5243,188
20191003T15-07,873,1151,221,3,5167,181
20191003T14-07,874,1152,222,3,5038,191
20191003T13-07,875,1153,218,2,5297,186
20191003T12-07,877,1154,209,2,5583,97
20191003T11-07,890,1155,194,2,5923,45
20191003T10-07,988,1156,183,1,6071,95
20191003T09-07,994,1157,195,0,6219,201
20191003T08-07,994,1160,195,0,6556,138
20191003T07-07,995,1160,206,0,6333,94
20191003T06-07,991,1160,194,0,4933,22
20191003T05-07,889,1160,187,0,3728,23
20191003T04-07,885,1161,196,0,3341,62
20191003T03-07,884,1159,202,0,3345,28
20191003T02-07,883,1160,204,0,3431,9
20191003T01-07,883,1158,198,0,3622,9
20191003T00-07,884,1159,201,0,4251,8
20191002T23-07,882,1159,210,0,5607,7
20191002T22-07,881,1159,221,0,6055,13
20191002T21-07,881,1159,218,0,6868,41
20191002T20-07,875,1157,220,0,7256,33
20191002T19-07,872,1157,218,0,6915,39
20191002T18-07,870,1156,219,0,6177,38
20191002T17-07,869,1157,221,1,5567,27
20191002T16-07,870,1157,215,2,5423,21
20191002T15-07,871,1157,213,3,5441,13
20191002T14-07,876,1158,217,3,5537,15
20191002T13-07,877,1159,216,4,5766,9
20191002T12-07,888,1160,213,4,6106,8
20191002T11-07,989,1163,208,4,6282,16
20191002T10-07,1003,1164,214,4,6760,19
20191002T09-07,1004,1167,216,3,7196,11
20191002T08-07,1005,1166,211,1,7437,12
20191002T07-07,1007,1166,212,0,7480,7
20191002T06-07,1007,1166,208,0,6094,15
20191002T05-07,1006,1165,207,0,4595,12
20191002T04-07,1006,1165,207,0,4170,4
20191002T03-07,1005,1164,215,0,4054,2
20191002T02-07,1005,1164,217,0,4079,6
20191002T01-07,1001,1164,220,0,4444,7
20191002T00-07,995,1164,212,0,3938,4
20191001T23-07,989,1162,217,0,4927,7
20191001T22-07,987,1163,221,0,5872,12
20191001T21-07,978,1161,203,0,6500,35
20191001T20-07,971,1160,197,0,6595,61
20191001T19-07,969,1158,198,0,5998,31
20191001T18-07,968,1158,194,2,5381,14
20191001T17-07,963,1159,190,4,5154,19
20191001T16-07,876,1159,183,4,5093,9
20191001T15-07,869,1159,184,4,5179,3
20191001T14-07,880,1159,185,3,5290,2
20191001T13-07,968,1159,184,2,5448,7
20191001T12-07,980,1161,184,1,5601,8
20191001T11-07,993,1161,186,1,6228,11
20191001T10-07,999,1163,189,1,6872,16
20191001T09-07,1000,1164,181,0,7608,21
20191001T08-07,1001,1165,186,0,7607,18
20191001T07-07,1000,1165,187,0,7194,6
20191001T06-07,1004,1163,177,0,5558,13
20191001T05-07,1001,1163,172,0,3908,11
20191001T04-07,1000,1163,172,0,3602,20
20191001T03-07,1001,1161,176,0,3488,20
20191001T02-07,997,1161,173,0,3493,31
20191001T01-07,998,1160,177,0,3587,16
20191001T00-07,1006,1160,178,0,4290,11
20190930T23-07,1005,1160,175,0,4832,20
20190930T22-07,1001,1160,190,0,5651,26
20190930T21-07,992,1161,189,0,6412,32
20190930T20-07,978,1160,186,0,6850,24
20190930T19-07,974,1159,179,0,6235,22
20190930T18-07,971,1158,188,0,5821,11
20190930T17-07,972,1159,188,2,5445,19
20190930T16-07,971,1159,189,1,5175,28
20190930T15-07,971,1159,185,1,5218,17
20190930T14-07,972,1158,194,1,5349,17
20190930T13-07,975,1157,194,1,5488,18
20190930T12-07,984,1159,193,1,5820,13
20190930T11-07,991,1159,194,0,6184,14
20190930T10-07,996,1159,194,0,6697,12
20190930T09-07,1000,1160,198,0,7037,17
20190930T08-07,1003,1163,189,0,7680,32
20190930T07-07,1004,1164,185,0,7410,31
20190930T06-07,1007,1165,182,0,5541,72
20190930T05-07,1008,1163,179,0,3966,110
20190930T04-07,1008,1163,191,0,3780,142
20190930T03-07,1007,1164,189,0,3763,198
20190930T02-07,1005,1162,187,0,3789,285
20190930T01-07,1003,1162,191,0,3787,380
20190930T00-07,1001,1162,190,0,3805,501
20190929T23-07,1000,1162,192,0,4721,531
20190929T22-07,1000,1161,193,0,5574,433
20190929T21-07,996,1160,191,0,6900,258
20190929T20-07,992,1160,186,0,6945,219
20190929T19-07,979,1159,192,0,6659,258
20190929T18-07,974,1159,199,2,5327,387
20190929T17-07,976,1161,203,2,4965,214
20190929T16-07,973,1162,204,1,4819,142
20190929T15-07,974,1161,203,1,4725,76
20190929T14-07,973,1161,206,1,4913,39
20190929T13-07,980,1162,205,2,5323,23
20190929T12-07,988,1161,201,1,5305,16
20190929T11-07,994,1162,202,2,5191,39
20190929T10-07,995,1161,195,3,5018,54
20190929T09-07,1000,1162,193,1,4899,73
20190929T08-07,1001,1162,195,0,4621,63
20190929T07-07,1000,1162,199,0,4319,95
20190929T06-07,999,1162,195,0,3853,173
20190929T05-07,1000,1162,191,0,3497,211
20190929T04-07,998,1162,195,0,3295,232
20190929T03-07,998,1162,196,0,3299,235
20190929T02-07,995,1160,196,0,3497,223
20190929T01-07,992,1161,190,0,3922,176
20190929T00-07,990,1161,195,0,4196,130
20190928T23-07,989,1160,197,0,4550,187
20190928T22-07,984,1159,205,0,5266,309
20190928T21-07,977,1160,202,0,5928,313
20190928T20-07,974,1158,208,0,6271,495
20190928T19-07,972,1158,204,0,5837,733
20190928T18-07,972,1157,207,0,5134,1023
20190928T17-07,967,1157,208,2,4902,1122
20190928T16-07,967,1156,205,1,4285,1239
20190928T15-07,966,1157,211,1,4688,556
20190928T14-07,967,1157,212,3,5206,56
20190928T13-07,971,1157,209,1,5297,57
20190928T12-07,982,1157,211,1,5446,88
20190928T11-07,989,1158,205,2,5577,90
20190928T10-07,996,1162,210,1,5645,127
20190928T09-07,998,1161,207,1,5420,162
20190928T08-07,1001,1163,201,0,5152,298
20190928T07-07,1001,1161,203,0,4483,520
20190928T06-07,1001,1161,198,0,3778,589
20190928T05-07,999,1159,191,0,3432,718
20190928T04-07,1000,1159,189,0,3309,909
20190928T03-07,999,1158,193,0,3164,1045
20190928T02-07,995,1158,196,0,3340,936
20190928T01-07,997,1158,198,0,3794,877
20190928T00-07,987,1158,199,0,3713,1074
20190927T23-07,888,1158,206,0,4363,1342
20190927T22-07,882,1155,221,0,5139,1603
20190927T21-07,882,1154,213,0,5275,2051
20190927T20-07,879,1152,216,0,5005,2268
20190927T19-07,874,1151,213,0,4913,2338
20190927T18-07,876,1150,217,2,4507,2550
20190927T17-07,877,1148,218,4,3734,2547
20190927T16-07,881,1147,206,4,3600,2589
20190927T15-07,883,1150,210,3,3670,2623
20190927T14-07,883,1150,206,3,3692,2615
20190927T13-07,883,1149,212,4,3861,2591
20190927T12-07,882,1150,209,4,3874,2538
20190927T11-07,884,1149,213,4,3927,2514
20190927T10-07,893,1152,210,4,3398,2372
20190927T09-07,991,1154,212,1,3658,2016
20190927T08-07,898,1157,212,0,4798,1707
20190927T07-07,894,1157,210,0,4886,1652
20190927T06-07,892,1158,201,0,3784,1468
20190927T05-07,893,1157,191,0,3171,1290
20190927T04-07,891,1156,199,0,3156,1153
20190927T03-07,890,1155,194,0,3382,972
20190927T02-07,890,1153,197,0,3215,1370
20190927T01-07,887,1149,197,0,3395,1496
20190927T00-07,885,1149,192,0,3937,1616
20190926T23-07,883,1146,199,0,4349,1793
20190926T22-07,882,1146,211,0,5057,2039
20190926T21-07,881,1144,215,0,5175,2339
20190926T20-07,876,1143,210,0,5194,2455
20190926T19-07,873,1140,201,0,4786,2554
20190926T18-07,863,1140,187,2,5137,2554
20190926T17-07,863,1138,182,4,4310,2551
20190926T16-07,865,1137,188,4,3657,2582
20190926T15-07,865,1136,186,4,3606,2549
20190926T14-07,864,1138,187,4,3709,2590
20190926T13-07,873,1140,190,4,3813,2572
20190926T12-07,877,1146,187,4,4003,2564
20190926T11-07,877,1151,190,4,4026,2565
20190926T10-07,879,1154,199,3,4110,2442
20190926T09-07,877,1152,201,3,4067,2476
20190926T08-07,878,1148,192,1,4232,2411
20190926T07-07,878,1151,174,0,4721,2219
20190926T06-07,810,1151,167,0,3388,2244
20190926T05-07,876,1152,162,0,2905,2258
20190926T04-07,883,1152,159,0,2978,1912
20190926T03-07,883,1150,158,0,3244,1672
20190926T02-07,884,1150,161,0,3519,1410
20190926T01-07,884,1150,161,0,3799,1151
20190926T00-07,887,1150,157,0,4027,999
20190925T23-07,891,1149,161,0,4728,778
20190925T22-07,987,1150,166,0,5718,599
20190925T21-07,952,1150,170,0,6587,449
20190925T20-07,957,1147,167,0,6639,272
20190925T19-07,973,1146,158,0,6668,229
20190925T18-07,972,1145,170,2,6772,219
20190925T17-07,970,1147,172,4,6474,202
20190925T16-07,969,1148,171,4,6288,150
20190925T15-07,970,1149,168,4,5982,84
20190925T14-07,973,1150,155,4,5824,107
20190925T13-07,976,1151,135,2,5698,106
20190925T12-07,977,1151,139,3,5637,71
20190925T11-07,981,1153,125,4,5682,63
20190925T10-07,991,1153,127,4,5637,73
20190925T09-07,1001,1154,123,3,5612,132
20190925T08-07,1002,1154,128,1,5853,198
20190925T07-07,989,1155,130,0,5476,373
20190925T06-07,893,1155,156,0,4158,565
20190925T05-07,892,1154,151,0,3468,723
20190925T04-07,889,1154,150,0,3360,785
20190925T03-07,890,1150,152,0,3535,738
20190925T02-07,890,1148,149,0,3907,739
20190925T01-07,885,1151,151,0,3973,1015
20190925T00-07,880,1149,144,0,3925,1315
20190924T23-07,878,1148,127,0,4410,1528
20190924T22-07,870,1146,136,0,5025,1892
20190924T21-07,867,1145,135,0,5512,2153
20190924T20-07,862,1143,133,0,5620,2345
20190924T19-07,859,1141,124,0,5465,2396
20190924T18-07,857,1140,134,2,5215,2429
20190924T17-07,859,1140,133,4,5079,2383
20190924T16-07,858,1140,131,4,4818,2332
20190924T15-07,858,1142,131,4,4713,2309
20190924T14-07,861,1139,130,4,4615,2337
20190924T13-07,866,1138,128,4,4338,2402
20190924T12-07,874,1140,132,4,4010,2362
20190924T11-07,881,1144,132,4,4149,2054
20190924T10-07,883,1146,138,2,4456,1753
20190924T09-07,880,1147,135,1,4565,1780
20190924T08-07,882,1148,137,0,5400,1762
20190924T07-07,821,1150,130,0,5038,1838
20190924T06-07,671,1152,130,0,3907,1862
20190924T05-07,627,1153,125,0,3742,1977
20190924T04-07,624,1151,128,0,3804,1994
20190924T03-07,624,1152,130,0,3723,1973
20190924T02-07,624,1151,130,0,3708,2028
20190924T01-07,624,1150,132,0,4004,1970
20190924T00-07,624,1149,132,0,3800,1862
20190923T23-07,635,1150,155,0,4272,1787
20190923T22-07,876,1150,175,0,4962,1869
20190923T21-07,883,1151,176,0,5390,1855
20190923T20-07,883,1151,172,0,5492,1868
20190923T19-07,883,1150,168,0,5650,1748
20190923T18-07,878,1148,164,2,5896,1607
20190923T17-07,878,1145,174,4,4981,1967
20190923T16-07,875,1144,180,4,4450,2381
20190923T15-07,869,1145,179,4,4331,2468
20190923T14-07,876,1144,176,4,4454,2452
20190923T13-07,878,1143,185,4,4230,2453
20190923T12-07,880,1144,184,4,4252,2380
20190923T11-07,886,1143,186,4,3912,2477
20190923T10-07,888,1145,185,4,3828,2364
20190923T09-07,891,1148,189,3,4467,2037
20190923T08-07,891,1149,182,1,5301,1980
20190923T07-07,889,1151,181,0,4719,2260
20190923T06-07,891,1151,173,0,3689,2294
20190923T05-07,889,1150,164,0,3495,2077
20190923T04-07,889,1149,166,0,3407,2048
20190923T03-07,886,1148,166,0,3171,2157
20190923T02-07,886,1147,166,0,2889,2094
20190923T01-07,887,1146,164,0,3199,1812
20190923T00-07,885,1145,163,0,3716,1365
20190922T23-07,885,1144,164,0,4553,1057
20190922T22-07,975,1143,161,0,5780,1117
20190922T21-07,973,1143,161,0,6210,933
20190922T20-07,971,1140,167,0,6745,732
20190922T19-07,972,1139,166,0,6921,742
20190922T18-07,968,1139,167,0,6097,1005
20190922T17-07,969,1138,169,1,5114,1208
20190922T16-07,967,1138,173,1,4752,1142
20190922T15-07,968,1143,168,1,5032,856
20190922T14-07,969,1144,169,1,4873,738
20190922T13-07,971,1143,170,1,4754,840
20190922T12-07,972,1147,175,2,4249,981
20190922T11-07,973,1151,170,2,4459,684
20190922T10-07,977,1150,175,3,4521,406
20190922T09-07,984,1154,173,3,4348,287
20190922T08-07,985,1155,175,0,4023,365
20190922T07-07,977,1151,172,0,4094,352
20190922T06-07,885,1149,171,0,3904,285
20190922T05-07,882,1149,175,0,3883,384
20190922T04-07,881,1149,176,0,3833,447
20190922T03-07,881,1151,177,0,3795,574
20190922T02-07,878,1146,175,0,3877,703
20190922T01-07,881,1147,176,0,3842,768
20190922T00-07,879,1146,178,0,3355,838
20190921T23-07,880,1147,181,0,3875,796
20190921T22-07,878,1146,191,0,5782,742
20190921T21-07,876,1147,190,0,6178,692
20190921T20-07,874,1119,196,0,6335,578
20190921T19-07,863,1077,198,0,6541,343
20190921T18-07,837,1042,197,3,6470,279
20190921T17-07,746,1002,195,4,4936,348
20190921T16-07,668,976,198,4,4760,323
20190921T15-07,622,870,195,4,4847,322
20190921T14-07,623,790,193,4,4864,394
20190921T13-07,625,796,192,4,4888,491
20190921T12-07,631,820,192,4,4639,642
20190921T11-07,637,837,190,4,4530,703
20190921T10-07,638,963,184,4,4382,673
20190921T09-07,843,1151,188,3,4293,636
20190921T08-07,887,1154,193,1,4203,882
20190921T07-07,889,1154,192,0,4023,1075
20190921T06-07,890,1154,185,0,3357,1108
20190921T05-07,888,1153,178,0,3378,1110
20190921T04-07,887,1153,172,0,3269,1171
20190921T03-07,888,1153,180,0,3220,1208
20190921T02-07,884,1151,181,0,3252,1180
20190921T01-07,884,1151,178,0,3434,1107
20190921T00-07,885,1152,180,0,3522,1056
20190920T23-07,883,1150,179,0,4267,1139
20190920T22-07,879,1147,198,0,5416,1253
20190920T21-07,881,1145,193,0,5624,1414
20190920T20-07,966,1143,195,0,5459,1488
20190920T19-07,971,1141,192,0,5364,1504
20190920T18-07,968,1140,193,2,5402,1315
20190920T17-07,968,1141,195,3,4690,1026
20190920T16-07,968,1143,192,3,4713,765
20190920T15-07,969,1142,191,3,4964,641
20190920T14-07,969,1142,193,1,4978,513
20190920T13-07,974,1145,192,1,4992,529
20190920T12-07,969,1145,194,1,4845,581
20190920T11-07,888,1147,190,1,5199,600
20190920T10-07,883,1148,182,1,4940,812
20190920T09-07,888,1149,191,0,4864,959
20190920T08-07,886,1152,191,0,5333,1090
20190920T07-07,884,1151,192,0,5408,1396
20190920T06-07,885,1151,187,0,3677,1561
20190920T05-07,884,1152,175,0,3455,1586
20190920T04-07,884,1152,177,0,3186,1591
20190920T03-07,883,1153,180,0,3219,1442
20190920T02-07,883,1153,175,0,3425,1290
20190920T01-07,883,1153,176,0,3445,1245
20190920T00-07,881,1151,173,0,3533,1177
20190919T23-07,881,1150,176,0,3861,1118
20190919T22-07,879,1150,189,0,5180,1220
20190919T21-07,879,1146,187,0,5782,1236
20190919T20-07,878,1145,185,0,5931,1235
20190919T19-07,965,1144,181,1,5764,953
20190919T18-07,968,1146,182,2,6027,553
20190919T17-07,967,1144,184,3,5565,332
20190919T16-07,965,1142,186,2,5511,254
20190919T15-07,967,1143,185,2,5017,214
20190919T14-07,967,1144,180,2,4984,192
20190919T13-07,971,1145,183,1,5019,153
20190919T12-07,971,1146,184,1,4960,132
20190919T11-07,977,1148,181,1,4936,156
20190919T10-07,989,1150,183,2,4908,221
20190919T09-07,993,1150,185,1,5141,290
20190919T08-07,993,1150,179,0,5708,347
20190919T07-07,997,1150,175,0,5761,316
20190919T06-07,997,1151,179,0,4243,357
20190919T05-07,996,1149,165,0,3527,345
20190919T04-07,995,1149,175,0,3323,315
20190919T03-07,995,1147,176,0,3560,137
20190919T02-07,994,1147,175,0,3337,103
20190919T01-07,994,1145,173,0,3466,89
20190919T00-07,987,1146,173,0,3735,104
20190918T23-07,985,1151,175,0,4616,140
20190918T22-07,976,1156,191,0,5741,188
20190918T21-07,973,1156,191,0,6317,210
20190918T20-07,971,1148,190,0,6390,247
20190918T19-07,969,1145,190,1,6376,209
20190918T18-07,967,1146,189,2,6286,75
20190918T17-07,968,1147,188,1,5848,41
20190918T16-07,968,1145,191,1,5434,167
20190918T15-07,969,1147,188,1,5171,119
20190918T14-07,971,1145,191,2,5122,86
20190918T13-07,974,1147,190,3,5033,52
20190918T12-07,973,1147,187,3,4969,42
20190918T11-07,977,1147,192,2,4793,89
20190918T10-07,987,1148,190,3,5068,56
20190918T09-07,985,1150,191,1,5318,84
20190918T08-07,985,1152,188,0,5963,156
20190918T07-07,986,1150,199,0,5861,253
20190918T06-07,987,1149,187,0,4615,234
20190918T05-07,982,1149,181,0,3601,139
20190918T04-07,886,1150,178,0,3316,185
20190918T03-07,885,1151,185,0,3553,135
20190918T02-07,978,1150,180,0,3004,544
20190918T01-07,983,1151,182,0,3521,254
20190918T00-07,981,1148,184,0,4180,152
20190917T23-07,982,1148,181,0,4769,232
20190917T22-07,984,1149,188,0,5737,316
20190917T21-07,982,1149,195,0,6930,256
20190917T20-07,974,1147,200,0,7473,280
20190917T19-07,971,1145,201,0,7232,520
20190917T18-07,971,1145,202,0,5927,770
20190917T17-07,970,1146,207,0,5183,570
20190917T16-07,970,1147,205,0,5042,419
20190917T15-07,969,1147,205,1,4884,368
20190917T14-07,970,1147,202,1,4572,450
20190917T13-07,973,1148,200,1,4470,819
20190917T12-07,977,1146,198,1,4648,583
20190917T11-07,976,1150,198,2,4774,479
20190917T10-07,981,1151,194,1,4702,451
20190917T09-07,982,1150,186,0,4815,481
20190917T08-07,983,1153,190,0,4998,555
20190917T07-07,983,1153,188,0,4763,653
20190917T06-07,986,1155,186,0,3970,697
20190917T05-07,983,1157,176,0,3466,705
20190917T04-07,886,1156,178,0,3331,773
20190917T03-07,884,1156,180,0,3259,969
20190917T02-07,880,1153,180,0,3289,1108
20190917T01-07,881,1154,179,0,3549,1187
20190917T00-07,884,1152,178,0,3788,1218
20190916T23-07,884,1147,171,0,4528,1290
20190916T22-07,889,1146,182,0,5552,1454
20190916T21-07,981,1146,184,0,6348,1548
20190916T20-07,974,1144,194,0,6404,1371
20190916T19-07,972,1145,196,0,6258,1099
20190916T18-07,972,1145,191,0,5639,937
20190916T17-07,972,1145,197,2,5079,756
20190916T16-07,971,1144,194,3,4889,570
20190916T15-07,967,1145,186,3,5025,508
20190916T14-07,967,1144,183,2,4794,402
20190916T13-07,971,1145,193,2,4854,385
20190916T12-07,969,1145,189,1,4770,375
20190916T11-07,977,1146,190,0,4756,325
20190916T10-07,984,1146,192,0,4594,374
20190916T09-07,990,1150,190,0,4890,295
20190916T08-07,992,1150,188,0,5334,237
20190916T07-07,990,1148,185,0,5062,178
20190916T06-07,990,1149,180,0,4518,175
20190916T05-07,991,1149,177,0,3643,248
20190916T04-07,989,1150,176,0,3497,271
20190916T03-07,980,1150,176,0,3601,209
