,natural gas,nuclear,other,solar,hydro,wind
20181102T09-07,422,1150,219,1,7335,2061
20181102T08-07,424,1147,218,0,7077,2092
20181102T07-07,425,1147,220,0,6753,1802
20181102T06-07,423,1149,213,0,5352,1776
20181102T05-07,472,1152,207,0,4873,1591
20181102T04-07,435,1155,197,0,4536,1909
20181102T03-07,422,1153,194,0,4504,2227
20181102T02-07,424,1151,213,0,3941,2371
20181102T01-07,433,1155,205,0,4153,2316
20181102T00-07,613,1153,194,0,5036,1961
20181101T23-07,564,1151,195,0,4917,2156
20181101T22-07,584,1152,206,0,5628,1993
20181101T21-07,557,1151,208,0,5968,1994
20181101T20-07,596,1152,204,0,6033,1989
20181101T19-07,607,1150,202,0,6309,2188
20181101T18-07,661,1151,200,0,6043,2304
20181101T17-07,571,1150,202,2,5630,2444
20181101T16-07,544,1149,199,3,5581,2386
20181101T15-07,545,1147,191,3,5720,2219
20181101T14-07,591,1147,196,2,6029,2036
20181101T13-07,693,1148,195,2,5621,1990
20181101T12-07,582,1149,197,1,5463,1954
20181101T11-07,688,1152,202,1,5784,1801
20181101T10-07,773,1151,194,1,5860,1691
20181101T09-07,708,1154,192,0,6219,1738
20181101T08-07,571,1155,195,0,6296,1561
20181101T07-07,611,1155,197,0,6211,1554
20181101T06-07,644,1158,186,0,5508,1539
20181101T05-07,679,1158,193,0,5165,1734
20181101T04-07,632,1157,189,0,4819,2003
20181101T03-07,622,1159,188,0,4798,2126
20181101T02-07,581,1157,186,0,4513,2126
20181101T01-07,583,1159,188,0,5038,2052
20181101T00-07,642,1158,192,0,4478,2265
20181031T23-07,594,1157,193,0,5153,2190
20181031T22-07,581,1158,200,0,6209,2259
20181031T21-07,617,1159,212,0,6135,2318
20181031T20-07,624,1156,211,0,6161,2211
20181031T19-07,562,1155,216,0,6671,2155
20181031T18-07,567,1153,213,0,6250,2163
20181031T17-07,588,1155,213,0,5981,2189
20181031T16-07,641,1154,211,0,5853,2095
20181031T15-07,609,1154,209,1,6240,1631
20181031T14-07,564,1155,189,1,6435,1568
20181031T13-07,567,1156,181,1,6625,1715
20181031T12-07,649,1157,179,2,6824,1701
20181031T11-07,692,1158,162,2,7051,1777
20181031T10-07,578,1158,184,1,7012,1543
20181031T09-07,578,1158,192,0,7283,1281
20181031T08-07,578,1160,202,0,7584,1023
20181031T07-07,579,1160,198,0,7457,721
20181031T06-07,617,1159,193,0,5865,628
20181031T05-07,615,1162,197,0,4721,442
20181031T04-07,697,1162,195,0,4490,242
20181031T03-07,783,1163,197,0,4332,244
20181031T02-07,805,1161,196,0,4575,131
20181031T01-07,780,1162,199,0,4915,161
20181031T00-07,780,1161,196,0,4960,180
20181030T23-07,784,1161,198,0,5551,144
20181030T22-07,784,1161,209,0,6383,93
20181030T21-07,743,1161,203,0,6952,64
20181030T20-07,790,1162,199,0,7639,59
20181030T19-07,788,1162,196,0,7843,76
20181030T18-07,777,1161,197,0,7180,179
20181030T17-07,754,1159,200,2,6848,298
20181030T16-07,730,1159,194,4,6275,396
20181030T15-07,713,1159,197,3,6119,572
20181030T14-07,758,1159,197,3,6357,611
20181030T13-07,676,1161,196,3,6449,749
20181030T12-07,684,1162,198,3,6840,725
20181030T11-07,712,1166,203,2,7232,670
20181030T10-07,675,1167,225,1,7301,728
20181030T09-07,696,1169,215,0,7600,790
20181030T08-07,670,1169,219,0,7594,859
20181030T07-07,660,1169,216,0,7007,940
20181030T06-07,716,1169,213,0,5265,904
20181030T05-07,711,1168,201,0,4342,1043
20181030T04-07,760,1167,202,0,4188,1067
20181030T03-07,709,1167,202,0,4145,1087
20181030T02-07,712,1165,204,0,3986,1140
20181030T01-07,708,1164,204,0,4119,1101
20181030T00-07,616,1164,204,0,4725,1239
20181029T23-07,643,1161,204,0,5208,1274
20181029T22-07,683,1161,215,0,6508,1259
20181029T21-07,579,1163,214,0,6732,1497
20181029T20-07,573,1161,216,0,6740,1627
20181029T19-07,571,1160,215,0,6716,1616
20181029T18-07,619,1158,208,0,6494,1513
20181029T17-07,596,1158,210,2,5790,1579
20181029T16-07,591,1157,203,1,5752,1421
20181029T15-07,730,1159,208,1,5856,1405
20181029T14-07,721,1159,197,2,5820,1495
20181029T13-07,597,1159,205,2,5940,1491
20181029T12-07,572,1162,208,1,5922,1293
20181029T11-07,595,1164,204,2,6193,1052
20181029T10-07,700,1164,204,1,6701,995
20181029T09-07,581,1165,218,0,6977,1218
20181029T08-07,606,1165,216,0,6741,1471
20181029T07-07,652,1164,213,0,6055,1423
20181029T06-07,723,1163,203,0,4034,1420
20181029T05-07,653,1163,194,0,3513,1119
20181029T04-07,697,1162,192,0,3838,779
20181029T03-07,639,1162,190,0,4063,549
20181029T02-07,663,1161,200,0,4161,498
20181029T01-07,731,1158,198,0,4150,640
20181029T00-07,661,1160,200,0,4347,600
20181028T23-07,763,1161,204,0,4378,754
20181028T22-07,721,1163,200,0,5028,808
20181028T21-07,732,1163,198,0,5811,788
20181028T20-07,749,1161,202,0,6369,761
20181028T19-07,708,1158,198,0,6254,895
20181028T18-07,716,1155,204,0,5738,1365
20181028T17-07,566,1153,202,0,4623,1833
20181028T16-07,574,1154,205,1,4576,1551
20181028T15-07,650,1153,201,3,4726,1431
20181028T14-07,578,1153,200,2,5286,1220
20181028T13-07,721,1155,205,2,5479,1130
20181028T12-07,699,1158,201,1,5255,1350
20181028T11-07,629,1158,204,1,5524,1316
20181028T10-07,594,1157,204,0,5681,983
20181028T09-07,636,1157,202,0,5164,1013
20181028T08-07,721,1158,200,0,4526,1033
20181028T07-07,706,1160,205,0,4329,844
20181028T06-07,584,1159,199,0,3510,821
20181028T05-07,618,1158,195,0,3274,664
20181028T04-07,653,1160,203,0,3477,457
20181028T03-07,724,1158,200,0,3719,184
20181028T02-07,747,1156,204,0,3912,131
20181028T01-07,753,1156,196,0,4216,69
20181028T00-07,720,1156,202,0,4728,79
20181027T23-07,692,1156,199,0,5150,133
20181027T22-07,694,1158,208,0,6529,228
20181027T21-07,642,1158,211,0,7166,395
20181027T20-07,574,1159,216,0,7866,512
20181027T19-07,552,1158,214,0,7403,656
20181027T18-07,580,1159,214,0,6838,543
20181027T17-07,600,1159,217,2,5893,350
20181027T16-07,639,1159,218,3,5883,251
20181027T15-07,691,1159,225,3,6058,100
20181027T14-07,798,1158,228,3,6275,44
20181027T13-07,801,1159,225,3,6307,16
20181027T12-07,811,1163,223,3,6428,21
20181027T11-07,782,1164,225,3,6725,26
20181027T10-07,787,1166,222,2,6679,36
20181027T09-07,782,1168,221,0,6322,52
20181027T08-07,733,1165,217,0,6036,73
20181027T07-07,722,1164,212,0,5436,104
20181027T06-07,746,1163,208,0,4705,140
20181027T05-07,703,1161,197,0,4493,259
20181027T04-07,723,1160,198,0,4090,561
20181027T03-07,700,1158,197,0,3903,807
20181027T02-07,706,1158,196,0,3935,866
20181027T01-07,729,1159,195,0,4310,995
20181027T00-07,620,1156,196,0,4487,1336
20181026T23-07,584,1157,200,0,4950,1701
20181026T22-07,581,1156,211,0,5342,1972
20181026T21-07,571,1154,210,0,5589,2105
20181026T20-07,555,1154,214,0,6243,2015
20181026T19-07,553,1149,209,0,6429,1893
20181026T18-07,551,1146,198,0,5721,1812
20181026T17-07,555,1146,191,0,5767,1580
20181026T16-07,575,1140,213,1,5755,1456
20181026T15-07,398,1140,216,1,5304,1590
20181026T14-07,391,1141,212,1,5711,1224
20181026T13-07,405,1146,215,1,6285,916
20181026T12-07,407,1153,212,1,6354,776
20181026T11-07,458,1158,209,0,6760,626
20181026T10-07,481,1157,211,0,7068,524
20181026T09-07,458,1156,213,0,7377,752
20181026T08-07,493,1155,215,0,7970,543
20181026T07-07,512,1157,213,0,7412,377
20181026T06-07,536,1158,203,0,5395,281
20181026T05-07,503,1158,205,0,4538,257
20181026T04-07,424,1158,201,0,4269,288
20181026T03-07,431,1160,200,0,4194,292
20181026T02-07,461,1159,204,0,4342,292
20181026T01-07,440,1157,200,0,4619,267
20181026T00-07,445,1150,206,0,4514,201
20181025T23-07,430,1157,209,0,4966,147
20181025T22-07,458,1156,213,0,7012,138
20181025T21-07,506,1156,212,0,7882,119
20181025T20-07,505,1156,212,0,8435,62
20181025T19-07,512,1155,209,0,8738,99
20181025T18-07,517,1156,209,0,7961,78
20181025T17-07,496,1152,216,0,7710,93
20181025T16-07,425,1154,216,1,6835,166
20181025T15-07,433,1153,215,1,6408,172
20181025T14-07,450,1154,213,2,6569,112
20181025T13-07,522,1152,213,2,6860,26
20181025T12-07,520,1151,212,1,6969,26
20181025T11-07,521,1153,210,2,7250,59
20181025T10-07,521,1154,201,2,7370,174
20181025T09-07,480,1156,208,1,7370,319
20181025T08-07,441,1159,220,0,7563,315
20181025T07-07,489,1159,228,0,7148,350
20181025T06-07,483,1160,228,0,4973,339
20181025T05-07,447,1158,215,0,4158,448
20181025T04-07,436,1159,211,0,4043,519
20181025T03-07,519,1158,208,0,3949,614
20181025T02-07,421,1161,205,0,3990,640
20181025T01-07,396,1160,199,0,4189,565
20181025T00-07,739,1160,190,0,4293,577
20181024T23-07,729,1162,192,0,4897,608
20181024T22-07,741,1164,191,0,5863,542
20181024T21-07,748,1163,187,0,6468,513
20181024T20-07,661,1162,182,0,6517,483
20181024T19-07,620,1161,175,0,6782,470
20181024T18-07,638,1154,179,0,6277,380
20181024T17-07,638,1155,174,2,6324,293
20181024T16-07,650,1155,191,1,5962,249
20181024T15-07,747,1154,199,1,5750,230
20181024T14-07,702,1155,200,1,6007,279
20181024T13-07,700,1155,204,1,5987,260
20181024T12-07,738,1157,197,1,5948,233
20181024T11-07,764,1157,203,1,6167,204
20181024T10-07,769,1159,198,2,6513,185
20181024T09-07,722,1163,200,1,6699,385
20181024T08-07,699,1161,200,0,6743,579
20181024T07-07,681,1159,198,0,6434,719
20181024T06-07,706,1159,191,0,5132,835
20181024T05-07,721,1159,184,0,3994,920
20181024T04-07,763,1159,181,0,3704,1190
20181024T03-07,738,1158,186,0,3563,1494
20181024T02-07,638,1159,183,0,3504,1715
20181024T01-07,585,1160,181,0,3401,1741
20181024T00-07,628,1159,212,0,3945,1512
20181023T23-07,782,1156,224,0,4355,1453
20181023T22-07,650,1156,238,0,5234,1397
20181023T21-07,585,1155,229,0,5780,1317
20181023T20-07,574,1155,227,0,6081,1140
20181023T19-07,576,1154,229,0,6732,874
20181023T18-07,660,1155,226,0,6656,430
20181023T17-07,776,1155,215,0,6378,208
20181023T16-07,650,1156,219,1,5849,114
20181023T15-07,779,1157,220,2,6013,25
20181023T14-07,809,1157,221,3,6111,5
20181023T13-07,829,1159,215,3,6184,3
20181023T12-07,831,1161,223,2,6195,4
20181023T11-07,835,1162,219,2,6409,7
20181023T10-07,828,1163,226,3,6540,6
20181023T09-07,836,1165,225,2,6759,4
20181023T08-07,819,1166,230,0,7164,6
20181023T07-07,830,1165,233,0,6420,6
20181023T06-07,826,1165,226,0,5409,4
20181023T05-07,815,1164,216,0,4756,2
20181023T04-07,820,1164,212,0,4311,4
20181023T03-07,816,1164,210,0,4157,6
20181023T02-07,816,1163,214,0,4073,2
20181023T01-07,804,1163,217,0,4144,2
20181023T00-07,801,1161,210,0,4608,2
20181022T23-07,799,1162,213,0,5054,2
20181022T22-07,776,1161,222,0,6227,1
20181022T21-07,781,1159,221,0,6666,6
20181022T20-07,790,1157,218,0,6871,27
20181022T19-07,787,1155,220,0,6941,58
20181022T18-07,779,1156,217,1,6401,59
20181022T17-07,780,1155,204,3,5911,42
20181022T16-07,798,1155,213,3,5821,20
20181022T15-07,816,1156,217,3,5861,11
20181022T14-07,824,1158,223,3,5953,12
20181022T13-07,830,1159,227,3,6253,9
20181022T12-07,824,1161,222,3,6679,5
20181022T11-07,829,1165,227,4,6859,2
20181022T10-07,831,1166,226,3,7152,2
20181022T09-07,823,1167,231,2,7117,3
20181022T08-07,804,1168,233,0,7414,3
20181022T07-07,780,1168,233,0,6849,3
20181022T06-07,788,1167,231,0,5420,3
20181022T05-07,787,1166,222,0,4492,1
20181022T04-07,786,1165,226,0,4156,2
20181022T03-07,788,1164,223,0,4008,2
20181022T02-07,787,1163,216,0,4044,2
20181022T01-07,783,1163,217,0,4232,2
20181022T00-07,785,1163,218,0,4282,1
20181021T23-07,780,1161,217,0,4842,2
20181021T22-07,780,1162,215,0,5630,3
20181021T21-07,778,1159,221,0,6135,12
20181021T20-07,771,1157,221,0,6485,21
20181021T19-07,783,1156,214,0,6409,24
20181021T18-07,802,1156,218,1,6074,20
20181021T17-07,802,1157,218,3,5533,16
20181021T16-07,794,1156,218,4,5202,22
20181021T15-07,797,1158,214,3,5128,18
20181021T14-07,808,1158,218,3,5665,9
20181021T13-07,812,1160,220,3,6205,2
20181021T12-07,813,1162,226,3,6582,3
20181021T11-07,831,1164,222,4,6766,7
20181021T10-07,811,1164,227,4,6765,8
20181021T09-07,794,1166,223,2,6280,10
20181021T08-07,792,1166,223,0,6031,10
20181021T07-07,785,1165,219,0,5415,9
20181021T06-07,781,1164,228,0,4537,11
20181021T05-07,788,1166,224,0,4177,16
20181021T04-07,789,1165,229,0,4228,19
20181021T03-07,787,1163,223,0,4087,18
20181021T02-07,788,1164,226,0,4108,22
20181021T01-07,779,1162,224,0,4099,46
20181021T00-07,777,1162,222,0,4041,71
20181020T23-07,776,1160,224,0,4354,63
20181020T22-07,773,1160,236,0,4656,81
20181020T21-07,780,1159,237,0,5013,83
20181020T20-07,778,1157,237,0,5401,74
20181020T19-07,774,1156,238,0,5381,70
20181020T18-07,774,1157,236,1,5083,60
20181020T17-07,772,1156,242,3,4718,39
20181020T16-07,771,1156,236,4,4463,38
20181020T15-07,759,1157,238,3,4518,40
20181020T14-07,764,1159,239,3,4822,22
20181020T13-07,770,1159,228,3,5019,14
20181020T12-07,767,1162,236,3,5527,3
20181020T11-07,770,1163,234,4,5694,3
20181020T10-07,773,1165,238,4,5693,2
20181020T09-07,779,1167,237,2,5651,2
20181020T08-07,800,1167,237,0,5449,2
20181020T07-07,796,1166,236,0,4954,3
20181020T06-07,796,1166,230,0,4361,7
20181020T05-07,799,1166,223,0,4056,4
20181020T04-07,798,1163,218,0,3952,3
20181020T03-07,796,1164,216,0,3797,3
20181020T02-07,793,1164,219,0,3799,3
20181020T01-07,793,1162,217,0,3837,2
20181020T00-07,790,1161,217,0,3667,2
20181019T23-07,790,1161,224,0,4315,3
20181019T22-07,790,1161,223,0,4761,2
20181019T21-07,786,1159,237,0,5051,14
20181019T20-07,821,1155,236,0,5228,40
20181019T19-07,813,1155,236,0,5215,66
20181019T18-07,779,1154,241,1,4847,46
20181019T17-07,773,1153,233,3,4854,17
20181019T16-07,774,1155,233,4,4781,8
20181019T15-07,777,1155,232,3,4736,10
20181019T14-07,780,1156,226,3,4936,16
20181019T13-07,785,1157,218,3,5103,20
20181019T12-07,790,1160,232,3,5358,15
20181019T11-07,794,1161,224,4,5624,11
20181019T10-07,799,1164,221,3,6108,20
20181019T09-07,814,1165,224,2,6266,21
20181019T08-07,851,1166,232,0,6495,10
20181019T07-07,849,1165,230,0,5965,5
20181019T06-07,852,1165,228,0,4712,1
20181019T05-07,849,1164,227,0,3847,1
20181019T04-07,850,1165,223,0,3372,1
20181019T03-07,845,1163,217,0,3062,1
20181019T02-07,844,1162,217,0,3290,1
20181019T01-07,888,1162,215,0,3359,1
20181019T00-07,973,1162,212,0,3804,1
20181018T23-07,1197,1162,210,0,4185,2
20181018T22-07,1200,1161,222,0,5071,1
20181018T21-07,1176,1159,229,0,5637,3
20181018T20-07,1170,1158,224,0,6166,3
20181018T19-07,1153,1155,224,0,6095,3
20181018T18-07,1141,1155,222,1,5428,1
20181018T17-07,1132,1157,217,3,3854,2
20181018T16-07,1128,1156,216,4,3873,1
20181018T15-07,1126,1157,210,3,3958,1
20181018T14-07,1133,1157,211,3,4137,1
20181018T13-07,1132,1158,220,3,4485,1
20181018T12-07,1134,1161,218,3,4713,2
20181018T11-07,1140,1162,225,4,4947,2
20181018T10-07,1140,1165,226,4,5835,3
20181018T09-07,1153,1167,227,2,6422,3
20181018T08-07,1176,1166,219,0,7048,2
20181018T07-07,1175,1166,229,0,6009,1
20181018T06-07,1172,1166,228,0,4683,3
20181018T05-07,1173,1164,193,0,3714,3
20181018T04-07,1173,1165,196,0,3401,2
20181018T03-07,1170,1164,193,0,3335,2
20181018T02-07,1161,1169,200,0,3426,2
20181018T01-07,1165,1175,198,0,3657,2
20181018T00-07,1209,1174,195,0,3386,2
20181017T23-07,1208,1173,194,0,3765,2
20181017T22-07,1199,1160,212,0,4662,1
20181017T21-07,1194,1159,207,0,5450,6
20181017T20-07,1192,1157,209,0,6156,27
20181017T19-07,1185,1156,204,0,6221,51
20181017T18-07,1173,1156,209,1,5527,60
20181017T17-07,1153,1157,211,3,4960,68
20181017T16-07,1155,1157,207,4,4204,41
20181017T15-07,1176,1157,211,4,4188,26
20181017T14-07,1179,1159,210,3,4335,16
20181017T13-07,1188,1160,210,3,4438,6
20181017T12-07,1179,1163,214,3,4700,1
20181017T11-07,1190,1163,213,3,5126,2
20181017T10-07,1192,1165,206,4,5693,4
20181017T09-07,1199,1168,202,2,6211,6
20181017T08-07,1199,1169,200,0,6681,11
20181017T07-07,1190,1167,195,0,5622,21
20181017T06-07,1201,1168,188,0,4049,28
20181017T05-07,1106,1167,187,0,3542,27
20181017T04-07,994,1168,185,0,3271,24
20181017T03-07,960,1166,182,0,3129,32
20181017T02-07,957,1167,181,0,3086,49
20181017T01-07,957,1165,182,0,3163,65
20181017T00-07,948,1165,185,0,3448,63
20181016T23-07,936,1165,192,0,3801,46
20181016T22-07,1149,1164,191,0,4812,43
20181016T21-07,1083,1163,198,0,5637,68
20181016T20-07,1060,1162,194,0,6039,95
20181016T19-07,1033,1160,199,0,5904,103
20181016T18-07,986,1158,195,1,5246,83
20181016T17-07,902,1158,190,3,4934,64
20181016T16-07,855,1159,195,4,4550,65
20181016T15-07,830,1159,195,4,4355,61
20181016T14-07,814,1160,195,3,4306,32
20181016T13-07,822,1161,203,3,4688,26
20181016T12-07,816,1163,199,3,4987,15
20181016T11-07,814,1166,193,4,5678,9
20181016T10-07,865,1168,204,4,6223,13
20181016T09-07,881,1169,196,2,6796,18
20181016T08-07,828,1168,197,0,7069,17
20181016T07-07,829,1168,200,0,6210,14
20181016T06-07,818,1168,189,0,4662,14
20181016T05-07,768,1167,186,0,3863,18
20181016T04-07,597,1167,188,0,3524,14
20181016T03-07,569,1166,193,0,3430,11
20181016T02-07,554,1167,185,0,3514,11
20181016T01-07,544,1166,190,0,3585,13
20181016T00-07,540,1166,188,0,4194,14
20181015T23-07,541,1165,193,0,4561,31
20181015T22-07,538,1165,200,0,5457,78
20181015T21-07,520,1163,191,0,6271,93
20181015T20-07,511,1162,190,0,6941,71
20181015T19-07,516,1161,199,0,6768,64
20181015T18-07,561,1159,197,1,6048,44
20181015T17-07,568,1159,199,3,5614,25
20181015T16-07,577,1160,196,4,5132,7
20181015T15-07,572,1159,197,4,4938,7
20181015T14-07,546,1161,205,3,5006,5
20181015T13-07,550,1162,201,3,5055,6
20181015T12-07,551,1163,202,4,5434,4
20181015T11-07,573,1166,204,4,6355,5
20181015T10-07,570,1167,201,4,7125,5
20181015T09-07,557,1170,199,2,7686,7
20181015T08-07,540,1169,195,0,7901,7
20181015T07-07,530,1170,205,0,6969,12
20181015T06-07,540,1169,189,0,5442,6
20181015T05-07,546,1168,195,0,4580,6
20181015T04-07,545,1169,192,0,4182,8
20181015T03-07,547,1167,193,0,4037,8
20181015T02-07,546,1167,195,0,3951,8
20181015T01-07,545,1167,187,0,3954,14
20181015T00-07,541,1166,190,0,4125,15
20181014T23-07,541,1165,185,0,4461,20
20181014T22-07,545,1163,182,0,5018,51
20181014T21-07,527,1163,185,0,5388,83
20181014T20-07,515,1163,181,0,5806,93
20181014T19-07,516,1161,186,0,5487,108
20181014T18-07,513,1162,184,1,4915,87
20181014T17-07,527,1162,181,4,4501,86
20181014T16-07,520,1161,185,4,4383,93
20181014T15-07,514,1163,183,4,4559,129
20181014T14-07,515,1163,187,4,4582,153
20181014T13-07,513,1164,183,3,4780,108
20181014T12-07,516,1165,180,4,5208,67
20181014T11-07,517,1167,181,4,5642,64
20181014T10-07,528,1168,174,4,5977,55
20181014T09-07,545,1170,188,3,5997,50
20181014T08-07,541,1170,185,0,5580,58
20181014T07-07,515,1169,189,0,5154,85
20181014T06-07,496,1168,188,0,4749,112
20181014T05-07,494,1167,190,0,4245,133
20181014T04-07,517,1169,189,0,4118,144
20181014T03-07,516,1167,188,0,4075,142
20181014T02-07,526,1167,188,0,4148,87
20181014T01-07,545,1167,189,0,4223,68
20181014T00-07,548,1165,185,0,4380,70
20181013T23-07,540,1165,193,0,4745,67
20181013T22-07,526,1162,197,0,4673,100
20181013T21-07,535,1162,196,0,5195,67
20181013T20-07,535,1162,194,0,5281,159
20181013T19-07,527,1161,192,0,4944,347
20181013T18-07,524,1159,195,1,4087,411
20181013T17-07,524,1159,191,4,3581,371
20181013T16-07,524,1158,190,4,3536,427
20181013T15-07,517,1157,182,4,3451,539
20181013T14-07,361,1157,187,3,3493,670
20181013T13-07,377,1156,191,3,3768,593
20181013T12-07,438,1157,194,4,4222,308
20181013T11-07,443,1156,194,4,4688,151
20181013T10-07,522,1159,195,4,5092,50
20181013T09-07,527,1161,192,3,5070,35
20181013T08-07,530,1161,193,0,4830,39
20181013T07-07,532,1160,189,0,4353,89
20181013T06-07,535,1161,186,0,4358,156
20181013T05-07,527,1161,180,0,4036,198
20181013T04-07,539,1160,178,0,3931,226
20181013T03-07,539,1159,176,0,3820,252
20181013T02-07,538,1157,177,0,3796,292
20181013T01-07,521,1154,168,0,4164,278
20181013T00-07,382,1151,165,0,4369,352
20181012T23-07,414,1151,168,0,4477,718
20181012T22-07,484,1155,175,0,5499,898
20181012T21-07,366,1154,172,0,5924,1059
20181012T20-07,329,1150,177,0,5910,1242
20181012T19-07,300,1154,180,0,5362,1589
20181012T18-07,331,1152,175,1,5005,1485
20181012T17-07,326,1149,175,4,4026,1552
20181012T16-07,316,1149,167,4,4219,1276
20181012T15-07,439,1151,177,4,4683,1137
20181012T14-07,518,1152,176,3,4902,1030
20181012T13-07,521,1153,163,3,4995,871
20181012T12-07,526,1158,171,4,5443,593
20181012T11-07,521,1158,162,4,5820,348
20181012T10-07,519,1162,158,4,6749,247
20181012T09-07,516,1164,159,3,7007,260
20181012T08-07,523,1163,158,0,7364,316
20181012T07-07,515,1162,151,0,6975,244
20181012T06-07,509,1163,148,0,5570,145
20181012T05-07,531,1162,146,0,4473,60
20181012T04-07,526,1162,145,0,4108,40
20181012T03-07,531,1163,142,0,4084,29
20181012T02-07,530,1160,141,0,4117,28
20181012T01-07,530,1160,140,0,4295,16
20181012T00-07,529,1159,140,0,4089,24
20181011T23-07,529,1159,152,0,4437,40
20181011T22-07,516,1159,159,0,6119,25
20181011T21-07,519,1159,157,0,7152,14
20181011T20-07,478,1156,153,0,7652,17
20181011T19-07,462,1156,157,0,7177,26
20181011T18-07,445,1155,152,0,6830,30
20181011T17-07,502,1153,153,0,6444,24
20181011T16-07,463,1152,154,0,6069,32
20181011T15-07,508,1153,151,0,6026,34
20181011T14-07,510,1155,153,0,6010,26
20181011T13-07,516,1157,146,0,6164,18
20181011T12-07,551,1158,151,0,6636,22
20181011T11-07,552,1159,146,0,6860,19
20181011T10-07,552,1162,148,0,7021,12
20181011T09-07,555,1164,148,0,7342,5
20181011T08-07,559,1167,151,0,7662,5
20181011T07-07,560,1166,146,0,7083,15
20181011T06-07,557,1167,142,0,4826,21
20181011T05-07,557,1167,135,0,3855,19
20181011T04-07,555,1166,130,0,3420,16
20181011T03-07,556,1165,120,0,3391,12
20181011T02-07,553,1165,98,0,3547,4
20181011T01-07,551,1163,102,0,3637,2
20181011T00-07,534,1163,102,0,4006,2
20181010T23-07,539,1162,103,0,4794,5
20181010T22-07,555,1161,111,0,6367,5
20181010T21-07,551,1160,114,0,6576,8
20181010T20-07,553,1158,118,0,6913,12
20181010T19-07,548,1158,118,0,6728,22
20181010T18-07,547,1158,117,0,6451,33
20181010T17-07,544,1157,120,0,5656,23
20181010T16-07,541,1158,123,0,5147,41
20181010T15-07,548,1158,122,0,5212,24
20181010T14-07,550,1157,122,0,5468,22
20181010T13-07,548,1160,126,0,5841,17
20181010T12-07,543,1161,126,0,6118,10
20181010T11-07,529,1162,137,0,6657,7
20181010T10-07,529,1163,134,0,7328,13
20181010T09-07,529,1163,137,0,7521,18
20181010T08-07,524,1164,136,0,7819,31
20181010T07-07,515,1163,131,0,7508,52
20181010T06-07,515,1164,138,0,5206,101
20181010T05-07,700,1164,139,0,4233,147
20181010T04-07,771,1162,140,0,4076,144
20181010T03-07,795,1160,143,0,3871,186
20181010T02-07,897,1158,143,0,3788,166
20181010T01-07,910,1156,143,0,3855,147
20181010T00-07,848,1156,170,0,4085,142
20181009T23-07,892,1155,196,0,4776,98
20181009T22-07,1457,1156,205,0,5712,70
20181009T21-07,1468,1155,205,0,6309,46
20181009T20-07,1453,1155,206,0,6750,38
20181009T19-07,1448,1156,208,0,6718,42
20181009T18-07,1445,1156,203,0,6158,57
20181009T17-07,1444,1156,206,0,5673,101
20181009T16-07,1454,1156,207,0,5232,163
20181009T15-07,1442,1155,205,0,5163,220
20181009T14-07,1442,1156,194,0,5060,322
20181009T13-07,1397,1155,195,0,5064,275
20181009T12-07,1378,1156,197,0,5192,385
20181009T11-07,1388,1155,196,0,5047,580
20181009T10-07,1337,1156,200,0,5238,551
20181009T09-07,1306,1156,189,0,5293,661
20181009T08-07,1259,1157,194,0,5884,758
20181009T07-07,1340,1157,204,0,5812,875
20181009T06-07,1274,1157,194,0,3792,1518
20181009T05-07,1322,1157,188,0,2892,1312
20181009T04-07,1236,1157,190,0,2863,893
20181009T03-07,1218,1156,189,0,2911,593
20181009T02-07,1389,1156,187,0,3324,335
20181009T01-07,1403,1156,189,0,3643,151
20181009T00-07,1459,1156,187,0,3771,64
20181008T23-07,1468,1155,191,0,4214,14
20181008T22-07,1509,1153,201,0,5094,7
20181008T21-07,1506,1154,202,0,5946,2
20181008T20-07,1503,1154,201,0,6390,1
20181008T19-07,1462,1156,199,0,6246,1
20181008T18-07,1459,1156,198,0,6047,1
20181008T17-07,1454,1155,204,0,5702,0
20181008T16-07,1456,1154,205,2,5632,1
20181008T15-07,1455,1153,206,1,5634,1
20181008T14-07,1458,1153,200,1,5762,1
20181008T13-07,1464,1154,203,1,5866,0
20181008T12-07,1467,1155,208,1,5988,1
20181008T11-07,1468,1156,204,1,6169,1
20181008T10-07,1473,1156,205,0,6257,7
20181008T09-07,1479,1158,208,0,6355,43
20181008T08-07,1490,1157,203,0,6513,73
20181008T07-07,1482,1158,202,0,5976,105
20181008T06-07,1405,1160,194,0,4984,123
20181008T05-07,1394,1158,193,0,3604,231
20181008T04-07,1333,1158,197,0,3254,274
20181008T03-07,1222,1158,196,0,3100,295
20181008T02-07,1423,1158,202,0,3159,175
20181008T01-07,1481,1158,192,0,3211,101
20181008T00-07,1469,1157,196,0,3326,89
20181007T23-07,1460,1157,197,0,3741,91
20181007T22-07,1460,1156,194,0,4741,85
20181007T21-07,1474,1156,193,0,5757,75
20181007T20-07,1471,1155,192,0,6242,54
20181007T19-07,1471,1153,189,0,5488,35
20181007T18-07,1468,1155,193,0,5073,39
20181007T17-07,1455,1154,192,2,4465,68
20181007T16-07,1456,1153,193,1,4385,104
20181007T15-07,1451,1154,192,3,4142,117
20181007T14-07,1401,1155,196,4,4305,124
20181007T13-07,1454,1157,195,4,4403,165
20181007T12-07,1457,1159,197,4,4612,160
20181007T11-07,1463,1159,195,4,4663,182
20181007T10-07,1419,1161,196,4,4827,196
20181007T09-07,1424,1163,194,3,4767,285
