,coal,natural gas,petroleum,other,solar,hydro,wind
20181011T04Z,264,0,0,0,0,587,79
20181011T03Z,269,0,0,0,0,620,53
20181011T02Z,169,-1,0,0,0,594,65
20181011T01Z,145,0,0,0,3,596,112
20181011T00Z,142,-1,0,0,25,602,96
20181010T23Z,141,0,0,0,74,599,109
20181010T22Z,156,0,0,0,75,560,113
20181010T21Z,194,0,0,0,83,587,95
20181010T20Z,145,0,0,0,94,589,107
20181010T19Z,142,0,0,0,113,582,136
20181010T18Z,141,-1,0,0,110,604,150
20181010T17Z,146,0,0,0,95,599,167
20181010T16Z,210,-1,0,0,50,604,186
20181010T15Z,212,0,0,0,14,592,190
20181010T14Z,149,-1,0,0,0,623,187
20181010T13Z,148,0,0,0,0,626,216
20181010T12Z,184,-1,0,0,0,542,227
20181010T11Z,154,0,0,0,0,518,225
20181010T10Z,142,0,0,0,0,505,249
20181010T09Z,141,-1,0,0,0,541,240
20181010T08Z,142,-1,0,0,0,564,179
20181010T07Z,141,0,0,0,0,597,153
20181010T06Z,141,0,0,0,0,598,172
20181010T05Z,141,121,0,0,0,48516,190
20181010T04Z,142,150,0,0,0,614,208
20181010T03Z,142,145,0,0,0,615,185
20181010T02Z,148,156,0,0,0,621,184
20181010T01Z,148,148,0,0,5,625,186
20181010T00Z,143,125,0,0,18,623,232
20181009T23Z,141,123,0,0,38,584,243
20181009T22Z,139,122,0,0,45,591,237
20181009T21Z,142,125,0,0,52,589,277
20181009T20Z,142,123,0,0,49,592,333
20181009T19Z,142,125,0,0,43,594,341
20181009T18Z,140,124,-1,0,42,601,330
20181009T17Z,141,125,0,0,49,618,226
20181009T16Z,151,132,0,0,8,615,178
20181009T15Z,173,140,0,0,4,623,126
20181009T14Z,179,161,0,0,0,609,112
20181009T13Z,180,102,0,0,0,617,50
20181009T12Z,142,-1,0,0,0,592,35
20181009T11Z,142,0,0,0,0,502,16
20181009T10Z,141,-1,0,0,0,516,18
20181009T09Z,142,0,0,0,0,534,15
20181009T08Z,142,0,0,0,0,538,21
20181009T07Z,141,-1,0,0,0,624,33
20181009T06Z,148,-1,0,0,0,641,56
20181009T05Z,161,-1,0,0,0,647,78
20181009T04Z,164,0,0,0,0,611,79
20181009T03Z,204,0,0,0,0,608,62
20181009T02Z,240,-1,0,0,0,612,89
20181009T01Z,165,0,0,0,13,614,129
20181009T00Z,175,0,0,0,73,664,169
20181008T23Z,147,-1,0,0,138,594,113
20181008T22Z,142,0,0,0,191,585,62
20181008T21Z,141,0,0,0,215,613,49
20181008T20Z,141,-1,0,0,202,611,34
20181008T19Z,135,-1,0,0,176,612,42
20181008T18Z,137,-1,0,0,194,615,50
20181008T17Z,142,0,0,0,164,611,58
20181008T16Z,193,0,0,0,160,631,88
20181008T15Z,249,-1,0,0,49,693,109
20181008T14Z,252,-1,0,0,0,686,129
20181008T13Z,218,0,0,0,0,679,161
20181008T12Z,219,-1,0,0,0,627,187
20181008T11Z,218,0,0,0,0,536,189
20181008T10Z,217,-2,0,0,0,524,200
20181008T09Z,218,0,0,0,0,551,204
20181008T08Z,217,-1,0,0,0,575,196
20181008T07Z,218,0,0,0,0,658,280
20181008T06Z,218,0,0,0,0,682,356
20181008T05Z,217,-1,0,0,0,679,463
20181008T04Z,217,0,0,0,0,693,532
20181008T03Z,218,-1,0,0,0,684,528
20181008T02Z,219,0,0,0,1,730,546
20181008T01Z,218,-1,0,0,40,734,554
20181008T00Z,216,-1,0,0,168,701,564
20181007T23Z,216,0,0,0,227,669,539
20181007T22Z,218,0,0,0,226,670,501
20181007T21Z,218,-1,0,0,214,665,399
20181007T20Z,218,0,0,0,213,668,269
20181007T19Z,216,0,0,0,210,691,237
20181007T18Z,216,-1,0,0,222,686,246
20181007T17Z,215,-1,0,0,233,691,257
20181007T16Z,218,-1,0,0,198,803,261
20181007T15Z,218,0,0,0,51,799,255
20181007T14Z,217,-1,0,0,0,801,290
20181007T13Z,217,0,0,0,0,687,354
20181007T12Z,216,-1,0,0,0,646,325
20181007T11Z,216,-1,0,0,0,600,349
20181007T10Z,214,-1,0,0,0,589,363
20181007T09Z,217,0,0,0,0,557,332
20181007T08Z,219,-1,0,0,0,582,324
20181007T07Z,216,0,0,0,0,581,367
20181007T06Z,218,-1,-1,0,0,585,340
20181007T05Z,218,-1,0,0,0,630,408
20181007T04Z,219,-1,0,0,0,660,428
20181007T03Z,218,0,0,0,0,661,467
20181007T02Z,219,0,0,0,1,665,474
20181007T01Z,218,-1,0,0,36,667,504
20181007T00Z,217,0,0,0,119,666,477
20181006T23Z,218,0,0,0,144,635,367
20181006T22Z,216,-2,0,0,135,636,245
20181006T21Z,216,0,0,0,100,638,201
20181006T20Z,217,-1,0,0,125,696,154
20181006T19Z,217,0,0,0,120,737,86
20181006T18Z,217,0,0,0,95,733,23
20181006T17Z,218,-1,0,0,72,836,5
20181006T16Z,249,0,0,0,50,813,6
20181006T15Z,258,-2,0,0,14,808,16
20181006T14Z,218,0,0,0,0,805,15
20181006T13Z,218,0,0,0,0,661,55
20181006T12Z,221,-1,0,0,0,636,69
20181006T11Z,276,0,0,0,0,655,69
20181006T10Z,219,-1,0,0,0,640,110
20181006T09Z,217,-1,0,0,0,655,129
20181006T08Z,218,0,0,0,0,682,131
20181006T07Z,217,-1,0,0,0,684,142
20181006T06Z,217,0,0,0,0,687,156
20181006T05Z,218,-1,0,0,0,762,139
20181006T04Z,219,0,0,0,0,813,87
20181006T03Z,219,-1,0,0,0,811,69
20181006T02Z,224,-1,0,0,0,765,33
20181006T01Z,261,0,0,0,14,762,8
20181006T00Z,218,0,0,0,54,756,36
20181005T23Z,217,-1,0,0,123,730,53
20181005T22Z,218,0,0,0,190,730,75
20181005T21Z,218,0,0,0,201,730,64
20181005T20Z,217,-1,0,0,210,755,55
20181005T19Z,218,-1,0,0,209,822,51
20181005T18Z,218,-1,0,0,207,820,45
20181005T17Z,217,0,0,0,184,910,47
20181005T16Z,217,-1,0,0,145,906,52
20181005T15Z,218,0,0,0,39,896,94
20181005T14Z,218,-1,0,0,0,815,134
20181005T13Z,219,-1,0,0,0,781,143
20181005T12Z,218,-1,0,0,0,626,254
20181005T11Z,218,0,0,0,0,602,338
20181005T10Z,216,-1,0,0,0,625,386
20181005T09Z,214,0,0,0,0,628,405
20181005T08Z,217,-1,0,0,0,625,429
20181005T07Z,216,0,0,0,0,619,447
20181005T06Z,217,-2,0,0,0,668,428
20181005T05Z,230,0,0,0,0,743,429
20181005T04Z,220,0,0,0,0,853,371
20181005T03Z,226,-1,0,0,0,854,367
20181005T02Z,219,0,0,0,0,858,482
20181005T01Z,219,-1,0,0,19,690,564
20181005T00Z,219,0,0,0,22,683,561
20181004T23Z,218,-1,0,0,33,677,536
20181004T22Z,218,-1,0,0,43,711,524
20181004T21Z,219,0,0,0,69,705,487
20181004T20Z,218,-1,0,0,74,715,460
20181004T19Z,218,0,0,0,62,735,381
20181004T18Z,219,0,0,0,32,748,250
20181004T17Z,219,-1,0,0,29,843,167
20181004T16Z,219,-1,1,0,12,930,144
20181004T15Z,227,0,3,0,7,944,136
20181004T14Z,218,-1,0,0,0,856,132
20181004T13Z,218,0,0,0,0,817,163
20181004T12Z,218,0,0,0,0,726,191
20181004T11Z,219,-1,0,0,0,718,197
20181004T10Z,219,0,0,0,0,752,242
20181004T09Z,218,-2,0,0,0,752,135
20181004T08Z,219,0,0,0,0,753,88
20181004T07Z,219,0,0,0,0,760,114
20181004T06Z,221,-1,0,0,0,854,127
20181004T05Z,221,0,0,0,0,890,85
20181004T04Z,224,0,0,0,0,969,29
20181004T03Z,282,-1,0,0,0,1008,17
20181004T02Z,233,-1,0,0,3,1016,12
20181004T01Z,249,0,0,0,21,1017,5
20181004T00Z,278,-1,-1,0,128,945,6
20181003T23Z,224,0,0,0,200,820,25
20181003T22Z,218,0,0,0,210,805,48
20181003T21Z,217,-1,0,0,176,798,51
20181003T20Z,220,0,0,0,154,772,52
20181003T19Z,218,0,0,0,149,680,56
20181003T18Z,218,-2,0,0,164,683,93
20181003T17Z,223,0,0,0,126,637,124
20181003T16Z,255,-1,0,0,72,623,158
20181003T15Z,218,0,0,0,20,629,247
20181003T14Z,218,0,0,0,2,622,323
20181003T13Z,218,-1,0,0,0,623,408
20181003T12Z,218,0,0,0,0,599,458
20181003T11Z,216,-2,0,0,0,594,540
20181003T10Z,216,0,0,0,0,619,463
20181003T09Z,215,0,0,0,0,622,358
20181003T08Z,215,-1,0,0,0,642,334
20181003T07Z,216,0,0,0,0,706,366
20181003T06Z,217,-1,0,0,0,644,269
20181003T05Z,226,0,0,0,0,730,253
20181003T04Z,382,-1,0,0,0,771,214
20181003T03Z,594,-1,0,0,0,799,154
20181003T02Z,482,0,0,0,0,929,78
20181003T01Z,261,0,0,0,28,870,116
20181003T00Z,221,-1,0,0,66,828,184
20181002T23Z,220,0,0,0,49,796,188
20181002T22Z,216,-1,0,0,72,806,110
20181002T21Z,222,0,0,0,104,706,75
20181002T20Z,253,-1,0,0,124,640,54
20181002T19Z,221,-1,0,0,121,675,46
20181002T18Z,314,0,0,0,94,853,25
20181002T17Z,537,0,0,0,80,951,20
20181002T16Z,570,-1,0,0,48,1038,25
20181002T15Z,307,0,0,0,14,944,44
20181002T14Z,226,0,0,0,1,824,35
20181002T13Z,219,-1,0,0,0,629,30
20181002T12Z,219,0,0,0,0,603,20
20181002T11Z,219,-2,0,0,0,600,9
20181002T10Z,219,0,0,0,0,583,20
20181002T09Z,221,-1,0,0,0,561,11
20181002T08Z,228,0,0,0,0,622,14
20181002T07Z,268,-1,0,0,0,763,4
20181002T06Z,262,0,0,0,0,881,15
20181002T05Z,352,-1,0,0,0,890,36
20181002T04Z,500,0,0,0,0,973,32
20181002T03Z,541,-1,0,0,0,942,45
20181002T02Z,403,0,0,0,2,944,61
20181002T01Z,408,-2,0,0,38,949,70
20181002T00Z,299,0,0,0,91,901,87
20181001T23Z,316,-1,0,0,96,901,73
20181001T22Z,347,0,0,0,117,873,94
20181001T21Z,230,-1,0,0,156,804,154
20181001T20Z,220,-1,0,0,160,757,174
20181001T19Z,219,0,0,0,125,780,177
20181001T18Z,234,-1,0,0,103,782,149
20181001T17Z,357,-1,0,0,95,763,177
20181001T16Z,439,-1,0,0,49,761,199
20181001T15Z,399,0,0,0,24,647,200
20181001T14Z,265,-1,0,0,0,668,165
20181001T13Z,233,-1,0,0,0,679,132
20181001T12Z,277,0,-1,0,0,584,93
20181001T11Z,313,-2,0,0,0,582,71
20181001T10Z,315,0,0,0,0,632,39
20181001T09Z,328,-1,0,0,0,629,15
20181001T08Z,310,-1,0,0,0,628,8
20181001T07Z,315,0,0,0,0,651,2
20181001T06Z,331,-1,0,0,0,667,6
20181001T05Z,376,0,0,0,0,722,8
20181001T04Z,374,-1,0,0,0,857,37
20181001T03Z,420,-3,0,0,0,863,77
20181001T02Z,373,-1,0,0,3,842,105
20181001T01Z,370,-2,0,0,71,830,140
20181001T00Z,372,-2,0,0,178,750,134
20180930T23Z,376,-5,0,0,206,645,149
20180930T22Z,389,-3,0,0,163,650,149
20180930T21Z,458,-3,0,0,190,652,144
20180930T20Z,357,-3,0,0,191,624,167
20180930T19Z,291,-1,0,0,137,624,193
20180930T18Z,288,-3,0,0,151,595,283
20180930T17Z,287,-1,0,0,46,596,318
20180930T16Z,288,-3,0,0,30,591,251
20180930T15Z,295,-2,0,0,7,583,179
20180930T14Z,290,-2,0,0,0,582,144
20180930T13Z,287,-2,0,0,0,579,230
20180930T12Z,287,-2,0,0,0,556,267
20180930T11Z,286,-2,0,0,0,552,210
20180930T10Z,286,-3,0,0,0,588,241
20180930T09Z,288,-1,0,0,0,582,205
20180930T08Z,291,-3,0,0,76,619,239
20180930T07Z,388,22,0,0,0,668,159
20180930T06Z,428,204,0,0,0,750,139
20180930T05Z,297,260,0,0,0,840,109
20180930T04Z,289,269,0,0,0,950,128
20180930T03Z,295,267,0,0,0,947,127
20180930T02Z,303,268,0,0,1,950,148
20180930T01Z,311,266,0,0,54,951,110
20180930T00Z,289,266,0,0,123,884,73
20180929T23Z,287,266,0,0,129,847,19
20180929T22Z,290,268,0,0,87,842,31
20180929T21Z,289,265,0,0,112,840,56
20180929T20Z,286,258,0,0,140,840,18
20180929T19Z,288,261,0,0,162,688,6
20180929T18Z,287,265,0,0,152,689,21
20180929T17Z,287,267,0,0,103,666,37
20180929T16Z,288,267,0,0,61,659,76
20180929T15Z,292,269,0,0,19,660,112
20180929T14Z,290,268,0,0,1,661,77
20180929T13Z,289,268,0,0,0,631,69
20180929T12Z,289,268,0,0,0,629,62
20180929T11Z,289,263,0,0,0,606,66
20180929T10Z,288,264,0,0,0,632,74
20180929T09Z,289,263,0,0,0,686,68
20180929T08Z,288,262,0,0,0,683,77
20180929T07Z,289,259,0,0,0,641,72
20180929T06Z,289,259,0,0,0,751,73
20180929T05Z,289,266,0,0,0,860,96
20180929T04Z,289,267,0,0,0,853,162
20180929T03Z,288,269,0,0,0,903,186
20180929T02Z,291,268,0,0,1,892,149
20180929T01Z,289,265,0,0,46,931,116
20180929T00Z,289,266,0,0,134,891,82
20180928T23Z,288,268,0,0,177,864,57
20180928T22Z,289,267,0,0,217,872,28
20180928T21Z,289,269,0,0,222,866,6
20180928T20Z,289,266,0,0,216,877,2
20180928T19Z,287,264,0,0,224,867,2
20180928T18Z,241,263,-1,0,240,891,14
20180928T17Z,238,263,0,0,254,889,41
20180928T16Z,239,270,0,0,228,885,70
20180928T15Z,239,268,0,0,75,886,88
20180928T14Z,241,267,0,0,4,752,61
20180928T13Z,240,267,0,0,0,708,56
20180928T12Z,240,268,0,0,0,651,50
20180928T11Z,240,266,0,0,0,642,59
20180928T10Z,239,266,0,0,0,641,89
20180928T09Z,239,266,0,0,0,654,100
20180928T08Z,240,264,0,0,0,660,124
20180928T07Z,285,263,0,0,0,718,153
20180928T06Z,287,266,0,0,0,726,191
20180928T05Z,288,272,0,0,0,827,266
20180928T04Z,289,271,0,0,0,833,360
20180928T03Z,295,271,0,0,0,926,352
20180928T02Z,403,271,0,0,2,945,308
20180928T01Z,336,265,0,0,98,944,348
20180928T00Z,289,270,0,0,229,831,413
20180927T23Z,289,270,0,0,245,799,386
20180927T22Z,289,270,0,0,238,804,292
20180927T21Z,288,266,0,0,223,805,182
20180927T20Z,289,261,0,0,223,803,106
20180927T19Z,289,263,0,0,228,801,53
20180927T18Z,289,268,0,0,241,803,23
20180927T17Z,287,271,0,0,254,835,6
20180927T16Z,287,268,0,0,221,827,7
20180927T15Z,288,276,0,0,82,802,6
20180927T14Z,289,275,0,0,0,812,15
20180927T13Z,289,275,0,0,0,682,17
20180927T12Z,246,269,0,0,0,612,18
20180927T11Z,239,267,0,0,0,670,25
20180927T10Z,240,267,0,0,0,671,45
20180927T09Z,240,266,0,0,0,661,71
20180927T08Z,238,265,0,0,0,662,99
20180927T07Z,241,267,0,0,0,702,167
20180927T06Z,317,266,0,0,0,802,228
20180927T05Z,288,262,0,0,0,806,270
20180927T04Z,288,274,0,0,0,802,304
20180927T03Z,291,273,0,0,0,898,317
20180927T02Z,300,272,0,0,3,918,292
20180927T01Z,331,268,0,0,93,915,283
20180927T00Z,287,267,0,0,214,810,281
20180926T23Z,288,267,0,0,250,823,230
20180926T22Z,288,267,0,0,239,830,184
20180926T21Z,287,265,0,0,234,827,101
20180926T20Z,290,264,0,0,252,819,35
20180926T19Z,288,269,0,0,236,807,7
20180926T18Z,286,271,0,0,250,813,0
20180926T17Z,289,273,0,0,258,843,0
20180926T16Z,292,278,0,0,230,846,8
20180926T15Z,313,279,0,0,84,944,25
20180926T14Z,271,279,0,0,1,950,31
20180926T13Z,228,277,0,0,0,820,26
20180926T12Z,198,278,0,0,0,707,25
20180926T11Z,157,276,0,0,0,672,34
20180926T10Z,158,274,0,0,0,674,36
20180926T09Z,157,273,0,0,0,670,31
20180926T08Z,158,271,0,0,0,668,44
20180926T07Z,163,271,0,0,0,757,71
20180926T06Z,185,272,0,0,0,860,105
20180926T05Z,170,269,0,0,0,856,128
20180926T04Z,165,267,0,0,0,973,150
20180926T03Z,241,267,0,0,0,1010,166
20180926T02Z,187,266,0,0,7,1022,86
20180926T01Z,178,263,0,0,114,1022,64
20180926T00Z,165,265,-1,0,244,929,32
20180925T23Z,165,265,0,0,259,913,27
20180925T22Z,162,265,0,0,249,915,9
20180925T21Z,163,267,0,0,241,944,5
20180925T20Z,162,269,0,0,236,836,26
20180925T19Z,219,271,0,0,274,834,29
20180925T18Z,241,273,0,0,223,764,40
20180925T17Z,224,274,0,0,253,760,34
20180925T16Z,224,275,0,0,246,757,42
20180925T15Z,243,279,0,0,97,781,91
20180925T14Z,294,279,0,0,0,750,78
20180925T13Z,348,279,0,0,0,749,73
20180925T12Z,265,277,0,0,0,714,72
20180925T11Z,240,277,0,0,0,707,72
20180925T10Z,239,274,0,0,0,708,75
20180925T09Z,239,275,0,0,0,734,71
20180925T08Z,239,273,0,0,0,727,98
20180925T07Z,240,274,0,0,0,811,168
20180925T06Z,239,272,0,0,0,896,341
20180925T05Z,239,269,0,0,0,976,490
20180925T04Z,240,267,0,0,0,1016,550
20180925T03Z,240,267,0,0,0,1024,568
20180925T02Z,240,266,0,0,14,1023,539
20180925T01Z,245,262,0,0,134,1027,560
20180925T00Z,239,262,0,0,252,926,574
20180924T23Z,240,263,0,0,270,922,573
20180924T22Z,238,267,0,0,260,927,581
20180924T21Z,239,266,0,0,250,922,580
20180924T20Z,240,267,0,0,247,794,557
20180924T19Z,238,270,0,0,256,798,528
20180924T18Z,240,262,0,0,268,729,521
20180924T17Z,239,273,0,0,276,725,460
20180924T16Z,281,273,0,0,254,714,341
20180924T15Z,334,264,0,0,97,728,317
20180924T14Z,284,265,0,0,2,697,371
20180924T13Z,282,265,0,0,0,697,351
20180924T12Z,233,265,0,0,0,658,362
20180924T11Z,222,264,0,0,0,664,401
20180924T10Z,209,266,0,0,0,654,464
20180924T09Z,211,264,0,0,0,652,548
20180924T08Z,214,264,0,0,0,673,494
20180924T07Z,210,265,0,0,0,688,531
20180924T06Z,212,263,0,0,0,737,472
20180924T05Z,213,263,0,0,0,869,501
20180924T04Z,213,265,0,0,0,946,493
20180924T03Z,211,264,0,0,0,953,507
20180924T02Z,215,264,0,0,7,945,510
20180924T01Z,172,256,0,0,123,920,535
20180924T00Z,164,263,0,0,220,917,546
20180923T23Z,164,263,0,0,242,815,483
20180923T22Z,173,263,0,0,234,811,363
20180923T21Z,235,265,0,0,229,812,345
20180923T20Z,308,265,0,0,220,813,357
20180923T19Z,330,254,0,0,206,806,393
20180923T18Z,294,252,0,0,171,818,307
20180923T17Z,237,258,0,0,126,704,264
20180923T16Z,178,266,0,0,86,709,162
20180923T15Z,196,266,0,0,22,712,178
20180923T14Z,197,264,0,0,2,712,214
20180923T13Z,197,265,0,0,0,725,208
20180923T12Z,199,264,0,0,0,731,270
20180923T11Z,215,265,0,0,0,731,272
20180923T10Z,217,265,0,0,0,693,319
20180923T09Z,213,264,0,0,0,687,332
20180923T08Z,214,248,0,0,0,676,363
20180923T07Z,212,265,-1,0,0,670,285
20180923T06Z,213,264,0,0,0,687,249
20180923T05Z,213,262,0,0,0,835,278
20180923T04Z,213,263,0,0,0,943,203
20180923T03Z,212,264,0,0,0,999,114
20180923T02Z,213,267,0,0,6,1006,105
20180923T01Z,272,265,0,0,45,1027,107
20180923T00Z,232,270,0,0,106,1022,82
20180922T23Z,226,271,0,0,164,925,102
20180922T22Z,223,270,0,0,182,829,118
20180922T21Z,214,272,0,0,207,827,111
20180922T20Z,214,266,0,0,205,825,85
20180922T19Z,204,264,0,0,213,759,35
20180922T18Z,201,261,0,0,212,755,14
20180922T17Z,199,254,0,0,199,774,37
20180922T16Z,213,254,0,0,125,707,89
20180922T15Z,201,263,0,0,43,687,129
20180922T14Z,196,266,0,0,3,690,121
20180922T13Z,202,268,0,0,0,687,121
20180922T12Z,215,265,0,0,0,665,144
20180922T11Z,197,265,0,0,0,677,141
20180922T10Z,212,265,0,0,0,680,147
20180922T09Z,228,264,0,0,0,720,142
20180922T08Z,223,264,0,0,0,715,99
20180922T07Z,218,262,0,0,0,788,62
20180922T06Z,289,262,0,0,0,905,95
20180922T05Z,287,268,0,0,0,961,106
20180922T04Z,296,273,0,0,0,973,124
20180922T03Z,294,270,0,0,0,1022,130
20180922T02Z,311,268,0,0,8,998,133
20180922T01Z,338,269,0,0,43,1027,95
20180922T00Z,289,272,0,0,103,955,94
20180921T23Z,290,271,0,0,190,955,97
20180921T22Z,288,271,0,0,217,857,90
20180921T21Z,290,264,0,0,224,833,82
20180921T20Z,290,264,0,0,225,837,73
20180921T19Z,289,262,0,0,226,724,78
20180921T18Z,274,265,0,0,243,711,47
20180921T17Z,285,270,0,0,263,707,55
20180921T16Z,281,274,0,0,256,720,67
20180921T15Z,276,276,0,0,105,730,80
20180921T14Z,275,277,0,0,5,840,54
20180921T13Z,282,273,0,0,0,843,28
20180921T12Z,242,267,0,0,0,842,22
20180921T11Z,241,266,0,0,0,844,16
20180921T10Z,241,266,0,0,0,850,21
20180921T09Z,240,266,0,0,0,827,32
20180921T08Z,241,266,0,0,0,820,46
20180921T07Z,287,268,0,0,0,827,52
20180921T06Z,289,265,0,0,0,933,47
20180921T05Z,292,265,0,0,0,1003,56
20180921T04Z,366,262,0,0,0,1014,70
20180921T03Z,469,264,0,0,0,1017,110
20180921T02Z,359,271,0,0,11,1008,154
20180921T01Z,301,268,0,0,140,999,188
20180921T00Z,289,267,0,0,254,953,208
20180920T23Z,287,264,0,0,270,835,208
20180920T22Z,289,262,0,0,262,831,271
20180920T21Z,290,265,0,0,254,709,341
20180920T20Z,288,264,0,0,250,709,368
20180920T19Z,277,266,0,0,258,718,355
20180920T18Z,228,271,0,0,270,732,411
20180920T17Z,223,265,0,0,287,108991,464
20180920T16Z,224,271,0,0,259,-107549,440
20180920T15Z,233,267,0,0,108,789,462
20180920T14Z,237,269,0,0,5,817,528
20180920T13Z,228,269,0,0,0,679,574
20180920T12Z,229,266,0,0,0,681,571
20180920T11Z,230,268,0,0,0,670,583
20180920T10Z,235,268,0,0,0,686,531
20180920T09Z,233,262,0,0,0,695,558
20180920T08Z,236,265,0,0,0,703,506
20180920T07Z,242,267,-1,0,0,737,506
20180920T06Z,256,263,0,0,0,812,475
20180920T05Z,286,266,0,0,0,881,421
20180920T04Z,294,263,0,0,0,977,455
20180920T03Z,289,269,0,0,0,966,560
20180920T02Z,289,270,0,0,10,940,588
20180920T01Z,288,266,0,0,132,847,572
20180920T00Z,288,264,0,0,237,824,555
20180919T23Z,249,267,0,0,258,722,484
20180919T22Z,246,265,0,0,241,720,422
20180919T21Z,247,262,0,0,238,721,339
20180919T20Z,247,260,0,0,246,822,216
20180919T19Z,246,264,0,0,252,907,149
20180919T18Z,244,266,0,0,267,906,129
20180919T17Z,233,269,0,0,264,930,130
20180919T16Z,233,270,0,0,247,933,138
20180919T15Z,265,268,0,0,109,944,151
20180919T14Z,233,266,0,0,2,902,148
20180919T13Z,236,271,0,0,0,868,139
20180919T12Z,237,266,0,0,0,715,185
20180919T11Z,236,266,0,0,0,656,236
20180919T10Z,237,267,0,0,0,650,258
20180919T09Z,239,267,0,0,0,652,264
20180919T08Z,245,268,0,0,0,663,282
20180919T07Z,246,267,0,0,0,723,330
20180919T06Z,247,265,0,0,0,732,350
20180919T05Z,247,265,0,0,0,794,332
20180919T04Z,285,274,0,0,0,883,356
20180919T03Z,290,271,0,0,0,954,403
20180919T02Z,292,269,0,0,15,937,310
20180919T01Z,292,272,0,0,145,945,254
20180919T00Z,289,269,0,0,247,934,221
20180918T23Z,288,268,0,0,266,907,181
20180918T22Z,290,265,0,0,293,899,165
20180918T21Z,291,260,0,0,248,878,187
20180918T20Z,290,259,0,0,241,771,164
20180918T19Z,289,248,0,0,249,805,145
20180918T18Z,290,240,0,0,256,789,144
20180918T17Z,298,241,0,0,271,756,140
20180918T16Z,272,261,0,0,259,728,128
20180918T15Z,247,272,0,0,113,735,130
20180918T14Z,235,274,0,0,5,739,137
20180918T13Z,234,264,0,0,0,669,136
20180918T12Z,235,264,0,0,0,641,124
20180918T11Z,195,267,0,0,0,640,120
20180918T10Z,194,262,0,0,0,631,102
20180918T09Z,194,261,0,0,0,675,132
20180918T08Z,204,262,0,0,0,691,165
20180918T07Z,240,266,0,0,0,706,201
20180918T06Z,248,264,0,0,0,799,225
20180918T05Z,248,263,0,0,0,840,231
20180918T04Z,247,270,0,0,0,878,308
20180918T03Z,251,271,0,0,0,964,212
20180918T02Z,334,270,0,0,17,963,136
20180918T01Z,283,272,0,0,146,972,78
20180918T00Z,248,271,0,0,254,930,36
20180917T23Z,248,270,0,0,258,945,18
20180917T22Z,254,271,0,0,256,858,12
20180917T21Z,314,261,0,0,245,856,8
20180917T20Z,327,264,0,0,247,783,8
20180917T19Z,243,266,0,0,270,760,9
20180917T18Z,237,268,0,0,264,757,8
20180917T17Z,236,272,0,0,270,753,16
20180917T16Z,238,274,0,0,258,748,37
20180917T15Z,242,276,0,0,114,775,61
20180917T14Z,254,270,0,0,6,781,74
20180917T13Z,257,270,0,0,0,728,89
20180917T12Z,267,269,0,0,0,625,107
20180917T11Z,241,270,0,0,0,572,114
20180917T10Z,241,269,0,0,0,569,129
20180917T09Z,242,0,0,0,0,0,0
20180917T08Z,247,268,0,0,0,580,162
20180917T07Z,250,269,-1,0,0,624,157
20180917T06Z,340,264,0,0,0,726,145
20180917T05Z,295,261,0,0,0,879,181
20180917T04Z,334,267,0,0,0,910,183
20180917T03Z,284,272,0,0,0,899,149
20180917T02Z,379,271,0,0,34,902,137
20180917T01Z,379,268,0,0,139,978,110
20180917T00Z,252,271,0,0,256,915,98
20180916T23Z,247,271,0,0,268,889,115
20180916T22Z,248,271,0,0,258,902,104
20180916T21Z,248,272,0,0,252,898,112
20180916T20Z,249,268,0,0,265,732,92
20180916T19Z,245,264,0,0,257,730,64
20180916T18Z,238,265,0,0,266,796,42
20180916T17Z,240,267,0,0,289,689,23
20180916T16Z,243,270,0,0,241,697,21
20180916T15Z,243,270,0,0,124,628,32
20180916T14Z,243,270,0,0,6,622,59
20180916T13Z,246,267,0,0,0,626,122
20180916T12Z,248,267,0,0,0,606,158
20180916T11Z,246,267,0,0,0,585,187
20180916T10Z,247,269,0,0,0,581,211
20180916T09Z,221,265,0,0,0,582,236
20180916T08Z,218,261,0,0,0,630,178
20180916T07Z,205,265,0,0,0,737,92
20180916T06Z,198,263,0,0,0,776,65
20180916T05Z,199,271,0,0,0,790,50
20180916T04Z,229,270,0,0,0,885,39
20180916T03Z,336,270,0,0,0,950,45
20180916T02Z,389,267,0,0,18,969,105
20180916T01Z,355,266,0,0,114,971,194
20180916T00Z,255,266,0,0,180,910,348
20180915T23Z,247,268,0,0,123,880,524
20180915T22Z,248,258,0,0,103,859,455
20180915T21Z,248,261,0,0,95,738,182
20180915T20Z,248,263,0,0,103,733,117
20180915T19Z,247,264,0,0,116,737,95
20180915T18Z,248,265,0,0,129,742,75
20180915T17Z,245,264,0,0,116,741,58
20180915T16Z,247,264,0,0,91,737,37
20180915T15Z,248,268,0,0,32,622,56
20180915T14Z,250,268,0,0,2,618,70
20180915T13Z,250,269,0,0,0,621,53
20180915T12Z,247,268,0,0,0,619,63
20180915T11Z,247,266,0,0,0,598,92
20180915T10Z,252,267,0,0,0,631,103
20180915T09Z,349,264,0,0,0,655,91
20180915T08Z,301,263,0,0,0,663,106
20180915T07Z,322,261,0,0,0,693,97
20180915T06Z,307,261,0,0,0,767,89
20180915T05Z,247,261,0,0,0,920,100
20180915T04Z,249,271,0,0,0,890,151
20180915T03Z,252,268,0,0,2,948,125
20180915T02Z,328,267,0,0,24,962,127
