,coal,natural gas,petroleum,other,solar,hydro,wind
20190206T06Z,728,285,0,60,0,734,373
20190206T05Z,731,285,0,61,0,814,324
20190206T04Z,729,284,0,63,0,959,279
20190206T03Z,730,282,0,61,0,949,273
20190206T02Z,728,284,0,58,0,826,285
20190206T01Z,727,282,0,61,10,789,350
20190206T00Z,732,281,0,60,88,670,422
20190205T23Z,719,283,0,60,89,622,451
20190205T22Z,711,280,0,55,117,591,499
20190205T21Z,716,281,0,56,142,608,522
20190205T20Z,623,282,0,48,151,716,535
20190205T19Z,611,283,0,50,133,834,524
20190205T18Z,707,282,0,54,123,860,425
20190205T17Z,723,285,0,59,33,954,322
20190205T16Z,721,283,0,60,6,975,225
20190205T15Z,720,282,0,57,0,922,283
20190205T14Z,721,280,0,63,0,848,270
20190205T13Z,719,282,0,58,0,551,292
20190205T12Z,725,281,-1,57,0,491,223
20190205T11Z,738,281,0,57,0,441,238
20190205T10Z,717,282,0,61,0,421,324
20190205T09Z,684,281,0,61,0,431,270
20190205T08Z,655,281,0,62,0,420,95
20190205T07Z,623,279,0,64,0,542,89
20190205T06Z,497,281,0,64,0,698,105
20190205T05Z,529,281,0,65,0,852,88
20190205T04Z,628,279,0,63,0,857,95
20190205T03Z,699,277,0,63,0,848,150
20190205T02Z,646,280,0,65,0,861,228
20190205T01Z,620,280,0,57,13,745,262
20190205T00Z,568,274,0,62,83,586,365
20190204T23Z,539,274,0,63,87,541,408
20190204T22Z,494,275,0,62,33,536,454
20190204T21Z,479,274,0,63,73,591,454
20190204T20Z,477,278,0,60,72,663,395
20190204T19Z,302,277,0,59,42,711,329
20190204T18Z,348,278,0,60,23,720,241
20190204T17Z,427,280,0,59,20,847,201
20190204T16Z,454,279,0,64,7,851,140
20190204T15Z,424,282,0,61,0,828,116
20190204T14Z,274,278,0,60,0,816,89
20190204T13Z,264,280,0,61,0,693,110
20190204T12Z,263,278,0,59,0,576,130
20190204T11Z,263,276,0,56,0,490,141
20190204T10Z,249,277,0,61,0,487,176
20190204T09Z,245,276,0,59,0,485,216
20190204T08Z,243,277,0,60,0,482,221
20190204T07Z,249,277,0,60,0,485,203
20190204T06Z,295,276,0,63,0,603,168
20190204T05Z,333,276,0,59,0,731,158
20190204T04Z,280,274,0,60,0,747,158
20190204T03Z,244,275,0,57,0,740,201
20190204T02Z,243,275,0,58,0,726,273
20190204T01Z,244,273,0,60,11,731,177
20190204T00Z,243,272,0,56,47,582,205
20190203T23Z,244,273,0,59,127,493,339
20190203T22Z,243,274,0,57,118,490,489
20190203T21Z,242,275,0,58,124,490,531
20190203T20Z,245,274,0,59,127,488,510
20190203T19Z,241,277,0,56,141,493,395
20190203T18Z,243,276,0,57,79,594,330
20190203T17Z,243,278,0,57,33,739,374
20190203T16Z,242,277,0,62,4,744,341
20190203T15Z,244,274,0,57,0,741,319
20190203T14Z,243,275,0,58,0,610,300
20190203T13Z,244,274,0,62,0,547,224
20190203T12Z,243,276,0,64,0,541,224
20190203T11Z,242,276,-1,62,0,546,224
20190203T10Z,244,278,0,62,0,545,340
20190203T09Z,242,276,0,63,0,540,353
20190203T08Z,243,273,0,63,0,547,394
20190203T07Z,242,275,0,63,0,547,408
20190203T06Z,274,279,0,62,0,627,408
20190203T05Z,413,279,0,62,0,717,549
20190203T04Z,268,277,0,59,0,718,586
20190203T03Z,250,279,0,64,0,713,587
20190203T02Z,259,279,0,60,0,728,585
20190203T01Z,248,277,0,61,1,723,554
20190203T00Z,289,277,0,60,17,538,523
20190202T23Z,243,278,0,58,21,516,432
20190202T22Z,245,277,0,62,45,530,396
20190202T21Z,321,278,0,60,67,535,316
20190202T20Z,260,279,0,64,41,518,289
20190202T19Z,289,279,0,64,44,510,311
20190202T18Z,470,281,0,63,36,542,343
20190202T17Z,473,281,0,63,19,634,375
20190202T16Z,259,283,0,60,5,619,353
20190202T15Z,241,282,0,63,0,617,367
20190202T14Z,244,283,0,64,0,619,397
20190202T13Z,243,283,0,65,0,561,288
20190202T12Z,244,282,0,64,0,561,301
20190202T11Z,243,282,0,66,0,567,354
20190202T10Z,244,285,0,65,0,561,456
20190202T09Z,247,282,0,67,0,559,480
20190202T08Z,258,282,0,64,0,560,545
20190202T07Z,267,282,0,66,0,592,575
20190202T06Z,271,284,0,66,0,601,536
20190202T05Z,272,282,0,64,0,658,513
20190202T04Z,273,282,0,64,0,761,500
20190202T03Z,341,284,0,62,0,798,524
20190202T02Z,355,284,0,67,0,798,545
20190202T01Z,371,283,0,62,10,771,549
20190202T00Z,314,283,0,63,54,695,558
20190201T23Z,272,282,0,66,107,529,577
20190201T22Z,272,281,0,62,120,565,561
20190201T21Z,273,282,0,64,145,569,574
20190201T20Z,272,282,0,63,161,589,569
20190201T19Z,271,282,0,64,148,609,551
20190201T18Z,273,284,0,61,158,728,497
20190201T17Z,329,284,0,64,138,810,463
20190201T16Z,511,286,0,64,31,867,433
20190201T15Z,389,286,0,61,0,890,407
20190201T14Z,320,283,0,65,0,876,430
20190201T13Z,278,285,0,63,0,743,471
20190201T12Z,277,286,0,62,0,602,462
20190201T11Z,277,285,-1,63,0,597,444
20190201T10Z,277,286,0,63,0,585,431
20190201T09Z,277,285,0,62,0,586,437
20190201T08Z,278,288,0,63,0,578,417
20190201T07Z,289,284,0,62,0,573,407
20190201T06Z,343,286,0,62,0,583,381
20190201T05Z,395,286,0,64,0,591,357
20190201T04Z,469,286,0,64,0,721,341
20190201T03Z,494,287,0,63,0,847,320
20190201T02Z,377,284,0,63,0,805,262
20190201T01Z,301,287,0,56,19,760,194
20190201T00Z,276,283,0,58,161,581,150
20190131T23Z,275,283,0,60,220,577,128
20190131T22Z,277,285,0,61,202,580,135
20190131T21Z,276,284,0,62,179,578,154
20190131T20Z,275,286,0,63,173,587,179
20190131T19Z,275,275,0,56,0,482,263
20190131T18Z,292,288,0,62,215,614,163
20190131T17Z,311,288,0,64,164,791,164
20190131T16Z,361,289,0,65,32,866,214
20190131T15Z,326,291,0,64,0,859,196
20190131T14Z,252,289,0,67,0,845,203
20190131T13Z,263,288,0,64,0,729,202
20190131T12Z,252,287,0,66,0,582,191
20190131T11Z,251,289,0,63,0,497,198
20190131T10Z,251,288,0,63,0,492,186
20190131T09Z,251,287,0,63,0,494,136
20190131T08Z,251,288,0,60,0,512,129
20190131T07Z,254,286,0,62,0,515,113
20190131T06Z,256,286,0,59,0,589,101
20190131T05Z,310,285,0,62,0,720,88
20190131T04Z,340,287,0,61,0,846,58
20190131T03Z,367,297,0,58,0,840,50
20190131T02Z,301,456,0,60,0,852,68
20190131T01Z,329,0,0,0,0,0,0
20190131T00Z,277,461,0,56,121,718,41
20190130T23Z,278,459,0,56,197,577,29
20190130T22Z,276,309,0,56,179,573,39
20190130T21Z,277,287,0,58,175,587,35
20190130T20Z,277,287,0,57,176,586,48
20190130T19Z,277,286,0,60,186,614,77
20190130T18Z,359,286,0,60,210,621,85
20190130T17Z,576,290,0,61,160,818,128
20190130T16Z,539,288,0,60,29,857,190
20190130T15Z,320,290,0,61,0,861,161
20190130T14Z,287,288,-1,61,0,846,126
20190130T13Z,276,289,0,63,0,708,119
20190130T12Z,276,288,0,58,0,556,124
20190130T11Z,277,288,0,61,0,559,121
20190130T10Z,277,289,0,59,0,554,105
20190130T09Z,275,287,0,62,0,565,114
20190130T08Z,275,288,0,61,0,568,128
20190130T07Z,275,288,0,65,0,565,129
20190130T06Z,322,287,0,65,0,611,119
20190130T05Z,428,289,0,61,0,746,111
20190130T04Z,569,289,0,62,0,875,81
20190130T03Z,656,287,0,56,0,880,28
20190130T02Z,409,287,0,54,0,875,30
20190130T01Z,302,287,0,58,20,772,25
20190130T00Z,311,287,0,53,156,644,26
20190129T23Z,271,287,0,57,223,599,23
20190129T22Z,269,287,0,57,206,608,36
20190129T21Z,268,287,0,56,189,598,38
20190129T20Z,274,290,0,53,188,547,35
20190129T19Z,275,289,0,60,190,597,26
20190129T18Z,306,290,0,60,210,667,30
20190129T17Z,373,289,0,60,160,775,69
20190129T16Z,345,292,0,61,21,877,131
20190129T15Z,294,290,0,58,0,874,124
20190129T14Z,286,289,0,60,0,855,138
20190129T13Z,276,288,0,57,0,708,149
20190129T12Z,275,290,0,59,0,585,146
20190129T11Z,275,287,0,59,0,577,181
20190129T10Z,236,288,0,59,0,566,187
20190129T09Z,231,290,0,59,0,563,157
20190129T08Z,309,288,0,62,0,540,133
20190129T07Z,540,383,0,59,0,572,123
20190129T06Z,552,475,0,57,0,636,135
20190129T05Z,574,470,0,58,0,750,124
20190129T04Z,636,469,0,60,0,753,144
20190129T03Z,556,424,0,56,0,861,179
20190129T02Z,292,395,0,57,0,856,173
20190129T01Z,305,393,0,54,8,742,135
20190129T00Z,266,394,0,57,59,740,119
20190128T23Z,236,386,0,54,114,593,177
20190128T22Z,227,293,0,54,140,587,237
20190128T21Z,226,285,0,53,151,600,313
20190128T20Z,226,288,0,52,163,609,310
20190128T19Z,226,289,0,52,182,590,290
20190128T18Z,231,288,0,56,201,623,252
20190128T17Z,271,290,0,57,152,742,252
20190128T16Z,520,289,-1,56,24,877,237
20190128T15Z,529,287,0,56,0,901,192
20190128T14Z,279,288,0,54,0,852,212
20190128T13Z,232,286,0,57,0,764,310
20190128T12Z,227,288,0,58,0,728,410
20190128T11Z,227,286,0,58,0,556,410
20190128T10Z,226,288,0,58,0,506,452
20190128T09Z,227,287,0,57,0,515,496
20190128T08Z,226,289,0,58,0,579,511
20190128T07Z,227,287,0,58,0,528,542
20190128T06Z,227,288,0,59,0,645,487
20190128T05Z,239,288,0,57,0,669,462
20190128T04Z,262,287,0,58,0,776,427
20190128T03Z,408,287,0,59,0,862,456
20190128T02Z,371,288,0,57,0,852,400
20190128T01Z,278,286,0,57,13,723,452
20190128T00Z,272,283,0,54,74,588,409
20190127T23Z,275,284,0,56,153,569,343
20190127T22Z,275,284,0,59,183,538,187
20190127T21Z,275,285,0,53,177,537,79
20190127T20Z,275,285,0,58,172,538,76
20190127T19Z,274,286,0,55,185,612,77
20190127T18Z,276,287,0,58,193,632,91
20190127T17Z,277,287,0,59,129,730,117
20190127T16Z,309,290,0,60,22,724,138
20190127T15Z,260,288,0,58,0,628,134
20190127T14Z,248,290,0,57,0,605,84
20190127T13Z,249,288,0,59,0,552,85
20190127T12Z,249,287,0,56,0,474,125
20190127T11Z,249,289,0,59,0,475,102
20190127T10Z,249,289,0,56,0,474,92
20190127T09Z,248,292,0,60,0,474,85
20190127T08Z,251,291,0,58,0,533,101
20190127T07Z,306,289,0,60,0,544,71
20190127T06Z,280,290,0,58,0,608,39
20190127T05Z,276,290,0,59,0,631,23
20190127T04Z,299,289,0,60,0,641,16
20190127T03Z,436,290,0,57,0,736,27
20190127T02Z,393,289,0,58,0,746,40
20190127T01Z,290,289,0,56,9,728,49
20190127T00Z,276,285,0,56,91,526,29
20190126T23Z,275,289,0,55,181,574,42
20190126T22Z,276,285,0,58,209,528,61
20190126T21Z,275,284,0,55,178,532,64
20190126T20Z,275,285,0,55,178,542,54
20190126T19Z,276,289,0,61,194,562,51
20190126T18Z,275,289,-1,59,202,629,47
20190126T17Z,274,291,0,57,120,751,39
20190126T16Z,276,290,0,58,17,759,62
20190126T15Z,275,291,0,58,0,762,57
20190126T14Z,284,289,0,56,0,666,53
20190126T13Z,274,291,0,58,0,546,67
20190126T12Z,276,288,0,59,0,520,97
20190126T11Z,275,290,0,59,0,418,124
20190126T10Z,275,290,0,60,0,416,265
20190126T09Z,275,290,0,57,0,470,333
20190126T08Z,248,291,0,57,0,507,444
20190126T07Z,342,290,0,64,0,608,472
20190126T06Z,284,288,0,58,0,609,466
20190126T05Z,429,290,0,65,0,666,504
20190126T04Z,349,291,0,66,0,760,488
20190126T03Z,387,289,0,65,0,825,436
20190126T02Z,449,288,0,62,0,821,443
20190126T01Z,279,344,0,62,12,759,456
20190126T00Z,237,289,0,61,156,601,471
20190125T23Z,275,288,0,64,154,598,361
20190125T22Z,276,285,0,59,175,602,222
20190125T21Z,276,286,0,62,140,609,127
20190125T20Z,276,288,0,62,130,609,68
20190125T19Z,283,288,0,66,126,744,57
20190125T18Z,320,288,0,63,150,807,40
20190125T17Z,286,289,0,61,114,896,42
20190125T16Z,384,289,0,67,15,897,83
20190125T15Z,305,289,0,63,0,904,179
20190125T14Z,275,290,0,61,0,780,281
20190125T13Z,275,289,0,58,0,626,311
20190125T12Z,276,288,0,63,0,608,361
20190125T11Z,275,288,0,59,0,607,436
20190125T10Z,274,290,0,60,0,495,428
20190125T09Z,276,288,0,63,0,549,429
20190125T08Z,274,288,0,58,0,588,453
20190125T07Z,281,292,0,63,0,578,483
20190125T06Z,343,291,0,58,0,620,483
20190125T05Z,371,289,0,59,0,754,497
20190125T04Z,371,290,0,56,0,758,446
20190125T03Z,389,289,0,58,0,751,394
20190125T02Z,367,289,0,57,0,693,453
20190125T01Z,255,286,0,55,11,570,506
20190125T00Z,237,285,0,57,127,552,476
20190124T23Z,236,284,0,53,199,540,456
20190124T22Z,236,285,0,56,184,520,458
20190124T21Z,232,286,0,56,153,517,436
20190124T20Z,266,287,0,59,162,495,361
20190124T19Z,273,288,-1,56,168,525,277
20190124T18Z,274,291,0,61,131,599,203
20190124T17Z,284,291,0,61,72,699,250
20190124T16Z,415,290,0,62,9,854,304
20190124T15Z,360,294,0,61,0,867,374
20190124T14Z,287,291,0,59,0,699,426
20190124T13Z,281,291,0,63,0,543,435
20190124T12Z,274,291,0,59,0,484,482
20190124T11Z,275,290,0,62,0,489,440
20190124T10Z,278,290,0,58,0,484,408
20190124T09Z,276,290,0,62,0,508,407
20190124T08Z,275,289,0,55,0,504,452
20190124T07Z,275,289,0,51,0,575,488
20190124T06Z,276,288,0,52,0,579,420
20190124T05Z,349,290,0,51,0,595,509
20190124T04Z,279,289,0,50,0,649,530
20190124T03Z,279,290,0,60,0,655,544
20190124T02Z,278,288,0,58,0,655,544
20190124T01Z,304,288,0,60,11,705,488
20190124T00Z,277,285,0,57,39,591,389
20190123T23Z,271,288,0,62,55,575,270
20190123T22Z,274,286,0,58,58,580,104
20190123T21Z,276,287,0,62,72,620,52
20190123T20Z,274,286,0,60,82,624,41
20190123T19Z,276,282,0,61,57,636,20
20190123T18Z,309,279,0,62,57,664,14
20190123T17Z,337,262,0,65,16,727,131
20190123T16Z,570,280,0,64,2,757,136
20190123T15Z,483,278,0,66,0,726,152
20190123T14Z,259,271,0,65,0,597,181
20190123T13Z,248,270,0,63,0,565,191
20190123T12Z,247,269,0,66,0,568,200
20190123T11Z,248,269,0,65,0,563,195
20190123T10Z,247,268,0,63,0,562,172
20190123T09Z,247,268,0,48,0,570,175
20190123T08Z,258,272,0,58,0,544,180
20190123T07Z,275,275,0,57,0,566,191
20190123T06Z,317,273,0,59,0,601,242
20190123T05Z,509,281,0,55,0,736,247
20190123T04Z,505,282,0,56,0,814,190
20190123T03Z,656,280,0,53,0,843,134
20190123T02Z,395,279,0,46,0,860,127
20190123T01Z,288,268,0,48,3,849,143
20190123T00Z,275,241,0,44,59,724,191
20190122T23Z,275,250,0,50,126,576,248
20190122T22Z,275,260,-1,50,106,573,273
20190122T21Z,275,269,0,52,122,574,204
20190122T20Z,275,252,0,56,136,708,160
20190122T19Z,275,239,0,55,123,748,154
20190122T18Z,281,246,0,55,108,825,168
20190122T17Z,416,263,0,54,86,846,149
20190122T16Z,669,279,0,53,21,940,159
20190122T15Z,596,282,0,53,6,843,180
20190122T14Z,312,279,0,57,6,775,194
20190122T13Z,279,279,0,55,6,558,308
20190122T12Z,276,280,0,55,6,494,417
20190122T11Z,275,277,0,55,6,488,432
20190122T10Z,276,271,0,56,6,491,385
20190122T09Z,274,272,0,56,6,492,401
20190122T08Z,276,271,0,58,6,511,396
20190122T07Z,276,266,0,55,6,518,439
20190122T06Z,274,268,0,56,6,514,502
20190122T05Z,237,276,0,58,6,571,527
20190122T04Z,233,280,0,53,6,608,543
20190122T03Z,338,280,0,59,6,697,544
20190122T02Z,305,277,0,56,6,735,546
20190122T01Z,239,267,0,57,14,641,580
20190122T00Z,235,232,0,53,94,535,597
20190121T23Z,233,232,0,56,563,531,602
20190121T22Z,236,229,0,56,550,525,627
20190121T21Z,234,207,0,46,207,528,623
20190121T20Z,234,206,0,46,106,527,617
20190121T19Z,233,219,0,47,105,525,614
20190121T18Z,234,239,0,47,117,568,623
20190121T17Z,387,249,0,47,79,572,629
20190121T16Z,562,281,0,46,10,613,618
20190121T15Z,323,280,0,44,2,602,591
20190121T14Z,295,281,0,45,2,582,584
20190121T13Z,234,278,0,46,2,539,545
20190121T12Z,234,273,0,46,2,521,539
20190121T11Z,233,257,0,46,2,520,540
20190121T10Z,233,260,0,38,2,523,462
20190121T09Z,233,272,0,38,2,520,288
20190121T08Z,233,273,0,38,2,570,250
20190121T07Z,236,276,0,39,2,580,226
20190121T06Z,236,266,0,35,2,531,268
20190121T05Z,275,276,0,36,2,598,254
20190121T04Z,275,264,0,38,2,610,209
20190121T03Z,275,253,0,37,2,609,302
20190121T02Z,276,260,0,41,2,618,339
20190121T01Z,279,266,0,57,2,622,210
20190121T00Z,424,275,0,54,8,592,176
20190120T23Z,321,274,-1,58,30,601,144
20190120T22Z,275,223,0,57,93,584,224
20190120T21Z,275,235,0,57,84,591,351
20190120T20Z,275,246,0,55,54,593,394
20190120T19Z,275,261,0,59,28,612,400
20190120T18Z,275,263,0,55,22,635,447
20190120T17Z,275,265,0,56,11,637,470
20190120T16Z,276,264,0,55,3,639,441
20190120T15Z,275,244,0,55,2,531,346
20190120T14Z,275,262,0,54,2,528,269
20190120T13Z,269,263,0,51,2,498,232
20190120T12Z,233,262,0,50,2,497,216
20190120T11Z,211,264,0,51,2,473,193
20190120T10Z,217,279,0,51,2,469,194
20190120T09Z,204,238,0,51,2,468,184
20190120T08Z,271,282,0,54,2,525,173
20190120T07Z,366,280,0,44,2,534,194
20190120T06Z,380,280,0,52,2,608,175
20190120T05Z,317,280,0,52,2,618,164
20190120T04Z,291,280,0,56,2,780,140
20190120T03Z,214,281,0,52,2,772,171
20190120T02Z,234,281,0,55,2,786,176
20190120T01Z,228,270,0,56,3,702,209
20190120T00Z,172,234,0,57,10,641,187
20190119T23Z,171,217,0,55,13,543,199
20190119T22Z,172,205,0,58,23,510,246
20190119T21Z,171,0,0,0,0,0,0
20190119T20Z,172,232,0,60,43,533,275
20190119T19Z,172,207,0,51,46,549,318
20190119T18Z,170,224,0,56,25,631,331
20190119T17Z,195,249,0,54,15,635,307
20190119T16Z,334,275,0,56,4,578,294
20190119T15Z,234,275,0,53,2,578,274
20190119T14Z,171,268,0,58,2,559,229
20190119T13Z,171,261,0,62,2,497,209
20190119T12Z,177,266,0,60,2,494,245
20190119T11Z,200,268,0,65,2,489,242
20190119T10Z,200,266,0,60,2,492,230
20190119T09Z,269,280,0,63,2,492,204
20190119T08Z,370,279,0,60,2,523,212
20190119T07Z,384,282,0,59,2,544,232
20190119T06Z,305,273,0,63,2,656,245
20190119T05Z,424,271,0,59,2,678,190
20190119T04Z,377,272,0,60,2,811,143
20190119T03Z,219,270,0,61,2,798,130
20190119T02Z,258,270,0,62,2,749,120
20190119T01Z,269,270,0,58,6,746,125
20190119T00Z,227,263,-1,59,57,581,151
20190118T23Z,200,260,0,58,585,539,205
20190118T22Z,199,257,0,57,59,518,277
20190118T21Z,200,252,0,57,90,512,312
20190118T20Z,200,238,0,58,87,522,365
20190118T19Z,214,258,0,59,88,550,314
20190118T18Z,205,268,0,59,64,582,300
20190118T17Z,281,268,0,59,26,704,371
20190118T16Z,401,271,0,55,8,717,399
20190118T15Z,263,263,0,53,2,770,434
20190118T14Z,216,254,0,48,2,642,407
20190118T13Z,200,241,0,50,2,551,435
20190118T12Z,200,205,0,49,2,548,414
20190118T11Z,200,207,0,51,2,546,327
20190118T10Z,200,221,0,54,2,545,336
20190118T09Z,200,236,0,61,2,549,432
20190118T08Z,200,238,0,58,2,576,392
20190118T07Z,201,250,0,56,2,572,228
20190118T06Z,200,250,0,60,2,577,164
20190118T05Z,293,267,0,58,2,601,318
20190118T04Z,259,272,0,59,2,734,371
20190118T03Z,314,268,0,59,2,831,361
20190118T02Z,428,272,0,59,2,850,224
20190118T01Z,335,269,0,57,2,823,142
20190118T00Z,381,270,0,57,7,808,63
20190117T23Z,268,270,0,56,28,705,85
20190117T22Z,223,258,0,59,51,681,104
20190117T21Z,331,271,0,60,56,583,116
20190117T20Z,340,269,0,60,100,581,191
20190117T19Z,316,275,0,60,134,587,264
20190117T18Z,394,272,0,57,90,608,307
20190117T17Z,460,276,0,59,23,585,420
20190117T16Z,406,276,0,53,3,597,494
20190117T15Z,298,273,0,60,2,581,464
20190117T14Z,227,270,0,71,2,584,453
20190117T13Z,178,269,0,71,2,580,541
20190117T12Z,158,264,0,72,2,548,612
20190117T11Z,158,263,0,65,2,546,602
20190117T10Z,158,262,0,70,2,539,601
20190117T09Z,159,265,0,65,2,516,579
20190117T08Z,199,260,0,71,2,520,591
20190117T07Z,202,273,0,66,2,514,528
20190117T06Z,257,277,0,67,2,660,408
20190117T05Z,455,281,0,66,2,762,469
20190117T04Z,481,280,0,67,2,794,477
20190117T03Z,430,282,0,67,2,834,418
20190117T02Z,457,280,-1,65,2,833,366
20190117T01Z,429,281,0,67,3,702,312
20190117T00Z,286,276,0,65,17,588,249
20190116T23Z,219,280,0,65,22,543,234
20190116T22Z,201,279,0,62,58,544,225
20190116T21Z,248,283,0,56,84,559,229
20190116T20Z,334,279,0,58,81,559,244
20190116T19Z,270,282,0,56,102,692,270
20190116T18Z,336,277,0,65,42,724,278
20190116T17Z,310,275,0,65,6,37651,305
20190116T16Z,496,280,0,55,1,883,321
20190116T15Z,456,280,0,57,1,896,359
20190116T14Z,331,281,0,56,1,772,365
20190116T13Z,347,281,0,55,1,654,288
20190116T12Z,353,280,0,56,1,537,344
20190116T11Z,248,281,0,59,1,532,371
20190116T10Z,304,278,0,53,0,509,371
20190116T09Z,284,278,0,56,0,471,389
20190116T08Z,319,282,0,56,1,440,426
20190116T07Z,447,280,0,55,1,457,432
20190116T06Z,481,281,0,57,1,551,376
20190116T05Z,509,280,0,54,1,625,342
20190116T04Z,500,281,0,58,1,703,379
20190116T03Z,490,281,0,55,1,718,402
20190116T02Z,460,282,0,58,1,703,385
20190116T01Z,461,279,0,53,5,612,431
20190116T00Z,450,280,0,65,68,501,396
20190115T23Z,468,278,0,60,144,506,423
20190115T22Z,411,279,0,56,136,564,440
20190115T21Z,360,280,0,63,114,615,461
20190115T20Z,377,280,0,55,87,616,438
20190115T19Z,355,279,0,56,68,685,475
20190115T18Z,345,279,0,63,22,741,450
20190115T17Z,350,280,0,57,9,764,458
20190115T16Z,289,280,0,54,2,728,445
20190115T15Z,202,283,0,57,1,815,436
20190115T14Z,151,278,0,55,1,702,428
20190115T13Z,189,280,0,57,1,612,402
20190115T12Z,147,282,0,56,1,586,403
20190115T11Z,122,280,0,55,1,519,416
20190115T10Z,180,281,0,57,1,510,392
20190115T09Z,207,279,0,56,0,481,392
20190115T08Z,195,278,0,57,1,525,372
20190115T07Z,219,373,-1,56,1,578,404
20190115T06Z,224,408,0,55,1,632,451
20190115T05Z,263,414,0,57,1,657,480
20190115T04Z,311,433,0,55,1,791,448
20190115T03Z,249,421,0,57,1,855,450
20190115T02Z,224,403,0,54,1,840,440
20190115T01Z,265,402,0,57,5,749,392
20190115T00Z,341,430,0,55,69,594,340
20190114T23Z,392,447,0,54,122,550,352
20190114T22Z,404,450,0,52,128,552,326
20190114T21Z,398,451,0,54,151,630,281
20190114T20Z,385,450,0,59,139,643,290
20190114T19Z,358,442,0,53,137,622,273
20190114T18Z,371,447,0,57,152,733,217
20190114T17Z,349,458,0,59,83,806,207
20190114T16Z,289,457,0,57,7,980,232
20190114T15Z,207,432,0,55,1,913,209
20190114T14Z,196,414,0,48,1,898,214
20190114T13Z,178,429,0,49,1,632,227
20190114T12Z,173,315,0,46,1,721,204
20190114T11Z,173,280,0,49,1,623,158
20190114T10Z,174,279,0,47,1,618,130
20190114T09Z,177,279,0,59,1,616,97
20190114T08Z,239,280,0,55,1,575,28
20190114T07Z,311,281,0,58,1,608,24
20190114T06Z,321,280,0,58,1,755,33
20190114T05Z,376,281,0,58,1,789,32
20190114T04Z,418,280,0,56,1,849,46
20190114T03Z,409,282,0,59,1,807,63
20190114T02Z,394,280,0,58,1,801,31
20190114T01Z,334,280,0,58,4,770,22
20190114T00Z,291,279,0,55,77,693,12
20190113T23Z,249,280,0,59,161,668,9
20190113T22Z,249,283,0,57,156,668,14
20190113T21Z,248,277,0,58,136,646,25
20190113T20Z,248,268,0,58,122,667,28
20190113T19Z,248,271,0,58,109,682,44
20190113T18Z,248,276,0,56,99,686,55
20190113T17Z,259,275,0,59,51,764,48
20190113T16Z,359,278,0,57,6,789,31
20190113T15Z,281,279,0,58,1,731,20
20190113T14Z,251,286,0,59,1,740,42
20190113T13Z,260,286,0,59,1,633,40
20190113T12Z,249,288,-1,58,1,608,44
20190113T11Z,248,283,0,56,1,612,51
20190113T10Z,248,282,0,58,1,597,77
20190113T09Z,307,280,0,58,0,647,84
20190113T08Z,465,263,0,57,1,663,116
20190113T07Z,437,281,0,59,1,761,104
20190113T06Z,520,280,0,59,1,772,103
20190113T05Z,529,280,0,61,1,833,131
20190113T04Z,356,281,0,57,1,842,211
20190113T03Z,249,280,0,57,1,789,223
20190113T02Z,252,281,0,57,1,787,201
20190113T01Z,273,281,0,59,4,808,169
20190113T00Z,249,275,0,56,80,634,169
20190112T23Z,249,269,0,57,172,619,215
20190112T22Z,248,264,0,59,161,605,270
20190112T21Z,249,279,0,58,129,581,302
20190112T20Z,249,270,0,58,117,578,376
20190112T19Z,248,278,0,56,110,602,451
20190112T18Z,263,280,0,59,105,609,422
20190112T17Z,379,280,0,58,65,658,400
20190112T16Z,277,281,0,59,10,638,345
20190112T15Z,268,280,0,58,1,636,381
20190112T14Z,251,281,0,57,1,612,470
20190112T13Z,248,281,0,58,1,578,514
20190112T12Z,248,280,0,56,1,511,512
20190112T11Z,249,280,0,58,1,513,491
20190112T10Z,249,281,0,55,1,516,485
20190112T09Z,251,280,0,58,1,512,487
20190112T08Z,249,280,0,55,1,511,489
20190112T07Z,254,282,0,57,1,525,472
20190112T06Z,303,280,0,57,1,523,436
20190112T05Z,277,281,0,59,1,565,379
20190112T04Z,257,281,0,62,1,711,363
20190112T03Z,289,279,0,58,1,702,326
20190112T02Z,296,282,0,58,1,825,332
20190112T01Z,311,280,0,56,1,806,380
20190112T00Z,218,281,0,58,68,656,403
20190111T23Z,241,280,0,56,154,529,430
20190111T22Z,249,272,0,57,149,492,431
20190111T21Z,249,275,0,57,125,480,405
20190111T20Z,248,281,0,56,136,494,362
20190111T19Z,251,281,0,57,137,505,357
20190111T18Z,292,280,0,58,146,599,316
20190111T17Z,378,281,0,58,84,714,288
20190111T16Z,464,281,0,59,12,871,200
20190111T15Z,480,280,-1,59,1,869,217
20190111T14Z,307,280,0,56,1,792,232
20190111T13Z,280,280,0,57,1,663,169
20190111T12Z,252,281,0,59,1,631,144
20190111T11Z,250,281,0,56,1,631,109
20190111T10Z,251,280,0,59,1,627,103
20190111T09Z,253,282,0,57,1,640,55
20190111T08Z,275,281,0,59,0,568,40
20190111T07Z,277,281,0,55,0,667,37
20190111T06Z,355,280,0,56,0,781,58
20190111T05Z,436,281,0,58,0,781,78
20190111T04Z,393,281,0,56,0,833,96
20190111T03Z,355,281,0,59,0,829,79
20190111T02Z,285,280,0,56,0,825,86
20190111T01Z,276,280,0,46,2,783,65
20190111T00Z,277,274,0,51,86,713,75
20190110T23Z,276,252,0,58,159,543,108
20190110T22Z,275,264,0,54,139,539,25
20190110T21Z,274,252,0,55,134,588,10
