,coal,natural gas,nuclear,petroleum,other,solar,hydro,wind
20191028T07-07,3397,7222,5341,0,38,34,686,322
20191028T06-07,3291,6221,5332,0,40,32,362,366
20191028T05-07,3169,5928,5336,0,28,31,194,367
20191028T04-07,3110,5554,5329,0,31,23,179,389
20191028T03-07,3073,5544,5324,0,37,8,176,424
20191028T02-07,3154,5724,5319,0,39,0,186,407
20191028T01-07,3299,5858,5315,0,35,7,257,458
20191028T00-07,3246,6158,5314,0,32,29,479,519
20191027T23-07,3275,6717,5292,0,35,38,511,602
20191027T22-07,3327,7573,5300,0,39,6,748,640
20191027T21-07,3372,7830,5301,0,35,8,871,638
20191027T20-07,3384,7618,5297,0,48,34,954,630
20191027T19-07,3548,7908,5292,0,47,72,1093,687
20191027T18-07,3348,7994,5283,0,47,133,1120,700
20191027T17-07,3077,6484,5297,0,45,711,627,728
20191027T16-07,3021,5586,5295,0,37,1100,342,673
20191027T15-07,2936,5284,5305,0,36,1330,373,577
20191027T14-07,2853,5067,5319,0,37,1396,298,576
20191027T13-07,2859,4863,5322,0,33,1396,190,532
20191027T12-07,2842,4334,5323,0,36,1406,191,579
20191027T11-07,2847,4049,5317,0,32,1411,186,618
20191027T10-07,2897,3917,5324,0,41,1374,183,606
20191027T09-07,2922,3905,5333,0,40,1222,203,571
20191027T08-07,2944,4367,5345,0,40,547,299,574
20191027T07-07,3000,4672,5332,0,42,103,435,588
20191027T06-07,3030,4648,5340,0,40,80,342,445
20191027T05-07,2938,4609,5330,0,30,72,282,484
20191027T04-07,2898,4480,5333,0,33,64,175,529
20191027T03-07,2899,4514,5326,0,39,77,280,501
20191027T02-07,2957,4754,5338,0,40,82,327,484
20191027T01-07,2943,5402,5330,0,39,93,338,513
20191027T00-07,3037,6302,5321,0,33,94,319,471
20191026T23-07,3105,6798,5326,0,37,175,567,514
20191026T22-07,3018,7495,5323,0,39,215,949,567
20191026T21-07,2929,7972,5328,0,37,207,954,562
20191026T20-07,2903,8269,5320,0,49,221,986,574
20191026T19-07,3090,8262,5324,0,50,230,975,557
20191026T18-07,3187,7568,5319,0,47,293,989,556
20191026T17-07,3112,6837,5320,0,47,822,763,581
20191026T16-07,2996,6096,5336,0,38,1407,538,571
20191026T15-07,2881,5445,5321,0,37,1539,449,588
20191026T14-07,2847,5253,5324,0,38,1553,293,575
20191026T13-07,2818,5204,5313,0,36,1525,245,557
20191026T12-07,2726,4984,5313,0,35,1522,244,537
20191026T11-07,2565,5057,5321,0,37,1560,244,508
20191026T10-07,2502,5311,5328,0,40,1515,252,485
20191026T09-07,2426,5766,5332,0,42,1182,255,467
20191026T08-07,2321,6483,5335,0,41,517,511,472
