,coal,natural gas,nuclear,petroleum,other,solar,hydro,wind
20191127T15-07,1204,883,3978.0,0,30,286,0,0
20191127T14-07,1197,818,3973.0,0,31,355,0,0
20191127T13-07,1206,831,3974.0,0,29,339,0,0
20191127T12-07,1222,840,3979.0,0,31,242,0,0
20191127T11-07,1289,1064,3991.0,0,30,224,0,0
20191127T10-07,1453,1407,3991.0,0,31,176,0,0
20191127T09-07,1478,1621,3988.0,0,31,119,0,0
20191127T08-07,1476,1464,3994.0,0,30,84,0,0
20191127T07-07,1452,1440,3992.0,0,30,82,0,0
20191127T06-07,1282,1114,3993.0,0,31,74,0,0
20191127T05-07,1258,980,3992.0,0,30,66,0,0
20191127T04-07,1256,1086,3990.0,0,30,71,0,0
20191127T03-07,1265,1190,3990.0,0,31,77,0,0
20191127T02-07,1350,1280,3990.0,0,31,41,0,0
20191127T01-07,1467,1189,3988.0,0,30,47,0,0
20191127T00-07,1450,1235,3990.0,0,30,49,0,0
20191126T23-07,1468,1263,3988.0,0,31,52,0,0
20191126T22-07,1467,1462,3989.0,0,31,59,0,0
20191126T21-07,1467,1518,3988.0,0,30,144,0,0
20191126T20-07,1437,1507,3989.0,0,31,143,0,0
20191126T19-07,1375,1165,3990.0,0,30,137,0,0
20191126T18-07,1266,952,3998.0,0,31,141,0,0
20191126T17-07,1240,830,3989.0,0,30,219,0,0
20191126T16-07,1228,733,3992.0,0,31,335,0,0
20191126T15-07,1232,729,3991.0,0,31,351,0,0
20191126T14-07,1240,731,3994.0,0,30,343,0,0
20191126T13-07,1249,735,3978.0,0,31,331,0,0
20191126T12-07,1228,744,3981.0,0,31,335,0,0
20191126T11-07,1239,840,3978.0,0,31,332,0,0
20191126T10-07,1242,908,4022.0,0,29,252,0,0
20191126T09-07,1234,971,3988.0,0,32,114,0,0
20191126T08-07,1302,976,3985.0,0,32,12,0,0
20191126T07-07,1275,953,3987.0,0,30,13,0,0
20191126T06-07,1189,731,3990.0,0,31,17,0,0
20191126T05-07,1126,734,3986.0,0,32,13,0,0
20191126T04-07,1123,749,3982.0,0,31,15,0,0
20191126T03-07,1124,668,3984.0,0,31,30,0,0
20191126T02-07,1173,706,3980.0,0,31,40,0,0
20191126T01-07,1242,738,3978.0,0,32,42,0,0
20191126T00-07,1243,730,3974.0,0,30,49,0,0
20191125T23-07,1246,899,3974.0,0,32,47,0,0
20191125T22-07,1250,915,3965.0,0,30,45,0,0
20191125T21-07,1323,1040,3966.0,0,32,55,0,0
20191125T20-07,1331,966,3966.0,0,30,77,0,0
20191125T19-07,1337,937,3970.0,0,32,66,0,0
20191125T18-07,1308,969,3970.0,0,31,91,0,0
20191125T17-07,1247,784,3970.0,0,31,224,0,0
20191125T16-07,1268,728,3970.0,0,30,329,0,0
20191125T15-07,1248,681,3976.0,0,32,254,0,0
20191125T14-07,1200,618,3979.0,0,30,262,0,0
20191125T13-07,1193,665,3979.0,0,31,256,0,0
20191125T12-07,1214,690,3983.0,0,31,245,0,0
20191125T11-07,1304,760,3991.0,0,32,214,0,0
20191125T10-07,1413,806,3984.0,0,30,183,0,0
20191125T09-07,1550,1169,3993.0,0,31,105,0,0
