,coal,natural gas,solar,hydro,wind
20181024T23-07,2370,682,0,554,179
20181024T22-07,2247,660,0,551,254
20181024T21-07,2302,713,0,664,204
20181024T20-07,2293,715,0,743,223
20181024T19-07,2229,775,0,772,240
20181024T18-07,2212,745,0,802,240
20181024T17-07,2246,636,11,765,309
20181024T16-07,2223,633,30,680,346
20181024T15-07,2290,669,34,547,261
20181024T14-07,2607,672,30,674,246
20181024T13-07,2618,639,38,565,244
20181024T12-07,2615,647,34,573,222
20181024T11-07,2652,638,32,588,271
20181024T10-07,2636,631,34,-17590,264
20181024T09-07,2674,606,25,760,259
20181024T08-07,2725,652,7,784,248
20181024T07-07,2665,633,0,798,264
20181024T06-07,2559,612,0,821,208
20181024T05-07,2388,582,0,568,251
20181024T04-07,2264,514,0,478,335
20181024T03-07,2292,510,0,466,415
20181024T02-07,2265,501,0,461,508
20181024T01-07,2208,506,0,468,533
20181024T00-07,2216,475,0,495,600
20181023T23-07,2265,502,0,584,624
20181023T22-07,2280,516,0,601,625
20181023T21-07,2412,591,0,780,629
20181023T20-07,2449,636,0,902,619
20181023T19-07,2490,609,0,934,620
20181023T18-07,2545,686,0,908,622
20181023T17-07,2579,576,12,823,592
20181023T16-07,2567,517,20,784,542
20181023T15-07,2573,550,26,716,515
20181023T14-07,2573,569,37,668,535
20181023T13-07,2576,587,28,657,529
20181023T12-07,2580,574,32,664,499
20181023T11-07,2598,662,30,703,451
20181023T10-07,2639,666,20,740,330
20181023T09-07,2652,636,13,802,251
20181023T08-07,2705,676,6,852,262
20181023T07-07,2694,692,0,880,297
20181023T06-07,2615,708,0,809,284
20181023T05-07,2535,622,0,511,287
20181023T04-07,2514,513,0,473,257
20181023T03-07,2481,449,0,478,252
20181023T02-07,2486,444,0,467,276
20181023T01-07,2496,440,0,463,384
20181023T00-07,2484,510,0,568,436
20181022T23-07,2467,567,0,618,436
20181022T22-07,2480,586,0,628,522
20181022T21-07,2539,584,0,790,541
20181022T20-07,2616,608,0,839,524
20181022T19-07,2719,608,0,913,476
20181022T18-07,2719,553,0,869,448
20181022T17-07,2772,543,7,812,290
20181022T16-07,2758,507,8,756,146
20181022T15-07,2758,527,23,749,114
20181022T14-07,2752,516,24,714,67
20181022T13-07,2746,526,30,677,59
20181022T12-07,2785,507,36,691,40
20181022T11-07,2782,498,38,690,18
20181022T10-07,2784,516,35,727,7
20181022T09-07,2792,510,37,724,12
20181022T08-07,2749,509,17,720,58
20181022T07-07,2756,504,0,849,119
20181022T06-07,2774,505,0,798,98
20181022T05-07,2647,471,0,527,64
20181022T04-07,2582,438,0,480,101
20181022T03-07,2549,421,0,506,108
20181022T02-07,2575,420,0,462,140
20181022T01-07,2591,428,0,463,174
20181022T00-07,2663,437,0,473,123
20181021T23-07,2749,460,0,530,139
20181021T22-07,2776,489,0,626,148
20181021T21-07,2795,492,0,821,194
20181021T20-07,2788,507,0,844,237
20181021T19-07,2829,504,0,922,226
20181021T18-07,2794,505,0,892,125
20181021T17-07,2741,507,8,912,46
20181021T16-07,2710,512,29,787,38
20181021T15-07,2551,518,41,692,59
20181021T14-07,2506,517,40,682,73
20181021T13-07,2498,512,37,642,127
20181021T12-07,2501,512,38,604,237
20181021T11-07,2524,514,41,595,350
20181021T10-07,2526,508,43,602,321
20181021T09-07,2514,504,42,596,284
20181021T08-07,2473,491,21,671,422
20181021T07-07,2427,481,0,663,435
20181021T06-07,2428,471,0,673,395
20181021T05-07,2408,449,0,534,378
20181021T04-07,2434,436,0,527,395
20181021T03-07,2388,431,0,535,438
20181021T02-07,2408,432,0,483,426
20181021T01-07,2412,441,0,496,480
20181021T00-07,2366,451,0,517,518
20181020T23-07,2482,473,0,595,616
20181020T22-07,2535,490,0,696,674
20181020T21-07,2520,493,0,872,636
20181020T20-07,2500,495,0,964,620
20181020T19-07,2499,509,0,940,539
20181020T18-07,2649,505,1,863,363
20181020T17-07,2655,500,16,903,148
20181020T16-07,2644,512,39,812,39
20181020T15-07,2613,518,43,727,15
20181020T14-07,2604,518,43,670,6
20181020T13-07,2613,517,40,672,1
20181020T12-07,2612,520,40,651,-3
20181020T11-07,2614,518,42,655,5
20181020T10-07,2627,517,44,653,6
20181020T09-07,2594,517,45,683,17
20181020T08-07,2600,514,18,736,142
20181020T07-07,2590,511,1,587,219
20181020T06-07,2451,493,0,704,267
20181020T05-07,2409,455,0,555,248
20181020T04-07,2430,444,0,469,200
20181020T03-07,2441,440,0,469,207
20181020T02-07,2504,440,0,476,170
20181020T01-07,2466,448,0,483,77
20181020T00-07,2510,460,0,490,14
20181019T23-07,2594,481,0,533,1
20181019T22-07,2655,579,0,603,13
20181019T21-07,2706,581,0,793,34
20181019T20-07,2739,674,0,926,63
20181019T19-07,2744,672,0,956,138
20181019T18-07,2703,658,1,930,196
20181019T17-07,2620,539,18,892,302
20181019T16-07,2515,541,42,800,479
20181019T15-07,2462,545,47,681,541
20181019T14-07,2416,548,44,703,581
20181019T13-07,2388,543,43,689,633
20181019T12-07,2440,543,43,647,674
20181019T11-07,2457,538,45,674,711
20181019T10-07,2491,548,48,701,720
20181019T09-07,2537,551,46,704,703
20181019T08-07,2494,633,26,767,686
20181019T07-07,2444,629,0,817,692
20181019T06-07,2446,525,0,812,706
20181019T05-07,2393,487,0,583,660
20181019T04-07,2426,455,0,479,596
20181019T03-07,2472,440,0,472,553
20181019T02-07,2418,438,0,458,532
20181019T01-07,2446,447,0,464,592
20181019T00-07,2429,460,0,499,573
20181018T23-07,2424,486,0,557,511
20181018T22-07,2530,597,0,586,417
20181018T21-07,2594,627,0,748,413
20181018T20-07,2599,633,0,908,470
20181018T19-07,2645,640,0,917,564
20181018T18-07,2565,644,1,898,625
20181018T17-07,2415,556,10,852,613
20181018T16-07,2355,550,27,784,571
20181018T15-07,2393,556,36,694,561
20181018T14-07,2415,558,36,692,569
20181018T13-07,2475,558,36,691,583
20181018T12-07,2386,558,31,686,576
20181018T11-07,2479,560,33,685,560
20181018T10-07,2508,570,32,734,523
20181018T09-07,2605,580,33,731,511
20181018T08-07,2555,627,20,812,504
20181018T07-07,2622,614,1,878,511
20181018T06-07,2495,588,0,796,491
20181018T05-07,2463,503,0,567,522
20181018T04-07,2430,464,0,474,555
20181018T03-07,2375,449,0,478,504
20181018T02-07,2341,449,0,461,527
20181018T01-07,2318,454,0,465,604
20181018T00-07,2329,466,0,475,628
20181017T23-07,2370,512,0,546,659
20181017T22-07,2401,699,0,607,645
20181017T21-07,2498,730,0,784,649
20181017T20-07,2517,738,0,913,611
20181017T19-07,2597,768,0,936,637
20181017T18-07,2622,741,0,938,525
20181017T17-07,2628,654,12,864,437
20181017T16-07,2595,658,19,805,370
20181017T15-07,2628,657,27,727,315
20181017T14-07,2648,656,33,698,281
20181017T13-07,2643,660,25,638,235
20181017T12-07,2693,685,27,658,213
20181017T11-07,2748,685,25,690,186
20181017T10-07,2763,692,23,723,134
20181017T09-07,2780,728,21,705,47
20181017T08-07,2772,778,15,829,37
20181017T07-07,2775,769,1,844,17
20181017T06-07,2759,724,0,797,11
20181017T05-07,2664,647,0,621,22
20181017T04-07,2626,496,0,529,23
20181017T03-07,2530,479,0,533,14
20181017T02-07,2508,530,0,496,27
20181017T01-07,2572,487,0,476,21
20181017T00-07,2591,572,0,512,34
20181016T23-07,2636,615,0,601,65
20181016T22-07,2590,687,0,661,100
20181016T21-07,2709,720,0,881,97
20181016T20-07,2774,755,0,938,74
20181016T19-07,2744,729,0,957,55
20181016T18-07,2674,762,0,910,65
20181016T17-07,2569,710,8,879,99
20181016T16-07,2504,714,18,739,211
20181016T15-07,2505,675,27,721,263
20181016T14-07,2506,720,37,717,309
20181016T13-07,2527,677,34,703,253
20181016T12-07,2583,735,35,675,255
20181016T11-07,2646,798,33,679,269
20181016T10-07,2677,788,36,680,300
20181016T09-07,2746,764,23,693,292
20181016T08-07,2768,933,16,775,444
20181016T07-07,2708,766,1,749,519
20181016T06-07,2646,694,0,779,529
20181016T05-07,2539,584,0,627,524
20181016T04-07,2532,553,0,518,471
20181016T03-07,2495,541,0,519,443
20181016T02-07,2475,537,0,511,415
20181016T01-07,2466,540,0,514,397
20181016T00-07,2434,533,0,496,401
20181015T23-07,2449,626,0,543,409
20181015T22-07,2524,698,0,584,443
20181015T21-07,2646,754,0,789,411
20181015T20-07,2729,767,0,898,325
20181015T19-07,2699,775,0,897,240
20181015T18-07,2719,720,1,873,137
20181015T17-07,2570,619,23,871,126
20181015T16-07,2507,625,43,751,159
20181015T15-07,2446,686,46,689,174
20181015T14-07,2521,697,45,687,205
20181015T13-07,2475,701,43,661,254
20181015T12-07,2520,711,44,663,225
20181015T11-07,2598,720,44,681,142
20181015T10-07,2646,670,44,719,134
20181015T09-07,2686,673,43,735,200
20181015T08-07,2612,743,26,764,319
20181015T07-07,2654,755,1,791,380
20181015T06-07,2587,710,0,764,352
20181015T05-07,2514,640,0,603,350
20181015T04-07,2486,555,0,470,331
20181015T03-07,2425,518,0,476,221
20181015T02-07,2400,527,0,460,169
20181015T01-07,2426,512,0,481,148
20181015T00-07,2435,548,0,539,147
20181014T23-07,2489,593,0,604,168
20181014T22-07,2603,639,0,663,168
20181014T21-07,2692,703,0,788,165
20181014T20-07,2666,733,0,878,184
20181014T19-07,2613,751,0,911,180
20181014T18-07,2562,672,1,871,215
20181014T17-07,2380,628,18,861,248
20181014T16-07,2203,650,35,811,329
20181014T15-07,2251,612,38,653,378
20181014T14-07,2240,603,40,645,381
20181014T13-07,2273,626,37,618,340
20181014T12-07,2220,642,39,603,371
20181014T11-07,2137,662,33,561,391
20181014T10-07,2119,676,32,578,386
20181014T09-07,2093,661,29,578,357
20181014T08-07,2057,589,14,585,388
20181014T07-07,2021,571,0,599,406
20181014T06-07,2002,523,0,567,452
20181014T05-07,2000,487,0,576,457
20181014T04-07,1969,472,0,489,462
20181014T03-07,1994,472,0,459,487
20181014T02-07,2034,498,0,498,499
20181014T01-07,2055,479,0,497,553
20181014T00-07,2001,474,0,565,632
20181013T23-07,2029,509,0,617,712
20181013T22-07,2122,549,0,656,588
20181013T21-07,2147,566,0,834,381
20181013T20-07,2177,566,0,855,469
20181013T19-07,2192,575,0,916,528
20181013T18-07,2185,570,1,880,502
20181013T17-07,2085,559,9,840,450
20181013T16-07,726,532,0,188,263
20181013T15-07,2057,554,43,677,267
20181013T14-07,2068,563,45,658,181
20181013T13-07,2058,551,43,652,151
20181013T12-07,2115,558,41,632,163
20181013T11-07,2138,604,43,634,216
20181013T10-07,2186,583,44,643,268
20181013T09-07,2195,606,46,657,227
20181013T08-07,2180,560,28,680,245
20181013T07-07,2185,541,3,722,323
20181013T06-07,2145,508,0,753,343
20181013T05-07,2138,521,0,585,268
20181013T04-07,2106,524,0,527,288
20181013T03-07,2025,502,0,556,264
20181013T02-07,1976,503,0,548,376
20181013T01-07,2011,512,0,542,443
20181013T00-07,2066,511,0,529,459
20181012T23-07,2051,519,0,637,478
20181012T22-07,2145,520,0,607,535
20181012T21-07,2177,533,0,786,529
20181012T20-07,2196,532,0,844,449
20181012T19-07,2184,599,0,906,397
20181012T18-07,2163,563,1,844,304
20181012T17-07,2113,576,22,858,243
20181012T16-07,2156,600,42,804,245
20181012T15-07,2153,609,41,750,257
20181012T14-07,2168,610,31,657,248
20181012T13-07,2107,607,40,679,349
20181012T12-07,2203,594,33,746,360
20181012T11-07,2209,596,24,784,298
20181012T10-07,2262,606,22,791,261
20181012T09-07,2257,611,34,806,288
20181012T08-07,2191,618,21,857,321
20181012T07-07,2135,680,4,780,423
20181012T06-07,2084,670,0,822,410
20181012T05-07,2096,657,0,631,324
20181012T04-07,2175,600,0,523,308
20181012T03-07,2197,583,0,513,156
20181012T02-07,2194,604,0,516,134
20181012T01-07,996,612,0,513,140
20181012T00-07,2254,621,0,534,137
20181011T23-07,2201,652,0,603,134
20181011T22-07,2274,776,0,592,144
20181011T21-07,2270,876,0,782,189
20181011T20-07,2255,896,0,936,100
20181011T19-07,2296,841,0,967,72
20181011T18-07,2286,852,0,941,101
20181011T17-07,2275,824,3,895,196
20181011T16-07,2215,809,4,835,321
20181011T15-07,2218,812,8,773,343
20181011T14-07,2219,838,24,738,325
20181011T13-07,2221,854,18,729,313
20181011T12-07,2265,855,13,758,267
20181011T11-07,2250,850,8,749,247
20181011T10-07,2289,835,17,750,172
20181011T09-07,2294,850,5,804,115
20181011T08-07,2288,917,2,858,88
20181011T07-07,2259,910,0,797,117
20181011T06-07,2289,788,0,754,84
20181011T05-07,2303,696,0,562,55
20181011T04-07,2274,612,0,462,59
20181011T03-07,2277,596,0,453,42
20181011T02-07,2264,595,0,443,36
20181011T01-07,2274,650,0,434,28
20181011T00-07,2261,676,0,437,14
20181010T23-07,2264,715,0,461,7
20181010T22-07,2305,815,0,588,13
20181010T21-07,2340,889,0,782,23
20181010T20-07,2337,894,0,902,25
20181010T19-07,2341,908,0,899,33
20181010T18-07,2342,905,1,896,57
20181010T17-07,2324,887,5,892,63
20181010T16-07,2347,857,20,836,84
20181010T15-07,2347,854,19,765,57
20181010T14-07,2348,853,21,714,65
20181010T13-07,2341,858,22,721,85
20181010T12-07,2336,865,24,709,117
20181010T11-07,2358,862,28,703,167
20181010T10-07,2330,860,29,678,215
20181010T09-07,2254,865,25,679,233
20181010T08-07,2245,773,2,723,231
20181010T07-07,2176,695,0,855,271
20181010T06-07,2146,661,0,818,305
20181010T05-07,2102,618,0,631,299
20181010T04-07,2070,581,0,509,340
20181010T03-07,2070,565,0,463,288
20181010T02-07,2068,561,0,467,324
20181010T01-07,2067,564,0,490,334
20181010T00-07,2080,555,0,602,330
20181009T23-07,2122,640,0,665,328
20181009T22-07,2149,651,0,690,330
20181009T21-07,2153,790,0,817,423
20181009T20-07,2238,810,0,861,311
20181009T19-07,2269,821,0,895,453
20181009T18-07,2329,822,2,848,480
20181009T17-07,2389,720,17,795,467
20181009T16-07,2426,689,24,686,473
20181009T15-07,2458,637,22,676,487
20181009T14-07,2495,658,21,630,477
20181009T13-07,2491,549,15,651,461
20181009T12-07,2491,639,19,653,446
20181009T11-07,2419,632,21,619,440
20181009T10-07,2363,660,16,635,457
20181009T09-07,2377,654,11,566,461
20181009T08-07,2583,681,4,625,395
20181009T07-07,2584,664,0,720,304
20181009T06-07,2504,667,0,627,323
20181009T05-07,2454,586,0,482,317
20181009T04-07,2325,537,0,418,264
20181009T03-07,2308,520,0,411,216
20181009T02-07,2314,513,0,407,166
20181009T01-07,2324,530,0,435,93
20181009T00-07,2353,593,0,467,76
20181008T23-07,2476,599,0,485,75
20181008T22-07,2582,613,0,593,76
20181008T21-07,2643,650,0,762,77
20181008T20-07,2718,684,0,833,76
20181008T19-07,2741,693,0,804,59
20181008T18-07,2728,702,1,837,48
20181008T17-07,2703,661,5,821,58
20181008T16-07,2695,644,8,755,76
20181008T15-07,2719,639,9,745,114
20181008T14-07,2714,641,15,713,152
20181008T13-07,2695,643,21,700,230
20181008T12-07,2715,649,24,690,323
20181008T11-07,2727,650,20,651,385
20181008T10-07,2720,674,14,684,422
20181008T09-07,2689,685,9,681,463
20181008T08-07,2673,688,3,735,492
20181008T07-07,2676,685,0,684,528
20181008T06-07,2644,691,0,675,524
20181008T05-07,2471,633,0,490,505
20181008T04-07,2414,555,0,424,485
20181008T03-07,2412,540,0,402,500
20181008T02-07,2403,538,0,435,366
20181008T01-07,2417,559,0,404,307
20181008T00-07,2482,562,0,437,302
20181007T23-07,2481,587,0,457,248
20181007T22-07,2549,629,0,590,223
20181007T21-07,2695,662,0,716,177
20181007T20-07,2716,684,0,804,140
20181007T19-07,2716,715,0,827,79
20181007T18-07,2715,711,1,799,83
20181007T17-07,2627,715,2,806,78
20181007T16-07,2545,697,5,774,92
20181007T15-07,2502,689,10,682,215
20181007T14-07,2328,701,24,638,217
20181007T13-07,2306,704,13,638,176
20181007T12-07,2372,705,10,652,140
20181007T11-07,2322,737,3,621,158
20181007T10-07,2327,728,7,608,185
20181007T09-07,2319,712,2,582,198
20181007T08-07,2283,624,2,580,155
20181007T07-07,2270,610,0,559,178
20181007T06-07,2270,638,0,564,239
20181007T05-07,2259,600,0,483,261
20181007T04-07,2215,599,0,427,321
20181007T03-07,2208,590,0,421,351
20181007T02-07,2191,592,0,421,374
20181007T01-07,2184,602,0,431,370
20181007T00-07,2090,600,0,539,408
20181006T23-07,1968,588,0,636,457
20181006T22-07,1979,634,0,679,557
20181006T21-07,1981,654,0,824,585
20181006T20-07,2030,695,0,840,580
20181006T19-07,2041,712,0,839,584
20181006T18-07,2019,649,0,825,508
20181006T17-07,1978,616,5,816,514
20181006T16-07,2039,667,12,806,499
20181006T15-07,2006,677,9,753,449
20181006T14-07,2029,706,15,717,411
20181006T13-07,2044,687,21,689,378
20181006T12-07,2074,704,23,671,316
20181006T11-07,2193,706,30,599,259
20181006T10-07,2234,708,15,602,199
20181006T09-07,2181,672,6,587,157
20181006T08-07,2123,654,4,583,101
20181006T07-07,2095,641,0,665,81
20181006T06-07,2095,645,0,614,48
20181006T05-07,1958,638,0,495,42
20181006T04-07,1893,564,0,478,43
20181006T03-07,1808,598,0,450,59
20181006T02-07,1742,615,0,419,86
20181006T01-07,1691,607,0,494,166
20181006T00-07,1627,614,0,541,310
20181005T23-07,1629,628,0,584,408
20181005T22-07,1646,601,0,622,478
20181005T21-07,1744,639,0,747,550
20181005T20-07,1905,682,0,831,565
20181005T19-07,2076,666,0,831,605
20181005T18-07,2019,645,2,847,665
20181005T17-07,1968,658,11,842,705
20181005T16-07,1974,686,18,832,591
20181005T15-07,1925,690,33,790,435
20181005T14-07,1951,679,40,753,406
20181005T13-07,1970,670,31,755,361
20181005T12-07,2122,695,38,721,340
20181005T11-07,2171,698,34,728,173
20181005T10-07,2184,704,30,705,38
20181005T09-07,2165,688,25,674,34
20181005T08-07,2246,723,27,689,58
20181005T07-07,2251,679,5,728,56
20181005T06-07,2141,660,0,697,58
20181005T05-07,1946,557,0,556,163
20181005T04-07,1906,525,0,453,223
20181005T03-07,1852,516,0,412,287
20181005T02-07,1873,516,0,411,293
20181005T01-07,1899,523,0,417,376
20181005T00-07,1947,511,0,502,413
20181004T23-07,2019,533,0,581,358
20181004T22-07,2084,549,0,642,354
20181004T21-07,2187,577,0,747,344
20181004T20-07,2261,587,0,848,378
20181004T19-07,2184,665,0,876,441
20181004T18-07,2144,658,2,844,399
20181004T17-07,2142,661,24,825,418
20181004T16-07,2160,666,42,778,443
20181004T15-07,2128,660,40,731,454
20181004T14-07,2133,664,30,702,454
20181004T13-07,2122,660,34,733,447
20181004T12-07,2103,587,42,718,453
20181004T11-07,2155,584,39,740,471
20181004T10-07,2153,584,37,735,500
20181004T09-07,2150,605,37,690,476
20181004T08-07,2225,626,17,730,382
20181004T07-07,2221,646,1,701,260
20181004T06-07,2204,640,0,642,175
20181004T05-07,2080,627,0,481,201
20181004T04-07,1976,588,0,428,188
20181004T03-07,1881,547,0,415,178
20181004T02-07,1873,544,0,412,183
20181004T01-07,1948,538,0,448,312
20181004T00-07,2019,507,0,516,398
20181003T23-07,2006,539,0,616,420
20181003T22-07,2045,607,0,665,452
20181003T21-07,2155,678,0,801,513
20181003T20-07,2195,702,0,795,568
20181003T19-07,2190,657,0,783,530
20181003T18-07,2191,622,3,735,523
20181003T17-07,2196,671,25,819,454
20181003T16-07,2147,706,35,814,407
20181003T15-07,2122,704,30,801,351
20181003T14-07,2121,691,40,789,423
20181003T13-07,2107,649,42,726,418
20181003T12-07,2131,699,41,701,475
20181003T11-07,2078,671,45,693,466
20181003T10-07,2119,618,45,665,507
20181003T09-07,2105,638,43,651,426
20181003T08-07,2056,632,28,624,445
20181003T07-07,2048,604,3,632,464
20181003T06-07,1987,629,0,628,443
20181003T05-07,1936,513,0,498,407
20181003T04-07,1793,480,0,454,291
20181003T03-07,1781,472,0,412,370
20181003T02-07,1838,474,0,412,414
20181003T01-07,1880,513,0,461,342
20181003T00-07,1895,504,0,566,246
20181002T23-07,1958,534,0,666,235
20181002T22-07,2029,597,0,616,247
20181002T21-07,2140,625,0,734,321
20181002T20-07,2218,663,0,778,281
20181002T19-07,2226,665,0,823,300
20181002T18-07,677,667,0,811,290
20181002T17-07,2115,684,3,832,360
20181002T16-07,2117,690,10,793,251
20181002T15-07,2125,673,12,778,184
20181002T14-07,2074,716,20,769,147
20181002T13-07,2024,712,22,760,121
20181002T12-07,2074,705,23,719,128
20181002T11-07,2112,704,17,648,100
20181002T10-07,2121,697,12,652,44
20181002T09-07,2169,696,8,656,58
20181002T08-07,2198,695,3,591,84
20181002T07-07,2209,704,0,674,127
20181002T06-07,2088,695,0,648,161
20181002T05-07,1950,569,0,520,190
20181002T04-07,1904,504,0,428,229
20181002T03-07,1923,513,0,407,262
20181002T02-07,1870,522,0,438,249
20181002T01-07,1916,559,0,434,307
20181002T00-07,1951,641,0,483,294
20181001T23-07,2113,591,0,605,231
20181001T22-07,2178,656,0,612,161
20181001T21-07,2375,695,0,762,221
20181001T20-07,2562,714,0,802,188
20181001T19-07,2680,715,0,831,144
20181001T18-07,2678,711,1,826,131
20181001T17-07,2656,702,3,832,115
20181001T16-07,2645,694,4,811,92
20181001T15-07,2658,668,9,790,117
20181001T14-07,2683,658,23,769,65
20181001T13-07,2619,684,22,747,57
20181001T12-07,2590,653,18,742,31
20181001T11-07,2627,689,17,693,55
20181001T10-07,2687,682,10,661,91
20181001T09-07,2752,683,6,616,102
20181001T08-07,2775,703,1,646,119
20181001T07-07,2764,711,0,666,90
20181001T06-07,2734,691,0,632,123
20181001T05-07,2625,569,0,501,114
20181001T04-07,2472,496,0,428,114
20181001T03-07,2421,416,0,434,160
20181001T02-07,2420,411,0,430,199
20181001T01-07,2434,402,0,516,235
20181001T00-07,2407,440,0,514,304
20180930T23-07,2523,495,0,636,334
20180930T22-07,2576,528,0,687,343
20180930T21-07,2708,594,0,761,302
20180930T20-07,2728,599,0,788,278
20180930T19-07,2720,642,0,828,272
20180930T18-07,2660,573,2,853,309
20180930T17-07,2602,553,13,828,335
20180930T16-07,2582,549,22,819,310
20180930T15-07,2699,549,30,808,282
20180930T14-07,2732,632,31,807,254
20180930T13-07,2707,635,31,770,216
20180930T12-07,2713,584,31,726,147
20180930T11-07,2663,577,34,690,116
20180930T10-07,2589,611,33,620,85
20180930T09-07,2464,527,29,625,152
20180930T08-07,2373,475,18,565,265
20180930T07-07,2368,446,2,560,381
20180930T06-07,2260,458,0,549,414
20180930T05-07,2188,446,0,522,391
20180930T04-07,2164,436,0,470,360
20180930T03-07,2203,435,0,475,364
20180930T02-07,2328,438,0,453,334
20180930T01-07,2391,448,0,466,294
20180930T00-07,2408,472,0,509,265
20180929T23-07,2315,513,0,606,298
20180929T22-07,2280,532,0,732,395
20180929T21-07,2313,581,0,810,498
20180929T20-07,2384,610,0,821,543
20180929T19-07,2540,668,0,894,544
20180929T18-07,2531,576,4,899,465
20180929T17-07,2597,567,23,895,416
20180929T16-07,2640,571,33,850,301
20180929T15-07,2589,564,37,880,183
20180929T14-07,2558,554,38,864,133
20180929T13-07,2548,549,39,837,128
20180929T12-07,2490,546,40,782,162
20180929T11-07,2490,549,41,785,232
20180929T10-07,2383,549,38,745,304
20180929T09-07,2317,562,36,669,447
20180929T08-07,2269,514,18,616,493
20180929T07-07,2318,481,0,581,485
20180929T06-07,2284,462,0,537,482
20180929T05-07,2228,437,0,441,523
20180929T04-07,2234,423,0,421,577
20180929T03-07,2233,418,0,447,572
20180929T02-07,66,371,0,164,136
20180929T01-07,66,383,0,167,140
20180929T00-07,67,469,0,0,125
20180928T23-07,938,552,0,708,531
20180928T22-07,2513,561,0,759,508
20180928T21-07,2546,606,0,817,438
20180928T20-07,2600,635,0,861,429
20180928T19-07,2708,644,0,891,402
20180928T18-07,2841,611,4,877,357
20180928T17-07,2871,583,22,890,280
20180928T16-07,2835,588,27,877,212
20180928T15-07,2770,591,28,860,170
20180928T14-07,2739,598,27,856,152
20180928T13-07,2756,603,27,809,155
20180928T12-07,2785,603,28,777,131
20180928T11-07,2755,609,27,738,139
20180928T10-07,2778,611,28,739,214
20180928T09-07,2765,614,28,712,382
20180928T08-07,2738,603,19,704,398
20180928T07-07,2751,594,2,653,426
20180928T06-07,2645,643,0,641,466
20180928T05-07,2528,543,0,523,467
20180928T04-07,2494,510,0,483,421
20180928T03-07,2474,499,0,477,365
20180928T02-07,2479,498,0,485,248
20180928T01-07,2473,508,0,538,210
20180928T00-07,2516,523,0,589,259
20180927T23-07,2571,517,0,670,396
20180927T22-07,2522,531,0,742,473
20180927T21-07,2618,629,0,814,536
20180927T20-07,2819,753,0,865,486
20180927T19-07,2812,771,0,896,279
20180927T18-07,2798,685,5,915,114
20180927T17-07,2817,672,30,920,93
20180927T16-07,2838,659,46,888,90
20180927T15-07,2848,652,44,887,88
20180927T14-07,2860,653,43,877,65
20180927T13-07,2802,655,39,815,34
20180927T12-07,2799,654,44,794,48
20180927T11-07,2758,650,45,777,50
20180927T10-07,2766,640,46,725,92
20180927T09-07,2822,625,42,705,185
20180927T08-07,2843,610,32,670,215
20180927T07-07,2802,599,6,655,226
20180927T06-07,2722,611,0,568,278
20180927T05-07,2558,554,0,521,311
20180927T04-07,2392,520,0,488,322
20180927T03-07,2354,508,0,518,288
20180927T02-07,2330,511,0,503,317
20180927T01-07,2288,517,0,549,344
20180927T00-07,2386,533,0,536,406
20180926T23-07,2457,554,0,664,490
20180926T22-07,2448,559,0,697,535
20180926T21-07,2562,615,0,789,615
20180926T20-07,2662,649,0,876,598
20180926T19-07,2681,654,0,918,476
20180926T18-07,2621,646,6,917,370
20180926T17-07,2511,620,29,925,319
20180926T16-07,2487,622,41,904,331
20180926T15-07,2419,618,43,881,387
20180926T14-07,2341,627,45,863,478
20180926T13-07,2317,618,44,856,582
20180926T12-07,2463,609,44,823,602
20180926T11-07,2546,611,45,800,582
20180926T10-07,2677,606,45,769,494
20180926T09-07,2750,611,45,746,333
20180926T08-07,2787,620,32,715,232
20180926T07-07,2863,632,3,662,366
20180926T06-07,2756,653,0,576,400
20180926T05-07,2641,586,0,477,373
20180926T04-07,2514,533,0,485,278
20180926T03-07,2500,518,0,485,216
20180926T02-07,2536,519,0,485,233
20180926T01-07,2620,546,0,500,213
20180926T00-07,2726,517,0,573,221
20180925T23-07,2720,536,0,694,158
20180925T22-07,2824,466,0,803,189
20180925T21-07,2923,566,0,848,206
20180925T20-07,2941,640,0,882,155
20180925T19-07,2934,634,0,927,113
20180925T18-07,2882,562,5,926,165
20180925T17-07,2857,548,31,924,259
20180925T16-07,2793,573,46,880,307
20180925T15-07,2681,557,46,869,351
20180925T14-07,2679,524,45,857,405
20180925T13-07,2642,505,41,857,462
20180925T12-07,2548,527,45,834,605
20180925T11-07,2494,528,45,803,683
20180925T10-07,2473,519,45,-12064,689
20180925T09-07,2462,534,44,735,672
20180925T08-07,2574,551,35,699,658
20180925T07-07,2594,522,6,661,669
20180925T06-07,2543,539,0,531,634
20180925T05-07,2561,465,0,482,640
20180925T04-07,2501,461,0,479,589
20180925T03-07,2484,450,0,483,432
20180925T02-07,2447,453,0,488,304
20180925T01-07,2563,464,0,543,270
20180925T00-07,2580,484,0,669,387
20180924T23-07,2651,472,0,675,513
20180924T22-07,2687,531,0,743,523
20180924T21-07,2841,649,0,844,435
20180924T20-07,2933,710,0,856,260
20180924T19-07,2943,725,0,875,252
20180924T18-07,2978,719,5,835,221
20180924T17-07,2987,742,28,875,177
20180924T16-07,2993,717,24,846,127
20180924T15-07,2998,726,27,860,181
20180924T14-07,2938,727,25,837,198
20180924T13-07,2919,652,25,816,148
20180924T12-07,2822,632,27,816,144
20180924T11-07,2742,595,38,799,186
20180924T10-07,2746,680,18,780,253
20180924T09-07,2776,660,13,776,363
