,coal,natural gas,solar,hydro
20190701T05Z,3256,328,0,61
20190701T04Z,3514,402,0,62
20190701T03Z,3761,414,0,61
20190701T02Z,4099,406,0,61
20190701T01Z,4372,410,0,61
20190701T00Z,4749,396,0,61
20190630T23Z,4806,519,0,60
20190630T22Z,5029,554,0,61
20190630T21Z,5100,558,7,60
20190630T20Z,5072,512,7,56
20190630T19Z,4925,547,9,48
20190630T18Z,4870,511,8,49
20190630T17Z,4778,473,10,49
20190630T16Z,4676,408,8,37
20190630T15Z,4287,408,7,37
20190630T14Z,3741,410,6,36
20190630T13Z,3290,405,3,35
20190630T12Z,2939,381,1,36
20190630T11Z,2882,331,0,36
20190630T10Z,2902,389,0,36
20190630T09Z,2928,346,0,36
20190630T08Z,3117,270,0,36
20190630T07Z,3275,281,0,36
20190630T06Z,3381,379,0,36
20190629T05Z,3769,408,0,26
20190629T04Z,4168,411,0,26
20190629T03Z,4554,409,0,26
20190629T02Z,4771,456,0,27
20190629T01Z,4781,601,0,25
20190629T00Z,4841,845,1,25
20190628T23Z,4953,903,3,26
20190628T22Z,5053,903,6,26
20190628T21Z,5076,905,8,27
20190628T20Z,5157,789,9,25
20190628T19Z,5130,732,10,22
20190628T18Z,5105,551,10,18
20190628T17Z,4948,419,10,15
20190628T16Z,4586,420,9,13
20190628T15Z,4244,420,7,9
20190628T14Z,3954,413,5,7
20190628T13Z,3606,418,3,2
20190628T12Z,3303,419,1,0
20190628T11Z,3153,376,0,0
20190628T10Z,3120,284,0,0
20190628T09Z,3114,244,0,0
20190628T08Z,3154,304,0,0
20190628T07Z,3213,405,0,0
20190628T06Z,3420,411,0,0
20190628T05Z,3752,408,0,0
20190628T04Z,4088,414,0,0
20190628T03Z,4379,416,0,0
20190628T02Z,4704,436,0,0
20190628T01Z,4661,640,0,0
20190628T00Z,4762,810,1,0
20190627T23Z,4918,822,4,0
20190627T22Z,4845,846,6,0
20190627T21Z,4864,843,8,0
20190627T20Z,4759,836,9,0
20190627T19Z,4852,705,10,0
20190627T18Z,4781,595,10,0
20190627T17Z,4653,517,10,0
20190627T16Z,4363,455,8,0
20190627T15Z,4090,418,8,0
20190627T14Z,3899,412,5,0
20190627T13Z,3561,416,2,0
20190627T12Z,3265,416,1,0
20190627T11Z,3094,409,0,0
20190627T10Z,3037,328,0,0
20190627T09Z,3028,289,0,0
20190627T08Z,3052,354,0,0
20190627T07Z,3161,409,0,0
20190627T06Z,3314,415,0,0
20190627T05Z,3623,412,0,0
20190627T04Z,3963,409,0,0
20190627T03Z,4275,410,0,0
20190627T02Z,4657,461,0,0
20190627T01Z,4583,718,0,0
20190627T00Z,4607,974,1,0
20190626T23Z,4714,1003,4,0
20190626T22Z,4814,927,6,0
20190626T21Z,4715,915,8,0
20190626T20Z,4717,861,9,0
20190626T19Z,4813,644,7,0
20190626T18Z,4791,462,8,18
20190626T17Z,4710,298,10,31
20190626T16Z,4495,235,9,32
20190626T15Z,4170,203,8,31
20190626T14Z,3904,202,6,31
20190626T13Z,3603,203,3,31
20190626T12Z,3331,202,1,32
20190626T11Z,3046,203,0,31
20190626T10Z,2925,170,0,31
20190626T09Z,2812,217,0,31
20190626T08Z,2854,217,0,32
20190626T07Z,2976,217,0,31
20190626T06Z,3092,292,0,31
20190625T05Z,3196,399,0,32
20190625T04Z,3447,397,0,31
20190625T03Z,3748,403,0,32
20190625T02Z,3843,460,0,31
20190625T01Z,3828,504,0,32
20190625T00Z,4070,502,1,31
20190624T23Z,4170,502,3,31
20190624T22Z,4118,513,4,32
20190624T21Z,4054,513,5,31
20190624T20Z,4050,498,3,32
20190624T19Z,4015,508,5,31
20190624T18Z,3953,509,6,32
20190624T17Z,3966,477,2,31
20190624T16Z,3987,410,6,32
20190624T15Z,3810,407,7,31
20190624T14Z,3645,408,4,32
20190624T13Z,3460,407,3,31
20190624T12Z,3151,409,1,32
20190624T11Z,2911,407,0,31
20190624T10Z,2813,329,0,32
20190624T09Z,2820,240,0,31
20190624T08Z,2784,186,0,32
20190624T07Z,2781,224,0,32
20190624T06Z,2787,367,0,31
20190624T05Z,2905,377,0,32
20190624T04Z,3077,405,0,31
20190624T03Z,3327,392,0,32
20190624T02Z,3447,405,0,32
20190624T01Z,3497,390,0,31
20190624T00Z,3667,375,0,32
20190623T23Z,3759,496,1,31
20190623T22Z,3772,677,4,32
20190623T21Z,3974,695,7,31
20190623T20Z,3925,677,7,32
20190623T19Z,3946,518,7,32
20190623T18Z,3866,403,8,31
20190623T17Z,3591,399,9,32
20190623T16Z,3312,408,7,31
20190623T15Z,3013,409,4,32
20190623T14Z,2771,414,3,31
20190623T13Z,2487,397,2,31
20190623T12Z,2328,366,1,32
20190623T11Z,2275,336,0,31
20190623T10Z,2285,341,0,32
20190623T09Z,2309,337,0,31
20190623T08Z,2352,357,0,32
20190623T07Z,2394,382,0,31
20190623T06Z,2468,366,0,31
20190623T05Z,2715,384,0,32
20190623T04Z,3160,239,0,31
20190623T03Z,3361,297,0,31
20190623T02Z,3520,389,0,31
20190623T01Z,3611,396,0,31
20190623T00Z,3677,403,1,31
20190622T23Z,3654,403,3,32
20190622T22Z,3689,405,2,31
20190622T21Z,3650,414,5,31
20190622T20Z,3387,546,7,31
20190622T19Z,3321,553,9,30
20190622T18Z,3157,559,8,31
20190622T17Z,3079,562,6,31
20190622T16Z,3023,461,2,31
20190622T15Z,3007,416,0,31
20190622T14Z,2927,419,0,31
20190622T13Z,2837,417,0,31
20190622T12Z,2674,403,1,30
20190622T11Z,2625,329,0,31
20190622T10Z,2615,294,0,31
20190622T09Z,2620,266,0,31
20190622T08Z,2668,252,0,31
20190622T07Z,2729,350,0,30
20190622T06Z,2786,394,0,31
20190622T05Z,3022,397,0,31
20190622T04Z,3327,405,0,31
20190622T03Z,3519,411,0,31
20190622T02Z,3744,366,0,30
20190622T01Z,4019,322,0,31
20190622T00Z,4045,393,1,31
20190621T23Z,4148,513,3,31
20190621T22Z,4275,560,3,31
20190621T21Z,4432,566,6,31
20190621T20Z,4422,565,8,31
20190621T19Z,4261,567,9,30
20190621T18Z,3996,563,10,31
20190621T17Z,3773,543,10,31
20190621T16Z,3668,420,9,31
20190621T15Z,3518,418,8,31
20190621T14Z,3363,422,6,31
20190621T13Z,3188,410,3,31
20190621T12Z,2964,425,1,31
20190621T11Z,2825,316,0,31
20190621T10Z,2797,224,0,30
20190621T09Z,2787,183,0,31
20190621T08Z,2848,183,0,31
20190621T07Z,2910,184,0,31
20190621T06Z,3039,219,0,31
20190621T05Z,3164,305,0,31
20190621T04Z,3359,396,0,31
20190621T03Z,3557,408,0,31
20190621T02Z,3772,410,0,31
20190621T01Z,3864,408,0,31
20190621T00Z,4046,358,1,30
20190620T23Z,4355,404,3,31
20190620T22Z,4255,406,5,31
20190620T21Z,4183,408,7,31
20190620T20Z,4143,403,6,31
20190620T19Z,4123,406,7,31
20190620T18Z,3938,410,5,6
20190620T17Z,3851,409,3,0
20190620T16Z,3712,409,1,0
20190620T15Z,3749,408,1,0
20190620T14Z,3589,409,0,0
20190620T13Z,3397,411,0,0
20190620T12Z,3248,412,0,0
20190620T11Z,3052,411,0,0
20190620T10Z,2938,380,0,0
20190620T09Z,2918,311,0,0
20190620T08Z,2938,260,0,0
20190620T07Z,2966,333,0,0
20190620T06Z,3081,396,0,0
20190620T05Z,3318,409,0,0
20190620T04Z,3516,406,0,0
20190620T03Z,3796,379,0,0
20190620T02Z,4233,302,0,0
20190620T01Z,4248,372,0,0
20190620T00Z,4327,513,1,0
20190619T23Z,4429,677,3,0
20190619T22Z,4511,705,6,0
20190619T21Z,4574,709,6,0
20190619T20Z,4502,788,8,0
20190619T19Z,4522,671,9,0
20190619T18Z,4503,550,7,0
20190619T17Z,4389,492,9,0
20190619T16Z,4361,398,6,0
20190619T15Z,4252,403,6,0
20190619T14Z,3944,405,3,0
20190619T13Z,3717,407,1,0
20190619T12Z,3471,415,1,0
20190619T11Z,3248,412,0,0
20190619T10Z,3106,370,0,0
20190619T09Z,3032,315,0,0
20190619T08Z,3072,297,0,0
20190619T07Z,3149,331,0,0
20190619T06Z,3219,349,0,0
20190619T05Z,3455,409,0,0
20190619T04Z,3736,413,0,18
20190619T03Z,3971,409,0,31
20190619T02Z,4180,408,0,31
20190619T01Z,4494,407,0,30
20190619T00Z,4609,410,1,31
20190618T23Z,4647,412,2,31
20190618T22Z,4702,409,4,31
20190618T21Z,4737,411,3,30
20190618T20Z,4787,414,6,31
20190618T19Z,4622,407,6,31
20190618T18Z,4302,405,6,31
20190618T17Z,4036,409,5,30
20190618T16Z,3950,389,2,31
20190618T15Z,3879,414,1,31
20190618T14Z,3781,384,1,31
20190618T13Z,3696,412,1,31
20190618T12Z,3504,407,0,31
20190618T11Z,3336,419,0,31
20190618T10Z,3113,383,0,31
20190618T09Z,3045,336,0,31
20190618T08Z,3070,360,0,31
20190618T07Z,3132,405,0,31
20190618T06Z,3224,416,0,31
20190618T05Z,3445,410,0,31
20190618T04Z,3730,415,0,31
20190618T03Z,4000,413,0,31
20190618T02Z,4331,411,0,31
20190618T01Z,4437,482,0,31
20190618T00Z,4601,539,1,31
20190617T23Z,4786,556,2,31
20190617T22Z,4914,555,5,31
20190617T21Z,4847,557,5,30
20190617T20Z,4760,546,6,33
20190617T19Z,4748,427,8,35
20190617T18Z,4465,404,9,35
20190617T17Z,4193,411,6,36
20190617T16Z,4057,399,4,30
20190617T15Z,3914,418,2,6
20190617T14Z,3675,418,1,7
20190617T13Z,3488,421,1,8
20190617T12Z,3238,419,1,9
20190617T11Z,3079,417,0,13
20190617T10Z,2942,382,0,14
20190617T09Z,2900,277,0,17
20190617T08Z,2907,289,0,16
20190617T07Z,2923,317,0,19
20190617T06Z,2974,358,0,19
20190617T05Z,3121,392,0,21
20190617T04Z,3488,418,0,22
20190617T03Z,3659,501,0,24
20190617T02Z,3726,526,0,28
20190617T01Z,3839,538,0,33
20190617T00Z,3883,615,0,34
20190616T23Z,3941,641,0,35
20190616T22Z,4052,688,3,37
20190616T21Z,4213,705,4,39
20190616T20Z,4253,680,8,41
20190616T19Z,4286,553,9,43
20190616T18Z,4199,465,9,45
20190616T17Z,3917,404,9,46
20190616T16Z,3569,404,9,47
20190616T15Z,3290,412,4,50
20190616T14Z,2980,419,2,51
20190616T13Z,2774,419,0,52
20190616T12Z,2685,417,0,54
20190616T11Z,2567,410,0,55
20190616T10Z,2554,406,0,56
20190616T09Z,2522,406,0,55
20190616T08Z,2605,406,0,56
20190616T07Z,2725,404,0,55
20190616T06Z,2848,403,0,55
20190616T05Z,3007,403,0,55
20190616T04Z,3206,401,0,55
20190616T03Z,3453,406,0,55
20190616T02Z,3666,412,0,56
20190616T01Z,3615,403,0,55
20190616T00Z,3588,456,1,55
20190615T23Z,3650,538,2,54
20190615T22Z,3642,528,3,55
20190615T21Z,3695,476,5,53
20190615T20Z,3809,311,6,55
20190615T19Z,3838,199,7,53
20190615T18Z,3738,199,8,54
20190615T17Z,3653,200,10,53
20190615T16Z,3486,202,9,51
20190615T15Z,3288,206,8,53
20190615T14Z,3145,209,6,50
20190615T13Z,2907,209,3,64
20190615T12Z,2724,209,1,82
20190615T11Z,2674,182,0,82
20190615T10Z,2680,167,0,80
20190615T09Z,2669,162,0,82
20190615T08Z,2710,160,0,80
20190615T07Z,2811,157,0,80
20190615T06Z,2897,202,0,78
20190615T05Z,3086,173,0,81
20190615T04Z,3255,261,0,78
20190615T03Z,3576,192,0,77
20190615T02Z,3629,178,0,77
20190615T01Z,3688,178,0,78
20190615T00Z,3854,147,1,78
20190614T23Z,3922,200,3,77
20190614T22Z,3996,206,5,76
20190614T21Z,3929,207,7,75
20190614T20Z,3877,207,9,77
20190614T19Z,3834,208,10,75
20190614T18Z,3721,209,10,76
20190614T17Z,3650,208,10,69
20190614T16Z,3557,196,10,69
20190614T15Z,3454,214,9,67
20190614T14Z,3253,215,6,69
20190614T13Z,3158,221,4,69
20190614T12Z,3020,225,1,67
20190614T11Z,2834,218,0,70
20190614T10Z,2679,210,0,69
20190614T09Z,2602,191,0,68
20190614T08Z,2589,166,0,69
20190614T07Z,2642,210,0,69
20190614T06Z,2739,204,0,69
20190614T05Z,2838,218,0,70
20190614T04Z,3064,215,0,69
20190614T03Z,3311,219,0,69
20190614T02Z,3436,304,0,71
20190614T01Z,3401,412,0,68
20190614T00Z,3457,421,1,71
20190613T23Z,3587,414,3,70
20190613T22Z,3630,418,5,70
20190613T21Z,3641,418,6,71
20190613T20Z,3646,419,8,72
20190613T19Z,3669,419,8,70
20190613T18Z,3637,421,8,71
20190613T17Z,3578,423,8,72
20190613T16Z,3491,428,7,71
20190613T15Z,3407,430,5,72
20190613T14Z,3293,432,3,71
20190613T13Z,3097,433,2,71
20190613T12Z,2970,411,1,71
20190613T11Z,2818,392,0,70
20190613T10Z,2672,319,0,71
20190613T09Z,2636,262,0,72
20190613T08Z,2677,294,0,72
20190613T07Z,2788,272,0,71
20190613T06Z,2912,245,0,71
20190613T05Z,3029,301,0,72
20190613T04Z,3126,389,0,73
20190613T03Z,3326,414,0,71
20190613T02Z,3540,416,0,73
20190613T01Z,3644,407,0,73
20190613T00Z,3904,412,0,74
20190612T23Z,4033,398,1,75
20190612T22Z,4155,408,2,76
20190612T21Z,3936,404,2,77
20190612T20Z,3932,408,3,76
20190612T19Z,3923,403,2,75
20190612T18Z,3847,409,2,76
20190612T17Z,3724,414,6,74
20190612T16Z,3585,377,7,74
20190612T15Z,3471,363,5,74
20190612T14Z,3298,334,4,74
20190612T13Z,3087,397,2,73
20190612T12Z,2863,377,1,73
20190612T11Z,2717,365,0,73
20190612T10Z,2587,325,0,74
20190612T09Z,2545,255,0,71
20190612T08Z,2558,293,0,73
20190612T07Z,2585,295,0,73
20190612T06Z,2711,283,0,73
20190612T05Z,2805,359,0,71
20190612T04Z,3005,407,0,71
20190612T03Z,3390,401,0,72
20190612T02Z,3756,410,0,71
20190612T01Z,3904,410,0,71
20190612T00Z,3818,410,1,70
20190611T23Z,3931,409,4,69
20190611T22Z,3929,411,6,71
20190611T21Z,3864,411,7,69
20190611T20Z,3830,413,8,62
20190611T19Z,3784,412,9,61
20190611T18Z,3687,340,9,58
20190611T17Z,3711,264,10,58
20190611T16Z,3726,174,9,58
20190611T15Z,3653,129,9,57
20190611T14Z,3510,131,7,57
20190611T13Z,3350,127,4,55
20190611T12Z,3132,120,1,51
20190611T11Z,2923,129,0,51
20190611T10Z,2747,130,0,53
20190611T09Z,2751,40,0,53
20190611T08Z,2849,-1,0,53
20190611T07Z,2898,-2,0,50
20190611T06Z,2999,-1,0,51
20190611T05Z,3137,-1,0,51
20190611T04Z,3425,-1,0,51
20190611T03Z,3673,105,0,50
20190611T02Z,3860,148,0,50
20190611T01Z,3740,373,0,51
20190611T00Z,3679,645,1,50
20190610T23Z,3697,749,3,52
20190610T22Z,3710,802,3,50
20190610T21Z,3786,813,3,53
20190610T20Z,3833,819,6,51
20190610T19Z,3860,855,8,51
20190610T18Z,3848,824,6,52
20190610T17Z,3871,713,6,53
20190610T16Z,3660,688,3,51
20190610T15Z,3595,618,5,55
20190610T14Z,3614,469,2,53
20190610T13Z,3607,241,2,54
20190610T12Z,3569,0,1,56
20190610T11Z,3359,0,0,57
20190610T10Z,3108,-1,0,59
20190610T09Z,2948,-2,0,59
20190610T08Z,2935,0,0,61
20190610T07Z,2948,-2,0,63
20190610T06Z,3069,0,0,63
20190610T05Z,3242,-2,0,63
20190610T04Z,3464,0,0,63
20190610T03Z,3726,-2,0,63
20190610T02Z,3886,-1,0,66
20190610T01Z,3856,60,0,65
20190610T00Z,3926,148,1,66
20190609T23Z,3865,275,2,65
20190609T22Z,3919,298,3,67
20190609T21Z,3949,302,1,68
20190609T20Z,3819,295,5,68
20190609T19Z,3822,253,6,67
20190609T18Z,3830,100,7,70
20190609T17Z,3741,-2,6,67
20190609T16Z,3579,0,4,70
20190609T15Z,3435,-2,5,71
20190609T14Z,3241,-1,2,71
20190609T13Z,3001,-1,1,71
20190609T12Z,2877,-1,1,73
20190609T11Z,2774,0,0,71
20190609T10Z,2754,-2,0,73
20190609T09Z,2809,-1,0,74
20190609T08Z,2861,-1,0,75
20190609T07Z,2945,-1,0,77
20190609T06Z,2983,-2,0,77
20190609T05Z,3157,-1,0,77
20190609T04Z,3428,-4,0,78
20190609T03Z,3616,62,0,77
20190609T02Z,3765,102,0,80
20190609T01Z,3836,140,0,78
20190609T00Z,3875,234,1,82
20190608T23Z,3918,351,2,80
20190608T22Z,3938,442,1,80
20190608T21Z,4032,457,3,82
20190608T20Z,3997,461,7,81
20190608T19Z,3944,407,6,81
20190608T18Z,4015,265,7,80
20190608T17Z,4037,78,7,81
20190608T16Z,3885,-3,7,80
20190608T15Z,3730,-2,6,82
20190608T14Z,3531,-2,3,80
20190608T13Z,3419,-2,2,80
20190608T12Z,3291,-3,0,79
20190608T11Z,3250,-2,0,79
20190608T10Z,3188,-2,0,80
20190608T09Z,3160,-1,0,79
20190608T08Z,3203,-4,0,79
20190608T07Z,3288,-1,0,80
20190608T06Z,3394,-2,0,79
20190608T05Z,3562,-3,0,68
20190608T04Z,3752,0,0,59
20190608T03Z,3978,-4,0,49
20190608T02Z,4176,-4,0,47
20190608T01Z,4125,58,0,48
20190608T00Z,4059,249,0,47
20190607T23Z,4098,381,1,48
20190607T22Z,4471,403,2,47
20190607T21Z,4485,404,4,48
20190607T20Z,4343,435,2,47
20190607T19Z,4156,415,2,46
20190607T18Z,4032,500,2,47
20190607T17Z,4097,419,1,45
20190607T16Z,4047,407,1,46
20190607T15Z,3927,408,2,45
20190607T14Z,3826,412,1,44
20190607T13Z,3630,412,1,43
20190607T12Z,3481,408,0,43
20190607T11Z,3281,401,0,43
20190607T10Z,3168,343,0,43
20190607T09Z,3136,261,0,43
20190607T08Z,3155,307,0,42
20190607T07Z,3202,303,0,42
20190607T06Z,3235,366,0,43
20190607T05Z,3439,370,0,41
20190607T04Z,3684,400,0,41
20190607T03Z,3983,409,0,41
20190607T02Z,4288,411,0,42
20190607T01Z,4425,395,0,42
20190607T00Z,4626,486,0,43
20190606T23Z,4685,513,0,43
20190606T22Z,4731,547,2,42
20190606T21Z,4773,509,3,42
20190606T20Z,4845,532,5,44
20190606T19Z,4867,462,6,42
20190606T18Z,4705,484,2,43
20190606T17Z,4651,517,2,42
20190606T16Z,4201,576,3,42
20190606T15Z,3956,678,3,38
20190606T14Z,3703,681,2,40
20190606T13Z,3488,616,2,43
20190606T12Z,3281,554,1,43
20190606T11Z,3149,444,0,43
20190606T10Z,3081,348,0,45
20190606T09Z,2970,352,0,45
20190606T08Z,2900,427,0,46
20190606T07Z,2929,538,0,44
20190606T06Z,3067,519,0,45
20190606T05Z,3267,557,0,46
20190606T04Z,3488,558,0,46
20190606T03Z,3947,555,0,46
20190606T02Z,4130,623,0,46
20190606T01Z,4181,972,0,46
20190606T00Z,4212,1139,1,46
20190605T23Z,4324,1140,3,46
20190605T22Z,4199,1191,6,42
20190605T21Z,4185,1189,8,25
20190605T20Z,4175,1088,7,25
20190605T19Z,4185,884,7,24
20190605T18Z,4002,798,8,20
20190605T17Z,4023,573,8,19
20190605T16Z,3957,409,8,18
20190605T15Z,3781,408,4,24
20190605T14Z,3536,415,2,38
20190605T13Z,3433,415,0,37
20190605T12Z,3198,415,0,39
20190605T11Z,3041,411,0,38
20190605T10Z,2815,404,0,39
20190605T09Z,2778,375,0,37
20190605T08Z,2798,394,0,39
20190605T07Z,2848,390,0,38
20190605T06Z,2995,400,0,39
20190605T05Z,3164,408,0,38
20190605T04Z,3438,408,0,38
20190605T03Z,3759,407,0,39
20190605T02Z,3970,418,0,38
20190605T01Z,3871,499,0,39
20190605T00Z,3916,552,1,38
20190604T23Z,3960,690,3,37
20190604T22Z,4001,686,5,36
20190604T21Z,4084,569,6,36
20190604T20Z,4067,465,8,36
20190604T19Z,3908,420,9,35
20190604T18Z,3715,413,10,32
20190604T17Z,3543,410,10,24
20190604T16Z,3392,411,9,23
20190604T15Z,3356,418,6,23
20190604T14Z,3179,448,5,24
20190604T13Z,3023,440,3,23
20190604T12Z,2857,416,1,22
20190604T11Z,2665,414,0,23
20190604T10Z,2553,334,0,23
20190604T09Z,2535,275,0,22
20190604T08Z,2536,273,0,22
20190604T07Z,2595,304,0,21
20190604T06Z,2651,370,0,22
20190604T05Z,2770,400,0,22
20190604T04Z,3046,409,0,21
20190604T03Z,3356,408,0,21
20190604T02Z,3527,413,0,21
20190604T01Z,3611,409,0,21
20190604T00Z,3804,406,1,21
20190603T23Z,3946,407,3,20
20190603T22Z,4171,406,5,20
20190603T21Z,4245,408,7,19
20190603T20Z,4156,408,9,20
20190603T19Z,3826,410,10,20
20190603T18Z,3694,411,10,19
20190603T17Z,3563,415,10,19
20190603T16Z,3408,417,10,18
20190603T15Z,3293,417,8,18
20190603T14Z,3168,452,6,19
20190603T13Z,3013,458,3,18
20190603T12Z,2790,441,1,18
20190603T11Z,2592,419,0,18
20190603T10Z,2450,381,0,18
20190603T09Z,2433,326,0,18
20190603T08Z,2443,302,0,19
20190603T07Z,2466,325,0,18
20190603T06Z,2508,400,0,18
20190603T05Z,2662,448,0,19
20190603T04Z,2822,465,0,19
20190603T03Z,3131,459,0,18
20190603T02Z,3433,457,0,19
20190603T01Z,3622,462,0,19
20190603T00Z,3694,581,1,18
20190602T23Z,3775,597,3,19
20190602T22Z,3841,579,3,20
20190602T21Z,3938,456,4,19
20190602T20Z,3884,460,8,19
20190602T19Z,3940,457,8,19
20190602T18Z,3947,442,8,19
20190602T17Z,3832,426,9,20
20190602T16Z,3320,400,9,20
20190602T15Z,3059,413,8,19
20190602T14Z,2801,409,6,19
20190602T13Z,2564,398,3,19
20190602T12Z,2417,275,1,21
20190602T11Z,2323,267,0,19
20190602T10Z,2257,340,0,21
20190602T09Z,2242,360,0,19
20190602T08Z,2278,398,0,21
20190602T07Z,2332,419,0,21
20190602T06Z,2493,416,0,21
20190602T05Z,2694,416,0,20
20190602T04Z,2916,416,0,21
20190602T03Z,3309,411,0,22
20190602T02Z,3726,405,0,22
20190602T01Z,4069,398,0,22
20190602T00Z,4171,754,1,22
20190601T23Z,4263,813,3,23
20190601T22Z,4307,795,5,22
20190601T21Z,4195,757,7,23
20190601T20Z,4096,758,9,24
20190601T19Z,3978,758,7,23
20190601T18Z,3667,754,7,22
20190601T17Z,3228,740,9,24
20190601T16Z,2982,786,9,24
20190601T15Z,2778,761,7,26
20190601T14Z,2712,589,5,24
20190601T13Z,2715,363,3,26
20190601T12Z,2632,257,1,26
20190601T11Z,2608,197,0,26
20190601T10Z,2617,182,0,26
20190601T09Z,2580,236,0,28
20190601T08Z,2593,268,0,26
20190601T07Z,2644,330,0,28
20190601T06Z,2790,356,0,28
20190601T05Z,2986,435,0,29
20190601T04Z,3233,463,0,29
20190601T03Z,3516,463,0,30
20190601T02Z,3869,461,0,30
20190601T01Z,3780,695,0,32
20190601T00Z,3886,756,1,32
20190531T23Z,4291,627,3,32
20190531T22Z,4644,467,4,32
20190531T21Z,4719,441,7,34
20190531T20Z,4585,424,9,34
20190531T19Z,4549,426,6,34
20190531T18Z,4122,350,9,34
20190531T17Z,4138,395,7,35
20190531T16Z,4101,413,8,34
20190531T15Z,3946,414,7,35
20190531T14Z,3713,404,5,35
20190531T13Z,3495,395,3,34
20190531T12Z,3310,331,1,35
20190531T11Z,3168,242,0,37
20190531T10Z,3034,227,0,35
20190531T09Z,2988,132,0,36
20190531T08Z,3009,126,0,36
20190531T07Z,3047,158,0,37
20190531T06Z,3139,183,0,39
20190531T05Z,3280,214,0,38
20190531T04Z,3390,366,0,41
20190531T03Z,3668,415,0,40
20190531T02Z,3949,414,0,41
20190531T01Z,4049,412,0,41
20190531T00Z,4102,408,1,42
20190530T23Z,4097,409,3,42
20190530T22Z,4102,409,2,41
20190530T21Z,4082,411,2,41
20190530T20Z,4088,459,2,41
20190530T19Z,4081,482,2,42
20190530T18Z,4060,437,3,42
20190530T17Z,4059,438,2,41
20190530T16Z,4022,424,3,43
20190530T15Z,3931,426,3,41
20190530T14Z,3729,487,2,43
20190530T13Z,3612,428,1,42
20190530T12Z,3479,367,0,43
20190530T11Z,3364,274,0,44
20190530T10Z,3133,212,0,44
20190530T09Z,3038,181,0,46
20190530T08Z,3084,184,0,46
20190530T07Z,3144,192,0,46
20190530T06Z,3221,249,0,47
20190530T05Z,3310,359,0,47
20190530T04Z,3529,410,0,47
20190530T03Z,3750,411,0,48
20190530T02Z,4060,409,0,48
20190530T01Z,4302,402,0,49
20190530T00Z,4538,373,1,49
20190529T23Z,4723,403,2,50
20190529T22Z,4777,405,3,49
20190529T21Z,4851,410,7,51
20190529T20Z,4587,418,4,50
20190529T19Z,4408,422,1,49
20190529T18Z,4380,422,0,50
20190529T17Z,4301,386,1,49
20190529T16Z,4321,421,4,50
20190529T15Z,4310,432,6,51
20190529T14Z,4203,411,5,50
20190529T13Z,4037,386,2,46
20190529T12Z,3823,380,1,44
20190529T11Z,3524,406,0,43
20190529T10Z,3365,336,0,44
20190529T09Z,3343,255,0,44
20190529T08Z,3349,280,0,45
20190529T07Z,3384,367,0,44
20190529T06Z,3493,407,0,45
20190529T05Z,3726,406,0,46
20190529T04Z,4098,409,0,46
20190529T03Z,4529,410,0,46
20190529T02Z,4828,412,0,46
20190529T01Z,4975,410,0,48
20190529T00Z,5117,461,1,48
20190528T23Z,5268,562,3,48
20190528T22Z,5342,561,5,47
20190528T21Z,5307,563,7,48
20190528T20Z,5263,561,9,48
20190528T19Z,5097,555,7,47
20190528T18Z,5241,559,7,48
20190528T17Z,5226,416,6,47
20190528T16Z,4755,414,7,47
20190528T15Z,4590,413,7,48
20190528T14Z,4286,417,5,48
20190528T13Z,3897,413,3,48
20190528T12Z,3582,411,1,44
20190528T11Z,3281,415,0,40
20190528T10Z,3111,341,0,39
20190528T09Z,3053,260,0,40
20190528T08Z,3052,253,0,40
20190528T07Z,3096,274,0,39
20190528T06Z,3164,327,0,40
20190528T05Z,3307,382,0,40
20190528T04Z,3592,393,0,40
20190528T03Z,3946,410,0,42
20190528T02Z,4562,414,0,47
20190528T01Z,4708,414,0,48
20190528T00Z,4897,414,1,47
20190527T23Z,5026,414,3,46
20190527T22Z,5014,411,5,47
20190527T21Z,4599,413,6,46
20190527T20Z,4435,410,7,47
20190527T19Z,4226,407,7,47
20190527T18Z,4026,407,10,47
20190527T17Z,3734,410,7,47
20190527T16Z,3426,414,6,48
20190527T15Z,3165,411,4,47
20190527T14Z,3059,300,2,47
20190527T13Z,2868,233,1,47
20190527T12Z,2720,241,0,47
20190527T11Z,2691,218,0,48
20190527T10Z,2694,191,0,47
20190527T09Z,2661,194,0,47
20190527T08Z,2692,193,0,48
20190527T07Z,2761,194,0,48
20190527T06Z,2873,192,0,48
20190527T05Z,3057,202,0,48
20190527T04Z,3222,246,0,47
20190527T03Z,3453,333,0,49
20190527T02Z,3644,372,0,48
20190527T01Z,3734,354,0,48
20190527T00Z,3801,404,1,48
20190526T23Z,3861,418,1,49
20190526T22Z,4054,415,0,49
20190526T21Z,4277,420,2,48
20190526T20Z,4438,420,7,49
20190526T19Z,4598,421,8,48
20190526T18Z,4668,416,9,49
20190526T17Z,4440,415,9,48
20190526T16Z,4151,416,7,48
20190526T15Z,3880,412,7,49
20190526T14Z,3337,382,5,48
20190526T13Z,3147,254,3,49
20190526T12Z,2891,195,1,48
20190526T11Z,2807,196,0,48
20190526T10Z,2825,195,0,50
20190526T09Z,2867,195,0,49
20190526T08Z,2904,192,0,50
20190526T07Z,2976,243,0,50
20190526T06Z,3024,318,0,51
20190526T05Z,3245,383,0,50
20190526T04Z,3545,420,0,52
20190526T03Z,3868,414,0,50
20190526T02Z,4137,417,0,52
