,coal,natural gas,solar,hydro
20190227T07Z,3649,443,0,31
20190227T06Z,3745,443,0,32
20190227T05Z,3826,445,0,31
20190227T04Z,3978,430,0,32
20190227T03Z,4192,443,0,31
20190227T02Z,4265,439,0,32
20190227T01Z,4440,442,0,31
20190227T00Z,4114,441,0,31
20190226T23Z,3828,338,1,32
20190226T22Z,3868,272,4,31
20190226T21Z,3825,379,6,32
20190226T20Z,3811,495,8,31
20190226T19Z,3662,748,9,31
20190226T18Z,3754,797,9,32
20190226T17Z,3832,794,9,31
20190226T16Z,4022,788,8,31
20190226T15Z,4288,809,6,25
20190226T14Z,4666,655,4,25
20190226T13Z,4772,577,0,25
20190226T12Z,4881,506,0,25
20190226T11Z,4478,446,0,25
20190226T10Z,4174,448,0,25
20190226T09Z,4092,446,0,25
20190226T08Z,4084,446,0,25
20190226T07Z,4058,447,0,25
20190226T06Z,4046,446,0,25
20190226T05Z,4143,442,0,25
20190226T04Z,4511,446,0,25
20190226T03Z,4698,446,0,25
20190226T02Z,4839,446,0,26
20190226T01Z,4595,447,0,25
20190226T00Z,4339,445,0,25
20190225T23Z,4041,372,1,25
20190225T22Z,3996,360,5,25
20190225T21Z,3990,436,8,25
20190225T20Z,4121,445,10,25
20190225T19Z,4240,444,10,25
20190225T18Z,4376,447,10,32
20190225T17Z,4616,445,10,33
20190225T16Z,4767,447,9,32
20190225T15Z,4736,449,6,33
20190225T14Z,4777,446,3,32
20190225T13Z,4765,449,0,33
20190225T12Z,4691,448,0,32
20190225T11Z,4421,448,0,33
20190225T10Z,4010,448,0,32
20190225T09Z,3748,446,0,33
20190225T08Z,3675,442,0,32
20190225T07Z,3661,443,0,33
20190225T06Z,3676,440,0,32
20190225T05Z,3767,445,0,33
20190225T04Z,3901,445,0,32
20190225T03Z,4164,445,0,33
20190225T02Z,4243,445,0,32
20190225T01Z,4202,446,0,32
20190225T00Z,3867,444,0,33
20190224T23Z,3603,441,2,32
20190224T22Z,3420,373,5,32
20190224T21Z,3429,354,7,32
20190224T20Z,3509,411,7,33
20190224T19Z,3573,423,6,32
20190224T18Z,3655,431,3,32
20190224T17Z,3863,445,3,33
20190224T16Z,3810,446,2,32
20190224T15Z,3384,445,1,32
20190224T14Z,3073,445,1,33
20190224T13Z,2884,439,0,32
20190224T12Z,2813,389,0,32
20190224T11Z,2750,329,0,32
20190224T10Z,2699,323,0,32
20190224T09Z,2770,252,0,32
20190224T08Z,2854,243,0,32
20190224T07Z,2932,252,0,33
20190224T06Z,3012,272,0,32
20190224T05Z,3120,316,0,32
20190224T04Z,3197,400,0,32
20190224T03Z,3372,430,0,32
20190224T02Z,3638,431,0,32
20190224T01Z,3937,436,0,32
20190224T00Z,3914,436,0,32
20190223T23Z,3763,438,0,32
20190223T22Z,3668,431,0,32
20190223T21Z,3649,425,2,32
20190223T20Z,3697,438,3,32
20190223T19Z,3730,381,2,32
20190223T18Z,3935,423,2,32
20190223T17Z,4140,442,2,32
20190223T16Z,4177,445,1,32
20190223T15Z,4008,445,1,31
20190223T14Z,3697,443,0,32
20190223T13Z,3538,445,0,32
20190223T12Z,3402,444,0,32
20190223T11Z,3287,443,0,32
20190223T10Z,3236,427,0,32
20190223T09Z,3320,413,0,31
20190223T08Z,3349,414,0,32
20190223T07Z,3402,414,0,32
20190223T06Z,3500,440,0,32
20190223T05Z,3633,439,0,32
20190223T04Z,3923,334,0,32
20190223T03Z,4123,262,0,32
20190223T02Z,4197,293,0,31
20190223T01Z,4190,419,0,32
20190223T00Z,4252,423,0,32
20190222T23Z,4195,410,0,32
20190222T22Z,4211,427,1,32
20190222T21Z,4214,427,1,32
20190222T20Z,4254,444,1,32
20190222T19Z,4307,445,1,32
20190222T18Z,4347,446,2,31
20190222T17Z,4358,445,2,32
20190222T16Z,4405,444,1,32
20190222T15Z,4417,447,1,32
20190222T14Z,4419,447,0,32
20190222T13Z,4265,447,0,32
20190222T12Z,4052,446,0,32
20190222T11Z,3581,445,0,32
20190222T10Z,3375,422,0,31
20190222T09Z,3328,395,0,32
20190222T08Z,3347,436,0,32
20190222T07Z,3358,436,0,32
20190222T06Z,3474,443,0,32
20190222T05Z,3619,435,0,32
20190222T04Z,3881,444,0,32
20190222T03Z,4097,438,0,32
20190222T02Z,4171,443,0,31
20190222T01Z,4158,444,0,32
20190222T00Z,4082,445,0,32
20190221T23Z,3898,442,0,31
20190221T22Z,3752,443,1,32
20190221T21Z,3698,445,2,32
20190221T20Z,3714,444,4,31
20190221T19Z,3742,445,6,31
20190221T18Z,3858,446,10,32
20190221T17Z,4013,422,10,31
20190221T16Z,4110,410,9,31
20190221T15Z,4264,436,6,32
20190221T14Z,4638,444,2,31
20190221T13Z,4380,443,0,31
20190221T12Z,4124,441,0,31
20190221T11Z,3772,419,0,30
20190221T10Z,3470,383,0,31
20190221T09Z,3450,289,0,31
20190221T08Z,3382,302,0,31
20190221T07Z,3405,312,0,30
20190221T06Z,3435,326,0,31
20190221T05Z,3552,354,0,31
20190221T04Z,3798,388,0,30
20190221T03Z,4009,409,0,30
20190221T02Z,4098,443,0,31
20190221T01Z,4117,408,0,30
20190221T00Z,4165,391,0,30
20190220T23Z,4074,420,0,31
20190220T22Z,4139,443,0,30
20190220T21Z,4163,444,1,30
20190220T20Z,4287,445,1,30
20190220T19Z,4326,444,1,30
20190220T18Z,4467,443,1,31
20190220T17Z,4742,444,1,30
20190220T16Z,4506,447,1,30
20190220T15Z,4572,442,0,30
20190220T14Z,4613,439,0,30
20190220T13Z,4664,441,0,31
20190220T12Z,4491,440,0,30
20190220T11Z,4192,443,0,30
20190220T10Z,3968,442,0,31
20190220T09Z,3928,440,0,30
20190220T08Z,4024,443,0,30
20190220T07Z,3997,440,0,31
20190220T06Z,4081,440,0,30
20190220T05Z,4223,444,0,30
20190220T04Z,4329,446,0,31
20190220T03Z,4451,428,0,30
20190220T02Z,4563,572,0,30
20190220T01Z,4611,591,0,31
20190220T00Z,4611,585,0,30
20190219T23Z,4548,595,0,30
20190219T22Z,4309,570,1,31
20190219T21Z,4284,588,1,30
20190219T20Z,4261,593,2,31
20190219T19Z,4382,487,3,30
20190219T18Z,4485,470,4,31
20190219T17Z,4463,612,6,30
20190219T16Z,4716,589,6,31
20190219T15Z,4804,632,3,31
20190219T14Z,4782,743,1,30
20190219T13Z,4906,777,0,31
20190219T12Z,4673,690,0,30
20190219T11Z,4669,446,0,30
20190219T10Z,4271,446,0,30
20190219T09Z,4191,443,0,31
20190219T08Z,4200,444,0,31
20190219T07Z,4217,437,0,31
20190219T06Z,4220,446,0,30
20190219T05Z,4188,605,0,31
20190219T04Z,4262,734,0,31
20190219T03Z,4323,740,0,31
20190219T02Z,4481,751,0,31
20190219T01Z,4479,751,0,30
20190219T00Z,4503,716,0,31
20190218T23Z,4458,602,0,31
20190218T22Z,4362,602,1,31
20190218T21Z,4382,601,1,30
20190218T20Z,4421,601,2,31
20190218T19Z,4468,606,2,31
20190218T18Z,4576,566,2,31
20190218T17Z,4687,448,2,30
20190218T16Z,4713,445,1,31
20190218T15Z,4652,445,1,31
20190218T14Z,4681,448,0,31
20190218T13Z,4491,447,0,22
20190218T12Z,4223,447,0,21
20190218T11Z,3872,445,0,21
20190218T10Z,3567,447,0,21
20190218T09Z,3501,446,0,21
20190218T08Z,3444,445,0,21
20190218T07Z,3440,426,0,21
20190218T06Z,3492,444,0,21
20190218T05Z,3589,443,0,21
20190218T04Z,3758,439,0,21
20190218T03Z,4002,425,0,21
20190218T02Z,4383,445,0,21
20190218T01Z,4411,446,0,21
20190218T00Z,4415,445,0,21
20190217T23Z,4307,443,0,21
20190217T22Z,3940,438,0,21
20190217T21Z,3867,433,0,21
20190217T20Z,3931,394,1,13
20190217T19Z,4014,385,1,11
20190217T18Z,4085,443,1,17
20190217T17Z,4080,445,1,21
20190217T16Z,4035,447,1,21
20190217T15Z,4100,446,0,21
20190217T14Z,3997,446,0,21
20190217T13Z,3791,449,0,21
20190217T12Z,3685,448,0,21
20190217T11Z,3618,446,0,21
20190217T10Z,3621,420,0,23
20190217T09Z,3551,395,0,31
20190217T08Z,3577,427,0,31
20190217T07Z,3686,351,0,31
20190217T06Z,3898,265,0,30
20190217T05Z,3902,365,0,31
20190217T04Z,3929,445,0,31
20190217T03Z,4008,446,0,31
20190217T02Z,4151,446,0,31
20190217T01Z,4060,447,0,31
20190217T00Z,3977,446,0,31
20190216T23Z,3788,388,1,30
20190216T22Z,3741,385,3,31
20190216T21Z,3651,446,5,31
20190216T20Z,3667,444,9,31
20190216T19Z,3947,371,10,31
20190216T18Z,4451,418,10,31
20190216T17Z,4545,446,10,31
20190216T16Z,4504,447,9,31
20190216T15Z,4467,449,3,31
20190216T14Z,4524,448,0,31
20190216T13Z,4376,449,0,31
20190216T12Z,4134,448,0,31
20190216T11Z,3775,440,0,30
20190216T10Z,3670,448,0,31
20190216T09Z,3635,448,0,31
20190216T08Z,3612,449,0,31
20190216T07Z,3688,447,0,31
20190216T06Z,3760,448,0,31
20190216T05Z,3860,448,0,31
20190216T04Z,4006,446,0,31
20190216T03Z,4191,445,0,30
20190216T02Z,4254,444,0,31
20190216T01Z,4296,447,0,31
20190216T00Z,4211,439,0,31
20190215T23Z,4104,397,0,31
20190215T22Z,4003,404,1,30
20190215T21Z,3961,447,2,31
20190215T20Z,4008,445,1,31
20190215T19Z,4001,446,2,31
20190215T18Z,3910,437,4,30
20190215T17Z,3840,426,5,31
20190215T16Z,3917,407,4,31
20190215T15Z,4062,448,1,30
20190215T14Z,3895,446,1,31
20190215T13Z,3834,446,0,31
20190215T12Z,3619,435,0,30
20190215T11Z,3305,423,0,31
20190215T10Z,3164,384,0,30
20190215T09Z,3147,388,0,31
20190215T08Z,3150,407,0,31
20190215T07Z,3190,432,0,30
20190215T06Z,3399,315,0,31
20190215T05Z,3626,291,0,30
20190215T04Z,3731,326,0,31
20190215T03Z,3774,380,0,30
20190215T02Z,3925,417,0,31
20190215T01Z,3987,436,0,30
20190215T00Z,3929,434,0,31
20190214T23Z,3823,310,1,31
20190214T22Z,3819,328,2,30
20190214T21Z,3865,363,3,31
20190214T20Z,3828,435,4,30
20190214T19Z,3912,436,4,31
20190214T18Z,4073,441,3,30
20190214T17Z,4171,438,3,31
20190214T16Z,4416,441,3,31
20190214T15Z,4406,553,4,30
20190214T14Z,4398,587,1,31
20190214T13Z,4515,605,0,30
20190214T12Z,4356,445,0,31
20190214T11Z,4037,425,0,30
20190214T10Z,3783,436,0,31
20190214T09Z,3790,402,0,31
20190214T08Z,3852,392,0,30
20190214T07Z,3840,443,0,31
20190214T06Z,3876,436,0,30
20190214T05Z,4058,449,0,31
20190214T04Z,4192,513,0,31
20190214T03Z,4301,488,0,30
20190214T02Z,4277,584,0,31
20190214T01Z,4202,688,0,30
20190214T00Z,3995,686,0,31
20190213T23Z,3985,475,1,30
20190213T22Z,3847,521,4,31
20190213T21Z,3770,628,6,31
20190213T20Z,3812,683,7,30
20190213T19Z,3756,803,8,31
20190213T18Z,3834,821,9,30
20190213T17Z,3954,845,9,31
20190213T16Z,4067,855,8,30
20190213T15Z,4043,959,5,31
20190213T14Z,4033,1099,2,30
20190213T13Z,4155,1067,0,30
20190213T12Z,3924,1047,0,31
20190213T11Z,3842,779,0,30
20190213T10Z,3904,448,0,30
20190213T09Z,3804,444,0,31
20190213T08Z,3770,432,0,30
20190213T07Z,3840,325,0,30
20190213T06Z,3947,276,0,30
20190213T05Z,4067,286,0,31
20190213T04Z,4146,342,0,30
20190213T03Z,4189,317,0,30
20190213T02Z,4250,294,0,30
20190213T01Z,4245,403,0,30
20190213T00Z,4283,340,0,30
20190212T23Z,4257,438,0,30
20190212T22Z,4047,437,1,30
20190212T21Z,3832,444,1,30
20190212T20Z,3767,442,0,30
20190212T19Z,3777,442,0,30
20190212T18Z,3789,440,1,30
20190212T17Z,3783,429,1,30
20190212T16Z,3868,435,1,30
20190212T15Z,3828,437,0,30
20190212T14Z,3857,435,0,30
20190212T13Z,3749,437,0,30
20190212T12Z,3560,439,0,30
20190212T11Z,3153,413,0,30
20190212T10Z,3095,289,0,30
20190212T09Z,3095,265,0,30
20190212T08Z,3129,272,0,30
20190212T07Z,3231,270,0,29
20190212T06Z,3254,327,0,30
20190212T05Z,3365,370,0,30
20190212T04Z,3568,395,0,30
20190212T03Z,3811,393,0,29
20190212T02Z,3897,313,0,30
20190212T01Z,3934,377,0,30
20190212T00Z,3934,384,0,29
20190211T23Z,3843,399,0,30
20190211T22Z,3896,441,0,29
20190211T21Z,3927,441,1,30
20190211T20Z,3982,444,1,30
20190211T19Z,3991,445,1,29
20190211T18Z,4051,445,1,30
20190211T17Z,4060,443,1,30
20190211T16Z,3993,447,1,29
20190211T15Z,4172,445,0,30
20190211T14Z,4356,445,0,30
20190211T13Z,4293,446,0,29
20190211T12Z,3886,441,0,30
20190211T11Z,3460,445,0,29
20190211T10Z,3260,445,0,30
20190211T09Z,3201,444,0,30
20190211T08Z,3192,442,0,29
20190211T07Z,3237,445,0,30
20190211T06Z,3315,440,0,30
20190211T05Z,3546,366,0,29
20190211T04Z,3856,269,0,30
20190211T03Z,3986,432,0,30
20190211T02Z,4358,442,0,29
20190211T01Z,4471,442,0,30
20190211T00Z,4426,443,0,29
20190210T23Z,4049,443,0,30
20190210T22Z,3971,444,0,30
20190210T21Z,3821,444,1,29
20190210T20Z,3865,444,1,30
20190210T19Z,3922,446,2,29
20190210T18Z,3989,449,3,30
20190210T17Z,4061,447,3,29
20190210T16Z,4150,447,1,30
20190210T15Z,4112,448,1,29
20190210T14Z,4031,449,0,30
20190210T13Z,4008,448,0,29
20190210T12Z,3901,450,0,30
20190210T11Z,3838,448,0,29
20190210T10Z,3848,449,0,30
20190210T09Z,3827,449,0,29
20190210T08Z,3833,440,0,30
20190210T07Z,3835,438,0,30
20190210T06Z,3869,444,0,29
20190210T05Z,3877,446,0,30
20190210T04Z,3947,448,0,29
20190210T03Z,4032,448,0,29
20190210T02Z,4108,447,0,30
20190210T01Z,4114,448,0,30
20190210T00Z,3986,446,0,30
20190209T23Z,3662,446,1,29
20190209T22Z,3567,441,4,30
20190209T21Z,3620,442,6,29
20190209T20Z,3629,440,9,30
20190209T19Z,3736,436,10,29
20190209T18Z,3878,522,10,30
20190209T17Z,4033,597,10,29
20190209T16Z,4105,672,9,30
20190209T15Z,4187,772,6,30
20190209T14Z,4225,774,2,29
20190209T13Z,4165,773,0,30
20190209T12Z,4011,771,0,29
20190209T11Z,4026,750,0,30
20190209T10Z,4223,641,0,30
20190209T09Z,4254,564,0,29
20190209T08Z,4201,563,0,30
20190209T07Z,4181,560,0,29
20190209T06Z,4230,565,0,30
20190209T05Z,4286,561,0,30
20190209T04Z,4394,596,0,29
20190209T03Z,4182,787,0,30
20190209T02Z,4151,909,0,30
20190209T01Z,4242,820,0,29
20190209T00Z,4207,711,0,30
20190208T23Z,3935,684,1,29
20190208T22Z,3976,546,3,30
20190208T21Z,4024,541,5,30
20190208T20Z,4128,547,9,30
20190208T19Z,4208,547,8,29
20190208T18Z,4329,553,5,30
20190208T17Z,4458,550,4,30
20190208T16Z,4536,556,1,30
20190208T15Z,4596,557,1,29
20190208T14Z,4579,557,1,30
20190208T13Z,4699,456,0,29
20190208T12Z,4410,265,0,30
20190208T11Z,4022,251,0,30
20190208T10Z,3656,250,0,29
20190208T09Z,3534,251,0,30
20190208T08Z,3396,250,0,29
20190208T07Z,3397,251,0,30
20190208T06Z,3342,248,0,29
20190208T05Z,3480,251,0,30
20190208T04Z,3636,250,0,29
20190208T03Z,3841,250,0,30
20190208T02Z,3926,250,0,29
20190208T01Z,4143,251,0,30
20190208T00Z,3954,251,0,29
20190207T23Z,3775,249,0,30
20190207T22Z,3685,249,0,29
20190207T21Z,3722,249,1,29
20190207T20Z,3712,249,2,30
20190207T19Z,3769,247,4,29
20190207T18Z,3854,246,2,30
20190207T17Z,3848,248,2,29
20190207T16Z,3863,251,1,29
20190207T15Z,3798,250,0,30
20190207T14Z,3718,251,0,31
20190207T13Z,3669,251,0,45
20190207T12Z,3386,248,0,46
20190207T11Z,3026,250,0,48
20190207T10Z,2818,246,0,49
20190207T09Z,2782,244,0,50
20190207T08Z,2811,243,0,52
20190207T07Z,2892,235,0,53
20190207T06Z,3005,237,0,53
20190207T05Z,3221,278,0,56
20190207T04Z,3422,315,0,56
20190207T03Z,3661,317,0,57
20190207T02Z,3822,315,0,57
20190207T01Z,3851,322,0,59
20190207T00Z,3849,335,0,59
20190206T23Z,3601,332,0,60
20190206T22Z,3646,334,1,60
20190206T21Z,3670,342,1,61
20190206T20Z,3666,350,3,61
20190206T19Z,3717,354,2,63
20190206T18Z,3761,355,1,70
20190206T17Z,3846,348,0,71
20190206T16Z,3816,344,0,65
20190206T15Z,3827,307,0,62
20190206T14Z,3836,289,0,63
20190206T13Z,3766,293,0,63
20190206T12Z,3478,297,0,65
20190206T11Z,3093,281,0,65
20190206T10Z,2958,249,0,65
20190206T09Z,2928,240,0,66
20190206T08Z,2966,248,0,67
20190206T07Z,3062,245,0,67
20190206T06Z,3127,247,0,68
20190206T05Z,3278,247,0,69
20190206T04Z,3472,250,0,69
20190206T03Z,3730,247,0,69
20190206T02Z,3946,250,0,70
20190206T01Z,3953,250,0,73
20190206T00Z,3976,249,0,70
20190205T23Z,3716,241,0,72
20190205T22Z,3700,249,2,73
20190205T21Z,3715,239,2,72
20190205T20Z,3737,247,3,74
20190205T19Z,3789,250,4,73
20190205T18Z,3821,250,4,75
20190205T17Z,3828,250,3,73
20190205T16Z,3875,251,2,73
20190205T15Z,3859,257,1,73
20190205T14Z,3689,250,0,74
20190205T13Z,3613,246,0,75
20190205T12Z,3358,236,0,74
20190205T11Z,2945,249,0,76
20190205T10Z,2798,247,0,75
20190205T09Z,2790,242,0,75
20190205T08Z,2838,247,0,77
20190205T07Z,2880,248,0,75
20190205T06Z,3001,248,0,76
20190205T05Z,3110,247,0,76
20190205T04Z,3315,241,0,76
20190205T03Z,3509,251,0,76
20190205T02Z,3672,249,0,76
20190205T01Z,3801,249,0,75
20190205T00Z,3807,250,0,76
20190204T23Z,3669,249,0,76
20190204T22Z,3724,250,0,75
20190204T21Z,3723,250,1,75
20190204T20Z,3780,249,1,66
20190204T19Z,3802,249,1,64
20190204T18Z,3832,251,3,63
20190204T17Z,3875,249,4,65
20190204T16Z,3894,250,5,63
20190204T15Z,3891,249,4,63
20190204T14Z,3964,249,2,61
20190204T13Z,3997,251,0,60
20190204T12Z,3760,250,0,62
20190204T11Z,3303,249,0,64
20190204T10Z,3110,251,0,64
20190204T09Z,3025,249,0,66
20190204T08Z,3070,251,0,67
20190204T07Z,3071,250,0,68
20190204T06Z,3116,252,0,69
20190204T05Z,3176,258,0,69
20190204T04Z,3301,260,0,72
20190204T03Z,3345,239,0,76
20190204T02Z,3381,221,0,76
20190204T01Z,3383,218,0,73
20190204T00Z,3381,218,0,72
20190203T23Z,3171,214,1,65
20190203T22Z,3110,213,3,61
20190203T21Z,3080,214,6,60
20190203T20Z,3122,214,8,56
20190203T19Z,3162,215,9,49
20190203T18Z,3219,217,9,44
20190203T17Z,3376,219,8,38
20190203T16Z,3516,223,3,32
20190203T15Z,3630,224,2,20
20190203T14Z,3601,223,1,21
20190203T13Z,3573,197,0,20
20190203T12Z,3521,132,0,21
20190203T11Z,3419,124,0,20
20190203T10Z,3213,175,0,20
20190203T09Z,3249,149,0,16
20190203T08Z,3268,122,0,17
20190203T07Z,3308,124,0,16
20190203T06Z,3489,16,0,16
20190203T05Z,3596,4,0,13
20190203T04Z,3536,231,0,12
20190203T03Z,3596,251,0,12
20190203T02Z,3640,250,0,13
20190203T01Z,3756,250,0,12
20190203T00Z,3624,250,0,12
20190202T23Z,3392,251,0,13
20190202T22Z,3321,250,2,12
20190202T21Z,3370,250,6,18
20190202T20Z,3492,250,8,18
20190202T19Z,3649,251,9,23
20190202T18Z,3882,250,9,23
20190202T17Z,4152,250,7,30
20190202T16Z,4391,251,5,30
20190202T15Z,4459,251,2,30
20190202T14Z,4468,251,0,30
20190202T13Z,4381,250,0,29
20190202T12Z,4260,250,0,20
20190202T11Z,4147,250,0,21
20190202T10Z,4091,250,0,17
20190202T09Z,4100,279,0,11
20190202T08Z,3991,442,0,10
20190202T07Z,4026,443,0,10
20190202T06Z,4127,443,0,11
20190202T05Z,4241,441,0,10
20190202T04Z,4446,447,0,10
20190202T03Z,4520,507,0,11
20190202T02Z,4682,508,0,10
20190202T01Z,4777,512,0,11
20190202T00Z,4869,485,0,10
20190201T23Z,4532,476,0,10
20190201T22Z,4481,506,1,11
20190201T21Z,4546,507,1,10
20190201T20Z,4660,505,2,10
20190201T19Z,4838,512,1,11
20190201T18Z,4991,496,1,10
20190201T17Z,5143,485,1,10
20190201T16Z,5495,711,1,11
20190201T15Z,5447,806,1,13
20190201T14Z,5578,1085,0,30
20190201T13Z,5615,1119,0,30
20190201T12Z,5587,1094,0,30
20190201T11Z,5323,1030,0,30
20190201T10Z,4929,978,0,31
20190201T09Z,4801,949,0,30
20190201T08Z,4867,962,0,30
20190201T07Z,4959,963,0,30
20190201T06Z,4882,813,0,31
20190201T05Z,5584,1034,0,30
20190201T04Z,5746,1139,0,30
20190201T03Z,5661,1293,0,31
20190201T02Z,5627,1369,0,30
20190201T01Z,5674,1431,0,30
20190201T00Z,5465,1403,0,31
20190131T23Z,5133,1389,0,30
20190131T22Z,5012,1296,2,31
20190131T21Z,4857,1285,3,30
20190131T20Z,4858,1367,4,31
20190131T19Z,4735,1493,7,30
20190131T18Z,4744,1540,6,30
20190131T17Z,4767,1735,8,31
20190131T16Z,4668,1857,6,30
20190131T15Z,4661,2066,4,31
20190131T14Z,4694,2203,1,30
20190131T13Z,4582,2249,0,31
20190131T12Z,4720,2300,0,30
20190131T11Z,4522,2261,0,31
20190131T10Z,4514,2084,0,30
20190131T09Z,4593,1916,0,31
20190131T08Z,4236,1824,0,30
20190131T07Z,4219,1803,0,31
20190131T06Z,4271,1814,0,31
20190131T05Z,4502,1871,0,30
20190131T04Z,5040,2056,0,31
20190131T03Z,4961,2207,0,30
20190131T02Z,5306,2595,0,31
20190131T01Z,5057,2623,0,31
20190131T00Z,5270,2822,0,30
20190130T23Z,4631,2304,1,31
20190130T22Z,4252,2161,4,31
20190130T21Z,4184,2141,7,30
20190130T20Z,4113,2099,9,31
20190130T19Z,4180,2108,10,31
20190130T18Z,4484,2172,8,31
20190130T17Z,4519,2158,6,30
20190130T16Z,4447,2270,6,31
20190130T15Z,4142,2417,3,31
20190130T14Z,4044,2373,2,31
20190130T13Z,3947,2378,0,30
20190130T12Z,3715,2342,0,31
20190130T11Z,3584,2151,0,31
20190130T10Z,3564,2007,0,31
20190130T09Z,3579,1660,0,31
20190130T08Z,3577,1554,0,30
20190130T07Z,3589,1530,0,31
20190130T06Z,3605,1537,0,31
20190130T05Z,3624,1610,0,31
20190130T04Z,3745,1689,0,31
20190130T03Z,3882,1614,0,31
20190130T02Z,3973,1656,0,31
20190130T01Z,4339,1612,0,31
20190130T00Z,4458,1512,0,31
20190129T23Z,4597,1186,1,31
20190129T22Z,4191,1015,3,30
20190129T21Z,4336,901,7,31
20190129T20Z,4524,839,8,31
20190129T19Z,4795,743,8,31
20190129T18Z,5156,622,5,31
20190129T17Z,5238,565,4,31
20190129T16Z,5271,568,3,31
20190129T15Z,5310,575,2,31
20190129T14Z,5185,571,1,32
20190129T13Z,5130,564,0,31
20190129T12Z,5030,448,0,31
20190129T11Z,4537,449,0,31
20190129T10Z,4294,449,0,23
20190129T09Z,4152,450,0,11
20190129T08Z,4099,448,0,10
20190129T07Z,4049,448,0,11
20190129T06Z,3958,447,0,11
20190129T05Z,3965,446,0,10
20190129T04Z,4055,433,0,11
20190129T03Z,4182,439,0,11
20190129T02Z,4214,441,0,11
20190129T01Z,4195,443,0,10
20190129T00Z,4185,441,0,11
20190128T23Z,4090,441,0,11
20190128T22Z,3907,440,1,31
20190128T21Z,3906,438,1,31
20190128T20Z,3905,439,3,31
20190128T19Z,4038,438,4,31
20190128T18Z,4109,441,7,31
20190128T17Z,4251,440,6,31
20190128T16Z,4491,437,5,31
20190128T15Z,4612,443,3,31
20190128T14Z,4690,442,1,32
20190128T13Z,4785,446,0,31
20190128T12Z,4625,446,0,31
20190128T11Z,4124,445,0,31
20190128T10Z,3908,445,0,31
20190128T09Z,3845,447,0,31
20190128T08Z,3847,441,0,31
20190128T07Z,3821,442,0,32
20190128T06Z,3841,441,0,31
20190128T05Z,3929,446,0,31
20190128T04Z,3995,444,0,31
20190128T03Z,4088,444,0,31
20190128T02Z,4178,444,0,32
20190128T01Z,4140,443,0,31
20190128T00Z,4033,446,0,31
20190127T23Z,3813,445,0,31
20190127T22Z,3724,444,2,31
20190127T21Z,3675,445,2,32
20190127T20Z,3637,445,6,31
20190127T19Z,3630,444,6,31
20190127T18Z,3686,442,6,31
20190127T17Z,3736,444,8,31
20190127T16Z,3866,446,7,32
20190127T15Z,3916,446,5,31
20190127T14Z,3854,446,0,31
20190127T13Z,3715,447,0,31
20190127T12Z,3524,446,0,31
20190127T11Z,3418,444,0,31
20190127T10Z,3344,443,0,32
20190127T09Z,3352,444,0,31
20190127T08Z,3392,440,0,31
20190127T07Z,3646,332,0,31
20190127T06Z,3972,244,0,31
20190127T05Z,4022,387,0,31
20190127T04Z,4190,439,0,31
20190127T03Z,4268,441,0,31
20190127T02Z,4367,443,0,31
20190127T01Z,4395,444,0,31
20190127T00Z,4401,443,0,32
20190126T23Z,4276,440,0,31
20190126T22Z,4209,428,3,31
20190126T21Z,4218,430,4,31
20190126T20Z,4352,437,4,30
20190126T19Z,4466,442,4,31
20190126T18Z,4630,444,4,31
20190126T17Z,4882,441,3,31
20190126T16Z,5294,445,2,31
20190126T15Z,5262,447,1,31
20190126T14Z,5156,445,0,31
20190126T13Z,4944,446,0,31
20190126T12Z,4582,447,0,31
20190126T11Z,4488,445,0,31
20190126T10Z,4427,446,0,31
20190126T09Z,4384,448,0,31
20190126T08Z,4509,447,0,31
20190126T07Z,4595,447,0,31
20190126T06Z,4645,448,0,30
20190126T05Z,4789,448,0,31
20190126T04Z,4951,447,0,31
20190126T03Z,4984,449,0,31
20190126T02Z,4999,448,0,31
20190126T01Z,5030,448,0,31
20190126T00Z,4932,450,0,31
20190125T23Z,4622,445,0,31
20190125T22Z,4430,447,3,31
20190125T21Z,4346,440,6,31
20190125T20Z,4498,450,9,31
20190125T19Z,4583,449,10,31
20190125T18Z,4697,497,10,31
20190125T17Z,4568,770,10,31
20190125T16Z,4569,1005,8,31
20190125T15Z,4714,1047,5,31
20190125T14Z,4727,1187,2,31
20190125T13Z,4595,1216,0,31
20190125T12Z,4316,1184,0,31
20190125T11Z,4138,905,0,31
20190125T10Z,4106,711,0,31
20190125T09Z,4166,491,0,31
20190125T08Z,4180,448,0,31
20190125T07Z,4249,445,0,31
20190125T06Z,4390,445,0,31
20190125T05Z,4560,447,0,31
20190125T04Z,4716,448,0,31
20190125T03Z,4843,509,0,31
20190125T02Z,4915,561,0,31
20190125T01Z,4910,553,0,31
20190125T00Z,5016,516,0,30
20190124T23Z,4913,446,0,31
20190124T22Z,4819,446,1,31
20190124T21Z,4769,448,3,31
20190124T20Z,4878,446,1,31
20190124T19Z,4992,447,1,30
20190124T18Z,5055,448,1,31
20190124T17Z,5130,447,1,31
20190124T16Z,5190,447,0,30
20190124T15Z,5230,447,0,31
20190124T14Z,5198,449,0,30
20190124T13Z,4969,447,0,31
20190124T12Z,4703,448,0,30
20190124T11Z,4234,446,0,31
20190124T10Z,3994,446,0,31
20190124T09Z,3823,445,0,30
20190124T08Z,3788,445,0,31
20190124T07Z,3724,441,0,30
20190124T06Z,3780,445,0,31
