,natural gas,solar,hydro
20190930T06Z,324,0,
20190930T05Z,349,0,
20190930T04Z,375,0,
20190930T03Z,381,0,
20190930T02Z,413,0,
20190930T01Z,441,0,
20190930T00Z,459,0,
20190929T23Z,475,3,
20190929T22Z,485,8,
20190929T21Z,478,12,
20190929T20Z,468,13,
20190929T19Z,450,15,
20190929T18Z,425,15,
20190929T17Z,395,16,
20190929T16Z,367,13,
20190929T15Z,335,13,
20190929T14Z,303,9,
20190929T13Z,273,4,
20190929T12Z,260,0,
20190929T11Z,285,0,
20190929T10Z,291,0,
20190929T09Z,295,0,
20190929T08Z,307,0,
20190929T07Z,326,0,
20190929T06Z,346,0,
20190929T05Z,370,0,
20190929T04Z,391,0,
20190929T03Z,391,0,
20190929T02Z,421,0,
20190929T01Z,447,0,
20190929T00Z,461,0,
20190928T23Z,482,2,
20190928T22Z,496,7,
20190928T21Z,498,10,
20190928T20Z,490,13,
20190928T19Z,474,16,
20190928T18Z,451,15,
20190928T17Z,425,14,
20190928T16Z,392,16,
20190928T15Z,356,11,
20190928T14Z,368,4,
20190928T13Z,308,3,
20190928T12Z,297,0,
20190928T11Z,317,0,
20190928T10Z,313,0,
20190928T09Z,313,0,
20190928T08Z,319,0,
20190928T07Z,335,0,
20190928T06Z,361,0,
20190928T05Z,397,0,
20190928T04Z,408,0,
20190928T03Z,433,0,
20190928T02Z,459,0,
20190928T01Z,492,0,
20190928T00Z,509,0,
20190927T23Z,528,2,
20190927T22Z,538,6,
20190927T21Z,564,7,
20190927T20Z,568,6,
20190927T19Z,563,8,
20190927T18Z,533,18,
20190927T17Z,497,19,
20190927T16Z,456,18,
20190927T15Z,414,15,
20190927T14Z,386,8,
20190927T13Z,370,3,
20190927T12Z,364,0,
20190927T11Z,344,0,
20190927T10Z,315,0,
20190927T09Z,305,0,
20190927T08Z,311,0,
20190927T07Z,324,0,
20190927T06Z,346,0,
20190927T05Z,377,0,
20190927T04Z,393,0,
20190927T03Z,437,0,
20190927T02Z,479,0,
20190927T01Z,518,0,
20190927T00Z,537,0,
20190926T23Z,555,3,
20190926T22Z,567,9,
20190926T21Z,572,13,
20190926T20Z,568,15,
20190926T19Z,562,10,
20190926T18Z,529,13,
20190926T17Z,495,18,
20190926T16Z,460,15,
20190926T15Z,422,15,
20190926T14Z,391,10,
20190926T13Z,378,3,
20190926T12Z,376,0,
20190926T11Z,334,0,
20190926T10Z,301,0,
20190926T09Z,293,0,
20190926T08Z,292,0,
20190926T07Z,307,0,
20190926T06Z,285,0,
20190926T05Z,270,0,
20190926T04Z,266,0,
20190926T03Z,302,0,
20190926T02Z,315,0,
20190926T01Z,337,0,
20190926T00Z,333,0,
20190925T23Z,358,4,
20190925T22Z,507,10,
20190925T21Z,566,9,
20190925T20Z,573,7,
20190925T19Z,554,14,
20190925T18Z,533,17,
20190925T17Z,489,18,
20190925T16Z,440,18,
20190925T15Z,396,14,
20190925T14Z,381,8,
20190925T13Z,365,4,
20190925T12Z,366,0,
20190925T11Z,323,0,
20190925T10Z,288,0,
20190925T09Z,273,0,
20190925T08Z,275,0,
20190925T07Z,292,0,
20190925T06Z,311,0,
20190925T05Z,345,0,
20190925T04Z,401,0,
20190925T03Z,419,0,
20190925T02Z,455,0,
20190925T01Z,491,0,
20190925T00Z,510,0,
20190924T23Z,524,4,
20190924T22Z,534,8,
20190924T21Z,529,12,
20190924T20Z,532,10,
20190924T19Z,501,14,
20190924T18Z,472,14,
20190924T17Z,440,18,
20190924T16Z,397,18,
20190924T15Z,364,15,
20190924T14Z,331,10,
20190924T13Z,301,4,
20190924T12Z,311,0,
20190924T11Z,307,0,
20190924T10Z,275,0,
20190924T09Z,263,0,
20190924T08Z,265,0,
20190924T07Z,273,0,
20190924T06Z,289,0,
20190924T05Z,312,0,
20190924T04Z,348,0,
20190924T03Z,358,0,
20190924T02Z,406,0,
20190924T01Z,435,0,
20190924T00Z,456,0,
20190923T23Z,478,4,
20190923T22Z,489,10,
20190923T21Z,477,15,
20190923T20Z,460,17,
20190923T19Z,442,15,
20190923T18Z,422,15,
20190923T17Z,389,15,
20190923T16Z,371,15,
20190923T15Z,343,14,
20190923T14Z,319,7,
20190923T13Z,305,3,
20190923T12Z,302,0,
20190923T11Z,304,0,
20190923T10Z,276,0,
20190923T09Z,264,0,
20190923T08Z,265,0,
20190923T07Z,273,0,
20190923T06Z,289,0,
20190923T05Z,312,0,
20190923T04Z,348,0,
20190923T03Z,350,0,
20190923T02Z,384,0,
20190923T01Z,412,0,
20190923T00Z,424,0,
20190922T23Z,443,4,
20190922T22Z,449,9,
20190922T21Z,440,12,
20190922T20Z,425,14,
20190922T19Z,410,13,
20190922T18Z,389,13,
20190922T17Z,376,8,
20190922T16Z,343,13,
20190922T15Z,310,14,
20190922T14Z,304,10,
20190922T13Z,280,4,
20190922T12Z,270,0,
20190922T11Z,269,0,
20190922T10Z,264,0,
20190922T09Z,265,0,
20190922T08Z,272,0,
20190922T07Z,285,0,
20190922T06Z,303,0,
20190922T05Z,327,0,
20190922T04Z,354,0,
20190922T03Z,351,0,
20190922T02Z,375,0,
20190922T01Z,398,0,
20190922T00Z,405,0,
20190921T23Z,423,2,
20190921T22Z,433,7,
20190921T21Z,430,11,
20190921T20Z,424,13,
20190921T19Z,414,12,
20190921T18Z,399,13,
20190921T17Z,389,14,
20190921T16Z,353,16,
20190921T15Z,323,13,
20190921T14Z,293,7,
20190921T13Z,269,3,
20190921T12Z,281,0,
20190921T11Z,281,0,
20190921T10Z,276,0,
20190921T09Z,277,0,
20190921T08Z,284,0,
20190921T07Z,299,0,
20190921T06Z,329,0,
20190921T05Z,354,0,
20190921T04Z,370,0,
20190921T03Z,368,0,
20190921T02Z,389,0,
20190921T01Z,412,0,
20190921T00Z,428,0,
20190920T23Z,446,3,
20190920T22Z,468,7,
20190920T21Z,458,12,
20190920T20Z,463,14,
20190920T19Z,441,14,
20190920T18Z,438,14,
20190920T17Z,412,15,
20190920T16Z,393,16,
20190920T15Z,352,15,
20190920T14Z,330,10,
20190920T13Z,311,4,
20190920T12Z,306,0,
20190920T11Z,334,0,
20190920T10Z,302,0,
20190920T09Z,292,0,
20190920T08Z,295,0,
20190920T07Z,313,0,
20190920T06Z,311,0,
20190920T05Z,330,0,
20190920T04Z,339,0,
20190920T03Z,364,0,
20190920T02Z,396,0,
20190920T01Z,428,0,
20190920T00Z,439,0,
20190919T23Z,442,4,
20190919T22Z,457,10,
20190919T21Z,458,11,
20190919T20Z,461,13,
20190919T19Z,455,15,
20190919T18Z,435,14,
20190919T17Z,411,14,
20190919T16Z,387,14,
20190919T15Z,360,11,
20190919T14Z,357,5,
20190919T13Z,335,2,
20190919T12Z,373,0,
20190919T11Z,330,0,
20190919T10Z,327,0,
20190919T09Z,318,0,
20190919T08Z,320,0,
20190919T07Z,331,0,
20190919T06Z,346,0,
20190919T05Z,327,0,
20190919T04Z,358,0,
20190919T03Z,392,0,
20190919T02Z,427,0,
20190919T01Z,457,0,
20190919T00Z,464,0,
20190918T23Z,479,2,
20190918T22Z,505,3,
20190918T21Z,521,7,
20190918T20Z,581,6,
20190918T19Z,578,11,
20190918T18Z,552,14,
20190918T17Z,480,14,
20190918T16Z,432,13,
20190918T15Z,406,11,
20190918T14Z,376,5,
20190918T13Z,362,3,
20190918T12Z,353,0,
20190918T11Z,337,0,
20190918T10Z,303,0,
20190918T09Z,292,0,
20190918T08Z,296,0,
20190918T07Z,312,0,
20190918T06Z,339,0,
20190918T05Z,368,0,
20190918T04Z,407,0,
20190918T03Z,451,0,
20190918T02Z,497,0,
20190918T01Z,533,0,
20190918T00Z,545,0,
20190917T23Z,558,4,
20190917T22Z,569,10,
20190917T21Z,573,9,
20190917T20Z,565,16,
20190917T19Z,553,16,
20190917T18Z,512,16,
20190917T17Z,477,16,
20190917T16Z,447,16,
20190917T15Z,409,13,
20190917T14Z,385,9,
20190917T13Z,360,4,
20190917T12Z,347,0,
20190917T11Z,319,0,
20190917T10Z,286,0,
20190917T09Z,276,0,
20190917T08Z,278,0,
20190917T07Z,290,0,
20190917T06Z,306,0,
20190917T05Z,330,0,
20190917T04Z,371,0,
20190917T03Z,407,0,
20190917T02Z,440,0,
20190917T01Z,472,0,
20190917T00Z,491,0,
20190916T23Z,513,3,
20190916T22Z,525,7,
20190916T21Z,525,3,
20190916T20Z,503,6,
20190916T19Z,476,10,
20190916T18Z,455,13,
20190916T17Z,438,10,
20190916T16Z,413,11,
20190916T15Z,388,11,
20190916T14Z,366,5,
20190916T13Z,334,3,
20190916T12Z,326,0,
20190916T11Z,307,0,
20190916T10Z,284,0,
20190916T09Z,275,0,
20190916T08Z,279,0,
20190916T07Z,291,0,
20190916T06Z,310,0,
20190916T05Z,335,0,
20190916T04Z,370,0,
20190916T03Z,409,0,
20190916T02Z,449,0,
20190916T01Z,483,0,
20190916T00Z,499,0,
20190915T23Z,518,3,
20190915T22Z,521,9,
20190915T21Z,515,10,
20190915T20Z,505,12,
20190915T19Z,488,16,
20190915T18Z,463,17,
20190915T17Z,431,18,
20190915T16Z,388,18,
20190915T15Z,346,16,
20190915T14Z,311,8,
20190915T13Z,286,3,
20190915T12Z,271,0,
20190915T11Z,267,0,
20190915T10Z,263,0,
20190915T09Z,264,0,
20190915T08Z,273,0,
20190915T07Z,286,0,
20190915T06Z,305,0,
20190915T05Z,330,0,
20190915T04Z,361,0,
20190915T03Z,389,0,
20190915T02Z,417,0,
20190915T01Z,444,0,
20190915T00Z,461,0,
20190914T23Z,484,4,
20190914T22Z,493,10,
20190914T21Z,493,11,
20190914T20Z,482,13,
20190914T19Z,466,13,
20190914T18Z,445,14,
20190914T17Z,418,15,
20190914T16Z,383,14,
20190914T15Z,351,12,
20190914T14Z,316,8,
20190914T13Z,285,4,
20190914T12Z,269,0,
20190914T11Z,263,0,
20190914T10Z,257,0,
20190914T09Z,256,0,
20190914T08Z,261,0,
20190914T07Z,275,0,
20190914T06Z,307,0,
20190914T05Z,322,0,
20190914T04Z,349,0,
20190914T03Z,384,0,
20190914T02Z,412,0,
20190914T01Z,442,0,
20190914T00Z,465,0,
20190913T23Z,476,5,
20190913T22Z,499,8,
20190913T21Z,504,9,
20190913T20Z,507,11,
20190913T19Z,505,10,
20190913T18Z,504,12,
20190913T17Z,458,11,
20190913T16Z,434,10,
20190913T15Z,407,7,
20190913T14Z,386,8,
20190913T13Z,359,3,
20190913T12Z,346,0,
20190913T11Z,310,0,
20190913T10Z,281,0,
20190913T09Z,270,0,
20190913T08Z,276,0,
20190913T07Z,290,0,
20190913T06Z,310,0,
20190913T05Z,356,0,
20190913T04Z,389,0,
20190913T03Z,418,0,
20190913T02Z,457,0,
20190913T01Z,491,0,
20190913T00Z,499,0,
20190912T23Z,526,3,
20190912T22Z,540,6,
20190912T21Z,537,7,
20190912T20Z,549,10,
20190912T19Z,531,10,
20190912T18Z,509,8,
20190912T17Z,479,10,
20190912T16Z,455,10,
20190912T15Z,426,10,
20190912T14Z,387,7,
20190912T13Z,364,3,
20190912T12Z,344,0,
20190912T11Z,317,0,
20190912T10Z,290,0,
20190912T09Z,281,0,
20190912T08Z,285,0,
20190912T07Z,301,0,
20190912T06Z,330,0,
20190912T05Z,356,0,
20190912T04Z,383,0,
20190912T03Z,430,0,
20190912T02Z,470,0,
20190912T01Z,496,0,
20190912T00Z,518,0,
20190911T23Z,542,3,
20190911T22Z,554,7,
20190911T21Z,542,9,
20190911T20Z,549,9,
20190911T19Z,535,10,
20190911T18Z,511,10,
20190911T17Z,484,11,
20190911T16Z,452,11,
20190911T15Z,420,9,
20190911T14Z,394,6,
20190911T13Z,367,3,
20190911T12Z,348,0,
20190911T11Z,314,0,
20190911T10Z,293,0,
20190911T09Z,282,0,
20190911T08Z,286,0,
20190911T07Z,306,0,
20190911T06Z,322,0,
20190911T05Z,348,0,
20190911T04Z,368,0,
20190911T03Z,416,0,
20190911T02Z,464,0,
20190911T01Z,486,0,
20190911T00Z,505,0,
20190910T23Z,514,1,
20190910T22Z,524,2,
20190910T21Z,525,2,
20190910T20Z,534,4,
20190910T19Z,551,9,
20190910T18Z,531,10,
20190910T17Z,494,11,
20190910T16Z,442,11,
20190910T15Z,401,10,
20190910T14Z,364,7,
20190910T13Z,355,2,
20190910T12Z,337,0,
20190910T11Z,317,0,
20190910T10Z,327,0,
20190910T09Z,318,0,
20190910T08Z,320,0,
20190910T07Z,295,0,
20190910T06Z,311,0,
20190910T05Z,338,0,
20190910T04Z,427,0,
20190910T03Z,431,0,
20190910T02Z,478,0,
20190910T01Z,509,0,
20190910T00Z,536,0,
20190909T23Z,555,4,
20190909T22Z,575,7,
20190909T21Z,565,9,
20190909T20Z,559,11,
20190909T19Z,544,10,
20190909T18Z,520,9,
20190909T17Z,491,10,
20190909T16Z,453,11,
20190909T15Z,418,10,
20190909T14Z,386,7,
20190909T13Z,361,3,
20190909T12Z,329,0,
20190909T11Z,348,0,
20190909T10Z,322,0,
20190909T09Z,312,0,
20190909T08Z,316,0,
20190909T07Z,330,0,
20190909T06Z,349,0,
20190909T05Z,375,0,
20190909T04Z,410,0,
20190909T03Z,440,0,
20190909T02Z,481,0,
20190909T01Z,514,0,
20190909T00Z,527,0,
20190908T23Z,550,3,
20190908T22Z,564,6,
20190908T21Z,565,8,
20190908T20Z,554,8,
20190908T19Z,536,10,
20190908T18Z,515,10,
20190908T17Z,492,4,
20190908T16Z,441,11,
20190908T15Z,389,9,
20190908T14Z,338,7,
20190908T13Z,296,3,
20190908T12Z,279,0,
20190908T11Z,287,0,
20190908T10Z,286,0,
20190908T09Z,293,0,
20190908T08Z,304,0,
20190908T07Z,315,0,
20190908T06Z,318,0,
20190908T05Z,356,0,
20190908T04Z,387,0,
20190908T03Z,410,0,
20190908T02Z,445,0,
20190908T01Z,475,0,
20190908T00Z,493,0,
20190907T23Z,519,3,
20190907T22Z,527,7,
20190907T21Z,525,10,
20190907T20Z,515,11,
20190907T19Z,494,11,
20190907T18Z,467,11,
20190907T17Z,434,11,
20190907T16Z,389,11,
20190907T15Z,342,10,
20190907T14Z,301,7,
20190907T13Z,269,3,
20190907T12Z,251,0,
20190907T11Z,260,0,
20190907T10Z,256,0,
20190907T09Z,257,0,
20190907T08Z,266,0,
20190907T07Z,286,0,
20190907T06Z,312,0,
20190907T05Z,343,0,
20190907T04Z,363,0,
20190907T03Z,396,0,
20190907T02Z,422,0,
20190907T01Z,449,0,
20190907T00Z,464,0,
20190906T23Z,507,4,
20190906T22Z,529,7,
20190906T21Z,537,10,
20190906T20Z,511,11,
20190906T19Z,494,11,
20190906T18Z,469,10,
20190906T17Z,440,10,
20190906T16Z,406,10,
20190906T15Z,378,9,
20190906T14Z,351,6,
20190906T13Z,343,3,
20190906T12Z,332,0,
20190906T11Z,322,0,
20190906T10Z,301,0,
20190906T09Z,298,0,
20190906T08Z,311,0,
20190906T07Z,335,0,
20190906T06Z,363,0,
20190906T05Z,391,0,
20190906T04Z,417,0,
20190906T03Z,460,0,
20190906T02Z,504,0,
20190906T01Z,541,0,
20190906T00Z,558,0,
20190905T23Z,586,3,
20190905T22Z,593,6,
20190905T21Z,588,8,
20190905T20Z,582,10,
20190905T19Z,560,10,
20190905T18Z,531,10,
20190905T17Z,488,10,
20190905T16Z,449,11,
20190905T15Z,407,11,
20190905T14Z,377,7,
20190905T13Z,356,2,
20190905T12Z,344,0,
20190905T11Z,323,0,
20190905T10Z,298,0,
20190905T09Z,290,0,
20190905T08Z,294,0,
20190905T07Z,314,0,
20190905T06Z,336,0,
20190905T05Z,364,0,
20190905T04Z,401,0,
20190905T03Z,439,0,
20190905T02Z,478,0,
20190905T01Z,513,0,
20190905T00Z,530,1,
20190904T23Z,549,4,
20190904T22Z,564,8,
20190904T21Z,558,10,
20190904T20Z,534,11,
20190904T19Z,520,10,
20190904T18Z,501,11,
20190904T17Z,471,11,
20190904T16Z,437,12,
20190904T15Z,403,10,
20190904T14Z,370,7,
20190904T13Z,345,2,
20190904T12Z,336,0,
20190904T11Z,318,0,
20190904T10Z,288,0,
20190904T09Z,276,0,
20190904T08Z,280,0,
20190904T07Z,296,0,
20190904T06Z,311,0,
20190904T05Z,335,0,
20190904T04Z,366,0,
20190904T03Z,412,0,
20190904T02Z,448,0,
20190904T01Z,488,0,
20190904T00Z,506,0,
20190903T23Z,526,3,
20190903T22Z,540,6,
20190903T21Z,531,10,
20190903T20Z,534,9,
20190903T19Z,510,9,
20190903T18Z,484,12,
20190903T17Z,449,12,
20190903T16Z,419,12,
20190903T15Z,393,10,
20190903T14Z,361,6,
20190903T13Z,339,2,
20190903T12Z,329,0,
20190903T11Z,312,0,
20190903T10Z,283,0,
20190903T09Z,272,0,
20190903T08Z,273,0,
20190903T07Z,285,0,
20190903T06Z,302,0,
20190903T05Z,327,0,
20190903T04Z,361,0,
20190903T03Z,401,0,
20190903T02Z,438,0,
20190903T01Z,467,0,
20190903T00Z,478,0,
20190902T23Z,495,4,
20190902T22Z,499,6,
20190902T21Z,493,8,
20190902T20Z,479,10,
20190902T19Z,464,9,
20190902T18Z,435,9,
20190902T17Z,411,9,
20190902T16Z,384,7,
20190902T15Z,356,4,
20190902T14Z,330,3,
20190902T13Z,307,1,
20190902T12Z,294,0,
20190902T11Z,291,0,
20190902T10Z,281,0,
20190902T09Z,276,0,
20190902T08Z,280,0,
20190902T07Z,291,0,
20190902T06Z,307,0,
20190902T05Z,328,0,
20190902T04Z,354,0,
20190902T03Z,381,0,
20190902T02Z,409,0,
20190902T01Z,435,0,
20190902T00Z,437,0,
20190901T23Z,467,2,
20190901T22Z,497,6,
20190901T21Z,498,5,
20190901T20Z,478,8,
20190901T19Z,471,9,
20190901T18Z,449,10,
20190901T17Z,429,10,
20190901T16Z,394,9,
20190901T15Z,363,5,
20190901T14Z,330,3,
20190901T13Z,303,1,
20190901T12Z,286,0,
20190901T11Z,280,0,
20190901T10Z,277,0,
20190901T09Z,279,0,
20190901T08Z,287,0,
20190901T07Z,296,0,
20190901T06Z,303,0,
20190901T05Z,317,0,
20190901T04Z,340,0,
20190901T03Z,369,0,
20190901T02Z,403,0,
20190901T01Z,424,0,
20190901T00Z,434,0,
20190831T23Z,462,2,
20190831T22Z,502,5,
20190831T21Z,500,8,
20190831T20Z,494,10,
20190831T19Z,478,10,
20190831T18Z,454,10,
20190831T17Z,440,9,
20190831T16Z,406,6,
20190831T15Z,378,5,
20190831T14Z,348,3,
20190831T13Z,316,2,
20190831T12Z,295,0,
20190831T11Z,288,0,
20190831T10Z,280,0,
20190831T09Z,275,0,
20190831T08Z,278,0,
20190831T07Z,291,0,
20190831T06Z,316,0,
20190831T05Z,341,0,
20190831T04Z,369,0,
20190831T03Z,399,0,
20190831T02Z,424,0,
20190831T01Z,449,0,
20190831T00Z,462,1,
20190830T23Z,487,3,
20190830T22Z,503,7,
20190830T21Z,506,10,
20190830T20Z,499,11,
20190830T19Z,484,12,
20190830T18Z,464,11,
20190830T17Z,467,12,
20190830T16Z,431,12,
20190830T15Z,382,10,
20190830T14Z,352,7,
20190830T13Z,336,3,
20190830T12Z,327,0,
20190830T11Z,293,0,
20190830T10Z,265,0,
20190830T09Z,253,0,
20190830T08Z,257,0,
20190830T07Z,271,0,
20190830T06Z,290,0,
20190830T05Z,317,0,
20190830T04Z,363,0,
20190830T03Z,398,0,
20190830T02Z,443,0,
20190830T01Z,479,0,
20190830T00Z,504,1,
20190829T23Z,524,3,
20190829T22Z,548,7,
20190829T21Z,543,10,
20190829T20Z,532,12,
20190829T19Z,511,12,
20190829T18Z,485,12,
20190829T17Z,454,12,
20190829T16Z,415,12,
20190829T15Z,393,10,
20190829T14Z,364,7,
20190829T13Z,340,3,
20190829T12Z,341,0,
20190829T11Z,321,0,
20190829T10Z,291,0,
20190829T09Z,280,0,
20190829T08Z,284,0,
20190829T07Z,298,0,
20190829T06Z,318,0,
20190829T05Z,345,0,
20190829T04Z,380,0,
20190829T03Z,410,0,
20190829T02Z,458,0,
20190829T01Z,484,0,
20190829T00Z,496,1,
20190828T23Z,517,3,
20190828T22Z,525,7,
20190828T21Z,522,10,
20190828T20Z,508,10,
20190828T19Z,479,11,
20190828T18Z,445,10,
20190828T17Z,404,10,
20190828T16Z,374,8,
20190828T15Z,353,3,
20190828T14Z,339,2,
20190828T13Z,326,1,
20190828T12Z,319,0,
20190828T11Z,309,0,
20190828T10Z,277,0,
20190828T09Z,264,0,
20190828T08Z,263,0,
20190828T07Z,270,0,
20190828T06Z,283,0,
20190828T05Z,303,0,
20190828T04Z,336,0,
20190828T03Z,355,0,
20190828T02Z,384,0,
20190828T01Z,401,0,
20190828T00Z,398,1,
20190827T23Z,403,2,
20190827T22Z,433,0,
20190827T21Z,437,7,
20190827T20Z,425,4,
20190827T19Z,432,3,
20190827T18Z,458,2,
20190827T17Z,443,7,
20190827T16Z,410,11,
20190827T15Z,385,6,
20190827T14Z,365,3,
20190827T13Z,368,2,
20190827T12Z,351,0,
20190827T11Z,325,0,
20190827T10Z,289,0,
20190827T09Z,275,0,
20190827T08Z,274,0,
20190827T07Z,281,0,
20190827T06Z,294,0,
20190827T05Z,313,0,
20190827T04Z,332,0,
20190827T03Z,369,0,
20190827T02Z,400,0,
20190827T01Z,424,0,
20190827T00Z,437,0,
20190826T23Z,472,1,
20190826T22Z,478,4,
20190826T21Z,452,5,
20190826T20Z,434,9,
20190826T19Z,412,11,
20190826T18Z,389,9,
20190826T17Z,374,5,
20190826T16Z,372,1,
20190826T15Z,369,1,
20190826T14Z,362,1,
20190826T13Z,348,1,
20190826T12Z,339,0,
20190826T11Z,321,0,
20190826T10Z,293,0,
20190826T09Z,282,0,
20190826T08Z,284,0,
20190826T07Z,293,0,
20190826T06Z,310,0,
20190826T05Z,335,0,
20190826T04Z,368,0,
20190826T03Z,407,0,
20190826T02Z,441,0,
20190826T01Z,460,0,
20190826T00Z,468,0,
20190825T23Z,482,1,
20190825T22Z,493,4,
20190825T21Z,493,7,
20190825T20Z,470,9,
20190825T19Z,449,11,
20190825T18Z,436,8,
20190825T17Z,413,13,
20190825T16Z,381,10,
20190825T15Z,351,4,
20190825T14Z,323,4,
20190825T13Z,296,3,
20190825T12Z,277,0,
20190825T11Z,276,0,
20190825T10Z,273,0,
20190825T09Z,278,0,
20190825T08Z,289,0,
20190825T07Z,299,0,
20190825T06Z,318,0,
20190825T05Z,341,0,
20190825T04Z,374,0,
20190825T03Z,407,0,
20190825T02Z,449,0,
20190825T01Z,476,0,
20190825T00Z,498,1,
20190824T23Z,525,5,
20190824T22Z,535,8,
20190824T21Z,533,10,
20190824T20Z,519,13,
20190824T19Z,507,11,
20190824T18Z,485,13,
20190824T17Z,456,13,
20190824T16Z,421,14,
20190824T15Z,384,9,
20190824T14Z,352,4,
20190824T13Z,310,3,
20190824T12Z,290,0,
20190824T11Z,288,0,
20190824T10Z,284,0,
20190824T09Z,284,0,
20190824T08Z,291,0,
20190824T07Z,302,0,
20190824T06Z,319,0,
20190824T05Z,341,0,
20190824T04Z,384,0,
20190824T03Z,398,0,
20190824T02Z,406,0,
20190824T01Z,398,0,
20190824T00Z,358,1,
20190823T23Z,378,3,
20190823T22Z,424,5,
20190823T21Z,442,3,
20190823T20Z,439,12,
20190823T19Z,432,11,
20190823T18Z,415,9,
20190823T17Z,384,12,
20190823T16Z,356,10,
20190823T15Z,369,13,
20190823T14Z,378,9,
20190823T13Z,362,4,
20190823T12Z,339,0,
20190823T11Z,328,0,
20190823T10Z,301,0,
20190823T09Z,289,0,
20190823T08Z,289,0,
20190823T07Z,303,0,
20190823T06Z,316,0,
20190823T05Z,335,0,
20190823T04Z,363,0,
20190823T03Z,389,0,
20190823T02Z,416,0,
20190823T01Z,435,0,
20190823T00Z,446,0,
20190822T23Z,463,2,
20190822T22Z,477,4,
20190822T21Z,509,9,
20190822T20Z,527,10,
20190822T19Z,514,15,
20190822T18Z,497,12,
20190822T17Z,478,15,
20190822T16Z,450,15,
20190822T15Z,412,13,
20190822T14Z,369,9,
20190822T13Z,343,4,
20190822T12Z,330,1,
20190822T11Z,324,0,
20190822T10Z,295,0,
20190822T09Z,283,0,
20190822T08Z,285,0,
20190822T07Z,295,0,
20190822T06Z,313,0,
20190822T05Z,330,0,
20190822T04Z,360,0,
20190822T03Z,386,0,
20190822T02Z,423,0,
20190822T01Z,436,0,
20190822T00Z,441,1,
20190821T23Z,451,2,
20190821T22Z,458,3,
20190821T21Z,463,4,
20190821T20Z,459,7,
20190821T19Z,460,12,
20190821T18Z,449,10,
20190821T17Z,433,8,
20190821T16Z,407,10,
20190821T15Z,381,9,
20190821T14Z,372,6,
20190821T13Z,350,3,
20190821T12Z,334,1,
20190821T11Z,325,0,
20190821T10Z,296,0,
20190821T09Z,286,0,
20190821T08Z,290,0,
20190821T07Z,300,0,
20190821T06Z,319,0,
20190821T05Z,339,0,
20190821T04Z,373,0,
20190821T03Z,389,0,
20190821T02Z,422,0,
20190821T01Z,444,0,
20190821T00Z,448,0,
20190820T23Z,456,3,
20190820T22Z,477,5,
20190820T21Z,475,6,
20190820T20Z,450,11,
20190820T19Z,464,10,
20190820T18Z,455,10,
20190820T17Z,434,11,
20190820T16Z,405,11,
20190820T15Z,373,12,
20190820T14Z,350,5,
20190820T13Z,331,1,
20190820T12Z,328,0,
20190820T11Z,328,0,
20190820T10Z,295,0,
20190820T09Z,281,0,
20190820T08Z,281,0,
20190820T07Z,288,0,
20190820T06Z,301,0,
20190820T05Z,318,0,
20190820T04Z,340,0,
20190820T03Z,357,0,
20190820T02Z,391,0,
20190820T01Z,408,0,
20190820T00Z,415,1,
20190819T23Z,425,4,
20190819T22Z,430,3,
20190819T21Z,448,6,
20190819T20Z,439,12,
20190819T19Z,426,14,
20190819T18Z,415,13,
20190819T17Z,387,11,
20190819T16Z,375,6,
20190819T15Z,357,10,
20190819T14Z,341,8,
20190819T13Z,332,1,
20190819T12Z,328,0,
20190819T11Z,326,0,
20190819T10Z,296,0,
20190819T09Z,282,0,
20190819T08Z,280,0,
20190819T07Z,285,0,
20190819T06Z,298,0,
20190819T05Z,318,0,
20190819T04Z,351,0,
20190819T03Z,347,0,
20190819T02Z,371,0,
20190819T01Z,377,0,
20190819T00Z,373,0,
20190818T23Z,389,2,
20190818T22Z,379,7,
20190818T21Z,379,1,
20190818T20Z,374,3,
20190818T19Z,362,9,
20190818T18Z,344,3,
20190818T17Z,348,2,
20190818T16Z,343,4,
20190818T15Z,335,3,
20190818T14Z,316,4,
20190818T13Z,293,2,
20190818T12Z,277,0,
20190818T11Z,295,0,
20190818T10Z,288,0,
20190818T09Z,285,0,
20190818T08Z,290,0,
20190818T07Z,299,0,
20190818T06Z,310,0,
20190818T05Z,327,0,
20190818T04Z,347,0,
20190818T03Z,347,0,
20190818T02Z,367,0,
20190818T01Z,374,0,
20190818T00Z,377,1,
20190817T23Z,391,2,
20190817T22Z,402,7,
20190817T21Z,415,5,
20190817T20Z,396,13,
20190817T19Z,387,10,
20190817T18Z,405,11,
20190817T17Z,428,12,
20190817T16Z,400,15,
20190817T15Z,366,11,
20190817T14Z,337,6,
20190817T13Z,308,2,
20190817T12Z,289,0,
20190817T11Z,307,0,
20190817T10Z,300,0,
20190817T09Z,297,0,
20190817T08Z,302,0,
20190817T07Z,317,0,
20190817T06Z,335,0,
20190817T05Z,353,0,
20190817T04Z,376,0,
20190817T03Z,387,0,
20190817T02Z,418,0,
20190817T01Z,438,0,
20190817T00Z,459,1,
20190816T23Z,482,2,
20190816T22Z,525,10,
20190816T21Z,544,8,
20190816T20Z,554,9,
20190816T19Z,554,16,
20190816T18Z,524,14,
20190816T17Z,500,15,
20190816T16Z,453,15,
20190816T15Z,427,9,
20190816T14Z,410,6,
20190816T13Z,384,3,
20190816T12Z,382,0,
