,natural gas,solar,hydro
20180822T13Z,358,3,4.0
20180822T12Z,347,0,4.0
20180822T11Z,341,0,4.0
20180822T10Z,306,0,4.0
20180822T09Z,292,0,4.0
20180822T08Z,292,0,4.0
20180822T07Z,302,0,4.0
20180822T06Z,327,0,4.0
20180822T05Z,341,0,4.0
20180822T04Z,372,0,4.0
20180822T03Z,379,0,4.0
20180822T02Z,413,0,4.0
20180822T01Z,438,0,4.0
20180822T00Z,442,1,4.0
20180821T23Z,447,3,4.0
20180821T22Z,448,8,4.0
20180821T21Z,425,10,4.0
20180821T20Z,419,9,4.0
20180821T19Z,427,6,4.0
20180821T18Z,441,3,4.0
20180821T17Z,462,6,4.0
20180821T16Z,435,12,4.0
20180821T15Z,406,13,4.0
20180821T14Z,371,9,4.0
20180821T13Z,349,4,4.0
20180821T12Z,327,0,4.0
20180821T11Z,337,0,4.0
20180821T10Z,303,0,4.0
20180821T09Z,292,0,4.0
20180821T08Z,293,0,4.0
20180821T07Z,300,0,4.0
20180821T06Z,313,0,4.0
20180821T05Z,320,0,4.0
20180821T04Z,365,0,4.0
20180821T03Z,372,0,4.0
20180821T02Z,404,0,4.0
20180821T01Z,428,0,4.0
20180821T00Z,427,1,4.0
20180820T23Z,435,2,4.0
20180820T22Z,429,2,4.0
20180820T21Z,443,2,4.0
20180820T20Z,485,3,4.0
20180820T19Z,488,9,4.0
20180820T18Z,460,12,4.0
20180820T17Z,436,16,4.0
20180820T16Z,412,13,4.0
20180820T15Z,379,14,4.0
20180820T14Z,353,9,4.0
20180820T13Z,327,4,4.0
20180820T12Z,316,1,4.0
20180820T11Z,331,0,4.0
20180820T10Z,300,0,4.0
20180820T09Z,288,0,4.0
20180820T08Z,286,0,4.0
20180820T07Z,291,0,4.0
20180820T06Z,302,0,4.0
20180820T05Z,322,0,4.0
20180820T04Z,348,0,4.0
20180820T03Z,350,0,4.0
20180820T02Z,377,0,4.0
20180820T01Z,386,0,4.0
20180820T00Z,382,1,4.0
20180819T23Z,380,4,4.0
20180819T22Z,388,2,4.0
20180819T21Z,397,3,4.0
20180819T20Z,407,3,4.0
20180819T19Z,434,3,4.0
20180819T18Z,439,10,4.0
20180819T17Z,409,16,4.0
20180819T16Z,383,12,4.0
20180819T15Z,403,9,4.0
20180819T14Z,367,9,4.0
20180819T13Z,306,4,4.0
20180819T12Z,284,0,4.0
20180819T11Z,289,0,4.0
20180819T10Z,286,0,4.0
20180819T09Z,288,0,4.0
20180819T08Z,295,0,4.0
20180819T07Z,305,0,4.0
20180819T06Z,319,0,4.0
20180819T05Z,339,0,4.0
20180819T04Z,357,0,4.0
20180819T03Z,354,0,4.0
20180819T02Z,379,0,4.0
20180819T01Z,394,0,4.0
20180819T00Z,406,0,4.0
20180818T23Z,423,0,4.0
20180818T22Z,426,0,4.0
20180818T21Z,406,0,4.0
20180818T20Z,396,0,4.0
20180818T19Z,422,0,4.0
20180818T18Z,442,9,4.0
20180818T17Z,420,14,4.0
20180818T16Z,394,11,4.0
20180818T15Z,362,14,4.0
20180818T14Z,327,9,4.0
20180818T13Z,292,4,4.0
20180818T12Z,288,1,4.0
20180818T11Z,294,0,4.0
20180818T10Z,289,0,4.0
20180818T09Z,289,0,5.0
20180818T08Z,293,0,4.0
20180818T07Z,307,0,4.0
20180818T06Z,324,0,4.0
20180818T05Z,341,0,4.0
20180818T04Z,382,0,4.0
20180818T03Z,357,0,4.0
20180818T02Z,381,0,4.0
20180818T01Z,391,0,4.0
20180818T00Z,387,1,4.0
20180817T23Z,397,2,4.0
20180817T22Z,413,3,4.0
20180817T21Z,416,5,4.0
20180817T20Z,442,3,4.0
20180817T19Z,465,3,4.0
20180817T18Z,475,9,4.0
20180817T17Z,472,8,4.0
20180817T16Z,435,12,4.0
20180817T15Z,417,11,4.0
20180817T14Z,403,7,4.0
20180817T13Z,355,2,4.0
20180817T12Z,371,1,4.0
20180817T11Z,352,0,4.0
20180817T10Z,313,0,4.0
20180817T09Z,297,0,4.0
20180817T08Z,298,0,4.0
20180817T07Z,314,0,4.0
20180817T06Z,332,0,4.0
20180817T05Z,348,0,4.0
20180817T04Z,292,0,4.0
20180817T03Z,290,0,4.0
20180817T02Z,320,0,4.0
20180817T01Z,329,0,4.0
20180817T00Z,283,1,4.0
20180816T23Z,279,3,4.0
20180816T22Z,270,3,4.0
20180816T21Z,337,4,4.0
20180816T20Z,509,3,4.0
20180816T19Z,512,8,4.0
20180816T18Z,515,16,4.0
20180816T17Z,459,16,4.0
20180816T16Z,435,17,4.0
20180816T15Z,412,9,4.0
20180816T14Z,356,5,4.0
20180816T13Z,342,3,4.0
20180816T12Z,331,1,4.0
20180816T11Z,343,0,4.0
20180816T10Z,305,0,4.0
20180816T09Z,292,0,4.0
20180816T08Z,293,0,4.0
20180816T07Z,302,0,4.0
20180816T06Z,329,0,4.0
20180816T05Z,343,0,4.0
20180816T04Z,370,0,4.0
20180816T03Z,360,0,4.0
20180816T02Z,392,0,4.0
20180816T01Z,404,0,4.0
20180816T00Z,414,0,4.0
20180815T23Z,425,1,4.0
20180815T22Z,462,3,4.0
20180815T21Z,477,6,4.0
20180815T20Z,450,13,4.0
20180815T19Z,451,15,4.0
20180815T18Z,456,17,4.0
20180815T17Z,429,13,4.0
20180815T16Z,421,10,4.0
20180815T15Z,389,10,4.0
20180815T14Z,367,9,4.0
20180815T13Z,350,4,4.0
20180815T12Z,326,1,4.0
20180815T11Z,337,0,4.0
20180815T10Z,300,0,4.0
20180815T09Z,287,0,4.0
20180815T08Z,286,0,4.0
20180815T07Z,297,0,4.0
20180815T06Z,325,0,4.0
20180815T05Z,342,0,4.0
20180815T04Z,350,0,4.0
20180815T03Z,356,0,4.0
20180815T02Z,382,0,4.0
20180815T01Z,400,0,4.0
20180815T00Z,426,1,4.0
20180814T23Z,447,5,4.0
20180814T22Z,469,8,4.0
20180814T21Z,434,14,4.0
20180814T20Z,421,8,4.0
20180814T19Z,458,2,4.0
20180814T18Z,479,12,4.0
20180814T17Z,458,11,4.0
20180814T16Z,420,14,4.0
20180814T15Z,387,10,4.0
20180814T14Z,349,7,4.0
20180814T13Z,345,3,4.0
20180814T12Z,343,1,4.0
20180814T11Z,331,0,4.0
20180814T10Z,298,0,4.0
20180814T09Z,289,0,3.0
20180814T08Z,291,0,3.0
20180814T07Z,299,0,3.0
20180814T06Z,316,0,3.0
20180814T05Z,337,0,3.0
20180814T04Z,367,0,3.0
20180814T03Z,383,0,3.0
20180814T02Z,418,0,3.0
20180814T01Z,440,0,3.0
20180814T00Z,468,2,3.0
20180813T23Z,480,5,3.0
20180813T22Z,474,11,3.0
20180813T21Z,450,10,3.0
20180813T20Z,442,10,3.0
20180813T19Z,498,2,3.0
20180813T18Z,498,6,3.0
20180813T17Z,460,15,3.0
20180813T16Z,425,15,3.0
20180813T15Z,392,11,3.0
20180813T14Z,361,7,3.0
20180813T13Z,337,3,3.0
20180813T12Z,333,0,3.0
20180813T11Z,345,0,3.0
20180813T10Z,316,0,3.0
20180813T09Z,304,0,4.0
20180813T08Z,304,0,4.0
20180813T07Z,313,0,4.0
20180813T06Z,331,0,4.0
20180813T05Z,357,0,4.0
20180813T04Z,384,0,4.0
20180813T03Z,397,0,4.0
20180813T02Z,425,0,4.0
20180813T01Z,424,0,4.0
20180813T00Z,463,1,4.0
20180812T23Z,484,3,4.0
20180812T22Z,499,7,4.0
20180812T21Z,491,10,4.0
20180812T20Z,479,13,4.0
20180812T19Z,463,11,4.0
20180812T18Z,436,14,4.0
20180812T17Z,414,13,4.0
20180812T16Z,379,14,3.0
20180812T15Z,355,10,3.0
20180812T14Z,321,8,4.0
20180812T13Z,313,4,4.0
20180812T12Z,294,1,4.0
20180812T11Z,318,0,4.0
20180812T10Z,313,0,4.0
20180812T09Z,313,0,4.0
20180812T08Z,321,0,4.0
20180812T07Z,332,0,4.0
20180812T06Z,325,0,4.0
20180812T05Z,349,0,4.0
20180812T04Z,384,0,4.0
20180812T03Z,386,0,4.0
20180812T02Z,417,0,4.0
20180812T01Z,430,0,4.0
20180812T00Z,443,2,4.0
20180811T23Z,453,4,4.0
20180811T22Z,460,8,4.0
20180811T21Z,455,14,4.0
20180811T20Z,450,14,4.0
20180811T19Z,437,12,4.0
20180811T18Z,412,13,4.0
20180811T17Z,380,16,3.0
20180811T16Z,345,16,3.0
20180811T15Z,319,13,3.0
20180811T14Z,299,8,3.0
20180811T13Z,292,4,3.0
20180811T12Z,284,1,3.0
20180811T11Z,286,0,3.0
20180811T10Z,281,0,3.0
20180811T09Z,280,0,3.0
20180811T08Z,283,0,3.0
20180811T07Z,292,0,3.0
20180811T06Z,307,0,3.0
20180811T05Z,315,0,3.0
20180811T04Z,356,0,3.0
20180811T03Z,383,0,3.0
20180811T02Z,407,0,3.0
20180811T01Z,420,0,3.0
20180811T00Z,437,1,3.0
20180810T23Z,457,4,3.0
20180810T22Z,441,9,3.0
20180810T21Z,426,10,3.0
20180810T20Z,441,4,3.0
20180810T19Z,471,2,3.0
20180810T18Z,480,11,3.0
20180810T17Z,452,15,3.0
20180810T16Z,426,13,3.0
20180810T15Z,398,11,3.0
20180810T14Z,369,7,3.0
20180810T13Z,334,4,3.0
20180810T12Z,312,1,3.0
20180810T11Z,322,0,3.0
20180810T10Z,301,0,3.0
20180810T09Z,292,0,3.0
20180810T08Z,294,0,3.0
20180810T07Z,311,0,3.0
20180810T06Z,307,0,3.0
20180810T05Z,318,0,3.0
20180810T04Z,335,0,3.0
20180810T03Z,368,0,3.0
20180810T02Z,409,0,3.0
20180810T01Z,418,0,3.0
20180810T00Z,408,1,3.0
20180809T23Z,428,3,3.0
20180809T22Z,425,4,3.0
20180809T21Z,415,3,3.0
20180809T20Z,417,2,3.0
20180809T19Z,434,3,3.0
20180809T18Z,465,3,3.0
20180809T17Z,468,8,3.0
20180809T16Z,436,12,3.0
20180809T15Z,407,12,3.0
20180809T14Z,381,9,3.0
20180809T13Z,346,4,3.0
20180809T12Z,320,1,3.0
20180809T11Z,304,0,4.0
20180809T10Z,297,0,5.0
20180809T09Z,287,0,5.0
20180809T08Z,289,0,5.0
20180809T07Z,306,0,5.0
20180809T06Z,309,0,6.0
20180809T05Z,341,0,4.0
20180809T04Z,357,0,5.0
20180809T03Z,387,0,5.0
20180809T02Z,412,0,5.0
20180809T01Z,442,0,5.0
20180809T00Z,453,0,5.0
20180808T23Z,459,1,5.0
20180808T22Z,483,2,5.0
20180808T21Z,505,7,5.0
20180808T20Z,511,12,6.0
20180808T19Z,499,16,6.0
20180808T18Z,484,11,6.0
20180808T17Z,463,11,6.0
20180808T16Z,433,15,7.0
20180808T15Z,399,13,7.0
20180808T14Z,369,8,7.0
20180808T13Z,341,3,7.0
20180808T12Z,325,0,7.0
20180808T11Z,305,0,7.0
20180808T10Z,305,0,7.0
20180808T09Z,297,0,7.0
20180808T08Z,302,0,7.0
20180808T07Z,326,0,7.0
20180808T06Z,312,0,7.0
20180808T05Z,349,0,7.0
20180808T04Z,392,0,7.0
20180808T03Z,408,0,7.0
20180808T02Z,445,0,7.0
20180808T01Z,465,0,7.0
20180808T00Z,487,1,7.0
20180807T23Z,517,5,7.0
20180807T22Z,526,10,7.0
20180807T21Z,504,13,7.0
20180807T20Z,498,11,7.0
20180807T19Z,477,13,7.0
20180807T18Z,446,13,7.0
20180807T17Z,425,12,7.0
20180807T16Z,390,13,7.0
20180807T15Z,363,11,7.0
20180807T14Z,336,8,7.0
20180807T13Z,318,3,7.0
20180807T12Z,297,1,7.0
20180807T11Z,290,0,7.0
20180807T10Z,284,0,7.0
20180807T09Z,273,0,7.0
20180807T08Z,275,0,7.0
20180807T07Z,280,0,7.0
20180807T06Z,281,0,7.0
20180807T05Z,287,0,6.0
20180807T04Z,338,0,3.0
20180807T03Z,353,0,7.0
20180807T02Z,364,0,7.0
20180807T01Z,373,0,7.0
20180807T00Z,398,0,7.0
20180806T23Z,421,0,7.0
20180806T22Z,433,0,7.0
20180806T21Z,476,0,7.0
20180806T20Z,517,3,7.0
20180806T19Z,495,14,7.0
20180806T18Z,485,11,7.0
20180806T17Z,463,13,7.0
20180806T16Z,432,13,7.0
20180806T15Z,398,13,7.0
20180806T14Z,361,9,7.0
20180806T13Z,333,4,7.0
20180806T12Z,317,1,7.0
20180806T11Z,316,0,7.0
20180806T10Z,292,0,7.0
20180806T09Z,283,0,7.0
20180806T08Z,286,0,7.0
20180806T07Z,295,0,7.0
20180806T06Z,311,0,7.0
20180806T05Z,343,0,7.0
20180806T04Z,368,0,7.0
20180806T03Z,392,0,7.0
20180806T02Z,429,0,7.0
20180806T01Z,445,0,7.0
20180806T00Z,468,1,7.0
20180805T23Z,485,6,7.0
20180805T22Z,497,11,7.0
20180805T21Z,488,14,7.0
20180805T20Z,474,13,7.0
20180805T19Z,466,13,7.0
20180805T18Z,442,15,7.0
20180805T17Z,421,14,7.0
20180805T16Z,381,16,7.0
20180805T15Z,339,14,7.0
20180805T14Z,304,9,7.0
20180805T13Z,277,4,6.0
20180805T12Z,300,1,6.0
20180805T11Z,287,0,6.0
20180805T10Z,286,0,6.0
20180805T09Z,287,0,6.0
20180805T08Z,292,0,6.0
20180805T07Z,303,0,6.0
20180805T06Z,294,0,6.0
20180805T05Z,316,0,5.0
20180805T04Z,352,0,5.0
20180805T03Z,358,0,5.0
20180805T02Z,385,0,5.0
20180805T01Z,399,0,5.0
20180805T00Z,414,2,5.0
20180804T23Z,437,4,5.0
20180804T22Z,453,6,5.0
20180804T21Z,456,11,5.0
20180804T20Z,442,14,6.0
20180804T19Z,431,14,6.0
20180804T18Z,438,13,6.0
20180804T17Z,416,14,6.0
20180804T16Z,385,14,6.0
20180804T15Z,340,14,6.0
20180804T14Z,304,9,6.0
20180804T13Z,293,4,7.0
20180804T12Z,284,1,7.0
20180804T11Z,301,0,7.0
20180804T10Z,293,0,7.0
20180804T09Z,289,0,7.0
20180804T08Z,290,0,7.0
20180804T07Z,301,0,7.0
20180804T06Z,290,0,7.0
20180804T05Z,316,0,7.0
20180804T04Z,376,0,7.0
20180804T03Z,354,0,7.0
20180804T02Z,382,0,7.0
20180804T01Z,398,0,7.0
20180804T00Z,412,0,7.0
20180803T23Z,436,6,7.0
20180803T22Z,467,5,7.0
20180803T21Z,477,10,7.0
20180803T20Z,471,15,7.0
20180803T19Z,457,13,7.0
20180803T18Z,429,15,7.0
20180803T17Z,398,15,7.0
20180803T16Z,369,15,7.0
20180803T15Z,347,11,7.0
20180803T14Z,321,9,7.0
20180803T13Z,303,3,7.0
20180803T12Z,310,1,7.0
20180803T11Z,330,0,8.0
20180803T10Z,303,0,8.0
20180803T09Z,298,0,7.0
20180803T08Z,299,0,7.0
20180803T07Z,296,0,7.0
20180803T06Z,303,0,7.0
20180803T05Z,324,0,7.0
20180803T04Z,339,0,7.0
20180803T03Z,319,0,7.0
20180803T02Z,342,0,7.0
20180803T01Z,343,0,7.0
20180803T00Z,344,1,7.0
20180802T23Z,345,2,7.0
20180802T22Z,339,4,7.0
20180802T21Z,334,6,7.0
20180802T20Z,326,7,7.0
20180802T19Z,329,2,7.0
20180802T18Z,335,1,7.0
20180802T17Z,332,4,7.0
20180802T16Z,335,1,7.0
20180802T15Z,341,0,7.0
20180802T14Z,327,5,7.0
20180802T13Z,304,2,7.0
20180802T12Z,301,0,7.0
20180802T11Z,274,0,7.0
20180802T10Z,247,0,7.0
20180802T09Z,236,0,7.0
20180802T08Z,236,0,7.0
20180802T07Z,241,0,7.0
20180802T06Z,257,0,7.0
20180802T05Z,265,0,7.0
20180802T04Z,310,0,7.0
20180802T03Z,331,0,7.0
20180802T02Z,360,0,7.0
20180802T01Z,377,0,7.0
20180802T00Z,380,1,7.0
20180801T23Z,382,2,7.0
20180801T22Z,398,3,7.0
20180801T21Z,387,7,7.0
20180801T20Z,373,13,7.0
20180801T19Z,346,11,8.0
20180801T18Z,336,10,8.0
20180801T17Z,327,5,8.0
20180801T16Z,332,1,8.0
20180801T15Z,327,0,8.0
20180801T14Z,334,0,4.0
20180801T13Z,318,0,4.0
20180801T12Z,312,0,4.0
20180801T11Z,320,0,4.0
20180801T10Z,305,0,3.0
20180801T09Z,290,0,2.0
20180801T08Z,291,0,2.0
20180801T07Z,301,0,2.0
20180801T06Z,293,0,2.0
20180801T05Z,317,0,2.0
20180801T04Z,342,0,2.0
20180801T03Z,352,0,2.0
20180801T02Z,386,0,2.0
20180801T01Z,397,0,2.0
20180801T00Z,412,1,2.0
20180731T23Z,431,1,2.0
20180731T22Z,451,9,2.0
20180731T21Z,433,13,2.0
20180731T20Z,432,12,2.0
20180731T19Z,383,11,2.0
20180731T18Z,375,10,2.0
20180731T17Z,365,8,2.0
20180731T16Z,362,3,2.0
20180731T15Z,360,2,2.0
20180731T14Z,354,1,2.0
20180731T13Z,344,1,2.0
20180731T12Z,331,0,2.0
20180731T11Z,338,0,2.0
20180731T10Z,308,0,2.0
20180731T09Z,298,0,2.0
20180731T08Z,299,0,2.0
20180731T07Z,307,0,2.0
20180731T06Z,321,0,2.0
20180731T05Z,342,0,2.0
20180731T04Z,377,0,2.0
20180731T03Z,383,0,2.0
20180731T02Z,434,0,2.0
20180731T01Z,442,0,2.0
20180731T00Z,452,2,2.0
20180730T23Z,454,4,2.0
20180730T22Z,450,10,2.0
20180730T21Z,443,8,2.0
20180730T20Z,448,7,2.0
20180730T19Z,444,13,2.0
20180730T18Z,429,11,2.0
20180730T17Z,404,12,2.0
20180730T16Z,407,4,2.0
20180730T15Z,411,9,2.0
20180730T14Z,371,9,2.0
20180730T13Z,323,2,2.0
20180730T12Z,310,0,2.0
20180730T11Z,322,0,2.0
20180730T10Z,309,0,2.0
20180730T09Z,293,0,2.0
20180730T08Z,294,0,2.0
20180730T07Z,300,0,2.0
20180730T06Z,296,0,2.0
20180730T05Z,322,0,2.0
20180730T04Z,357,0,2.0
20180730T03Z,362,0,2.0
20180730T02Z,387,0,2.0
20180730T01Z,400,0,2.0
20180730T00Z,411,0,2.0
20180729T23Z,430,1,2.0
20180729T22Z,454,6,2.0
20180729T21Z,468,13,2.0
20180729T20Z,485,9,2.0
20180729T19Z,464,16,2.0
20180729T18Z,443,16,2.0
20180729T17Z,419,16,2.0
20180729T16Z,390,13,2.0
20180729T15Z,353,14,2.0
20180729T14Z,318,9,2.0
20180729T13Z,285,4,2.0
20180729T12Z,285,1,2.0
20180729T11Z,307,0,2.0
20180729T10Z,297,0,2.0
20180729T09Z,299,0,2.0
20180729T08Z,306,0,2.0
20180729T07Z,318,0,2.0
20180729T06Z,324,0,2.0
20180729T05Z,352,0,2.0
20180729T04Z,384,0,2.0
20180729T03Z,384,0,2.0
20180729T02Z,415,0,2.0
20180729T01Z,432,0,2.0
20180729T00Z,455,1,2.0
20180728T23Z,478,5,2.0
20180728T22Z,485,10,2.0
20180728T21Z,472,14,2.0
20180728T20Z,457,17,2.0
20180728T19Z,448,16,2.0
20180728T18Z,436,14,2.0
20180728T17Z,411,14,2.0
20180728T16Z,378,15,2.0
20180728T15Z,346,13,2.0
20180728T14Z,318,8,2.0
20180728T13Z,312,4,2.0
20180728T12Z,290,1,2.0
20180728T11Z,305,0,2.0
20180728T10Z,296,0,2.0
20180728T09Z,290,0,2.0
20180728T08Z,293,0,2.0
20180728T07Z,304,0,2.0
20180728T06Z,318,0,2.0
20180728T05Z,317,0,2.0
20180728T04Z,360,0,2.0
20180728T03Z,351,0,2.0
20180728T02Z,372,0,2.0
20180728T01Z,374,0,2.0
20180728T00Z,377,1,2.0
20180727T23Z,390,2,2.0
20180727T22Z,423,2,2.0
20180727T21Z,418,8,2.0
20180727T20Z,411,9,2.0
20180727T19Z,417,5,2.0
20180727T18Z,447,2,2.0
20180727T17Z,468,7,2.0
20180727T16Z,431,14,2.0
20180727T15Z,401,14,2.0
20180727T14Z,373,9,2.0
20180727T13Z,343,4,2.0
20180727T12Z,328,1,2.0
20180727T11Z,346,0,2.0
20180727T10Z,323,0,2.0
20180727T09Z,313,0,2.0
20180727T08Z,319,0,2.0
20180727T07Z,333,0,2.0
20180727T06Z,352,0,2.0
20180727T05Z,366,0,2.0
20180727T04Z,295,0,2.0
20180727T03Z,301,0,2.0
20180727T02Z,307,0,2.0
20180727T01Z,321,0,2.0
20180727T00Z,333,1,2.0
20180726T23Z,365,5,2.0
20180726T22Z,378,9,2.0
20180726T21Z,363,14,2.0
20180726T20Z,362,16,2.0
20180726T19Z,415,10,2.0
20180726T18Z,385,11,2.0
20180726T17Z,445,13,2.0
20180726T16Z,416,15,2.0
20180726T15Z,397,12,2.0
20180726T14Z,368,9,2.0
20180726T13Z,339,4,2.0
20180726T12Z,320,0,2.0
20180726T11Z,326,0,2.0
20180726T10Z,300,0,2.0
20180726T09Z,291,0,2.0
20180726T08Z,293,0,2.0
20180726T07Z,309,0,2.0
20180726T06Z,329,0,2.0
20180726T05Z,337,0,2.0
20180726T04Z,403,0,2.0
20180726T03Z,389,0,2.0
20180726T02Z,417,0,2.0
20180726T01Z,430,0,2.0
20180726T00Z,443,2,2.0
20180725T23Z,460,2,2.0
20180725T22Z,489,3,2.0
20180725T21Z,514,8,2.0
20180725T20Z,500,14,2.0
20180725T19Z,482,14,2.0
20180725T18Z,482,16,2.0
20180725T17Z,457,15,2.0
20180725T16Z,396,16,2.0
20180725T15Z,365,14,2.0
20180725T14Z,341,9,2.0
20180725T13Z,316,4,2.0
20180725T12Z,300,1,2.0
20180725T11Z,334,0,2.0
20180725T10Z,312,0,2.0
20180725T09Z,300,0,2.0
20180725T08Z,302,0,2.0
20180725T07Z,310,0,2.0
20180725T06Z,322,0,2.0
20180725T05Z,295,0,2.0
20180725T04Z,346,0,2.0
20180725T03Z,355,0,2.0
20180725T02Z,381,0,2.0
20180725T01Z,390,0,2.0
20180725T00Z,401,1,2.0
20180724T23Z,414,3,2.0
20180724T22Z,430,3,2.0
20180724T21Z,487,1,2.0
20180724T20Z,489,9,2.0
20180724T19Z,471,12,2.0
20180724T18Z,455,10,2.0
20180724T17Z,428,16,2.0
20180724T16Z,396,15,2.0
20180724T15Z,369,12,2.0
20180724T14Z,340,9,2.0
20180724T13Z,323,4,2.0
20180724T12Z,305,1,2.0
20180724T11Z,329,0,2.0
20180724T10Z,306,0,2.0
20180724T09Z,297,0,2.0
20180724T08Z,299,0,2.0
20180724T07Z,308,0,2.0
20180724T06Z,326,0,2.0
20180724T05Z,351,0,2.0
20180724T04Z,349,0,2.0
20180724T03Z,386,0,2.0
20180724T02Z,427,0,2.0
20180724T01Z,451,0,2.0
20180724T00Z,471,2,2.0
20180723T23Z,485,6,2.0
20180723T22Z,498,11,2.0
20180723T21Z,497,15,2.0
20180723T20Z,489,13,2.0
20180723T19Z,474,14,3.0
20180723T18Z,458,15,3.0
20180723T17Z,440,12,3.0
20180723T16Z,416,15,3.0
20180723T15Z,373,13,3.0
20180723T14Z,345,9,3.0
20180723T13Z,325,4,3.0
20180723T12Z,306,1,3.0
20180723T11Z,293,0,3.0
20180723T10Z,294,0,2.0
20180723T09Z,284,0,2.0
20180723T08Z,283,0,2.0
20180723T07Z,289,0,2.0
20180723T06Z,284,0,2.0
20180723T05Z,304,0,2.0
20180723T04Z,361,0,2.0
20180723T03Z,358,0,2.0
20180723T02Z,382,0,2.0
20180723T01Z,387,0,2.0
20180723T00Z,399,2,2.0
20180722T23Z,422,1,2.0
20180722T22Z,465,2,2.0
20180722T21Z,497,2,2.0
20180722T20Z,503,13,2.0
20180722T19Z,485,13,2.0
20180722T18Z,460,14,2.0
20180722T17Z,435,16,2.0
20180722T16Z,404,13,2.0
20180722T15Z,376,10,2.0
20180722T14Z,345,7,2.0
20180722T13Z,315,3,2.0
20180722T12Z,308,1,2.0
20180722T11Z,331,0,2.0
20180722T10Z,317,0,1.0
20180722T09Z,302,0,1.0
20180722T08Z,280,0,1.0
20180722T07Z,282,0,1.0
20180722T06Z,298,0,1.0
20180722T05Z,324,0,1.0
20180722T04Z,366,0,1.0
20180722T03Z,353,0,1.0
20180722T02Z,369,0,1.0
20180722T01Z,367,0,1.0
20180722T00Z,365,2,1.0
20180721T23Z,358,5,1.0
20180721T22Z,342,7,1.0
20180721T21Z,328,7,1.0
20180721T20Z,335,2,1.0
20180721T19Z,346,0,1.0
20180721T18Z,406,1,1.0
20180721T17Z,420,8,1.0
20180721T16Z,396,12,1.0
20180721T15Z,365,11,1.0
20180721T14Z,328,9,1.0
20180721T13Z,297,4,1.0
20180721T12Z,287,1,1.0
20180721T11Z,302,0,1.0
20180721T10Z,289,0,1.0
20180721T09Z,290,0,1.0
20180721T08Z,297,0,1.0
20180721T07Z,309,0,1.0
20180721T06Z,330,0,1.0
20180721T05Z,365,0,1.0
20180721T04Z,374,0,1.0
20180721T03Z,386,0,2.0
20180721T02Z,416,0,1.0
20180721T01Z,424,0,2.0
20180721T00Z,437,2,2.0
20180720T23Z,447,6,2.0
20180720T22Z,444,11,2.0
20180720T21Z,430,11,2.0
20180720T20Z,434,5,2.0
20180720T19Z,465,2,1.0
20180720T18Z,456,7,1.0
20180720T17Z,458,6,1.0
20180720T16Z,425,12,1.0
20180720T15Z,385,11,1.0
20180720T14Z,376,8,1.0
20180720T13Z,353,3,1.0
20180720T12Z,339,1,1.0
20180720T11Z,341,0,1.0
20180720T10Z,317,0,1.0
20180720T09Z,306,0,1.0
20180720T08Z,307,0,1.0
20180720T07Z,324,0,1.0
20180720T06Z,388,0,1.0
20180720T05Z,365,0,1.0
20180720T04Z,364,0,1.0
20180720T03Z,380,0,1.0
20180720T02Z,405,0,1.0
20180720T01Z,424,0,1.0
20180720T00Z,429,0,1.0
20180719T23Z,446,1,1.0
20180719T22Z,474,2,1.0
20180719T21Z,497,5,1.0
20180719T20Z,488,12,1.0
20180719T19Z,458,13,1.0
20180719T18Z,424,14,1.0
20180719T17Z,406,8,1.0
20180719T16Z,378,4,1.0
20180719T15Z,367,1,1.0
20180719T14Z,359,2,1.0
20180719T13Z,340,2,1.0
20180719T12Z,324,1,1.0
20180719T11Z,344,0,1.0
20180719T10Z,318,0,2.0
20180719T09Z,313,0,2.0
20180719T08Z,317,0,2.0
20180719T07Z,330,0,2.0
20180719T06Z,343,0,2.0
20180719T05Z,346,0,2.0
20180719T04Z,381,0,2.0
20180719T03Z,393,0,2.0
20180719T02Z,425,0,2.0
20180719T01Z,443,0,2.0
20180719T00Z,468,1,2.0
20180718T23Z,487,3,2.0
20180718T22Z,500,7,2.0
20180718T21Z,484,9,2.0
20180718T20Z,497,14,2.0
20180718T19Z,501,13,2.0
20180718T18Z,481,14,2.0
20180718T17Z,449,16,2.0
20180718T16Z,443,4,2.0
20180718T15Z,428,10,2.0
20180718T14Z,386,9,2.0
20180718T13Z,361,4,2.0
20180718T12Z,352,1,2.0
20180718T11Z,325,0,2.0
20180718T10Z,298,0,2.0
20180718T09Z,307,0,2.0
20180718T08Z,310,0,2.0
20180718T07Z,319,0,2.0
20180718T06Z,322,0,2.0
20180718T05Z,359,0,2.0
20180718T04Z,401,0,2.0
20180718T03Z,400,0,2.0
20180718T02Z,431,0,2.0
20180718T01Z,443,0,2.0
20180718T00Z,448,2,2.0
20180717T23Z,454,4,2.0
20180717T22Z,437,12,2.0
20180717T21Z,436,10,2.0
20180717T20Z,481,2,2.0
20180717T19Z,485,11,2.0
20180717T18Z,475,13,2.0
20180717T17Z,448,15,2.0
20180717T16Z,416,12,2.0
20180717T15Z,394,11,2.0
20180717T14Z,363,9,2.0
20180717T13Z,360,2,2.0
20180717T12Z,339,1,2.0
20180717T11Z,321,0,2.0
20180717T10Z,294,0,2.0
20180717T09Z,284,0,2.0
20180717T08Z,284,0,2.0
20180717T07Z,291,0,2.0
20180717T06Z,303,0,2.0
20180717T05Z,320,0,2.0
20180717T04Z,358,0,2.0
