,coal,natural gas,other,hydro
20181119T08Z,-5,458,3,3
20181119T07Z,-3,453,3,3
20181119T06Z,-6,381,3,3
20181119T05Z,-5,403,3,3
20181119T04Z,-3,410,3,3
20181119T03Z,-4,448,3,3
20181119T02Z,-3,460,3,3
20181119T01Z,-4,458,3,3
20181119T00Z,-5,470,3,3
20181118T23Z,-4,446,3,3
20181118T22Z,-4,457,3,3
20181118T21Z,-4,458,3,3
20181118T20Z,-5,449,3,3
20181118T19Z,-3,406,3,3
20181118T18Z,-5,415,3,3
20181118T17Z,-4,406,3,3
20181118T16Z,-6,446,3,3
20181118T15Z,-3,488,3,3
20181118T14Z,-5,529,3,3
20181118T13Z,-3,526,3,3
20181118T12Z,-4,566,3,3
20181118T11Z,-6,529,3,3
20181118T10Z,-4,483,3,3
20181118T09Z,-2,456,3,3
20181118T08Z,-6,445,3,3
20181118T07Z,-3,441,3,3
20181118T06Z,-4,434,3,3
20181118T05Z,-4,464,3,3
20181118T04Z,-6,454,3,3
20181118T03Z,-2,476,3,3
20181118T02Z,-6,477,3,3
20181118T01Z,-3,468,3,3
20181118T00Z,-4,453,3,3
20181117T23Z,-3,431,3,3
20181117T22Z,-5,389,2,3
20181117T21Z,-3,425,2,3
20181117T20Z,-6,381,2,2
20181117T19Z,-4,381,2,1
20181117T18Z,-4,389,2,1
20181117T17Z,-6,464,3,1
20181117T16Z,-3,547,3,2
20181117T15Z,-5,501,3,1
20181117T14Z,-5,590,3,1
20181117T13Z,-3,584,3,1
20181117T12Z,-4,617,3,1
20181117T11Z,-6,650,3,1
20181117T10Z,-3,641,3,2
20181117T09Z,-5,548,3,3
20181117T08Z,-4,528,3,3
20181117T07Z,-4,525,3,3
20181117T06Z,-4,537,3,3
20181117T05Z,-4,512,3,3
20181117T04Z,-5,527,3,3
20181117T03Z,-4,490,3,3
20181117T02Z,-4,500,3,2
20181117T01Z,-4,473,3,2
20181117T00Z,-5,415,3,1
20181116T23Z,-3,377,3,2
20181116T22Z,-5,377,3,2
20181116T21Z,-4,377,3,3
20181116T20Z,-5,377,3,3
20181116T19Z,-4,377,3,3
20181116T18Z,-2,435,3,3
20181116T17Z,-6,529,3,3
20181116T16Z,-6,685,3,3
20181116T15Z,-4,900,3,3
20181116T14Z,-4,1069,3,3
20181116T13Z,-4,1137,3,3
20181116T12Z,-4,1104,3,3
20181116T11Z,-6,1040,3,3
20181116T10Z,-2,949,3,3
20181116T09Z,-5,864,3,3
20181116T08Z,-5,903,3,3
20181116T07Z,-3,890,3,3
20181116T06Z,-4,815,3,3
20181116T05Z,-7,826,3,3
20181116T04Z,-2,891,3,3
20181116T03Z,-5,908,3,3
20181116T02Z,-5,918,3,3
20181116T01Z,-2,926,3,3
20181116T00Z,-6,922,3,3
20181115T23Z,-5,804,3,3
20181115T22Z,-3,751,3,3
20181115T21Z,-3,750,3,3
20181115T20Z,-7,788,3,3
20181115T19Z,-3,793,3,3
20181115T18Z,-5,795,3,3
20181115T17Z,-5,817,3,3
20181115T16Z,-3,811,3,3
20181115T15Z,-4,812,3,3
20181115T14Z,-6,831,3,3
20181115T13Z,-4,819,3,3
20181115T12Z,-3,762,3,3
20181115T11Z,-6,710,3,3
20181115T10Z,-4,612,3,3
20181115T09Z,-3,606,3,3
20181115T08Z,-5,609,3,3
20181115T07Z,-5,645,3,3
20181115T06Z,-3,683,3,3
20181115T05Z,-5,715,3,3
20181115T04Z,-4,777,3,3
20181115T03Z,-5,796,3,3
20181115T02Z,-4,820,3,3
20181115T01Z,-6,839,3,3
20181115T00Z,-3,905,3,3
20181114T23Z,-4,812,3,3
20181114T22Z,-5,610,3,3
20181114T21Z,-5,563,3,3
20181114T20Z,-2,541,3,3
20181114T19Z,-6,499,2,3
20181114T18Z,-4,492,3,3
20181114T17Z,-4,501,3,3
20181114T16Z,-4,523,3,3
20181114T15Z,-4,478,3,3
20181114T14Z,-4,452,3,3
20181114T13Z,-5,480,3,3
20181114T12Z,-4,467,3,3
20181114T11Z,-4,462,3,3
20181114T10Z,-5,484,3,3
20181114T09Z,-3,475,3,3
20181114T08Z,-4,477,3,3
20181114T07Z,-6,486,3,3
20181114T06Z,-3,523,3,3
20181114T05Z,-5,540,3,3
20181114T04Z,-5,576,3,3
20181114T03Z,-4,613,3,3
20181114T02Z,-2,671,3,3
20181114T01Z,-7,730,3,3
20181114T00Z,-4,735,3,3
20181113T23Z,-3,657,3,3
20181113T22Z,-4,518,2,3
20181113T21Z,-4,471,2,3
20181113T20Z,-5,463,2,3
20181113T19Z,-5,462,2,3
20181113T18Z,-3,462,2,3
20181113T17Z,-4,491,1,3
20181113T16Z,-5,453,2,3
20181113T15Z,-4,479,2,3
20181113T14Z,-3,475,2,3
20181113T13Z,-5,506,2,3
20181113T12Z,-5,433,2,3
20181113T11Z,-3,374,2,3
20181113T10Z,-4,375,2,3
20181113T09Z,-4,373,2,3
20181113T08Z,-4,410,2,3
20181113T07Z,-5,435,2,3
20181113T06Z,-5,495,2,3
20181113T05Z,-3,534,2,3
20181113T04Z,-4,533,2,3
20181113T03Z,-6,532,2,3
20181113T02Z,-1,535,2,3
20181113T01Z,-5,526,2,3
20181113T00Z,-5,524,2,3
20181112T23Z,-3,491,2,3
20181112T22Z,-5,495,2,3
20181112T21Z,-5,482,2,3
20181112T20Z,-2,487,3,3
20181112T19Z,-5,496,3,1
20181112T18Z,-4,533,3,1
20181112T17Z,-3,536,3,1
20181112T16Z,-5,541,3,1
20181112T15Z,-4,540,3,1
20181112T14Z,-4,537,3,1
20181112T13Z,-4,520,3,1
20181112T12Z,-4,448,3,1
20181112T11Z,-3,378,3,1
20181112T10Z,-5,379,3,1
20181112T09Z,-5,377,3,1
20181112T08Z,-2,378,3,1
20181112T07Z,-5,374,3,2
20181112T06Z,-6,373,3,3
20181112T05Z,-2,408,3,3
20181112T04Z,-4,425,3,3
20181112T03Z,-5,454,3,3
20181112T02Z,-3,523,3,3
20181112T01Z,-4,543,3,3
20181112T00Z,-4,512,3,2
20181111T23Z,-5,415,3,2
20181111T22Z,-3,396,3,2
20181111T21Z,-5,398,3,2
20181111T20Z,-3,398,3,2
20181111T19Z,-4,422,3,2
20181111T18Z,-4,464,3,2
20181111T17Z,-4,520,3,2
20181111T16Z,-4,596,3,2
20181111T15Z,-5,619,3,2
20181111T14Z,-3,629,3,2
20181111T13Z,-4,604,3,2
20181111T12Z,-5,605,3,2
20181111T11Z,-3,556,3,2
20181111T10Z,-4,540,3,1
20181111T09Z,-3,538,3,1
20181111T08Z,-8,548,3,1
20181111T07Z,-3,567,3,1
20181111T06Z,-5,541,3,1
20181111T05Z,-3,608,3,1
20181111T04Z,-3,651,3,1
20181111T03Z,-6,666,3,1
20181111T02Z,-4,650,3,1
20181111T01Z,-4,685,3,1
20181111T00Z,-3,588,3,1
20181110T23Z,-5,463,3,1
20181110T22Z,-4,405,3,1
20181110T21Z,-4,400,3,1
20181110T20Z,-4,410,3,1
20181110T19Z,-5,436,3,1
20181110T18Z,-3,472,3,1
20181110T17Z,-4,560,3,1
20181110T16Z,-4,580,3,1
20181110T15Z,-5,623,3,1
20181110T14Z,-4,663,3,0
20181110T13Z,-4,568,3,0
20181110T12Z,-4,533,3,0
20181110T11Z,-5,489,3,1
20181110T10Z,-3,382,3,1
20181110T09Z,-5,381,3,1
20181110T08Z,-4,382,3,1
20181110T07Z,-4,380,3,1
20181110T06Z,-4,399,3,1
20181110T05Z,-3,444,3,1
20181110T04Z,-5,498,3,1
20181110T03Z,-4,503,3,1
20181110T02Z,-5,548,3,2
20181110T01Z,-5,543,3,2
20181110T00Z,-2,535,3,2
20181109T23Z,-3,531,3,2
20181109T22Z,-6,529,3,2
20181109T21Z,-3,524,3,2
20181109T20Z,-5,515,3,2
20181109T19Z,-3,512,3,2
20181109T18Z,-4,516,3,2
20181109T17Z,-4,516,3,2
20181109T16Z,-5,516,3,2
20181109T15Z,-5,526,3,2
20181109T14Z,-5,526,3,2
20181109T13Z,-4,526,3,2
20181109T12Z,-3,526,3,2
20181109T11Z,-5,451,3,2
20181109T10Z,-4,363,3,2
20181109T09Z,-3,363,3,2
20181109T08Z,-5,370,3,2
20181109T07Z,-3,404,3,2
20181109T06Z,-4,451,3,2
20181109T05Z,-4,449,3,2
20181109T04Z,-3,488,3,2
20181109T03Z,-5,506,3,2
20181109T02Z,-5,482,3,2
20181109T01Z,-3,513,3,1
20181109T00Z,-4,520,3,2
20181108T23Z,-5,519,2,2
20181108T22Z,-4,518,0,0
20181108T21Z,-5,518,0,0
20181108T20Z,-5,516,0,0
20181108T19Z,-6,518,0,0
20181108T18Z,-5,518,0,0
20181108T17Z,-5,519,0,1
20181108T16Z,-6,520,0,0
20181108T15Z,-5,520,0,0
20181108T14Z,-7,505,0,0
20181108T13Z,-3,508,0,0
20181108T12Z,-6,437,0,1
20181108T11Z,-5,402,0,0
20181108T10Z,-8,365,0,0
20181108T09Z,-5,365,0,0
20181108T08Z,-4,379,0,0
20181108T07Z,-6,405,0,0
20181108T06Z,-5,430,0,1
20181108T05Z,-5,519,0,0
20181108T04Z,-5,514,0,0
20181108T03Z,-7,523,0,0
20181108T02Z,-5,522,0,0
20181108T01Z,-4,520,0,0
20181108T00Z,-6,521,0,1
20181107T23Z,-5,515,0,0
20181107T22Z,-5,513,0,0
20181107T21Z,-6,511,0,0
20181107T20Z,-5,513,0,0
20181107T19Z,-6,515,2,0
20181107T18Z,-6,517,4,1
20181107T17Z,-7,519,4,0
20181107T16Z,-4,520,3,0
20181107T15Z,-6,519,3,0
20181107T14Z,-6,518,3,0
20181107T13Z,-5,518,3,0
20181107T12Z,-5,501,3,0
20181107T11Z,-6,388,3,0
20181107T10Z,-4,359,3,1
20181107T09Z,-8,358,3,0
20181107T08Z,-6,368,3,0
20181107T07Z,-2,381,3,0
20181107T06Z,-8,394,3,1
20181107T05Z,-5,475,3,1
20181107T04Z,-6,518,3,1
20181107T03Z,-4,526,3,2
20181107T02Z,-7,525,3,2
20181107T01Z,-5,524,3,2
20181107T00Z,-7,520,3,2
20181106T23Z,-6,520,3,2
20181106T22Z,-3,519,3,2
20181106T21Z,-5,520,3,2
20181106T20Z,-8,521,3,2
20181106T19Z,-6,524,3,2
20181106T18Z,-4,526,3,2
20181106T17Z,-7,517,3,2
20181106T16Z,-7,512,3,2
20181106T15Z,-4,513,3,2
20181106T14Z,-9,513,3,2
20181106T13Z,-5,516,3,2
20181106T12Z,-6,508,3,2
20181106T11Z,-6,437,3,2
20181106T10Z,-7,411,3,2
20181106T09Z,-3,414,3,2
20181106T08Z,-8,417,3,2
20181106T07Z,-6,419,3,2
20181106T06Z,-5,502,3,2
20181106T05Z,-7,516,3,2
20181106T04Z,-7,517,3,2
20181106T03Z,-4,518,3,2
20181106T02Z,-9,516,3,2
20181106T01Z,-5,518,3,2
20181106T00Z,-6,517,3,2
20181105T23Z,-5,518,3,2
20181105T22Z,-7,513,3,2
20181105T21Z,-9,516,3,2
20181105T20Z,-12,517,3,2
20181105T19Z,-14,519,3,2
20181105T18Z,-13,524,3,2
20181105T17Z,-12,527,3,2
20181105T16Z,-12,530,3,2
20181105T15Z,-15,531,3,2
20181105T14Z,-12,532,3,2
20181105T13Z,-16,529,3,2
20181105T12Z,-12,424,3,2
20181105T11Z,-14,385,3,2
20181105T10Z,-13,364,3,2
20181105T09Z,-15,367,3,2
20181105T08Z,-13,365,3,2
20181105T07Z,-14,367,3,2
20181105T06Z,-14,376,3,2
20181105T05Z,-13,476,3,2
20181105T04Z,-15,513,3,2
20181105T03Z,-14,537,3,2
20181105T02Z,-15,536,3,2
20181105T01Z,-15,534,3,2
20181105T00Z,-13,535,3,2
20181104T23Z,-15,520,3,2
20181104T22Z,-15,464,3,3
20181104T21Z,-15,458,3,3
20181104T20Z,-13,459,3,3
20181104T19Z,-16,454,3,3
20181104T18Z,-15,459,3,3
20181104T17Z,-14,467,3,3
20181104T16Z,-15,470,3,3
20181104T15Z,-14,500,3,3
20181104T14Z,-17,519,3,3
20181104T13Z,-13,476,3,3
20181104T12Z,-15,481,3,3
20181104T11Z,-15,433,3,3
20181104T10Z,-15,405,3,3
20181104T09Z,-14,394,3,3
20181104T08Z,-5,389,3,2
20181104T07Z,57,379,3,1
20181104T06Z,59,378,3,1
20181102T05Z,133,227,2,0
20181102T04Z,175,260,2,3
20181102T03Z,181,261,2,3
20181102T02Z,183,261,2,3
20181102T01Z,211,261,2,3
20181102T00Z,203,260,2,3
20181101T23Z,175,261,2,3
20181101T22Z,175,259,1,3
20181101T21Z,181,260,0,3
20181101T20Z,216,259,1,3
20181101T19Z,215,260,1,3
20181101T18Z,211,259,1,3
20181101T17Z,205,258,0,3
20181101T16Z,199,257,0,3
20181101T15Z,177,255,1,1
20181101T14Z,174,252,2,1
20181101T13Z,211,251,2,1
20181101T12Z,202,249,2,1
20181101T11Z,189,243,2,1
20181101T10Z,143,220,2,1
20181101T09Z,129,214,2,1
20181101T08Z,126,217,2,1
20181101T07Z,128,232,2,1
20181101T06Z,129,249,2,1
20181101T05Z,128,293,2,1
20181101T04Z,171,347,0,1
20181101T03Z,171,348,0,1
20181101T02Z,174,348,0,1
20181101T01Z,173,348,0,1
20181101T00Z,169,351,0,1
20181031T23Z,176,351,0,1
20181031T22Z,212,351,0,2
20181031T21Z,215,258,0,2
20181031T20Z,218,147,3,3
20181031T19Z,217,89,0,3
20181031T18Z,217,6,0,3
20181031T17Z,217,-6,0,3
20181031T16Z,155,-5,3,3
20181031T15Z,140,-3,3,3
20181031T14Z,136,-3,2,3
20181031T13Z,161,-3,3,1
20181031T12Z,179,-3,3,1
20181031T11Z,186,-3,3,1
20181031T10Z,212,-3,3,2
20181031T09Z,212,-3,3,3
20181031T08Z,213,-3,3,3
20181031T07Z,212,-3,3,3
20181031T06Z,212,-3,3,3
20181031T05Z,213,93,3,3
20181031T04Z,208,136,3,2
20181031T03Z,196,145,3,2
20181031T02Z,211,153,3,2
20181031T01Z,216,156,3,1
20181031T00Z,219,156,3,1
20181030T23Z,216,146,3,1
20181030T22Z,217,150,3,1
20181030T21Z,217,147,3,1
20181030T20Z,218,151,3,1
20181030T19Z,217,167,3,1
20181030T18Z,218,151,3,0
20181030T17Z,218,153,3,1
20181030T16Z,213,152,2,1
20181030T15Z,216,31,3,1
20181030T14Z,217,-3,2,1
20181030T13Z,216,-3,3,1
20181030T12Z,213,-3,3,0
20181030T11Z,215,-3,3,1
20181030T10Z,208,-3,3,1
20181030T09Z,219,-3,3,1
20181030T08Z,220,-3,4,1
20181030T07Z,213,-3,4,1
20181030T06Z,222,-3,3,1
20181030T05Z,199,68,4,1
20181030T04Z,210,130,4,1
20181030T03Z,193,139,3,1
20181030T02Z,212,128,4,1
20181030T01Z,226,144,3,1
20181030T00Z,217,155,3,1
20181029T23Z,215,126,2,1
20181029T22Z,211,170,2,1
20181029T21Z,240,170,2,1
20181029T20Z,244,152,0,1
20181029T19Z,245,165,0,1
20181029T18Z,244,170,0,1
20181029T17Z,243,143,0,1
20181029T16Z,233,141,0,1
20181029T15Z,226,122,0,1
20181029T14Z,211,118,0,1
20181029T13Z,219,116,0,1
20181029T12Z,223,116,0,1
20181029T11Z,207,113,0,1
20181029T10Z,202,103,0,1
20181029T09Z,206,-7,0,1
20181029T08Z,206,-7,0,1
20181029T07Z,212,-8,0,1
20181029T06Z,235,-8,0,1
20181029T05Z,198,168,0,2
20181029T04Z,192,274,0,2
20181029T03Z,193,403,0,2
20181029T02Z,191,478,0,2
20181029T01Z,192,524,0,2
20181029T00Z,184,527,0,2
20181028T23Z,166,530,0,2
20181028T22Z,146,526,0,2
20181028T21Z,127,529,0,2
20181028T20Z,126,529,0,2
20181028T19Z,126,528,0,2
20181028T18Z,127,482,0,2
20181028T17Z,125,477,0,2
20181028T16Z,126,496,0,2
20181028T15Z,127,542,0,2
20181028T14Z,127,549,0,2
20181028T13Z,124,539,0,2
20181028T12Z,129,469,0,2
20181028T11Z,129,416,0,2
20181028T10Z,128,389,0,2
20181028T09Z,127,407,0,2
20181028T08Z,129,410,0,2
20181028T07Z,127,401,0,2
20181028T06Z,128,410,0,2
20181028T05Z,128,454,0,2
20181028T04Z,127,514,0,2
20181028T03Z,126,551,0,2
20181028T02Z,130,547,0,2
20181028T01Z,124,546,0,2
20181028T00Z,125,543,0,2
20181027T23Z,128,541,0,2
20181027T22Z,125,538,2,2
20181027T21Z,129,529,3,2
20181027T20Z,126,527,3,2
20181027T19Z,127,532,3,2
20181027T18Z,127,543,3,2
20181027T17Z,128,540,3,2
20181027T16Z,127,546,3,1
20181027T15Z,125,549,3,1
20181027T14Z,126,540,3,1
20181027T13Z,129,491,3,1
20181027T12Z,124,439,3,1
20181027T11Z,129,387,3,1
20181027T10Z,126,379,3,1
20181027T09Z,126,374,3,1
20181027T08Z,127,376,3,1
20181027T07Z,126,363,3,1
20181027T06Z,127,386,3,1
20181027T05Z,129,389,3,1
20181027T04Z,127,457,3,1
20181027T03Z,127,520,3,1
20181027T02Z,126,463,3,1
20181027T01Z,125,482,3,1
20181027T00Z,162,512,3,3
20181026T23Z,168,462,3,3
20181026T22Z,168,488,3,3
20181026T21Z,171,529,2,3
20181026T20Z,170,524,3,3
20181026T19Z,173,531,3,3
20181026T18Z,205,529,3,3
20181026T17Z,205,530,3,3
20181026T16Z,174,523,3,2
20181026T15Z,170,517,4,1
20181026T14Z,143,520,4,1
20181026T13Z,126,520,3,1
20181026T12Z,127,506,4,1
20181026T11Z,127,456,4,1
20181026T10Z,128,366,3,1
20181026T09Z,126,354,4,1
20181026T08Z,124,354,4,1
20181026T07Z,127,371,3,1
20181026T06Z,128,435,3,1
20181026T05Z,126,445,3,1
20181026T04Z,126,471,3,1
20181026T03Z,127,517,4,1
20181026T02Z,127,533,3,1
20181026T01Z,127,534,2,1
20181026T00Z,125,535,1,1
20181025T23Z,127,537,0,1
20181025T22Z,127,535,0,1
20181025T21Z,125,537,0,2
20181025T20Z,128,538,0,1
20181025T19Z,126,541,0,2
20181025T18Z,128,542,0,2
20181025T17Z,125,543,0,3
20181025T16Z,125,542,0,3
20181025T15Z,127,540,0,3
20181025T14Z,126,529,0,3
20181025T13Z,127,484,0,2
20181025T12Z,128,488,0,2
20181025T11Z,126,412,0,2
20181025T10Z,127,386,0,2
20181025T09Z,126,343,0,2
20181025T08Z,128,342,0,2
20181025T07Z,128,345,0,2
20181025T06Z,126,364,0,2
20181025T05Z,129,415,0,2
20181025T04Z,123,452,0,2
20181025T03Z,127,513,0,2
20181025T02Z,127,536,0,2
20181025T01Z,117,543,0,2
20181025T00Z,127,540,0,2
20181024T23Z,128,538,0,2
20181024T22Z,127,538,0,2
20181024T21Z,128,537,0,1
20181024T20Z,126,531,0,1
20181024T19Z,127,524,0,1
20181024T18Z,126,514,0,1
20181024T17Z,126,489,0,1
20181024T16Z,129,482,0,1
20181024T15Z,127,481,0,1
20181024T14Z,125,484,0,1
20181024T13Z,125,498,0,1
20181024T12Z,130,514,0,1
20181024T11Z,125,449,0,2
20181024T10Z,126,366,0,2
20181024T09Z,128,357,0,2
20181024T08Z,126,355,0,2
20181024T07Z,127,357,0,2
20181024T06Z,127,356,0,2
20181024T05Z,126,364,0,2
20181024T04Z,126,458,0,2
20181024T03Z,128,503,0,2
20181024T02Z,124,536,0,2
20181024T01Z,127,535,0,2
20181024T00Z,128,531,0,2
20181023T23Z,127,495,0,2
20181023T22Z,129,490,0,2
20181023T21Z,126,522,0,3
20181023T20Z,127,513,0,3
20181023T19Z,138,505,0,3
20181023T18Z,133,511,0,2
20181023T17Z,126,516,0,2
20181023T16Z,127,515,0,2
20181023T15Z,126,512,0,2
20181023T14Z,127,509,0,2
20181023T13Z,128,522,0,2
20181023T12Z,125,527,0,2
20181023T11Z,127,478,0,2
20181023T10Z,125,402,0,2
20181023T09Z,127,372,0,2
20181023T08Z,126,358,0,2
20181023T07Z,127,361,0,2
20181023T06Z,126,402,0,2
20181023T05Z,129,370,0,2
20181023T04Z,126,444,0,2
20181023T03Z,125,492,0,2
20181023T02Z,127,526,0,2
20181023T01Z,128,535,0,2
20181023T00Z,127,533,0,2
20181022T23Z,127,467,0,2
20181022T22Z,127,476,0,2
20181022T21Z,125,490,0,2
20181022T20Z,128,473,0,2
20181022T19Z,126,471,0,2
20181022T18Z,128,473,0,1
20181022T17Z,125,477,0,1
20181022T16Z,125,494,0,1
20181022T15Z,127,515,0,1
20181022T14Z,127,539,0,1
20181022T13Z,125,553,0,1
20181022T12Z,127,541,0,1
20181022T11Z,126,492,0,1
20181022T10Z,126,422,0,1
20181022T09Z,129,349,0,1
20181022T08Z,126,343,0,1
20181022T07Z,126,342,0,1
20181022T06Z,129,352,0,1
20181022T05Z,126,406,0,1
20181022T04Z,127,467,0,1
20181022T03Z,126,509,0,1
20181022T02Z,129,467,0,1
20181022T01Z,124,497,0,1
20181022T00Z,127,542,0,1
20181021T23Z,125,475,0,1
20181021T22Z,127,423,0,1
20181021T21Z,125,411,0,1
20181021T20Z,128,366,0,1
20181021T19Z,126,391,0,1
20181021T18Z,127,399,0,1
20181021T17Z,127,391,0,1
20181021T16Z,128,401,0,1
20181021T15Z,127,406,0,1
20181021T14Z,126,422,0,1
20181021T13Z,127,400,0,0
20181021T12Z,125,386,0,0
20181021T11Z,127,359,0,0
20181021T10Z,128,342,0,0
20181021T09Z,127,343,0,0
20181021T08Z,126,342,0,0
20181021T07Z,126,387,0,0
20181021T06Z,128,439,0,0
20181021T05Z,125,431,0,0
20181021T04Z,127,503,0,0
20181021T03Z,176,522,0,0
20181021T02Z,185,522,0,0
20181021T01Z,184,521,0,0
20181021T00Z,183,519,0,0
20181020T23Z,187,518,0,0
20181020T22Z,176,601,0,0
20181020T21Z,206,616,0,0
20181020T20Z,203,624,0,0
20181020T19Z,208,618,0,1
20181020T18Z,209,620,0,1
20181020T17Z,189,555,0,2
20181020T16Z,207,375,0,3
20181020T15Z,211,333,0,3
20181020T14Z,206,306,0,3
20181020T13Z,182,252,0,3
20181020T12Z,148,252,0,3
20181020T11Z,128,243,0,3
20181020T10Z,126,238,0,3
20181020T09Z,125,233,0,3
20181020T08Z,127,245,0,3
20181020T07Z,162,253,0,3
20181020T06Z,190,253,0,3
20181020T05Z,211,293,0,3
20181020T04Z,210,343,0,3
20181020T03Z,211,344,0,3
20181020T02Z,210,344,0,3
20181020T01Z,211,358,0,3
20181020T00Z,209,374,0,3
20181019T23Z,212,373,0,3
20181019T22Z,208,376,0,3
20181019T21Z,210,374,0,3
20181019T20Z,210,375,0,3
20181019T19Z,211,361,0,3
20181019T18Z,209,307,0,3
20181019T17Z,211,256,0,3
20181019T16Z,210,257,0,3
20181019T15Z,189,259,0,3
20181019T14Z,173,259,0,2
20181019T13Z,176,261,0,2
20181019T12Z,180,262,0,3
20181019T11Z,134,245,0,3
20181019T10Z,127,188,0,2
20181019T09Z,127,188,0,2
20181019T08Z,126,189,0,2
20181019T07Z,128,188,0,2
20181019T06Z,127,213,0,2
20181019T05Z,160,261,0,2
20181019T04Z,215,356,0,2
20181019T03Z,212,367,0,3
20181019T02Z,212,380,0,3
20181019T01Z,216,375,0,3
20181019T00Z,211,374,0,3
20181018T23Z,217,369,0,3
20181018T22Z,214,373,0,3
20181018T21Z,212,374,0,3
20181018T20Z,213,372,0,3
20181018T19Z,217,372,0,3
20181018T18Z,212,350,0,3
20181018T17Z,202,310,0,3
20181018T16Z,186,265,0,3
20181018T15Z,178,268,0,3
20181018T14Z,179,268,0,2
20181018T13Z,142,266,0,2
20181018T12Z,129,260,0,3
20181018T11Z,126,255,0,3
20181018T10Z,128,241,0,3
20181018T09Z,126,216,0,3
20181018T08Z,125,217,0,3
20181018T07Z,126,257,0,3
20181018T06Z,180,263,0,3
20181017T05Z,212,413,0,3
20181017T04Z,211,535,0,3
20181017T03Z,213,610,0,3
20181017T02Z,210,661,0,3
20181017T01Z,213,658,0,3
20181017T00Z,209,653,0,3
20181016T23Z,212,651,0,3
20181016T22Z,211,649,0,3
20181016T21Z,211,647,0,3
20181016T20Z,209,581,0,3
20181016T19Z,209,556,0,3
20181016T18Z,212,528,0,3
20181016T17Z,210,375,0,3
20181016T16Z,210,347,0,3
20181016T15Z,209,282,0,3
20181016T14Z,211,252,0,3
20181016T13Z,211,254,0,3
20181016T12Z,212,252,0,3
20181016T11Z,210,253,0,3
20181016T10Z,174,256,0,3
20181016T09Z,172,252,0,3
20181016T08Z,173,254,0,3
20181016T07Z,211,258,0,3
20181016T06Z,211,339,0,3
20181016T05Z,213,366,0,3
20181016T04Z,209,467,0,3
20181016T03Z,212,469,0,3
20181016T02Z,208,470,0,3
20181016T01Z,212,466,0,3
20181016T00Z,209,465,0,3
20181015T23Z,210,462,0,3
20181015T22Z,212,464,0,3
20181015T21Z,209,464,0,3
20181015T20Z,212,395,0,3
20181015T19Z,207,371,0,3
20181015T18Z,211,371,0,3
20181015T17Z,211,374,0,3
20181015T16Z,211,366,0,3
20181015T15Z,205,362,0,3
20181015T14Z,175,348,0,3
20181015T13Z,153,301,0,3
20181015T12Z,137,255,0,3
20181015T11Z,132,252,0,3
20181015T10Z,130,240,0,3
20181015T09Z,134,224,0,3
20181015T08Z,131,228,0,3
20181015T07Z,132,250,0,3
20181015T06Z,132,227,0,3
20181015T05Z,187,249,0,3
20181015T04Z,208,286,0,3
20181015T03Z,205,370,0,3
20181015T02Z,208,435,0,3
20181015T01Z,204,473,0,3
20181015T00Z,205,471,0,3
20181014T23Z,207,471,0,3
20181014T22Z,203,471,0,3
20181014T21Z,206,471,0,3
20181014T20Z,207,470,0,3
20181014T19Z,204,419,0,3
20181014T18Z,201,354,0,3
20181014T17Z,169,287,0,3
20181014T16Z,171,258,0,3
20181014T15Z,172,258,0,3
20181014T14Z,129,256,0,3
20181014T13Z,128,226,0,3
20181014T12Z,128,190,0,3
20181014T11Z,128,207,0,3
20181014T10Z,127,196,0,3
20181014T09Z,127,198,0,3
20181014T08Z,128,208,0,3
20181014T07Z,127,229,0,3
20181014T06Z,127,182,0,3
20181014T05Z,128,190,0,3
20181014T04Z,138,237,0,3
20181014T03Z,169,259,0,3
20181014T02Z,168,309,0,3
20181014T01Z,185,357,0,3
20181014T00Z,184,356,0,3
20181013T23Z,202,363,0,3
20181013T22Z,202,372,0,3
20181013T21Z,198,347,0,3
20181013T20Z,205,284,0,3
20181013T19Z,180,257,0,3
20181013T18Z,173,257,0,3
20181013T17Z,134,241,0,3
20181013T16Z,128,225,0,3
20181013T15Z,132,224,0,3
20181013T14Z,130,209,0,3
20181013T13Z,128,221,0,3
20181013T12Z,132,226,0,3
20181013T11Z,130,220,0,3
20181013T10Z,131,212,0,3
20181013T09Z,132,188,0,3
20181013T08Z,131,187,0,3
20181013T07Z,132,199,0,3
20181013T06Z,133,199,0,3
20181013T05Z,150,236,0,3
20181013T04Z,163,265,0,3
20181013T03Z,174,266,0,3
20181013T02Z,196,263,0,3
20181013T01Z,195,263,0,3
20181013T00Z,200,260,0,3
20181012T23Z,175,259,0,3
20181012T22Z,194,258,0,3
20181012T21Z,201,255,0,3
20181012T20Z,177,252,0,3
20181012T19Z,165,238,0,3
20181012T18Z,160,237,0,3
20181012T17Z,160,248,0,3
20181012T16Z,144,235,0,3
20181012T15Z,124,246,0,3
20181012T14Z,122,212,0,3
20181012T13Z,122,201,0,3
20181012T12Z,124,202,0,3
20181012T11Z,122,189,0,3
20181012T10Z,122,185,0,3
20181012T09Z,125,184,0,3
20181012T08Z,121,182,0,3
20181012T07Z,121,187,0,3
20181012T06Z,124,204,0,3
20181012T05Z,153,237,0,3
20181012T04Z,170,258,0,3
20181012T03Z,191,354,0,3
20181012T02Z,207,368,0,3
20181012T01Z,206,370,0,3
20181012T00Z,201,371,0,3
