,coal,natural gas,other,hydro
20181011T23Z,206,366,0,3
20181011T22Z,203,368,0,3
20181011T21Z,203,369,0,3
20181011T20Z,202,360,0,3
20181011T19Z,191,320,0,3
20181011T18Z,176,316,0,3
20181011T17Z,178,266,0,3
20181011T16Z,166,251,0,3
20181011T15Z,170,253,0,3
20181011T14Z,167,252,0,3
20181011T13Z,168,252,0,3
20181011T12Z,152,251,0,3
20181011T11Z,191,244,0,3
20181011T10Z,187,220,0,3
20181011T09Z,199,202,0,3
20181011T08Z,234,198,0,3
20181011T07Z,252,203,0,3
20181011T06Z,217,246,0,3
20181011T05Z,260,245,0,3
20181011T04Z,318,245,0,3
20181011T03Z,353,245,0,3
20181011T02Z,353,245,0,3
20181011T01Z,352,244,0,3
20181011T00Z,318,245,0,3
20181010T23Z,307,244,0,2
20181010T22Z,305,246,0,1
20181010T21Z,303,246,0,1
20181010T20Z,313,244,0,1
20181010T19Z,319,208,0,1
20181010T18Z,351,245,0,1
20181010T17Z,351,246,0,1
20181010T16Z,342,246,0,1
20181010T15Z,343,247,0,3
20181010T14Z,340,246,0,2
20181010T13Z,343,247,0,0
20181010T12Z,333,241,0,0
20181010T11Z,344,247,0,0
20181010T10Z,323,247,0,0
20181010T09Z,305,248,0,0
20181010T08Z,308,247,0,0
20181010T07Z,315,248,0,0
20181010T06Z,343,248,0,0
20181010T05Z,344,267,0,0
20181010T04Z,343,350,0,0
20181010T03Z,344,461,0,0
20181010T02Z,346,544,0,0
20181010T01Z,345,549,0,0
20181010T00Z,341,550,0,0
20181009T23Z,345,546,0,0
20181009T22Z,343,541,2,0
20181009T21Z,343,538,4,0
20181009T20Z,346,542,4,0
20181009T19Z,345,541,5,1
20181009T18Z,344,546,4,2
20181009T17Z,348,506,4,2
20181009T16Z,343,408,4,1
20181009T15Z,346,345,4,0
20181009T14Z,349,325,4,0
20181009T13Z,347,310,4,0
20181009T12Z,327,251,4,0
20181009T11Z,273,251,4,0
20181009T10Z,265,251,4,1
20181009T09Z,264,252,4,1
20181009T08Z,264,251,4,1
20181009T07Z,266,253,4,1
20181009T06Z,315,251,4,1
20181009T05Z,346,305,4,1
20181009T04Z,343,367,4,1
20181009T03Z,345,360,4,1
20181009T02Z,345,434,4,1
20181009T01Z,345,530,4,1
20181009T00Z,346,612,4,1
20181008T23Z,344,639,4,1
20181008T22Z,345,642,4,1
20181008T21Z,347,639,4,1
20181008T20Z,344,639,4,1
20181008T19Z,344,641,4,1
20181008T18Z,342,558,4,1
20181008T17Z,324,534,4,1
20181008T16Z,280,517,4,1
20181008T15Z,268,365,4,1
20181008T14Z,343,252,4,1
20181008T13Z,296,254,4,1
20181008T12Z,265,254,4,1
20181008T11Z,262,254,4,1
20181008T10Z,259,231,4,1
20181008T09Z,260,186,4,1
20181008T08Z,259,194,4,1
20181008T07Z,258,253,4,1
20181008T06Z,265,254,5,1
20181008T05Z,334,286,4,1
20181008T04Z,339,403,4,1
20181008T03Z,339,541,4,1
20181008T02Z,340,627,4,1
20181008T01Z,343,657,4,1
20181008T00Z,341,651,4,1
20181007T23Z,345,646,4,1
20181007T22Z,348,648,4,1
20181007T21Z,345,640,4,1
20181007T20Z,345,579,5,1
20181007T19Z,345,553,4,1
20181007T18Z,348,554,4,1
20181007T17Z,347,540,4,1
20181007T16Z,348,353,4,1
20181007T15Z,330,272,4,1
20181007T14Z,293,253,4,1
20181007T13Z,272,224,4,1
20181007T12Z,275,201,4,1
20181007T11Z,269,200,4,1
20181007T10Z,268,198,4,1
20181007T09Z,263,211,4,1
20181007T08Z,266,250,5,1
20181007T07Z,264,256,4,1
20181007T06Z,308,254,4,1
20181007T05Z,347,330,4,1
20181007T04Z,354,527,4,1
20181007T03Z,354,551,4,1
20181007T02Z,355,553,4,1
20181007T01Z,354,649,4,1
20181007T00Z,354,624,4,1
20181006T23Z,352,643,4,1
20181006T22Z,354,641,5,1
20181006T21Z,353,643,4,1
20181006T20Z,354,635,4,1
20181006T19Z,356,633,4,1
20181006T18Z,354,578,4,1
20181006T17Z,351,531,4,1
20181006T16Z,329,460,4,1
20181006T15Z,327,309,4,1
20181006T14Z,310,254,4,1
20181006T13Z,263,236,4,1
20181006T12Z,265,207,4,1
20181006T11Z,265,208,4,1
20181006T10Z,266,208,4,1
20181006T09Z,263,248,5,1
20181006T08Z,266,256,4,1
20181006T07Z,266,255,4,1
20181006T06Z,271,255,4,1
20181006T05Z,347,254,4,1
20181006T04Z,352,295,4,1
20181006T03Z,353,375,5,1
20181006T02Z,354,513,4,1
20181006T01Z,355,544,4,1
20181006T00Z,353,502,4,1
20181005T23Z,350,540,4,1
20181005T22Z,349,551,5,1
20181005T21Z,346,549,4,1
20181005T20Z,340,550,4,1
20181005T19Z,340,548,4,1
20181005T18Z,337,546,4,1
20181005T17Z,343,526,4,1
20181005T16Z,340,398,4,1
20181005T15Z,338,273,4,1
20181005T14Z,334,253,4,1
20181005T13Z,275,255,4,1
20181005T12Z,261,248,5,1
20181005T11Z,260,193,4,1
20181005T10Z,257,189,4,1
20181005T09Z,254,187,4,1
20181005T08Z,255,188,3,1
20181005T07Z,267,188,4,1
20181005T06Z,256,229,3,1
20181005T05Z,333,254,4,1
20181005T04Z,348,353,3,1
20181005T03Z,352,445,4,1
20181005T02Z,352,553,3,1
20181005T01Z,352,732,3,1
20181005T00Z,353,733,4,1
20181004T23Z,352,729,3,1
20181004T22Z,350,726,4,1
20181004T21Z,350,725,3,1
20181004T20Z,350,719,3,1
20181004T19Z,349,715,4,1
20181004T18Z,351,717,3,1
20181004T17Z,349,625,3,0
20181004T16Z,352,496,4,0
20181004T15Z,347,298,3,0
20181004T14Z,327,254,3,0
20181004T13Z,302,255,4,0
20181004T12Z,291,247,3,1
20181004T11Z,253,224,3,3
20181004T10Z,252,193,4,3
20181004T09Z,254,192,3,3
20181004T08Z,255,186,4,3
20181004T07Z,253,200,3,3
20181004T06Z,263,228,3,2
20181004T05Z,297,253,4,1
20181004T04Z,346,348,3,1
20181004T03Z,344,588,4,1
20181004T02Z,337,673,3,1
20181004T01Z,345,738,4,1
20181004T00Z,347,747,3,1
20181003T23Z,342,740,3,1
20181003T22Z,339,741,4,1
20181003T21Z,344,741,3,1
20181003T20Z,349,739,4,1
20181003T19Z,346,669,3,1
20181003T18Z,337,466,4,1
20181003T17Z,262,418,4,1
20181003T16Z,215,411,4,1
20181003T15Z,204,417,4,1
20181003T14Z,212,336,4,1
20181003T13Z,332,253,4,1
20181003T12Z,274,253,4,1
20181003T11Z,258,218,4,3
20181003T10Z,262,196,4,3
20181003T09Z,259,183,4,3
20181003T08Z,259,183,5,3
20181003T07Z,258,203,4,3
20181003T06Z,258,253,4,3
20181003T05Z,322,253,4,3
20181003T04Z,340,256,4,2
20181003T03Z,336,397,4,1
20181003T02Z,339,511,4,1
20181003T01Z,339,617,4,1
20181003T00Z,337,609,4,2
20181002T23Z,341,612,4,3
20181002T22Z,338,635,4,3
20181002T21Z,307,645,4,2
20181002T20Z,270,643,4,2
20181002T19Z,269,646,4,2
20181002T18Z,269,648,5,3
20181002T17Z,263,570,4,3
20181002T16Z,258,430,4,3
20181002T15Z,260,286,4,3
20181002T14Z,248,249,4,3
20181002T13Z,257,252,4,3
20181002T12Z,259,251,4,3
20181002T11Z,260,209,5,3
20181002T10Z,259,182,4,3
20181002T09Z,259,183,4,3
20181002T08Z,256,183,4,3
20181002T07Z,253,200,4,3
20181002T06Z,258,236,5,2
20181002T05Z,309,250,4,1
20181002T04Z,331,350,4,1
20181002T03Z,333,482,4,1
20181002T02Z,339,531,4,1
20181002T01Z,340,532,4,2
20181002T00Z,343,530,4,3
20181001T23Z,343,529,4,3
20181001T22Z,343,528,5,3
20181001T21Z,345,523,4,3
20181001T20Z,346,524,4,3
20181001T19Z,343,451,4,3
20181001T18Z,342,432,5,3
20181001T17Z,343,418,4,3
20181001T16Z,345,225,4,3
20181001T15Z,343,236,4,1
20181001T14Z,341,250,5,1
20181001T13Z,309,252,4,1
20181001T12Z,259,252,4,1
20181001T11Z,259,199,4,0
20181001T10Z,259,183,5,0
20181001T09Z,260,181,4,0
20181001T08Z,259,184,4,0
20181001T07Z,258,182,4,0
20181001T06Z,259,198,5,1
20181001T05Z,259,257,4,1
20181001T04Z,304,259,4,1
20181001T03Z,336,260,5,1
20181001T02Z,338,285,4,1
20181001T01Z,337,429,4,1
20181001T00Z,338,433,4,1
20180930T23Z,343,439,5,1
20180930T22Z,342,418,4,1
20180930T21Z,341,426,4,1
20180930T20Z,344,427,4,1
20180930T19Z,343,430,4,1
20180930T18Z,341,426,4,1
20180930T17Z,332,277,4,1
20180930T16Z,279,254,4,1
20180930T15Z,259,252,4,1
20180930T14Z,259,215,4,1
20180930T13Z,258,188,5,1
20180930T12Z,260,190,4,1
20180930T11Z,258,188,4,1
20180930T10Z,260,189,4,1
20180930T09Z,257,188,4,1
20180930T08Z,260,193,5,1
20180930T07Z,257,202,4,1
20180930T06Z,259,246,4,1
20180930T05Z,266,257,4,1
20180930T04Z,293,255,4,1
20180930T03Z,291,256,5,1
20180930T02Z,336,253,4,1
20180930T01Z,342,340,4,1
20180930T00Z,342,380,4,1
20180929T23Z,346,436,4,1
20180929T22Z,336,441,5,1
20180929T21Z,338,441,4,1
20180929T20Z,338,380,4,1
20180929T19Z,339,349,5,1
20180929T18Z,337,351,4,1
20180929T17Z,328,329,4,1
20180929T16Z,318,302,4,1
20180929T15Z,260,257,4,1
20180929T14Z,255,251,4,1
20180929T13Z,252,245,5,1
20180929T12Z,255,194,4,1
20180929T11Z,255,212,4,1
20180929T10Z,255,223,4,1
20180929T09Z,255,224,4,1
20180929T08Z,256,224,4,1
20180929T07Z,256,224,4,1
20180929T06Z,252,232,5,1
20180929T05Z,274,259,4,0
20180929T04Z,336,259,4,0
20180929T03Z,348,259,4,0
20180929T02Z,349,343,4,0
20180929T01Z,348,421,4,0
20180929T00Z,349,428,5,0
20180928T23Z,346,433,4,0
20180928T22Z,348,431,4,0
20180928T21Z,349,356,4,0
20180928T20Z,346,291,4,0
20180928T19Z,348,253,4,0
20180928T18Z,346,166,4,0
20180928T17Z,349,59,4,0
20180928T16Z,335,68,4,0
20180928T15Z,324,43,4,0
20180928T14Z,296,27,4,0
20180928T13Z,298,1,4,0
20180928T12Z,311,-1,4,0
20180928T11Z,300,-1,4,0
20180928T10Z,311,-1,4,0
20180928T09Z,298,-1,4,0
20180928T08Z,296,-1,4,1
20180928T07Z,301,-1,4,1
20180928T06Z,312,-1,4,1
20180928T05Z,303,-1,4,0
20180928T04Z,338,43,4,0
20180928T03Z,339,86,4,0
20180928T02Z,348,91,4,0
20180928T01Z,347,99,4,1
20180928T00Z,350,98,4,1
20180927T23Z,349,98,4,1
20180927T22Z,348,98,4,1
20180927T21Z,349,96,4,1
20180927T20Z,348,97,4,1
20180927T19Z,349,93,4,1
20180927T18Z,347,93,5,1
20180927T17Z,346,92,4,1
20180927T16Z,348,52,4,1
20180927T15Z,347,-2,4,1
20180927T14Z,350,-3,2,1
20180927T13Z,347,-4,4,1
20180927T12Z,307,-4,4,1
20180927T11Z,288,-4,4,1
20180927T10Z,281,-4,4,1
20180927T09Z,284,-4,5,1
20180927T08Z,288,-4,4,1
20180927T07Z,293,-4,4,1
20180927T06Z,296,-4,4,1
20180927T05Z,303,-4,4,0
20180927T04Z,344,66,4,0
20180927T03Z,350,163,4,0
20180927T02Z,347,333,4,1
20180927T01Z,347,365,4,1
20180927T00Z,349,345,4,1
20180926T23Z,350,370,4,1
20180926T22Z,349,369,4,1
20180926T21Z,352,372,4,1
20180926T20Z,351,370,5,1
20180926T19Z,345,361,4,1
20180926T18Z,347,361,4,1
20180926T17Z,343,359,4,1
20180926T16Z,343,282,4,0
20180926T15Z,344,170,4,0
20180926T14Z,344,130,4,0
20180926T13Z,344,-2,4,0
20180926T12Z,341,-1,4,0
20180926T11Z,285,-1,5,0
20180926T10Z,253,-1,4,1
20180926T09Z,251,-1,4,1
20180926T08Z,250,-1,4,1
20180926T07Z,261,-1,4,1
20180926T06Z,291,-1,4,1
20180926T05Z,343,48,4,1
20180926T04Z,344,191,4,1
20180926T03Z,342,338,4,0
20180926T02Z,343,369,4,0
20180926T01Z,341,364,4,0
20180926T00Z,346,361,4,0
20180925T23Z,342,358,5,0
20180925T22Z,342,354,4,0
20180925T21Z,343,354,4,0
20180925T20Z,342,355,4,0
20180925T19Z,343,355,4,1
20180925T18Z,346,356,4,1
20180925T17Z,343,358,4,1
20180925T16Z,346,270,4,0
20180925T15Z,341,181,4,0
20180925T14Z,343,127,4,0
20180925T13Z,334,-1,4,0
20180925T12Z,318,-1,4,0
20180925T11Z,276,-1,4,0
20180925T10Z,262,-1,5,0
20180925T09Z,260,-1,4,0
20180925T08Z,261,-1,4,0
20180925T07Z,278,-1,4,0
20180925T06Z,318,-1,4,0
20180925T05Z,340,29,4,0
20180925T04Z,345,202,4,0
20180925T03Z,346,296,4,0
20180925T02Z,349,364,4,0
20180925T01Z,343,403,4,0
20180925T00Z,347,382,4,0
20180924T23Z,347,391,4,0
20180924T22Z,343,449,4,0
20180924T21Z,346,449,4,0
20180924T20Z,346,434,4,0
20180924T19Z,345,450,5,0
20180924T18Z,348,463,4,0
20180924T17Z,345,442,4,0
20180924T16Z,346,357,4,0
20180924T15Z,344,207,4,0
20180924T14Z,332,183,3,1
20180924T13Z,309,149,4,1
20180924T12Z,328,39,3,1
20180924T11Z,270,-1,4,0
20180924T10Z,257,-1,3,0
20180924T09Z,257,-1,4,0
20180924T08Z,256,-1,4,0
20180924T07Z,257,-1,3,0
20180924T06Z,253,-1,4,0
20180924T05Z,283,-1,3,0
20180924T04Z,331,84,4,0
20180924T03Z,340,169,3,0
20180924T02Z,340,308,4,0
20180924T01Z,340,345,4,0
20180924T00Z,341,352,3,0
20180923T23Z,345,368,4,0
20180923T22Z,344,356,3,0
20180923T21Z,343,354,4,0
20180923T20Z,343,347,3,0
20180923T19Z,347,346,4,0
20180923T18Z,343,343,3,0
20180923T17Z,345,330,4,0
20180923T16Z,340,174,4,0
20180923T15Z,337,79,3,0
20180923T14Z,280,-1,4,0
20180923T13Z,252,-1,3,0
20180923T12Z,252,-1,4,0
20180923T11Z,253,-1,3,0
20180923T10Z,257,-1,4,0
20180923T09Z,252,-1,3,0
20180923T08Z,251,-1,4,0
20180923T07Z,254,-1,4,0
20180923T06Z,302,-1,3,0
20180923T05Z,345,115,4,0
20180923T04Z,344,169,3,0
20180923T03Z,348,178,4,0
20180923T02Z,349,336,3,0
20180923T01Z,348,424,4,0
20180923T00Z,348,416,3,0
20180922T23Z,334,431,3,0
20180922T22Z,341,450,3,0
20180922T21Z,350,448,3,0
20180922T20Z,349,447,4,0
20180922T19Z,349,447,3,0
20180922T18Z,349,449,4,0
20180922T17Z,348,401,3,0
20180922T16Z,347,240,4,0
20180922T15Z,350,76,4,0
20180922T14Z,317,-1,3,0
20180922T13Z,263,-1,4,0
20180922T12Z,263,-1,3,0
20180922T11Z,264,-1,4,0
20180922T10Z,263,-1,3,0
20180922T09Z,263,-1,4,0
20180922T08Z,264,-1,4,0
20180922T07Z,302,-1,3,0
20180922T06Z,334,0,4,0
20180922T05Z,350,149,4,0
20180922T04Z,347,311,4,0
20180922T03Z,353,319,4,0
20180922T02Z,353,314,4,0
20180922T01Z,355,345,4,0
20180922T00Z,352,335,4,0
20180921T23Z,346,346,4,0
20180921T22Z,328,347,4,0
20180921T21Z,352,348,5,0
20180921T20Z,353,348,4,0
20180921T19Z,351,350,4,0
20180921T18Z,352,352,4,0
20180921T17Z,350,285,4,0
20180921T16Z,339,172,4,0
20180921T15Z,265,163,4,0
20180921T14Z,260,168,4,0
20180921T13Z,259,129,4,0
20180921T12Z,258,123,4,0
20180921T11Z,260,135,4,0
20180921T10Z,258,119,4,0
20180921T09Z,259,157,4,0
20180921T08Z,259,130,5,0
20180921T07Z,287,140,4,0
20180921T06Z,326,140,4,0
20180921T05Z,351,254,4,0
20180921T04Z,350,360,4,0
20180921T03Z,352,304,4,0
20180921T02Z,352,380,4,0
20180921T01Z,352,457,4,0
20180921T00Z,351,451,4,0
20180920T23Z,353,447,4,0
20180920T22Z,351,456,4,0
20180920T21Z,334,408,4,0
20180920T20Z,333,346,4,0
20180920T19Z,351,349,4,0
20180920T18Z,347,350,5,0
20180920T17Z,335,307,4,0
20180920T16Z,312,177,4,0
20180920T15Z,250,170,4,0
20180920T14Z,248,161,4,0
20180920T13Z,260,129,4,0
20180920T12Z,258,121,4,0
20180920T11Z,256,116,4,0
20180920T10Z,261,115,4,0
20180920T09Z,261,126,4,1
20180920T08Z,258,145,4,1
20180920T07Z,259,139,4,1
20180920T06Z,300,120,4,1
20180920T05Z,345,181,4,1
20180920T04Z,351,314,4,1
20180920T03Z,350,299,4,1
20180920T02Z,349,365,4,1
20180920T01Z,351,480,4,1
20180920T00Z,350,522,4,1
20180919T23Z,350,444,4,1
20180919T22Z,351,436,4,1
20180919T21Z,349,437,4,1
20180919T20Z,351,437,4,1
20180919T19Z,350,437,4,0
20180919T18Z,349,393,4,0
20180919T17Z,340,344,4,0
20180919T16Z,283,323,4,-25
20180919T15Z,282,283,4,0
20180919T14Z,281,238,4,0
20180919T13Z,275,239,5,0
20180919T12Z,270,240,4,0
20180919T11Z,268,258,4,0
20180919T10Z,273,234,4,0
20180919T09Z,271,233,4,0
20180919T08Z,279,231,4,0
20180919T07Z,279,231,4,0
20180919T06Z,266,241,4,0
20180919T05Z,266,274,4,0
20180919T04Z,236,353,4,0
20180919T03Z,219,430,5,0
20180919T02Z,210,518,4,0
20180919T01Z,210,606,4,0
20180919T00Z,211,638,4,0
20180918T23Z,212,638,4,0
20180918T22Z,209,598,5,0
20180918T21Z,212,531,4,1
20180918T20Z,210,528,4,1
20180918T19Z,213,529,5,1
20180918T18Z,211,475,4,1
20180918T17Z,212,353,4,1
20180918T16Z,214,331,4,0
20180918T15Z,208,338,4,0
20180918T14Z,200,336,4,0
20180918T13Z,158,319,4,0
20180918T12Z,147,280,5,0
20180918T11Z,149,294,4,0
20180918T10Z,150,247,4,0
20180918T09Z,151,267,4,0
20180918T08Z,146,289,4,0
20180918T07Z,148,283,5,0
20180918T06Z,153,300,4,0
20180918T05Z,208,333,4,0
20180918T04Z,209,355,4,0
20180918T03Z,212,352,4,0
20180918T02Z,212,352,4,0
20180918T01Z,211,361,5,0
20180918T00Z,211,352,4,0
20180917T23Z,211,350,4,0
20180917T22Z,213,347,4,0
20180917T21Z,211,339,4,0
20180917T20Z,214,338,5,0
20180917T19Z,212,340,4,0
20180917T18Z,212,343,4,0
20180917T17Z,211,345,4,0
20180917T16Z,218,323,4,0
20180917T15Z,193,343,4,0
20180917T14Z,185,330,4,0
20180917T13Z,145,293,5,0
20180917T12Z,143,265,4,0
20180917T11Z,141,270,4,0
20180917T10Z,143,256,4,0
20180917T09Z,142,251,4,0
20180917T08Z,144,233,4,0
20180917T07Z,166,246,4,0
20180917T06Z,184,286,4,0
20180917T05Z,204,356,5,0
20180917T04Z,214,420,4,0
20180917T03Z,218,487,4,0
20180917T02Z,217,498,4,0
20180917T01Z,215,542,4,0
20180917T00Z,220,530,4,0
20180916T23Z,213,525,4,0
20180916T22Z,211,521,5,0
20180916T21Z,209,521,4,0
20180916T20Z,245,520,4,0
20180916T19Z,245,513,4,0
20180916T18Z,247,464,4,0
20180916T17Z,244,430,4,0
20180916T16Z,241,410,4,0
20180916T15Z,242,279,4,0
20180916T14Z,243,174,4,0
20180916T13Z,205,115,4,0
20180916T12Z,199,110,5,0
20180916T11Z,198,109,4,0
20180916T10Z,201,110,4,0
20180916T09Z,197,112,4,0
20180916T08Z,190,135,5,0
20180916T07Z,213,154,4,0
20180916T06Z,201,206,4,0
20180916T05Z,197,285,4,0
20180916T04Z,194,459,5,0
20180916T03Z,184,469,4,0
20180916T02Z,171,654,4,0
20180916T01Z,146,737,4,0
20180916T00Z,142,744,5,0
20180915T23Z,144,758,4,0
20180915T22Z,143,760,4,0
20180915T21Z,141,760,4,0
20180915T20Z,144,817,5,0
20180915T19Z,139,766,4,0
20180915T18Z,141,679,4,0
20180915T17Z,142,658,4,0
20180915T16Z,145,616,4,0
20180915T15Z,143,497,4,0
20180915T14Z,142,500,5,0
20180915T13Z,142,426,4,0
20180915T12Z,142,406,4,-7
20180915T11Z,142,476,4,-53
20180915T10Z,141,464,5,-53
20180915T09Z,143,479,4,-53
20180915T08Z,140,499,4,-53
20180915T07Z,137,504,4,-25
20180915T06Z,136,611,5,0
20180915T05Z,204,567,4,0
20180915T04Z,211,676,4,0
20180915T03Z,213,832,4,0
20180915T02Z,212,924,4,0
20180915T01Z,210,954,5,0
20180915T00Z,212,871,4,0
20180914T23Z,212,687,4,0
20180914T22Z,211,680,4,25
20180914T21Z,212,648,4,31
20180914T20Z,211,635,5,32
20180914T19Z,212,645,4,69
20180914T18Z,213,918,4,0
20180914T17Z,210,839,4,0
20180914T16Z,213,719,4,0
20180914T15Z,213,641,4,0
20180914T14Z,185,521,4,1
20180914T13Z,166,510,5,1
20180914T12Z,125,508,4,2
20180914T11Z,129,480,4,2
20180914T10Z,129,399,4,1
20180914T09Z,127,381,4,2
20180914T08Z,127,403,4,2
20180914T07Z,128,439,4,1
20180914T06Z,142,449,4,1
20180914T05Z,174,593,4,1
20180914T04Z,176,706,5,1
20180914T03Z,202,777,4,1
20180914T02Z,210,874,4,1
20180914T01Z,209,945,4,1
20180914T00Z,212,942,4,1
20180913T23Z,206,944,4,1
20180913T22Z,209,944,4,1
20180913T21Z,208,941,4,0
20180913T20Z,208,939,4,0
20180913T19Z,207,939,5,0
20180913T18Z,206,941,4,1
20180913T17Z,209,842,4,1
20180913T16Z,207,678,4,1
20180913T15Z,184,541,4,1
20180913T14Z,129,506,4,1
20180913T13Z,128,489,4,1
20180913T12Z,129,510,4,1
20180913T11Z,129,495,4,1
20180913T10Z,129,394,4,1
20180913T09Z,129,392,4,1
20180913T08Z,126,414,4,1
20180913T07Z,129,460,4,1
20180913T06Z,132,540,4,2
20180913T05Z,151,625,5,1
20180913T04Z,217,684,4,1
20180913T03Z,217,772,4,1
20180913T02Z,216,895,4,1
20180913T01Z,213,988,4,1
20180913T00Z,219,984,4,1
20180912T23Z,214,983,5,1
20180912T22Z,216,983,4,1
20180912T21Z,215,982,4,1
20180912T20Z,218,953,4,1
20180912T19Z,214,890,4,1
20180912T18Z,214,886,4,1
20180912T17Z,218,855,4,1
20180912T16Z,206,687,4,1
20180912T15Z,198,546,1,1
20180912T14Z,138,504,4,1
20180912T13Z,127,508,4,1
20180912T12Z,130,509,4,1
20180912T11Z,128,489,5,1
20180912T10Z,126,406,4,1
20180912T09Z,129,404,4,1
20180912T08Z,128,382,5,1
20180912T07Z,128,484,4,1
20180912T06Z,129,511,4,1
20180912T05Z,126,560,4,1
20180912T04Z,205,628,5,0
20180912T03Z,213,680,4,0
20180912T02Z,216,793,4,0
20180912T01Z,211,813,4,0
20180912T00Z,214,810,5,0
20180911T23Z,213,809,4,0
20180911T22Z,215,824,4,0
20180911T21Z,211,846,4,0
20180911T20Z,216,801,5,0
20180911T19Z,212,796,4,0
20180911T18Z,216,780,4,0
20180911T17Z,211,658,3,0
20180911T16Z,198,582,4,0
20180911T15Z,147,531,3,0
20180911T14Z,126,505,1,0
20180911T13Z,128,501,0,1
20180911T12Z,126,502,0,2
20180911T11Z,128,505,0,1
20180911T10Z,127,486,0,1
20180911T09Z,128,414,0,0
20180911T08Z,127,433,0,0
20180911T07Z,128,469,0,0
20180911T06Z,127,510,1,0
20180911T05Z,128,542,4,0
20180911T04Z,174,623,4,0
20180911T03Z,185,735,5,0
20180911T02Z,182,786,4,0
20180911T01Z,183,808,4,0
20180911T00Z,184,834,4,0
20180910T23Z,143,860,4,1
20180910T22Z,79,889,4,1
20180910T21Z,31,880,4,1
20180910T20Z,-12,722,4,1
20180910T19Z,162,720,5,1
20180910T18Z,201,728,4,2
20180910T17Z,198,662,4,3
20180910T16Z,201,597,5,3
20180910T15Z,189,568,4,3
20180910T14Z,131,509,4,3
20180910T13Z,125,510,4,3
20180910T12Z,122,512,4,3
20180910T11Z,124,501,4,2
20180910T10Z,124,442,5,2
20180910T09Z,123,386,4,1
20180910T08Z,126,429,4,2
20180910T07Z,122,500,5,1
20180910T06Z,123,505,4,1
20180910T05Z,125,563,4,2
20180910T04Z,163,621,4,1
20180910T03Z,202,685,5,1
20180910T02Z,206,795,4,2
20180910T01Z,209,804,4,1
20180910T00Z,211,803,5,1
20180909T23Z,209,795,4,2
20180909T22Z,206,794,4,1
20180909T21Z,211,797,4,2
20180909T20Z,210,796,4,2
20180909T19Z,205,799,4,3
20180909T18Z,211,799,5,3
20180909T17Z,209,766,4,2
20180909T16Z,206,569,4,2
20180909T15Z,195,505,5,3
20180909T14Z,164,459,4,3
20180909T13Z,167,365,4,2
20180909T12Z,142,372,4,3
20180909T11Z,128,458,5,3
20180909T10Z,128,457,4,3
20180909T09Z,126,453,4,3
20180909T08Z,129,491,5,3
20180909T07Z,126,508,4,3
20180909T06Z,127,528,4,3
20180909T05Z,128,571,5,2
20180909T04Z,129,636,4,3
20180909T03Z,135,684,4,1
20180909T02Z,131,794,5,1
20180909T01Z,199,807,4,1
20180909T00Z,212,863,4,1
20180908T23Z,208,893,5,1
20180908T22Z,207,894,4,1
20180908T21Z,211,892,4,1
20180908T20Z,206,893,5,2
20180908T19Z,210,806,4,2
20180908T18Z,208,803,4,2
20180908T17Z,207,790,4,2
20180908T16Z,207,629,5,2
20180908T15Z,158,506,4,3
20180908T14Z,125,469,4,3
20180908T13Z,122,442,5,2
20180908T12Z,121,407,4,2
20180908T11Z,123,513,4,2
20180908T10Z,124,511,5,2
20180908T09Z,122,512,4,2
20180908T08Z,122,512,4,2
20180908T07Z,123,511,5,2
20180908T06Z,123,537,4,2
20180908T05Z,151,611,4,2
20180908T04Z,202,666,5,2
20180908T03Z,203,776,4,2
20180908T02Z,201,840,4,2
20180908T01Z,206,990,4,2
20180908T00Z,202,977,5,2
20180907T23Z,201,1063,4,2
20180907T22Z,194,1068,4,2
20180907T21Z,181,1069,5,2
20180907T20Z,143,1066,4,2
20180907T19Z,124,1068,4,2
20180907T18Z,132,993,4,2
20180907T17Z,109,850,5,2
20180907T16Z,107,796,4,2
20180907T15Z,110,648,4,2
20180907T14Z,105,534,4,2
20180907T13Z,109,511,5,2
20180907T12Z,109,507,4,2
20180907T11Z,104,500,4,2
20180907T10Z,104,470,4,2
20180907T09Z,108,405,5,2
20180907T08Z,107,468,4,2
20180907T07Z,108,507,4,2
20180907T06Z,110,508,5,2
20180907T05Z,110,576,4,2
20180907T04Z,109,714,4,2
20180907T03Z,108,798,5,2
20180907T02Z,109,900,4,2
20180907T01Z,107,906,4,2
20180907T00Z,112,906,5,2
20180906T23Z,107,905,4,2
20180906T22Z,108,904,4,2
20180906T21Z,109,823,4,2
20180906T20Z,108,803,4,2
20180906T19Z,106,804,3,2
20180906T18Z,109,802,4,2
20180906T17Z,109,776,4,2
20180906T16Z,107,597,4,2
20180906T15Z,109,519,3,2
20180906T14Z,109,510,4,2
20180906T13Z,107,513,3,2
20180906T12Z,107,508,4,2
20180906T11Z,110,499,4,2
20180906T10Z,108,402,4,2
20180906T09Z,109,393,4,2
20180906T08Z,109,404,4,2
20180906T07Z,108,435,5,2
20180906T06Z,109,507,4,2
20180906T05Z,108,510,4,2
20180906T04Z,109,608,4,2
20180906T03Z,109,627,5,2
20180906T02Z,108,637,4,2
20180906T01Z,111,636,4,2
20180906T00Z,105,633,4,2
20180905T23Z,109,626,5,2
20180905T22Z,108,626,4,2
20180905T21Z,109,622,4,2
20180905T20Z,109,616,4,2
20180905T19Z,106,629,4,3
