,coal,natural gas,solar
20181027T00-04,0,784,0
20181026T23-04,0,746,0
20181026T22-04,96,653,0
20181026T21-04,257,540,0
20181026T20-04,419,668,0
20181026T19-04,603,731,0
20181026T18-04,638,793,1
20181026T17-04,637,797,0
20181026T16-04,639,737,1
20181026T15-04,642,671,1
20181026T14-04,638,2033506,1
20181026T13-04,626,632,1
20181026T12-04,549,596,1
20181026T11-04,536,500,1
20181026T10-04,551,467,1
20181026T09-04,548,519,0
20181026T08-04,574,530,0
20181026T07-04,573,489,0
20181026T06-04,451,487,0
20181026T05-04,375,487,0
20181026T04-04,376,482,0
20181026T03-04,402,485,0
20181026T02-04,447,485,0
20181026T01-04,534,484,0
20181026T00-04,576,482,0
20181025T23-04,530,554,0
20181025T22-04,563,349,0
20181025T21-04,624,686,0
20181025T20-04,642,734,0
20181025T19-04,642,690,0
20181025T18-04,641,698,0
20181025T17-04,642,689,1
20181025T16-04,641,398,1
20181025T15-04,640,663,1
20181025T14-04,596,633,1
20181025T13-04,586,584,1
20181025T12-04,586,514,1
20181025T11-04,554,480,1
20181025T10-04,550,484,1
20181025T09-04,544,491,0
20181025T08-04,583,493,0
20181025T07-04,521,493,0
20181025T06-04,386,484,0
20181025T05-04,375,426,0
20181025T04-04,374,419,0
20181025T03-04,374,445,0
20181025T02-04,387,484,0
20181025T01-04,472,484,0
20181025T00-04,519,472,0
20181024T23-04,549,487,0
20181024T22-04,567,578,0
20181024T21-04,642,651,0
20181024T20-04,647,714,0
20181024T19-04,647,716,0
20181024T18-04,646,751,1
20181024T17-04,646,758,1
20181024T16-04,648,751,1
20181024T15-04,643,724,1
20181024T14-04,640,622,1
20181024T13-04,638,534,1
20181024T12-04,589,474,1
20181024T11-04,593,477,1
20181024T10-04,603,505,1
20181024T09-04,616,505,0
20181024T08-04,595,488,0
20181024T07-04,548,488,0
20181024T06-04,403,486,0
20181024T05-04,325,484,0
20181024T04-04,325,475,0
20181024T03-04,356,473,0
20181024T02-04,400,482,0
20181024T01-04,472,478,0
20181024T00-04,536,452,0
20181023T23-04,546,480,0
20181023T22-04,576,547,0
20181023T21-04,641,643,0
20181023T20-04,640,756,0
20181023T19-04,643,707,0
20181023T18-04,643,671,0
20181023T17-04,643,692,1
20181023T16-04,643,725,1
20181023T15-04,643,700,1
20181023T14-04,643,661,1
20181023T13-04,615,560,1
20181023T12-04,535,478,1
20181023T11-04,521,482,1
20181023T10-04,525,486,1
20181023T09-04,529,487,0
20181023T08-04,566,488,0
20181023T07-04,478,488,0
20181023T06-04,363,481,0
20181023T05-04,324,435,0
20181023T04-04,325,416,0
20181023T03-04,329,438,0
20181023T02-04,392,430,0
20181023T01-04,387,488,0
20181023T00-04,431,421,0
20181022T23-04,549,354,0
20181022T22-04,567,543,0
20181022T21-04,626,630,0
20181022T20-04,643,696,0
20181022T19-04,646,664,0
20181022T18-04,645,699,1
20181022T17-04,646,674,1
20181022T16-04,643,623,1
20181022T15-04,622,617,1
20181022T14-04,567,573,1
20181022T13-04,525,534,1
20181022T12-04,513,477,1
20181022T11-04,454,479,1
20181022T10-04,422,471,1
20181022T09-04,418,489,0
20181022T08-04,418,493,0
20181022T07-04,386,479,0
20181022T06-04,353,452,0
20181022T05-04,326,396,0
20181022T04-04,325,363,0
20181022T03-04,327,382,0
20181022T02-04,361,388,0
20181022T01-04,382,440,0
20181022T00-04,395,400,0
20181021T23-04,481,357,0
20181021T22-04,542,427,0
20181021T21-04,635,500,0
20181021T20-04,622,479,0
20181021T19-04,631,508,0
20181021T18-04,639,535,1
20181021T17-04,640,554,0
20181021T16-04,639,522,1
20181021T15-04,640,510,1
20181021T14-04,638,471,1
20181021T13-04,579,460,1
20181021T12-04,572,474,1
20181021T11-04,526,476,1
20181021T10-04,438,478,1
20181021T09-04,416,480,0
20181021T08-04,397,223,0
20181021T07-04,381,221,0
20181021T06-04,409,477,0
20181021T05-04,438,461,0
20181021T04-04,464,474,0
20181021T03-04,435,476,0
20181021T02-04,417,472,0
20181021T01-04,469,444,0
20181021T00-04,592,482,0
20181020T23-04,639,627,0
20181020T22-04,638,679,0
20181020T21-04,639,755,0
20181020T20-04,639,729,0
20181020T19-04,640,726,0
20181020T18-04,638,718,0
20181020T17-04,640,704,1
20181020T16-04,638,702,1
20181020T15-04,638,636,1
20181020T14-04,638,665,1
20181020T13-04,637,752,1
20181020T12-04,638,745,1
20181020T11-04,602,682,1
20181020T10-04,507,578,1
20181020T09-04,487,556,0
20181020T08-04,508,572,0
20181020T07-04,513,486,0
20181020T06-04,491,485,0
20181020T05-04,482,484,0
20181020T04-04,511,484,0
20181020T03-04,562,483,0
20181020T02-04,583,482,0
20181020T01-04,617,584,0
20181020T00-04,637,634,0
20181019T23-04,638,735,0
20181019T22-04,781,761,0
20181019T21-04,1032,634,0
20181019T20-04,1087,641,0
20181019T19-04,1163,643,0
20181019T18-04,1171,703,1
20181019T17-04,1171,677,1
20181019T16-04,1175,676,1
20181019T15-04,1173,1990786,1
20181019T14-04,1151,672,1
20181019T13-04,1124,628,1
20181019T12-04,1097,665,1
20181019T11-04,1056,600,0
20181019T10-04,965,1989377,1
20181019T09-04,855,482,0
20181019T08-04,813,484,0
20181019T07-04,745,473,0
20181019T06-04,651,453,0
20181019T05-04,641,399,0
20181019T04-04,641,401,0
20181019T03-04,640,452,0
20181019T02-04,728,439,0
20181019T01-04,987,306,0
20181019T00-04,1179,342,0
20181018T23-04,1237,514,0
20181018T22-04,1262,501,0
20181018T21-04,1262,623,0
20181018T20-04,1265,652,0
20181018T19-04,1260,688,0
20181018T18-04,1259,783,1
20181018T17-04,1265,827,1
20181018T16-04,1259,795,1
20181018T15-04,1261,809,1
20181018T14-04,1260,723,1
20181018T13-04,1214,586,1
20181018T12-04,1194,500,1
20181018T11-04,1086,461,1
20181018T10-04,993,428,1
20181018T09-04,889,417,0
20181018T08-04,868,430,0
20181018T07-04,766,484,0
20181018T06-04,690,436,0
20181018T05-04,660,400,0
20181018T04-04,642,433,0
20181018T03-04,667,465,0
20181018T02-04,738,482,0
20181018T01-04,921,443,0
20181018T00-04,1136,462,0
20181017T23-04,1169,472,0
20181017T22-04,1246,495,0
20181017T21-04,1258,692,0
20181017T20-04,1257,737,0
20181017T19-04,1257,679,0
20181017T18-04,1263,779,1
20181017T17-04,1260,747,1
20181017T16-04,1263,754,1
20181017T15-04,1261,696,1
20181017T14-04,1264,734,1
20181017T13-04,1255,696,1
20181017T12-04,1157,634,1
20181017T11-04,1160,573,2
20181017T10-04,1064,478,2
20181017T09-04,896,483,0
20181017T08-04,881,485,0
20181017T07-04,890,484,0
20181017T06-04,725,484,0
20181017T05-04,658,483,0
20181017T04-04,677,482,0
20181017T03-04,755,483,0
20181017T02-04,881,482,0
20181017T01-04,955,481,0
20181017T00-04,1125,1974765,0
20181016T23-04,1243,1974520,0
20181016T22-04,1259,1974247,0
20181016T21-04,1257,1974161,0
20181016T20-04,1234,1973958,0
20181016T19-04,1232,1973624,0
20181016T18-04,1232,1973317,1
20181016T17-04,1232,1973041,1
20181016T16-04,1232,1972803,1
20181016T15-04,1234,1972517,1
20181016T14-04,1239,1972148,1
20181016T13-04,1262,1971722,1
20181016T12-04,1196,1971495,1
20181016T11-04,1140,1971150,1
20181016T10-04,971,1970876,1
20181016T09-04,797,483,0
20181016T08-04,779,484,0
20181016T07-04,2141,483,0
20181016T06-04,0,483,0
20181016T05-04,0,466,0
20181016T04-04,643,472,0
20181016T03-04,687,482,0
20181016T02-04,786,482,0
20181016T01-04,916,482,0
20181016T00-04,1032,479,0
20181015T23-04,1197,479,0
20181015T22-04,1229,512,0
20181015T21-04,1259,629,0
20181015T20-04,1257,679,0
20181015T19-04,1258,718,0
20181015T18-04,1259,793,1
20181015T17-04,1257,820,1
20181015T16-04,1261,763,1
20181015T15-04,1262,719,1
20181015T14-04,1269,704,1
20181015T13-04,1253,634,1
20181015T12-04,1211,549,1
20181015T11-04,1157,510,1
20181015T10-04,957,479,1
20181015T09-04,761,477,0
20181015T08-04,743,453,0
20181015T07-04,692,465,0
20181015T06-04,642,400,0
20181015T05-04,643,332,0
20181015T04-04,643,337,0
20181015T03-04,643,382,0
20181015T02-04,662,438,0
20181015T01-04,795,481,0
20181015T00-04,961,446,0
20181014T23-04,1170,466,0
20181014T22-04,1256,430,0
20181014T21-04,1264,466,0
20181014T20-04,1265,578,0
20181014T19-04,1267,683,0
20181014T18-04,1269,753,1
20181014T17-04,1267,848,1
20181014T16-04,1270,792,1
20181014T15-04,1268,680,1
20181014T14-04,1235,619,1
20181014T13-04,1229,538,1
20181014T12-04,1185,503,1
20181014T11-04,1026,465,1
20181014T10-04,855,425,1
20181014T09-04,818,264,0
20181014T08-04,744,204,0
20181014T07-04,693,200,0
20181014T06-04,646,208,0
20181014T05-04,643,194,0
20181014T04-04,644,203,0
20181014T03-04,671,196,0
20181014T02-04,644,307,0
20181014T01-04,645,411,0
20181014T00-04,759,439,0
20181013T23-04,915,436,0
20181013T22-04,1069,433,0
20181013T21-04,1229,431,0
20181013T20-04,1251,531,0
20181013T19-04,1228,603,0
20181013T18-04,1229,673,1
20181013T17-04,1227,691,1
20181013T16-04,1229,626,1
20181013T15-04,1215,560,1
20181013T14-04,1161,508,1
20181013T13-04,1113,448,1
20181013T12-04,999,408,1
20181013T11-04,866,409,1
20181013T10-04,737,410,1
20181013T09-04,651,380,0
20181013T08-04,648,295,0
20181013T07-04,646,259,0
20181013T06-04,643,254,0
20181013T05-04,643,254,0
20181013T04-04,641,254,0
20181013T03-04,641,260,0
20181013T02-04,642,308,0
20181013T01-04,642,403,0
20181013T00-04,678,203,0
20181012T23-04,794,478,0
20181012T22-04,959,210,0
20181012T21-04,1138,356,0
20181012T20-04,1182,519,0
20181012T19-04,1228,595,0
20181012T18-04,1262,619,1
20181012T17-04,1265,670,1
20181012T16-04,1266,639,1
20181012T15-04,1266,626,1
20181012T14-04,1187,648,1
20181012T13-04,1166,580,1
20181012T12-04,1051,470,1
20181012T11-04,926,474,1
20181012T10-04,784,469,1
20181012T09-04,695,452,0
20181012T08-04,648,462,0
20181012T07-04,648,214,0
20181012T06-04,645,377,0
20181012T05-04,644,325,0
20181012T04-04,642,345,0
20181012T03-04,645,390,0
20181012T02-04,742,377,0
20181012T01-04,885,351,0
20181012T00-04,968,463,0
20181011T23-04,1090,476,0
20181011T22-04,1106,502,0
20181011T21-04,1141,589,0
20181011T20-04,1185,640,0
20181011T19-04,1254,637,0
20181011T18-04,1256,653,0
20181011T17-04,1255,641,1
20181011T16-04,1256,670,1
20181011T15-04,1257,654,1
20181011T14-04,1257,659,1
20181011T13-04,1257,620,1
20181011T12-04,1211,579,1
20181011T11-04,1170,514,1
20181011T10-04,1107,476,1
20181011T09-04,983,478,0
20181011T08-04,980,478,0
20181011T07-04,949,478,0
20181011T06-04,841,478,0
20181011T05-04,781,465,0
20181011T04-04,794,444,0
20181011T03-04,889,370,0
20181011T02-04,933,373,0
20181011T01-04,945,449,0
20181011T00-04,1018,477,0
20181010T23-04,1123,221,0
20181010T22-04,1119,567,0
20181010T21-04,1170,605,0
20181010T20-04,1206,638,0
20181010T19-04,1230,615,0
20181010T18-04,1259,677,0
20181010T17-04,1224,617,0
20181010T16-04,1229,612,1
20181010T15-04,1261,638,1
20181010T14-04,1258,657,1
20181010T13-04,1220,622,1
20181010T12-04,1159,624,1
20181010T11-04,1108,598,1
20181010T10-04,1126,559,0
20181010T09-04,1114,474,0
20181010T08-04,1079,474,0
20181010T07-04,1036,471,0
20181010T06-04,967,417,0
20181010T05-04,1051,256,0
20181010T04-04,1142,153,0
20181010T03-04,1165,143,0
20181010T02-04,1144,223,0
20181010T01-04,1213,255,0
20181010T00-04,1256,237,0
20181009T23-04,1257,223,0
20181009T22-04,1259,221,0
20181009T21-04,1258,243,0
20181009T20-04,1254,284,0
20181009T19-04,1261,195,0
20181009T18-04,1257,213,0
20181009T17-04,1257,322,1
20181009T16-04,1257,289,1
20181009T15-04,1262,248,1
20181009T14-04,1259,201,1
20181009T13-04,1261,204,1
20181009T12-04,1249,240,1
20181009T11-04,1196,179,1
20181009T10-04,1156,201,1
20181009T09-04,1143,176,0
20181009T08-04,1100,197,0
20181009T07-04,1031,145,0
20181009T06-04,1001,90,0
20181009T05-04,1011,-5,0
20181009T04-04,996,40,0
20181009T03-04,989,69,0
20181009T02-04,1067,77,0
20181009T01-04,1031,197,0
20181009T00-04,1138,281,0
20181008T23-04,1170,343,0
20181008T22-04,1170,329,0
20181008T21-04,1252,306,0
20181008T20-04,1254,405,0
20181008T19-04,1249,615,0
20181008T18-04,1259,638,0
20181008T17-04,1262,638,0
20181008T16-04,1261,582,1
20181008T15-04,1262,543,1
20181008T14-04,1261,614,1
20181008T13-04,1217,622,1
20181008T12-04,1096,603,1
20181008T11-04,1079,582,0
20181008T10-04,1053,507,0
20181008T09-04,905,480,0
20181008T08-04,827,481,0
20181008T07-04,793,475,0
20181008T06-04,663,468,0
20181008T05-04,644,406,0
20181008T04-04,643,404,0
20181008T03-04,643,437,0
20181008T02-04,649,481,0
20181008T01-04,799,481,0
20181008T00-04,936,482,0
20181007T23-04,1080,481,0
20181007T22-04,1155,518,0
20181007T21-04,1246,634,0
20181007T20-04,1261,740,0
20181007T19-04,1265,651,0
20181007T18-04,1262,655,1
20181007T17-04,1261,651,1
20181007T16-04,1263,623,1
20181007T15-04,1264,695,1
20181007T14-04,1264,705,0
20181007T13-04,1236,623,1
20181007T12-04,1129,562,1
20181007T11-04,1109,558,1
20181007T10-04,976,465,1
20181007T09-04,741,450,0
20181007T08-04,646,377,0
20181007T07-04,653,323,0
20181007T06-04,692,261,0
20181007T05-04,690,260,0
20181007T04-04,690,279,0
20181007T03-04,689,355,0
20181007T02-04,783,348,0
20181007T01-04,873,386,0
20181007T00-04,978,459,0
20181006T23-04,1009,415,0
20181006T22-04,1072,431,0
20181006T21-04,1121,550,0
20181006T20-04,1122,662,0
20181006T19-04,1250,619,0
20181006T18-04,1261,725,1
20181006T17-04,1261,758,0
20181006T16-04,1260,736,1
20181006T15-04,1260,713,1
20181006T14-04,1261,645,1
20181006T13-04,1249,358,1
20181006T12-04,1144,521,1
20181006T11-04,1152,459,1
20181006T10-04,985,472,1
20181006T09-04,756,475,0
20181006T08-04,646,451,0
20181006T07-04,644,405,0
20181006T06-04,643,357,0
20181006T05-04,643,347,0
20181006T04-04,644,378,0
20181006T03-04,644,438,0
20181006T02-04,695,482,0
20181006T01-04,831,482,0
20181006T00-04,995,481,0
20181005T23-04,1100,480,0
20181005T22-04,1129,537,0
20181005T21-04,1178,607,0
20181005T20-04,1212,610,0
20181005T19-04,1265,655,0
20181005T18-04,1259,661,1
20181005T17-04,1261,717,1
20181005T16-04,1266,786,1
20181005T15-04,1264,704,1
20181005T14-04,1223,555,1
20181005T13-04,1187,634,1
20181005T12-04,1141,572,1
20181005T11-04,1131,537,1
20181005T10-04,1053,215,0
20181005T09-04,841,467,0
20181005T08-04,785,467,0
20181005T07-04,722,465,0
20181005T06-04,645,414,0
20181005T05-04,646,349,0
20181005T04-04,645,350,0
20181005T03-04,646,397,0
20181005T02-04,668,471,0
20181005T01-04,778,481,0
20181005T00-04,917,481,0
20181004T23-04,1087,478,0
20181004T22-04,1175,550,0
20181004T21-04,1236,616,0
20181004T20-04,1251,645,0
20181004T19-04,1253,645,0
20181004T18-04,1253,701,0
20181004T17-04,1251,718,0
20181004T16-04,1252,683,1
20181004T15-04,1256,676,1
20181004T14-04,1261,728,1
20181004T13-04,1196,606,1
20181004T12-04,1132,574,1
20181004T11-04,1097,557,1
20181004T10-04,987,474,1
20181004T09-04,837,476,0
20181004T08-04,807,477,0
20181004T07-04,707,479,0
20181004T06-04,644,411,0
20181004T05-04,644,341,0
20181004T04-04,644,346,0
20181004T03-04,645,391,0
20181004T02-04,646,460,0
20181004T01-04,762,478,0
20181004T00-04,952,477,0
20181003T23-04,1144,508,0
20181003T22-04,1176,597,0
20181003T21-04,1257,606,0
20181003T20-04,1260,618,0
20181003T19-04,1260,760,0
20181003T18-04,1262,721,1
20181003T17-04,1263,753,1
20181003T16-04,1263,780,1
20181003T15-04,1264,819,1
20181003T14-04,1266,716,1
20181003T13-04,1236,596,1
20181003T12-04,1182,579,1
20181003T11-04,1163,552,2
20181003T10-04,1024,474,2
20181003T09-04,875,479,0
20181003T08-04,830,481,0
20181003T07-04,734,480,0
20181003T06-04,647,437,0
20181003T05-04,642,369,0
20181003T04-04,643,380,0
20181003T03-04,643,423,0
20181003T02-04,684,460,0
20181003T01-04,788,481,0
20181003T00-04,949,475,0
20181002T23-04,1016,424,0
20181002T22-04,1105,434,0
20181002T21-04,1146,569,0
20181002T20-04,1167,647,0
20181002T19-04,1208,594,0
20181002T18-04,1254,622,1
20181002T17-04,1253,661,0
20181002T16-04,1254,662,1
20181002T15-04,1261,653,1
20181002T14-04,1258,638,1
20181002T13-04,1208,593,1
20181002T12-04,1087,591,1
20181002T11-04,1069,524,1
20181002T10-04,1052,486,1
20181002T09-04,936,477,0
20181002T08-04,897,480,0
20181002T07-04,860,479,0
20181002T06-04,723,467,0
20181002T05-04,679,435,0
20181002T04-04,679,432,0
20181002T03-04,694,454,0
20181002T02-04,745,471,0
20181002T01-04,859,478,0
20181002T00-04,1053,477,0
20181001T23-04,1153,477,0
20181001T22-04,1218,497,0
20181001T21-04,1257,641,0
20181001T20-04,1257,622,0
20181001T19-04,1259,658,0
20181001T18-04,1261,746,1
20181001T17-04,1260,776,1
20181001T16-04,1256,760,1
20181001T15-04,1212,722,1
20181001T14-04,1137,690,1
20181001T13-04,1057,700,1
20181001T12-04,1141,346,1
20181001T11-04,954,575,1
20181001T10-04,971,511,1
20181001T09-04,935,471,0
20181001T08-04,972,479,0
20181001T07-04,894,479,0
20181001T06-04,734,479,0
20181001T05-04,669,476,0
20181001T04-04,683,472,0
20181001T03-04,724,479,0
20181001T02-04,796,479,0
20181001T01-04,912,480,0
20181001T00-04,1061,477,0
20180930T23-04,1174,432,0
20180930T22-04,1242,461,0
20180930T21-04,1259,627,0
20180930T20-04,1259,650,0
20180930T19-04,1257,768,0
20180930T18-04,1258,801,1
20180930T17-04,1261,788,1
20180930T16-04,1259,773,1
20180930T15-04,1261,777,1
20180930T14-04,1258,741,1
20180930T13-04,1257,660,1
20180930T12-04,1189,641,1
20180930T11-04,1008,322,1
20180930T10-04,908,499,1
20180930T09-04,797,474,0
20180930T08-04,742,447,0
20180930T07-04,689,453,0
20180930T06-04,642,402,0
20180930T05-04,639,425,0
20180930T04-04,659,470,0
20180930T03-04,740,481,0
20180930T02-04,812,499,0
20180930T01-04,868,460,0
20180930T00-04,939,484,0
20180929T23-04,1006,247,0
20180929T22-04,1139,619,0
20180929T21-04,1238,734,0
20180929T20-04,1262,643,0
20180929T19-04,1257,769,0
20180929T18-04,1261,862,1
20180929T17-04,1257,868,1
20180929T16-04,1262,878,1
20180929T15-04,1262,881,1
20180929T14-04,1260,778,1
20180929T13-04,1219,675,1
20180929T12-04,1125,654,1
20180929T11-04,1020,543,1
20180929T10-04,924,474,1
20180929T09-04,808,478,0
20180929T08-04,744,478,0
20180929T07-04,682,480,0
20180929T06-04,656,478,0
20180929T05-04,651,479,0
20180929T04-04,680,480,0
20180929T03-04,741,479,0
20180929T02-04,835,479,0
20180929T01-04,941,497,0
20180929T00-04,940,560,0
20180928T23-04,990,578,0
20180928T22-04,1118,559,0
20180928T21-04,1250,610,0
20180928T20-04,1262,628,0
20180928T19-04,1261,710,0
20180928T18-04,1263,806,1
20180928T17-04,1262,803,1
20180928T16-04,1266,766,1
20180928T15-04,1268,762,0
20180928T14-04,1267,720,0
20180928T13-04,1263,692,0
20180928T12-04,1238,648,0
20180928T11-04,1133,610,0
20180928T10-04,1088,561,0
20180928T09-04,1008,480,0
20180928T08-04,960,482,0
20180928T07-04,930,481,0
20180928T06-04,829,459,0
20180928T05-04,807,418,0
20180928T04-04,809,434,0
20180928T03-04,886,401,0
20180928T02-04,986,380,0
20180928T01-04,1076,415,0
20180927T00-04,951,409,0
20180926T23-04,1104,333,0
20180926T22-04,1238,429,0
20180926T21-04,1253,680,0
20180926T20-04,1259,743,0
20180926T19-04,1261,748,0
20180926T18-04,1262,683,1
20180926T17-04,1260,774,1
20180926T16-04,1262,795,1
20180926T15-04,1263,752,1
20180926T14-04,1263,789,1
20180926T13-04,1263,782,1
20180926T12-04,1262,626,1
20180926T11-04,1260,492,1
20180926T10-04,1139,474,1
20180926T09-04,942,479,0
20180926T08-04,886,481,0
20180926T07-04,864,480,0
20180926T06-04,726,480,0
20180926T05-04,653,479,0
20180926T04-04,674,479,0
20180926T03-04,726,477,0
20180926T02-04,818,467,0
20180926T01-04,908,448,0
20180926T00-04,979,653,0
20180925T23-04,1083,667,0
20180925T22-04,1178,654,0
20180925T21-04,1249,736,0
20180925T20-04,1254,767,0
20180925T19-04,1253,768,0
20180925T18-04,1249,836,1
20180925T17-04,1253,844,1
20180925T16-04,1250,808,1
20180925T15-04,1253,785,1
20180925T14-04,1248,791,1
20180925T13-04,1253,770,1
20180925T12-04,1257,343,1
20180925T11-04,1257,544,1
20180925T10-04,1201,493,1
20180925T09-04,1066,478,0
20180925T08-04,937,480,0
20180925T07-04,860,482,0
20180925T06-04,735,478,0
20180925T05-04,693,453,0
20180925T04-04,694,456,0
20180925T03-04,743,451,0
20180925T02-04,879,393,0
20180925T01-04,980,440,0
20180925T00-04,1140,477,0
20180924T23-04,1120,567,0
20180924T22-04,1183,591,0
20180924T21-04,1255,660,0
20180924T20-04,1252,692,0
20180924T19-04,1255,736,0
20180924T18-04,1251,760,0
20180924T17-04,1253,784,0
20180924T16-04,1254,756,1
20180924T15-04,1257,750,1
20180924T14-04,1257,721,1
20180924T13-04,1244,709,1
20180924T12-04,1174,615,1
20180924T11-04,1080,594,1
20180924T10-04,1019,560,1
20180924T09-04,939,478,0
20180924T08-04,867,481,0
20180924T07-04,807,480,0
20180924T06-04,713,454,0
20180924T05-04,640,461,0
20180924T04-04,657,449,0
20180924T03-04,723,441,0
20180924T02-04,830,428,0
20180924T01-04,963,426,0
20180924T00-04,1131,437,0
20180923T23-04,1246,441,0
20180923T22-04,1255,505,0
20180923T21-04,1257,684,0
20180923T20-04,1256,757,0
20180923T19-04,1257,842,0
20180923T18-04,1255,886,1
20180923T17-04,1249,889,1
20180923T16-04,1255,880,1
20180923T15-04,1260,829,1
20180923T14-04,1262,815,1
20180923T13-04,1256,743,1
20180923T12-04,1212,623,1
20180923T11-04,1154,561,1
20180923T10-04,1049,536,1
20180923T09-04,872,478,0
20180923T08-04,693,447,0
20180923T07-04,645,439,0
20180923T06-04,642,409,0
20180923T05-04,640,411,0
20180923T04-04,641,443,0
20180923T03-04,710,433,0
20180923T02-04,815,420,0
20180923T01-04,959,422,0
20180923T00-04,1083,474,0
20180922T23-04,1167,471,0
20180922T22-04,1229,458,0
20180922T21-04,1257,545,0
20180922T20-04,1261,632,0
20180922T19-04,1256,780,1
20180922T18-04,1256,807,1
20180922T17-04,1256,801,1
20180922T16-04,1255,844,1
20180922T15-04,1256,804,1
20180922T14-04,1258,749,1
20180922T13-04,1260,683,1
20180922T12-04,1192,606,1
20180922T11-04,1029,580,1
20180922T10-04,986,510,0
20180922T09-04,903,476,0
20180922T08-04,749,477,0
20180922T07-04,697,443,0
20180922T06-04,677,419,0
20180922T05-04,696,395,0
20180922T04-04,735,177,0
20180922T03-04,748,421,0
20180922T02-04,846,419,0
20180922T01-04,919,477,0
20180922T00-04,1086,477,0
20180921T23-04,1115,488,0
20180921T22-04,1138,531,0
20180921T21-04,1239,619,0
20180921T20-04,1253,713,0
20180921T19-04,1254,783,0
20180921T18-04,1253,829,0
20180921T17-04,1253,852,1
20180921T16-04,1256,807,1
20180921T15-04,1257,805,1
20180921T14-04,1259,769,1
20180921T13-04,1244,680,1
20180921T12-04,1209,384,1
20180921T11-04,1148,606,1
20180921T10-04,1076,550,1
20180921T09-04,999,512,0
20180921T08-04,973,472,0
20180921T07-04,967,472,0
20180921T06-04,856,472,0
20180921T05-04,787,474,0
20180921T04-04,797,474,0
20180921T03-04,796,474,0
20180921T02-04,919,474,0
20180921T01-04,1029,474,0
20180921T00-04,1146,473,0
20180920T23-04,1197,548,0
20180920T22-04,1245,655,0
20180920T21-04,1250,798,0
20180920T20-04,1249,817,0
20180920T19-04,1254,872,1
20180920T18-04,1256,862,0
20180920T17-04,1258,878,1
20180920T16-04,1260,875,1
20180920T15-04,1260,852,1
20180920T14-04,1258,872,1
20180920T13-04,1260,838,1
20180920T12-04,1257,701,1
20180920T11-04,1141,589,0
20180920T10-04,1068,584,1
20180920T09-04,1040,498,0
20180920T08-04,1052,476,0
20180920T07-04,996,475,0
20180920T06-04,862,473,0
20180920T05-04,742,475,0
20180920T04-04,754,474,0
20180920T03-04,860,473,0
20180920T02-04,977,444,0
20180920T01-04,1051,465,0
20180920T00-04,1143,476,0
20180919T23-04,1174,568,0
20180919T22-04,1242,655,0
20180919T21-04,1255,820,0
20180919T20-04,1254,855,0
20180919T19-04,1252,872,0
20180919T18-04,1255,877,0
20180919T17-04,1254,860,0
20180919T16-04,1252,859,1
20180919T15-04,1251,879,1
20180919T14-04,1252,853,1
20180919T13-04,1255,782,1
20180919T12-04,1258,694,1
20180919T11-04,1237,557,1
20180919T10-04,1166,475,1
20180919T09-04,1029,477,0
20180919T08-04,971,479,0
20180919T07-04,929,477,0
20180919T06-04,793,476,0
20180919T05-04,754,453,0
20180919T04-04,755,464,0
20180919T03-04,798,477,0
20180919T02-04,922,455,0
20180919T01-04,1098,473,0
20180919T00-04,1210,468,0
20180918T23-04,1255,560,0
20180918T22-04,1253,700,0
20180918T21-04,1253,503,0
20180918T20-04,1251,856,0
20180918T19-04,1254,850,0
20180918T18-04,1253,940,0
20180918T17-04,1255,882,1
20180918T16-04,1257,874,1
20180918T15-04,1255,858,1
20180918T14-04,1254,840,2
20180918T13-04,1257,865,2
20180918T12-04,1259,793,2
20180918T11-04,1187,583,2
20180918T10-04,1149,510,2
20180918T09-04,1075,475,0
20180918T08-04,1106,473,0
20180918T07-04,1056,473,0
20180918T06-04,930,470,0
20180918T05-04,787,469,0
20180918T04-04,800,470,0
20180918T03-04,849,469,0
20180918T02-04,926,470,0
20180918T01-04,1148,469,0
20180918T00-04,1207,477,0
20180917T23-04,1250,488,0
20180917T22-04,1252,611,0
20180917T21-04,1250,751,0
20180917T20-04,1250,773,0
20180917T19-04,1253,745,0
20180917T18-04,1254,787,1
20180917T17-04,1256,829,2
20180917T16-04,1256,808,1
20180917T15-04,1256,773,1
20180917T14-04,1255,798,1
20180917T13-04,1254,869,1
20180917T12-04,1215,764,2
20180917T11-04,1106,613,2
20180917T10-04,1131,559,2
20180917T09-04,1129,480,0
20180917T08-04,1075,478,0
20180917T07-04,1007,478,0
20180917T06-04,890,478,0
20180917T05-04,826,477,0
20180917T04-04,839,476,0
20180917T03-04,886,475,0
20180917T02-04,973,475,0
20180917T01-04,1118,474,0
20180917T00-04,1193,575,0
20180916T23-04,1238,612,0
20180916T22-04,1255,699,0
20180916T21-04,1255,864,0
20180916T20-04,1254,801,0
20180916T19-04,1252,828,1
20180916T18-04,1253,771,1
20180916T17-04,1256,822,1
20180916T16-04,1254,838,1
20180916T15-04,1255,819,1
20180916T14-04,1255,784,1
20180916T13-04,1254,797,1
20180916T12-04,1228,689,1
20180916T11-04,1185,609,1
20180916T10-04,1140,564,1
20180916T09-04,1094,474,0
20180916T08-04,912,475,0
20180916T07-04,871,475,0
20180916T06-04,852,475,0
20180916T05-04,850,474,0
20180916T04-04,892,473,0
20180916T03-04,953,473,0
20180916T02-04,1038,491,0
20180916T01-04,1111,574,0
20180916T00-04,1111,636,0
