,coal,natural gas,solar
20190519T06-04,323,198,0
20190519T05-04,323,197,0
20190519T04-04,322,205,0
20190519T03-04,327,236,0
20190519T02-04,357,240,0
20190519T01-04,419,239,0
20190519T00-04,511,237,0
20190518T23-04,541,236,0
20190518T22-04,527,235,0
20190518T21-04,558,242,0
20190518T20-04,593,279,0
20190518T19-04,628,316,1
20190518T18-04,629,337,1
20190518T17-04,631,277,0
20190518T16-04,632,326,0
20190518T15-04,630,236,0
20190518T14-04,614,228,0
20190518T13-04,564,230,0
20190518T12-04,565,232,0
20190518T11-04,534,234,0
20190518T10-04,470,236,0
20190518T09-04,364,239,0
20190518T08-04,324,204,0
20190518T07-04,324,176,0
20190518T06-04,323,182,0
20190518T05-04,322,154,0
20190518T04-04,323,131,0
20190518T03-04,338,162,0
20190518T02-04,364,206,0
20190518T01-04,437,240,0
20190518T00-04,536,239,0
20190517T23-04,574,239,0
20190517T22-04,585,296,0
20190517T21-04,569,341,0
20190517T20-04,587,336,0
20190517T19-04,630,292,1
20190517T18-04,634,280,1
20190517T17-04,634,271,1
20190517T16-04,636,227,1
20190517T15-04,623,227,0
20190517T14-04,624,228,0
20190517T13-04,577,223,0
20190517T12-04,562,231,0
20190517T11-04,456,234,0
20190517T10-04,445,236,0
20190517T09-04,443,239,0
20190517T08-04,414,242,0
20190517T07-04,338,242,0
20190517T06-04,326,242,0
20190517T05-04,325,241,0
20190517T04-04,324,241,0
20190517T03-04,362,241,0
20190517T02-04,431,240,0
20190517T01-04,435,240,0
20190517T00-04,477,249,0
20190516T23-04,477,368,0
20190516T22-04,574,415,0
20190516T21-04,596,404,0
20190516T20-04,621,431,0
20190516T19-04,585,544,1
20190516T18-04,604,553,1
20190516T17-04,610,529,2
20190516T16-04,608,500,2
20190516T15-04,561,502,1
20190516T14-04,568,359,1
20190516T13-04,427,219,1
20190516T12-04,462,229,1
20190516T11-04,521,234,2
20190516T10-04,511,167,1
20190516T09-04,394,150,1
20190516T08-04,376,236,0
20190516T07-04,376,239,0
20190516T06-04,352,238,0
20190516T05-04,324,237,0
20190516T04-04,335,226,0
20190516T03-04,367,228,0
20190516T02-04,377,236,0
20190516T01-04,461,238,0
20190516T00-04,572,209,0
20190515T23-04,624,331,0
20190515T22-04,635,473,0
20190515T21-04,638,505,0
20190515T20-04,636,504,0
20190515T19-04,637,541,0
20190515T18-04,637,590,1
20190515T17-04,637,552,1
20190515T16-04,636,551,1
20190515T15-04,637,527,2
20190515T14-04,637,504,2
20190515T13-04,637,504,2
20190515T12-04,593,502,2
20190515T11-04,518,502,1
20190515T10-04,463,481,0
20190515T09-04,372,488,0
20190515T08-04,373,474,0
20190515T07-04,350,485,0
20190515T06-04,323,373,0
20190515T05-04,323,341,0
20190515T04-04,323,322,0
20190515T03-04,323,323,0
20190515T02-04,323,389,0
20190515T01-04,323,459,0
20190515T00-04,350,472,0
20190514T23-04,409,505,0
20190514T22-04,529,506,0
20190514T21-04,594,505,0
20190514T20-04,569,505,0
20190514T19-04,527,505,0
20190514T18-04,523,503,0
20190514T17-04,548,504,1
20190514T16-04,548,503,1
20190514T15-04,524,505,1
20190514T14-04,523,505,1
20190514T13-04,407,503,1
20190514T12-04,321,503,1
20190514T11-04,322,452,0
20190514T10-04,321,375,0
20190514T09-04,320,430,0
20190514T08-04,321,435,0
20190514T07-04,320,491,0
20190514T06-04,320,385,0
20190514T05-04,320,291,0
20190514T04-04,322,293,0
20190514T03-04,325,307,0
20190514T02-04,324,362,0
20190514T01-04,324,440,0
20190514T00-04,370,489,0
20190513T23-04,473,506,0
20190513T22-04,615,506,0
20190513T21-04,632,505,0
20190513T20-04,631,506,0
20190513T19-04,629,505,0
20190513T18-04,630,506,0
20190513T17-04,629,504,0
20190513T16-04,629,501,0
20190513T15-04,631,450,0
20190513T14-04,628,496,0
20190513T13-04,627,492,0
20190513T12-04,627,497,0
20190513T11-04,626,500,0
20190513T10-04,626,437,0
20190513T09-04,620,398,0
20190513T08-04,501,458,0
20190513T07-04,407,496,0
20190513T06-04,339,445,0
20190513T05-04,322,393,0
20190513T04-04,323,384,0
20190513T03-04,323,424,0
20190513T02-04,322,433,0
20190513T01-04,336,481,0
20190513T00-04,374,504,0
20190512T23-04,459,509,0
20190512T22-04,490,549,0
20190512T21-04,475,504,0
20190512T20-04,452,501,0
20190512T19-04,457,497,0
20190512T18-04,518,495,0
20190512T17-04,551,493,0
20190512T16-04,577,230,0
20190512T15-04,541,498,0
20190512T14-04,550,500,0
20190512T13-04,547,502,0
20190512T12-04,494,506,0
20190512T11-04,480,502,0
20190512T10-04,471,502,0
20190512T09-04,439,502,0
20190512T08-04,410,502,0
20190512T07-04,361,501,0
20190512T06-04,341,500,0
20190512T05-04,353,493,0
20190512T04-04,373,501,0
20190512T03-04,409,511,0
20190512T02-04,493,512,0
20190512T01-04,509,602,0
20190512T00-04,418,710,0
20190511T23-04,454,807,0
20190511T22-04,480,764,0
20190511T21-04,484,470,0
20190511T20-04,533,377,0
20190511T19-04,474,336,0
20190511T18-04,545,377,0
20190511T17-04,594,441,0
20190511T16-04,632,542,0
20190511T15-04,632,605,0
20190511T14-04,608,647,0
20190511T13-04,612,507,0
20190511T12-04,614,797,0
20190511T11-04,605,749,0
20190511T10-04,597,663,0
20190511T09-04,568,590,0
20190511T08-04,459,503,0
20190511T07-04,333,498,0
20190511T06-04,321,479,0
20190511T05-04,322,489,0
20190511T04-04,331,514,0
20190511T03-04,390,518,0
20190511T02-04,421,517,0
20190511T01-04,471,516,0
20190511T00-04,553,648,0
20190510T23-04,594,683,0
20190510T22-04,608,735,0
20190510T21-04,589,735,0
20190510T20-04,559,729,0
20190510T19-04,634,732,0
20190510T18-04,635,785,0
20190510T17-04,636,857,0
20190510T16-04,635,863,0
20190510T15-04,634,867,0
20190510T14-04,625,806,0
20190510T13-04,600,793,0
20190510T12-04,616,730,0
20190510T11-04,599,689,0
20190510T10-04,557,618,0
20190510T09-04,490,555,0
20190510T08-04,466,521,0
20190510T07-04,508,521,0
20190510T06-04,415,521,0
20190510T05-04,397,521,0
20190510T04-04,396,522,0
20190510T03-04,406,521,0
20190510T02-04,501,520,0
20190510T01-04,557,674,0
20190510T00-04,562,798,0
20190509T23-04,524,788,0
20190509T22-04,604,788,0
20190509T21-04,578,788,0
20190509T20-04,545,788,0
20190509T19-04,598,786,0
20190509T18-04,606,780,0
20190509T17-04,619,773,0
20190509T16-04,619,726,0
20190509T15-04,606,720,0
20190509T14-04,596,724,0
20190509T13-04,554,725,0
20190509T12-04,455,727,0
20190509T11-04,364,717,0
20190509T10-04,347,594,0
20190509T09-04,346,483,0
20190509T08-04,346,460,0
20190509T07-04,324,486,0
20190509T06-04,321,441,0
20190509T05-04,320,375,0
20190509T04-04,321,366,0
20190509T03-04,320,402,0
20190509T02-04,321,443,0
20190509T01-04,345,441,0
20190509T00-04,407,494,0
20190508T23-04,462,620,0
20190508T22-04,579,648,0
20190508T21-04,593,672,0
20190508T20-04,612,671,0
20190508T19-04,631,451,0
20190508T18-04,633,473,0
20190508T17-04,634,771,0
20190508T16-04,634,776,0
20190508T15-04,633,796,0
20190508T14-04,632,776,0
20190508T13-04,610,728,0
20190508T12-04,491,951,0
20190508T11-04,397,511,1
20190508T10-04,345,648,1
20190508T09-04,344,578,0
20190508T08-04,345,489,0
20190508T07-04,335,500,0
20190508T06-04,320,428,0
20190508T05-04,320,359,0
20190508T04-04,321,360,0
20190508T03-04,322,408,0
20190508T02-04,344,458,0
20190508T01-04,393,454,0
20190508T00-04,499,470,0
20190507T23-04,535,596,0
20190507T22-04,572,598,0
20190507T21-04,599,574,0
20190507T20-04,623,658,0
20190507T19-04,636,759,0
20190507T18-04,637,831,0
20190507T17-04,634,811,1
20190507T16-04,636,763,1
20190507T15-04,633,776,1
20190507T14-04,617,739,0
20190507T13-04,593,726,0
20190507T12-04,553,730,0
20190507T11-04,457,689,0
20190507T10-04,378,597,0
20190507T09-04,326,515,0
20190507T08-04,334,520,0
20190507T07-04,337,514,0
20190507T06-04,321,427,0
20190507T05-04,319,361,0
20190507T04-04,320,354,0
20190507T03-04,320,403,0
20190507T02-04,325,466,0
20190507T01-04,349,475,0
20190507T00-04,394,493,0
20190506T23-04,443,607,0
20190506T22-04,583,653,0
20190506T21-04,618,649,0
20190506T20-04,631,752,0
20190506T19-04,631,754,0
20190506T18-04,629,452,0
20190506T17-04,630,703,1
20190506T16-04,631,757,1
20190506T15-04,630,818,1
20190506T14-04,628,789,0
20190506T13-04,574,727,0
20190506T12-04,456,730,0
20190506T11-04,384,677,0
20190506T10-04,385,597,0
20190506T09-04,375,516,0
20190506T08-04,375,520,0
20190506T07-04,354,512,0
20190506T06-04,320,440,0
20190506T05-04,320,356,0
20190506T04-04,320,350,0
20190506T03-04,321,381,0
20190506T02-04,321,450,0
20190506T01-04,343,488,0
20190506T00-04,409,518,0
20190505T23-04,404,630,0
20190505T22-04,417,720,0
20190505T21-04,465,743,0
20190505T20-04,487,738,0
20190505T19-04,576,731,0
20190505T18-04,579,723,0
20190505T17-04,609,538,0
20190505T16-04,581,496,0
20190505T15-04,554,510,0
20190505T14-04,505,726,0
20190505T13-04,487,728,0
20190505T12-04,457,726,0
20190505T11-04,399,716,0
20190505T10-04,399,679,0
20190505T09-04,363,602,0
20190505T08-04,321,513,0
20190505T07-04,321,499,0
20190505T06-04,321,468,0
20190505T05-04,320,459,0
20190505T04-04,319,486,0
20190505T03-04,322,503,0
20190505T02-04,379,237,0
20190505T01-04,395,566,0
20190505T00-04,398,723,0
20190504T23-04,428,746,0
20190504T22-04,514,744,0
20190504T21-04,574,740,0
20190504T20-04,587,739,0
20190504T19-04,635,782,0
20190504T18-04,635,738,1
20190504T17-04,633,718,1
20190504T16-04,634,719,1
20190504T15-04,634,758,1
20190504T14-04,635,766,1
20190504T13-04,634,766,2
20190504T12-04,602,727,2
20190504T11-04,453,732,2
20190504T10-04,393,661,1
20190504T09-04,347,565,1
20190504T08-04,322,464,0
20190504T07-04,322,419,0
20190504T06-04,322,344,0
20190504T05-04,321,346,0
20190504T04-04,323,368,0
20190504T03-04,320,198,0
20190504T02-04,346,499,0
20190504T01-04,387,520,0
20190504T00-04,401,670,0
20190503T23-04,425,743,0
20190503T22-04,507,748,0
20190503T21-04,627,737,0
20190503T20-04,634,747,0
20190503T19-04,634,781,1
20190503T18-04,635,780,1
20190503T17-04,633,778,1
20190503T16-04,635,778,1
20190503T15-04,635,778,2
20190503T14-04,622,728,2
20190503T13-04,514,730,2
20190503T12-04,478,669,2
20190503T11-04,440,598,2
20190503T10-04,432,517,1
20190503T09-04,398,521,1
20190503T08-04,392,523,0
20190503T07-04,399,505,0
20190503T06-04,342,485,0
20190503T05-04,323,437,0
20190503T04-04,323,422,0
20190503T03-04,323,442,0
20190503T02-04,322,489,0
20190503T01-04,356,515,0
20190503T00-04,408,522,0
20190502T23-04,377,681,0
20190502T22-04,444,758,0
20190502T21-04,526,756,0
20190502T20-04,551,756,0
20190502T19-04,608,757,0
20190502T18-04,631,772,0
20190502T17-04,631,813,0
20190502T16-04,632,805,0
20190502T15-04,631,791,1
20190502T14-04,622,734,2
20190502T13-04,556,732,1
20190502T12-04,484,714,1
20190502T11-04,464,630,1
20190502T10-04,428,550,1
20190502T09-04,408,517,1
20190502T08-04,376,521,0
20190502T07-04,362,509,0
20190502T06-04,322,467,0
20190502T05-04,323,400,0
20190502T04-04,322,393,0
20190502T03-04,323,441,0
20190502T02-04,344,491,0
20190502T01-04,384,518,0
20190502T00-04,380,687,0
20190501T23-04,402,752,0
20190501T22-04,521,754,0
20190501T21-04,579,754,0
20190501T20-04,589,754,0
20190501T19-04,552,754,0
20190501T18-04,568,746,0
20190501T17-04,568,730,1
20190501T16-04,589,728,2
20190501T15-04,592,729,1
20190501T14-04,586,664,1
20190501T13-04,554,733,0
20190501T12-04,466,736,0
20190501T11-04,384,725,0
20190501T10-04,390,646,0
20190501T09-04,374,609,0
20190501T08-04,374,525,0
20190501T07-04,363,522,0
20190501T06-04,322,462,0
20190501T05-04,322,416,0
20190501T04-04,323,425,0
20190501T03-04,330,464,0
20190501T02-04,366,505,0
20190501T01-04,394,525,0
20190501T00-04,355,682,0
20190430T23-04,454,677,0
20190430T22-04,601,698,0
20190430T21-04,631,796,0
20190430T20-04,629,789,0
20190430T19-04,567,727,1
20190430T18-04,584,730,2
20190430T17-04,626,580,1
20190430T16-04,635,599,1
20190430T15-04,631,716,1
20190430T14-04,603,728,1
20190430T13-04,526,731,2
20190430T12-04,421,737,2
20190430T11-04,327,701,2
20190430T10-04,322,583,2
20190430T09-04,322,504,1
20190430T08-04,322,445,0
20190430T07-04,322,437,0
20190430T06-04,322,355,0
20190430T05-04,322,321,0
20190430T04-04,322,306,0
20190430T03-04,322,305,0
20190430T02-04,323,347,0
20190430T01-04,329,435,0
20190430T00-04,407,509,0
20190429T23-04,441,546,0
20190429T22-04,501,694,0
20190429T21-04,574,727,0
20190429T20-04,635,751,0
20190429T19-04,637,842,0
20190429T18-04,635,563,1
20190429T17-04,634,791,2
20190429T16-04,630,774,2
20190429T15-04,630,733,2
20190429T14-04,556,730,2
20190429T13-04,448,732,1
20190429T12-04,348,707,2
20190429T11-04,322,595,2
20190429T10-04,321,500,2
20190429T09-04,321,495,1
20190429T08-04,325,452,0
20190429T07-04,419,294,0
20190429T06-04,329,251,0
20190429T05-04,322,187,0
20190429T04-04,322,184,0
20190429T03-04,322,225,0
20190429T02-04,372,269,0
20190429T01-04,441,256,0
20190429T00-04,461,300,0
20190428T23-04,384,621,0
20190428T22-04,438,736,0
20190428T21-04,539,734,0
20190428T20-04,612,731,0
20190428T19-04,635,778,1
20190428T18-04,635,800,2
20190428T17-04,634,776,1
20190428T16-04,635,740,2
20190428T15-04,585,728,2
20190428T14-04,510,699,2
20190428T13-04,463,595,2
20190428T12-04,399,552,1
20190428T11-04,398,423,2
20190428T10-04,407,353,2
20190428T09-04,408,262,1
20190428T08-04,325,257,0
20190428T07-04,322,195,0
20190428T06-04,321,159,0
20190428T05-04,321,149,0
20190428T04-04,322,151,0
20190428T03-04,322,176,0
20190428T02-04,335,205,0
20190428T01-04,375,248,0
20190428T00-04,321,460,0
20190427T23-04,371,517,0
20190427T22-04,433,517,0
20190427T21-04,511,513,0
20190427T20-04,614,531,0
20190427T19-04,633,581,1
20190427T18-04,633,588,2
20190427T17-04,619,554,2
20190427T16-04,576,505,2
20190427T15-04,522,506,2
20190427T14-04,477,508,2
20190427T13-04,408,508,2
20190427T12-04,374,465,2
20190427T11-04,374,436,2
20190427T10-04,373,475,2
20190427T09-04,383,504,1
20190427T08-04,406,504,0
20190427T07-04,367,503,0
20190427T06-04,323,497,0
20190427T05-04,322,485,0
20190427T04-04,323,488,0
20190427T03-04,324,501,0
20190427T02-04,349,500,0
20190427T01-04,469,520,0
20190427T00-04,513,649,0
20190426T23-04,472,726,0
20190426T22-04,535,571,0
20190426T21-04,557,661,0
20190426T20-04,589,744,0
20190426T19-04,548,749,1
20190426T18-04,593,791,1
20190426T17-04,560,789,1
20190426T16-04,601,767,1
20190426T15-04,607,733,2
20190426T14-04,598,731,2
20190426T13-04,538,733,1
20190426T12-04,498,716,0
20190426T11-04,502,627,0
20190426T10-04,458,624,0
20190426T09-04,459,591,0
20190426T08-04,489,527,0
20190426T07-04,476,528,0
20190426T06-04,380,529,0
20190426T05-04,320,528,0
20190426T04-04,321,528,0
20190426T03-04,325,527,0
20190426T02-04,365,527,0
20190426T01-04,383,560,0
20190426T00-04,434,705,0
20190425T23-04,472,758,0
20190425T22-04,571,753,0
20190425T21-04,590,748,0
20190425T20-04,489,771,0
20190425T19-04,587,791,1
20190425T18-04,610,773,1
20190425T17-04,592,734,1
20190425T16-04,598,734,1
20190425T15-04,534,736,1
20190425T14-04,532,737,2
20190425T13-04,515,742,2
20190425T12-04,439,745,2
20190425T11-04,337,730,2
20190425T10-04,341,683,1
20190425T09-04,358,601,1
20190425T08-04,408,531,0
20190425T07-04,476,532,0
20190425T06-04,345,531,0
20190425T05-04,329,532,0
20190425T04-04,330,530,0
20190425T03-04,327,530,0
20190425T02-04,353,530,0
20190425T01-04,395,568,0
20190425T00-04,409,722,0
20190424T23-04,486,754,0
20190424T22-04,573,752,0
20190424T21-04,580,747,0
20190424T20-04,635,469,0
20190424T19-04,640,776,0
20190424T18-04,628,783,1
20190424T17-04,621,784,2
20190424T16-04,620,742,2
20190424T15-04,578,735,2
20190424T14-04,553,738,2
20190424T13-04,485,742,2
20190424T12-04,376,747,2
20190424T11-04,327,705,2
20190424T10-04,320,664,2
20190424T09-04,338,618,1
20190424T08-04,429,533,0
20190424T07-04,520,536,0
20190424T06-04,424,535,0
20190424T05-04,335,535,0
20190424T04-04,342,536,0
20190424T03-04,373,533,0
20190424T02-04,377,532,0
20190424T01-04,414,536,0
20190424T00-04,375,693,0
20190423T23-04,418,757,0
20190423T22-04,528,752,0
20190423T21-04,502,744,0
20190423T20-04,482,740,0
20190423T19-04,572,736,1
20190423T18-04,623,737,2
20190423T17-04,632,745,2
20190423T16-04,606,739,2
20190423T15-04,556,738,2
20190423T14-04,488,743,2
20190423T13-04,383,746,2
20190423T12-04,350,718,2
20190423T11-04,323,659,2
20190423T10-04,337,636,2
20190423T09-04,377,614,1
20190423T08-04,442,534,0
20190423T07-04,436,524,0
20190423T06-04,369,473,0
20190423T05-04,345,453,0
20190423T04-04,331,436,0
20190423T03-04,331,449,0
20190423T02-04,329,485,0
20190423T01-04,377,521,0
20190423T00-04,499,527,0
20190422T23-04,531,610,0
20190422T22-04,631,655,0
20190422T21-04,643,711,0
20190422T20-04,643,748,0
20190422T19-04,643,788,0
20190422T18-04,646,772,0
20190422T17-04,644,732,0
20190422T16-04,645,723,2
20190422T15-04,642,721,2
20190422T14-04,567,627,2
20190422T13-04,455,645,2
20190422T12-04,444,616,2
20190422T11-04,484,558,2
20190422T10-04,490,529,2
20190422T09-04,472,532,1
20190422T08-04,506,530,0
20190422T07-04,422,529,0
20190422T06-04,324,481,0
20190422T05-04,324,489,0
20190422T04-04,324,442,0
20190422T03-04,324,440,0
20190422T02-04,328,462,0
20190422T01-04,374,472,0
20190422T00-04,377,487,0
20190421T23-04,441,573,0
20190421T22-04,548,645,0
20190421T21-04,555,646,0
20190421T20-04,551,624,0
20190421T19-04,575,622,0
20190421T18-04,601,621,1
20190421T17-04,558,622,1
20190421T16-04,556,622,1
20190421T15-04,552,622,1
20190421T14-04,589,596,1
20190421T13-04,612,544,0
20190421T12-04,614,504,1
20190421T11-04,615,504,1
20190421T10-04,608,504,1
20190421T09-04,536,504,0
20190421T08-04,379,498,0
20190421T07-04,324,434,0
20190421T06-04,324,450,0
20190421T05-04,324,450,0
20190421T04-04,324,434,0
20190421T03-04,323,455,0
20190421T02-04,324,489,0
20190421T01-04,349,488,0
20190421T00-04,377,508,0
20190420T23-04,394,610,0
20190420T22-04,461,655,0
20190420T21-04,490,653,0
20190420T20-04,467,648,0
20190420T19-04,504,642,1
20190420T18-04,519,639,1
20190420T17-04,515,638,1
20190420T16-04,492,637,1
20190420T15-04,466,636,1
20190420T14-04,458,635,1
20190420T13-04,429,634,1
20190420T12-04,444,620,1
20190420T11-04,496,566,1
20190420T10-04,498,528,1
20190420T09-04,419,519,0
20190420T08-04,332,463,0
20190420T07-04,324,433,0
20190420T06-04,323,454,0
20190420T05-04,322,431,0
20190420T04-04,323,426,0
20190420T03-04,322,448,0
20190420T02-04,343,458,0
20190420T01-04,381,415,0
20190420T00-04,392,620,0
20190419T23-04,377,692,0
20190419T22-04,344,680,0
20190419T21-04,343,660,0
20190419T20-04,344,624,0
20190419T19-04,344,678,0
20190419T18-04,353,714,0
20190419T17-04,397,539,0
20190419T16-04,340,489,0
20190419T15-04,320,467,0
20190419T14-04,334,459,1
20190419T13-04,429,488,1
20190419T12-04,431,483,1
20190419T11-04,438,486,1
20190419T10-04,424,490,1
20190419T09-04,350,487,1
20190419T08-04,351,382,0
20190419T07-04,395,306,0
20190419T06-04,436,261,0
20190419T05-04,422,251,0
20190419T04-04,414,256,0
20190419T03-04,422,257,0
20190419T02-04,381,262,0
20190419T01-04,411,263,0
20190419T00-04,458,264,0
20190418T23-04,512,293,0
20190418T22-04,436,467,0
20190418T21-04,484,601,0
20190418T20-04,575,591,0
20190418T19-04,610,608,0
20190418T18-04,594,588,1
20190418T17-04,619,620,1
20190418T16-04,617,486,0
20190418T15-04,608,472,1
20190418T14-04,608,380,1
20190418T13-04,503,340,1
20190418T12-04,401,339,1
20190418T11-04,377,264,1
20190418T10-04,370,263,1
20190418T09-04,357,261,1
20190418T08-04,382,261,0
20190418T07-04,416,261,0
20190418T06-04,343,253,0
20190418T05-04,321,193,0
20190418T04-04,322,178,0
20190418T03-04,321,215,0
20190418T02-04,322,254,0
20190418T01-04,388,264,0
20190418T00-04,501,268,0
20190417T23-04,585,269,0
20190417T22-04,598,267,0
20190417T21-04,551,264,0
20190417T20-04,543,264,0
20190417T19-04,517,310,0
20190417T18-04,543,309,1
20190417T17-04,564,306,1
20190417T16-04,538,257,1
20190417T15-04,547,258,1
20190417T14-04,490,122,1
20190417T13-04,477,262,1
20190417T12-04,386,264,1
20190417T11-04,376,266,1
20190417T10-04,376,269,1
20190417T09-04,375,274,1
20190417T08-04,375,276,0
20190417T07-04,358,270,0
20190417T06-04,321,245,0
20190417T05-04,321,166,0
20190417T04-04,320,159,0
20190417T03-04,322,169,0
20190417T02-04,321,226,0
20190417T01-04,371,264,0
20190417T00-04,433,261,0
20190416T23-04,510,259,0
20190416T22-04,593,270,0
20190416T21-04,593,312,0
20190416T20-04,635,311,0
20190416T19-04,638,309,1
20190416T18-04,613,305,1
20190416T17-04,604,258,1
20190416T16-04,543,258,1
20190416T15-04,445,259,1
20190416T14-04,382,261,1
20190416T13-04,372,263,1
20190416T12-04,372,265,1
20190416T11-04,744,393,2
20190416T10-04,372,271,1
20190416T09-04,372,271,1
20190416T08-04,372,274,0
20190416T07-04,372,273,0
20190416T06-04,334,266,0
20190416T05-04,322,174,0
20190416T04-04,323,159,0
20190416T03-04,323,160,0
20190416T02-04,323,187,0
20190416T01-04,353,228,0
20190416T00-04,411,230,0
20190415T23-04,385,464,0
20190415T22-04,459,524,0
20190415T21-04,532,520,0
20190415T20-04,507,514,0
20190415T19-04,540,510,1
20190415T18-04,543,509,1
20190415T17-04,522,509,1
20190415T16-04,490,509,1
20190415T15-04,481,511,1
20190415T14-04,485,514,1
