,coal,natural gas,nuclear,petroleum,other,solar,hydro,wind
20191102T07Z,4289,11833,5994.0,-1.0,195,0.0,1149,0.0
20191102T06Z,4344,11877,5992.0,-2.0,198,0.0,1230,0.0
20191102T05Z,4208,11839,5990.0,0.0,201,0.0,1410,0.0
20191102T04Z,4253,12494,5987.0,0.0,225,-1.0,1409,0.0
20191102T03Z,4290,13043,5989.0,0.0,236,0.0,1463,0.0
20191102T02Z,4330,13145,5981.0,0.0,254,-1.0,1536,0.0
20191102T01Z,4330,13091,5987.0,-1.0,285,0.0,1836,0.0
20191102T00Z,4061,12694,5982.0,0.0,336,0.0,2256,0.0
20191101T23Z,3692,11970,5977.0,-1.0,311,96.0,1712,0.0
20191101T22Z,3561,11420,5983.0,0.0,302,656.0,1576,0.0
20191101T21Z,3497,11476,5982.0,0.0,320,1259.0,1293,0.0
20191101T20Z,3647,11467,5988.0,-1.0,316,1447.0,1239,0.0
20191101T19Z,3720,11672,5983.0,-1.0,283,1496.0,1234,0.0
20191101T18Z,4065,12017,5994.0,0.0,262,1499.0,1265,0.0
20191101T17Z,4351,12304,5997.0,-1.0,280,1509.0,1359,0.0
20191101T16Z,4435,13007,6000.0,0.0,280,1478.0,1624,0.0
20191101T15Z,4451,13387,6005.0,34.0,253,1337.0,1929,0.0
20191101T14Z,4311,14059,6002.0,53.0,257,949.0,2683,0.0
20191101T13Z,4626,14692,6007.0,30.0,270,242.0,2916,0.0
20191101T12Z,4562,14584,6000.0,-1.0,281,1.0,2881,0.0
20191101T11Z,4113,13396,6006.0,0.0,287,0.0,1737,0.0
20191101T10Z,3973,11959,6006.0,0.0,291,-1.0,1212,0.0
20191101T09Z,3938,11157,5997.0,-1.0,310,0.0,1083,0.0
20191101T08Z,3659,11228,5998.0,-2.0,315,0.0,1026,0.0
20191101T07Z,3691,11209,5994.0,0.0,330,0.0,997,0.0
20191101T06Z,3687,11472,5996.0,0.0,301,0.0,1012,0.0
20191101T05Z,3693,12130,5985.0,-1.0,276,0.0,1028,0.0
20191101T04Z,3756,13267,5978.0,0.0,330,0.0,1032,0.0
20191101T03Z,4016,14028,5970.0,0.0,304,0.0,1209,0.0
20191101T02Z,4085,14402,5953.0,-1.0,263,0.0,1809,0.0
20191101T01Z,4414,14335,5929.0,5.0,264,0.0,2619,0.0
20191101T00Z,4313,14173,5896.0,45.0,300,-2.0,2923,0.0
20191031T23Z,4124,14078,5879.0,46.0,289,36.0,2617,0.0
20191031T22Z,4147,14376,5857.0,46.0,284,206.0,2393,0.0
20191031T21Z,4142,14659,5853.0,45.0,262,325.0,2245,0.0
20191031T20Z,4028,14926,5844.0,44.0,252,518.0,1977,0.0
20191031T19Z,4367,14705,5830.0,33.0,253,658.0,2155,0.0
20191031T18Z,4412,15198,5813.0,-2.0,247,684.0,1922,0.0
20191031T17Z,4165,15408,5824.0,0.0,234,656.0,1741,0.0
20191031T16Z,4357,15210,5836.0,-2.0,255,680.0,1468,0.0
20191031T15Z,4037,14932,5836.0,-1.0,264,490.0,1198,0.0
20191031T14Z,4167,14448,5839.0,-1.0,262,234.0,1312,0.0
20191031T13Z,4137,14085,5847.0,0.0,256,63.0,1603,0.0
20191031T12Z,4241,13949,5842.0,-1.0,257,0.0,1697,0.0
20191031T11Z,3903,12838,5849.0,0.0,260,0.0,1305,0.0
20191031T10Z,3596,11456,5859.0,0.0,262,0.0,1050,0.0
20191031T09Z,3232,10929,5853.0,0.0,253,0.0,1150,0.0
20191031T08Z,3198,10914,5861.0,0.0,260,0.0,1212,0.0
20191031T07Z,3330,11109,5857.0,0.0,255,0.0,1234,0.0
20191031T06Z,3550,11451,5850.0,-2.0,246,0.0,1274,0.0
20191031T05Z,3826,11899,5849.0,0.0,245,0.0,1262,0.0
20191031T04Z,3895,12893,5845.0,-1.0,279,0.0,1273,0.0
20191031T03Z,4168,14120,5847.0,0.0,317,-1.0,1407,0.0
20191031T02Z,4601,14642,5851.0,-1.0,310,0.0,1964,0.0
20191031T01Z,4886,15130,5848.0,-1.0,303,-1.0,2687,0.0
20191031T00Z,4894,15187,5845.0,-1.0,304,-1.0,3156,0.0
20191030T23Z,4441,14869,5850.0,-1.0,301,15.0,3104,0.0
20191030T22Z,4387,14813,5858.0,-1.0,293,105.0,2390,0.0
20191030T21Z,4604,14522,5857.0,0.0,285,199.0,1991,0.0
20191030T20Z,4836,14473,5851.0,0.0,273,279.0,1402,0.0
20191030T19Z,4708,14725,5856.0,0.0,247,367.0,1331,0.0
20191030T18Z,4688,14756,5869.0,0.0,243,391.0,853,0.0
20191030T17Z,4258,14776,5861.0,0.0,245,408.0,758,0.0
20191030T16Z,4179,14913,5876.0,0.0,260,279.0,585,0.0
20191030T15Z,4045,14722,5875.0,0.0,267,177.0,566,0.0
20191030T14Z,4014,14389,5889.0,0.0,258,83.0,623,0.0
20191030T13Z,3978,14205,5880.0,0.0,267,17.0,726,0.0
20191030T12Z,4092,14051,5891.0,0.0,262,0.0,803,0.0
20191030T11Z,3810,12612,5889.0,-2.0,252,0.0,416,0.0
20191030T10Z,3520,11145,5890.0,0.0,256,0.0,267,0.0
20191030T09Z,3324,10856,5892.0,-1.0,238,0.0,317,0.0
20191030T08Z,3261,10826,5888.0,-1.0,232,0.0,383,0.0
20191030T07Z,3413,10890,5885.0,-1.0,279,-1.0,394,0.0
20191030T06Z,3514,11061,5887.0,-1.0,281,0.0,369,0.0
20191030T05Z,3982,11678,5884.0,0.0,276,0.0,618,0.0
20191030T04Z,4279,12833,5877.0,-1.0,281,0.0,602,0.0
20191030T03Z,4372,13711,5876.0,-1.0,278,-1.0,744,0.0
20191030T02Z,4452,14429,5868.0,0.0,279,0.0,1296,0.0
20191030T01Z,4427,14610,5873.0,0.0,282,0.0,2542,0.0
20191030T00Z,4608,14803,5866.0,0.0,281,0.0,2750,0.0
20191029T23Z,4411,14371,5875.0,-1.0,293,8.0,2276,0.0
20191029T22Z,4229,14452,5871.0,0.0,291,44.0,1919,0.0
20191029T21Z,4251,14544,5872.0,0.0,290,107.0,1487,0.0
20191029T20Z,4507,14490,5864.0,0.0,291,203.0,1035,0.0
20191029T19Z,4741,14630,5861.0,0.0,289,237.0,857,0.0
20191029T18Z,4556,14515,5858.0,0.0,280,192.0,710,0.0
20191029T17Z,4549,14261,5861.0,-4.0,278,185.0,577,0.0
20191029T16Z,4610,14194,5870.0,3.0,278,214.0,599,0.0
20191029T15Z,4688,13766,5873.0,49.0,264,134.0,671,0.0
20191029T14Z,4595,13570,5883.0,36.0,245,79.0,679,0.0
20191029T13Z,4784,13189,5880.0,14.0,238,18.0,671,0.0
20191029T12Z,4830,13167,5884.0,-1.0,226,0.0,730,0.0
20191029T11Z,4141,12218,5875.0,0.0,225,0.0,452,0.0
20191029T10Z,3493,11150,5862.0,-1.0,225,0.0,432,0.0
20191029T09Z,3063,10700,5842.0,0.0,223,0.0,605,0.0
20191029T08Z,3078,10850,5829.0,0.0,219,-1.0,632,0.0
20191029T07Z,3226,10842,5843.0,0.0,227,-1.0,633,0.0
20191029T06Z,3536,10863,5834.0,-1.0,220,0.0,601,0.0
20191029T05Z,4009,9986,5835.0,0.0,70,0.0,355,0.0
20191029T04Z,4361,10883,5830.0,0.0,67,0.0,554,0.0
20191029T03Z,4643,11738,5827.0,-1.0,69,0.0,702,0.0
20191029T02Z,4678,12387,5836.0,0.0,70,0.0,1408,0.0
20191029T01Z,4852,12692,5837.0,-1.0,71,0.0,2816,0.0
20191029T00Z,5286,12699,5837.0,0.0,67,-1.0,3022,0.0
20191028T23Z,5164,12418,5831.0,-1.0,125,25.0,2656,0.0
20191028T22Z,5187,12386,5833.0,-2.0,12,151.0,2375,0.0
20191028T21Z,5193,12361,5813.0,-1.0,66,276.0,2014,0.0
20191028T20Z,5108,12333,5796.0,0.0,68,324.0,1514,0.0
20191028T19Z,4853,12148,5780.0,0.0,68,349.0,1222,0.0
20191028T18Z,4851,12158,5776.0,0.0,68,344.0,815,0.0
20191028T17Z,4922,11830,5775.0,0.0,69,320.0,787,0.0
20191028T16Z,4616,11682,5767.0,0.0,66,289.0,828,0.0
20191028T15Z,4129,11583,5760.0,-1.0,68,234.0,817,0.0
20191028T14Z,4163,11419,5751.0,-2.0,70,116.0,551,0.0
20191028T13Z,4277,11625,5734.0,0.0,71,26.0,570,0.0
20191028T12Z,4548,11412,5709.0,0.0,69,0.0,573,0.0
20191028T11Z,4261,9999,5694.0,-1.0,69,0.0,574,0.0
