,coal,natural gas,nuclear,other,solar,hydro
20191019T00Z,1427,1867,7197,,-1,775
20191018T23Z,1258,1848,7202,,8,546
20191018T22Z,1161,1790,7200,,102,181
20191018T21Z,1022,1598,7194,,275,-239
20191018T20Z,925,1581,7197,,426,-941
20191018T19Z,869,1585,7197,,491,-849
20191018T18Z,813,1599,7198,,505,-379
20191018T17Z,769,1567,7197,,507,25
20191018T16Z,845,1595,7203,,484,340
20191018T15Z,1033,1612,7200,,420,474
20191018T14Z,1261,1733,7204,,297,501
20191018T13Z,1422,1889,7204,,110,859
20191018T12Z,1499,1894,7207,,5,1320
20191018T11Z,1319,1896,7204,,0,1140
20191018T10Z,1141,1702,7204,,0,-201
20191018T09Z,944,1574,7204,,0,-486
20191018T08Z,944,1570,7205,,0,-518
20191018T07Z,942,1571,7202,,0,-526
20191018T06Z,949,1571,7203,,-1,-488
20191018T05Z,918,1559,7200,,-1,-407
20191018T04Z,1018,1573,7204,,-1,-151
20191018T03Z,1207,1727,7203,,-1,196
20191018T02Z,1500,1818,7204,,0,450
20191018T01Z,1602,1867,7203,,0,816
20191018T00Z,1627,1863,7204,,0,933
20191017T23Z,1534,1767,7199,,13,279
20191017T22Z,1362,1666,7197,,155,-232
20191017T21Z,1323,1712,7196,,333,-775
20191017T20Z,1224,1660,7195,,441,-1013
20191017T19Z,1231,1614,7185,,494,-835
20191017T18Z,1231,1589,7190,,514,-621
20191017T17Z,1216,1596,7196,,512,-636
20191017T16Z,1175,1580,7205,,492,-507
20191017T15Z,1178,1609,7193,,425,-36
20191017T14Z,1280,1656,7201,,301,146
20191017T13Z,1435,1866,7208,,113,326
20191017T12Z,1449,1901,7206,,2,790
20191017T11Z,1450,1847,7207,,0,457
20191017T10Z,1284,1709,7204,,-1,-750
20191017T09Z,880,1692,7206,,-1,-1326
20191017T08Z,749,1563,7210,,-1,-1356
20191017T07Z,742,1553,7207,,0,-1365
20191017T06Z,777,1647,7204,,0,-1261
20191017T05Z,886,1684,7205,,0,-928
20191017T04Z,894,1785,7205,,-1,-366
20191017T03Z,990,1849,7205,,0,14
20191017T02Z,1085,1971,7200,,-1,278
20191017T01Z,1171,2041,7197,,0,595
20191017T00Z,1174,2037,7198,,-1,906
20191016T23Z,1178,1984,7193,,17,604
20191016T22Z,1171,1879,7189,,149,445
20191016T21Z,1176,1901,7180,,281,338
20191016T20Z,1173,2178,7178,,326,332
20191016T19Z,1175,2191,7181,,267,462
20191016T18Z,1174,2207,7188,,283,637
20191016T17Z,1179,2216,7190,,169,734
20191016T16Z,1177,2209,7198,,100,816
20191016T15Z,1177,1905,7195,,43,1143
20191016T14Z,1180,1874,7196,,28,1097
20191016T13Z,1170,1862,7200,,6,954
20191016T12Z,1172,1871,7198,,-1,807
20191016T11Z,1136,1862,7202,,0,-95
20191016T10Z,1009,1743,7196,,0,-1191
20191016T09Z,890,1559,7195,,0,-1325
20191016T08Z,909,1495,7199,,-2,-1348
20191016T07Z,926,1491,7200,,0,-1117
20191016T06Z,911,1512,7205,,0,-743
20191016T05Z,915,1675,7206,,0,-247
20191016T04Z,912,1828,7197,,-1,213
20191016T03Z,940,1885,7199,,0,883
20191016T02Z,1073,2230,7199,,-1,1081
20191016T01Z,1162,2394,7201,,0,1229
20191016T00Z,1158,2369,7200,,-1,1372
20191015T23Z,1163,2077,7199,,4,1135
20191015T22Z,1164,1879,7195,,43,896
20191015T21Z,1166,1881,7199,,103,695
20191015T20Z,1164,1864,7196,,186,405
20191015T19Z,1162,1877,7202,,308,265
20191015T18Z,1099,1847,7200,,377,83
20191015T17Z,1070,1715,7202,,412,47
20191015T16Z,1067,1694,7204,,427,41
20191015T15Z,1072,1681,7206,,385,77
20191015T14Z,1077,1762,7207,,268,47
20191015T13Z,1163,1896,7209,,88,103
20191015T12Z,1171,1897,7211,,3,496
20191015T11Z,1134,1774,7211,,0,12
20191015T10Z,1084,1589,7207,,0,-1065
20191015T09Z,969,1152,7210,,-1,-1314
20191015T08Z,977,1148,7205,,-1,-1344
20191015T07Z,1137,1079,7205,,0,-1352
20191015T06Z,1331,1028,7205,,-1,-1289
20191015T05Z,1332,1190,7207,,-1,-1005
20191015T04Z,1202,1506,7204,,-1,-668
20191015T03Z,1296,2264,7209,,0,-297
20191015T02Z,1497,2605,7202,,0,173
20191015T01Z,1575,3083,7200,,0,946
20191015T00Z,1692,3409,7201,,-1,1312
20191014T23Z,1736,3387,7207,,16,1264
20191014T22Z,1739,3232,7198,,165,1311
20191014T21Z,1736,2920,7201,,331,1128
20191014T20Z,1736,2206,7201,,434,1200
20191014T19Z,1738,2082,7193,,492,842
20191014T18Z,1727,2094,7199,,507,503
20191014T17Z,1676,1930,7199,,507,252
20191014T16Z,1638,1453,7205,,484,30
20191014T15Z,1665,1222,7203,,398,76
20191014T14Z,1667,1195,7198,,276,110
20191014T13Z,1578,1206,7204,,78,609
20191014T12Z,1583,1197,7202,,2,866
20191014T11Z,1572,1035,7205,,0,515
20191014T10Z,1483,972,7202,,-1,-610
20191014T09Z,1276,937,7201,,-1,-1250
20191014T08Z,1169,940,7201,,0,-1342
20191014T07Z,1123,940,7196,,0,-1348
20191014T06Z,1152,986,7194,,0,-1317
20191014T05Z,1180,1025,7194,,-1,-1015
20191014T04Z,1149,1159,7193,,-1,-284
20191014T03Z,1162,1412,7189,,-1,316
20191014T02Z,1166,1704,7188,,0,675
20191014T01Z,1167,1667,7187,,-2,1425
20191014T00Z,1170,1634,7184,,0,1766
20191013T23Z,1165,1499,7189,,1,1553
20191013T22Z,1167,1358,7180,,11,1320
20191013T21Z,1164,1331,7181,,26,854
20191013T20Z,1170,1356,7188,,44,659
20191013T19Z,1166,1211,7181,,69,692
20191013T18Z,1167,1185,7180,,77,678
20191013T17Z,1161,1144,7187,,58,377
20191013T16Z,1119,1121,7189,,58,210
20191013T15Z,1111,1181,7191,,57,86
20191013T14Z,1084,1186,7197,,33,13
20191013T13Z,948,1063,7193,,28,0
20191013T12Z,927,1034,7195,,2,-205
20191013T11Z,927,1053,7198,,0,-874
20191013T10Z,925,1019,7194,,0,-1341
20191013T09Z,900,1009,7194,,-1,-1309
20191013T08Z,907,1028,7192,,-1,-1253
20191013T07Z,904,1039,7191,,0,-966
20191013T06Z,900,1141,7187,,0,-501
20191013T05Z,931,1177,7193,,0,-2
20191013T04Z,1007,1541,7191,,0,0
20191013T03Z,1112,1943,7193,,-1,61
20191013T02Z,1181,2184,7191,,0,510
20191013T01Z,1176,2179,7191,,-1,1161
20191013T00Z,1178,2170,7187,,-1,1454
20191012T23Z,1178,2144,7195,,15,1550
20191012T22Z,1175,1908,7191,,118,1658
20191012T21Z,1150,1809,7187,,256,1297
20191012T20Z,1117,1797,7189,,342,950
20191012T19Z,1047,1809,7188,,397,599
20191012T18Z,904,1756,7189,,410,106
20191012T17Z,897,1747,7193,,404,-385
20191012T16Z,895,1756,7195,,383,-902
20191012T15Z,893,1733,7201,,308,-1031
20191012T14Z,916,1709,7203,,192,-1054
20191012T13Z,961,1831,7204,,58,-1096
20191012T12Z,842,1709,7207,,3,-1083
20191012T11Z,707,1656,7202,,0,-1156
20191012T10Z,601,1517,7202,,0,-1332
20191012T09Z,579,1494,7200,,0,-1291
20191012T08Z,643,1451,7199,,0,-1325
20191012T07Z,739,1390,7194,,0,-1328
20191012T06Z,874,1709,7202,,-3,-1278
20191012T05Z,1026,1897,7197,,-1,-929
20191012T04Z,1105,2025,7195,,0,-208
20191012T03Z,1144,2413,7195,,-2,144
20191012T02Z,1167,2684,7190,,0,519
20191012T01Z,1159,3085,7191,,0,976
20191012T00Z,1140,3487,7190,,0,1220
20191011T23Z,1172,3750,7189,,17,1245
20191011T22Z,1040,3744,7187,,147,1293
20191011T21Z,960,3731,7182,,307,1184
20191011T20Z,906,3722,7186,,418,500
20191011T19Z,824,3454,7183,,479,42
20191011T18Z,771,3235,7180,,499,-367
20191011T17Z,818,2934,7181,,499,-782
20191011T16Z,892,2648,7187,,473,-960
20191011T15Z,972,2774,7178,,407,-957
20191011T14Z,1004,2861,7180,,294,-1025
20191011T13Z,928,2865,7172,,117,-778
20191011T12Z,888,3005,7160,,6,-591
20191011T11Z,770,2863,7150,,0,-690
20191011T10Z,626,2670,7147,,-2,-1257
20191011T09Z,551,2587,7145,,-2,-1383
20191011T08Z,554,2498,7152,,-1,-1557
20191011T07Z,556,2595,7138,,0,-1561
20191011T06Z,565,2617,7149,,0,-1510
20191011T05Z,618,2697,7146,,0,-1273
20191011T04Z,766,2877,7141,,0,-650
20191011T03Z,937,2854,7113,,-1,70
20191011T02Z,1088,3042,7084,,0,547
20191011T01Z,1161,3721,7061,,0,964
20191011T00Z,1180,3731,7027,,-1,1439
20191010T23Z,1181,3729,6987,,22,1356
20191010T22Z,1161,3727,6950,,168,1226
20191010T21Z,1060,3650,6930,,325,1003
20191010T20Z,1155,3544,6911,,422,561
20191010T19Z,1257,3485,6883,,485,190
20191010T18Z,1074,3437,6860,,456,108
20191010T17Z,1085,2973,6868,,446,48
20191010T16Z,1208,2541,6868,,422,-11
20191010T15Z,1239,2529,6863,,361,-131
20191010T14Z,1243,2743,6832,,265,-193
20191010T13Z,1369,2846,6799,,110,-204
20191010T12Z,1359,2902,6779,,5,-173
20191010T11Z,1098,2930,6754,,0,-544
20191010T10Z,798,2701,6738,,0,-1464
20191010T09Z,672,2552,6734,,0,-1523
20191010T08Z,664,2515,6709,,0,-1555
20191010T07Z,688,2611,6672,,-1,-1562
20191010T06Z,765,2662,6632,,-1,-1334
20191010T05Z,999,2716,6601,,0,-930
20191010T04Z,1336,2754,6577,,0,-584
20191010T03Z,1657,2964,6535,,-1,-95
20191010T02Z,1834,3470,6500,,-2,433
20191010T01Z,1848,3941,6464,,0,820
20191010T00Z,1850,4116,6452,,4,1127
20191009T23Z,1851,4108,6434,,15,1103
20191009T22Z,1833,4126,6377,,148,1007
20191009T21Z,1805,4144,6277,,268,683
20191009T20Z,1753,4067,6239,,355,399
20191009T19Z,1682,4087,6243,,406,238
20191009T18Z,1589,3852,6247,,418,80
20191009T17Z,1502,3275,6243,,405,46
20191009T16Z,1492,3012,6204,,322,42
20191009T15Z,1536,2843,6128,,237,79
20191009T14Z,1509,2883,6059,,112,14
20191009T13Z,1485,3033,5972,,41,-2
20191009T12Z,1677,3044,5977,,3,-30
20191009T11Z,1576,2764,6081,,0,-369
20191009T10Z,1252,2639,6100,,0,-1058
20191009T09Z,1003,2599,6096,,0,-1489
20191009T08Z,983,2506,6088,,-1,-1564
20191009T07Z,1008,2607,5978,,0,-1569
20191009T06Z,942,2637,5978,,-1,-1169
20191009T05Z,1051,2750,5980,,0,-532
20191009T04Z,1358,2801,5981,,-1,-453
20191009T03Z,1649,2882,5983,,0,45
20191009T02Z,1845,3356,5991,,-2,184
20191009T01Z,1848,3704,5988,,0,724
20191009T00Z,1844,3898,5984,,0,1024
20191008T23Z,1853,3840,5985,,7,490
20191008T22Z,1848,3812,5989,,21,547
20191008T21Z,1843,3812,5988,,56,603
20191008T20Z,1843,3829,5986,,74,556
20191008T19Z,1839,3672,5987,,93,566
20191008T18Z,1841,3234,5984,,113,524
20191008T17Z,1787,3221,5988,,92,477
20191008T16Z,1636,3078,5989,,87,492
20191008T15Z,1513,3070,5991,,65,725
20191008T14Z,1492,3064,5989,,64,549
20191008T13Z,1462,3063,5994,,31,513
20191008T12Z,1397,3052,5989,,2,618
20191008T11Z,1309,2965,5992,,-1,391
20191008T10Z,1253,2935,5996,,0,-880
20191008T09Z,1289,2757,5992,,-1,-1323
20191008T08Z,1315,2708,5991,,0,-1359
20191008T07Z,1300,2841,5993,,-1,-1284
20191008T06Z,1344,2864,5995,,0,-807
20191008T05Z,1344,3018,5994,,0,-370
20191008T04Z,1402,3017,5992,,0,-1
20191008T03Z,1633,3383,5987,,0,73
20191008T02Z,1791,4268,5989,,-2,575
20191008T01Z,1800,5002,5988,,0,1064
20191008T00Z,1794,5014,5987,,0,1504
20191007T23Z,1688,5006,5991,,12,1309
20191007T22Z,1561,4991,5987,,77,1223
20191007T21Z,1427,4994,5985,,152,1163
20191007T20Z,1352,5001,5994,,214,843
20191007T19Z,1308,5001,5987,,224,499
20191007T18Z,1304,5007,5989,,292,258
20191007T17Z,1305,4496,5989,,305,86
20191007T16Z,1273,3620,5987,,329,42
20191007T15Z,1161,3128,5992,,293,80
20191007T14Z,1121,3096,5990,,204,27
20191007T13Z,1026,3084,5993,,75,29
20191007T12Z,897,3111,5989,,5,606
20191007T11Z,692,3026,5992,,0,813
20191007T10Z,505,2948,5990,,-1,-264
20191007T09Z,433,2781,5992,,0,-788
20191007T08Z,402,2746,5988,,0,-825
20191007T07Z,401,2786,5992,,0,-822
20191007T06Z,453,2942,5988,,-1,-791
20191007T05Z,538,2849,5994,,-1,-421
20191007T04Z,804,2850,6000,,0,18
20191007T03Z,902,3026,6009,,0,122
20191007T02Z,965,3109,6007,,0,1040
20191007T01Z,964,3663,6013,,0,1567
20191007T00Z,969,3974,6011,,1,1844
20191006T23Z,970,3818,6009,,8,1680
20191006T22Z,940,3812,6009,,57,1513
20191006T21Z,905,3805,6011,,119,942
20191006T20Z,713,3796,6018,,154,556
20191006T19Z,555,3789,6011,,186,227
20191006T18Z,396,3541,6016,,233,-108
20191006T17Z,349,3598,6016,,252,-591
20191006T16Z,344,3254,6017,,240,-1029
20191006T15Z,344,3037,6019,,203,-1059
20191006T14Z,349,3015,6013,,100,-1117
20191006T13Z,342,2985,6022,,35,-1244
20191006T12Z,343,2762,6020,,1,-1317
20191006T11Z,341,2715,6016,,-1,-1345
20191006T10Z,344,2674,6022,,-2,-1356
20191006T09Z,342,2652,6014,,0,-1319
20191006T08Z,345,2631,6008,,-1,-1356
20191006T07Z,362,2611,6009,,0,-1359
20191006T06Z,334,2701,6009,,-1,-1327
20191006T05Z,350,2744,6007,,-1,-1149
20191006T04Z,366,2787,6007,,0,-167
20191006T03Z,622,2844,6012,,-1,88
20191006T02Z,810,3083,6010,,-2,86
20191006T01Z,854,3469,6011,,-1,198
20191006T00Z,885,3892,6011,,0,262
20191005T23Z,865,3886,6009,,6,164
20191005T22Z,817,3839,6012,,40,114
20191005T21Z,747,3735,6005,,71,211
20191005T20Z,704,3752,6006,,119,182
20191005T19Z,713,3756,6004,,114,158
20191005T18Z,763,3689,6005,,130,134
20191005T17Z,810,3731,6002,,91,128
20191005T16Z,805,3386,6003,,74,136
20191005T15Z,780,3042,6003,,50,145
20191005T14Z,714,2936,6004,,28,89
20191005T13Z,727,2939,6009,,8,40
20191005T12Z,675,2885,6011,,0,64
20191005T11Z,794,2965,6007,,0,27
20191005T10Z,913,2857,6007,,0,18
20191005T09Z,960,2852,6007,,0,51
20191005T08Z,1063,2853,6001,,0,19
20191005T07Z,1125,2892,6000,,0,19
20191005T06Z,1211,3035,5997,,-2,165
20191005T05Z,1525,3053,5997,,0,219
20191005T04Z,1812,3366,5996,,0,209
20191005T03Z,2077,3990,5999,,-1,573
20191005T02Z,2541,4431,6003,,0,702
20191005T01Z,2837,5270,6005,,0,934
20191005T00Z,2887,5965,6005,,0,1120
20191004T23Z,2948,6413,6008,,22,1161
20191004T22Z,3176,6826,6011,,118,1425
20191004T21Z,3183,6808,6002,,237,1573
20191004T20Z,3178,6825,6007,,311,1305
20191004T19Z,3189,6552,6001,,370,1434
20191004T18Z,3180,6097,6005,,410,1033
20191004T17Z,3126,5039,6004,,410,600
20191004T16Z,3016,4362,6009,,386,46
20191004T15Z,2786,3393,6006,,327,93
20191004T14Z,2469,3030,6013,,226,39
20191004T13Z,2352,2994,6011,,94,28
20191004T12Z,2343,2857,6016,,7,51
20191004T11Z,2402,2739,6015,,0,-275
20191004T10Z,2206,2707,6015,,-1,-935
20191004T09Z,1976,2637,6013,,-1,-908
20191004T08Z,2103,2635,6014,,0,-938
20191004T07Z,2267,2642,6015,,0,-944
20191004T06Z,2334,2678,6014,,0,-780
20191004T05Z,2459,2844,6013,,0,-180
20191004T04Z,2562,3219,6012,,0,107
20191004T03Z,3041,3900,6010,,-1,231
20191004T02Z,3196,4632,6010,,-1,965
20191004T01Z,3604,5601,6008,,-2,1127
20191004T00Z,3705,5676,6012,,0,1392
20191003T23Z,3699,6260,6009,,26,1469
20191003T22Z,3705,6348,6006,,144,1712
20191003T21Z,3672,6246,6012,,259,1569
20191003T20Z,3593,6066,6005,,344,1457
20191003T19Z,3611,5635,6010,,392,1340
20191003T18Z,4012,4449,6006,,429,1221
20191003T17Z,3841,3748,6013,,391,703
20191003T16Z,3675,3334,6009,,382,88
20191003T15Z,3084,3006,6010,,322,-161
20191003T14Z,2970,2602,6013,,229,-801
20191003T13Z,2807,2513,6014,,96,-1021
20191003T12Z,2973,2590,6012,,4,-785
20191003T11Z,2885,2709,6016,,0,-676
20191003T10Z,2642,2493,6014,,0,-1271
20191003T09Z,2486,2359,6016,,0,-1313
20191003T08Z,2563,2365,6013,,-1,-1345
20191003T07Z,2691,2358,6013,,0,-1352
20191003T06Z,2618,2571,6015,,-1,-1164
20191003T05Z,2626,2589,6013,,-1,-565
20191003T04Z,2659,2775,6010,,0,-272
20191003T03Z,2832,3468,6011,,0,17
20191003T02Z,3339,4799,6010,,-1,179
20191003T01Z,3445,5738,6011,,0,507
20191003T00Z,3438,6165,6016,,0,892
20191002T23Z,3623,6195,6010,,50,1445
20191002T22Z,3750,6168,6012,,127,1600
20191002T21Z,3556,6053,6010,,238,1732
20191002T20Z,3415,5955,6015,,317,1442
20191002T19Z,3416,5751,6013,,363,1267
20191002T18Z,3404,5321,6014,,366,1079
20191002T17Z,3379,4194,6017,,394,642
20191002T16Z,3151,3571,6016,,370,-48
20191002T15Z,3166,3176,6021,,348,-889
20191002T14Z,3065,2615,6017,,178,-1321
20191002T13Z,2931,2535,6026,,85,-1317
20191002T12Z,3082,2540,6022,,5,-1097
20191002T11Z,2912,2533,6025,,0,-1216
20191002T10Z,2513,2406,6021,,0,-1349
20191002T09Z,2094,2310,6025,,0,-1319
20191002T08Z,2204,2254,6022,,-1,-1351
20191002T07Z,2339,2335,6022,,0,-1356
20191002T06Z,2724,2369,6019,,0,-1326
20191002T05Z,2976,2391,6018,,0,-1190
20191002T04Z,2966,2483,6017,,-1,-724
20191002T03Z,3342,3101,6018,,0,-17
20191002T02Z,3765,4314,6012,,0,216
20191002T01Z,3858,4710,6012,,0,1286
20191002T00Z,3853,5347,6011,,0,1575
20191001T23Z,3850,5903,6011,,23,1568
20191001T22Z,3854,5806,6015,,119,1697
20191001T21Z,3844,5646,6009,,220,1721
20191001T20Z,3849,5238,6010,,307,1643
20191001T19Z,3844,5052,6013,,347,1286
20191001T18Z,3787,4232,6010,,357,953
20191001T17Z,3701,3879,6011,,386,344
20191001T16Z,3609,3405,6013,,231,-34
20191001T15Z,3330,3038,6017,,234,-559
20191001T14Z,2990,2694,6015,,147,-874
20191001T13Z,2957,2709,6017,,60,-1144
20191001T12Z,3333,2704,6016,,2,-1110
20191001T11Z,3254,2565,6018,,0,-1284
20191001T10Z,2607,2446,6018,,0,-1352
20191001T09Z,2161,2336,6016,,-2,-1321
20191001T08Z,2148,2357,6017,,0,-1351
20191001T07Z,2364,2439,6017,,-2,-1360
20191001T06Z,2541,2482,6016,,0,-1325
20191001T05Z,2705,2563,6011,,0,-1234
20191001T04Z,3106,2609,6015,,0,-364
20191001T03Z,3658,3320,6012,,-1,47
20191001T02Z,3850,4516,6009,,0,387
20191001T01Z,3848,5618,6011,,0,868
20191001T00Z,3837,6113,6006,,0,1284
20190930T23Z,3762,6069,6010,,27,1568
20190930T22Z,3857,6077,6010,,84,1717
20190930T21Z,3838,6072,6012,,167,1686
20190930T20Z,3823,5783,6009,,313,1670
20190930T19Z,3830,5708,6016,,276,1412
20190930T18Z,3836,4960,6017,,336,1123
20190930T17Z,3802,4281,6017,,292,444
20190930T16Z,3774,3537,6019,,285,112
20190930T15Z,3689,3026,6020,,109,93
20190930T14Z,3766,2607,6022,,103,-60
20190930T13Z,3696,2474,6021,,47,-314
20190930T12Z,3626,2499,6026,,4,-280
20190930T11Z,3610,2524,6022,,0,-614
20190930T10Z,3291,2356,6023,,-1,-1348
20190930T09Z,2853,2272,6024,,0,-1314
20190930T08Z,2872,2262,6026,,-3,-1346
20190930T07Z,3048,2307,6025,,0,-1356
20190930T06Z,3039,2412,6021,,0,-954
20190930T05Z,2936,2446,6027,,0,-310
20190930T04Z,3534,2636,6020,,0,-67
20190930T03Z,3842,2928,6027,,0,626
20190930T02Z,3861,4386,6019,,0,1076
20190930T01Z,3805,5349,6027,,-1,1408
20190930T00Z,3855,5952,6027,,-1,1578
20190929T23Z,3866,6385,6027,,28,1462
20190929T22Z,3834,6501,6028,,115,1721
20190929T21Z,3844,6187,6024,,207,1714
20190929T20Z,3852,5921,6024,,345,1420
20190929T19Z,3841,5327,6025,,385,1550
20190929T18Z,3851,4672,6028,,440,1170
20190929T17Z,3790,3774,6027,,469,854
20190929T16Z,3533,3107,6027,,438,351
20190929T15Z,3181,2389,6032,,371,-346
20190929T14Z,2682,2266,6037,,275,-856
20190929T13Z,1989,2168,6032,,99,-925
20190929T12Z,1883,2115,6035,,9,-1297
20190929T11Z,1616,2243,6038,,0,-1338
20190929T10Z,1471,2242,6037,,-2,-1343
20190929T09Z,1474,2253,6035,,-1,-1310
20190929T08Z,1578,2421,6036,,0,-1342
20190929T07Z,1901,2447,6033,,0,-1345
20190929T06Z,2346,2516,6035,,-1,-1300
20190929T05Z,2511,2568,6034,,0,-566
20190929T04Z,2763,2552,6034,,0,0
20190929T03Z,3552,2767,6033,,0,53
20190929T02Z,3838,3634,6035,,-3,517
20190929T01Z,3870,4205,6038,,0,1341
20190929T00Z,3873,4811,6035,,0,1317
20190928T23Z,3874,5310,6036,,32,1467
20190928T22Z,3853,5349,6039,,117,1704
20190928T21Z,3869,5198,6038,,180,1694
20190928T20Z,3864,4805,6037,,331,1450
20190928T19Z,3812,4206,6035,,372,1036
20190928T18Z,3732,3783,6034,,371,373
20190928T17Z,3453,3241,6034,,302,110
20190928T16Z,3259,2800,6035,,277,102
20190928T15Z,3221,2406,6030,,235,-180
20190928T14Z,3073,2298,6033,,144,-814
20190928T13Z,2856,2273,6032,,73,-894
20190928T12Z,2585,2239,6034,,8,-1128
20190928T11Z,2561,2254,6036,,-1,-1323
20190928T10Z,2254,2243,6033,,-1,-1326
20190928T09Z,2124,2243,6034,,0,-1288
20190928T08Z,2394,2290,6030,,0,-1325
20190928T07Z,2710,2262,6029,,0,-1329
20190928T06Z,2911,2416,6032,,0,-1093
20190928T05Z,3030,2859,6024,,-2,-485
20190928T04Z,3163,2908,6027,,0,-16
20190928T03Z,3657,3127,6028,,-1,62
20190928T02Z,3865,3860,6024,,0,713
20190928T01Z,3880,4786,6020,,0,1183
20190928T00Z,3877,5533,6026,,0,1271
20190927T23Z,3875,6243,6023,,31,1407
20190927T22Z,3870,6491,6020,,153,1554
20190927T21Z,3877,6315,6025,,249,1684
20190927T20Z,3872,6167,6019,,307,1324
20190927T19Z,3867,5458,6023,,365,1345
20190927T18Z,3866,5156,6022,,391,840
20190927T17Z,3803,4183,6022,,392,695
20190927T16Z,3597,3651,6028,,356,72
20190927T15Z,3311,3198,6025,,291,100
20190927T14Z,3188,2922,6026,,173,15
20190927T13Z,3058,2892,6032,,70,7
20190927T12Z,2988,2894,6027,,5,35
20190927T11Z,2791,2899,6029,,0,-45
20190927T10Z,2067,2744,6027,,0,-411
20190927T09Z,1833,2721,6029,,-1,-383
20190927T08Z,1806,2729,6030,,0,-399
20190927T07Z,2103,2728,6024,,-3,-397
20190927T06Z,2550,2817,6029,,0,-364
20190927T05Z,2918,3003,6024,,0,-278
20190927T04Z,3458,3084,6029,,0,82
20190927T03Z,3844,3369,6027,,0,662
20190927T02Z,3831,4577,6025,,0,1011
20190927T01Z,3773,6138,6029,,-1,1059
20190927T00Z,3670,6868,6030,,0,1070
20190926T23Z,3431,7100,6028,,38,1182
20190926T22Z,3450,6860,6030,,144,1400
20190926T21Z,3456,6657,6032,,214,1367
20190926T20Z,3467,6506,6035,,305,1009
20190926T19Z,3466,5950,6038,,343,926
20190926T18Z,3458,5192,6033,,367,553
20190926T17Z,3262,4160,6039,,379,203
20190926T16Z,3138,3704,6039,,344,3
20190926T15Z,3174,3237,6034,,264,-447
20190926T14Z,3244,2886,6040,,152,-602
20190926T13Z,3214,2847,6043,,54,-645
20190926T12Z,3021,2930,6037,,5,-840
20190926T11Z,2744,2983,6045,,0,-1027
20190926T10Z,1950,2764,6041,,0,-1029
20190926T09Z,1672,2491,6039,,-1,-1000
20190926T08Z,1676,2451,6038,,0,-1028
20190926T07Z,1895,2504,6040,,-1,-1034
20190926T06Z,2040,2675,6041,,0,-1001
20190926T05Z,2234,2934,6038,,0,-1007
20190926T04Z,2813,2940,6037,,-1,-531
20190926T03Z,3484,3135,6035,,0,224
20190926T02Z,3638,4143,6036,,0,952
20190926T01Z,3647,5159,6037,,0,1174
20190926T00Z,3657,5461,6037,,-1,1494
20190925T23Z,3664,5815,6036,,67,1552
20190925T22Z,3635,5746,6031,,130,1714
20190925T21Z,3637,5428,6030,,261,1654
20190925T20Z,3624,4857,6030,,329,1256
20190925T19Z,3657,4105,6033,,353,1024
20190925T18Z,3460,4029,6027,,376,275
20190925T17Z,2755,3893,6031,,394,-145
20190925T16Z,2528,3431,6036,,366,-825
20190925T15Z,2478,3020,6035,,302,-1243
20190925T14Z,2415,2935,6038,,203,-1314
20190925T13Z,2391,2926,6039,,85,-1329
20190925T12Z,2369,2955,6035,,7,-1295
20190925T11Z,2070,3037,6041,,-1,-1327
20190925T10Z,1644,2838,6035,,0,-1333
20190925T09Z,1540,2570,6038,,0,-1298
20190925T08Z,1549,2626,6039,,0,-1330
20190925T07Z,1716,2743,6039,,-1,-1334
20190925T06Z,2176,2676,6029,,0,-1228
20190925T05Z,2405,2589,6038,,0,-811
20190925T04Z,2727,2644,6033,,-1,-219
20190925T03Z,3011,3035,6035,,0,-103
20190925T02Z,3380,3751,6037,,0,112
20190925T01Z,3687,5031,6034,,-1,488
20190925T00Z,3709,5252,6033,,0,1272
20190924T23Z,3714,5716,6031,,42,1469
20190924T22Z,3710,5665,6033,,155,1628
20190924T21Z,3719,5524,6030,,333,1602
20190924T20Z,3705,5126,6030,,291,1316
20190924T19Z,3719,4435,6031,,381,1200
20190924T18Z,3705,4247,6031,,391,687
20190924T17Z,3474,3945,6029,,385,115
20190924T16Z,3067,3608,6033,,374,-25
20190924T15Z,2990,3198,6035,,319,-641
20190924T14Z,2914,2983,6035,,245,-806
20190924T13Z,2842,2943,6041,,84,-905
20190924T12Z,2845,2948,6035,,10,-991
20190924T11Z,2746,2743,6041,,0,-1085
20190924T10Z,1997,2663,6037,,-1,-1331
20190924T09Z,1720,2538,6039,,0,-1300
20190924T08Z,1762,2457,6042,,0,-1336
20190924T07Z,2108,2321,6041,,-1,-1242
20190924T06Z,2263,2328,6040,,0,-929
20190924T05Z,2313,2638,6041,,0,-537
20190924T04Z,2434,2847,6041,,-1,-181
20190924T03Z,2903,3176,6040,,0,48
20190924T02Z,3463,4501,6034,,-2,49
20190924T01Z,3617,5278,6034,,0,643
20190924T00Z,3699,5338,6039,,1,1070
20190923T23Z,3710,5955,6036,,42,1386
20190923T22Z,3689,5715,6034,,220,1668
20190923T21Z,3598,5381,6037,,247,1568
20190923T20Z,3609,5043,6035,,368,1212
20190923T19Z,3603,4503,6041,,404,745
20190923T18Z,3334,4168,6050,,411,313
20190923T17Z,2765,3774,6050,,418,45
20190923T16Z,2742,3606,6049,,391,-682
20190923T15Z,2424,3370,6053,,335,-948
20190923T14Z,2191,3001,6055,,243,-1016
20190923T13Z,2063,2944,6054,,109,-1029
