,natural gas,solar
20181124T06-07,394,0
20181124T05-07,382,0
20181124T04-07,373,0
20181124T03-07,380,0
20181124T02-07,404,0
20181124T01-07,474,0
20181124T00-07,520,0
20181123T23-07,524,0
20181123T22-07,564,0
20181123T21-07,563,0
20181123T20-07,580,0
20181123T19-07,580,0
20181123T18-07,558,0
20181123T17-07,471,17
20181123T16-07,405,58
20181123T15-07,389,68
20181123T14-07,382,73
20181123T13-07,368,79
20181123T12-07,368,80
20181123T11-07,364,81
20181123T10-07,352,83
20181123T09-07,346,79
20181123T08-07,380,35
20181123T07-07,463,0
20181123T06-07,439,0
20181123T05-07,407,0
20181123T04-07,390,0
20181123T03-07,395,0
20181123T02-07,415,0
20181123T01-07,443,0
20181123T00-07,481,0
20181122T23-07,508,0
20181122T22-07,527,0
20181122T21-07,541,0
20181122T20-07,546,0
20181122T19-07,559,0
20181122T18-07,558,0
20181122T17-07,519,2
20181122T16-07,507,8
20181122T15-07,508,11
20181122T14-07,502,24
20181122T13-07,496,39
20181122T12-07,489,42
20181122T11-07,495,39
20181122T10-07,483,34
20181122T09-07,468,48
20181122T08-07,486,23
20181122T07-07,489,0
20181122T06-07,472,0
20181122T05-07,447,0
20181122T04-07,437,0
20181122T03-07,447,0
20181122T02-07,462,0
20181122T01-07,470,0
20181122T00-07,506,0
20181121T23-07,504,0
20181121T22-07,555,0
20181121T21-07,583,0
20181121T20-07,604,0
20181121T19-07,625,0
20181121T18-07,605,0
20181121T17-07,520,18
20181121T16-07,459,71
20181121T15-07,441,83
20181121T14-07,446,83
20181121T13-07,441,81
20181121T12-07,440,81
20181121T11-07,433,84
20181121T10-07,436,85
20181121T09-07,464,76
20181121T08-07,550,32
20181121T07-07,569,1
20181121T06-07,516,0
20181121T05-07,473,0
20181121T04-07,451,0
20181121T03-07,453,0
20181121T02-07,475,0
20181121T01-07,491,0
20181121T00-07,535,0
20181120T23-07,545,0
20181120T22-07,598,0
20181120T21-07,634,0
20181120T20-07,663,0
20181120T19-07,660,0
20181120T18-07,636,0
20181120T17-07,560,11
20181120T16-07,521,39
20181120T15-07,492,59
20181120T14-07,467,70
20181120T13-07,441,74
20181120T12-07,460,71
20181120T11-07,448,83
20181120T10-07,490,83
20181120T09-07,514,76
20181120T08-07,580,33
20181120T07-07,602,1
20181120T06-07,537,0
20181120T05-07,512,0
20181120T04-07,513,0
20181120T03-07,513,0
20181120T02-07,508,0
20181120T01-07,519,0
20181120T00-07,615,0
20181119T23-07,631,0
20181119T22-07,639,0
20181119T21-07,667,0
20181119T20-07,668,0
20181119T19-07,667,0
20181119T18-07,644,0
20181119T17-07,556,21
20181119T16-07,489,73
20181119T15-07,468,86
20181119T14-07,482,85
20181119T13-07,487,83
20181119T12-07,479,83
20181119T11-07,478,86
20181119T10-07,484,87
20181119T09-07,495,79
20181119T08-07,537,36
20181119T07-07,574,1
20181119T06-07,517,0
20181119T05-07,457,0
20181119T04-07,427,0
20181119T03-07,422,0
20181119T02-07,429,0
20181119T01-07,478,0
20181119T00-07,507,0
20181118T23-07,547,0
20181118T22-07,597,0
20181118T21-07,626,0
20181118T20-07,630,0
20181118T19-07,641,0
20181118T18-07,608,0
20181118T17-07,524,21
20181118T16-07,467,66
20181118T15-07,453,69
20181118T14-07,443,71
20181118T13-07,446,70
20181118T12-07,445,76
20181118T11-07,455,81
20181118T10-07,453,80
20181118T09-07,457,67
20181118T08-07,479,21
20181118T07-07,499,1
20181118T06-07,478,0
20181118T05-07,423,0
20181118T04-07,423,0
20181118T03-07,464,0
20181118T02-07,503,0
20181118T01-07,454,0
20181118T00-07,481,0
20181117T23-07,499,0
20181117T22-07,538,0
20181117T21-07,562,0
20181117T20-07,571,0
20181117T19-07,588,0
20181117T18-07,582,0
20181117T17-07,470,22
20181117T16-07,453,71
20181117T15-07,439,85
20181117T14-07,394,84
20181117T13-07,393,80
20181117T12-07,395,84
20181117T11-07,394,86
20181117T10-07,398,87
20181117T09-07,409,78
20181117T08-07,443,40
20181117T07-07,469,3
20181117T06-07,467,0
20181117T05-07,432,0
20181117T04-07,422,0
20181117T03-07,426,0
20181117T02-07,457,0
20181117T01-07,461,0
20181117T00-07,495,0
20181116T23-07,544,0
20181116T22-07,583,0
20181116T21-07,609,0
20181116T20-07,621,0
20181116T19-07,632,0
20181116T18-07,623,0
20181116T17-07,531,17
20181116T16-07,460,73
20181116T15-07,415,85
20181116T14-07,394,86
20181116T13-07,444,86
20181116T12-07,474,86
20181116T11-07,486,88
20181116T10-07,498,90
20181116T09-07,531,86
20181116T08-07,599,43
20181116T07-07,656,1
20181116T06-07,566,0
20181116T05-07,498,0
20181116T04-07,465,0
20181116T03-07,468,0
20181116T02-07,468,0
20181116T01-07,401,0
20181116T00-07,437,0
20181115T23-07,500,0
20181115T22-07,572,0
20181115T21-07,613,0
20181115T20-07,625,0
20181115T19-07,617,0
20181115T18-07,592,0
20181115T17-07,469,33
20181115T16-07,410,79
20181115T15-07,393,88
20181115T14-07,389,88
20181115T13-07,393,85
20181115T12-07,409,84
20181115T11-07,406,86
20181115T10-07,429,89
20181115T09-07,455,82
20181115T08-07,535,39
20181115T07-07,569,1
20181115T06-07,479,0
20181115T05-07,411,0
20181115T04-07,380,0
20181115T03-07,381,0
20181115T02-07,385,0
20181115T01-07,385,0
20181115T00-07,417,0
20181114T23-07,485,0
20181114T22-07,556,0
20181114T21-07,564,0
20181114T20-07,609,0
20181114T19-07,625,0
20181114T18-07,595,0
20181114T17-07,477,8
20181114T16-07,387,51
20181114T15-07,367,69
20181114T14-07,380,76
20181114T13-07,358,83
20181114T12-07,364,78
20181114T11-07,400,85
20181114T10-07,392,87
20181114T09-07,433,81
20181114T08-07,533,43
20181114T07-07,552,2
20181114T06-07,485,0
20181114T05-07,409,0
20181114T04-07,384,0
20181114T03-07,369,0
20181114T02-07,372,0
20181114T01-07,391,0
20181114T00-07,440,0
20181113T23-07,513,0
20181113T22-07,585,0
20181113T21-07,563,0
20181113T20-07,598,0
20181113T19-07,592,0
20181113T18-07,555,0
20181113T17-07,468,25
20181113T16-07,373,74
20181113T15-07,367,87
20181113T14-07,379,88
20181113T13-07,388,86
20181113T12-07,392,85
20181113T11-07,430,87
20181113T10-07,473,86
20181113T09-07,477,84
20181113T08-07,532,45
20181113T07-07,579,3
20181113T06-07,477,0
20181113T05-07,417,0
20181113T04-07,393,0
20181113T03-07,389,0
20181113T02-07,386,0
20181113T01-07,418,0
20181113T00-07,461,0
20181112T23-07,532,0
20181112T22-07,602,0
20181112T21-07,590,0
20181112T20-07,642,0
20181112T19-07,647,0
20181112T18-07,643,0
20181112T17-07,541,9
20181112T16-07,457,24
20181112T15-07,440,30
20181112T14-07,374,58
20181112T13-07,365,71
20181112T12-07,369,80
20181112T11-07,340,90
20181112T10-07,322,91
20181112T09-07,316,85
20181112T08-07,370,45
20181112T07-07,372,2
20181112T06-07,292,0
20181112T05-07,238,0
20181112T04-07,224,0
20181112T03-07,225,0
20181112T02-07,259,0
20181112T01-07,463,0
20181112T00-07,532,0
20181111T23-07,542,0
20181111T22-07,594,0
20181111T21-07,628,0
20181111T20-07,639,0
20181111T19-07,643,0
20181111T18-07,613,0
20181111T17-07,528,21
20181111T16-07,467,68
20181111T15-07,443,77
20181111T14-07,427,82
20181111T13-07,417,81
20181111T12-07,405,87
20181111T11-07,392,90
20181111T10-07,385,90
20181111T09-07,409,85
20181111T08-07,442,47
20181111T07-07,493,2
20181111T06-07,478,0
20181111T05-07,465,0
20181111T04-07,473,0
20181111T03-07,491,0
20181111T02-07,517,0
20181111T01-07,535,0
20181111T00-07,522,0
20181110T23-07,437,0
20181110T22-07,468,0
20181110T21-07,489,0
20181110T20-07,500,0
20181110T19-07,503,0
20181110T18-07,488,0
20181110T17-07,394,26
20181110T16-07,335,77
20181110T15-07,315,89
20181110T14-07,314,89
20181110T13-07,345,74
20181110T12-07,355,56
20181110T11-07,394,43
20181110T10-07,408,27
20181110T09-07,443,14
20181110T08-07,439,3
20181110T07-07,529,0
20181110T06-07,518,0
20181110T05-07,497,0
20181110T04-07,497,0
20181110T03-07,499,0
20181110T02-07,519,0
20181110T01-07,506,0
20181110T00-07,554,0
20181109T23-07,521,0
20181109T22-07,557,0
20181109T21-07,580,0
20181109T20-07,594,0
20181109T19-07,599,0
20181109T18-07,575,0
20181109T17-07,507,17
20181109T16-07,464,55
20181109T15-07,431,80
20181109T14-07,432,82
20181109T13-07,431,78
20181109T12-07,430,81
20181109T11-07,427,82
20181109T10-07,444,62
20181109T09-07,414,71
20181109T08-07,448,48
20181109T07-07,554,2
20181109T06-07,478,0
20181109T05-07,444,0
20181109T04-07,437,0
20181109T03-07,447,0
20181109T02-07,467,0
20181109T01-07,491,0
20181109T00-07,514,0
20181108T23-07,454,0
20181108T22-07,551,0
20181108T21-07,601,0
20181108T20-07,633,0
20181108T19-07,658,0
20181108T18-07,650,0
20181108T17-07,613,28
20181108T16-07,567,78
20181108T15-07,547,89
20181108T14-07,492,89
20181108T13-07,469,87
20181108T12-07,442,88
20181108T11-07,431,90
20181108T10-07,423,91
20181108T09-07,406,84
20181108T08-07,444,44
20181108T07-07,562,2
20181108T06-07,490,0
20181108T05-07,441,0
20181108T04-07,419,0
20181108T03-07,423,0
20181108T02-07,457,0
20181108T01-07,504,0
20181108T00-07,565,0
20181107T23-07,501,0
20181107T22-07,576,0
20181107T21-07,637,0
20181107T20-07,652,0
20181107T19-07,674,0
20181107T18-07,666,0
20181107T17-07,605,29
20181107T16-07,572,79
20181107T15-07,544,89
20181107T14-07,516,88
20181107T13-07,510,86
20181107T12-07,486,87
20181107T11-07,471,89
20181107T10-07,423,91
20181107T09-07,440,86
20181107T08-07,485,50
20181107T07-07,580,3
20181107T06-07,520,0
20181107T05-07,469,0
20181107T04-07,454,0
20181107T03-07,452,0
20181107T02-07,470,0
20181107T01-07,441,0
20181107T00-07,479,0
20181106T23-07,487,0
20181106T22-07,549,0
20181106T21-07,600,0
20181106T20-07,634,0
20181106T19-07,662,0
20181106T18-07,655,0
20181106T17-07,612,29
20181106T16-07,554,79
20181106T15-07,540,89
20181106T14-07,506,89
20181106T13-07,483,88
20181106T12-07,457,88
20181106T11-07,449,90
20181106T10-07,420,92
20181106T09-07,405,87
20181106T08-07,424,51
20181106T07-07,527,3
20181106T06-07,461,0
20181106T05-07,416,0
20181106T04-07,405,0
20181106T03-07,415,0
20181106T02-07,423,0
20181106T01-07,472,0
20181106T00-07,511,0
20181105T23-07,544,0
20181105T22-07,615,0
20181105T21-07,671,0
20181105T20-07,686,0
20181105T19-07,719,0
20181105T18-07,691,0
20181105T17-07,652,30
20181105T16-07,595,79
20181105T15-07,550,90
20181105T14-07,553,90
20181105T13-07,521,87
20181105T12-07,512,89
20181105T11-07,495,90
20181105T10-07,464,89
20181105T09-07,473,85
20181105T08-07,504,31
20181105T07-07,544,2
20181105T06-07,463,0
20181105T05-07,401,0
20181105T04-07,391,0
20181105T03-07,392,0
20181105T02-07,405,0
20181105T01-07,420,0
20181104T23-07,460,0
20181104T22-07,521,0
20181104T21-07,580,0
20181104T20-07,620,0
20181104T19-07,640,0
20181104T18-07,664,0
20181104T17-07,637,0
20181104T16-07,555,10
20181104T15-07,488,52
20181104T14-07,445,83
20181104T13-07,422,89
20181104T12-07,411,87
20181104T11-07,418,87
20181104T10-07,425,89
20181104T09-07,412,91
20181104T08-07,404,85
20181104T07-07,426,41
20181104T06-07,420,2
20181104T05-07,403,0
20181104T04-07,401,0
20181104T03-07,402,0
20181104T02-07,410,0
20181104T01-07,426,0
20181104T00-07,545,0
20181103T23-07,579,0
20181103T22-07,545,0
20181103T21-07,588,0
20181103T20-07,600,0
20181103T19-07,636,0
20181103T18-07,611,0
20181103T17-07,533,33
20181103T16-07,476,81
20181103T15-07,465,91
20181103T14-07,440,91
20181103T13-07,428,90
20181103T12-07,424,90
20181103T11-07,426,93
20181103T10-07,427,94
20181103T09-07,433,84
20181103T08-07,482,33
20181103T07-07,486,1
20181103T06-07,554,0
20181103T05-07,520,0
20181103T04-07,496,0
20181103T03-07,497,0
20181103T02-07,500,0
20181103T01-07,541,0
20181103T00-07,559,0
20181102T23-07,596,0
20181102T22-07,517,0
20181102T21-07,508,0
20181102T20-07,524,0
20181102T19-07,534,0
20181102T18-07,528,0
20181102T17-07,507,35
20181102T16-07,473,85
20181102T15-07,447,93
20181102T14-07,457,92
20181102T13-07,432,90
20181102T12-07,444,89
20181102T11-07,465,91
20181102T10-07,462,93
20181102T09-07,452,89
20181102T08-07,511,56
20181102T07-07,602,5
20181102T06-07,616,0
20181102T05-07,539,0
20181102T04-07,493,0
20181102T03-07,466,0
20181102T02-07,474,0
20181102T01-07,491,0
20181102T00-07,473,0
20181101T23-07,515,0
20181101T22-07,505,0
20181101T21-07,535,0
20181101T20-07,564,0
20181101T19-07,581,0
20181101T18-07,552,0
20181101T17-07,521,20
20181101T16-07,443,72
20181101T15-07,426,80
20181101T14-07,424,84
20181101T13-07,414,86
20181101T12-07,405,90
20181101T11-07,438,92
20181101T10-07,436,94
20181101T09-07,452,87
20181101T08-07,578,33
20181101T07-07,602,1
20181101T06-07,572,0
20181101T05-07,487,0
20181101T04-07,445,0
20181101T03-07,430,0
20181101T02-07,425,0
20181101T01-07,430,0
20181101T00-07,464,0
20181031T23-07,511,0
20181031T22-07,589,0
20181031T21-07,606,0
20181031T20-07,587,0
20181031T19-07,628,0
20181031T18-07,609,1
20181031T17-07,620,28
20181031T16-07,611,65
20181031T15-07,615,42
20181031T14-07,588,74
20181031T13-07,649,61
20181031T12-07,665,31
20181031T11-07,616,32
20181031T10-07,570,86
20181031T09-07,586,68
20181031T08-07,624,17
20181031T07-07,646,1
20181031T06-07,544,0
20181031T05-07,462,0
20181031T04-07,406,0
20181031T03-07,413,0
20181031T02-07,421,0
20181031T01-07,439,0
20181031T00-07,450,0
20181030T23-07,492,0
20181030T22-07,531,0
20181030T21-07,557,0
20181030T20-07,586,0
20181030T19-07,599,0
20181030T18-07,606,0
20181030T17-07,613,9
20181030T16-07,606,17
20181030T15-07,596,27
20181030T14-07,573,43
20181030T13-07,573,48
20181030T12-07,577,42
20181030T11-07,557,43
20181030T10-07,559,32
20181030T09-07,551,21
20181030T08-07,565,7
20181030T07-07,534,1
20181030T06-07,517,0
20181030T05-07,399,0
20181030T04-07,433,0
20181030T03-07,430,0
20181030T02-07,439,0
20181030T01-07,467,0
20181030T00-07,484,0
20181029T23-07,544,0
20181029T22-07,553,0
20181029T21-07,589,0
20181029T20-07,643,0
20181029T19-07,671,0
20181029T18-07,665,0
20181029T17-07,680,15
20181029T16-07,660,57
20181029T15-07,653,77
20181029T14-07,592,79
20181029T13-07,552,80
20181029T12-07,550,84
20181029T11-07,534,71
20181029T10-07,481,86
20181029T09-07,516,81
20181029T08-07,541,56
20181029T07-07,554,6
20181029T06-07,542,0
20181029T05-07,481,0
20181029T04-07,454,0
20181029T03-07,437,0
20181029T02-07,445,0
20181029T01-07,428,0
20181029T00-07,436,0
20181028T23-07,487,0
20181028T22-07,571,0
20181028T21-07,642,0
20181028T20-07,692,0
20181028T19-07,714,0
20181028T18-07,693,1
20181028T17-07,635,37
20181028T16-07,579,78
20181028T15-07,525,85
20181028T14-07,488,85
20181028T13-07,453,84
20181028T12-07,423,85
20181028T11-07,392,86
20181028T10-07,381,88
20181028T09-07,381,84
20181028T08-07,435,56
20181028T07-07,464,6
20181028T06-07,448,0
20181028T05-07,455,0
20181028T04-07,448,0
20181028T03-07,469,0
20181028T02-07,464,0
20181028T01-07,474,0
20181028T00-07,484,0
20181027T23-07,498,0
20181027T22-07,551,0
20181027T21-07,588,0
20181027T20-07,625,0
20181027T19-07,653,0
20181027T18-07,638,1
20181027T17-07,595,38
20181027T16-07,559,80
20181027T15-07,530,87
20181027T14-07,497,87
20181027T13-07,472,86
20181027T12-07,454,86
20181027T11-07,491,88
20181027T10-07,417,89
20181027T09-07,406,85
20181027T08-07,411,57
20181027T07-07,447,7
20181027T06-07,440,0
20181027T05-07,456,0
20181027T04-07,452,0
20181027T03-07,454,0
20181027T02-07,466,0
20181027T01-07,449,0
20181027T00-07,480,0
20181026T23-07,521,0
20181026T22-07,567,0
20181026T21-07,575,0
20181026T20-07,606,0
20181026T19-07,627,0
20181026T18-07,622,1
20181026T17-07,635,39
20181026T16-07,608,80
20181026T15-07,597,87
20181026T14-07,561,86
20181026T13-07,545,85
20181026T12-07,523,86
20181026T11-07,510,88
20181026T10-07,487,89
20181026T09-07,483,85
20181026T08-07,512,57
20181026T07-07,578,7
20181026T06-07,537,0
20181026T05-07,460,0
20181026T04-07,433,0
20181026T03-07,415,0
20181026T02-07,426,0
20181026T01-07,444,0
20181026T00-07,467,0
20181025T23-07,479,0
20181025T22-07,536,0
20181025T21-07,565,0
20181025T20-07,639,0
20181025T19-07,673,0
20181025T18-07,639,1
20181025T17-07,641,27
20181025T16-07,637,46
20181025T15-07,571,83
20181025T14-07,548,85
20181025T13-07,547,85
20181025T12-07,519,87
20181025T11-07,509,88
20181025T10-07,487,89
20181025T09-07,474,85
20181025T08-07,505,59
20181025T07-07,554,7
20181025T06-07,529,0
20181025T05-07,481,0
20181025T04-07,432,0
20181025T03-07,422,0
20181025T02-07,426,0
20181025T01-07,444,0
20181025T00-07,439,0
20181024T23-07,492,0
20181024T22-07,544,0
20181024T21-07,633,0
20181024T20-07,673,0
20181024T19-07,693,0
20181024T18-07,611,2
20181024T17-07,594,41
20181024T16-07,545,80
20181024T15-07,539,86
20181024T14-07,529,76
20181024T13-07,513,84
20181024T12-07,502,85
20181024T11-07,492,86
20181024T10-07,471,85
20181024T09-07,467,84
20181024T08-07,482,58
20181024T07-07,538,7
20181024T06-07,515,0
20181024T05-07,401,0
20181024T04-07,384,0
20181024T03-07,382,0
20181024T02-07,385,0
20181024T01-07,393,0
20181024T00-07,428,0
20181023T23-07,480,0
20181023T22-07,547,0
20181023T21-07,577,0
20181023T20-07,623,0
20181023T19-07,649,0
20181023T18-07,633,0
20181023T17-07,662,0
20181023T16-07,653,2
20181023T15-07,647,5
20181023T14-07,645,9
20181023T13-07,646,14
20181023T12-07,626,18
20181023T11-07,633,13
20181023T10-07,621,6
20181023T09-07,599,6
20181023T08-07,608,2
20181023T07-07,598,0
20181023T06-07,544,0
20181023T05-07,463,0
20181023T04-07,435,0
20181023T03-07,429,0
20181023T02-07,428,0
20181023T01-07,428,0
20181023T00-07,503,0
20181022T23-07,554,0
20181022T22-07,563,0
20181022T21-07,600,0
20181022T20-07,642,0
20181022T19-07,675,0
20181022T18-07,639,1
20181022T17-07,634,33
20181022T16-07,620,58
20181022T15-07,566,81
20181022T14-07,566,76
20181022T13-07,555,73
20181022T12-07,571,48
20181022T11-07,579,42
20181022T10-07,549,50
20181022T09-07,540,28
20181022T08-07,517,20
20181022T07-07,537,4
20181022T06-07,573,0
20181022T05-07,484,0
20181022T04-07,437,0
20181022T03-07,449,0
20181022T02-07,452,0
20181022T01-07,445,0
20181022T00-07,477,0
20181021T23-07,517,0
20181021T22-07,587,0
20181021T21-07,651,0
20181021T20-07,684,0
20181021T19-07,697,0
20181021T18-07,654,0
20181021T17-07,592,21
20181021T16-07,548,46
20181021T15-07,512,57
20181021T14-07,514,49
20181021T13-07,526,53
20181021T12-07,534,46
20181021T11-07,526,44
20181021T10-07,516,33
20181021T09-07,504,19
20181021T08-07,507,6
20181021T07-07,495,2
20181021T06-07,487,0
20181021T05-07,479,0
20181021T04-07,476,0
20181021T03-07,478,0
20181021T02-07,490,0
20181021T01-07,513,0
20181021T00-07,504,0
20181020T23-07,511,0
20181020T22-07,524,0
20181020T21-07,566,0
20181020T20-07,598,0
20181020T19-07,606,0
20181020T18-07,584,1
20181020T17-07,543,15
20181020T16-07,523,35
20181020T15-07,515,42
20181020T14-07,495,50
20181020T13-07,487,69
20181020T12-07,461,64
20181020T11-07,445,59
20181020T10-07,448,47
20181020T09-07,434,40
20181020T08-07,436,16
20181020T07-07,429,1
20181020T06-07,437,0
20181020T05-07,461,0
20181020T04-07,440,0
20181020T03-07,435,0
20181020T02-07,410,0
20181020T01-07,432,0
20181020T00-07,476,0
20181019T23-07,511,0
20181019T22-07,566,0
20181019T21-07,645,0
20181019T20-07,673,0
20181019T19-07,671,0
20181019T18-07,551,1
20181019T17-07,494,28
20181019T16-07,479,70
20181019T15-07,487,71
20181019T14-07,514,75
20181019T13-07,502,76
20181019T12-07,518,65
20181019T11-07,534,53
20181019T10-07,580,44
20181019T09-07,585,27
20181019T08-07,577,15
20181019T07-07,587,2
20181019T06-07,586,0
20181019T05-07,495,0
20181019T04-07,463,0
20181019T03-07,443,0
20181019T02-07,445,0
20181019T01-07,441,0
20181019T00-07,488,0
20181018T23-07,529,0
20181018T22-07,604,0
20181018T21-07,682,0
20181018T20-07,710,0
20181018T19-07,740,0
20181018T18-07,643,0
20181018T17-07,604,2
20181018T16-07,595,7
20181018T15-07,605,10
20181018T14-07,657,13
20181018T13-07,662,14
20181018T12-07,662,14
20181018T11-07,670,15
20181018T10-07,675,9
20181018T09-07,664,6
20181018T08-07,651,2
20181018T07-07,649,0
20181018T06-07,608,0
20181018T05-07,502,0
20181018T04-07,457,0
20181018T03-07,443,0
20181018T02-07,450,0
20181018T01-07,469,0
20181018T00-07,486,0
20181017T23-07,531,0
20181017T22-07,604,0
20181017T21-07,687,0
20181017T20-07,730,0
20181017T19-07,713,0
20181017T18-07,633,0
20181017T17-07,580,3
20181017T16-07,560,8
20181017T15-07,559,17
20181017T14-07,609,26
20181017T13-07,616,29
20181017T12-07,638,30
20181017T11-07,667,19
20181017T10-07,669,16
20181017T09-07,656,9
20181017T08-07,677,3
20181017T07-07,662,0
20181017T06-07,615,0
20181017T05-07,520,0
20181017T04-07,467,0
20181017T03-07,451,0
20181017T02-07,462,0
20181017T01-07,477,0
20181017T00-07,504,0
20181016T23-07,543,0
20181016T22-07,590,0
20181016T21-07,702,0
20181016T20-07,741,0
20181016T19-07,741,0
20181016T18-07,651,0
20181016T17-07,597,4
20181016T16-07,580,10
20181016T15-07,575,19
20181016T14-07,624,25
20181016T13-07,640,23
20181016T12-07,658,23
20181016T11-07,645,19
20181016T10-07,653,13
20181016T09-07,703,9
20181016T08-07,723,3
20181016T07-07,720,0
20181016T06-07,636,0
20181016T05-07,495,0
20181016T04-07,478,0
20181016T03-07,471,0
20181016T02-07,483,0
20181016T01-07,497,0
20181016T00-07,537,0
20181015T23-07,582,0
20181015T22-07,602,0
20181015T21-07,679,0
20181015T20-07,715,0
20181015T19-07,720,0
20181015T18-07,627,0
20181015T17-07,586,6
20181015T16-07,564,14
20181015T15-07,569,21
20181015T14-07,594,28
20181015T13-07,558,35
20181015T12-07,528,37
20181015T11-07,541,37
20181015T10-07,572,37
20181015T09-07,597,26
20181015T08-07,614,14
20181015T07-07,606,3
20181015T06-07,584,0
20181015T05-07,500,0
20181015T04-07,446,0
20181015T03-07,436,0
20181015T02-07,443,0
20181015T01-07,458,0
20181015T00-07,488,0
20181014T23-07,537,0
20181014T22-07,616,0
20181014T21-07,689,0
20181014T20-07,737,0
20181014T19-07,756,0
20181014T18-07,711,4
20181014T17-07,652,43
20181014T16-07,636,43
20181014T15-07,596,79
20181014T14-07,570,77
20181014T13-07,559,60
20181014T12-07,539,68
20181014T11-07,494,85
20181014T10-07,461,91
20181014T09-07,432,87
20181014T08-07,423,62
20181014T07-07,450,10
20181014T06-07,465,0
20181014T05-07,448,0
20181014T04-07,444,0
20181014T03-07,447,0
20181014T02-07,456,0
20181014T01-07,481,0
20181014T00-07,468,0
20181013T23-07,515,0
20181013T22-07,480,0
20181013T21-07,534,0
20181013T20-07,571,0
20181013T19-07,573,0
20181013T18-07,551,1
20181013T17-07,511,29
20181013T16-07,477,61
20181013T15-07,463,60
20181013T14-07,448,62
20181013T13-07,434,59
20181013T12-07,400,75
20181013T11-07,385,76
20181013T10-07,409,68
20181013T09-07,417,58
20181013T08-07,430,37
20181013T07-07,416,1
20181013T06-07,447,0
20181013T05-07,425,0
20181013T04-07,427,0
20181013T03-07,440,0
20181013T02-07,452,0
20181013T01-07,480,0
20181013T00-07,507,0
20181012T23-07,534,0
20181012T22-07,516,0
20181012T21-07,582,0
20181012T20-07,615,0
20181012T19-07,632,0
20181012T18-07,595,0
20181012T17-07,565,3
20181012T16-07,562,9
20181012T15-07,562,16
20181012T14-07,576,18
20181012T13-07,570,30
20181012T12-07,577,24
20181012T11-07,566,24
20181012T10-07,590,12
20181012T09-07,608,5
20181012T08-07,571,2
20181012T07-07,564,0
20181012T06-07,566,0
20181012T05-07,515,0
20181012T04-07,452,0
20181012T03-07,454,0
20181012T02-07,470,0
20181012T01-07,500,0
20181012T00-07,512,0
20181011T23-07,563,0
20181011T22-07,487,0
20181011T21-07,586,0
20181011T20-07,642,0
20181011T19-07,657,0
20181011T18-07,637,0
20181011T17-07,625,7
20181011T16-07,629,30
20181011T15-07,606,57
20181011T14-07,582,61
20181011T13-07,533,78
20181011T12-07,480,72
20181011T11-07,444,74
20181011T10-07,451,71
20181011T09-07,425,71
20181011T08-07,488,27
20181011T07-07,500,5
20181011T06-07,553,0
20181011T05-07,498,0
20181011T04-07,449,0
20181011T03-07,448,0
20181011T02-07,468,0
20181011T01-07,496,0
20181011T00-07,538,0
20181010T23-07,539,0
20181010T22-07,428,0
20181010T21-07,522,0
20181010T20-07,575,0
20181010T19-07,612,0
20181010T18-07,602,6
20181010T17-07,548,59
20181010T16-07,528,90
20181010T15-07,494,96
20181010T14-07,455,96
20181010T13-07,408,95
20181010T12-07,377,96
20181010T11-07,379,96
20181010T10-07,379,97
20181010T09-07,377,92
20181010T08-07,376,71
20181010T07-07,392,14
20181010T06-07,556,0
20181010T05-07,486,0
20181010T04-07,440,0
20181010T03-07,429,0
20181010T02-07,434,0
20181010T01-07,445,0
20181010T00-07,380,0
20181009T23-07,413,0
20181009T22-07,411,0
20181009T21-07,497,0
20181009T20-07,538,0
20181009T19-07,549,0
20181009T18-07,493,7
20181009T17-07,441,54
20181009T16-07,425,71
20181009T15-07,409,80
20181009T14-07,396,78
20181009T13-07,394,76
20181009T12-07,384,85
20181009T11-07,378,74
20181009T10-07,382,82
20181009T09-07,377,79
20181009T08-07,390,48
20181009T07-07,391,9
20181009T06-07,436,0
20181009T05-07,392,0
20181009T04-07,375,0
20181009T03-07,372,0
20181009T02-07,391,0
20181009T01-07,398,0
20181009T00-07,406,0
20181008T23-07,439,0
20181008T22-07,403,0
20181008T21-07,466,0
20181008T20-07,520,0
20181008T19-07,538,0
20181008T18-07,492,5
20181008T17-07,449,36
20181008T16-07,453,51
20181008T15-07,462,43
20181008T14-07,456,48
20181008T13-07,480,52
20181008T12-07,460,59
20181008T11-07,453,56
20181008T10-07,436,64
20181008T09-07,465,55
20181008T08-07,462,40
20181008T07-07,478,9
20181008T06-07,477,0
20181008T05-07,400,0
20181008T04-07,395,0
20181008T03-07,413,0
20181008T02-07,394,0
20181008T01-07,406,0
20181008T00-07,435,0
20181007T23-07,508,0
20181007T22-07,493,0
20181007T21-07,562,0
20181007T20-07,602,0
20181007T19-07,637,0
20181007T18-07,611,4
20181007T17-07,603,17
20181007T16-07,621,23
20181007T15-07,609,26
20181007T14-07,584,60
20181007T13-07,602,32
20181007T12-07,549,43
20181007T11-07,489,54
20181007T10-07,431,57
20181007T09-07,427,54
20181007T08-07,418,34
20181007T07-07,398,12
20181007T06-07,413,0
20181007T05-07,408,0
20181007T04-07,419,0
20181007T03-07,421,0
20181007T02-07,463,0
20181007T01-07,497,0
20181007T00-07,543,0
20181006T23-07,589,0
20181006T22-07,611,0
20181006T21-07,686,0
20181006T20-07,758,0
20181006T19-07,771,0
20181006T18-07,778,8
20181006T17-07,785,48
