,coal,natural gas,wind
20191011T01Z,1483,489.0,385
20191011T00Z,1584,435.0,409
20191010T23Z,1649,519.0,345
20191010T22Z,1727,597.0,303
20191010T21Z,1958,624.0,282
20191010T20Z,2258,657.0,259
20191010T19Z,2276,658.0,231
20191010T18Z,2278,569.0,230
20191010T17Z,2259,585.0,210
20191010T16Z,2128,630.0,257
20191010T15Z,1866,659.0,236
20191010T14Z,1801,671.0,211
20191010T13Z,1730,524.0,227
20191010T12Z,1615,422.0,303
20191010T11Z,1421,362.0,323
20191010T10Z,1280,364.0,313
20191010T09Z,1204,375.0,301
20191010T08Z,1085,371.0,275
20191010T07Z,1056,430.0,210
20191010T06Z,1061,405.0,243
20191010T05Z,1128,461.0,234
20191010T04Z,1491,587.0,196
20191010T03Z,1890,615.0,238
20191010T02Z,2143,620.0,272
20191010T01Z,2263,617.0,275
20191010T00Z,2250,621.0,266
20191009T23Z,2249,619.0,293
20191009T22Z,2153,617.0,279
20191009T21Z,2119,614.0,242
20191009T20Z,2203,624.0,217
20191009T19Z,2069,630.0,259
20191009T18Z,1968,590.0,259
20191009T17Z,2004,557.0,202
20191009T16Z,2004,513.0,233
20191009T15Z,1982,410.0,298
20191009T14Z,1987,184.0,270
20191009T13Z,1906,166.0,268
20191009T12Z,1784,179.0,252
20191009T11Z,1305,203.0,259
20191009T10Z,1036,202.0,255
20191009T09Z,1014,217.0,265
20191009T08Z,976,220.0,289
20191009T07Z,989,216.0,301
20191009T06Z,1058,184.0,295
20191009T05Z,1225,187.0,305
20191009T04Z,1573,174.0,314
20191009T03Z,1814,383.0,329
20191009T02Z,1920,581.0,317
20191009T01Z,2001,636.0,282
20191009T00Z,1958,635.0,219
20191008T23Z,1943,635.0,248
20191008T22Z,1908,635.0,248
20191008T21Z,1858,634.0,241
20191008T20Z,1852,624.0,238
20191008T19Z,1851,621.0,224
20191008T18Z,1884,625.0,231
20191008T17Z,1956,634.0,234
20191008T16Z,2075,632.0,140
20191008T15Z,2013,632.0,112
20191008T14Z,1937,579.0,163
20191008T13Z,1972,584.0,185
20191008T12Z,1938,601.0,188
20191008T11Z,1547,578.0,185
20191008T10Z,1107,600.0,143
20191008T09Z,1039,608.0,132
20191008T08Z,1049,603.0,135
20191008T07Z,1036,603.0,137
20191008T06Z,1094,613.0,130
20191008T05Z,1185,612.0,142
20191008T04Z,1568,597.0,122
20191008T03Z,1921,613.0,88
20191008T02Z,2216,620.0,51
20191008T01Z,2254,714.0,19
20191008T00Z,2174,721.0,3
20191007T23Z,2200,721.0,0
20191007T22Z,2264,719.0,0
20191007T21Z,2223,725.0,0
20191007T20Z,2223,715.0,0
20191007T19Z,2276,714.0,1
20191007T18Z,2285,713.0,1
20191007T17Z,2251,712.0,5
20191007T16Z,2198,710.0,4
20191007T15Z,2030,599.0,12
20191007T14Z,2065,595.0,27
20191007T13Z,2074,576.0,36
20191007T12Z,1809,592.0,26
20191007T11Z,1444,515.0,25
20191007T10Z,1248,480.0,41
20191007T09Z,1179,443.0,84
20191007T08Z,1162,382.0,123
20191007T07Z,1132,374.0,147
20191007T06Z,1131,423.0,145
20191007T05Z,1118,384.0,111
20191007T04Z,1128,440.0,94
20191007T03Z,1285,569.0,91
20191007T02Z,1476,668.0,121
20191007T01Z,1411,688.0,138
20191007T00Z,1325,678.0,143
20191006T23Z,1480,671.0,138
20191006T22Z,1389,685.0,149
20191006T21Z,1550,692.0,173
20191006T20Z,1522,641.0,181
20191006T19Z,1934,746.0,141
20191006T18Z,1932,749.0,142
20191006T17Z,1889,740.0,138
20191006T16Z,1871,704.0,140
20191006T15Z,1892,630.0,144
20191006T14Z,1733,620.0,147
20191006T13Z,1508,574.0,146
20191006T12Z,1308,566.0,146
20191006T11Z,1147,580.0,147
20191006T10Z,999,561.0,129
20191006T09Z,978,559.0,125
20191006T08Z,979,611.0,121
20191006T07Z,997,582.0,144
20191006T06Z,1156,558.0,139
20191006T05Z,1297,601.0,137
20191006T04Z,1449,583.0,138
20191006T03Z,1722,575.0,156
20191006T02Z,1926,559.0,203
20191006T01Z,1906,572.0,232
20191006T00Z,1974,681.0,136
20191005T23Z,1998,688.0,183
20191005T22Z,1966,718.0,166
20191005T21Z,1978,720.0,142
20191005T20Z,1905,717.0,88
20191005T19Z,1972,778.0,121
20191005T18Z,1876,689.0,106
20191005T17Z,1912,685.0,132
20191005T16Z,1643,586.0,298
20191005T15Z,1459,587.0,331
20191005T14Z,1237,584.0,318
20191005T13Z,1137,552.0,287
20191005T12Z,1096,433.0,263
20191005T11Z,945,454.0,240
20191005T10Z,916,440.0,237
20191005T09Z,920,366.0,225
20191005T08Z,903,391.0,210
20191005T07Z,933,363.0,219
20191005T06Z,1052,364.0,241
20191005T05Z,1282,427.0,271
20191005T04Z,1328,533.0,274
20191005T03Z,1563,608.0,208
20191005T02Z,1807,614.0,112
20191005T01Z,1913,614.0,103
20191005T00Z,1984,639.0,128
20191004T23Z,2046,782.0,72
20191004T22Z,2036,791.0,40
20191004T21Z,2048,711.0,56
20191004T20Z,2017,674.0,51
20191004T19Z,1934,669.0,25
20191004T18Z,1844,664.0,48
20191004T17Z,1859,661.0,42
20191004T16Z,1857,607.0,49
20191004T15Z,1833,583.0,107
20191004T14Z,1745,580.0,127
20191004T13Z,1753,579.0,138
20191004T12Z,1709,576.0,163
20191004T11Z,1437,559.0,169
20191004T10Z,1136,533.0,177
20191004T09Z,1075,554.0,159
20191004T08Z,1052,561.0,156
20191004T07Z,1083,548.0,159
20191004T06Z,1226,574.0,159
20191004T05Z,1480,577.0,150
20191004T04Z,1743,564.0,119
20191004T03Z,1873,580.0,103
20191004T02Z,1937,758.0,88
20191004T01Z,2009,764.0,87
20191004T00Z,1882,758.0,90
20191003T23Z,1974,912.0,76
20191003T22Z,2046,947.0,63
20191003T21Z,2001,949.0,97
20191003T20Z,1989,920.0,69
20191003T19Z,2025,942.0,44
20191003T18Z,2024,866.0,45
20191003T17Z,1975,756.0,67
20191003T16Z,1884,580.0,89
20191003T15Z,1841,580.0,131
20191003T14Z,1725,579.0,149
20191003T13Z,1662,580.0,183
20191003T12Z,1491,580.0,231
20191003T11Z,1047,580.0,243
20191003T10Z,921,579.0,237
20191003T09Z,958,579.0,226
20191003T08Z,1070,578.0,251
20191003T07Z,1141,574.0,247
20191003T06Z,1250,614.0,211
20191003T05Z,1518,577.0,201
20191003T04Z,1828,552.0,202
20191003T03Z,1950,927.0,198
20191003T02Z,1964,1176.0,148
20191003T01Z,1992,1228.0,104
20191003T00Z,1997,1174.0,127
20191002T23Z,1988,1211.0,126
20191002T22Z,2004,1212.0,118
20191002T21Z,2013,1231.0,102
20191002T20Z,1988,1218.0,102
20191002T19Z,2015,1224.0,99
20191002T18Z,1987,1208.0,81
20191002T17Z,2007,1180.0,81
20191002T16Z,2015,1011.0,88
20191002T15Z,1948,873.0,90
20191002T14Z,1833,656.0,73
20191002T13Z,1809,481.0,91
20191002T12Z,1900,481.0,83
20191002T11Z,1598,472.0,90
20191002T10Z,1367,449.0,109
20191002T09Z,1354,454.0,113
20191002T08Z,1431,455.0,157
20191002T07Z,1463,460.0,235
20191002T06Z,1607,459.0,228
20191002T05Z,1776,460.0,225
20191002T04Z,1829,495.0,216
20191002T03Z,2011,959.0,144
20191002T02Z,2037,1096.0,189
20191002T01Z,1993,1243.0,225
20191002T00Z,2021,1162.0,239
20191001T23Z,2064,1198.0,272
20191001T22Z,2068,1224.0,299
20191001T21Z,2066,1210.0,329
20191001T20Z,2059,1211.0,298
20191001T19Z,2062,1178.0,291
20191001T18Z,2050,1172.0,269
20191001T17Z,2013,1018.0,275
20191001T16Z,1901,810.0,256
20191001T15Z,1835,681.0,237
20191001T14Z,1745,462.0,248
20191001T13Z,1602,462.0,265
20191001T12Z,1531,403.0,257
20191001T11Z,1171,415.0,220
20191001T10Z,1029,380.0,235
20191001T09Z,1017,393.0,231
20191001T08Z,1035,451.0,199
20191001T07Z,1125,442.0,179
20191001T06Z,1362,445.0,203
20191001T05Z,1647,428.0,251
20191001T04Z,1833,453.0,301
20191001T03Z,2036,644.0,304
20191001T02Z,2062,905.0,268
20191001T01Z,2075,1176.0,265
20191001T00Z,2063,1189.0,256
20190930T23Z,2063,1215.0,311
20190930T22Z,2060,1216.0,353
20190930T21Z,2048,1182.0,357
20190930T20Z,1992,1228.0,367
20190930T19Z,1933,1224.0,353
20190930T18Z,2006,1215.0,356
20190930T17Z,1972,1020.0,360
20190930T16Z,1928,788.0,359
20190930T15Z,1757,651.0,323
20190930T14Z,1609,528.0,277
20190930T13Z,1563,381.0,353
20190930T12Z,1445,401.0,342
20190930T11Z,1172,395.0,333
20190930T10Z,944,407.0,328
20190930T09Z,941,445.0,312
20190930T08Z,1020,447.0,323
20190930T07Z,1097,442.0,342
20190930T06Z,1266,451.0,341
20190930T05Z,1486,458.0,341
20190930T04Z,1725,456.0,364
20190930T03Z,1823,662.0,349
20190930T02Z,1863,922.0,304
20190930T01Z,1941,1121.0,256
20190930T00Z,1947,1154.0,244
20190929T23Z,2054,1134.0,262
20190929T22Z,2056,1152.0,264
20190929T21Z,2002,1091.0,283
20190929T20Z,1912,1055.0,313
20190929T19Z,1940,972.0,301
20190929T18Z,1831,835.0,261
20190929T17Z,1824,741.0,215
20190929T16Z,1823,552.0,210
20190929T15Z,1683,464.0,203
20190929T14Z,1582,483.0,172
20190929T13Z,1355,484.0,160
20190929T12Z,1317,483.0,151
20190929T11Z,1280,483.0,147
20190929T10Z,1321,481.0,146
20190929T09Z,1398,481.0,142
20190929T08Z,1461,480.0,137
20190929T07Z,1576,479.0,149
20190929T06Z,1706,479.0,156
20190929T05Z,1768,479.0,148
20190929T04Z,1824,479.0,161
20190929T03Z,1918,477.0,123
20190929T02Z,1934,476.0,164
20190929T01Z,1946,708.0,141
20190929T00Z,1911,768.0,117
20190928T23Z,1966,857.0,55
20190928T22Z,1937,925.0,64
20190928T21Z,2019,868.0,53
20190928T20Z,2028,797.0,43
20190928T19Z,1941,715.0,69
20190928T18Z,1906,578.0,69
20190928T17Z,1780,408.0,101
20190928T16Z,1680,441.0,106
20190928T15Z,1670,407.0,87
20190928T14Z,1650,399.0,79
20190928T13Z,1611,383.0,82
20190928T12Z,1565,407.0,80
20190928T11Z,1386,446.0,76
20190928T10Z,1248,430.0,203
20190928T09Z,1196,453.0,327
20190928T08Z,1167,383.0,355
20190928T07Z,1296,379.0,288
20190928T06Z,1336,445.0,226
20190928T05Z,1320,441.0,308
20190928T04Z,1304,789.0,311
20190928T03Z,1335,1088.0,260
20190928T02Z,1312,1148.0,276
20190928T01Z,1269,1154.0,300
20190928T00Z,1267,1154.0,239
20190927T23Z,1307,1147.0,236
20190927T22Z,1301,1174.0,192
20190927T21Z,1294,1223.0,177
20190927T20Z,1286,1207.0,208
20190927T19Z,1290,1146.0,254
20190927T18Z,1267,931.0,291
20190927T17Z,1175,844.0,304
20190927T16Z,1079,710.0,309
20190927T15Z,1098,649.0,254
20190927T14Z,1041,554.0,210
20190927T13Z,1093,534.0,252
20190927T12Z,1067,413.0,287
20190927T11Z,792,446.0,273
20190927T10Z,668,382.0,287
20190927T09Z,681,392.0,265
20190927T08Z,714,377.0,272
20190927T07Z,792,399.0,260
20190927T06Z,896,415.0,260
20190927T05Z,1108,397.0,250
20190927T04Z,1166,407.0,217
20190927T03Z,1289,682.0,236
20190927T02Z,1292,943.0,240
20190927T01Z,1296,1166.0,175
20190927T00Z,1290,1124.0,123
20190926T23Z,1302,1134.0,107
20190926T22Z,1290,1143.0,105
20190926T21Z,1295,1134.0,70
20190926T20Z,1279,1122.0,62
20190926T19Z,1282,1088.0,46
20190926T18Z,1219,938.0,36
20190926T17Z,1202,914.0,38
20190926T16Z,1133,887.0,50
20190926T15Z,1114,875.0,84
20190926T14Z,1055,677.0,130
20190926T13Z,1114,517.0,144
20190926T12Z,1214,445.0,155
20190926T11Z,1122,369.0,146
20190926T10Z,949,412.0,148
20190926T09Z,825,372.0,157
20190926T08Z,910,367.0,147
20190926T07Z,1044,391.0,108
20190926T06Z,1169,367.0,177
20190926T05Z,1213,473.0,183
20190926T04Z,1272,620.0,119
20190926T03Z,1364,748.0,183
20190926T02Z,1551,761.0,205
20190926T01Z,1722,1018.0,163
20190926T00Z,1861,1204.0,86
20190925T23Z,1885,1245.0,84
20190925T22Z,1878,1242.0,59
20190925T21Z,1885,1198.0,31
20190925T20Z,1879,1108.0,16
20190925T19Z,1873,991.0,14
20190925T18Z,1848,905.0,27
20190925T17Z,1716,815.0,44
20190925T16Z,1850,733.0,16
20190925T15Z,1667,658.0,96
20190925T14Z,1617,562.0,89
20190925T13Z,1608,465.0,130
20190925T12Z,1529,434.0,90
20190925T11Z,1193,434.0,51
20190925T10Z,1132,401.0,19
20190925T09Z,1135,347.0,117
20190925T08Z,1069,386.0,50
20190925T07Z,1038,413.0,147
20190925T06Z,1003,430.0,107
20190925T05Z,1053,376.0,111
20190925T04Z,1129,450.0,169
20190925T03Z,1158,495.0,202
20190925T02Z,1223,627.0,206
20190925T01Z,1261,593.0,196
20190925T00Z,1410,482.0,205
20190924T23Z,1297,596.0,281
20190924T22Z,1189,849.0,252
20190924T21Z,1202,868.0,167
20190924T20Z,1193,870.0,100
20190924T19Z,1222,870.0,85
20190924T18Z,1158,874.0,96
20190924T17Z,1163,772.0,77
20190924T16Z,1143,664.0,48
20190924T15Z,1101,662.0,83
20190924T14Z,1127,655.0,97
20190924T13Z,1216,649.0,141
20190924T12Z,1176,669.0,159
20190924T11Z,923,631.0,165
20190924T10Z,823,555.0,189
20190924T09Z,817,520.0,183
20190924T08Z,833,562.0,189
20190924T07Z,799,555.0,222
20190924T06Z,857,637.0,184
20190924T05Z,993,670.0,172
20190924T04Z,1094,638.0,196
20190924T03Z,1136,638.0,191
20190924T02Z,1203,845.0,135
20190924T01Z,1251,1056.0,83
20190924T00Z,1243,1180.0,60
20190923T23Z,1288,1236.0,60
20190923T22Z,1290,1242.0,48
20190923T21Z,1289,1242.0,39
20190923T20Z,1172,1232.0,37
20190923T19Z,1170,1235.0,22
20190923T18Z,1176,1208.0,15
20190923T17Z,1208,992.0,13
20190923T16Z,1217,878.0,10
20190923T15Z,1213,775.0,26
20190923T14Z,1226,659.0,75
20190923T13Z,1131,656.0,80
20190923T12Z,1009,645.0,96
20190923T11Z,777,605.0,117
20190923T10Z,695,609.0,101
20190923T09Z,719,604.0,70
20190923T08Z,778,626.0,57
20190923T07Z,805,603.0,60
20190923T06Z,941,628.0,68
20190923T05Z,1145,655.0,73
20190923T04Z,1167,665.0,96
20190923T03Z,1219,921.0,39
20190923T02Z,1258,932.0,7
20190923T01Z,1290,947.0,20
20190923T00Z,1297,956.0,56
20190922T23Z,1292,958.0,91
20190922T22Z,1290,954.0,122
20190922T21Z,1275,961.0,101
20190922T20Z,1251,942.0,75
20190922T19Z,1247,864.0,86
20190922T18Z,1200,851.0,88
20190922T17Z,1278,755.0,99
20190922T16Z,1223,639.0,160
20190922T15Z,1167,634.0,167
20190922T14Z,1075,645.0,161
20190922T13Z,811,642.0,165
20190922T12Z,719,641.0,154
20190922T11Z,637,583.0,159
20190922T10Z,730,532.0,148
20190922T09Z,791,572.0,95
20190922T08Z,755,630.0,157
20190922T07Z,696,554.0,265
20190922T06Z,778,579.0,263
20190922T05Z,838,569.0,285
20190922T04Z,1002,658.0,273
20190922T03Z,1140,665.0,272
20190922T02Z,1177,841.0,288
20190922T01Z,1159,864.0,305
20190922T00Z,1181,839.0,294
20190921T23Z,1262,847.0,297
20190921T22Z,1265,848.0,338
20190921T21Z,1198,848.0,354
20190921T20Z,1245,844.0,335
20190921T19Z,1223,836.0,318
20190921T18Z,1141,838.0,310
20190921T17Z,1215,822.0,318
20190921T16Z,1142,811.0,329
20190921T15Z,1125,716.0,308
20190921T14Z,1217,632.0,236
20190921T13Z,993,632.0,257
20190921T12Z,832,615.0,255
20190921T11Z,758,617.0,195
20190921T10Z,719,593.0,230
20190921T09Z,730,604.0,240
20190921T08Z,829,637.0,218
20190921T07Z,814,638.0,247
20190921T06Z,820,623.0,261
20190921T05Z,986,628.0,247
20190921T04Z,1124,654.0,220
20190921T03Z,1157,755.0,207
20190921T02Z,1152,870.0,174
20190921T01Z,1246,864.0,161
20190921T00Z,1212,873.0,237
20190920T23Z,1266,943.0,232
20190920T22Z,1268,929.0,263
20190920T21Z,1277,949.0,219
20190920T20Z,1266,915.0,235
20190920T19Z,1283,919.0,189
20190920T18Z,1289,918.0,130
20190920T17Z,1286,902.0,81
20190920T16Z,1292,855.0,67
20190920T15Z,1237,818.0,81
20190920T14Z,1205,665.0,81
20190920T13Z,1197,665.0,104
20190920T12Z,1248,656.0,105
20190920T11Z,1197,643.0,107
20190920T10Z,1134,642.0,109
20190920T09Z,1119,641.0,112
20190920T08Z,1156,642.0,161
20190920T07Z,1205,641.0,169
20190920T06Z,1205,635.0,175
20190920T05Z,1255,614.0,185
20190920T04Z,1292,754.0,157
20190920T03Z,1439,813.0,156
20190920T02Z,1506,868.0,139
20190920T01Z,1441,1007.0,102
20190920T00Z,1529,1165.0,75
20190919T23Z,1554,1395.0,71
20190919T22Z,1550,1421.0,94
20190919T21Z,1559,1388.0,106
20190919T20Z,1551,1344.0,112
20190919T19Z,1536,1175.0,108
20190919T18Z,1527,1156.0,106
20190919T17Z,1530,1113.0,82
20190919T16Z,1517,1070.0,32
20190919T15Z,1409,1025.0,15
20190919T14Z,1432,855.0,18
20190919T13Z,1399,845.0,26
20190919T12Z,1387,825.0,31
20190919T11Z,1303,786.0,66
20190919T10Z,1265,771.0,81
20190919T09Z,1244,790.0,126
20190919T08Z,1242,728.0,196
20190919T07Z,1252,755.0,174
20190919T06Z,1204,817.0,194
20190919T05Z,1313,773.0,187
20190919T04Z,1453,733.0,180
20190919T03Z,1518,1030.0,143
20190919T02Z,1550,1317.0,107
20190919T01Z,1555,1287.0,86
20190919T00Z,1534,1318.0,60
20190918T23Z,1501,1408.0,76
20190918T22Z,1497,1448.0,83
20190918T21Z,1503,1414.0,92
20190918T20Z,1486,1346.0,116
20190918T19Z,1505,1284.0,131
20190918T18Z,1519,1247.0,116
20190918T17Z,1536,1129.0,50
20190918T16Z,1478,1045.0,25
20190918T15Z,1334,945.0,35
20190918T14Z,1300,755.0,73
20190918T13Z,1133,756.0,100
20190918T12Z,1041,807.0,117
20190918T11Z,1037,726.0,119
20190918T10Z,983,784.0,124
20190918T09Z,982,746.0,164
20190918T08Z,968,778.0,191
20190918T07Z,994,740.0,222
20190918T06Z,1127,798.0,251
20190918T05Z,1143,780.0,253
20190918T04Z,1190,847.0,265
20190918T03Z,1423,1043.0,229
20190918T02Z,1732,1069.0,192
20190918T01Z,1931,1211.0,98
20190918T00Z,2009,1338.0,62
20190917T23Z,2003,1400.0,103
20190917T22Z,2002,1398.0,139
20190917T21Z,1984,1368.0,154
20190917T20Z,1971,1262.0,133
20190917T19Z,1972,1205.0,128
20190917T18Z,1950,1154.0,113
20190917T17Z,1844,1053.0,75
20190917T16Z,1758,1022.0,60
20190917T15Z,1593,916.0,51
20190917T14Z,1369,815.0,96
20190917T13Z,1367,799.0,129
20190917T12Z,1301,769.0,117
20190917T11Z,1149,834.0,104
20190917T10Z,1003,742.0,121
20190917T09Z,999,767.0,146
20190917T08Z,1055,758.0,149
20190917T07Z,1115,792.0,143
20190917T06Z,1129,855.0,193
20190917T05Z,1251,833.0,188
20190917T04Z,1564,854.0,172
20190917T03Z,1804,876.0,131
20190917T02Z,1917,1103.0,112
20190917T01Z,1954,1238.0,87
20190917T00Z,1845,1523.0,67
20190916T23Z,1951,1623.0,64
20190916T22Z,1952,1630.0,46
20190916T21Z,1987,1586.0,28
20190916T20Z,1929,1526.0,9
20190916T19Z,1865,1449.0,7
20190916T18Z,1810,1421.0,21
20190916T17Z,1687,1384.0,28
20190916T16Z,1573,1330.0,31
20190916T15Z,1335,1228.0,46
20190916T14Z,1277,1084.0,93
20190916T13Z,1287,936.0,103
20190916T12Z,1398,905.0,126
20190916T11Z,1131,901.0,148
20190916T10Z,1062,887.0,169
20190916T09Z,1030,881.0,175
20190916T08Z,1159,854.0,152
20190916T07Z,1233,874.0,136
20190916T06Z,1224,880.0,111
20190916T05Z,1349,859.0,87
20190916T04Z,1447,1007.0,59
20190916T03Z,1413,1221.0,41
20190916T02Z,1431,1394.0,44
20190916T01Z,1504,1515.0,33
20190916T00Z,1503,1657.0,17
20190915T23Z,1502,1695.0,17
20190915T22Z,1504,1682.0,22
20190915T21Z,1511,1680.0,28
20190915T20Z,1524,1674.0,50
20190915T19Z,1537,1584.0,72
20190915T18Z,1535,1370.0,81
20190915T17Z,1365,1037.0,103
20190915T16Z,1293,943.0,107
20190915T15Z,1124,890.0,97
20190915T14Z,836,867.0,107
20190915T13Z,664,806.0,160
20190915T12Z,652,760.0,220
20190915T11Z,650,778.0,229
20190915T10Z,625,828.0,231
20190915T09Z,631,762.0,329
20190915T08Z,632,743.0,356
20190915T07Z,736,827.0,300
20190915T06Z,827,847.0,328
20190915T05Z,959,850.0,307
20190915T04Z,1069,855.0,302
20190915T03Z,1231,868.0,276
20190915T02Z,1278,869.0,257
20190915T01Z,1295,1064.0,201
20190915T00Z,1348,1194.0,137
20190914T23Z,1355,1253.0,156
20190914T22Z,1345,1265.0,184
20190914T21Z,1362,1194.0,174
20190914T20Z,1311,1131.0,157
20190914T19Z,1215,1098.0,153
20190914T18Z,1195,1039.0,130
20190914T17Z,1240,989.0,114
20190914T16Z,1262,899.0,145
20190914T15Z,1205,901.0,83
20190914T14Z,1215,807.0,111
20190914T13Z,1177,734.0,150
20190914T12Z,1194,789.0,148
20190914T11Z,985,897.0,118
20190914T10Z,936,892.0,128
20190914T09Z,973,893.0,152
20190914T08Z,1067,898.0,174
20190914T07Z,1177,909.0,135
20190914T06Z,1106,889.0,160
20190914T05Z,1159,883.0,163
20190914T04Z,1135,1045.0,168
20190914T03Z,1037,1048.0,164
20190914T02Z,1017,983.0,97
20190914T01Z,955,1175.0,53
20190914T00Z,921,1461.0,28
20190913T23Z,893,1542.0,41
20190913T22Z,893,1575.0,36
20190913T21Z,892,1442.0,47
20190913T20Z,900,1289.0,69
20190913T19Z,868,1259.0,134
20190913T18Z,858,1150.0,179
20190913T17Z,969,953.0,175
20190913T16Z,972,861.0,152
20190913T15Z,960,783.0,144
20190913T14Z,862,818.0,130
20190913T13Z,939,637.0,119
20190913T12Z,1203,483.0,115
20190913T11Z,1241,450.0,114
20190913T10Z,1183,414.0,125
20190913T09Z,1248,370.0,112
20190913T08Z,1295,454.0,97
20190913T07Z,1368,454.0,122
20190913T06Z,1413,451.0,160
20190913T05Z,1674,657.0,88
20190913T04Z,1834,808.0,87
20190913T03Z,1992,862.0,89
20190913T02Z,2050,959.0,76
20190913T01Z,2064,1006.0,38
20190913T00Z,2018,992.0,169
20190912T23Z,2020,969.0,210
20190912T22Z,2065,1011.0,149
20190912T21Z,2053,1081.0,120
20190912T20Z,1990,1047.0,214
20190912T19Z,2078,1004.0,201
20190912T18Z,2036,844.0,225
20190912T17Z,1838,808.0,298
20190912T16Z,1698,629.0,311
20190912T15Z,1659,541.0,279
20190912T14Z,1524,438.0,269
20190912T13Z,1460,384.0,293
20190912T12Z,1285,371.0,293
20190912T11Z,1117,382.0,247
20190912T10Z,1083,413.0,247
20190912T09Z,1010,394.0,225
20190912T08Z,1002,414.0,215
20190912T07Z,1017,424.0,257
20190912T06Z,1204,371.0,266
20190912T05Z,1318,421.0,265
20190912T04Z,1655,409.0,268
20190912T03Z,1911,412.0,272
20190912T02Z,2032,756.0,242
20190912T01Z,2069,846.0,195
20190912T00Z,2082,981.0,217
20190911T23Z,2118,1061.0,253
20190911T22Z,2112,1061.0,272
20190911T21Z,2081,1048.0,288
20190911T20Z,2114,1048.0,272
20190911T19Z,2107,1002.0,232
20190911T18Z,2115,952.0,203
20190911T17Z,2099,853.0,188
20190911T16Z,2054,669.0,172
20190911T15Z,2027,461.0,180
20190911T14Z,1745,457.0,177
20190911T13Z,1487,460.0,203
20190911T12Z,1288,444.0,244
20190911T11Z,1184,423.0,242
20190911T10Z,1172,438.0,238
20190911T09Z,1169,431.0,247
20190911T08Z,1135,433.0,245
20190911T07Z,1129,416.0,233
20190911T06Z,1212,398.0,230
20190911T05Z,1309,439.0,314
20190911T04Z,1620,453.0,316
20190911T03Z,1940,595.0,265
20190911T02Z,2088,802.0,218
20190911T01Z,2081,892.0,160
20190911T00Z,2115,958.0,139
20190910T23Z,2125,1046.0,175
20190910T22Z,2117,1198.0,195
20190910T21Z,2122,1193.0,187
20190910T20Z,2109,1112.0,177
20190910T19Z,2122,1067.0,130
20190910T18Z,2088,926.0,95
20190910T17Z,2075,852.0,87
20190910T16Z,2070,850.0,87
20190910T15Z,1934,645.0,87
20190910T14Z,1771,512.0,112
20190910T13Z,1580,414.0,205
20190910T12Z,1344,420.0,267
20190910T11Z,1045,413.0,314
20190910T10Z,1067,338.0,334
20190910T09Z,1124,356.0,329
20190910T08Z,1129,378.0,313
20190910T07Z,1206,421.0,319
20190910T06Z,1351,461.0,328
20190910T05Z,1548,459.0,317
20190910T04Z,1795,462.0,289
20190910T03Z,1903,799.0,284
20190910T02Z,2041,965.0,210
20190910T01Z,2045,1034.0,143
20190910T00Z,2039,1148.0,162
20190909T23Z,2040,1278.0,259
20190909T22Z,2043,1298.0,305
20190909T21Z,2048,1304.0,320
20190909T20Z,2049,1279.0,359
20190909T19Z,2042,1190.0,340
20190909T18Z,2076,936.0,304
20190909T17Z,2094,833.0,226
20190909T16Z,2061,823.0,138
20190909T15Z,1986,775.0,105
20190909T14Z,2012,483.0,139
20190909T13Z,1821,461.0,173
20190909T12Z,1686,459.0,185
20190909T11Z,1334,452.0,177
20190909T10Z,1115,397.0,181
20190909T09Z,1086,371.0,205
20190909T08Z,1100,331.0,229
20190909T07Z,1028,389.0,236
20190909T06Z,1139,442.0,208
20190909T05Z,1220,455.0,202
20190909T04Z,1433,454.0,213
20190909T03Z,1519,578.0,224
20190909T02Z,1516,873.0,204
20190909T01Z,1499,995.0,146
20190909T00Z,1499,953.0,113
20190908T23Z,1503,946.0,137
20190908T22Z,1507,902.0,138
20190908T21Z,1525,803.0,106
20190908T20Z,1546,794.0,74
20190908T19Z,1548,752.0,68
20190908T18Z,1546,758.0,50
20190908T17Z,1543,758.0,25
20190908T16Z,1496,812.0,0
20190908T15Z,1369,800.0,11
20190908T14Z,1153,803.0,32
20190908T13Z,861,809.0,68
20190908T12Z,763,776.0,149
20190908T11Z,768,803.0,170
20190908T10Z,763,763.0,170
20190908T09Z,762,764.0,165
20190908T08Z,771,780.0,190
20190908T07Z,766,805.0,208
20190908T06Z,785,787.0,252
20190908T05Z,897,810.0,293
20190908T04Z,1071,796.0,300
20190908T03Z,1211,833.0,280
20190908T02Z,1454,816.0,217
20190908T01Z,1506,828.0,176
20190908T00Z,1544,957.0,145
20190907T23Z,1533,1022.0,97
20190907T22Z,1556,1108.0,81
20190907T21Z,1556,1028.0,80
20190907T20Z,1566,901.0,60
20190907T19Z,1561,847.0,33
20190907T18Z,1557,842.0,21
20190907T17Z,1552,794.0,26
20190907T16Z,1546,743.0,35
20190907T15Z,1440,731.0,26
20190907T14Z,1257,765.0,44
20190907T13Z,1064,799.0,75
20190907T12Z,925,793.0,92
20190907T11Z,786,794.0,98
20190907T10Z,768,809.0,104
20190907T09Z,758,785.0,120
20190907T08Z,807,808.0,122
20190907T07Z,951,810.0,140
20190907T06Z,1104,809.0,135
20190907T05Z,1160,808.0,147
20190907T04Z,1150,808.0,155
20190907T03Z,1394,808.0,55
20190907T02Z,1479,955.0,25
20190907T01Z,1485,1065.0,19
