,coal,natural gas,wind
20181114T23Z,2312,1344.0,16
20181114T22Z,2300,1302.0,10
20181114T21Z,2308,1296.0,12
20181114T20Z,2315,1275.0,7
20181114T19Z,2341,1221.0,15
20181114T18Z,2339,1252.0,23
20181114T17Z,2354,1333.0,26
20181114T16Z,2348,1268.0,26
20181114T15Z,2340,1397.0,40
20181114T14Z,2348,1514.0,66
20181114T13Z,2344,1470.0,60
20181114T12Z,2325,1458.0,49
20181114T11Z,2350,1406.0,44
20181114T10Z,2345,1323.0,35
20181114T09Z,2328,1301.0,40
20181114T08Z,2348,1324.0,38
20181114T07Z,2327,1304.0,27
20181114T06Z,2332,1333.0,22
20181114T05Z,2347,1352.0,14
20181114T04Z,2347,1354.0,9
20181114T03Z,2342,1467.0,8
20181114T02Z,2330,1494.0,2
20181114T01Z,2330,1482.0,1
20181114T00Z,2241,1451.0,0
20181113T23Z,2218,1311.0,0
20181113T22Z,2266,1372.0,0
20181113T21Z,2329,1347.0,0
20181113T20Z,2357,1347.0,0
20181113T19Z,2342,1342.0,0
20181113T18Z,2345,1303.0,4
20181113T17Z,2352,1400.0,6
20181113T16Z,2342,1439.0,16
20181113T15Z,2303,1506.0,40
20181113T14Z,2298,1479.0,83
20181113T13Z,2286,1363.0,82
20181113T12Z,2302,1340.0,98
20181113T11Z,2276,1317.0,112
20181113T10Z,2273,1334.0,142
20181113T09Z,2239,1336.0,160
20181113T08Z,2202,1310.0,131
20181113T07Z,2138,1224.0,156
20181113T06Z,2085,1252.0,158
20181113T05Z,2087,1274.0,180
20181113T04Z,2037,1150.0,213
20181113T03Z,1865,1341.0,212
20181113T02Z,1798,1369.0,286
20181113T01Z,1784,1428.0,284
20181113T00Z,1762,1314.0,293
20181112T23Z,1715,1281.0,326
20181112T22Z,1680,1147.0,310
20181112T21Z,1583,1074.0,321
20181112T20Z,1522,1144.0,345
20181112T19Z,1456,1183.0,364
20181112T18Z,1451,1156.0,395
20181112T17Z,1446,1135.0,405
20181112T16Z,1443,1172.0,386
20181112T15Z,1451,1218.0,326
20181112T14Z,1443,1301.0,310
20181112T13Z,1442,1293.0,360
20181112T12Z,1445,1244.0,272
20181112T11Z,1390,1075.0,289
20181112T10Z,1348,1064.0,248
20181112T09Z,1299,1062.0,225
20181112T08Z,1336,1064.0,212
20181112T07Z,1350,1081.0,192
20181112T06Z,0,0.0,0
20181112T05Z,1349,1073.0,133
20181112T04Z,1428,1186.0,168
20181112T03Z,1431,1200.0,209
20181112T02Z,1424,1136.0,232
20181112T01Z,1431,1205.0,161
20181112T00Z,1405,1165.0,94
20181111T23Z,1323,1060.0,54
20181111T22Z,1247,1060.0,30
20181111T21Z,1230,1065.0,14
20181111T20Z,1361,1080.0,6
20181111T19Z,1356,1168.0,1
20181111T18Z,1373,1286.0,0
20181111T17Z,1362,1301.0,12
20181111T16Z,1344,1389.0,22
20181111T15Z,1376,1379.0,55
20181111T14Z,1366,1361.0,52
20181111T13Z,1362,1302.0,86
20181111T12Z,1375,1285.0,114
20181111T11Z,1374,1310.0,109
20181111T10Z,1375,1334.0,123
20181111T09Z,1359,1323.0,173
20181111T08Z,1290,1244.0,199
20181111T07Z,1201,1234.0,194
20181111T06Z,1254,1337.0,187
20181111T05Z,1365,1295.0,172
20181111T04Z,1371,1373.0,152
20181111T03Z,1365,1391.0,151
20181111T02Z,1365,1442.0,138
20181111T01Z,1370,1351.0,202
20181111T00Z,1344,1305.0,215
20181110T23Z,1370,1114.0,241
20181110T22Z,1352,921.0,305
20181110T21Z,1362,858.0,312
20181110T20Z,1350,907.0,302
20181110T19Z,1374,945.0,257
20181110T18Z,1353,998.0,227
20181110T17Z,1363,1193.0,196
20181110T16Z,1366,1319.0,159
20181110T15Z,1358,1478.0,91
20181110T14Z,1353,1473.0,72
20181110T13Z,1369,1444.0,61
20181110T12Z,1369,1384.0,51
20181110T11Z,1355,1422.0,30
20181110T10Z,1356,1400.0,45
20181110T09Z,1371,1361.0,54
20181110T08Z,1363,1300.0,66
20181110T07Z,1339,1302.0,116
20181110T06Z,1371,1299.0,132
20181110T05Z,1356,1366.0,142
20181110T04Z,1372,1225.0,175
20181110T03Z,1366,1253.0,169
20181110T02Z,1368,1231.0,204
20181110T01Z,1364,1192.0,293
20181110T00Z,1364,1235.0,292
20181109T23Z,1377,1127.0,384
20181109T22Z,1353,1074.0,397
20181109T21Z,1361,1030.0,416
20181109T20Z,1361,1058.0,415
20181109T19Z,1361,1054.0,399
20181109T18Z,1316,1053.0,367
20181109T17Z,1376,1041.0,256
20181109T16Z,1369,1155.0,80
20181109T15Z,1364,1168.0,54
20181109T14Z,1369,1168.0,72
20181109T13Z,1359,1117.0,98
20181109T12Z,1379,966.0,112
20181109T11Z,1363,975.0,84
20181109T10Z,1375,908.0,72
20181109T09Z,1366,887.0,45
20181109T08Z,1362,910.0,61
20181109T07Z,1367,890.0,82
20181109T06Z,1366,1037.0,47
20181109T05Z,1361,1155.0,42
20181109T04Z,1379,1172.0,46
20181109T03Z,1363,1171.0,75
20181109T02Z,1358,1150.0,102
20181109T01Z,1373,1181.0,94
20181109T00Z,1358,1192.0,78
20181108T23Z,1374,1175.0,72
20181108T22Z,1365,1186.0,98
20181108T21Z,1361,1161.0,103
20181108T20Z,1357,1157.0,79
20181108T19Z,1365,1183.0,48
20181108T18Z,1363,1184.0,53
20181108T17Z,1366,1180.0,97
20181108T16Z,1348,1189.0,114
20181108T15Z,1395,1176.0,132
20181108T14Z,1367,1129.0,165
20181108T13Z,1359,1128.0,145
20181108T12Z,1345,1005.0,103
20181108T11Z,1340,885.0,134
20181108T10Z,1234,859.0,136
20181108T09Z,1129,859.0,135
20181108T08Z,1110,858.0,143
20181108T07Z,1122,885.0,149
20181108T06Z,1179,940.0,153
20181108T05Z,1326,965.0,111
20181108T04Z,1356,1101.0,144
20181108T03Z,1363,1115.0,187
20181108T02Z,1368,1108.0,129
20181108T01Z,1359,1065.0,102
20181108T00Z,1355,1132.0,113
20181107T23Z,1362,1059.0,117
20181107T22Z,1361,1113.0,134
20181107T21Z,1370,1029.0,144
20181107T20Z,1366,973.0,133
20181107T19Z,1366,938.0,120
20181107T18Z,1357,920.0,139
20181107T17Z,1355,964.0,139
20181107T16Z,1363,928.0,148
20181107T15Z,1365,881.0,180
20181107T14Z,1354,914.0,219
20181107T13Z,1366,914.0,247
20181107T12Z,1360,799.0,245
20181107T11Z,1327,677.0,225
20181107T10Z,1141,660.0,216
20181107T09Z,1094,662.0,218
20181107T08Z,1138,662.0,182
20181107T07Z,1205,662.0,157
20181107T06Z,1187,663.0,143
20181107T05Z,1316,679.0,146
20181107T04Z,1361,749.0,159
20181107T03Z,1360,904.0,190
20181107T02Z,1257,966.0,217
20181107T01Z,1306,909.0,190
20181107T00Z,1261,928.0,150
20181106T23Z,1223,897.0,116
20181106T22Z,1229,865.0,123
20181106T21Z,1205,864.0,140
20181106T20Z,1187,897.0,136
20181106T19Z,1173,831.0,143
20181106T18Z,1179,895.0,150
20181106T17Z,1179,905.0,219
20181106T16Z,1212,904.0,282
20181106T15Z,1234,849.0,253
20181106T14Z,1312,886.0,260
20181106T13Z,1223,945.0,267
20181106T12Z,1141,920.0,283
20181106T11Z,1136,724.0,260
20181106T10Z,1064,682.0,250
20181106T09Z,1062,675.0,251
20181106T08Z,1076,673.0,237
20181106T07Z,1090,671.0,244
20181106T06Z,1042,671.0,212
20181106T05Z,1166,689.0,218
20181106T04Z,1270,806.0,212
20181106T03Z,1306,918.0,195
20181106T02Z,1282,951.0,204
20181106T01Z,1273,906.0,197
20181106T00Z,1224,875.0,169
20181105T23Z,1167,827.0,141
20181105T22Z,1150,822.0,139
20181105T21Z,1279,840.0,147
20181105T20Z,1289,856.0,173
20181105T19Z,1300,853.0,199
20181105T18Z,1287,872.0,193
20181105T17Z,1289,851.0,214
20181105T16Z,1300,854.0,193
20181105T15Z,1300,836.0,160
20181105T14Z,1273,859.0,186
20181105T13Z,1301,760.0,175
20181105T12Z,1246,683.0,122
20181105T11Z,1122,681.0,121
20181105T10Z,1023,681.0,148
20181105T09Z,957,681.0,198
20181105T08Z,962,681.0,153
20181105T07Z,1063,680.0,123
20181105T06Z,1276,681.0,80
20181105T05Z,1305,697.0,124
20181105T04Z,1300,768.0,63
20181105T03Z,1301,785.0,36
20181105T02Z,1299,815.0,36
20181105T01Z,1299,841.0,21
20181105T00Z,1298,947.0,31
20181104T23Z,1275,954.0,55
20181104T22Z,1273,929.0,72
20181104T21Z,1273,950.0,92
20181104T20Z,1273,956.0,120
20181104T19Z,1249,918.0,164
20181104T18Z,1246,912.0,171
20181104T17Z,1246,868.0,245
20181104T16Z,1247,780.0,254
20181104T15Z,1256,896.0,240
20181104T14Z,1308,802.0,237
20181104T13Z,1274,701.0,216
20181104T12Z,1150,701.0,205
20181104T11Z,1093,698.0,211
20181104T10Z,1097,695.0,161
20181104T09Z,1127,706.0,103
20181104T08Z,1130,777.0,110
20181104T07Z,1204,774.0,124
20181104T06Z,1259,732.0,98
20181104T05Z,1337,690.0,112
20181104T04Z,1326,692.0,122
20181104T03Z,1340,819.0,94
20181104T02Z,1333,902.0,121
20181104T01Z,1338,900.0,95
20181104T00Z,1332,912.0,98
20181103T23Z,1330,840.0,139
20181103T22Z,1204,906.0,149
20181103T21Z,1230,821.0,254
20181103T20Z,1338,760.0,316
20181103T19Z,1335,850.0,248
20181103T18Z,1336,790.0,264
20181103T17Z,1342,764.0,179
20181103T16Z,1343,823.0,124
20181103T15Z,1338,802.0,175
20181103T14Z,1338,789.0,167
20181103T13Z,736,727.0,160
20181103T12Z,905,759.0,157
20181103T11Z,1332,749.0,170
20181103T10Z,1342,719.0,170
20181103T09Z,1311,759.0,161
20181103T08Z,1298,878.0,130
20181103T07Z,1194,945.0,111
20181103T06Z,1292,942.0,46
20181103T05Z,1345,883.0,26
20181103T04Z,1485,934.0,32
20181103T03Z,1774,914.0,46
20181103T02Z,1979,946.0,24
20181103T01Z,2047,913.0,29
20181103T00Z,2053,931.0,32
20181102T23Z,2055,957.0,48
20181102T22Z,2069,944.0,93
20181102T21Z,2056,939.0,141
20181102T20Z,2054,937.0,161
20181102T19Z,2059,914.0,182
20181102T18Z,2063,902.0,189
20181102T17Z,2051,943.0,184
20181102T16Z,2047,962.0,179
20181102T15Z,2064,938.0,177
20181102T14Z,2045,904.0,192
20181102T13Z,2001,897.0,209
20181102T12Z,1883,913.0,194
20181102T11Z,1968,901.0,133
20181102T10Z,1977,906.0,149
20181102T09Z,1989,943.0,125
20181102T08Z,2019,950.0,141
20181102T07Z,1965,951.0,171
20181102T06Z,1908,899.0,170
20181102T05Z,1782,902.0,157
20181102T04Z,1841,879.0,71
20181102T03Z,2008,888.0,25
20181102T02Z,2016,955.0,7
20181102T01Z,2026,948.0,0
20181102T00Z,2024,980.0,0
20181101T23Z,2020,992.0,7
20181101T22Z,2029,985.0,18
20181101T21Z,2027,962.0,18
20181101T20Z,2031,929.0,7
20181101T19Z,2024,959.0,0
20181101T18Z,2035,973.0,0
20181101T17Z,2044,958.0,0
20181101T16Z,2041,956.0,5
20181101T15Z,2033,955.0,29
20181101T14Z,2054,916.0,49
20181101T13Z,2069,849.0,55
20181101T12Z,1932,971.0,67
20181101T11Z,1963,993.0,54
20181101T10Z,1981,992.0,50
20181101T09Z,1924,985.0,29
20181101T08Z,1994,984.0,36
20181101T07Z,1891,970.0,49
20181101T06Z,1814,969.0,49
20181101T05Z,1836,987.0,63
20181101T04Z,1991,990.0,64
20181101T03Z,1974,995.0,90
20181101T02Z,2001,995.0,63
20181101T01Z,1907,995.0,90
20181101T00Z,1912,994.0,133
20181031T23Z,1889,994.0,121
20181031T22Z,1921,994.0,128
20181031T21Z,1917,995.0,96
20181031T20Z,1999,993.0,58
20181031T19Z,2034,992.0,83
20181031T18Z,1927,993.0,115
20181031T17Z,1959,993.0,67
20181031T16Z,1994,991.0,73
20181031T15Z,1986,993.0,119
20181031T14Z,2026,994.0,132
20181031T13Z,2013,987.0,101
20181031T12Z,1995,870.0,155
20181031T11Z,1944,728.0,144
20181031T10Z,1649,844.0,183
20181031T09Z,1469,782.0,213
20181031T08Z,1459,746.0,268
20181031T07Z,1482,766.0,271
20181031T06Z,1485,863.0,229
20181031T05Z,1601,932.0,183
20181031T04Z,1810,965.0,139
20181031T03Z,1849,964.0,168
20181031T02Z,1902,963.0,199
20181031T01Z,2019,955.0,192
20181031T00Z,1989,948.0,228
20181030T23Z,1949,947.0,214
20181030T22Z,1994,947.0,180
20181030T21Z,1969,947.0,173
20181030T20Z,1950,950.0,196
20181030T19Z,2026,951.0,148
20181030T18Z,2014,953.0,141
20181030T17Z,1990,954.0,147
20181030T16Z,1978,956.0,125
20181030T15Z,1994,952.0,117
20181030T14Z,2021,936.0,125
20181030T13Z,1993,873.0,140
20181030T12Z,1996,845.0,146
20181030T11Z,1793,801.0,162
20181030T10Z,1567,855.0,199
20181030T09Z,1489,751.0,202
20181030T08Z,1429,752.0,248
20181030T07Z,1435,738.0,270
20181030T06Z,1455,740.0,287
20181030T05Z,1453,784.0,287
20181030T04Z,1722,910.0,290
20181030T03Z,1962,933.0,305
20181030T02Z,1789,922.0,321
20181030T01Z,1888,960.0,285
20181030T00Z,1994,955.0,211
20181029T23Z,1972,947.0,181
20181029T22Z,1929,945.0,211
20181029T21Z,1920,945.0,220
20181029T20Z,1983,949.0,195
20181029T19Z,2008,954.0,161
20181029T18Z,2019,962.0,142
20181029T17Z,1985,972.0,133
20181029T16Z,2018,983.0,80
20181029T15Z,1999,998.0,109
20181029T14Z,2008,990.0,111
20181029T13Z,2002,972.0,108
20181029T12Z,2020,984.0,136
20181029T11Z,1886,981.0,145
20181029T10Z,1872,983.0,131
20181029T09Z,1853,983.0,121
20181029T08Z,1765,981.0,114
20181029T07Z,1752,983.0,94
20181029T06Z,1773,981.0,75
20181029T05Z,1873,832.0,24
20181029T04Z,1881,979.0,14
20181029T03Z,1933,976.0,3
20181029T02Z,1938,976.0,11
20181029T01Z,2014,959.0,21
20181029T00Z,1909,872.0,19
20181028T23Z,1878,908.0,47
20181028T22Z,1887,925.0,116
20181028T21Z,1942,911.0,144
20181028T20Z,2004,933.0,153
20181028T19Z,2020,906.0,183
20181028T18Z,2002,933.0,229
20181028T17Z,2013,897.0,252
20181028T16Z,2006,847.0,272
20181028T15Z,2003,866.0,240
20181028T14Z,2005,918.0,236
20181028T13Z,1942,734.0,263
20181028T12Z,1502,851.0,310
20181028T11Z,1339,786.0,350
20181028T10Z,1330,852.0,370
20181028T09Z,1327,804.0,390
20181028T08Z,1376,706.0,411
20181028T07Z,1543,729.0,380
20181028T06Z,1775,716.0,346
20181028T05Z,1800,833.0,289
20181028T04Z,1836,957.0,240
20181028T03Z,1953,913.0,154
20181028T02Z,2013,905.0,99
20181028T01Z,2013,945.0,55
20181028T00Z,2010,868.0,44
20181027T23Z,2006,905.0,27
20181027T22Z,2019,864.0,41
20181027T21Z,2010,864.0,40
20181027T20Z,2017,907.0,11
20181027T19Z,2005,929.0,5
20181027T18Z,2021,917.0,5
20181027T17Z,2029,902.0,1
20181027T16Z,2015,946.0,3
20181027T15Z,2025,970.0,39
20181027T14Z,2066,927.0,58
20181027T13Z,2082,851.0,109
20181027T12Z,2070,921.0,86
20181027T11Z,2077,901.0,132
20181027T10Z,2062,875.0,141
20181027T09Z,1882,851.0,158
20181027T08Z,1780,850.0,142
20181027T07Z,1802,834.0,127
20181027T06Z,1953,864.0,80
20181027T05Z,2101,827.0,44
20181027T04Z,2074,745.0,21
20181027T03Z,2091,777.0,6
20181027T02Z,2079,756.0,2
20181027T01Z,2068,774.0,7
20181027T00Z,2087,764.0,6
20181026T23Z,2085,748.0,6
20181026T22Z,2045,837.0,12
20181026T21Z,1888,809.0,13
20181026T20Z,1800,850.0,6
20181026T19Z,1769,895.0,5
20181026T18Z,1770,1019.0,1
20181026T17Z,1701,1034.0,6
20181026T16Z,1644,1051.0,3
20181026T15Z,1567,1104.0,3
20181026T14Z,1518,1109.0,22
20181026T13Z,1492,1043.0,51
20181026T12Z,1486,1043.0,57
20181026T11Z,1483,1031.0,52
20181026T10Z,1477,896.0,75
20181026T09Z,1455,865.0,46
20181026T08Z,1431,866.0,58
20181026T07Z,1413,865.0,47
20181026T06Z,1414,876.0,25
20181026T05Z,1369,925.0,37
20181026T04Z,1466,930.0,60
20181026T03Z,1481,1073.0,43
20181026T02Z,1485,1097.0,32
20181026T01Z,1484,1063.0,20
20181026T00Z,1485,1084.0,7
20181025T23Z,1489,1055.0,0
20181025T22Z,1487,1137.0,0
20181025T21Z,1485,1141.0,0
20181025T20Z,1486,1088.0,0
20181025T19Z,1487,1109.0,0
20181025T18Z,1498,1125.0,2
20181025T17Z,1486,1140.0,7
20181025T16Z,1486,982.0,9
20181025T15Z,1483,1142.0,22
20181025T14Z,1482,1097.0,35
20181025T13Z,1484,1083.0,46
20181025T12Z,1488,1067.0,64
20181025T11Z,1479,929.0,67
20181025T10Z,1459,798.0,48
20181025T09Z,1424,700.0,47
20181025T08Z,1394,687.0,58
20181025T07Z,1372,683.0,82
20181025T06Z,1354,681.0,67
20181025T05Z,1434,680.0,62
20181025T04Z,1471,772.0,76
20181025T03Z,1491,869.0,93
20181025T02Z,1491,857.0,127
20181025T01Z,1496,832.0,102
20181025T00Z,1479,875.0,73
20181024T23Z,1488,903.0,37
20181024T22Z,1515,753.0,46
20181024T21Z,1485,753.0,42
20181024T20Z,1481,804.0,36
20181024T19Z,1476,888.0,33
20181024T18Z,1492,893.0,44
20181024T17Z,1480,835.0,77
20181024T16Z,1484,830.0,55
20181024T15Z,1480,898.0,91
20181024T14Z,1476,897.0,140
20181024T13Z,1484,871.0,141
20181024T12Z,1478,900.0,143
20181024T11Z,1482,865.0,145
20181024T10Z,1473,719.0,150
20181024T09Z,1417,668.0,164
20181024T08Z,1365,668.0,194
20181024T07Z,1272,667.0,184
20181024T06Z,1293,664.0,166
20181024T05Z,1393,659.0,108
20181024T04Z,1486,764.0,70
20181024T03Z,1488,951.0,57
20181024T02Z,1483,1085.0,43
20181024T01Z,1487,1097.0,16
20181024T00Z,1493,1095.0,25
20181023T23Z,1480,1105.0,11
20181023T22Z,1484,1077.0,12
20181023T21Z,1496,1032.0,9
20181023T20Z,1484,869.0,6
20181023T19Z,1478,888.0,5
20181023T18Z,1487,866.0,16
20181023T17Z,1488,871.0,8
20181023T16Z,1484,914.0,3
20181023T15Z,1484,914.0,22
20181023T14Z,1487,907.0,104
20181023T13Z,1487,901.0,114
20181023T12Z,1481,874.0,124
20181023T11Z,1476,815.0,136
20181023T10Z,1480,794.0,150
20181023T09Z,1436,706.0,183
20181023T08Z,1391,694.0,185
20181023T07Z,1432,686.0,112
20181023T06Z,1433,683.0,102
20181023T05Z,1474,684.0,86
20181023T04Z,1494,735.0,66
20181023T03Z,1489,865.0,59
20181023T02Z,1459,902.0,69
20181023T01Z,1495,898.0,77
20181023T00Z,1466,883.0,59
20181022T23Z,1490,882.0,24
20181022T22Z,1484,895.0,19
20181022T21Z,1481,914.0,23
20181022T20Z,1476,918.0,29
20181022T19Z,1530,872.0,32
20181022T18Z,1685,768.0,44
20181022T17Z,1788,687.0,69
20181022T16Z,1807,723.0,58
20181022T15Z,1801,705.0,73
20181022T14Z,1862,663.0,109
20181022T13Z,1860,598.0,110
20181022T12Z,1847,521.0,115
20181022T11Z,1816,470.0,151
20181022T10Z,1722,250.0,224
20181022T09Z,1724,155.0,270
20181022T08Z,1718,155.0,306
20181022T07Z,1684,156.0,333
20181022T06Z,1729,165.0,310
20181022T05Z,1781,195.0,320
20181022T04Z,1914,178.0,360
20181022T03Z,1996,152.0,369
20181022T02Z,1965,173.0,376
20181022T01Z,1989,168.0,272
20181022T00Z,2039,190.0,159
20181021T23Z,1997,190.0,192
20181021T22Z,1915,190.0,223
20181021T21Z,1733,191.0,208
20181021T20Z,1805,192.0,162
20181021T19Z,1836,175.0,147
20181021T18Z,1972,161.0,144
20181021T17Z,2045,167.0,152
20181021T16Z,2051,357.0,148
20181021T15Z,2053,373.0,161
20181021T14Z,2049,384.0,210
20181021T13Z,2044,392.0,174
20181021T12Z,2055,418.0,181
20181021T11Z,2045,418.0,224
20181021T10Z,2053,365.0,217
20181021T09Z,2024,390.0,173
20181021T08Z,2034,369.0,156
20181021T07Z,2037,364.0,124
20181021T06Z,2032,391.0,120
20181021T05Z,2052,423.0,129
20181021T04Z,2021,545.0,153
20181021T03Z,1978,610.0,144
20181021T02Z,1941,650.0,111
20181021T01Z,1933,618.0,179
20181021T00Z,1933,630.0,174
20181020T23Z,1907,495.0,258
20181020T22Z,1836,498.0,306
20181020T21Z,1746,496.0,335
20181020T20Z,1791,495.0,328
20181020T19Z,1841,497.0,344
20181020T18Z,1875,500.0,311
20181020T17Z,1897,453.0,262
20181020T16Z,1894,435.0,140
20181020T15Z,1908,412.0,168
20181020T14Z,1890,430.0,253
20181020T13Z,1900,412.0,304
20181020T12Z,1838,356.0,301
20181020T11Z,1716,355.0,300
20181020T10Z,1612,350.0,310
20181020T09Z,1630,350.0,271
20181020T08Z,1686,359.0,189
20181020T07Z,1576,399.0,166
20181020T06Z,1606,352.0,210
20181020T05Z,1626,381.0,216
20181020T04Z,1702,393.0,215
20181020T03Z,1850,362.0,230
20181020T02Z,2039,348.0,191
20181020T01Z,2066,414.0,113
20181020T00Z,2031,388.0,82
20181019T23Z,2030,410.0,101
20181019T22Z,2075,413.0,139
20181019T21Z,2085,429.0,174
20181019T20Z,2074,402.0,198
20181019T19Z,2072,428.0,203
20181019T18Z,2076,427.0,216
20181019T17Z,2067,415.0,240
20181019T16Z,2052,389.0,248
20181019T15Z,2076,366.0,203
20181019T14Z,2061,428.0,168
20181019T13Z,2069,428.0,141
20181019T12Z,2060,376.0,95
20181019T11Z,1965,366.0,72
20181019T10Z,1664,361.0,82
20181019T09Z,1502,361.0,121
20181019T08Z,1430,344.0,133
20181019T07Z,1491,344.0,125
20181019T06Z,1517,344.0,152
20181019T05Z,1571,344.0,140
20181019T04Z,1806,343.0,123
20181019T03Z,1901,354.0,129
20181019T02Z,1895,404.0,121
20181019T01Z,2064,382.0,92
20181019T00Z,2041,417.0,56
20181018T23Z,2040,407.0,55
20181018T22Z,1839,405.0,52
20181018T21Z,1893,462.0,54
20181018T20Z,1717,715.0,49
20181018T19Z,1772,655.0,52
20181018T18Z,1766,554.0,65
20181018T17Z,1707,477.0,86
20181018T16Z,1962,459.0,83
20181018T15Z,2075,498.0,80
20181018T14Z,2062,441.0,134
20181018T13Z,2073,414.0,150
20181018T12Z,2053,406.0,130
20181018T11Z,1980,363.0,118
20181018T10Z,1899,381.0,89
20181018T09Z,1742,363.0,95
20181018T08Z,1723,360.0,98
20181018T07Z,1676,362.0,94
20181018T06Z,1744,360.0,98
20181018T05Z,1854,361.0,70
20181018T04Z,1918,360.0,50
20181018T03Z,2027,358.0,39
20181018T02Z,2062,356.0,34
20181018T01Z,2075,374.0,31
20181018T00Z,2060,392.0,19
20181017T23Z,2048,399.0,12
20181017T22Z,2052,376.0,27
20181017T21Z,2051,412.0,33
20181017T20Z,2044,393.0,48
20181017T19Z,2034,389.0,79
20181017T18Z,1973,380.0,70
20181017T17Z,1958,361.0,43
20181017T16Z,1941,395.0,9
20181017T15Z,1928,415.0,30
20181017T14Z,1926,417.0,48
20181017T13Z,1926,394.0,69
20181017T12Z,1897,389.0,50
20181017T11Z,1831,422.0,33
20181017T10Z,1912,439.0,35
20181017T09Z,1888,424.0,60
20181017T08Z,1882,380.0,101
20181017T07Z,1906,409.0,48
20181017T06Z,1819,479.0,89
20181017T05Z,1762,453.0,132
20181017T04Z,1803,392.0,167
20181017T03Z,1834,432.0,161
20181017T02Z,1883,600.0,115
20181017T01Z,1907,615.0,59
20181017T00Z,1905,623.0,20
20181016T23Z,1895,584.0,35
20181016T22Z,1905,558.0,64
20181016T21Z,1911,538.0,79
20181016T20Z,1898,556.0,86
20181016T19Z,1909,569.0,63
20181016T18Z,1892,560.0,60
20181016T17Z,1903,565.0,60
20181016T16Z,1901,586.0,67
20181016T15Z,1909,647.0,104
20181016T14Z,1905,658.0,177
20181016T13Z,1912,729.0,184
20181016T12Z,1848,764.0,193
20181016T11Z,1806,658.0,194
20181016T10Z,1855,612.0,180
20181016T09Z,1851,588.0,157
20181016T08Z,1890,568.0,126
20181016T07Z,1841,651.0,131
20181016T06Z,1742,641.0,150
20181016T05Z,1802,560.0,158
20181016T04Z,1906,566.0,168
20181016T03Z,1903,564.0,147
20181016T02Z,1910,567.0,105
20181016T01Z,1899,617.0,69
20181016T00Z,1879,589.0,47
20181015T23Z,1909,581.0,31
20181015T22Z,1895,740.0,37
20181015T21Z,1865,703.0,46
20181015T20Z,1836,736.0,61
20181015T19Z,1865,689.0,64
20181015T18Z,1907,625.0,61
20181015T17Z,1888,549.0,94
20181015T16Z,1879,517.0,112
20181015T15Z,1895,496.0,132
20181015T14Z,1880,529.0,124
20181015T13Z,1887,482.0,179
20181015T12Z,1858,507.0,206
20181015T11Z,1738,461.0,188
20181015T10Z,1590,393.0,189
20181015T09Z,1380,403.0,215
20181015T08Z,1334,417.0,221
20181015T07Z,1329,396.0,199
20181015T06Z,1300,378.0,207
20181015T05Z,1427,373.0,193
20181015T04Z,1518,390.0,198
20181015T03Z,1734,370.0,250
20181015T02Z,1867,399.0,275
20181015T01Z,1816,414.0,317
20181015T00Z,1776,379.0,378
20181014T23Z,1787,391.0,384
20181014T22Z,1879,391.0,311
20181014T21Z,1701,356.0,292
20181014T20Z,1515,462.0,283
20181014T19Z,1684,370.0,272
20181014T18Z,1434,365.0,248
20181014T17Z,1526,347.0,95
20181014T16Z,1475,366.0,47
20181014T15Z,1597,439.0,40
20181014T14Z,1759,375.0,52
20181014T13Z,1593,377.0,27
20181014T12Z,1535,349.0,15
20181014T11Z,1556,349.0,12
20181014T10Z,1525,349.0,7
20181014T09Z,1561,346.0,13
20181014T08Z,1456,346.0,22
20181014T07Z,1427,346.0,22
20181014T06Z,1436,346.0,28
20181014T05Z,1502,346.0,40
20181014T04Z,1647,346.0,79
20181014T03Z,1841,505.0,93
20181014T02Z,1892,764.0,73
20181014T01Z,1889,835.0,48
20181014T00Z,1881,857.0,40
20181013T23Z,1856,738.0,62
20181013T22Z,1724,731.0,93
20181013T21Z,1492,854.0,77
20181013T20Z,1654,707.0,40
20181013T19Z,1585,801.0,45
20181013T18Z,1766,754.0,88
20181013T17Z,1815,768.0,90
20181013T16Z,1513,822.0,85
20181013T15Z,1569,862.0,55
20181013T14Z,1818,764.0,42
20181013T13Z,1775,743.0,36
20181013T12Z,1470,735.0,27
20181013T11Z,1354,673.0,12
20181013T10Z,1217,672.0,8
20181013T09Z,1216,671.0,8
20181013T08Z,1217,673.0,6
20181013T07Z,1212,673.0,5
20181013T06Z,1207,672.0,10
20181013T05Z,1399,673.0,10
20181013T04Z,1618,672.0,22
20181013T03Z,1869,733.0,45
20181013T02Z,1891,855.0,48
20181013T01Z,1904,864.0,25
20181013T00Z,1894,887.0,20
20181012T23Z,1896,830.0,50
20181012T22Z,1903,864.0,52
20181012T21Z,1889,869.0,48
20181012T20Z,1895,875.0,17
20181012T19Z,1892,838.0,4
20181012T18Z,1896,852.0,4
20181012T17Z,1898,858.0,8
20181012T16Z,1858,720.0,10
20181012T15Z,1869,737.0,19
20181012T14Z,1891,806.0,32
20181012T13Z,1879,774.0,22
20181012T12Z,1862,832.0,10
20181012T11Z,1840,749.0,6
20181012T10Z,1716,706.0,4
20181012T09Z,1657,734.0,18
20181012T08Z,1634,733.0,22
20181012T07Z,1655,717.0,27
20181012T06Z,1640,770.0,46
20181012T05Z,1755,730.0,30
20181012T04Z,1876,789.0,29
