,natural gas,other,solar,hydro
20190710T01Z,246,555,89,44
20190710T00Z,213,556,109,41
20190709T23Z,194,555,122,43
20190709T22Z,194,553,127,42
20190709T21Z,172,555,129,42
20190709T20Z,162,557,133,42
20190709T19Z,174,558,130,43
20190709T18Z,171,562,126,41
20190709T17Z,168,564,118,44
20190709T16Z,160,567,106,40
20190709T15Z,160,582,74,41
20190709T14Z,156,578,21,43
20190709T13Z,162,576,0,44
20190709T12Z,155,583,0,42
20190709T11Z,161,582,0,42
20190709T10Z,158,581,0,40
20190709T09Z,157,577,0,41
20190709T08Z,164,572,0,39
20190709T07Z,158,564,0,41
20190709T06Z,207,570,0,38
20190709T05Z,232,565,0,39
20190709T04Z,238,565,0,40
20190709T03Z,238,565,7,40
20190709T02Z,229,569,46,40
20190709T01Z,203,557,90,39
20190709T00Z,196,561,111,37
20190708T23Z,191,564,122,40
20190708T22Z,184,563,128,40
20190708T21Z,178,566,132,40
20190708T20Z,169,564,133,40
20190708T19Z,161,574,133,41
20190708T18Z,153,571,129,41
20190708T17Z,173,571,112,36
20190708T16Z,185,575,81,39
20190708T15Z,168,580,53,39
20190708T14Z,152,586,17,39
20190708T13Z,151,579,0,41
20190708T12Z,155,583,0,40
20190708T11Z,159,545,0,40
20190708T10Z,164,534,0,39
20190708T09Z,174,530,0,42
20190708T08Z,184,526,0,42
20190708T07Z,170,521,0,38
20190708T06Z,200,519,0,40
20190708T05Z,238,491,0,36
20190708T04Z,248,496,0,38
20190708T03Z,247,514,6,37
20190708T02Z,225,537,53,34
20190708T01Z,206,522,63,36
20190708T00Z,204,521,90,34
20190707T23Z,198,520,105,32
20190707T22Z,193,555,123,37
20190707T21Z,190,565,112,35
20190707T20Z,183,563,125,33
20190707T19Z,180,563,118,36
20190707T18Z,164,564,117,34
20190707T17Z,162,567,102,38
20190707T16Z,157,562,70,34
20190707T15Z,175,537,45,34
20190707T14Z,177,529,17,32
20190707T13Z,190,539,0,35
20190707T12Z,175,535,0,34
20190707T11Z,156,514,0,36
20190707T10Z,154,544,0,35
20190707T09Z,153,563,0,31
20190707T08Z,147,570,0,38
20190707T07Z,187,573,0,34
20190707T06Z,209,563,0,37
20190707T05Z,240,562,0,36
20190707T04Z,247,562,0,38
20190707T03Z,246,560,6,37
20190707T02Z,240,559,44,37
20190707T01Z,195,559,91,42
20190707T00Z,192,554,108,43
20190706T23Z,193,557,122,42
20190706T22Z,191,554,129,39
20190706T21Z,189,549,132,41
20190706T20Z,188,550,131,40
20190706T19Z,181,551,128,42
20190706T18Z,171,553,127,39
20190706T17Z,171,551,118,44
20190706T16Z,162,561,106,40
20190706T15Z,167,568,72,38
20190706T14Z,156,575,20,40
20190706T13Z,161,568,0,41
20190706T12Z,174,569,0,39
20190706T11Z,190,562,0,39
20190706T10Z,191,560,0,43
20190706T09Z,193,563,0,37
20190706T08Z,187,566,0,41
20190706T07Z,186,565,0,39
20190706T06Z,197,564,0,40
20190706T05Z,205,565,0,39
20190706T04Z,234,561,0,42
20190706T03Z,249,564,6,36
20190706T02Z,252,561,46,42
20190706T01Z,237,562,92,38
20190706T00Z,195,556,112,40
20190705T23Z,198,561,122,39
20190705T22Z,194,563,127,40
20190705T21Z,190,555,135,43
20190705T20Z,190,563,133,37
20190705T19Z,189,567,131,41
20190705T18Z,177,565,128,41
20190705T17Z,174,571,119,40
20190705T16Z,158,570,108,39
20190705T15Z,152,582,78,41
20190705T14Z,158,582,22,41
20190705T13Z,168,583,0,36
20190705T12Z,173,576,0,40
20190705T11Z,176,579,0,42
20190705T10Z,174,573,0,38
20190705T09Z,167,571,0,40
20190705T08Z,174,571,0,38
20190705T07Z,174,566,0,40
20190705T06Z,183,564,0,40
20190705T05Z,194,568,0,42
20190705T04Z,215,566,0,39
20190705T03Z,216,565,7,40
20190705T02Z,217,564,49,42
20190705T01Z,233,558,94,40
20190705T00Z,253,553,109,42
20190704T23Z,224,557,123,41
20190704T22Z,200,555,130,37
20190704T21Z,193,559,132,41
20190704T20Z,193,561,135,41
20190704T19Z,187,565,132,39
20190704T18Z,187,565,130,41
20190704T17Z,179,568,121,41
20190704T16Z,174,574,109,36
20190704T15Z,178,573,78,42
20190704T14Z,171,585,24,41
20190704T13Z,157,581,0,41
20190704T12Z,158,570,0,39
20190704T11Z,156,571,0,41
20190704T10Z,159,561,0,40
20190704T09Z,173,558,0,39
20190704T08Z,175,561,0,43
20190704T07Z,178,564,0,39
20190704T06Z,183,556,0,41
20190704T05Z,168,555,0,42
20190704T04Z,193,548,0,41
20190704T03Z,191,551,7,40
20190704T02Z,200,543,44,42
20190704T01Z,251,548,92,39
20190704T00Z,204,545,104,41
20190703T23Z,206,539,112,42
20190703T22Z,205,556,126,43
20190703T21Z,199,554,135,42
20190703T20Z,195,570,135,40
20190703T19Z,195,574,132,39
20190703T18Z,194,574,129,42
20190703T17Z,188,572,120,40
20190703T16Z,177,568,110,41
20190703T15Z,153,574,78,42
20190703T14Z,156,580,26,38
20190703T13Z,156,575,0,39
20190703T12Z,156,581,0,40
20190703T11Z,156,580,0,41
20190703T10Z,181,570,0,40
20190703T09Z,188,568,0,43
20190703T08Z,172,574,0,42
20190703T07Z,167,569,0,40
20190703T06Z,194,573,0,41
20190703T05Z,195,570,0,40
20190703T04Z,238,569,0,41
20190703T03Z,254,560,7,39
20190703T02Z,209,564,50,39
20190703T01Z,211,551,94,41
20190703T00Z,210,554,110,40
20190702T23Z,207,551,125,39
20190702T22Z,202,555,129,39
20190702T21Z,199,558,131,39
20190702T20Z,189,560,135,40
20190702T19Z,177,562,134,40
20190702T18Z,176,561,127,41
20190702T17Z,170,564,121,38
20190702T16Z,150,562,110,40
20190702T15Z,158,557,79,39
20190702T14Z,162,560,26,41
20190702T13Z,153,562,0,39
20190702T12Z,152,560,0,44
20190702T11Z,161,561,0,41
20190702T10Z,166,574,0,39
20190702T09Z,185,570,0,37
20190702T08Z,201,569,0,36
20190702T07Z,188,554,0,40
20190702T06Z,197,554,0,38
20190702T05Z,219,553,0,41
20190702T04Z,239,547,0,40
20190702T03Z,253,551,6,38
20190702T02Z,254,514,51,42
20190702T01Z,255,537,92,41
20190702T00Z,253,552,112,32
20190701T23Z,250,554,121,38
20190701T22Z,234,556,126,38
20190701T21Z,196,558,133,39
20190701T20Z,198,557,128,35
20190701T19Z,202,542,133,37
20190701T18Z,200,539,128,30
20190701T17Z,195,539,122,26
20190701T16Z,191,553,105,21
20190701T15Z,181,566,78,21
20190701T14Z,165,586,23,35
20190701T13Z,155,589,0,35
20190701T12Z,154,583,0,33
20190701T11Z,159,584,0,33
20190701T10Z,169,575,0,36
20190701T09Z,175,571,0,32
20190701T08Z,183,575,0,34
20190701T07Z,167,568,0,31
20190701T06Z,171,572,0,35
20190701T05Z,184,564,0,31
20190701T04Z,210,565,0,29
20190701T03Z,226,563,7,31
20190701T02Z,227,561,50,32
20190701T01Z,216,557,91,32
20190701T00Z,205,560,111,31
20190630T23Z,183,567,120,30
20190630T22Z,160,565,125,31
20190630T21Z,136,567,122,26
20190630T20Z,134,568,111,25
20190630T19Z,113,576,116,24
20190630T18Z,111,573,78,25
20190630T17Z,97,578,83,26
20190630T16Z,108,571,67,25
20190630T15Z,112,573,17,29
20190630T14Z,111,572,5,35
20190630T13Z,110,579,0,32
20190630T12Z,112,575,0,32
20190630T11Z,113,572,0,34
20190630T10Z,111,570,0,34
20190630T09Z,112,572,0,33
20190630T08Z,109,571,0,33
20190630T07Z,113,567,0,32
20190630T06Z,112,565,0,30
20190630T05Z,113,565,0,32
20190630T04Z,112,564,0,33
20190630T03Z,117,569,2,33
20190630T02Z,123,567,12,33
20190630T01Z,133,568,31,31
20190630T00Z,111,568,37,34
20190629T23Z,86,551,72,33
20190629T22Z,91,536,52,35
20190629T21Z,87,532,51,35
20190629T20Z,86,532,38,35
20190629T19Z,80,531,32,36
20190629T18Z,78,533,44,35
20190629T17Z,107,529,26,34
20190629T16Z,102,529,22,34
20190629T15Z,112,534,14,34
20190629T14Z,106,536,0,36
20190629T13Z,92,533,0,32
20190629T12Z,92,531,0,36
20190629T11Z,102,535,0,33
20190629T10Z,107,536,0,33
20190629T09Z,107,539,0,37
20190629T08Z,111,529,0,36
20190629T07Z,108,523,0,33
20190629T06Z,107,516,0,36
20190629T05Z,110,520,0,34
20190629T04Z,144,571,0,36
20190629T03Z,157,573,6,35
20190629T02Z,156,567,24,37
20190629T01Z,138,567,64,33
20190629T00Z,112,572,89,35
20190628T23Z,111,564,100,35
20190628T22Z,110,568,107,34
20190628T21Z,108,564,117,36
20190628T20Z,100,566,133,35
20190628T19Z,96,573,134,34
20190628T18Z,91,574,129,36
20190628T17Z,87,574,120,36
20190628T16Z,77,578,111,34
20190628T15Z,77,586,75,33
20190628T14Z,84,588,24,35
20190628T13Z,98,584,0,35
20190628T12Z,97,585,0,37
20190628T11Z,103,577,0,36
20190628T10Z,109,581,0,35
20190628T09Z,113,578,0,38
20190628T08Z,112,578,0,33
20190628T07Z,99,575,0,36
20190628T06Z,108,571,0,34
20190628T05Z,115,574,0,33
20190628T04Z,156,574,0,35
20190628T03Z,156,575,7,35
20190628T02Z,153,571,47,36
20190628T01Z,111,568,95,34
20190628T00Z,109,568,112,36
20190627T23Z,108,556,123,32
20190627T22Z,106,518,131,37
20190627T21Z,105,511,136,36
20190627T20Z,106,495,133,36
20190627T19Z,108,499,135,35
20190627T18Z,107,504,127,37
20190627T17Z,95,558,123,34
20190627T16Z,92,581,107,36
20190627T15Z,76,584,77,38
20190627T14Z,78,588,25,37
20190627T13Z,79,588,0,37
20190627T12Z,90,583,0,38
20190627T11Z,95,582,0,36
20190627T10Z,109,585,0,37
20190627T09Z,109,582,0,39
20190627T08Z,112,583,0,37
20190627T07Z,109,583,0,35
20190627T06Z,107,573,0,37
20190627T05Z,112,575,0,35
20190627T04Z,112,568,0,34
20190627T03Z,112,572,5,36
20190627T02Z,110,571,46,35
20190627T01Z,95,546,93,38
20190627T00Z,92,535,112,35
20190626T23Z,97,527,124,35
20190626T22Z,94,523,130,35
20190626T21Z,109,525,135,36
20190626T20Z,106,519,132,36
20190626T19Z,88,501,135,33
20190626T18Z,109,488,127,35
20190626T17Z,78,500,115,36
20190626T16Z,79,560,90,34
20190626T15Z,84,578,49,36
20190626T14Z,78,576,13,34
20190626T13Z,101,580,1,37
20190626T12Z,97,572,0,34
20190626T11Z,99,574,0,35
20190626T10Z,104,574,0,34
20190626T09Z,110,569,0,35
20190626T08Z,109,572,0,37
20190626T07Z,94,569,0,35
20190626T06Z,95,570,0,34
20190626T05Z,80,565,0,36
20190626T04Z,77,570,0,35
20190626T03Z,84,567,4,35
20190626T02Z,110,565,21,36
20190626T01Z,111,566,50,33
20190626T00Z,85,569,94,38
20190625T23Z,94,566,113,33
20190625T22Z,90,566,108,35
20190625T21Z,78,566,107,33
20190625T20Z,78,564,122,35
20190625T19Z,98,564,99,35
20190625T18Z,108,567,86,33
20190625T17Z,98,562,106,35
20190625T16Z,84,572,106,34
20190625T15Z,76,579,80,35
20190625T14Z,86,579,25,35
20190625T13Z,86,582,0,35
20190625T12Z,83,579,0,35
20190625T11Z,93,578,0,33
20190625T10Z,108,577,0,36
20190625T09Z,107,585,0,33
20190625T08Z,140,573,0,35
20190625T07Z,143,577,0,34
20190625T06Z,142,582,0,34
20190625T05Z,131,578,0,32
20190625T04Z,191,576,0,35
20190625T03Z,185,572,6,33
20190625T02Z,154,572,50,31
20190625T01Z,110,582,92,33
20190625T00Z,108,573,116,32
20190624T23Z,88,575,126,31
20190624T22Z,90,572,131,31
20190624T21Z,105,574,131,32
20190624T20Z,110,562,136,29
20190624T19Z,106,556,136,33
20190624T18Z,111,544,131,29
20190624T17Z,110,536,124,33
20190624T16Z,100,539,110,29
20190624T15Z,89,545,80,30
20190624T14Z,108,550,28,33
20190624T13Z,110,559,1,32
20190624T12Z,102,558,0,28
20190624T11Z,92,556,0,31
20190624T10Z,99,551,0,32
20190624T09Z,109,553,0,31
20190624T08Z,113,548,0,34
20190624T07Z,110,558,0,32
20190624T06Z,126,557,0,32
20190624T05Z,136,556,0,30
20190624T04Z,189,558,0,31
20190624T03Z,199,549,5,30
20190624T02Z,192,555,51,28
20190624T01Z,147,550,96,30
20190624T00Z,111,547,116,29
20190623T23Z,110,551,129,28
20190623T22Z,108,546,132,30
20190623T21Z,112,550,137,30
20190623T20Z,112,553,136,27
20190623T19Z,108,543,138,26
20190623T18Z,111,550,132,31
20190623T17Z,108,545,126,26
20190623T16Z,91,554,112,28
20190623T15Z,76,558,82,26
20190623T14Z,92,562,28,29
20190623T13Z,99,560,0,25
20190623T12Z,106,559,0,30
20190623T11Z,106,557,0,30
20190623T10Z,111,556,0,30
20190623T09Z,112,547,0,28
20190623T08Z,123,541,0,32
20190623T07Z,149,541,0,30
20190623T06Z,149,548,0,30
20190623T05Z,153,547,0,31
20190623T04Z,168,544,0,31
20190623T03Z,171,542,7,30
20190623T02Z,157,547,50,32
20190623T01Z,157,546,95,24
20190623T00Z,116,540,116,24
20190622T23Z,111,546,125,31
20190622T22Z,90,569,132,32
20190622T21Z,93,566,139,32
20190622T20Z,97,570,138,33
20190622T19Z,90,572,137,32
20190622T18Z,86,575,134,33
20190622T17Z,94,574,124,32
20190622T16Z,95,574,115,32
20190622T15Z,92,575,79,34
20190622T14Z,94,578,26,31
20190622T13Z,95,579,1,35
20190622T12Z,96,584,0,33
20190622T11Z,97,579,0,31
20190622T10Z,100,577,0,32
20190622T09Z,102,574,0,33
20190622T08Z,106,579,0,33
20190622T07Z,112,577,0,32
20190622T06Z,105,582,0,34
20190622T05Z,86,576,0,35
20190622T04Z,79,574,0,33
20190622T03Z,95,571,7,34
20190622T02Z,112,574,44,36
20190622T01Z,112,566,87,29
20190622T00Z,113,561,115,35
20190621T23Z,110,559,128,33
20190621T22Z,86,565,137,35
20190621T21Z,79,572,140,34
20190621T20Z,82,578,140,32
20190621T19Z,85,573,136,33
20190621T18Z,84,579,134,34
20190621T17Z,92,575,114,33
20190621T16Z,77,570,104,31
20190621T15Z,77,578,78,33
20190621T14Z,81,583,23,34
20190621T13Z,82,577,0,34
20190621T12Z,83,574,0,33
20190621T11Z,82,581,0,33
20190621T10Z,99,571,0,33
20190621T09Z,99,569,0,33
20190621T08Z,112,569,0,31
20190621T07Z,112,566,0,32
20190621T06Z,107,563,0,31
20190621T05Z,103,564,0,33
20190621T04Z,131,558,0,31
20190621T03Z,140,559,6,30
20190621T02Z,152,553,50,33
20190621T01Z,156,548,94,30
20190621T00Z,113,547,112,30
20190620T23Z,112,555,127,31
20190620T22Z,112,555,130,31
20190620T21Z,109,559,132,31
20190620T20Z,109,562,135,30
20190620T19Z,103,566,138,33
20190620T18Z,100,571,128,29
20190620T17Z,100,573,122,32
20190620T16Z,95,573,108,31
20190620T15Z,82,579,78,30
20190620T14Z,90,580,27,33
20190620T13Z,84,581,0,35
20190620T12Z,90,579,0,32
20190620T11Z,91,578,0,33
20190620T10Z,109,573,0,32
20190620T09Z,111,572,0,34
20190620T08Z,112,571,0,33
20190620T07Z,110,569,0,33
20190620T06Z,108,572,0,33
20190620T05Z,119,566,0,33
20190620T04Z,157,599,0,29
20190620T03Z,153,534,6,33
20190620T02Z,156,565,46,31
20190620T01Z,127,555,94,30
20190620T00Z,112,559,111,31
20190619T23Z,110,557,126,30
20190619T22Z,109,553,132,32
20190619T21Z,103,554,137,32
20190619T20Z,103,547,137,32
20190619T19Z,106,552,136,33
20190619T18Z,97,560,130,36
20190619T17Z,96,558,123,34
20190619T16Z,87,564,110,34
20190619T15Z,89,571,79,32
20190619T14Z,88,571,27,32
20190619T13Z,89,569,0,34
20190619T12Z,91,569,0,34
20190619T11Z,92,566,0,34
20190619T10Z,110,565,0,36
20190619T09Z,110,559,0,35
20190619T08Z,113,564,0,35
20190619T07Z,111,568,0,33
20190619T06Z,113,564,0,33
20190619T05Z,150,568,0,32
20190619T04Z,154,571,0,34
20190619T03Z,128,562,7,32
20190619T02Z,112,563,46,32
20190619T01Z,108,553,92,33
20190619T00Z,94,556,115,32
20190618T23Z,103,545,126,33
20190618T22Z,99,545,134,31
20190618T21Z,104,545,140,35
20190618T20Z,113,546,134,32
20190618T19Z,101,551,134,32
20190618T18Z,107,556,131,35
20190618T17Z,107,558,125,33
20190618T16Z,92,560,111,37
20190618T15Z,81,566,75,34
20190618T14Z,84,564,28,35
20190618T13Z,85,569,1,33
20190618T12Z,88,564,0,35
20190618T11Z,96,565,0,36
20190618T10Z,110,561,0,35
20190618T09Z,110,552,0,34
20190618T08Z,109,560,0,36
20190618T07Z,91,555,0,32
20190618T06Z,100,553,0,32
20190618T05Z,127,555,0,29
20190618T04Z,174,557,0,33
20190618T03Z,182,554,6,32
20190618T02Z,145,551,45,30
20190618T01Z,112,541,93,33
20190618T00Z,111,533,115,31
20190617T23Z,112,526,123,32
20190617T22Z,112,527,133,31
20190617T21Z,111,537,135,32
20190617T20Z,112,533,136,32
20190617T19Z,110,533,137,31
20190617T18Z,111,538,130,34
20190617T17Z,108,530,126,32
20190617T16Z,94,533,109,33
20190617T15Z,75,561,78,35
20190617T14Z,83,566,28,34
20190617T13Z,88,561,0,35
20190617T12Z,80,564,0,32
20190617T11Z,86,555,0,36
20190617T10Z,87,554,0,34
20190617T09Z,103,551,0,35
20190617T08Z,103,550,0,34
20190617T07Z,92,552,0,31
20190617T06Z,84,556,0,35
20190617T05Z,92,553,0,32
20190617T04Z,110,552,0,32
20190617T03Z,111,548,9,32
20190617T02Z,92,545,43,32
20190617T01Z,77,543,71,32
20190617T00Z,103,544,84,30
20190616T23Z,106,542,98,33
20190616T22Z,104,540,99,32
20190616T21Z,96,542,108,31
20190616T20Z,100,537,134,31
20190616T19Z,103,543,133,32
20190616T18Z,96,539,131,31
20190616T17Z,99,545,123,28
20190616T16Z,92,555,109,30
20190616T15Z,92,560,80,33
20190616T14Z,93,556,25,29
20190616T13Z,78,559,0,33
20190616T12Z,85,561,0,32
20190616T11Z,99,559,0,34
20190616T10Z,111,554,0,30
20190616T09Z,112,551,0,33
20190616T08Z,112,545,0,34
20190616T07Z,108,547,0,32
20190616T06Z,116,546,0,33
20190616T05Z,152,542,0,32
20190616T04Z,151,540,0,34
20190616T03Z,132,545,6,33
20190616T02Z,113,544,40,34
20190616T01Z,112,545,88,35
20190616T00Z,101,544,112,33
20190615T23Z,86,537,121,33
20190615T22Z,91,541,129,34
20190615T21Z,91,537,132,35
20190615T20Z,102,542,132,33
20190615T19Z,94,543,134,33
20190615T18Z,103,540,128,37
20190615T17Z,108,545,121,35
20190615T16Z,99,547,106,33
20190615T15Z,79,560,75,34
20190615T14Z,80,563,24,35
20190615T13Z,86,566,0,36
20190615T12Z,90,560,0,34
20190615T11Z,86,563,0,37
20190615T10Z,100,564,0,35
20190615T09Z,103,562,0,34
20190615T08Z,112,561,0,37
20190615T07Z,142,561,0,35
20190615T06Z,161,556,0,34
20190615T05Z,180,556,0,38
20190615T04Z,213,548,0,34
20190615T03Z,198,547,7,37
20190615T02Z,195,542,45,35
20190615T01Z,160,541,94,37
20190615T00Z,163,545,115,34
20190614T23Z,190,552,123,36
20190614T22Z,177,553,128,35
20190614T21Z,182,541,106,37
20190614T20Z,168,538,107,30
20190614T19Z,156,543,113,36
20190614T18Z,133,546,131,34
20190614T17Z,139,559,125,35
20190614T16Z,134,560,112,36
20190614T15Z,131,564,81,33
20190614T14Z,128,561,29,34
20190614T13Z,156,565,1,37
20190614T12Z,159,534,0,33
20190614T11Z,165,536,0,35
20190614T10Z,170,534,0,36
20190614T09Z,164,527,0,34
20190614T08Z,177,524,0,36
20190614T07Z,167,523,0,36
20190614T06Z,162,519,0,36
20190614T05Z,156,517,0,34
20190614T04Z,162,520,0,37
20190614T03Z,165,546,4,34
20190614T02Z,173,542,49,37
20190614T01Z,179,543,91,37
20190614T00Z,179,544,117,35
20190613T23Z,166,548,122,34
20190613T22Z,165,549,131,36
20190613T21Z,171,545,132,36
20190613T20Z,182,547,125,34
20190613T19Z,184,547,115,38
20190613T18Z,185,549,99,36
20190613T17Z,177,552,88,37
20190613T16Z,174,550,77,36
20190613T15Z,173,556,53,34
20190613T14Z,176,555,19,35
20190613T13Z,177,558,0,40
20190613T12Z,173,553,0,43
20190613T11Z,179,552,0,42
20190613T10Z,204,548,0,44
20190613T09Z,208,544,0,42
20190613T08Z,186,551,0,41
20190613T07Z,161,548,0,41
20190613T06Z,175,547,0,40
20190613T05Z,178,545,0,39
20190613T04Z,251,555,0,41
20190613T03Z,244,532,5,40
20190613T02Z,241,528,44,41
20190613T01Z,205,542,81,39
20190613T00Z,204,528,106,41
20190612T23Z,190,524,118,41
20190612T22Z,230,542,122,42
20190612T21Z,199,522,125,42
20190612T20Z,197,524,129,39
20190612T19Z,195,524,128,43
20190612T18Z,193,523,129,41
20190612T17Z,192,528,120,43
20190612T16Z,183,529,105,42
20190612T15Z,180,556,75,40
20190612T14Z,186,539,24,43
20190612T13Z,192,552,0,41
20190612T12Z,194,556,0,42
20190612T11Z,196,558,0,42
20190612T10Z,194,560,0,43
20190612T09Z,194,558,0,43
20190612T08Z,189,556,0,42
20190612T07Z,177,556,0,42
20190612T06Z,189,549,0,45
20190612T05Z,194,546,0,44
20190612T04Z,242,553,0,43
20190612T03Z,264,544,3,43
20190612T02Z,265,549,37,43
20190612T01Z,243,554,72,47
20190612T00Z,225,558,100,46
20190611T23Z,205,553,95,44
20190611T22Z,219,540,96,44
20190611T21Z,199,536,120,44
20190611T20Z,140,532,126,42
20190611T19Z,136,531,131,44
20190611T18Z,120,535,126,44
20190611T17Z,110,544,119,44
20190611T16Z,104,550,112,44
20190611T15Z,91,565,79,43
20190611T14Z,77,573,27,42
20190611T13Z,76,574,0,42
20190611T12Z,75,571,0,42
20190611T11Z,83,570,0,44
20190611T10Z,91,562,0,42
20190611T09Z,97,568,0,41
20190611T08Z,128,568,0,41
20190611T07Z,133,568,0,44
20190611T06Z,144,566,0,42
20190611T05Z,147,564,0,45
20190611T04Z,150,563,0,44
20190611T03Z,137,561,8,44
20190611T02Z,146,562,31,44
20190611T01Z,144,562,75,45
20190611T00Z,110,567,111,43
20190610T23Z,88,561,120,38
20190610T22Z,96,564,127,40
20190610T21Z,86,557,131,42
20190610T20Z,100,559,133,40
20190610T19Z,105,563,135,42
20190610T18Z,95,566,133,40
20190610T17Z,109,572,124,40
20190610T16Z,105,572,111,42
20190610T15Z,84,590,84,40
20190610T14Z,79,586,29,41
20190610T13Z,77,585,1,41
20190610T12Z,79,583,0,40
20190610T11Z,79,577,0,43
20190610T10Z,87,584,0,41
20190610T09Z,88,579,0,39
20190610T08Z,93,572,0,41
20190610T07Z,88,566,0,40
20190610T06Z,89,564,0,37
20190610T05Z,109,558,0,39
20190610T04Z,138,556,0,40
20190610T03Z,129,551,7,39
20190610T02Z,120,557,44,39
20190610T01Z,111,557,92,39
20190610T00Z,94,558,113,38
20190609T23Z,111,556,125,39
20190609T22Z,84,555,131,38
20190609T21Z,84,559,135,38
20190609T20Z,81,560,139,36
20190609T19Z,80,561,134,40
20190609T18Z,84,557,133,38
20190609T17Z,80,562,124,38
20190609T16Z,78,571,114,39
20190609T15Z,77,572,82,35
20190609T14Z,76,575,29,39
20190609T13Z,77,572,0,38
20190609T12Z,78,574,0,40
20190609T11Z,83,566,0,38
20190609T10Z,89,572,0,43
20190609T09Z,91,570,0,41
20190609T08Z,110,571,0,42
20190609T07Z,101,565,0,40
20190609T06Z,100,563,0,45
20190609T05Z,93,561,0,44
20190609T04Z,133,559,0,43
20190609T03Z,154,559,3,45
20190609T02Z,158,557,47,44
20190609T01Z,143,560,92,45
20190609T00Z,144,558,117,44
20190608T23Z,111,558,128,44
20190608T22Z,83,554,136,48
20190608T21Z,82,556,137,45
20190608T20Z,85,558,139,43
20190608T19Z,94,559,138,38
20190608T18Z,105,559,133,38
20190608T17Z,108,555,127,38
20190608T16Z,106,524,114,38
20190608T15Z,82,525,86,39
20190608T14Z,78,539,31,39
20190608T13Z,77,533,0,38
20190608T12Z,77,532,0,38
20190608T11Z,76,529,0,38
20190608T10Z,77,525,0,37
20190608T09Z,82,525,0,38
20190608T08Z,100,516,0,37
20190608T07Z,88,513,0,37
20190608T06Z,94,559,0,37
20190608T05Z,107,560,0,42
20190608T04Z,134,555,0,41
20190608T03Z,128,554,4,43
20190608T02Z,147,548,43,42
20190608T01Z,130,548,93,46
20190608T00Z,78,552,116,41
20190607T23Z,77,549,126,43
20190607T22Z,76,548,136,44
20190607T21Z,78,547,136,37
20190607T20Z,82,549,138,36
20190607T19Z,84,555,136,37
20190607T18Z,92,548,132,40
20190607T17Z,87,552,124,36
20190607T16Z,83,557,110,36
20190607T15Z,81,563,78,37
20190607T14Z,76,566,28,37
20190607T13Z,77,572,0,44
20190607T12Z,76,568,0,47
20190607T11Z,76,566,0,45
20190607T10Z,77,564,0,48
20190607T09Z,76,562,0,46
20190607T08Z,76,567,0,46
20190607T07Z,78,561,0,43
20190607T06Z,89,561,0,45
20190607T05Z,100,557,0,44
20190607T04Z,103,556,0,45
20190607T03Z,92,559,3,42
20190607T02Z,95,547,37,41
20190607T01Z,104,549,85,45
20190607T00Z,79,551,112,42
20190606T23Z,79,549,127,43
20190606T22Z,77,552,133,45
20190606T21Z,80,545,140,43
20190606T20Z,76,548,137,45
20190606T19Z,76,554,135,43
20190606T18Z,82,560,132,41
20190606T17Z,80,557,124,45
20190606T16Z,78,554,111,45
20190606T15Z,79,560,79,44
20190606T14Z,77,572,27,43
20190606T13Z,77,565,1,45
20190606T12Z,78,563,0,48
20190606T11Z,78,566,0,44
20190606T10Z,79,564,0,47
20190606T09Z,83,562,0,43
20190606T08Z,92,565,0,43
20190606T07Z,76,561,0,45
