,natural gas,other,solar,hydro
20180929T21Z,128,472,122,13
20180929T20Z,129,464,121,15
20180929T19Z,131,468,121,16
20180929T18Z,105,463,122,14
20180929T17Z,97,459,113,16
20180929T16Z,86,470,91,14
20180929T15Z,74,481,36,15
20180929T14Z,76,476,1,15
20180929T13Z,74,481,0,16
20180929T12Z,75,477,0,14
20180929T11Z,75,480,0,16
20180929T10Z,75,483,0,15
20180929T09Z,76,490,0,15
20180929T08Z,85,484,0,14
20180929T07Z,77,482,0,17
20180929T06Z,80,483,0,17
20180929T05Z,79,483,0,17
20180929T04Z,81,482,0,18
20180929T03Z,87,478,0,17
20180929T02Z,87,479,1,16
20180929T01Z,86,475,32,16
20180929T00Z,78,478,86,18
20180928T23Z,78,474,109,15
20180928T22Z,76,462,115,17
20180928T21Z,76,464,120,15
20180928T20Z,80,460,116,14
20180928T19Z,76,462,115,17
20180928T18Z,76,463,119,16
20180928T17Z,75,472,112,15
20180928T16Z,75,473,92,17
20180928T15Z,76,466,37,16
20180928T14Z,76,467,0,16
20180928T13Z,76,459,0,15
20180928T12Z,75,453,0,16
20180928T11Z,75,457,0,15
20180928T10Z,75,444,0,16
20180928T09Z,75,447,0,14
20180928T08Z,76,461,0,15
20180928T07Z,79,460,0,16
20180928T06Z,87,459,0,13
20180928T05Z,102,458,0,16
20180928T04Z,121,432,0,15
20180928T03Z,119,428,0,15
20180928T02Z,123,423,1,15
20180928T01Z,121,423,37,14
20180928T00Z,79,422,89,16
20180927T23Z,75,421,108,14
20180927T22Z,83,425,116,14
20180927T21Z,88,421,115,16
20180927T20Z,81,424,119,15
20180927T19Z,81,424,118,14
20180927T18Z,85,423,121,17
20180927T17Z,76,428,111,15
20180927T16Z,76,439,91,16
20180927T15Z,76,438,37,14
20180927T14Z,83,461,0,17
20180927T13Z,77,464,0,16
20180927T12Z,76,462,0,16
20180927T11Z,76,459,0,17
20180927T10Z,76,458,0,13
20180927T09Z,75,459,0,17
20180927T08Z,77,459,0,16
20180927T07Z,76,456,0,16
20180927T06Z,81,456,0,15
20180927T05Z,85,455,0,16
20180927T04Z,99,450,0,15
20180927T03Z,120,449,0,16
20180927T02Z,119,447,1,16
20180927T01Z,123,449,37,15
20180927T00Z,123,446,88,14
20180926T23Z,125,446,109,16
20180926T22Z,121,444,117,14
20180926T21Z,117,445,117,16
20180926T20Z,77,440,119,15
20180926T19Z,77,438,120,15
20180926T18Z,76,440,118,14
20180926T17Z,77,441,113,17
20180926T16Z,75,450,90,15
20180926T15Z,75,448,37,16
20180926T14Z,87,459,0,15
20180926T13Z,81,466,0,14
20180926T12Z,75,461,0,17
20180926T11Z,76,460,0,15
20180926T10Z,75,460,0,14
20180926T09Z,76,460,0,14
20180926T08Z,76,463,0,15
20180926T07Z,75,463,0,15
20180926T06Z,77,458,0,15
20180926T05Z,74,453,0,13
20180926T04Z,83,457,0,12
20180926T03Z,77,446,0,15
20180926T02Z,111,450,4,14
20180926T01Z,119,445,39,16
20180926T00Z,110,450,90,15
20180925T23Z,108,449,113,14
20180925T22Z,109,449,110,16
20180925T21Z,106,454,108,15
20180925T20Z,99,450,122,12
20180925T19Z,65,451,123,16
20180925T18Z,37,432,121,15
20180925T17Z,37,459,112,16
20180925T16Z,30,466,94,14
20180925T15Z,24,483,37,16
20180925T14Z,23,475,3,14
20180925T13Z,24,494,0,17
20180925T12Z,67,487,0,15
20180925T11Z,68,480,0,14
20180925T10Z,60,489,0,17
20180925T09Z,75,479,0,14
20180925T08Z,75,473,0,16
20180925T07Z,76,475,0,16
20180925T06Z,76,473,0,13
20180925T05Z,81,473,0,16
20180925T04Z,121,468,0,15
20180925T03Z,122,467,0,15
20180925T02Z,121,464,1,16
20180925T01Z,119,464,42,15
20180925T00Z,113,458,85,15
20180924T23Z,75,454,110,14
20180924T22Z,75,450,117,15
20180924T21Z,74,452,118,17
20180924T20Z,76,468,117,16
20180924T19Z,74,464,121,16
20180924T18Z,74,462,119,15
20180924T17Z,73,452,111,17
20180924T16Z,72,467,92,16
20180924T15Z,75,466,37,15
20180924T14Z,76,470,1,13
20180924T13Z,76,475,0,14
20180924T12Z,75,474,0,13
20180924T11Z,77,477,0,15
20180924T10Z,76,468,0,13
20180924T09Z,76,473,0,13
20180924T08Z,77,464,0,14
20180924T07Z,76,460,0,13
20180924T06Z,76,465,0,13
20180924T05Z,94,459,0,14
20180924T04Z,123,461,0,14
20180924T03Z,125,461,0,12
20180924T02Z,123,458,1,13
20180924T01Z,130,459,41,13
20180924T00Z,116,462,84,12
20180923T23Z,75,461,106,11
20180923T22Z,77,459,107,13
20180923T21Z,76,459,119,11
20180923T20Z,75,465,120,11
20180923T19Z,76,462,125,11
20180923T18Z,76,461,120,12
20180923T17Z,75,465,108,12
20180923T16Z,76,466,76,11
20180923T15Z,76,470,29,11
20180923T14Z,75,464,0,12
20180923T13Z,75,468,0,12
20180923T12Z,75,467,0,13
20180923T11Z,76,466,0,12
20180923T10Z,82,462,0,12
20180923T09Z,89,466,0,12
20180923T08Z,85,459,0,13
20180923T07Z,79,462,0,14
20180923T06Z,76,465,0,13
20180923T05Z,78,462,0,13
20180923T04Z,117,464,0,14
20180923T03Z,156,467,0,11
20180923T02Z,161,451,1,15
20180923T01Z,128,450,43,14
20180923T00Z,118,466,88,12
20180922T23Z,74,458,109,14
20180922T22Z,74,458,120,14
20180922T21Z,76,454,120,13
20180922T20Z,79,464,122,12
20180922T19Z,80,464,123,15
20180922T18Z,77,463,120,15
20180922T17Z,75,467,112,12
20180922T16Z,74,471,90,15
20180922T15Z,73,472,37,14
20180922T14Z,74,474,0,15
20180922T13Z,77,472,0,14
20180922T12Z,80,469,0,15
20180922T11Z,73,469,0,13
20180922T10Z,78,469,0,16
20180922T09Z,82,471,0,15
20180922T08Z,83,469,0,16
20180922T07Z,82,464,0,14
20180922T06Z,78,461,0,15
20180922T05Z,81,463,0,15
20180922T04Z,122,466,0,15
20180922T03Z,119,460,0,15
20180922T02Z,118,459,0,15
20180922T01Z,119,458,37,14
20180922T00Z,122,459,75,14
20180921T23Z,77,460,110,15
20180921T22Z,76,458,115,14
20180921T21Z,74,455,122,14
20180921T20Z,75,448,123,14
20180921T19Z,76,449,121,15
20180921T18Z,73,453,117,18
20180921T17Z,76,457,110,17
20180921T16Z,73,458,90,19
20180921T15Z,73,469,33,19
20180921T14Z,72,468,1,16
20180921T13Z,77,469,0,17
20180921T12Z,73,467,0,17
20180921T11Z,75,465,0,16
20180921T10Z,85,469,0,17
20180921T09Z,87,464,0,15
20180921T08Z,77,474,0,16
20180921T07Z,75,462,0,15
20180921T06Z,78,464,0,16
20180921T05Z,117,458,0,15
20180921T04Z,118,455,0,15
20180921T03Z,117,456,0,14
20180921T02Z,119,453,4,14
20180921T01Z,143,451,39,16
20180921T00Z,139,455,89,15
20180920T23Z,119,449,109,15
20180920T22Z,125,453,115,14
20180920T21Z,81,447,119,15
20180920T20Z,81,457,112,16
20180920T19Z,86,452,111,15
20180920T18Z,78,453,100,16
20180920T17Z,94,452,82,14
20180920T16Z,90,457,70,15
20180920T15Z,77,455,23,15
20180920T14Z,77,467,0,15
20180920T13Z,73,449,0,16
20180920T12Z,72,457,0,16
20180920T11Z,73,451,0,14
20180920T10Z,109,457,0,15
20180920T09Z,130,455,0,16
20180920T08Z,131,465,0,14
20180920T07Z,175,457,0,15
20180920T06Z,175,459,0,14
20180920T05Z,174,452,0,15
20180920T04Z,175,454,0,16
20180920T03Z,174,456,0,14
20180920T02Z,173,450,2,14
20180920T01Z,168,452,37,14
20180920T00Z,146,453,79,16
20180919T23Z,136,458,110,14
20180919T22Z,121,461,116,15
20180919T21Z,84,460,126,15
20180919T20Z,77,464,127,15
20180919T19Z,74,466,113,12
20180919T18Z,79,469,99,14
20180919T17Z,76,474,116,16
20180919T16Z,76,477,90,14
20180919T15Z,78,479,22,15
20180919T14Z,77,499,1,16
20180919T13Z,78,500,0,14
20180919T12Z,77,478,0,15
20180919T11Z,110,484,0,16
20180919T10Z,131,476,0,14
20180919T09Z,130,468,0,15
20180919T08Z,130,467,0,15
20180919T07Z,170,463,0,15
20180919T06Z,172,457,0,15
20180919T05Z,173,457,0,16
20180919T04Z,170,456,0,14
20180919T03Z,155,461,0,16
20180919T02Z,159,466,4,15
20180919T01Z,152,449,48,15
20180919T00Z,163,456,97,14
20180918T23Z,123,462,117,14
20180918T22Z,109,462,124,16
20180918T21Z,98,462,128,16
20180918T20Z,90,472,130,16
20180918T19Z,80,472,127,15
20180918T18Z,73,476,129,17
20180918T17Z,77,480,118,13
20180918T16Z,76,486,99,13
20180918T15Z,77,495,43,12
20180918T14Z,78,492,1,15
20180918T13Z,78,494,0,11
20180918T12Z,78,488,0,13
20180918T11Z,78,490,0,12
20180918T10Z,85,486,0,14
20180918T09Z,86,486,0,11
20180918T08Z,93,483,0,13
20180918T07Z,130,476,0,13
20180918T06Z,126,482,0,12
20180918T05Z,160,479,0,13
20180918T04Z,166,477,0,12
20180918T03Z,164,474,0,15
20180918T02Z,123,470,4,13
20180918T01Z,86,480,51,14
20180918T00Z,88,470,96,12
20180917T23Z,81,469,118,11
20180917T22Z,83,474,122,14
20180917T21Z,78,478,125,13
20180917T20Z,77,481,126,14
20180917T19Z,77,480,127,13
20180917T18Z,76,483,123,12
20180917T17Z,77,481,115,13
20180917T16Z,76,482,95,15
20180917T15Z,76,488,43,12
20180917T14Z,84,486,1,14
20180917T13Z,78,488,0,10
20180917T12Z,77,485,0,14
20180917T11Z,76,481,0,13
20180917T10Z,76,486,0,11
20180917T09Z,79,487,0,13
20180917T08Z,78,482,0,13
20180917T07Z,78,476,0,13
20180917T06Z,100,477,0,13
20180917T05Z,119,474,0,12
20180917T04Z,120,465,0,13
20180917T03Z,120,468,0,12
20180917T02Z,98,466,4,9
20180917T01Z,74,465,48,10
20180917T00Z,74,463,94,9
20180916T23Z,73,455,112,10
20180916T22Z,74,457,123,10
20180916T21Z,75,450,124,9
20180916T20Z,75,450,125,10
20180916T19Z,75,459,124,10
20180916T18Z,79,454,118,10
20180916T17Z,78,449,114,11
20180916T16Z,75,455,89,11
20180916T15Z,75,467,38,11
20180916T14Z,93,450,0,11
20180916T13Z,74,462,0,11
20180916T12Z,76,457,0,10
20180916T11Z,75,465,0,14
20180916T10Z,109,458,0,9
20180916T09Z,124,462,0,12
20180916T08Z,124,467,0,10
20180916T07Z,118,457,0,13
20180916T06Z,120,464,0,11
20180916T05Z,118,462,0,12
20180916T04Z,124,462,0,13
20180916T03Z,122,465,0,10
20180916T02Z,131,466,4,12
20180916T01Z,148,469,43,12
20180916T00Z,136,469,95,11
20180915T23Z,128,473,115,12
20180915T22Z,78,473,123,15
20180915T21Z,75,477,127,14
20180915T20Z,76,481,125,12
20180915T19Z,77,481,127,12
20180915T18Z,77,478,125,15
20180915T17Z,77,484,119,14
20180915T16Z,76,489,97,14
20180915T15Z,76,489,44,15
20180915T14Z,76,488,1,13
20180915T13Z,77,494,0,15
20180915T12Z,77,482,0,15
20180915T11Z,80,483,0,15
20180915T10Z,78,485,0,15
20180915T09Z,77,485,0,15
20180915T08Z,78,487,0,16
20180915T07Z,94,487,0,16
20180915T06Z,120,484,0,16
20180915T05Z,120,481,0,16
20180915T04Z,121,475,0,15
20180915T03Z,126,473,0,13
20180915T02Z,142,458,8,16
20180915T01Z,140,449,51,14
20180915T00Z,98,442,102,16
20180914T23Z,98,442,120,13
20180914T22Z,94,446,123,13
20180914T21Z,92,445,130,15
20180914T20Z,78,451,127,15
20180914T19Z,78,452,131,15
20180914T18Z,78,453,128,15
20180914T17Z,79,457,119,15
20180914T16Z,77,464,102,13
20180914T15Z,78,471,47,14
20180914T14Z,78,466,3,14
20180914T13Z,78,469,0,15
20180914T12Z,78,458,0,12
20180914T11Z,77,454,0,13
20180914T10Z,78,453,0,13
20180914T09Z,84,455,0,13
20180914T08Z,101,453,0,13
20180914T07Z,121,453,0,13
20180914T06Z,122,453,0,15
20180914T05Z,140,452,0,14
20180914T04Z,166,456,0,13
20180914T03Z,165,454,0,14
20180914T02Z,158,453,6,14
20180914T01Z,126,455,56,15
20180914T00Z,88,457,105,14
20180913T23Z,85,448,122,13
20180913T22Z,90,451,129,14
20180913T21Z,90,459,132,15
20180913T20Z,78,455,129,14
20180913T19Z,76,457,134,13
20180913T18Z,77,458,130,15
20180913T17Z,77,466,124,14
20180913T16Z,79,491,105,15
20180913T15Z,77,496,49,14
20180913T14Z,78,514,3,14
20180913T13Z,78,501,0,14
20180913T12Z,77,505,0,14
20180913T11Z,77,500,0,14
20180913T10Z,84,492,0,14
20180913T09Z,84,487,0,13
20180913T08Z,92,484,0,15
20180913T07Z,81,487,0,12
20180913T06Z,89,492,0,16
20180913T05Z,129,484,0,14
20180913T04Z,134,484,0,15
20180913T03Z,128,478,0,14
20180913T02Z,126,477,10,14
20180913T01Z,129,475,57,15
20180913T00Z,94,477,104,13
20180912T23Z,90,474,120,14
20180912T22Z,82,480,129,13
20180912T21Z,77,480,129,14
20180912T20Z,77,486,129,14
20180912T19Z,78,482,130,11
20180912T18Z,78,481,124,15
20180912T17Z,77,475,119,13
20180912T16Z,77,482,101,15
20180912T15Z,78,493,47,12
20180912T14Z,77,500,2,16
20180912T13Z,78,504,0,14
20180912T12Z,77,495,0,14
20180912T11Z,77,498,0,14
20180912T10Z,77,497,0,13
20180912T09Z,77,496,0,13
20180912T08Z,79,492,0,15
20180912T07Z,80,486,0,13
20180912T06Z,79,489,0,12
20180912T05Z,84,487,0,13
20180912T04Z,123,488,0,12
20180912T03Z,123,485,0,14
20180912T02Z,120,476,8,12
20180912T01Z,122,482,60,11
20180912T00Z,81,470,103,14
20180911T23Z,81,479,118,12
20180911T22Z,82,483,127,12
20180911T21Z,80,480,129,13
20180911T20Z,75,480,127,13
20180911T19Z,74,477,130,13
20180911T18Z,74,469,127,13
20180911T17Z,73,463,121,13
20180911T16Z,72,472,103,14
20180911T15Z,73,478,47,12
20180911T14Z,73,484,2,13
20180911T13Z,74,478,0,13
20180911T12Z,73,477,0,13
20180911T11Z,73,465,0,13
20180911T10Z,73,459,0,15
20180911T09Z,77,450,0,15
20180911T08Z,79,453,0,16
20180911T07Z,78,443,0,13
20180911T06Z,82,438,0,16
20180911T05Z,78,428,0,15
20180911T04Z,76,423,0,14
20180911T03Z,82,417,0,14
20180911T02Z,78,412,10,16
20180911T01Z,86,414,53,13
20180911T00Z,77,410,94,15
20180910T23Z,80,407,112,14
20180910T22Z,91,406,118,13
20180910T21Z,89,409,118,16
20180910T20Z,77,407,122,14
20180910T19Z,73,409,121,15
20180910T18Z,86,400,116,15
20180910T17Z,73,393,108,13
20180910T16Z,91,395,84,16
20180910T15Z,208,405,40,13
20180910T14Z,254,443,3,15
20180910T13Z,109,440,0,14
20180910T12Z,74,442,0,16
20180910T11Z,73,467,0,15
20180910T10Z,73,467,0,16
20180910T09Z,74,462,0,13
20180910T08Z,77,464,0,16
20180910T07Z,73,460,0,13
20180910T06Z,108,455,0,13
20180910T05Z,116,457,0,14
20180910T04Z,117,459,0,13
20180910T03Z,125,450,0,11
20180910T02Z,135,447,7,12
20180910T01Z,135,451,57,11
20180910T00Z,120,450,99,10
20180909T23Z,121,453,116,13
20180909T22Z,95,439,124,10
20180909T21Z,75,439,128,14
20180909T20Z,73,445,128,12
20180909T19Z,73,448,129,14
20180909T18Z,80,448,126,12
20180909T17Z,87,448,121,12
20180909T16Z,82,450,99,12
20180909T15Z,78,451,44,11
20180909T14Z,88,459,3,14
20180909T13Z,76,466,0,11
20180909T12Z,80,460,0,12
20180909T11Z,75,460,0,12
20180909T10Z,92,469,0,12
20180909T09Z,118,474,0,12
20180909T08Z,119,469,0,12
20180909T07Z,118,485,0,13
20180909T06Z,123,485,0,14
20180909T05Z,136,486,0,13
20180909T04Z,169,462,0,13
20180909T03Z,173,460,0,15
20180909T02Z,161,458,9,15
20180909T01Z,159,465,59,13
20180909T00Z,129,468,98,16
20180908T23Z,117,459,116,15
20180908T22Z,95,465,121,15
20180908T21Z,92,467,123,16
20180908T20Z,93,467,124,16
20180908T19Z,85,466,126,17
20180908T18Z,83,464,123,16
20180908T17Z,84,466,116,15
20180908T16Z,81,496,95,16
20180908T15Z,76,519,48,18
20180908T14Z,88,515,2,14
20180908T13Z,90,519,0,17
20180908T12Z,92,512,0,18
20180908T11Z,89,514,0,16
20180908T10Z,89,511,0,15
20180908T09Z,86,505,0,17
20180908T08Z,86,503,0,17
20180908T07Z,81,507,0,18
20180908T06Z,80,508,0,17
20180908T05Z,75,507,0,16
20180908T04Z,83,505,0,17
20180908T03Z,147,510,0,16
20180908T02Z,152,494,12,19
20180908T01Z,174,495,60,17
20180908T00Z,176,497,99,17
20180907T23Z,177,498,120,15
20180907T22Z,202,501,123,19
20180907T21Z,174,500,125,14
20180907T20Z,155,504,113,16
20180907T19Z,133,504,118,16
20180907T18Z,76,501,107,14
20180907T17Z,75,503,116,13
20180907T16Z,75,489,98,15
20180907T15Z,79,515,49,14
20180907T14Z,94,514,2,15
20180907T13Z,83,509,0,15
20180907T12Z,76,511,0,15
20180907T11Z,75,509,0,14
20180907T10Z,76,506,0,14
20180907T09Z,86,505,0,13
20180907T08Z,79,501,0,14
20180907T07Z,77,507,0,15
20180907T06Z,96,502,0,14
20180907T05Z,101,502,0,15
20180907T04Z,107,487,0,13
20180907T03Z,104,480,0,16
20180907T02Z,102,501,12,15
20180907T01Z,98,501,60,13
20180907T00Z,91,500,101,14
20180906T23Z,85,496,118,16
20180906T22Z,90,504,126,13
20180906T21Z,94,500,129,15
20180906T20Z,86,495,128,14
20180906T19Z,82,502,128,15
20180906T18Z,76,505,125,12
20180906T17Z,75,503,117,14
20180906T16Z,76,511,103,13
20180906T15Z,76,519,47,15
20180906T14Z,80,519,4,14
20180906T13Z,86,518,0,14
20180906T12Z,79,515,0,16
20180906T11Z,81,516,0,16
20180906T10Z,93,511,0,14
20180906T09Z,97,515,0,18
20180906T08Z,84,511,0,14
20180906T07Z,83,514,0,17
20180906T06Z,85,511,0,18
20180906T05Z,87,513,0,17
20180906T04Z,96,505,0,15
20180906T03Z,106,505,0,18
20180906T02Z,108,500,13,15
20180906T01Z,103,495,61,16
20180906T00Z,91,489,120,17
20180905T23Z,91,491,126,17
20180905T22Z,91,488,123,17
20180905T21Z,83,493,125,15
20180905T20Z,82,491,124,15
20180905T19Z,81,498,126,16
20180905T18Z,87,501,122,15
20180905T17Z,79,500,120,16
20180905T16Z,78,520,99,12
20180905T15Z,75,523,51,15
20180905T14Z,83,523,3,15
20180905T13Z,76,524,0,14
20180905T12Z,74,512,0,14
20180905T11Z,76,517,0,13
20180905T10Z,76,522,0,17
20180905T09Z,76,524,0,14
20180905T08Z,78,523,0,17
20180905T07Z,95,514,0,16
20180905T06Z,115,517,0,18
20180905T05Z,114,512,0,17
20180905T04Z,113,502,0,16
20180905T03Z,115,486,0,13
20180905T02Z,144,472,14,16
20180905T01Z,198,467,63,15
20180905T00Z,232,459,107,14
20180904T23Z,143,445,119,15
20180904T22Z,136,445,126,14
20180904T21Z,129,455,130,13
20180904T20Z,118,460,132,14
20180904T19Z,121,453,130,15
20180904T18Z,99,460,130,12
20180904T17Z,92,461,122,16
20180904T16Z,83,480,103,13
20180904T15Z,79,460,47,13
20180904T14Z,89,472,3,15
20180904T13Z,77,510,0,15
20180904T12Z,75,522,0,13
20180904T11Z,75,518,0,14
20180904T10Z,75,521,0,13
20180904T09Z,76,516,0,14
20180904T08Z,81,517,0,14
20180904T07Z,101,518,0,16
20180904T06Z,121,513,0,14
20180904T05Z,122,509,0,14
20180904T04Z,131,504,0,15
20180904T03Z,118,501,0,13
20180904T02Z,114,507,14,16
20180904T01Z,83,505,62,14
20180904T00Z,79,501,103,15
20180903T23Z,101,508,123,13
20180903T22Z,92,504,129,16
20180903T21Z,90,504,129,13
20180903T20Z,90,499,133,14
20180903T19Z,106,507,131,15
20180903T18Z,88,503,127,14
20180903T17Z,90,502,120,15
20180903T16Z,87,507,97,15
20180903T15Z,74,506,43,15
20180903T14Z,90,509,5,14
20180903T13Z,74,513,0,14
20180903T12Z,75,515,0,13
20180903T11Z,74,499,0,13
20180903T10Z,83,493,0,12
20180903T09Z,79,489,0,14
20180903T08Z,78,478,0,13
20180903T07Z,78,471,0,12
20180903T06Z,76,474,0,12
20180903T05Z,76,470,0,12
20180903T04Z,76,469,0,10
20180903T03Z,74,463,0,13
20180903T02Z,75,462,11,11
20180903T01Z,80,463,58,12
20180903T00Z,84,457,100,11
20180902T23Z,78,462,115,10
20180902T22Z,88,458,125,9
20180902T21Z,99,465,126,12
20180902T20Z,105,460,129,11
20180902T19Z,109,465,128,11
20180902T18Z,101,458,127,12
20180902T17Z,86,453,118,11
20180902T16Z,74,449,98,13
20180902T15Z,75,465,46,10
20180902T14Z,75,470,5,13
20180902T13Z,75,482,0,12
20180902T12Z,76,472,0,11
20180902T11Z,76,476,0,12
20180902T10Z,75,469,0,13
20180902T09Z,82,462,0,11
20180902T08Z,82,460,0,140
20180902T07Z,107,470,0,13
20180902T06Z,110,472,0,13
20180902T05Z,113,471,0,13
20180902T04Z,89,474,0,15
20180902T03Z,92,473,0,13
20180902T02Z,87,471,12,15
20180902T01Z,100,475,65,13
20180902T00Z,95,473,108,14
20180901T23Z,77,475,117,13
20180901T22Z,84,476,129,13
20180901T21Z,83,471,131,14
20180901T20Z,77,466,130,12
20180901T19Z,75,458,130,14
20180901T18Z,74,457,126,14
20180901T17Z,75,436,122,13
20180901T16Z,73,435,103,15
20180901T15Z,76,465,52,15
20180901T14Z,73,474,5,15
20180901T13Z,73,477,0,14
20180901T12Z,73,469,0,15
20180901T11Z,73,478,0,16
20180901T10Z,78,472,0,16
20180901T09Z,74,463,0,15
20180901T08Z,79,473,0,16
20180901T07Z,75,479,0,19
20180901T06Z,77,472,0,15
20180901T05Z,81,469,0,15
20180901T04Z,118,461,0,17
20180901T03Z,120,461,0,16
20180901T02Z,130,467,13,14
20180901T01Z,130,466,66,17
20180901T00Z,100,460,104,18
20180831T23Z,81,465,122,16
20180831T22Z,90,467,126,16
20180831T21Z,75,461,128,18
20180831T20Z,74,464,129,16
20180831T19Z,74,460,133,20
20180831T18Z,74,460,133,18
20180831T17Z,74,461,122,17
20180831T16Z,72,459,103,15
20180831T15Z,73,467,54,17
20180831T14Z,73,468,5,17
20180831T13Z,74,469,0,19
20180831T12Z,77,468,0,17
20180831T11Z,76,470,0,17
20180831T10Z,75,468,0,17
20180831T09Z,74,469,0,18
20180831T08Z,73,462,0,17
20180831T07Z,74,473,0,17
20180831T06Z,74,467,0,18
20180831T05Z,101,463,0,17
20180831T04Z,120,485,0,17
20180831T03Z,117,501,0,16
20180831T02Z,122,497,17,18
20180831T01Z,131,506,65,18
20180831T00Z,119,498,103,17
20180830T23Z,118,500,111,15
20180830T22Z,117,496,121,18
20180830T21Z,77,499,128,16
20180830T20Z,74,502,126,15
20180830T19Z,76,494,130,16
20180830T18Z,78,490,124,17
20180830T17Z,84,497,118,14
20180830T16Z,77,492,97,17
20180830T15Z,78,500,50,17
20180830T14Z,83,513,4,16
20180830T13Z,74,497,0,16
20180830T12Z,73,498,0,15
20180830T11Z,73,507,0,17
20180830T10Z,74,509,0,18
20180830T09Z,76,515,0,15
20180830T08Z,79,512,0,16
20180830T07Z,117,522,0,17
20180830T06Z,133,517,0,17
20180830T05Z,171,519,0,16
20180830T04Z,172,521,0,16
20180830T03Z,172,514,0,16
20180830T02Z,192,507,18,17
20180830T01Z,179,509,63,14
20180830T00Z,187,510,96,16
20180829T23Z,162,515,101,17
20180829T22Z,127,515,112,17
20180829T21Z,115,512,128,15
20180829T20Z,111,514,113,16
20180829T19Z,110,515,115,15
20180829T18Z,112,513,129,15
20180829T17Z,110,514,111,15
20180829T16Z,111,523,96,15
20180829T15Z,111,524,36,16
20180829T14Z,112,516,5,12
20180829T13Z,111,513,0,16
20180829T12Z,110,511,0,14
20180829T11Z,111,507,0,14
20180829T10Z,111,510,0,15
20180829T09Z,112,506,0,15
20180829T08Z,114,498,0,16
20180829T07Z,110,481,0,16
20180829T06Z,121,475,0,16
20180829T05Z,172,478,0,15
20180829T04Z,150,472,0,16
20180829T03Z,116,471,0,15
20180829T02Z,110,455,15,16
20180829T01Z,115,458,41,18
20180829T00Z,124,446,78,15
20180828T23Z,141,438,90,16
20180828T22Z,126,437,111,15
20180828T21Z,120,441,126,17
20180828T20Z,116,433,130,16
20180828T19Z,114,437,132,17
20180828T18Z,112,435,126,16
20180828T17Z,112,425,121,16
20180828T16Z,114,436,106,15
20180828T15Z,110,446,55,15
20180828T14Z,113,451,4,18
20180828T13Z,112,450,0,16
20180828T12Z,111,446,0,16
20180828T11Z,110,445,0,16
20180828T10Z,111,447,0,17
20180828T09Z,112,449,0,17
20180828T08Z,118,446,0,18
20180828T07Z,112,436,0,17
20180828T06Z,139,437,0,17
20180828T05Z,188,438,0,18
20180828T04Z,192,433,0,15
20180828T03Z,187,432,0,17
20180828T02Z,184,428,13,18
20180828T01Z,195,432,64,17
20180828T00Z,179,423,106,16
20180827T23Z,160,422,118,17
20180827T22Z,122,418,110,18
20180827T21Z,111,409,121,16
20180827T20Z,112,411,133,17
20180827T19Z,112,401,133,15
20180827T18Z,109,356,131,16
20180827T17Z,111,326,122,15
20180827T16Z,111,368,106,17
20180827T15Z,110,386,54,15
20180827T14Z,111,383,6,18
20180827T13Z,111,393,0,16
20180827T12Z,109,385,0,16
20180827T11Z,112,375,0,17
20180827T10Z,110,376,0,16
20180827T09Z,111,367,0,17
20180827T08Z,114,360,0,15
20180827T07Z,155,360,0,17
20180827T06Z,157,365,0,17
20180827T05Z,166,360,0,16
20180827T04Z,196,351,0,16
20180827T03Z,202,339,0,16
20180827T02Z,214,338,20,14
20180827T01Z,219,338,70,17
20180827T00Z,208,339,110,17
20180826T23Z,182,336,123,15
20180826T22Z,138,338,129,14
20180826T21Z,113,337,133,16
20180826T20Z,111,328,132,13
20180826T19Z,111,318,134,13
20180826T18Z,111,311,127,14
20180826T17Z,110,310,121,14
20180826T16Z,111,293,98,14
20180826T15Z,111,285,48,13
20180826T14Z,119,306,5,13
20180826T13Z,111,355,0,15
20180826T12Z,109,356,0,14
20180826T11Z,115,345,0,13
20180826T10Z,117,346,0,13
20180826T09Z,121,347,0,13
20180826T08Z,120,343,0,13
20180826T07Z,139,350,0,14
20180826T06Z,166,345,0,15
20180826T05Z,206,344,0,11
20180826T04Z,212,345,0,14
20180826T03Z,209,344,0,12
20180826T02Z,209,345,18,15
20180826T01Z,213,348,64,13
20180826T00Z,216,342,101,15
20180825T23Z,201,338,118,14
20180825T22Z,155,335,127,13
20180825T21Z,125,338,129,15
20180825T20Z,121,339,128,16
20180825T19Z,113,343,130,13
20180825T18Z,110,336,126,14
20180825T17Z,111,342,118,14
20180825T16Z,112,343,98,15
20180825T15Z,110,349,47,14
20180825T14Z,112,349,5,14
20180825T13Z,110,351,0,14
20180825T12Z,109,346,0,15
20180825T11Z,112,342,0,15
20180825T10Z,113,347,0,15
20180825T09Z,120,348,0,15
20180825T08Z,115,346,0,16
20180825T07Z,134,350,0,15
20180825T06Z,127,350,0,13
20180825T05Z,123,350,0,15
20180825T04Z,126,349,0,15
20180825T03Z,130,343,0,17
20180825T02Z,135,344,19,14
20180825T01Z,133,344,63,15
20180825T00Z,119,344,106,17
20180824T23Z,115,343,118,15
20180824T22Z,117,345,121,16
20180824T21Z,127,344,99,16
20180824T20Z,126,349,123,16
20180824T19Z,124,342,124,17
20180824T18Z,117,343,112,15
20180824T17Z,115,342,109,15
20180824T16Z,111,343,94,18
20180824T15Z,124,347,49,16
20180824T14Z,130,351,4,15
20180824T13Z,124,346,0,19
20180824T12Z,118,339,0,15
