,coal,natural gas,petroleum,solar,hydro,wind
20190227T01-07,2203,170,59,0,393,14
20190227T00-07,2203,170,59,0,392,18
20190226T23-07,2206,118,60,0,398,15
20190226T22-07,2202,120,57,0,396,29
20190226T21-07,2204,118,60,0,400,60
20190226T20-07,2206,104,60,0,404,118
20190226T19-07,2208,104,60,0,412,121
20190226T18-07,2202,86,59,0,418,97
20190226T17-07,2216,91,60,1,403,112
20190226T16-07,2214,90,59,1,405,153
20190226T15-07,2212,91,59,1,401,156
20190226T14-07,2208,76,58,3,404,156
20190226T13-07,2207,51,60,3,402,159
20190226T12-07,2206,42,57,3,410,158
20190226T11-07,2215,10,60,1,412,166
20190226T10-07,2219,8,58,0,420,166
20190226T09-07,2211,62,58,0,420,164
20190226T08-07,2208,85,59,0,418,143
20190226T07-07,2213,86,60,0,413,106
20190226T06-07,2214,86,60,0,410,71
20190226T05-07,2215,85,60,0,411,28
20190226T04-07,2213,86,60,0,416,26
20190226T03-07,2209,79,59,0,412,9
20190226T02-07,2217,71,60,0,417,9
20190226T01-07,2223,54,61,0,420,20
20190226T00-07,2210,94,59,0,415,38
20190225T23-07,2210,85,56,0,417,63
20190225T22-07,2206,86,60,0,417,73
20190225T21-07,2206,85,60,0,420,77
20190225T20-07,2206,87,60,0,433,59
20190225T19-07,2205,88,60,0,434,54
20190225T18-07,2210,89,60,0,432,51
20190225T17-07,2205,86,59,0,422,45
20190225T16-07,2206,85,59,1,425,48
20190225T15-07,2205,88,57,1,423,45
20190225T14-07,2206,102,58,1,425,29
20190225T13-07,2202,98,59,2,421,20
20190225T12-07,2201,122,60,2,424,13
20190225T11-07,2183,118,60,1,425,4
20190225T10-07,2175,114,59,1,433,3
20190225T09-07,2179,112,58,0,433,3
20190225T08-07,2211,110,59,0,435,5
20190225T07-07,2212,137,59,0,424,9
20190225T06-07,2209,107,59,0,430,14
20190225T05-07,2213,117,60,0,427,8
20190225T04-07,2212,123,59,0,427,6
20190225T03-07,2213,91,59,0,431,2
20190225T02-07,2221,80,61,0,431,0
20190225T01-07,2191,111,61,0,428,2
20190225T00-07,2184,109,61,0,433,16
20190224T23-07,2209,92,60,0,433,13
20190224T22-07,2213,100,61,0,428,16
20190224T21-07,2216,94,59,0,431,12
20190224T20-07,2213,110,60,0,442,15
20190224T19-07,2213,133,59,0,435,26
20190224T18-07,2220,146,59,0,443,22
20190224T17-07,2212,113,58,0,429,34
20190224T16-07,2210,75,59,2,429,50
20190224T15-07,2213,71,61,3,429,56
20190224T14-07,2217,78,59,2,427,59
20190224T13-07,2210,106,60,3,431,42
20190224T12-07,2211,118,60,2,432,37
20190224T11-07,2211,118,61,2,427,32
20190224T10-07,2218,111,61,0,439,29
20190224T09-07,2214,92,60,0,437,13
20190224T08-07,2211,67,59,0,432,36
20190224T07-07,2214,69,60,0,432,72
20190224T06-07,2215,61,62,0,428,122
20190224T05-07,2090,63,61,0,429,137
20190224T04-07,2085,59,61,0,411,150
20190224T03-07,2110,60,59,0,411,155
20190224T02-07,2112,61,61,0,394,164
20190224T01-07,2203,74,61,0,395,152
20190224T00-07,2198,75,61,0,396,153
20190223T23-07,2212,59,61,0,425,179
20190223T22-07,2215,69,61,0,426,184
20190223T21-07,2215,74,60,0,425,201
20190223T20-07,2214,76,60,0,435,202
20190223T19-07,2211,45,60,0,434,229
20190223T18-07,2212,6,60,0,434,277
20190223T17-07,2162,7,61,3,433,285
20190223T16-07,2155,6,59,7,431,291
20190223T15-07,2150,14,59,7,431,265
20190223T14-07,2150,20,59,6,433,288
20190223T13-07,2139,14,59,6,434,317
20190223T12-07,2156,6,58,6,431,325
20190223T11-07,2159,6,60,5,432,332
20190223T10-07,2194,7,59,6,442,316
20190223T09-07,2160,14,60,3,431,299
20190223T08-07,2203,56,61,0,438,268
20190223T07-07,2189,59,61,0,435,200
20190223T06-07,2146,104,61,0,437,183
20190223T05-07,2139,40,60,0,435,173
20190223T04-07,2122,16,58,0,436,271
20190223T03-07,2116,7,59,0,436,320
20190223T02-07,2119,22,61,0,429,221
20190223T01-07,2210,7,61,0,431,248
20190223T00-07,2193,6,60,0,431,206
20190222T23-07,2200,37,60,0,437,205
20190222T22-07,2159,49,61,0,434,176
20190222T21-07,2191,19,61,0,435,128
20190222T20-07,2182,17,60,0,444,157
20190222T19-07,2140,17,59,0,442,157
20190222T18-07,2084,6,59,0,440,208
20190222T17-07,2142,6,58,2,435,248
20190222T16-07,2137,6,59,5,433,257
20190222T15-07,2135,6,59,5,430,254
20190222T14-07,2136,6,58,8,430,255
20190222T13-07,2139,6,60,8,428,235
20190222T12-07,2137,7,59,8,431,250
20190222T11-07,2134,7,57,8,431,259
20190222T10-07,2117,8,59,9,433,239
20190222T09-07,2123,47,59,4,439,226
20190222T08-07,2133,102,61,0,437,211
20190222T07-07,2135,139,59,0,430,148
20190222T06-07,2124,131,59,0,431,92
20190222T05-07,2095,78,62,0,429,64
20190222T04-07,2085,74,59,0,432,56
20190222T03-07,2034,90,59,0,435,46
20190222T02-07,2034,156,58,0,430,41
20190222T01-07,2063,170,61,0,433,41
20190222T00-07,2225,158,61,0,432,36
20190221T23-07,2225,105,58,0,431,17
20190221T22-07,2229,160,59,0,434,6
20190221T21-07,2227,171,59,0,437,7
20190221T20-07,2229,169,60,0,450,8
20190221T19-07,2227,141,61,0,445,13
20190221T18-07,2231,81,60,0,447,23
20190221T17-07,2216,57,59,4,436,15
20190221T16-07,2024,58,60,7,436,34
20190221T15-07,1983,56,60,8,425,85
20190221T14-07,1982,55,59,7,428,120
20190221T13-07,1982,68,61,6,428,151
20190221T12-07,2020,73,59,7,426,170
20190221T11-07,2220,69,59,5,426,188
20190221T10-07,2223,65,60,2,431,199
20190221T09-07,2222,53,61,0,435,267
20190221T08-07,2232,86,61,0,435,267
20190221T07-07,2220,89,60,0,426,219
20190221T06-07,2158,67,60,0,427,224
20190221T05-07,2022,74,62,0,426,205
20190221T04-07,2017,92,60,0,428,179
20190221T03-07,2016,78,58,0,430,171
20190221T02-07,2050,132,60,0,429,108
20190221T01-07,2200,145,60,0,431,64
20190221T00-07,2168,173,61,0,428,65
20190220T23-07,2201,98,61,0,428,97
20190220T22-07,2197,97,59,0,430,165
20190220T21-07,2197,92,58,0,431,165
20190220T20-07,2191,71,60,0,438,194
20190220T19-07,2190,67,61,0,437,198
20190220T18-07,2187,100,61,0,440,181
20190220T17-07,2193,135,60,3,428,178
20190220T16-07,2197,154,60,5,431,139
20190220T15-07,2189,156,60,5,425,64
20190220T14-07,2191,154,59,6,431,45
20190220T13-07,2185,138,59,6,426,53
20190220T12-07,2166,137,60,6,426,70
20190220T11-07,2112,137,60,3,429,61
20190220T10-07,2188,110,59,1,439,48
20190220T09-07,2190,108,60,0,437,59
20190220T08-07,2193,112,59,0,434,84
20190220T07-07,2190,124,61,0,424,81
20190220T06-07,2191,121,61,0,426,103
20190220T05-07,2180,125,60,0,428,112
20190220T04-07,2155,125,58,0,426,126
20190220T03-07,2166,109,60,0,426,146
20190220T02-07,2156,118,60,0,427,175
20190220T01-07,2148,133,59,0,427,154
20190220T00-07,2157,134,59,0,433,158
20190219T23-07,2155,121,59,0,429,144
20190219T22-07,2190,117,59,0,430,173
20190219T21-07,2195,134,60,0,434,216
20190219T20-07,2189,123,61,0,437,216
20190219T19-07,2185,70,62,0,441,258
20190219T18-07,2162,48,60,0,441,275
20190219T17-07,2144,37,61,3,434,267
20190219T16-07,2154,41,61,5,430,259
20190219T15-07,2100,46,56,6,430,252
20190219T14-07,2100,46,58,6,427,235
20190219T13-07,2007,51,59,4,432,236
20190219T12-07,1939,58,61,5,423,238
20190219T11-07,1857,60,60,5,425,264
20190219T10-07,1820,60,58,4,428,251
20190219T09-07,1854,80,59,2,427,220
20190219T08-07,1888,96,60,0,435,215
20190219T07-07,1881,139,61,0,419,171
20190219T06-07,1888,131,58,0,424,143
20190219T05-07,1883,144,60,0,421,112
20190219T04-07,1884,167,59,0,425,80
20190219T03-07,1872,161,61,0,427,81
20190219T02-07,1884,171,61,0,427,63
20190219T01-07,1905,149,60,0,421,58
20190219T00-07,1909,169,59,0,427,44
20190218T23-07,1908,159,60,0,426,42
20190218T22-07,1906,165,61,0,429,23
20190218T21-07,1904,167,61,0,439,10
20190218T20-07,1909,169,59,0,444,11
20190218T19-07,1906,161,61,0,442,8
20190218T18-07,1909,161,60,0,440,4
20190218T17-07,1911,167,59,1,430,1
20190218T16-07,1912,165,59,4,429,-1
20190218T15-07,1907,165,58,4,429,0
20190218T14-07,1903,161,59,3,431,0
20190218T13-07,1906,163,61,3,434,-2
20190218T12-07,1907,172,59,3,434,0
20190218T11-07,1906,160,58,3,435,2
20190218T10-07,1908,139,59,0,445,2
20190218T09-07,1904,134,60,0,445,0
20190218T08-07,1905,134,60,0,444,4
20190218T07-07,1873,135,59,0,441,5
20190218T06-07,1865,146,60,0,437,5
20190218T05-07,1862,151,59,0,444,13
20190218T04-07,1864,116,58,0,444,22
20190218T03-07,1867,96,61,0,444,28
20190218T02-07,1865,80,60,0,446,34
20190218T01-07,1840,72,60,0,445,43
20190218T00-07,1805,59,60,0,444,62
20190217T23-07,1807,58,59,0,445,83
20190217T22-07,1803,55,59,0,445,114
20190217T21-07,1803,64,60,0,446,126
20190217T20-07,1800,75,61,0,454,153
20190217T19-07,1803,74,59,0,449,183
20190217T18-07,1802,64,59,0,453,184
20190217T17-07,1802,68,59,2,443,197
20190217T16-07,1799,59,60,3,442,216
20190217T15-07,1804,60,61,3,442,236
20190217T14-07,1800,60,60,4,440,238
20190217T13-07,1800,58,60,4,442,254
20190217T12-07,1801,60,59,2,445,238
20190217T11-07,1802,60,61,3,446,236
20190217T10-07,1803,59,59,2,450,239
20190217T09-07,1802,60,60,0,452,258
20190217T08-07,1804,60,61,0,450,257
20190217T07-07,1808,60,60,0,443,247
20190217T06-07,1803,60,58,0,444,247
20190217T05-07,1805,59,59,0,445,243
20190217T04-07,1799,60,60,0,443,229
20190217T03-07,1802,61,59,0,442,226
20190217T02-07,1797,65,61,0,443,224
20190217T01-07,1799,60,60,0,448,222
20190217T00-07,1793,58,61,0,441,234
20190216T23-07,1794,59,59,0,443,203
20190216T22-07,1792,58,60,0,447,174
20190216T21-07,1789,65,61,0,444,165
20190216T20-07,1796,62,60,0,452,162
20190216T19-07,1799,70,60,0,453,163
20190216T18-07,1800,47,60,0,453,179
20190216T17-07,1799,15,59,2,444,182
20190216T16-07,1798,22,59,2,443,183
20190216T15-07,1802,19,60,4,444,205
20190216T14-07,1800,35,60,3,444,239
20190216T13-07,1800,58,61,4,442,264
20190216T12-07,1801,59,61,3,447,290
20190216T11-07,1800,70,58,4,445,273
20190216T10-07,1799,58,57,1,450,264
20190216T09-07,1799,46,59,0,454,275
20190216T08-07,1801,6,60,0,454,256
20190216T07-07,1805,6,60,0,447,249
20190216T06-07,1799,6,59,0,450,247
20190216T05-07,1799,6,58,0,447,242
20190216T04-07,1801,6,58,0,452,199
20190216T03-07,1801,8,60,0,445,216
20190216T02-07,1787,6,59,0,446,220
20190216T01-07,1756,24,60,0,450,246
20190216T00-07,1799,139,60,0,448,138
20190215T23-07,1802,154,61,0,450,88
20190215T22-07,1793,155,60,0,449,50
20190215T21-07,1863,162,61,0,447,17
20190215T20-07,1865,153,61,0,457,29
20190215T19-07,1863,150,61,0,457,22
20190215T18-07,1864,153,60,0,459,10
20190215T17-07,1866,146,59,0,450,6
20190215T16-07,1864,148,60,2,446,17
20190215T15-07,1865,152,58,3,451,25
20190215T14-07,1872,152,61,3,453,34
20190215T13-07,1866,153,59,2,450,15
20190215T12-07,1862,153,57,2,450,16
20190215T11-07,1866,152,57,0,448,9
20190215T10-07,1975,154,60,0,453,3
20190215T09-07,2075,154,58,0,453,2
20190215T08-07,2084,152,60,0,458,2
20190215T07-07,2096,154,62,0,447,4
20190215T06-07,2039,152,62,0,445,3
20190215T05-07,1940,141,59,0,450,5
20190215T04-07,1940,136,59,0,448,14
20190215T03-07,1936,138,62,0,445,31
20190215T02-07,1967,136,61,0,447,35
20190215T01-07,2112,133,62,0,449,45
20190215T00-07,2139,137,61,0,446,50
20190214T23-07,2147,138,59,0,449,60
20190214T22-07,2155,148,59,0,454,61
20190214T21-07,2145,140,60,0,451,66
20190214T20-07,2151,143,61,0,457,85
20190214T19-07,2154,139,61,0,458,93
20190214T18-07,2148,144,60,0,456,94
20190214T17-07,2131,153,60,0,453,72
20190214T16-07,2126,153,60,2,446,73
20190214T15-07,2122,171,59,2,447,43
20190214T14-07,2128,161,60,4,448,48
20190214T13-07,2120,154,60,4,445,41
20190214T12-07,2122,154,60,4,442,35
20190214T11-07,2125,153,61,2,443,23
20190214T10-07,2128,155,60,2,449,15
20190214T09-07,2130,156,60,0,445,3
20190214T08-07,2127,155,60,0,451,2
20190214T07-07,2148,155,61,0,441,0
20190214T06-07,2075,157,61,0,439,0
20190214T05-07,1987,120,60,0,445,1
20190214T04-07,1989,109,60,0,443,0
20190214T03-07,1986,113,60,0,446,0
20190214T02-07,1991,116,61,0,444,-1
20190214T01-07,2063,106,61,0,444,6
20190214T00-07,2111,102,60,0,449,28
20190213T23-07,2202,75,58,0,445,68
20190213T22-07,2216,68,59,0,442,154
20190213T21-07,2205,56,59,0,446,208
20190213T20-07,2204,59,63,0,450,229
20190213T19-07,2202,57,61,0,451,196
20190213T18-07,2202,67,60,0,455,206
20190213T17-07,2209,128,59,0,443,163
20190213T16-07,2204,139,60,4,445,49
20190213T15-07,2203,157,58,5,443,23
20190213T14-07,2209,140,59,6,438,30
20190213T13-07,2203,119,60,8,436,71
20190213T12-07,2197,80,60,8,438,107
20190213T11-07,2198,85,60,5,435,104
20190213T10-07,2193,80,59,2,452,105
20190213T09-07,2143,78,56,0,450,127
20190213T08-07,2138,78,59,0,450,148
20190213T07-07,2078,78,60,0,437,134
20190213T06-07,1964,70,58,0,433,143
20190213T05-07,1762,100,56,0,427,175
20190213T04-07,1794,36,59,0,434,212
20190213T03-07,1792,19,60,0,430,219
20190213T02-07,1901,23,60,0,430,265
20190213T01-07,2147,17,59,0,431,263
20190213T00-07,2183,34,60,0,431,217
20190212T23-07,2188,27,57,0,434,235
20190212T22-07,2188,56,58,0,429,223
20190212T21-07,2188,70,59,0,428,169
20190212T20-07,2181,69,62,0,437,117
20190212T19-07,2190,70,60,0,441,110
20190212T18-07,2194,85,59,0,442,78
20190212T17-07,2175,99,58,0,431,81
20190212T16-07,2169,72,60,3,434,66
20190212T15-07,2171,72,60,4,427,72
20190212T14-07,2170,57,60,5,432,92
20190212T13-07,2178,57,60,4,433,119
20190212T12-07,2171,63,60,3,427,110
20190212T11-07,2170,58,60,3,430,99
20190212T10-07,2173,57,59,2,437,127
20190212T09-07,2168,88,60,0,431,127
20190212T08-07,2169,115,60,0,432,99
20190212T07-07,2170,64,58,0,425,80
20190212T06-07,2169,61,61,0,425,39
20190212T05-07,2172,59,61,0,424,32
20190212T04-07,2124,55,60,0,428,20
20190212T03-07,2025,68,58,0,425,22
20190212T02-07,2022,75,59,0,431,23
20190212T01-07,2042,58,59,0,428,30
20190212T00-07,2058,94,59,0,431,35
20190211T23-07,2183,107,59,0,426,30
20190211T22-07,2192,106,58,0,429,34
20190211T21-07,2195,95,59,0,432,56
20190211T20-07,2192,71,60,0,437,71
20190211T19-07,2182,31,61,0,439,93
20190211T18-07,2174,6,61,0,438,149
20190211T17-07,2185,8,59,0,430,156
20190211T16-07,2180,22,59,0,428,171
20190211T15-07,2133,15,60,2,425,242
20190211T14-07,2194,72,56,0,426,203
20190211T13-07,2224,106,60,0,425,80
20190211T12-07,2220,94,60,1,421,49
20190211T11-07,2226,42,59,1,419,61
20190211T10-07,2219,35,60,0,427,94
20190211T09-07,2222,9,59,0,421,186
20190211T08-07,2227,7,58,0,444,198
20190211T07-07,2227,8,60,0,431,212
20190211T06-07,2218,6,58,0,437,166
20190211T05-07,2224,6,60,0,437,116
20190211T04-07,2218,6,58,0,443,102
20190211T03-07,2221,7,56,0,439,102
20190211T02-07,2217,42,59,0,435,111
20190211T01-07,2219,60,59,0,436,104
20190211T00-07,2218,140,59,0,435,77
20190210T23-07,2217,157,60,0,438,29
20190210T22-07,2223,159,59,0,447,11
20190210T21-07,2230,165,58,0,440,9
20190210T20-07,2197,163,59,0,447,0
20190210T19-07,2216,167,61,0,446,3
20190210T18-07,2208,149,60,0,447,0
20190210T17-07,2219,68,59,1,435,15
20190210T16-07,2216,60,60,3,441,14
20190210T15-07,2219,84,60,4,439,12
20190210T14-07,2220,107,60,5,447,7
20190210T13-07,2174,117,50,5,441,-1
20190210T12-07,2195,114,34,5,439,0
20190210T11-07,2214,115,27,2,436,4
20190210T10-07,2221,118,41,1,444,5
20190210T09-07,2223,97,60,0,448,3
20190210T08-07,2224,31,61,0,445,7
20190210T07-07,2225,12,60,0,446,9
20190210T06-07,2225,9,60,0,438,5
20190210T05-07,2228,8,60,0,441,7
20190210T04-07,2227,15,61,0,436,7
20190210T03-07,2224,61,58,0,446,10
20190210T02-07,2218,64,60,0,437,4
20190210T01-07,2225,156,60,0,446,5
20190210T00-07,2229,171,60,0,441,3
20190209T23-07,2226,134,60,0,437,0
20190209T22-07,2223,123,60,0,447,5
20190209T21-07,2221,121,60,0,441,18
20190209T20-07,2231,110,61,0,456,33
20190209T19-07,2220,108,61,0,456,65
20190209T18-07,2175,90,60,0,455,86
20190209T17-07,2222,90,60,0,450,88
20190209T16-07,2217,62,59,3,447,110
20190209T15-07,2222,60,59,4,440,139
20190209T14-07,2222,61,60,4,444,149
20190209T13-07,2224,61,61,5,442,151
20190209T12-07,2228,58,60,5,447,162
20190209T11-07,2182,56,59,4,447,159
20190209T10-07,2178,57,60,3,453,158
20190209T09-07,2194,38,57,1,450,166
20190209T08-07,2191,37,59,0,450,173
20190209T07-07,2194,38,60,0,439,177
20190209T06-07,2194,37,59,0,443,167
20190209T05-07,2196,40,59,0,438,170
20190209T04-07,2121,37,61,0,436,177
20190209T03-07,2113,22,58,0,443,189
20190209T02-07,2106,22,58,0,440,211
20190209T01-07,2195,23,60,0,440,226
20190209T00-07,2198,21,58,0,440,241
20190208T23-07,2198,8,59,0,438,234
20190208T22-07,2182,6,60,0,438,223
20190208T21-07,2166,6,59,0,442,215
20190208T20-07,2174,21,59,0,445,214
20190208T19-07,2143,44,60,0,447,189
20190208T18-07,2137,62,60,0,454,185
20190208T17-07,2105,100,58,0,446,160
20190208T16-07,2107,162,59,1,443,71
20190208T15-07,2130,151,59,3,441,50
20190208T14-07,2127,143,60,3,436,48
20190208T13-07,2090,121,59,3,433,44
20190208T12-07,2073,89,58,2,441,43
20190208T11-07,2097,88,59,1,434,29
20190208T10-07,2086,85,60,1,445,22
20190208T09-07,2104,88,60,0,443,54
20190208T08-07,2104,79,60,0,433,114
20190208T07-07,2087,72,61,0,430,147
20190208T06-07,2038,63,59,0,433,198
20190208T05-07,1885,11,61,0,437,210
20190208T04-07,1817,23,61,0,439,229
20190208T03-07,1829,48,59,0,456,264
20190208T02-07,2080,23,60,0,428,286
20190208T01-07,2096,45,58,0,430,302
20190208T00-07,2051,60,60,0,428,278
20190207T23-07,1998,59,60,0,428,275
20190207T22-07,1907,59,60,0,424,252
20190207T21-07,2008,60,60,0,427,221
20190207T20-07,1978,72,59,0,433,213
20190207T19-07,1980,62,56,0,432,227
20190207T18-07,1918,60,56,0,428,281
20190207T17-07,1918,60,58,1,418,295
20190207T16-07,1923,59,58,2,415,297
20190207T15-07,1923,59,58,1,412,298
20190207T14-07,1915,39,59,1,408,285
20190207T13-07,1868,8,57,1,408,275
20190207T12-07,1806,8,59,1,403,271
20190207T11-07,1797,20,55,1,405,239
20190207T10-07,1715,8,57,0,414,246
20190207T09-07,1793,82,60,0,408,188
20190207T08-07,1797,132,60,0,414,137
20190207T07-07,1769,140,60,0,412,106
20190207T06-07,1517,138,60,0,409,85
20190207T05-07,1118,140,60,0,408,67
20190207T04-07,791,139,59,0,410,59
20190207T03-07,931,138,59,0,404,55
20190207T02-07,961,151,59,0,407,40
20190207T01-07,1044,147,61,0,407,33
20190207T00-07,1089,110,60,0,401,27
20190206T23-07,1121,108,60,0,403,30
20190206T22-07,1145,109,59,0,396,19
20190206T21-07,1380,124,59,0,410,16
20190206T20-07,1911,113,58,0,403,31
20190206T19-07,2019,108,60,0,408,45
20190206T18-07,2060,119,57,0,403,58
20190206T17-07,2074,131,60,0,394,75
20190206T16-07,2095,130,58,1,392,93
20190206T15-07,2094,130,59,1,387,86
20190206T14-07,2080,131,58,1,380,63
20190206T13-07,2082,130,61,1,379,56
20190206T12-07,2090,131,59,1,377,29
20190206T11-07,2107,131,60,1,374,28
20190206T10-07,2105,132,57,0,382,31
20190206T09-07,2110,131,57,0,384,35
20190206T08-07,2089,132,59,0,379,69
20190206T07-07,2124,132,60,0,371,48
20190206T06-07,2121,132,59,0,372,39
20190206T05-07,2118,132,60,0,367,25
20190206T04-07,2121,65,60,0,363,23
20190206T03-07,2132,61,59,0,362,32
20190206T02-07,2105,59,60,0,360,36
20190206T01-07,2073,92,59,0,361,45
20190206T00-07,2027,99,58,0,362,37
20190205T23-07,2023,91,53,0,355,31
20190205T22-07,2025,92,59,0,357,31
20190205T21-07,2025,96,59,0,354,20
20190205T20-07,2025,133,59,0,358,7
20190205T19-07,2031,154,58,0,360,3
20190205T18-07,2020,132,59,0,357,1
20190205T17-07,1973,108,59,0,347,2
20190205T16-07,2000,108,60,0,345,-1
20190205T15-07,2000,116,59,1,344,0
20190205T14-07,2003,120,59,1,340,-2
20190205T13-07,1996,154,57,1,341,13
20190205T12-07,1999,154,49,1,336,23
20190205T11-07,1980,162,58,1,334,19
20190205T10-07,1910,107,60,1,346,30
20190205T09-07,1925,103,59,0,344,16
20190205T08-07,1924,103,59,0,348,8
20190205T07-07,2007,102,59,0,334,16
20190205T06-07,2055,99,59,0,333,12
20190205T05-07,2110,54,60,0,334,-1
20190205T04-07,2122,55,60,0,335,-1
20190205T03-07,2131,62,60,0,338,-2
20190205T02-07,2122,58,60,0,334,-1
20190205T01-07,2097,91,59,0,337,-1
20190205T00-07,1972,95,60,0,337,-2
20190204T23-07,1885,87,59,0,339,0
20190204T22-07,1807,64,59,0,341,1
20190204T21-07,1765,61,58,0,342,1
20190204T20-07,1660,71,58,0,354,7
20190204T19-07,1607,109,57,0,352,0
20190204T18-07,1597,94,58,0,357,2
20190204T17-07,1527,60,58,0,359,-1
20190204T16-07,1437,65,58,1,353,0
20190204T15-07,1355,63,58,2,353,-1
20190204T14-07,1347,59,58,2,366,-2
20190204T13-07,1349,59,60,2,373,0
20190204T12-07,1347,60,59,1,375,8
20190204T11-07,1355,59,58,1,375,14
20190204T10-07,1347,60,58,0,388,10
20190204T09-07,1355,61,58,0,390,3
20190204T08-07,1349,60,59,0,404,6
20190204T07-07,1351,61,61,0,400,5
20190204T06-07,1354,65,60,0,407,7
20190204T05-07,1349,141,59,0,417,6
20190204T04-07,1354,149,58,0,416,4
20190204T03-07,1353,149,61,0,422,7
20190204T02-07,1353,148,59,0,430,4
20190204T01-07,1353,148,60,0,444,20
20190204T00-07,1351,145,60,0,445,37
20190203T23-07,1328,117,59,0,450,57
20190203T22-07,1352,123,56,0,454,70
20190203T21-07,1351,85,60,0,464,96
20190203T20-07,1351,72,61,0,473,124
20190203T19-07,1345,60,61,0,472,134
20190203T18-07,1352,62,61,0,473,134
20190203T17-07,1348,63,61,0,465,138
20190203T16-07,1352,61,61,2,464,151
20190203T15-07,1353,71,61,4,468,153
20190203T14-07,1343,66,61,6,469,152
20190203T13-07,1351,65,60,6,472,175
20190203T12-07,1352,45,60,5,468,174
20190203T11-07,1355,17,61,4,469,192
20190203T10-07,1340,20,61,1,473,213
20190203T09-07,1350,21,60,0,482,212
20190203T08-07,1352,22,61,0,475,208
20190203T07-07,1356,8,62,0,478,202
20190203T06-07,1360,6,61,0,474,218
20190203T05-07,1359,6,62,0,473,216
20190203T04-07,1359,22,60,0,471,200
20190203T03-07,1358,14,60,0,476,215
20190203T02-07,1364,16,60,0,475,250
20190203T01-07,1358,72,61,0,476,247
20190203T00-07,1354,58,61,0,473,238
20190202T23-07,1312,58,60,0,470,209
20190202T22-07,1314,58,60,0,473,163
20190202T21-07,1355,59,59,0,463,179
20190202T20-07,1338,69,61,0,479,199
20190202T19-07,1344,38,60,0,482,217
20190202T18-07,1357,6,61,0,477,304
20190202T17-07,1348,7,59,0,465,309
20190202T16-07,1353,5,59,3,472,299
20190202T15-07,1354,4,60,6,468,328
20190202T14-07,1354,42,60,6,468,302
20190202T13-07,1353,58,59,7,466,223
20190202T12-07,1355,57,60,7,463,191
20190202T11-07,1353,70,60,5,463,179
20190202T10-07,1357,75,60,3,471,112
20190202T09-07,1343,58,60,0,478,98
20190202T08-07,1340,58,61,0,471,106
20190202T07-07,1337,53,61,0,463,106
20190202T06-07,1258,21,62,0,463,114
20190202T05-07,1150,15,61,0,461,134
20190202T04-07,1145,37,60,0,466,162
20190202T03-07,1147,58,61,0,460,171
20190202T02-07,1185,57,59,0,463,171
20190202T01-07,1335,76,60,0,464,189
20190202T00-07,1341,84,61,0,462,162
20190201T23-07,1360,74,57,0,465,138
20190201T22-07,1356,59,58,0,461,169
20190201T21-07,1328,73,60,0,457,169
20190201T20-07,1362,87,61,0,461,161
20190201T19-07,1357,88,60,0,459,161
20190201T18-07,1363,57,61,0,458,197
20190201T17-07,1361,67,61,0,447,152
20190201T16-07,1362,74,59,3,446,125
20190201T15-07,1360,65,60,5,449,183
20190201T14-07,1350,57,61,6,450,226
20190201T13-07,1346,87,60,6,448,198
20190201T12-07,1349,74,58,6,447,179
20190201T11-07,1341,76,59,6,447,177
20190201T10-07,1353,72,59,4,456,229
20190201T09-07,1353,57,60,0,453,226
20190201T08-07,1343,58,61,0,455,270
20190201T07-07,1359,57,60,0,451,216
20190201T06-07,1362,62,59,0,451,202
20190201T05-07,1325,76,57,0,448,170
20190201T04-07,1153,76,58,0,452,167
20190201T03-07,1146,53,59,0,451,185
20190201T02-07,1146,46,60,0,446,239
20190201T01-07,1187,36,59,0,448,290
20190131T00-07,1525,17,59,0,424,247
20190130T23-07,1814,5,59,0,426,291
20190130T22-07,2082,6,58,0,426,322
20190130T21-07,2091,5,58,0,421,312
20190130T20-07,2090,41,57,0,432,338
20190130T19-07,2088,32,60,0,426,344
20190130T18-07,2080,6,59,0,432,325
20190130T17-07,2086,6,59,0,424,318
20190130T16-07,2086,5,59,5,425,329
20190130T15-07,2085,10,61,5,425,311
20190130T14-07,2086,23,60,6,430,316
20190130T13-07,2085,23,60,3,432,305
20190130T12-07,2084,24,59,2,435,315
20190130T11-07,2089,21,59,1,433,317
20190130T10-07,2089,30,60,1,449,306
20190130T09-07,2092,40,59,0,444,295
20190130T08-07,2086,44,59,0,447,317
20190130T07-07,2083,62,61,0,440,323
20190130T06-07,2086,59,60,0,436,322
20190130T05-07,2086,59,58,0,441,324
20190130T04-07,2088,59,60,0,440,312
20190130T03-07,2076,59,59,0,438,312
20190130T02-07,2089,52,59,0,442,300
20190130T01-07,2090,7,60,0,442,292
20190130T00-07,2083,56,61,0,444,215
20190129T23-07,2084,75,59,0,447,114
20190129T22-07,2086,75,60,0,446,121
20190129T21-07,2063,58,59,0,445,170
20190129T20-07,2075,78,60,0,455,148
20190129T19-07,2070,107,60,0,457,95
20190129T18-07,2079,103,60,0,461,66
20190129T17-07,2071,58,60,0,452,45
20190129T16-07,2075,71,59,8,447,34
20190129T15-07,2066,64,59,9,456,40
20190129T14-07,2070,72,59,9,456,54
20190129T13-07,2064,60,59,8,452,98
20190129T12-07,2060,69,60,10,455,125
20190129T11-07,2061,54,61,9,457,129
20190129T10-07,2060,53,59,5,464,163
