,solar,hydro,wind
20191003T02Z,0,50,0
20191003T01Z,0,50,1
20191003T00Z,0,35,-2
20191002T23Z,0,32,-2
20191002T22Z,0,34,-3
20191002T21Z,0,7,1
20191002T20Z,0,5,0
20191002T19Z,0,6,3
20191002T18Z,0,9,4
20191002T17Z,0,8,-5
20191002T16Z,0,24,0
20191002T15Z,0,55,8
20191002T14Z,0,50,5
20191002T13Z,0,15,-4
20191002T12Z,0,15,-3
20191002T11Z,0,15,-5
20191002T10Z,0,15,-3
20191002T09Z,0,29,-5
20191002T08Z,0,38,-3
20191002T07Z,0,26,-4
20191002T06Z,0,25,-4
20191002T05Z,0,55,-3
20191002T04Z,0,56,-3
20191002T03Z,0,60,5
20191002T02Z,0,61,4
20191002T01Z,0,54,-1
20191002T00Z,0,54,2
20191001T23Z,0,30,2
20191001T22Z,0,31,-4
20191001T21Z,0,29,-4
20191001T20Z,0,30,-4
20191001T19Z,0,30,-5
20191001T18Z,0,29,-2
20191001T17Z,0,15,-4
20191001T16Z,0,11,6
20191001T15Z,0,45,6
20191001T14Z,0,8,19
20191001T13Z,0,5,40
20191001T12Z,0,4,47
20191001T11Z,0,4,42
20191001T10Z,0,18,23
20191001T09Z,0,36,17
20191001T08Z,0,35,18
20191001T07Z,0,26,14
20191001T06Z,0,26,13
20191001T05Z,0,51,15
20191001T04Z,0,56,15
20191001T03Z,0,56,13
20191001T02Z,0,56,8
20191001T01Z,0,56,28
20191001T00Z,0,56,16
20190930T23Z,0,43,22
20190930T22Z,0,37,27
20190930T21Z,0,29,27
20190930T20Z,0,30,28
20190930T19Z,0,30,41
20190930T18Z,0,29,53
20190930T17Z,0,30,40
20190930T16Z,0,32,46
20190930T15Z,0,29,71
20190930T14Z,0,30,76
20190930T13Z,0,25,95
20190930T12Z,0,28,143
20190930T11Z,0,54,131
20190930T10Z,0,56,168
20190930T09Z,0,55,209
20190930T08Z,0,56,178
20190930T07Z,0,7,232
20190930T06Z,0,29,245
20190930T05Z,0,25,205
20190930T04Z,0,25,186
20190930T03Z,0,25,135
20190930T02Z,0,25,153
20190930T01Z,0,25,156
20190930T00Z,0,25,119
20190929T23Z,0,25,131
20190929T22Z,0,25,147
20190929T21Z,0,25,98
20190929T20Z,0,25,58
20190929T19Z,0,25,59
20190929T18Z,0,25,59
20190929T17Z,0,25,32
20190929T16Z,0,25,38
20190929T15Z,0,25,44
20190929T14Z,0,25,52
20190929T13Z,0,25,38
20190929T12Z,0,25,33
20190929T11Z,0,25,29
20190929T10Z,0,25,37
20190929T09Z,0,25,28
20190929T08Z,0,25,41
20190929T07Z,0,25,66
20190929T06Z,0,25,69
20190929T05Z,0,30,139
20190929T04Z,0,29,214
20190929T03Z,0,30,239
20190929T02Z,0,30,325
20190929T01Z,0,29,482
20190929T00Z,0,27,575
20190928T23Z,0,16,488
20190928T22Z,0,5,339
20190928T21Z,0,22,107
20190928T20Z,0,53,7
20190928T19Z,0,32,40
20190928T18Z,0,18,127
20190928T17Z,0,23,49
20190928T16Z,0,10,55
20190928T15Z,0,10,102
20190928T14Z,0,10,148
20190928T13Z,0,16,167
20190928T12Z,0,25,203
20190928T11Z,0,25,306
20190928T10Z,0,13,335
20190928T09Z,0,7,347
20190928T08Z,0,7,347
20190928T07Z,0,20,384
20190928T06Z,0,8,450
20190928T05Z,0,31,438
20190928T04Z,0,48,478
20190928T03Z,0,37,743
20190928T02Z,0,30,839
20190928T01Z,0,13,914
20190928T00Z,0,41,888
20190927T23Z,0,51,902
20190927T22Z,0,43,912
20190927T21Z,0,24,902
20190927T20Z,0,46,880
20190927T19Z,0,12,906
20190927T18Z,0,15,860
20190927T17Z,0,21,723
20190927T16Z,0,26,632
20190927T15Z,0,7,580
20190927T14Z,0,7,501
20190927T13Z,0,22,394
20190927T12Z,0,49,229
20190927T11Z,0,25,250
20190927T10Z,0,47,250
20190927T09Z,0,24,314
20190927T08Z,0,20,383
20190927T07Z,0,25,430
20190927T06Z,0,25,532
20190927T05Z,0,27,672
20190927T04Z,0,29,694
20190927T03Z,0,30,737
20190927T02Z,0,29,803
20190927T01Z,0,19,864
20190927T00Z,0,20,1194
20190926T23Z,0,30,821
20190926T22Z,0,38,844
20190926T21Z,0,49,897
20190926T20Z,0,26,0
20190926T19Z,0,31,0
20190926T18Z,0,50,853
20190926T17Z,0,38,896
20190926T16Z,0,23,898
20190926T15Z,0,6,864
20190926T14Z,0,5,837
20190926T13Z,0,4,805
20190926T12Z,0,20,821
20190926T11Z,0,4,714
20190926T10Z,0,5,632
20190926T09Z,0,23,517
20190926T08Z,0,28,381
20190926T07Z,0,58,296
20190926T06Z,0,6,257
20190926T05Z,0,5,213
20190926T04Z,0,5,152
20190926T03Z,0,61,90
20190926T02Z,0,57,68
20190926T01Z,0,45,62
20190926T00Z,0,54,30
20190925T23Z,0,55,9
20190925T22Z,0,55,1
20190925T21Z,0,55,0
20190925T20Z,0,53,-2
20190925T19Z,0,30,0
20190925T18Z,0,29,-5
20190925T17Z,0,49,-1
20190925T16Z,0,42,11
20190925T15Z,0,55,59
20190925T14Z,0,58,90
20190925T13Z,0,25,124
20190925T12Z,0,13,203
20190925T11Z,0,15,209
20190925T10Z,0,8,218
20190925T09Z,0,25,183
20190925T08Z,0,25,213
20190925T07Z,0,28,304
20190925T06Z,0,23,422
20190925T05Z,0,7,560
20190925T04Z,0,4,724
20190925T03Z,0,4,766
20190925T02Z,0,4,774
20190925T01Z,0,4,746
20190925T00Z,0,20,723
20190924T23Z,0,30,689
20190924T22Z,0,31,638
20190924T21Z,0,40,569
20190924T20Z,0,32,587
20190924T19Z,0,30,594
20190924T18Z,0,29,553
20190924T17Z,0,28,356
20190924T16Z,0,20,362
20190924T15Z,0,12,403
20190924T14Z,0,4,425
20190924T13Z,0,4,472
20190924T12Z,0,4,504
20190924T11Z,0,3,501
20190924T10Z,0,16,512
20190924T09Z,0,35,504
20190924T08Z,0,29,518
20190924T07Z,0,37,498
20190924T06Z,0,34,468
20190924T05Z,0,40,503
20190924T04Z,0,63,465
20190924T03Z,0,47,540
20190924T02Z,0,26,608
20190924T01Z,0,39,572
20190924T00Z,0,40,562
20190923T23Z,0,40,614
20190923T22Z,0,33,637
20190923T21Z,0,24,614
20190923T20Z,0,20,627
20190923T19Z,0,30,582
20190923T18Z,0,29,573
20190923T17Z,0,27,538
20190923T16Z,0,30,481
20190923T15Z,0,30,477
20190923T14Z,0,33,549
20190923T13Z,0,58,566
20190923T12Z,0,47,534
20190923T11Z,0,33,588
20190923T10Z,0,34,605
20190923T09Z,0,5,587
20190923T08Z,0,15,530
20190923T07Z,0,6,468
20190923T06Z,0,23,341
20190923T05Z,0,25,277
20190923T04Z,0,25,310
20190923T03Z,0,25,264
20190923T02Z,0,25,238
20190923T01Z,0,25,209
20190923T00Z,0,25,310
20190922T23Z,0,20,371
20190922T22Z,0,44,333
20190922T21Z,0,49,287
20190922T20Z,0,25,341
20190922T19Z,0,20,378
20190922T18Z,0,12,276
20190922T17Z,0,25,145
20190922T16Z,0,25,150
20190922T15Z,0,25,206
20190922T14Z,0,25,180
20190922T13Z,0,25,144
20190922T12Z,0,26,147
20190922T11Z,0,25,161
20190922T10Z,0,25,254
20190922T09Z,0,25,264
20190922T08Z,0,26,304
20190922T07Z,0,25,322
20190922T06Z,0,25,270
20190922T05Z,0,30,272
20190922T04Z,0,29,318
20190922T03Z,0,26,291
20190922T02Z,0,30,146
20190922T01Z,0,29,91
20190922T00Z,0,18,102
20190921T23Z,0,30,75
20190921T22Z,0,31,48
20190921T21Z,0,29,58
20190921T20Z,0,30,87
20190921T19Z,0,11,125
20190921T18Z,0,4,138
20190921T17Z,0,13,97
20190921T16Z,0,18,76
20190921T15Z,0,14,131
20190921T14Z,0,30,139
20190921T13Z,0,25,148
20190921T12Z,0,24,156
20190921T11Z,0,25,150
20190921T10Z,0,25,154
20190921T09Z,0,25,196
20190921T08Z,0,25,259
20190921T07Z,0,25,277
20190921T06Z,0,25,322
20190921T05Z,0,30,371
20190921T04Z,0,29,444
20190921T03Z,0,30,496
20190921T02Z,0,22,559
20190921T01Z,0,4,517
20190921T00Z,0,4,391
20190920T23Z,0,8,248
20190920T22Z,0,18,152
20190920T21Z,0,29,63
20190920T20Z,0,30,56
20190920T19Z,0,30,98
20190920T18Z,0,29,150
20190920T17Z,0,30,194
20190920T16Z,0,30,178
20190920T15Z,0,49,202
20190920T14Z,0,32,351
20190920T13Z,0,50,412
20190920T12Z,0,49,425
20190920T11Z,0,41,416
20190920T10Z,0,38,385
20190920T09Z,0,9,380
20190920T08Z,0,10,375
20190920T07Z,0,25,357
20190920T06Z,0,5,355
20190920T05Z,0,5,398
20190920T04Z,0,5,445
20190920T03Z,0,4,441
20190920T02Z,0,4,454
20190920T01Z,0,7,267
20190920T00Z,0,45,59
20190919T23Z,0,30,19
20190919T22Z,0,31,12
20190919T21Z,0,29,15
20190919T20Z,0,30,15
20190919T19Z,0,30,26
20190919T18Z,0,29,22
20190919T17Z,0,30,35
20190919T16Z,0,43,48
20190919T15Z,0,29,67
20190919T14Z,0,30,84
20190919T13Z,0,25,94
20190919T12Z,0,25,84
20190919T11Z,0,25,50
20190919T10Z,0,25,48
20190919T09Z,0,25,46
20190919T08Z,0,25,36
20190919T07Z,0,25,55
20190919T06Z,0,25,69
20190919T05Z,0,26,100
20190919T04Z,0,21,139
20190919T03Z,0,8,98
20190919T02Z,0,55,64
20190919T01Z,0,59,30
20190919T00Z,0,21,13
20190918T23Z,0,20,18
20190918T22Z,0,22,31
20190918T21Z,0,29,33
20190918T20Z,0,30,23
20190918T19Z,0,30,23
20190918T18Z,0,7,24
20190918T17Z,0,5,14
20190918T16Z,0,5,33
20190918T15Z,0,5,61
20190918T14Z,0,6,82
20190918T13Z,0,25,37
20190918T12Z,0,25,29
20190918T11Z,0,18,70
20190918T10Z,0,18,95
20190918T09Z,0,13,254
20190918T08Z,0,4,210
20190918T07Z,0,25,56
20190918T06Z,0,25,68
20190918T05Z,0,7,56
20190918T04Z,0,63,56
20190918T03Z,0,65,53
20190918T02Z,0,45,130
20190918T01Z,0,5,239
20190918T00Z,0,4,223
20190917T23Z,0,4,191
20190917T22Z,0,13,148
20190917T21Z,0,29,174
20190917T20Z,0,20,346
20190917T19Z,0,5,306
20190917T18Z,0,6,255
20190917T17Z,0,5,190
20190917T16Z,0,5,128
20190917T15Z,0,6,86
20190917T14Z,0,6,112
20190917T13Z,0,5,140
20190917T12Z,0,5,209
20190917T11Z,0,5,278
20190917T10Z,0,5,268
20190917T09Z,0,5,256
20190917T08Z,0,6,307
20190917T07Z,0,21,430
20190917T06Z,0,46,439
20190917T05Z,0,41,466
20190917T04Z,0,49,470
20190917T03Z,0,50,479
20190917T02Z,0,60,414
20190917T01Z,0,60,376
20190917T00Z,0,58,246
20190916T23Z,0,34,212
20190916T22Z,0,60,172
20190916T21Z,0,54,166
20190916T20Z,0,40,179
20190916T19Z,0,23,122
20190916T18Z,0,29,74
20190916T17Z,0,30,73
20190916T16Z,0,30,79
20190916T15Z,0,29,61
20190916T14Z,0,56,69
20190916T13Z,0,40,74
20190916T12Z,0,50,89
20190916T11Z,0,51,107
20190916T10Z,0,50,169
20190916T09Z,0,43,124
20190916T08Z,0,26,115
20190916T07Z,0,22,134
20190916T06Z,0,17,85
20190916T05Z,0,36,23
20190916T04Z,0,27,48
20190916T03Z,0,25,79
20190916T02Z,0,34,101
20190916T01Z,0,45,503
20190916T00Z,0,22,825
20190915T23Z,0,25,890
20190915T22Z,0,19,921
20190915T21Z,0,24,905
20190915T20Z,0,28,786
20190915T19Z,0,11,437
20190915T18Z,0,21,167
20190915T17Z,0,26,98
20190915T16Z,0,70,94
20190915T15Z,0,48,210
20190915T14Z,0,25,323
20190915T13Z,0,25,380
20190915T12Z,0,25,433
20190915T11Z,0,25,410
20190915T10Z,0,25,441
20190915T09Z,0,26,328
20190915T08Z,0,25,342
20190915T07Z,0,26,410
20190915T06Z,0,43,439
20190915T05Z,0,58,472
20190915T04Z,0,47,534
20190915T03Z,0,9,516
20190915T02Z,0,58,439
20190915T01Z,0,66,415
20190915T00Z,0,32,447
20190914T23Z,0,60,403
20190914T22Z,0,56,295
20190914T21Z,0,29,217
20190914T20Z,0,30,199
20190914T19Z,0,30,190
20190914T18Z,0,29,164
20190914T17Z,0,29,91
20190914T16Z,0,29,88
20190914T15Z,0,29,120
20190914T14Z,0,30,122
20190914T13Z,0,25,106
20190914T12Z,0,25,87
20190914T11Z,0,25,120
20190914T10Z,0,25,198
20190914T09Z,0,25,193
20190914T08Z,0,28,180
20190914T07Z,0,60,221
20190914T06Z,0,60,237
20190914T05Z,0,31,290
20190914T04Z,0,6,321
20190914T03Z,0,37,341
20190914T02Z,0,50,363
20190914T01Z,0,50,412
20190914T00Z,0,50,448
20190913T23Z,0,52,347
20190913T22Z,0,60,353
20190913T21Z,0,56,362
20190913T20Z,0,50,388
20190913T19Z,0,50,394
20190913T18Z,0,25,348
20190913T17Z,0,30,261
20190913T16Z,0,7,175
20190913T15Z,0,6,225
20190913T14Z,0,6,311
20190913T13Z,0,4,314
20190913T12Z,0,3,315
20190913T11Z,0,6,302
20190913T10Z,0,20,321
20190913T09Z,0,25,353
20190913T08Z,0,37,360
20190913T07Z,0,40,384
20190913T06Z,0,37,389
20190913T05Z,0,45,346
20190913T04Z,0,52,248
20190913T03Z,0,53,158
20190913T02Z,0,54,90
20190913T01Z,0,52,87
20190913T00Z,0,52,39
20190912T23Z,0,30,26
20190912T22Z,0,31,16
20190912T21Z,0,29,9
20190912T20Z,0,39,3
20190912T19Z,0,62,-3
20190912T18Z,0,45,-3
20190912T17Z,0,30,-3
20190912T16Z,0,30,-3
20190912T15Z,0,29,-4
20190912T14Z,0,30,-1
20190912T13Z,0,25,5
20190912T12Z,0,11,11
20190912T11Z,0,10,21
20190912T10Z,0,10,28
20190912T09Z,0,18,29
20190912T08Z,0,39,51
20190912T07Z,0,69,78
20190912T06Z,0,68,129
20190912T05Z,0,42,182
20190912T04Z,0,6,215
20190912T03Z,0,4,196
20190912T02Z,0,5,148
20190912T01Z,0,6,81
20190912T00Z,0,26,41
20190911T23Z,0,30,28
20190911T22Z,0,31,25
20190911T21Z,0,29,8
20190911T20Z,0,30,34
20190911T19Z,0,30,61
20190911T18Z,0,20,115
20190911T17Z,0,7,84
20190911T16Z,0,30,70
20190911T15Z,0,10,101
20190911T14Z,0,6,117
20190911T13Z,0,23,97
20190911T12Z,0,45,93
20190911T11Z,0,19,142
20190911T10Z,0,38,180
20190911T09Z,0,46,187
20190911T08Z,0,34,204
20190911T07Z,0,25,198
20190911T06Z,0,13,225
20190911T05Z,0,57,203
20190911T04Z,0,55,191
20190911T03Z,0,4,239
20190911T02Z,0,4,170
20190911T01Z,0,28,88
20190911T00Z,0,16,19
20190910T23Z,0,30,11
20190910T22Z,0,31,3
20190910T21Z,0,29,9
20190910T20Z,0,30,6
20190910T19Z,0,30,9
20190910T18Z,0,29,26
20190910T17Z,0,30,26
20190910T16Z,0,30,20
20190910T15Z,0,29,77
20190910T14Z,0,30,145
20190910T13Z,0,25,173
20190910T12Z,0,24,182
20190910T11Z,0,25,170
20190910T10Z,0,25,117
20190910T09Z,0,25,75
20190910T08Z,0,27,84
20190910T07Z,0,56,110
20190910T06Z,0,55,115
20190910T05Z,0,48,149
20190910T04Z,0,39,172
20190910T03Z,0,56,154
20190910T02Z,0,58,207
20190910T01Z,0,54,241
20190910T00Z,0,57,214
20190909T23Z,0,42,153
20190909T22Z,0,44,123
20190909T21Z,0,7,161
20190909T20Z,0,6,202
20190909T19Z,0,4,263
20190909T18Z,0,4,333
20190909T17Z,0,4,313
20190909T16Z,0,4,237
20190909T15Z,0,5,225
20190909T14Z,0,4,288
20190909T13Z,0,4,394
20190909T12Z,0,24,351
20190909T11Z,0,25,326
20190909T10Z,0,40,375
20190909T09Z,0,63,446
20190909T08Z,0,56,506
20190909T07Z,0,45,557
20190909T06Z,0,25,584
20190909T05Z,0,25,651
20190909T04Z,0,25,703
20190909T03Z,0,25,739
20190909T02Z,0,25,855
20190909T01Z,0,6,914
20190909T00Z,0,14,841
20190908T23Z,0,7,838
20190908T22Z,0,12,866
20190908T21Z,0,5,784
20190908T20Z,0,10,706
20190908T19Z,0,25,578
20190908T18Z,0,25,582
20190908T17Z,0,26,551
20190908T16Z,0,26,573
20190908T15Z,0,23,680
20190908T14Z,0,25,778
20190908T13Z,0,25,798
20190908T12Z,0,25,840
20190908T11Z,0,21,851
20190908T10Z,0,14,857
20190908T09Z,0,26,791
20190908T08Z,0,25,754
20190908T07Z,0,25,758
20190908T06Z,0,25,763
20190908T05Z,0,31,803
20190908T04Z,0,49,755
20190908T03Z,0,21,578
20190908T02Z,0,55,206
20190908T01Z,0,59,166
20190908T00Z,0,30,218
20190907T23Z,0,30,183
20190907T22Z,0,33,140
20190907T21Z,0,29,142
20190907T20Z,0,30,94
20190907T19Z,0,7,61
20190907T18Z,0,23,21
20190907T17Z,0,26,10
20190907T16Z,0,28,2
20190907T15Z,0,29,5
20190907T14Z,0,30,-1
20190907T13Z,0,24,2
20190907T12Z,0,25,3
20190907T11Z,0,25,2
20190907T10Z,0,26,5
20190907T09Z,0,25,8
20190907T08Z,0,25,13
20190907T07Z,0,25,17
20190907T06Z,0,41,15
20190907T05Z,0,55,11
20190907T04Z,0,55,16
20190907T03Z,0,65,12
20190907T02Z,0,55,49
20190907T01Z,0,55,62
20190907T00Z,0,55,55
20190906T23Z,0,56,36
20190906T22Z,0,56,27
20190906T21Z,0,55,29
20190906T20Z,0,52,25
20190906T19Z,0,30,36
20190906T18Z,0,12,81
20190906T17Z,0,23,88
20190906T16Z,0,30,77
20190906T15Z,0,29,92
20190906T14Z,0,30,99
20190906T13Z,0,28,95
20190906T12Z,0,31,144
20190906T11Z,0,23,217
20190906T10Z,0,17,102
20190906T09Z,0,25,38
20190906T08Z,0,33,41
20190906T07Z,0,11,141
20190906T06Z,0,7,121
20190906T05Z,0,45,12
20190906T04Z,0,45,6
20190906T03Z,0,46,34
20190906T02Z,0,45,21
20190906T01Z,0,28,97
20190906T00Z,0,24,133
20190905T23Z,0,39,54
20190905T22Z,0,40,13
20190905T21Z,0,40,35
20190905T20Z,0,40,47
20190905T19Z,0,30,51
20190905T18Z,0,29,23
20190905T17Z,0,30,6
20190905T16Z,0,30,8
20190905T15Z,0,30,10
20190905T14Z,0,39,18
20190905T13Z,0,25,9
20190905T12Z,0,23,12
20190905T11Z,0,17,18
20190905T10Z,0,16,8
20190905T09Z,0,25,-3
20190905T08Z,0,25,-5
20190905T07Z,0,25,-1
20190905T06Z,0,26,3
20190905T05Z,0,45,10
20190905T04Z,0,45,5
20190905T03Z,0,45,-1
20190905T02Z,0,45,-2
20190905T01Z,0,45,-6
20190905T00Z,0,45,-3
20190904T23Z,0,40,-6
20190904T22Z,0,41,-1
20190904T21Z,0,33,-3
20190904T20Z,0,40,-4
20190904T19Z,0,38,-4
20190904T18Z,0,9,-1
20190904T17Z,0,20,8
20190904T16Z,0,48,7
20190904T15Z,0,56,16
20190904T14Z,0,52,28
20190904T13Z,0,25,35
20190904T12Z,0,25,50
20190904T11Z,0,25,71
20190904T10Z,0,25,143
20190904T09Z,0,25,240
20190904T08Z,0,23,470
20190904T07Z,0,54,650
20190904T06Z,0,11,728
20190904T05Z,0,35,656
20190904T04Z,0,53,517
20190904T03Z,0,55,609
20190904T02Z,0,25,792
20190904T01Z,0,31,645
20190904T00Z,0,55,381
20190903T23Z,0,53,202
20190903T22Z,0,56,56
20190903T21Z,0,53,25
20190903T20Z,0,28,19
20190903T19Z,0,10,32
20190903T18Z,0,10,11
20190903T17Z,0,10,9
20190903T16Z,0,9,7
20190903T15Z,0,9,11
20190903T14Z,0,27,21
20190903T13Z,0,56,44
20190903T12Z,0,25,71
20190903T11Z,0,27,78
20190903T10Z,0,55,91
20190903T09Z,0,45,63
20190903T08Z,0,36,27
20190903T07Z,0,36,16
20190903T06Z,0,27,19
20190903T05Z,0,57,19
20190903T04Z,0,54,17
20190903T03Z,0,55,7
20190903T02Z,0,55,-5
20190903T01Z,0,57,-2
20190903T00Z,0,63,3
20190902T23Z,0,64,1
20190902T22Z,0,63,-1
20190902T21Z,0,59,-2
20190902T20Z,0,33,0
20190902T19Z,0,30,5
20190902T18Z,0,29,13
20190902T17Z,0,30,28
20190902T16Z,0,30,112
20190902T15Z,0,29,155
20190902T14Z,0,30,185
20190902T13Z,0,24,209
20190902T12Z,0,5,187
20190902T11Z,0,4,191
20190902T10Z,0,4,215
20190902T09Z,0,4,192
20190902T08Z,0,11,237
20190902T07Z,0,24,348
20190902T06Z,0,54,444
20190902T05Z,0,54,451
20190902T04Z,0,61,435
20190902T03Z,0,55,562
20190902T02Z,0,55,656
20190902T01Z,0,54,684
20190902T00Z,0,54,609
20190901T23Z,0,49,473
20190901T22Z,0,50,384
20190901T21Z,0,48,256
20190901T20Z,0,25,164
20190901T19Z,0,25,174
20190901T18Z,0,25,204
20190901T17Z,0,25,163
20190901T16Z,0,26,64
20190901T15Z,0,64,57
20190901T14Z,0,65,63
20190901T13Z,0,26,189
20190901T12Z,0,8,322
20190901T11Z,0,8,370
20190901T10Z,0,7,452
20190901T09Z,0,18,429
20190901T08Z,0,25,442
20190901T07Z,0,27,401
20190901T06Z,0,60,402
20190901T05Z,0,50,534
20190901T04Z,0,18,523
20190901T03Z,0,57,420
20190901T02Z,0,60,488
20190901T01Z,0,60,466
20190901T00Z,0,58,375
20190831T23Z,0,33,311
20190831T22Z,0,20,300
20190831T21Z,0,20,261
20190831T20Z,0,18,246
20190831T19Z,0,16,226
20190831T18Z,0,13,180
20190831T17Z,0,34,165
20190831T16Z,0,52,173
20190831T15Z,0,54,235
20190831T14Z,0,52,312
20190831T13Z,0,25,336
20190831T12Z,0,34,221
20190831T11Z,0,25,225
20190831T10Z,0,29,227
20190831T09Z,0,35,258
20190831T08Z,0,25,370
20190831T07Z,0,27,373
20190831T06Z,0,60,363
20190831T05Z,0,60,293
20190831T04Z,0,55,290
20190831T03Z,0,58,212
20190831T02Z,0,61,194
20190831T01Z,0,60,222
20190831T00Z,0,19,284
20190830T23Z,0,19,250
20190830T22Z,0,59,194
20190830T21Z,0,59,179
20190830T20Z,0,55,206
20190830T19Z,0,59,204
20190830T18Z,0,34,216
20190830T17Z,0,30,325
20190830T16Z,0,31,292
20190830T15Z,0,55,358
20190830T14Z,0,55,400
20190830T13Z,0,60,453
20190830T12Z,0,60,490
20190830T11Z,0,60,463
20190830T10Z,0,60,432
20190830T09Z,0,60,403
20190830T08Z,0,60,358
20190830T07Z,0,64,347
20190830T06Z,0,63,351
20190830T05Z,0,63,293
20190830T04Z,0,63,277
20190830T03Z,0,20,276
20190830T02Z,0,62,214
20190830T01Z,0,56,188
20190830T00Z,0,60,192
20190829T23Z,0,56,181
20190829T22Z,0,63,135
20190829T21Z,0,62,196
20190829T20Z,0,62,397
20190829T19Z,0,33,467
20190829T18Z,0,12,315
20190829T17Z,0,9,198
20190829T16Z,0,28,219
20190829T15Z,0,63,180
20190829T14Z,0,64,284
20190829T13Z,0,64,391
20190829T12Z,0,53,537
20190829T11Z,0,64,443
20190829T10Z,0,64,340
20190829T09Z,0,63,281
20190829T08Z,0,59,246
20190829T07Z,0,15,173
20190829T06Z,0,10,124
20190829T05Z,0,37,28
20190829T04Z,0,63,-5
20190829T03Z,0,63,-6
20190829T02Z,0,64,-5
20190829T01Z,0,64,-4
20190829T00Z,0,66,-4
20190828T23Z,0,66,-6
20190828T22Z,0,67,-3
20190828T21Z,0,68,-6
20190828T20Z,0,55,-2
20190828T19Z,0,55,-6
20190828T18Z,0,54,-3
20190828T17Z,0,55,-6
20190828T16Z,0,55,-3
20190828T15Z,0,67,-2
20190828T14Z,0,67,-2
20190828T13Z,0,68,-3
20190828T12Z,0,68,-2
20190828T11Z,0,68,3
20190828T10Z,0,61,9
20190828T09Z,0,56,40
20190828T08Z,0,39,41
20190828T07Z,0,45,51
20190828T06Z,0,39,55
20190828T05Z,0,68,82
20190828T04Z,0,68,103
20190828T03Z,0,68,120
20190828T02Z,0,68,226
20190828T01Z,0,68,267
20190828T00Z,0,21,267
20190827T23Z,0,9,270
20190827T22Z,0,19,237
20190827T21Z,0,65,183
20190827T20Z,0,61,146
20190827T19Z,0,49,115
20190827T18Z,0,56,61
20190827T17Z,0,55,35
20190827T16Z,0,55,60
20190827T15Z,0,38,83
20190827T14Z,0,59,76
20190827T13Z,0,46,52
20190827T12Z,0,33,55
20190827T11Z,0,12,49
20190827T10Z,0,24,29
20190827T09Z,0,24,26
20190827T08Z,0,25,12
20190827T07Z,0,25,1
20190827T06Z,0,27,3
20190827T05Z,0,60,11
20190827T04Z,0,60,13
20190827T03Z,0,67,35
20190827T02Z,0,65,44
20190827T01Z,0,59,38
20190827T00Z,0,60,32
20190826T23Z,0,60,29
20190826T22Z,0,32,21
20190826T21Z,0,30,7
20190826T20Z,0,30,2
20190826T19Z,0,30,19
20190826T18Z,0,30,11
20190826T17Z,0,30,0
20190826T16Z,0,36,-5
20190826T15Z,0,57,2
20190826T14Z,0,58,13
20190826T13Z,0,25,63
20190826T12Z,0,34,80
20190826T11Z,0,23,54
20190826T10Z,0,25,111
20190826T09Z,0,25,179
20190826T08Z,0,26,212
20190826T07Z,0,60,272
20190826T06Z,0,59,389
20190826T05Z,0,48,520
20190826T04Z,0,55,492
20190826T03Z,0,60,489
20190826T02Z,0,60,431
20190826T01Z,0,49,345
20190826T00Z,0,35,173
20190825T23Z,0,49,115
20190825T22Z,0,34,87
20190825T21Z,0,25,71
20190825T20Z,0,51,46
20190825T19Z,0,40,131
20190825T18Z,0,19,249
20190825T17Z,0,8,374
20190825T16Z,0,8,362
20190825T15Z,0,8,385
20190825T14Z,0,13,401
20190825T13Z,0,30,442
20190825T12Z,0,40,452
20190825T11Z,0,40,540
20190825T10Z,0,24,537
20190825T09Z,0,46,460
20190825T08Z,0,50,355
20190825T07Z,0,52,283
20190825T06Z,0,66,370
20190825T05Z,0,50,610
20190825T04Z,0,50,677
20190825T03Z,0,50,671
20190825T02Z,0,50,760
20190825T01Z,0,31,738
20190825T00Z,0,30,752
20190824T23Z,0,30,804
20190824T22Z,0,38,803
20190824T21Z,0,65,762
20190824T20Z,0,56,754
20190824T19Z,0,20,696
20190824T18Z,0,24,531
20190824T17Z,0,8,519
20190824T16Z,0,29,482
20190824T15Z,0,17,497
20190824T14Z,0,7,566
20190824T13Z,0,7,505
20190824T12Z,0,38,382
20190824T11Z,0,16,436
20190824T10Z,0,50,449
20190824T09Z,0,60,477
20190824T08Z,0,72,540
20190824T07Z,0,72,518
20190824T06Z,0,69,460
20190824T05Z,0,40,355
20190824T04Z,0,19,244
20190824T03Z,0,34,152
20190824T02Z,0,61,77
20190824T01Z,0,54,33
20190824T00Z,0,56,26
20190823T23Z,0,58,18
20190823T22Z,0,24,1
20190823T21Z,0,15,0
20190823T20Z,0,30,-5
20190823T19Z,0,56,-3
20190823T18Z,0,54,-3
20190823T17Z,0,55,0
20190823T16Z,0,55,1
20190823T15Z,0,54,27
20190823T14Z,0,55,9
20190823T13Z,0,59,17
20190823T12Z,0,25,23
20190823T11Z,0,26,90
20190823T10Z,0,25,154
20190823T09Z,0,24,152
20190823T08Z,0,25,133
20190823T07Z,0,37,134
20190823T06Z,0,65,182
20190823T05Z,0,64,232
20190823T04Z,0,54,301
20190823T03Z,0,56,275
20190823T02Z,0,65,216
20190823T01Z,0,65,170
20190823T00Z,0,54,145
20190822T23Z,0,65,124
20190822T22Z,0,64,90
20190822T21Z,0,65,104
20190822T20Z,0,65,125
20190822T19Z,0,63,156
20190822T18Z,0,15,218
20190822T17Z,0,12,307
