,coal,natural gas,solar,wind
20181124T21-07,695,166.0,0.0,41.0
20181124T20-07,694,170.0,0.0,45.0
20181124T19-07,694,188.0,0.0,45.0
20181124T18-07,695,214.0,0.0,27.0
20181124T17-07,744,46.0,6.0,70.0
20181124T16-07,744,-106.0,98.0,70.0
20181124T15-07,744,-192.0,153.0,62.0
20181124T14-07,744,-220.0,154.0,60.0
20181124T13-07,744,-216.0,150.0,54.0
20181124T12-07,744,-205.0,151.0,52.0
20181124T11-07,744,-167.0,156.0,20.0
20181124T10-07,744,-111.0,158.0,3.0
20181124T09-07,728,-33.0,131.0,3.0
20181124T08-07,722,105.0,50.0,1.0
20181124T07-07,734,139.0,0.0,0.0
20181124T06-07,735,88.0,0.0,0.0
20181124T05-07,654,124.0,0.0,0.0
20181124T04-07,655,89.0,0.0,0.0
20181124T03-07,654,89.0,0.0,0.0
20181124T02-07,684,56.0,0.0,0.0
20181124T01-07,719,34.0,0.0,0.0
20181124T00-07,719,27.0,0.0,30.0
20181123T23-07,720,96.0,0.0,2.0
20181123T22-07,719,149.0,0.0,6.0
20181123T21-07,719,188.0,0.0,0.0
20181123T20-07,719,204.0,0.0,6.0
20181123T19-07,744,185.0,0.0,13.0
20181123T18-07,745,189.0,0.0,18.0
20181123T17-07,743,104.0,7.0,25.0
20181123T16-07,624,84.0,92.0,25.0
20181123T15-07,558,22.0,151.0,39.0
20181123T14-07,555,33.0,148.0,9.0
20181123T13-07,556,78.0,126.0,3.0
20181123T12-07,554,31.0,145.0,1.0
20181123T11-07,555,49.0,153.0,0.0
20181123T10-07,598,34.0,155.0,0.0
20181123T09-07,635,75.0,131.0,-1.0
20181123T08-07,669,152.0,57.0,3.0
20181123T07-07,725,175.0,0.0,0.0
20181123T06-07,726,121.0,0.0,1.0
20181123T05-07,727,67.0,0.0,7.0
20181123T04-07,728,22.0,0.0,12.0
20181123T03-07,727,-26.0,0.0,44.0
20181123T02-07,727,-15.0,0.0,36.0
20181123T01-07,727,29.0,0.0,3.0
20181123T00-07,726,49.0,0.0,3.0
20181122T23-07,666,133.0,0.0,9.0
20181122T22-07,614,177.0,0.0,56.0
20181122T21-07,616,211.0,0.0,49.0
20181122T20-07,615,226.0,0.0,39.0
20181122T19-07,615,239.0,0.0,35.0
20181122T18-07,615,240.0,0.0,40.0
20181122T17-07,615,200.0,2.0,43.0
20181122T16-07,615,190.0,22.0,33.0
20181122T15-07,632,190.0,29.0,27.0
20181122T14-07,672,165.0,37.0,39.0
20181122T13-07,744,121.0,42.0,24.0
20181122T12-07,743,120.0,57.0,10.0
20181122T11-07,745,181.0,29.0,9.0
20181122T10-07,745,175.0,26.0,-1.0
20181122T09-07,744,151.0,17.0,0.0
20181122T08-07,735,127.0,10.0,0.0
20181122T07-07,673,163.0,0.0,0.0
20181122T06-07,700,95.0,0.0,0.0
20181122T05-07,699,56.0,0.0,0.0
20181122T04-07,675,57.0,0.0,0.0
20181122T03-07,675,53.0,0.0,0.0
20181122T02-07,659,69.0,0.0,0.0
20181122T01-07,660,91.0,0.0,0.0
20181122T00-07,684,92.0,0.0,1.0
20181121T23-07,675,155.0,0.0,3.0
20181121T22-07,719,169.0,0.0,8.0
20181121T21-07,719,215.0,0.0,1.0
20181121T20-07,735,225.0,0.0,5.0
20181121T19-07,734,251.0,0.0,5.0
20181121T18-07,733,275.0,0.0,8.0
20181121T17-07,726,204.0,9.0,4.0
20181121T16-07,724,85.0,90.0,1.0
20181121T15-07,605,111.0,131.0,0.0
20181121T14-07,575,94.0,149.0,2.0
20181121T13-07,576,72.0,151.0,2.0
20181121T12-07,575,67.0,150.0,3.0
20181121T11-07,575,78.0,156.0,2.0
20181121T10-07,574,98.0,160.0,6.0
20181121T09-07,636,83.0,148.0,12.0
20181121T08-07,694,165.0,58.0,15.0
20181121T07-07,695,261.0,0.0,9.0
20181121T06-07,695,189.0,0.0,3.0
20181121T05-07,691,101.0,0.0,9.0
20181121T04-07,664,76.0,0.0,5.0
20181121T03-07,664,61.0,0.0,3.0
20181121T02-07,664,54.0,0.0,2.0
20181121T01-07,665,72.0,0.0,2.0
20181121T00-07,704,58.0,0.0,6.0
20181120T23-07,695,110.0,0.0,9.0
20181120T22-07,715,141.0,0.0,27.0
20181120T21-07,715,188.0,0.0,30.0
20181120T20-07,713,226.0,0.0,34.0
20181120T19-07,715,250.0,0.0,30.0
20181120T18-07,724,264.0,0.0,29.0
20181120T17-07,724,177.0,7.0,28.0
20181120T16-07,724,77.0,71.0,22.0
20181120T15-07,724,21.0,111.0,28.0
20181120T14-07,724,26.0,95.0,24.0
20181120T13-07,674,-13.0,125.0,29.0
20181120T12-07,634,16.0,127.0,29.0
20181120T11-07,635,-1.0,150.0,29.0
20181120T10-07,724,-71.0,149.0,32.0
20181120T09-07,724,-13.0,128.0,40.0
20181120T08-07,725,152.0,27.0,57.0
20181120T07-07,700,232.0,0.0,50.0
20181120T06-07,699,147.0,0.0,44.0
20181120T05-07,700,70.0,0.0,38.0
20181120T04-07,699,33.0,0.0,34.0
20181120T03-07,699,31.0,0.0,24.0
20181120T02-07,699,33.0,0.0,25.0
20181120T01-07,699,50.0,0.0,19.0
20181120T00-07,700,63.0,0.0,29.0
20181119T23-07,701,118.0,0.0,19.0
20181119T22-07,694,211.0,0.0,11.0
20181119T21-07,694,266.0,0.0,14.0
20181119T20-07,695,305.0,0.0,11.0
20181119T19-07,694,327.0,0.0,7.0
20181119T18-07,695,339.0,0.0,8.0
20181119T17-07,725,225.0,5.0,4.0
20181119T16-07,725,109.0,67.0,1.0
20181119T15-07,655,65.0,148.0,0.0
20181119T14-07,575,90.0,158.0,0.0
20181119T13-07,575,76.0,155.0,2.0
20181119T12-07,575,78.0,154.0,1.0
20181119T11-07,574,84.0,157.0,8.0
20181119T10-07,576,106.0,161.0,12.0
20181119T09-07,720,14.0,149.0,17.0
20181119T08-07,720,183.0,62.0,17.0
20181119T07-07,719,291.0,0.0,18.0
20181119T06-07,719,192.0,0.0,15.0
20181119T05-07,719,94.0,0.0,20.0
20181119T04-07,722,30.0,0.0,21.0
20181119T03-07,719,24.0,0.0,8.0
20181119T02-07,730,11.0,0.0,4.0
20181119T01-07,729,22.0,0.0,0.0
20181119T00-07,715,63.0,0.0,-1.0
20181118T23-07,714,99.0,0.0,6.0
20181118T22-07,735,131.0,0.0,14.0
20181118T21-07,734,196.0,0.0,4.0
20181118T20-07,734,216.0,0.0,15.0
20181118T19-07,735,242.0,0.0,15.0
20181118T18-07,735,241.0,0.0,36.0
20181118T17-07,733,156.0,8.0,31.0
20181118T16-07,647,89.0,102.0,23.0
20181118T15-07,565,73.0,154.0,14.0
20181118T14-07,556,35.0,158.0,19.0
20181118T13-07,555,33.0,148.0,21.0
20181118T12-07,553,36.0,150.0,16.0
20181118T11-07,564,33.0,150.0,13.0
20181118T10-07,635,22.0,130.0,3.0
20181118T09-07,635,83.0,110.0,-1.0
20181118T08-07,724,61.0,46.0,-1.0
20181118T07-07,724,114.0,1.0,0.0
20181118T06-07,725,67.0,0.0,3.0
20181118T05-07,724,36.0,0.0,0.0
20181118T04-07,724,20.0,0.0,0.0
20181118T03-07,724,16.0,0.0,1.0
20181118T02-07,704,28.0,0.0,-1.0
20181118T01-07,680,68.0,0.0,1.0
20181118T00-07,714,48.0,0.0,11.0
20181117T23-07,652,150.0,0.0,8.0
20181117T22-07,625,200.0,0.0,29.0
20181117T21-07,625,238.0,0.0,25.0
20181117T20-07,625,274.0,0.0,18.0
20181117T19-07,664,241.0,0.0,32.0
20181117T18-07,713,214.0,0.0,25.0
20181117T17-07,714,144.0,8.0,22.0
20181117T16-07,694,18.0,105.0,17.0
20181117T15-07,635,-35.0,153.0,27.0
20181117T14-07,649,-68.0,158.0,17.0
20181117T13-07,675,-98.0,154.0,21.0
20181117T12-07,724,-122.0,158.0,2.0
20181117T11-07,723,-117.0,161.0,0.0
20181117T10-07,724,-105.0,164.0,0.0
20181117T09-07,724,-55.0,159.0,-1.0
20181117T08-07,724,76.0,69.0,-1.0
20181117T07-07,725,157.0,0.0,0.0
20181117T06-07,724,106.0,0.0,-1.0
20181117T05-07,715,58.0,0.0,7.0
20181117T04-07,674,65.0,0.0,8.0
20181117T03-07,645,78.0,0.0,15.0
20181117T02-07,670,48.0,0.0,22.0
20181117T01-07,709,20.0,0.0,15.0
20181117T00-07,734,33.0,0.0,6.0
20181116T23-07,635,178.0,0.0,2.0
20181116T22-07,685,170.0,0.0,20.0
20181116T21-07,685,232.0,0.0,3.0
20181116T20-07,655,288.0,0.0,3.0
20181116T19-07,715,251.0,0.0,7.0
20181116T18-07,715,269.0,0.0,13.0
20181116T17-07,714,191.0,10.0,21.0
20181116T16-07,705,52.0,105.0,19.0
20181116T15-07,651,11.0,154.0,16.0
20181116T14-07,563,75.0,158.0,7.0
20181116T13-07,556,100.0,132.0,4.0
20181116T12-07,556,87.0,153.0,0.0
20181116T11-07,572,100.0,135.0,0.0
20181116T10-07,575,136.0,151.0,0.0
20181116T09-07,615,160.0,152.0,0.0
20181116T08-07,726,170.0,66.0,5.0
20181116T07-07,729,284.0,0.0,14.0
20181116T06-07,730,197.0,0.0,13.0
20181116T05-07,730,96.0,0.0,14.0
20181116T04-07,684,94.0,0.0,9.0
20181116T03-07,685,74.0,0.0,9.0
20181116T02-07,684,75.0,0.0,8.0
20181116T01-07,665,104.0,0.0,8.0
20181116T00-07,715,68.0,0.0,7.0
20181115T23-07,695,134.0,0.0,6.0
20181115T22-07,694,211.0,0.0,6.0
20181115T21-07,695,263.0,0.0,7.0
20181115T20-07,636,348.0,0.0,12.0
20181115T19-07,714,281.0,0.0,17.0
20181115T18-07,714,299.0,0.0,13.0
20181115T17-07,714,206.0,9.0,14.0
20181115T16-07,593,158.0,111.0,18.0
20181115T15-07,555,92.0,162.0,22.0
20181115T14-07,556,61.0,166.0,19.0
20181115T13-07,555,48.0,164.0,17.0
20181115T12-07,555,51.0,163.0,18.0
20181115T11-07,554,73.0,160.0,27.0
20181115T10-07,555,91.0,163.0,28.0
20181115T09-07,624,83.0,157.0,31.0
20181115T08-07,693,165.0,80.0,33.0
20181115T07-07,735,267.0,0.0,29.0
20181115T06-07,735,192.0,0.0,27.0
20181115T05-07,734,97.0,0.0,26.0
20181115T04-07,655,111.0,0.0,29.0
20181115T03-07,655,90.0,0.0,29.0
20181115T02-07,725,17.0,0.0,28.0
20181115T01-07,725,28.0,0.0,28.0
20181115T00-07,745,33.0,0.0,27.0
20181114T23-07,744,79.0,0.0,28.0
20181114T22-07,744,151.0,0.0,28.0
20181114T21-07,745,215.0,0.0,28.0
20181114T20-07,734,260.0,0.0,28.0
20181114T19-07,735,273.0,0.0,28.0
20181114T18-07,734,286.0,0.0,29.0
20181114T17-07,737,191.0,3.0,31.0
20181114T16-07,732,114.0,31.0,28.0
20181114T15-07,575,162.0,78.0,26.0
20181114T14-07,575,164.0,87.0,23.0
20181114T13-07,575,181.0,90.0,25.0
20181114T12-07,575,183.0,99.0,26.0
20181114T11-07,575,132.0,137.0,26.0
20181114T10-07,585,118.0,132.0,26.0
20181114T09-07,699,12.0,132.0,26.0
20181114T08-07,725,109.0,76.0,27.0
20181114T07-07,724,250.0,1.0,27.0
20181114T06-07,753,146.0,0.0,26.0
20181114T05-07,754,57.0,0.0,25.0
20181114T04-07,744,27.0,0.0,19.0
20181114T03-07,744,2.0,0.0,21.0
20181114T02-07,734,16.0,0.0,21.0
20181114T01-07,687,77.0,0.0,24.0
20181114T00-07,744,42.0,0.0,21.0
20181113T23-07,745,98.0,0.0,24.0
20181113T22-07,743,175.0,0.0,25.0
20181113T21-07,744,238.0,0.0,29.0
20181113T20-07,744,295.0,0.0,15.0
20181113T19-07,745,292.0,0.0,30.0
20181113T18-07,743,301.0,0.0,27.0
20181113T17-07,725,207.0,11.0,21.0
20181113T16-07,575,168.0,118.0,21.0
20181113T15-07,511,119.0,171.0,27.0
20181113T14-07,511,103.0,172.0,24.0
20181113T13-07,512,95.0,165.0,28.0
20181113T12-07,594,27.0,166.0,17.0
20181113T11-07,675,-37.0,170.0,15.0
20181113T10-07,618,48.0,175.0,3.0
20181113T09-07,596,102.0,166.0,19.0
20181113T08-07,654,209.0,81.0,7.0
20181113T07-07,734,271.0,0.0,5.0
20181113T06-07,735,174.0,0.0,15.0
20181113T05-07,733,69.0,0.0,20.0
20181113T04-07,723,19.0,0.0,25.0
20181113T03-07,723,4.0,0.0,24.0
20181113T02-07,722,4.0,0.0,28.0
20181113T01-07,654,44.0,0.0,66.0
20181113T00-07,644,83.0,0.0,62.0
20181112T23-07,644,139.0,0.0,54.0
20181112T22-07,734,120.0,0.0,57.0
20181112T21-07,735,188.0,0.0,49.0
20181112T20-07,735,225.0,0.0,48.0
20181112T19-07,734,244.0,0.0,54.0
20181112T18-07,734,242.0,0.0,63.0
20181112T17-07,724,154.0,13.0,63.0
20181112T16-07,575,111.0,119.0,62.0
20181112T15-07,574,18.0,169.0,54.0
20181112T14-07,574,-18.0,171.0,51.0
20181112T13-07,575,-24.0,168.0,46.0
20181112T12-07,575,-27.0,164.0,49.0
20181112T11-07,575,-25.0,170.0,51.0
20181112T10-07,575,-6.0,175.0,53.0
20181112T09-07,576,33.0,167.0,53.0
20181112T08-07,582,155.0,82.0,45.0
20181112T07-07,712,122.0,1.0,45.0
20181112T06-07,695,80.0,0.0,45.0
20181112T05-07,694,36.0,0.0,30.0
20181112T04-07,734,-55.0,0.0,41.0
20181112T03-07,733,-51.0,0.0,31.0
20181112T02-07,730,-55.0,0.0,29.0
20181112T01-07,645,70.0,0.0,11.0
20181112T00-07,645,73.0,0.0,28.0
20181111T23-07,721,65.0,0.0,4.0
20181111T22-07,722,100.0,0.0,25.0
20181111T21-07,720,136.0,0.0,39.0
20181111T20-07,721,166.0,0.0,44.0
20181111T19-07,721,171.0,0.0,53.0
20181111T18-07,721,196.0,0.0,60.0
20181111T17-07,721,97.0,9.0,75.0
20181111T16-07,712,-41.0,102.0,75.0
20181111T15-07,706,-130.0,141.0,77.0
20181111T14-07,656,-128.0,162.0,71.0
20181111T13-07,655,-140.0,162.0,62.0
20181111T12-07,655,-148.0,159.0,68.0
20181111T11-07,652,-141.0,157.0,67.0
20181111T10-07,614,-34.0,158.0,12.0
20181111T09-07,614,-15.0,153.0,4.0
20181111T08-07,644,38.0,80.0,0.0
20181111T07-07,714,49.0,1.0,2.0
20181111T06-07,694,39.0,0.0,1.0
20181111T05-07,674,26.0,0.0,1.0
20181111T04-07,674,11.0,0.0,0.0
20181111T03-07,694,-9.0,0.0,0.0
20181111T02-07,724,-32.0,0.0,0.0
20181111T01-07,723,-17.0,0.0,1.0
20181111T00-07,724,20.0,0.0,1.0
20181110T23-07,690,97.0,0.0,9.0
20181110T22-07,644,203.0,0.0,5.0
20181110T21-07,684,212.0,0.0,2.0
20181110T20-07,684,243.0,0.0,7.0
20181110T19-07,701,241.0,0.0,16.0
20181110T18-07,717,260.0,0.0,10.0
20181110T17-07,716,210.0,14.0,8.0
20181110T16-07,570,232.0,110.0,4.0
20181110T15-07,555,148.0,159.0,3.0
20181110T14-07,555,113.0,154.0,0.0
20181110T13-07,556,78.0,161.0,0.0
20181110T12-07,556,53.0,160.0,6.0
20181110T11-07,563,23.0,164.0,10.0
20181110T10-07,555,17.0,169.0,18.0
20181110T09-07,555,26.0,161.0,19.0
20181110T08-07,555,111.0,82.0,25.0
20181110T07-07,685,58.0,1.0,27.0
20181110T06-07,723,-4.0,0.0,28.0
20181110T05-07,634,46.0,0.0,29.0
20181110T04-07,634,26.0,0.0,29.0
20181110T03-07,704,-42.0,0.0,29.0
20181110T02-07,705,-32.0,0.0,31.0
20181110T01-07,674,18.0,0.0,30.0
20181110T00-07,715,5.0,0.0,35.0
20181109T23-07,645,98.0,0.0,63.0
20181109T22-07,680,124.0,0.0,67.0
20181109T21-07,665,206.0,0.0,55.0
20181109T20-07,694,221.0,0.0,46.0
20181109T19-07,716,235.0,0.0,38.0
20181109T18-07,681,302.0,0.0,38.0
20181109T17-07,646,290.0,10.0,33.0
20181109T16-07,554,232.0,109.0,35.0
20181109T15-07,555,149.0,145.0,39.0
20181109T14-07,555,106.0,157.0,40.0
20181109T13-07,555,73.0,157.0,40.0
20181109T12-07,556,39.0,157.0,40.0
20181109T11-07,555,25.0,161.0,41.0
20181109T10-07,554,25.0,161.0,50.0
20181109T09-07,556,16.0,155.0,67.0
20181109T08-07,605,78.0,86.0,70.0
20181109T07-07,674,119.0,1.0,75.0
20181109T06-07,631,87.0,0.0,76.0
20181109T05-07,594,61.0,0.0,74.0
20181109T04-07,545,76.0,0.0,70.0
20181109T03-07,545,74.0,0.0,64.0
20181109T02-07,545,98.0,0.0,50.0
20181109T01-07,483,185.0,0.0,48.0
20181109T00-07,655,46.0,0.0,47.0
20181108T23-07,625,122.0,0.0,48.0
20181108T22-07,625,218.0,0.0,33.0
20181108T21-07,719,185.0,0.0,47.0
20181108T20-07,734,208.0,0.0,58.0
20181108T19-07,734,258.0,0.0,32.0
20181108T18-07,695,322.0,0.0,41.0
20181108T17-07,724,217.0,15.0,48.0
20181108T16-07,565,210.0,117.0,65.0
20181108T15-07,565,127.0,153.0,66.0
20181108T14-07,565,101.0,162.0,58.0
20181108T13-07,566,76.0,162.0,52.0
20181108T12-07,566,70.0,161.0,25.0
20181108T11-07,565,57.0,164.0,23.0
20181108T10-07,566,59.0,169.0,7.0
20181108T09-07,565,76.0,165.0,0.0
20181108T08-07,565,180.0,89.0,-1.0
20181108T07-07,744,128.0,2.0,2.0
20181108T06-07,724,76.0,0.0,6.0
20181108T05-07,689,35.0,0.0,3.0
20181108T04-07,605,83.0,0.0,0.0
20181108T03-07,606,76.0,0.0,-1.0
20181108T02-07,635,53.0,0.0,0.0
20181108T01-07,734,-15.0,0.0,0.0
20181108T00-07,734,17.0,0.0,3.0
20181107T23-07,654,146.0,0.0,3.0
20181107T22-07,654,222.0,0.0,4.0
20181107T21-07,654,306.0,0.0,2.0
20181107T20-07,744,264.0,0.0,5.0
20181107T19-07,745,291.0,0.0,16.0
20181107T18-07,655,387.0,0.0,51.0
20181107T17-07,714,259.0,17.0,57.0
20181107T16-07,733,116.0,118.0,45.0
20181107T15-07,675,79.0,161.0,46.0
20181107T14-07,606,92.0,163.0,45.0
20181107T13-07,555,117.0,161.0,35.0
20181107T12-07,555,108.0,161.0,17.0
20181107T11-07,554,94.0,164.0,4.0
20181107T10-07,595,20.0,169.0,5.0
20181107T09-07,595,39.0,164.0,0.0
20181107T08-07,594,123.0,90.0,3.0
20181107T07-07,694,150.0,2.0,9.0
20181107T06-07,695,99.0,0.0,1.0
20181107T05-07,575,141.0,0.0,10.0
20181107T04-07,575,110.0,0.0,5.0
20181107T03-07,575,102.0,0.0,5.0
20181107T02-07,576,112.0,0.0,9.0
20181107T01-07,584,121.0,0.0,8.0
20181107T00-07,734,1.0,0.0,9.0
20181106T23-07,735,63.0,0.0,11.0
20181106T22-07,735,150.0,0.0,9.0
20181106T21-07,735,217.0,0.0,8.0
20181106T20-07,715,287.0,0.0,18.0
20181106T19-07,715,298.0,0.0,45.0
20181106T18-07,715,322.0,0.0,57.0
20181106T17-07,715,271.0,14.0,58.0
20181106T16-07,715,129.0,118.0,60.0
20181106T15-07,555,199.0,161.0,51.0
20181106T14-07,555,157.0,164.0,43.0
20181106T13-07,556,135.0,161.0,22.0
20181106T12-07,555,104.0,162.0,22.0
20181106T11-07,555,67.0,164.0,36.0
20181106T10-07,555,46.0,168.0,33.0
20181106T09-07,555,68.0,164.0,22.0
20181106T08-07,555,174.0,93.0,10.0
20181106T07-07,592,266.0,2.0,9.0
20181106T06-07,592,192.0,0.0,19.0
20181106T05-07,575,144.0,0.0,13.0
20181106T04-07,575,112.0,0.0,8.0
20181106T03-07,575,93.0,0.0,21.0
20181106T02-07,575,89.0,0.0,28.0
20181106T01-07,575,133.0,0.0,5.0
20181106T00-07,575,162.0,0.0,4.0
20181105T23-07,575,214.0,0.0,8.0
20181105T22-07,575,282.0,0.0,18.0
20181105T21-07,670,239.0,0.0,38.0
20181105T20-07,734,238.0,0.0,36.0
20181105T19-07,734,294.0,0.0,16.0
20181105T18-07,734,303.0,0.0,44.0
20181105T17-07,585,371.0,16.0,62.0
20181105T16-07,553,266.0,121.0,56.0
20181105T15-07,553,168.0,162.0,58.0
20181105T14-07,555,117.0,164.0,58.0
20181105T13-07,553,88.0,162.0,57.0
20181105T12-07,553,85.0,162.0,38.0
20181105T11-07,552,77.0,164.0,24.0
20181105T10-07,554,45.0,169.0,28.0
20181105T09-07,576,19.0,153.0,48.0
20181105T08-07,576,105.0,94.0,49.0
20181105T07-07,576,242.0,3.0,40.0
20181105T06-07,555,204.0,0.0,34.0
20181105T05-07,555,127.0,0.0,38.0
20181105T04-07,555,97.0,0.0,36.0
20181105T03-07,556,93.0,0.0,26.0
20181105T02-07,554,103.0,0.0,30.0
20181105T01-07,555,115.0,0.0,32.0
20181105T00-07,555,125.0,0.0,52.0
20181104T23-07,555,172.0,0.0,59.0
20181104T22-07,555,258.0,0.0,51.0
20181104T21-07,596,295.0,0.0,31.0
20181104T20-07,655,270.0,0.0,49.0
20181104T19-07,733,219.0,0.0,48.0
20181104T18-07,610,389.0,0.0,32.0
20181104T17-07,532,415.0,9.0,20.0
20181104T16-07,535,340.0,49.0,25.0
20181104T15-07,514,221.0,117.0,32.0
20181104T14-07,515,140.0,153.0,20.0
20181104T13-07,515,115.0,157.0,9.0
20181104T12-07,514,78.0,161.0,3.0
20181104T11-07,515,61.0,165.0,2.0
20181104T10-07,514,43.0,169.0,3.0
20181104T09-07,515,49.0,164.0,5.0
20181104T08-07,516,121.0,87.0,11.0
20181104T07-07,564,162.0,4.0,10.0
20181104T06-07,595,126.0,0.0,7.0
20181104T05-07,594,90.0,0.0,14.0
20181104T04-07,595,56.0,0.0,30.0
20181104T03-07,595,63.0,0.0,24.0
20181104T02-07,595,72.0,0.0,26.0
20181104T01-07,595,97.0,0.0,18.0
20181104T00-07,625,101.0,0.0,13.0
20181103T23-07,595,180.0,0.0,20.0
20181103T22-07,598,230.0,0.0,25.0
20181103T21-07,595,297.0,0.0,10.0
20181103T20-07,594,346.0,0.0,2.0
20181103T19-07,714,246.0,0.0,11.0
20181103T18-07,715,254.0,0.0,25.0
20181103T17-07,713,191.0,20.0,19.0
20181103T16-07,515,237.0,126.0,22.0
20181103T15-07,516,144.0,167.0,19.0
20181103T14-07,515,103.0,170.0,14.0
20181103T13-07,515,74.0,162.0,29.0
20181103T12-07,515,61.0,167.0,19.0
20181103T11-07,515,53.0,169.0,14.0
20181103T10-07,515,56.0,176.0,6.0
20181103T09-07,516,73.0,169.0,0.0
20181103T08-07,575,93.0,100.0,3.0
20181103T07-07,585,147.0,1.0,48.0
20181103T06-07,585,138.0,0.0,23.0
20181103T05-07,585,101.0,0.0,19.0
20181103T04-07,585,92.0,0.0,15.0
20181103T03-07,585,89.0,0.0,10.0
20181103T02-07,585,102.0,0.0,10.0
20181103T01-07,587,127.0,0.0,8.0
20181103T00-07,585,137.0,0.0,30.0
20181102T23-07,585,177.0,0.0,45.0
20181102T22-07,585,223.0,0.0,50.0
20181102T21-07,585,277.0,0.0,51.0
20181102T20-07,585,316.0,0.0,48.0
20181102T19-07,585,343.0,0.0,49.0
20181102T18-07,585,372.0,0.0,52.0
20181102T17-07,583,325.0,23.0,43.0
20181102T16-07,545,232.0,129.0,30.0
20181102T15-07,544,157.0,167.0,19.0
20181102T14-07,543,120.0,169.0,9.0
20181102T13-07,545,95.0,166.0,8.0
20181102T12-07,545,78.0,166.0,1.0
20181102T11-07,554,64.0,170.0,3.0
20181102T10-07,574,32.0,175.0,8.0
20181102T09-07,575,42.0,171.0,15.0
20181102T08-07,644,58.0,106.0,20.0
20181102T07-07,694,159.0,4.0,15.0
20181102T06-07,723,76.0,0.0,14.0
20181102T05-07,673,42.0,0.0,28.0
20181102T04-07,643,28.0,0.0,28.0
20181102T03-07,643,29.0,0.0,24.0
20181102T02-07,645,28.0,0.0,22.0
20181102T01-07,684,7.0,0.0,23.0
20181102T00-07,684,46.0,0.0,7.0
20181101T23-07,684,104.0,0.0,5.0
20181101T22-07,683,184.0,0.0,1.0
20181101T21-07,700,225.0,0.0,0.0
20181101T20-07,724,250.0,0.0,1.0
20181101T19-07,723,279.0,0.0,1.0
20181101T18-07,724,289.0,0.0,6.0
20181101T17-07,723,193.0,21.0,9.0
20181101T16-07,644,121.0,126.0,7.0
20181101T15-07,555,123.0,158.0,4.0
20181101T14-07,545,0.0,173.0,7.0
20181101T13-07,545,62.0,163.0,8.0
20181101T12-07,545,56.0,162.0,4.0
20181101T11-07,545,73.0,155.0,5.0
20181101T10-07,545,105.0,138.0,2.0
20181101T09-07,518,162.0,124.0,2.0
20181101T08-07,583,192.0,57.0,1.0
20181101T07-07,635,186.0,8.0,19.0
20181101T06-07,724,69.0,0.0,4.0
20181101T05-07,725,4.0,0.0,4.0
20181101T04-07,695,-19.0,0.0,10.0
20181101T03-07,694,-13.0,0.0,4.0
20181101T02-07,694,-9.0,0.0,0.0
20181101T01-07,693,8.0,0.0,-1.0
20181101T00-07,694,34.0,0.0,2.0
20181031T23-07,694,72.0,0.0,16.0
20181031T22-07,695,146.0,0.0,17.0
20181031T21-07,694,182.0,0.0,34.0
20181031T20-07,694,202.0,0.0,33.0
20181031T19-07,725,195.0,0.0,27.0
20181031T18-07,726,236.0,0.0,34.0
20181031T17-07,647,228.0,24.0,61.0
20181031T16-07,620,159.0,110.0,39.0
20181031T15-07,599,93.0,164.0,21.0
20181031T14-07,627,-19.0,172.0,60.0
20181031T13-07,628,10.0,171.0,6.0
20181031T12-07,625,1.0,166.0,11.0
20181031T11-07,555,57.0,175.0,13.0
20181031T10-07,555,21.0,175.0,30.0
20181031T09-07,634,-42.0,166.0,38.0
20181031T08-07,655,24.0,100.0,34.0
20181031T07-07,710,99.0,5.0,40.0
20181031T06-07,707,68.0,0.0,26.0
20181031T05-07,724,-17.0,0.0,27.0
20181031T04-07,724,-30.0,0.0,7.0
20181031T03-07,724,-47.0,0.0,23.0
20181031T02-07,724,-60.0,0.0,48.0
20181031T01-07,744,-35.0,0.0,27.0
20181031T00-07,744,-32.0,0.0,57.0
20181030T23-07,743,44.0,0.0,54.0
20181030T22-07,738,126.0,0.0,71.0
20181030T21-07,724,225.0,0.0,55.0
20181030T20-07,724,284.0,0.0,55.0
20181030T19-07,724,342.0,0.0,31.0
20181030T18-07,724,345.0,0.0,48.0
20181030T17-07,724,288.0,17.0,40.0
20181030T16-07,725,169.0,91.0,61.0
20181030T15-07,729,94.0,121.0,66.0
20181030T14-07,719,58.0,151.0,60.0
20181030T13-07,708,47.0,127.0,43.0
20181030T12-07,670,43.0,145.0,50.0
20181030T11-07,678,63.0,110.0,36.0
20181030T10-07,734,56.0,81.0,7.0
20181030T09-07,735,86.0,49.0,3.0
20181030T08-07,734,99.0,26.0,2.0
20181030T07-07,734,120.0,2.0,2.0
20181030T06-07,734,64.0,0.0,1.0
20181030T05-07,734,1.0,0.0,1.0
20181030T04-07,735,-34.0,0.0,1.0
20181030T03-07,734,-41.0,0.0,1.0
20181030T02-07,735,-26.0,0.0,2.0
20181030T01-07,734,1.0,0.0,0.0
20181030T00-07,735,38.0,0.0,6.0
20181029T23-07,734,102.0,0.0,10.0
20181029T22-07,735,194.0,0.0,14.0
20181029T21-07,735,277.0,0.0,24.0
20181029T20-07,735,353.0,0.0,16.0
20181029T19-07,735,400.0,0.0,14.0
20181029T18-07,734,438.0,0.0,11.0
20181029T17-07,734,394.0,10.0,20.0
20181029T16-07,734,344.0,69.0,27.0
20181029T15-07,734,218.0,129.0,39.0
20181029T14-07,730,144.0,150.0,30.0
