,coal,natural gas,solar,wind
20190730T21-07,699,800.0,0.0,0.0
20190730T20-07,653,914.0,0.0,0.0
20190730T19-07,595,979.0,0.0,0.0
20190730T18-07,556,1056.0,4.0,28.0
20190730T17-07,625,1131.0,5.0,0.0
20190730T16-07,663,1138.0,73.0,2.0
20190730T15-07,704,1117.0,119.0,4.0
20190730T14-07,660,1075.0,116.0,1.0
20190730T13-07,715,952.0,141.0,1.0
20190730T12-07,714,854.0,142.0,3.0
20190730T11-07,680,736.0,151.0,4.0
20190730T10-07,620,741.0,141.0,8.0
20190730T09-07,565,679.0,118.0,14.0
20190730T08-07,566,607.0,105.0,8.0
20190730T07-07,565,575.0,52.0,15.0
20190730T06-07,611,539.0,0.0,11.0
20190730T05-07,635,466.0,0.0,11.0
20190730T04-07,694,408.0,0.0,1.0
20190730T03-07,694,424.0,0.0,-1.0
20190730T02-07,714,450.0,0.0,-1.0
20190730T01-07,714,489.0,0.0,4.0
20190730T00-07,675,555.0,0.0,25.0
20190729T23-07,715,647.0,0.0,-1.0
20190729T22-07,714,798.0,0.0,-1.0
20190729T21-07,715,965.0,0.0,0.0
20190729T20-07,629,1120.0,0.0,24.0
20190729T19-07,575,1223.0,3.0,48.0
20190729T18-07,596,1325.0,29.0,27.0
20190729T17-07,704,1412.0,53.0,12.0
20190729T16-07,720,1330.0,75.0,18.0
20190729T15-07,719,1253.0,114.0,2.0
20190729T14-07,714,1130.0,156.0,3.0
20190729T13-07,694,1072.0,127.0,6.0
20190729T12-07,655,952.0,161.0,1.0
20190729T11-07,714,776.0,152.0,1.0
20190729T10-07,715,685.0,134.0,4.0
20190729T09-07,714,614.0,102.0,2.0
20190729T08-07,595,704.0,64.0,0.0
20190729T07-07,595,651.0,38.0,0.0
20190729T06-07,685,531.0,0.0,6.0
20190729T05-07,721,445.0,0.0,15.0
20190729T04-07,684,470.0,0.0,0.0
20190729T03-07,595,552.0,0.0,16.0
20190729T02-07,650,528.0,0.0,36.0
20190729T01-07,709,524.0,0.0,50.0
20190729T00-07,699,654.0,0.0,21.0
20190728T23-07,703,770.0,0.0,14.0
20190728T22-07,696,919.0,0.0,4.0
20190728T21-07,726,1037.0,0.0,0.0
20190728T20-07,724,1140.0,0.0,14.0
20190728T19-07,724,1191.0,7.0,36.0
20190728T18-07,721,1233.0,74.0,19.0
20190728T17-07,724,1183.0,128.0,31.0
20190728T16-07,724,1100.0,155.0,56.0
20190728T15-07,724,1081.0,174.0,5.0
20190728T14-07,724,985.0,175.0,22.0
20190728T13-07,725,904.0,180.0,9.0
20190728T12-07,725,813.0,179.0,4.0
20190728T11-07,724,694.0,180.0,4.0
20190728T10-07,686,599.0,174.0,4.0
20190728T09-07,575,584.0,172.0,1.0
20190728T08-07,575,530.0,134.0,-1.0
20190728T07-07,575,527.0,67.0,-1.0
20190728T06-07,574,574.0,0.0,-1.0
20190728T05-07,654,523.0,0.0,-1.0
20190728T04-07,654,535.0,0.0,2.0
20190728T03-07,625,598.0,0.0,1.0
20190728T02-07,664,607.0,0.0,11.0
20190728T01-07,714,600.0,0.0,30.0
20190728T00-07,714,709.0,0.0,12.0
20190727T23-07,714,791.0,0.0,46.0
20190727T22-07,725,928.0,0.0,30.0
20190727T21-07,725,1079.0,0.0,8.0
20190727T20-07,694,1213.0,0.0,13.0
20190727T19-07,694,1272.0,3.0,18.0
20190727T18-07,695,1337.0,26.0,19.0
20190727T17-07,725,1338.0,70.0,19.0
20190727T16-07,724,1293.0,122.0,53.0
20190727T15-07,724,1221.0,144.0,53.0
20190727T14-07,724,1165.0,166.0,13.0
20190727T13-07,724,1103.0,151.0,4.0
20190727T12-07,725,949.0,179.0,1.0
20190727T11-07,724,800.0,186.0,2.0
20190727T10-07,724,656.0,181.0,-1.0
20190727T09-07,652,581.0,173.0,3.0
20190727T08-07,575,552.0,147.0,11.0
20190727T07-07,575,524.0,66.0,7.0
20190727T06-07,591,512.0,0.0,23.0
20190727T05-07,620,491.0,0.0,22.0
20190727T04-07,620,499.0,0.0,26.0
20190727T03-07,644,506.0,0.0,26.0
20190727T02-07,645,576.0,0.0,15.0
20190727T01-07,670,623.0,0.0,22.0
20190727T00-07,695,691.0,0.0,19.0
20190726T23-07,719,803.0,0.0,7.0
20190726T22-07,709,975.0,0.0,0.0
20190726T21-07,709,1116.0,0.0,5.0
20190726T20-07,709,1203.0,0.0,15.0
20190726T19-07,724,1222.0,10.0,51.0
20190726T18-07,724,1289.0,62.0,30.0
20190726T17-07,724,1275.0,91.0,47.0
20190726T16-07,724,1230.0,146.0,43.0
20190726T15-07,724,1190.0,157.0,40.0
20190726T14-07,724,1121.0,173.0,9.0
20190726T13-07,725,1029.0,176.0,4.0
20190726T12-07,725,896.0,181.0,1.0
20190726T11-07,724,761.0,185.0,0.0
20190726T10-07,655,698.0,180.0,2.0
20190726T09-07,575,654.0,170.0,6.0
20190726T08-07,575,568.0,143.0,18.0
20190726T07-07,575,524.0,74.0,32.0
20190726T06-07,577,502.0,0.0,42.0
20190726T05-07,595,467.0,0.0,31.0
20190726T04-07,595,451.0,0.0,33.0
20190726T03-07,620,451.0,0.0,19.0
20190726T02-07,664,439.0,0.0,27.0
20190726T01-07,665,483.0,0.0,39.0
20190726T00-07,665,555.0,0.0,41.0
20190725T23-07,714,644.0,0.0,9.0
20190725T22-07,659,839.0,0.0,1.0
20190725T21-07,645,967.0,0.0,8.0
20190725T20-07,645,1048.0,0.0,9.0
20190725T19-07,645,1107.0,2.0,8.0
20190725T18-07,694,1143.0,10.0,4.0
20190725T17-07,694,1267.0,24.0,4.0
20190725T16-07,725,1256.0,76.0,3.0
20190725T15-07,724,1188.0,100.0,5.0
20190725T14-07,724,1042.0,126.0,2.0
20190725T13-07,655,972.0,168.0,1.0
20190725T12-07,655,828.0,186.0,3.0
20190725T11-07,655,690.0,185.0,4.0
20190725T10-07,575,678.0,155.0,4.0
20190725T09-07,576,578.0,156.0,2.0
20190725T08-07,575,492.0,138.0,1.0
20190725T07-07,575,508.0,49.0,-1.0
20190725T06-07,624,445.0,0.0,-1.0
20190725T05-07,674,363.0,0.0,-1.0
20190725T04-07,653,363.0,0.0,-1.0
20190725T03-07,652,381.0,0.0,-1.0
20190725T02-07,653,416.0,0.0,-1.0
20190725T01-07,653,467.0,0.0,0.0
20190725T00-07,655,536.0,0.0,1.0
20190724T23-07,654,632.0,0.0,0.0
20190724T22-07,674,732.0,0.0,2.0
20190724T21-07,635,869.0,0.0,2.0
20190724T20-07,605,957.0,0.0,5.0
20190724T19-07,605,1027.0,1.0,3.0
20190724T18-07,623,1110.0,8.0,3.0
20190724T17-07,714,1172.0,51.0,3.0
20190724T16-07,714,1174.0,108.0,5.0
20190724T15-07,715,1051.0,143.0,5.0
20190724T14-07,714,924.0,163.0,6.0
20190724T13-07,624,895.0,177.0,5.0
20190724T12-07,714,676.0,182.0,2.0
20190724T11-07,655,617.0,180.0,1.0
20190724T10-07,655,544.0,165.0,1.0
20190724T09-07,655,476.0,153.0,1.0
20190724T08-07,658,465.0,108.0,1.0
20190724T07-07,713,429.0,28.0,-1.0
20190724T06-07,715,397.0,0.0,0.0
20190724T05-07,716,362.0,0.0,2.0
20190724T04-07,695,364.0,0.0,1.0
20190724T03-07,669,411.0,0.0,0.0
20190724T02-07,669,453.0,0.0,2.0
20190724T01-07,670,504.0,0.0,-1.0
20190724T00-07,649,588.0,0.0,2.0
20190723T23-07,694,619.0,0.0,22.0
20190723T22-07,694,760.0,0.0,5.0
20190723T21-07,724,829.0,0.0,8.0
20190723T20-07,664,962.0,0.0,4.0
20190723T19-07,678,970.0,3.0,7.0
20190723T18-07,695,1026.0,17.0,2.0
20190723T17-07,694,1060.0,32.0,0.0
20190723T16-07,674,1050.0,60.0,3.0
20190723T15-07,588,1117.0,84.0,3.0
20190723T14-07,588,917.0,146.0,3.0
20190723T13-07,521,832.0,165.0,1.0
20190723T12-07,635,645.0,160.0,2.0
20190723T11-07,635,587.0,153.0,5.0
20190723T10-07,635,548.0,107.0,1.0
20190723T09-07,635,513.0,64.0,-1.0
20190723T08-07,714,354.0,64.0,27.0
20190723T07-07,714,353.0,34.0,20.0
20190723T06-07,714,323.0,0.0,21.0
20190723T05-07,675,295.0,0.0,28.0
20190723T04-07,674,268.0,0.0,27.0
20190723T03-07,675,248.0,0.0,42.0
20190723T02-07,724,260.0,0.0,9.0
20190723T01-07,724,296.0,0.0,8.0
20190723T00-07,724,357.0,0.0,2.0
20190722T23-07,675,516.0,0.0,3.0
20190722T22-07,646,628.0,0.0,27.0
20190722T21-07,605,800.0,0.0,9.0
20190722T20-07,605,832.0,0.0,29.0
20190722T19-07,635,887.0,1.0,17.0
20190722T18-07,675,1015.0,5.0,19.0
20190722T17-07,715,1194.0,26.0,10.0
20190722T16-07,714,1273.0,57.0,34.0
20190722T15-07,714,1134.0,131.0,13.0
20190722T14-07,715,1054.0,117.0,14.0
20190722T13-07,714,958.0,119.0,4.0
20190722T12-07,708,793.0,146.0,3.0
20190722T11-07,595,824.0,125.0,0.0
20190722T10-07,594,714.0,112.0,3.0
20190722T09-07,595,600.0,103.0,21.0
20190722T08-07,595,614.0,27.0,42.0
20190722T07-07,595,574.0,10.0,48.0
20190722T06-07,649,513.0,0.0,5.0
20190722T05-07,649,462.0,0.0,32.0
20190722T04-07,650,482.0,0.0,-1.0
20190722T03-07,660,464.0,0.0,13.0
20190722T02-07,659,474.0,0.0,49.0
20190722T01-07,659,563.0,0.0,5.0
20190722T00-07,729,557.0,0.0,3.0
20190721T23-07,694,696.0,0.0,4.0
20190721T22-07,724,771.0,0.0,20.0
20190721T21-07,699,898.0,0.0,45.0
20190721T20-07,669,1004.0,0.0,74.0
20190721T19-07,702,1076.0,3.0,27.0
20190721T18-07,714,1166.0,43.0,27.0
20190721T17-07,714,1214.0,68.0,46.0
20190721T16-07,714,1177.0,117.0,28.0
20190721T15-07,719,1087.0,150.0,25.0
20190721T14-07,714,1003.0,166.0,23.0
20190721T13-07,714,882.0,186.0,19.0
20190721T12-07,714,776.0,183.0,22.0
20190721T11-07,560,803.0,188.0,15.0
20190721T10-07,560,702.0,178.0,12.0
20190721T09-07,561,570.0,177.0,10.0
20190721T08-07,561,510.0,126.0,2.0
20190721T07-07,561,456.0,85.0,0.0
20190721T06-07,561,490.0,0.0,1.0
20190721T05-07,560,504.0,0.0,9.0
20190721T04-07,581,504.0,0.0,8.0
20190721T03-07,580,545.0,0.0,10.0
20190721T02-07,603,571.0,0.0,13.0
20190721T01-07,655,592.0,0.0,15.0
20190721T00-07,675,635.0,0.0,38.0
20190720T23-07,654,768.0,0.0,33.0
20190720T22-07,655,882.0,0.0,20.0
20190720T21-07,734,942.0,0.0,16.0
20190720T20-07,734,1068.0,0.0,17.0
20190720T19-07,734,1156.0,14.0,14.0
20190720T18-07,734,1163.0,96.0,10.0
20190720T17-07,684,1131.0,152.0,46.0
20190720T16-07,684,1074.0,158.0,60.0
20190720T15-07,724,1054.0,137.0,9.0
20190720T14-07,665,1006.0,154.0,13.0
20190720T13-07,615,964.0,161.0,8.0
20190720T12-07,615,815.0,185.0,17.0
20190720T11-07,576,741.0,185.0,10.0
20190720T10-07,575,617.0,184.0,9.0
20190720T09-07,575,509.0,176.0,4.0
20190720T08-07,574,422.0,140.0,2.0
20190720T07-07,573,367.0,91.0,0.0
20190720T06-07,625,345.0,0.0,5.0
20190720T05-07,625,355.0,0.0,10.0
20190720T04-07,655,334.0,0.0,7.0
20190720T03-07,655,369.0,0.0,4.0
20190720T02-07,694,380.0,0.0,8.0
20190720T01-07,694,442.0,0.0,19.0
20190720T00-07,655,596.0,0.0,4.0
20190719T23-07,655,712.0,0.0,13.0
20190719T22-07,654,862.0,0.0,13.0
20190719T21-07,684,950.0,0.0,44.0
20190719T20-07,714,1057.0,0.0,26.0
20190719T19-07,715,1127.0,12.0,36.0
20190719T18-07,714,1144.0,94.0,40.0
20190719T17-07,715,1123.0,137.0,49.0
20190719T16-07,684,1173.0,149.0,32.0
20190719T15-07,724,1064.0,170.0,26.0
20190719T14-07,595,1096.0,190.0,25.0
20190719T13-07,577,1069.0,176.0,15.0
20190719T12-07,645,869.0,189.0,13.0
20190719T11-07,664,789.0,182.0,6.0
20190719T10-07,557,787.0,169.0,3.0
20190719T09-07,506,740.0,136.0,2.0
20190719T08-07,547,598.0,142.0,1.0
20190719T07-07,615,550.0,77.0,-1.0
20190719T06-07,655,513.0,0.0,-1.0
20190719T05-07,655,502.0,0.0,6.0
20190719T04-07,714,445.0,0.0,5.0
20190719T03-07,714,478.0,0.0,5.0
20190719T02-07,714,510.0,0.0,2.0
20190719T01-07,724,548.0,0.0,7.0
20190719T00-07,725,620.0,0.0,8.0
20190718T23-07,725,721.0,0.0,-1.0
20190718T22-07,719,866.0,0.0,8.0
20190718T21-07,715,953.0,0.0,47.0
20190718T20-07,714,1005.0,0.0,63.0
20190718T19-07,714,1077.0,3.0,45.0
20190718T18-07,714,1169.0,23.0,36.0
20190718T17-07,713,1160.0,79.0,76.0
20190718T16-07,694,1168.0,134.0,38.0
20190718T15-07,714,1081.0,166.0,10.0
20190718T14-07,725,978.0,167.0,27.0
20190718T13-07,634,984.0,185.0,12.0
20190718T12-07,566,938.0,182.0,9.0
20190718T11-07,565,819.0,163.0,8.0
20190718T10-07,566,695.0,163.0,8.0
20190718T09-07,497,639.0,174.0,5.0
20190718T08-07,501,576.0,146.0,0.0
20190718T07-07,501,583.0,76.0,-1.0
20190718T06-07,519,571.0,0.0,0.0
20190718T05-07,503,557.0,0.0,0.0
20190718T04-07,503,548.0,0.0,-1.0
20190718T03-07,576,486.0,0.0,8.0
20190718T02-07,644,470.0,0.0,10.0
20190718T01-07,714,452.0,0.0,23.0
20190718T00-07,595,662.0,0.0,27.0
20190717T23-07,596,795.0,0.0,16.0
20190717T22-07,655,854.0,0.0,49.0
20190717T21-07,725,912.0,0.0,59.0
20190717T20-07,721,1030.0,0.0,49.0
20190717T19-07,724,1109.0,15.0,27.0
20190717T18-07,724,1164.0,65.0,25.0
20190717T17-07,724,1108.0,116.0,46.0
20190717T16-07,714,1077.0,112.0,46.0
20190717T15-07,596,1056.0,169.0,22.0
20190717T14-07,595,959.0,158.0,9.0
20190717T13-07,595,854.0,167.0,11.0
20190717T12-07,714,683.0,172.0,7.0
20190717T11-07,640,684.0,171.0,9.0
20190717T10-07,640,669.0,126.0,1.0
20190717T09-07,565,681.0,130.0,1.0
20190717T08-07,565,631.0,99.0,7.0
20190717T07-07,566,605.0,56.0,1.0
20190717T06-07,566,595.0,0.0,0.0
20190717T05-07,566,548.0,0.0,-1.0
20190717T04-07,566,537.0,0.0,2.0
20190717T03-07,595,521.0,0.0,9.0
20190717T02-07,625,505.0,0.0,44.0
20190717T01-07,689,545.0,0.0,9.0
20190717T00-07,605,693.0,0.0,49.0
20190716T23-07,605,821.0,0.0,52.0
20190716T22-07,605,975.0,0.0,63.0
20190716T21-07,715,1019.0,0.0,47.0
20190716T20-07,636,1210.0,0.0,22.0
20190716T19-07,636,1228.0,14.0,49.0
20190716T18-07,635,1287.0,43.0,52.0
20190716T17-07,710,1348.0,33.0,46.0
20190716T16-07,710,1411.0,43.0,78.0
20190716T15-07,714,1314.0,87.0,60.0
20190716T14-07,714,1189.0,133.0,74.0
20190716T13-07,715,1137.0,142.0,3.0
20190716T12-07,714,963.0,175.0,2.0
20190716T11-07,685,831.0,171.0,3.0
20190716T10-07,511,851.0,153.0,3.0
20190716T09-07,511,715.0,142.0,-1.0
20190716T08-07,511,696.0,83.0,-1.0
20190716T07-07,511,656.0,52.0,2.0
20190716T06-07,511,653.0,0.0,7.0
20190716T05-07,511,630.0,0.0,-1.0
20190716T04-07,512,624.0,0.0,-1.0
20190716T03-07,503,653.0,0.0,0.0
20190716T02-07,502,706.0,0.0,1.0
20190716T01-07,595,682.0,0.0,3.0
20190716T00-07,596,780.0,0.0,11.0
20190715T23-07,725,782.0,0.0,20.0
20190715T22-07,724,959.0,0.0,18.0
20190715T21-07,725,1140.0,0.0,0.0
20190715T20-07,725,1246.0,0.0,3.0
20190715T19-07,725,1325.0,10.0,39.0
20190715T18-07,725,1371.0,73.0,32.0
20190715T17-07,725,1332.0,132.0,14.0
20190715T16-07,715,1283.0,142.0,25.0
20190715T15-07,714,1202.0,174.0,2.0
20190715T14-07,714,1102.0,174.0,0.0
20190715T13-07,635,1070.0,171.0,1.0
20190715T12-07,635,911.0,186.0,4.0
20190715T11-07,595,784.0,189.0,1.0
20190715T10-07,595,667.0,182.0,-1.0
20190715T09-07,595,606.0,167.0,0.0
20190715T08-07,596,553.0,130.0,1.0
20190715T07-07,595,515.0,86.0,0.0
20190715T06-07,605,509.0,0.0,-1.0
20190715T05-07,605,469.0,0.0,0.0
20190715T04-07,605,453.0,0.0,0.0
20190715T03-07,625,439.0,0.0,7.0
20190715T02-07,700,409.0,0.0,1.0
20190715T01-07,725,441.0,0.0,3.0
20190715T00-07,725,528.0,0.0,1.0
20190714T23-07,724,610.0,0.0,5.0
20190714T22-07,712,720.0,0.0,31.0
20190714T21-07,632,922.0,0.0,36.0
20190714T20-07,575,1079.0,0.0,57.0
20190714T19-07,636,1262.0,2.0,56.0
20190714T18-07,715,1271.0,40.0,63.0
20190714T17-07,715,1272.0,106.0,10.0
20190714T16-07,695,1184.0,162.0,3.0
20190714T15-07,715,1116.0,137.0,4.0
20190714T14-07,675,1039.0,143.0,10.0
20190714T13-07,575,975.0,189.0,5.0
20190714T12-07,471,959.0,190.0,2.0
20190714T11-07,418,864.0,188.0,1.0
20190714T10-07,307,836.0,183.0,1.0
20190714T09-07,288,726.0,176.0,1.0
20190714T08-07,263,655.0,159.0,-1.0
20190714T07-07,266,628.0,98.0,-1.0
20190714T06-07,307,633.0,0.0,2.0
20190714T05-07,309,643.0,0.0,2.0
20190714T04-07,351,607.0,0.0,2.0
20190714T03-07,353,607.0,0.0,20.0
20190714T02-07,355,657.0,0.0,2.0
20190714T01-07,357,707.0,0.0,-1.0
20190714T00-07,336,798.0,0.0,6.0
20190713T23-07,328,887.0,0.0,7.0
20190713T22-07,358,977.0,0.0,10.0
20190713T21-07,367,1057.0,0.0,7.0
20190713T20-07,348,1117.0,0.0,14.0
20190713T19-07,348,1155.0,1.0,12.0
20190713T18-07,358,1218.0,10.0,21.0
20190713T17-07,357,1474.0,44.0,9.0
20190713T16-07,357,1633.0,101.0,1.0
20190713T15-07,357,1503.0,131.0,15.0
20190713T14-07,357,1387.0,152.0,2.0
20190713T13-07,358,1287.0,135.0,6.0
20190713T12-07,358,1127.0,170.0,4.0
20190713T11-07,357,988.0,187.0,1.0
20190713T10-07,357,909.0,163.0,0.0
20190713T09-07,357,830.0,122.0,-1.0
20190713T08-07,356,718.0,121.0,-1.0
20190713T07-07,358,659.0,81.0,-1.0
20190713T06-07,358,688.0,0.0,-1.0
20190713T05-07,357,707.0,0.0,-1.0
20190713T04-07,358,727.0,0.0,-1.0
20190713T03-07,358,775.0,0.0,-1.0
20190713T02-07,357,843.0,0.0,-1.0
20190713T01-07,358,905.0,0.0,-1.0
20190713T00-07,357,1000.0,0.0,4.0
20190712T23-07,358,1100.0,0.0,2.0
20190712T22-07,357,1205.0,0.0,9.0
20190712T21-07,358,1325.0,0.0,11.0
20190712T20-07,358,1437.0,0.0,8.0
20190712T19-07,358,1497.0,4.0,3.0
20190712T18-07,359,1542.0,35.0,6.0
20190712T17-07,358,1604.0,26.0,22.0
20190712T16-07,358,1486.0,92.0,5.0
20190712T15-07,358,1491.0,74.0,14.0
20190712T14-07,358,1502.0,74.0,9.0
20190712T13-07,359,1482.0,116.0,9.0
20190712T12-07,358,1373.0,121.0,2.0
20190712T11-07,358,1272.0,137.0,1.0
20190712T10-07,358,1104.0,154.0,6.0
20190712T09-07,358,950.0,155.0,18.0
20190712T08-07,356,852.0,137.0,22.0
20190712T07-07,358,869.0,58.0,8.0
20190712T06-07,357,872.0,0.0,7.0
20190712T05-07,358,868.0,0.0,4.0
20190712T04-07,358,876.0,0.0,0.0
20190712T03-07,357,883.0,0.0,1.0
20190712T02-07,358,892.0,0.0,13.0
20190712T01-07,358,921.0,0.0,33.0
20190712T00-07,356,1019.0,0.0,25.0
20190711T23-07,357,1141.0,0.0,26.0
20190711T22-07,427,1210.0,0.0,45.0
20190711T21-07,519,1267.0,0.0,36.0
20190711T20-07,622,1254.0,0.0,49.0
20190711T19-07,675,1282.0,7.0,57.0
20190711T18-07,713,1350.0,55.0,15.0
20190711T17-07,715,1281.0,107.0,41.0
20190711T16-07,716,1296.0,99.0,3.0
20190711T15-07,715,1271.0,117.0,5.0
20190711T14-07,596,1294.0,110.0,4.0
20190711T13-07,596,1084.0,191.0,11.0
20190711T12-07,561,1006.0,171.0,8.0
20190711T11-07,528,968.0,136.0,10.0
20190711T10-07,474,832.0,167.0,7.0
20190711T09-07,437,734.0,144.0,12.0
20190711T08-07,282,846.0,114.0,8.0
20190711T07-07,225,858.0,67.0,12.0
20190711T06-07,252,841.0,0.0,13.0
20190711T05-07,287,813.0,0.0,11.0
20190711T04-07,289,811.0,0.0,13.0
20190711T03-07,292,855.0,0.0,9.0
20190711T02-07,295,900.0,0.0,4.0
20190711T01-07,297,944.0,0.0,7.0
20190711T00-07,343,1004.0,0.0,-1.0
20190710T23-07,357,1115.0,0.0,-1.0
20190710T22-07,356,1282.0,0.0,3.0
20190710T21-07,357,1420.0,0.0,5.0
20190710T20-07,356,1515.0,0.0,7.0
20190710T19-07,347,1617.0,11.0,5.0
20190710T18-07,347,1666.0,65.0,5.0
20190710T17-07,347,1716.0,83.0,1.0
20190710T16-07,322,1643.0,138.0,1.0
20190710T15-07,357,1541.0,128.0,2.0
20190710T14-07,324,1405.0,178.0,2.0
20190710T13-07,249,1351.0,165.0,2.0
20190710T12-07,209,1192.0,189.0,3.0
20190710T11-07,213,1022.0,188.0,2.0
20190710T10-07,210,923.0,183.0,6.0
20190710T09-07,212,803.0,175.0,10.0
20190710T08-07,210,724.0,146.0,17.0
20190710T07-07,210,703.0,105.0,1.0
20190710T06-07,209,741.0,0.0,-1.0
20190710T05-07,209,718.0,0.0,9.0
20190710T04-07,210,716.0,0.0,1.0
20190710T03-07,210,742.0,0.0,1.0
20190710T02-07,210,769.0,0.0,28.0
20190710T01-07,205,859.0,0.0,21.0
20190710T00-07,298,855.0,0.0,30.0
20190709T23-07,346,947.0,0.0,26.0
20190709T22-07,297,1180.0,0.0,17.0
20190709T21-07,347,1282.0,0.0,19.0
20190709T20-07,347,1401.0,0.0,27.0
20190709T19-07,307,1535.0,16.0,15.0
20190709T18-07,307,1555.0,102.0,8.0
20190709T17-07,307,1516.0,152.0,8.0
20190709T16-07,307,1492.0,141.0,6.0
20190709T15-07,327,1370.0,173.0,5.0
20190709T14-07,298,1261.0,184.0,22.0
20190709T13-07,298,1155.0,191.0,19.0
20190709T12-07,221,1112.0,192.0,1.0
20190709T11-07,222,955.0,189.0,1.0
20190709T10-07,221,829.0,185.0,0.0
20190709T09-07,221,710.0,178.0,-1.0
20190709T08-07,221,634.0,164.0,-1.0
20190709T07-07,222,619.0,110.0,3.0
20190709T06-07,221,667.0,0.0,1.0
20190709T05-07,221,648.0,0.0,-1.0
20190709T04-07,221,636.0,0.0,-1.0
20190709T03-07,221,654.0,0.0,0.0
20190709T02-07,221,700.0,0.0,0.0
20190709T01-07,222,762.0,0.0,6.0
20190709T00-07,234,831.0,0.0,17.0
20190708T23-07,297,898.0,0.0,23.0
20190708T22-07,342,1016.0,0.0,24.0
20190708T21-07,342,1181.0,0.0,19.0
20190708T20-07,342,1278.0,0.0,27.0
20190708T19-07,341,1342.0,16.0,47.0
20190708T18-07,342,1335.0,103.0,60.0
20190708T17-07,341,1289.0,158.0,46.0
20190708T16-07,341,1261.0,149.0,40.0
20190708T15-07,342,1157.0,174.0,52.0
20190708T14-07,357,1040.0,187.0,40.0
20190708T13-07,297,986.0,191.0,38.0
20190708T12-07,346,827.0,175.0,43.0
20190708T11-07,347,714.0,167.0,30.0
20190708T10-07,327,644.0,169.0,9.0
20190708T09-07,277,615.0,153.0,3.0
20190708T08-07,277,544.0,153.0,-1.0
20190708T07-07,277,547.0,95.0,-1.0
20190708T06-07,306,547.0,0.0,0.0
20190708T05-07,298,540.0,0.0,-1.0
20190708T04-07,342,472.0,0.0,-1.0
20190708T03-07,442,398.0,0.0,-1.0
20190708T02-07,486,396.0,0.0,-1.0
20190708T01-07,595,352.0,0.0,-1.0
20190708T00-07,595,433.0,0.0,-1.0
20190707T23-07,616,528.0,0.0,11.0
20190707T22-07,597,700.0,0.0,14.0
20190707T21-07,694,745.0,0.0,19.0
20190707T20-07,695,846.0,0.0,44.0
20190707T19-07,694,956.0,7.0,40.0
20190707T18-07,694,975.0,55.0,49.0
20190707T17-07,694,928.0,107.0,39.0
20190707T16-07,734,912.0,61.0,25.0
20190707T15-07,655,831.0,115.0,23.0
20190707T14-07,575,742.0,149.0,25.0
20190707T13-07,717,744.0,91.0,16.0
20190707T12-07,734,697.0,90.0,4.0
20190707T11-07,590,680.0,149.0,0.0
20190707T10-07,553,611.0,148.0,0.0
20190707T09-07,434,609.0,142.0,1.0
20190707T08-07,433,491.0,145.0,2.0
20190707T07-07,434,506.0,53.0,3.0
20190707T06-07,447,484.0,0.0,23.0
20190707T05-07,509,445.0,0.0,16.0
20190707T04-07,509,461.0,0.0,4.0
20190707T03-07,510,489.0,0.0,1.0
20190707T02-07,510,525.0,0.0,1.0
20190707T01-07,536,540.0,0.0,-1.0
20190707T00-07,715,417.0,0.0,0.0
20190706T23-07,714,499.0,0.0,-1.0
20190706T22-07,606,685.0,0.0,5.0
20190706T21-07,641,729.0,0.0,5.0
20190706T20-07,595,794.0,0.0,23.0
20190706T19-07,595,821.0,7.0,-1.0
20190706T18-07,655,755.0,48.0,11.0
20190706T17-07,655,804.0,15.0,3.0
20190706T16-07,654,897.0,37.0,14.0
20190706T15-07,715,916.0,47.0,17.0
20190706T14-07,714,952.0,51.0,-1.0
20190706T13-07,714,808.0,116.0,5.0
20190706T12-07,713,619.0,154.0,8.0
20190706T11-07,644,653.0,130.0,6.0
20190706T10-07,474,650.0,174.0,13.0
20190706T09-07,425,628.0,127.0,6.0
20190706T08-07,421,556.0,87.0,2.0
20190706T07-07,440,503.0,53.0,0.0
20190706T06-07,614,342.0,0.0,3.0
20190706T05-07,615,354.0,0.0,8.0
20190706T04-07,614,356.0,0.0,17.0
20190706T03-07,615,362.0,0.0,35.0
20190706T02-07,614,414.0,0.0,39.0
20190706T01-07,615,466.0,0.0,45.0
20190706T00-07,614,568.0,0.0,42.0
20190705T23-07,615,676.0,0.0,41.0
20190705T22-07,615,806.0,0.0,49.0
20190705T21-07,615,933.0,0.0,45.0
20190705T20-07,615,1032.0,0.0,42.0
20190705T19-07,615,1113.0,11.0,41.0
20190705T18-07,702,1096.0,42.0,41.0
20190705T17-07,723,1173.0,47.0,9.0
20190705T16-07,717,1109.0,99.0,10.0
20190705T15-07,735,1020.0,109.0,5.0
20190705T14-07,693,911.0,147.0,19.0
20190705T13-07,531,942.0,167.0,39.0
20190705T12-07,447,884.0,185.0,45.0
20190705T11-07,433,821.0,189.0,4.0
20190705T10-07,433,735.0,175.0,3.0
20190705T09-07,434,606.0,182.0,0.0
20190705T08-07,433,528.0,162.0,-1.0
20190705T07-07,435,489.0,90.0,-1.0
20190705T06-07,435,503.0,0.0,4.0
20190705T05-07,434,473.0,0.0,31.0
20190705T04-07,434,468.0,0.0,37.0
20190705T03-07,432,501.0,0.0,38.0
20190705T02-07,468,521.0,0.0,23.0
20190705T01-07,554,518.0,0.0,9.0
20190705T00-07,725,434.0,0.0,13.0
20190704T23-07,724,534.0,0.0,29.0
