,coal,natural gas,nuclear,petroleum,other,solar,hydro,wind
20191027T08Z,13496,10621,11959,1004,357,0,886,10247
20191027T07Z,13630,11082,11954,1159,350,0,874,9893
20191027T06Z,14120,12178,11954,1192,350,0,867,9433
20191027T05Z,15332,13383,11935,1257,352,0,872,8890
20191027T04Z,17000,14370,11887,1495,351,0,871,8409
20191027T03Z,18327,16117,11833,1658,357,0,874,7916
20191027T02Z,20213,16676,11777,1792,370,0,892,7709
20191027T01Z,21630,17381,11761,1891,368,0,933,7415
20191027T00Z,21700,17500,11766,1890,366,1,1158,6960
20191026T23Z,20914,17173,11768,1816,366,39,1124,6992
20191026T22Z,20474,17019,11771,1804,370,130,914,7119
20191026T21Z,20041,17021,11773,1794,367,172,921,7252
20191026T20Z,20105,17018,11772,1791,369,183,925,7675
20191026T19Z,19870,17018,11774,1774,389,162,917,8543
20191026T18Z,19899,17202,11775,1777,386,146,914,9237
20191026T17Z,20192,17284,11798,1793,389,152,965,9320
20191026T16Z,21296,17579,11946,1794,380,149,1181,7494
20191026T15Z,20801,17070,11978,1665,383,106,1191,8267
20191026T14Z,19316,16343,11973,1557,381,19,1164,9485
20191026T13Z,17822,16081,11969,1505,385,0,911,9972
20191026T12Z,16357,15723,11969,1442,387,0,921,10206
20191026T11Z,15170,15155,11968,1414,375,0,927,10513
20191026T10Z,14861,14660,11965,1383,373,0,938,10761
20191026T09Z,14731,14549,11964,1369,379,0,941,10903
20191026T08Z,14711,14607,11961,1415,383,0,947,10904
20191026T07Z,15221,14760,11956,1421,383,0,950,10988
20191026T06Z,15891,15015,11961,1416,380,0,957,11375
20191026T05Z,17010,16055,11958,1484,389,0,955,11318
20191026T04Z,18770,16488,11957,1642,383,0,958,11057
20191026T03Z,20636,17218,11953,1721,379,0,960,10906
20191026T02Z,21986,17920,11947,1938,391,0,976,10362
20191026T01Z,22997,18447,11953,2194,391,0,1143,9670
20191026T00Z,23711,18970,11956,2268,390,1,1486,7551
20191025T23Z,23258,18963,11929,2071,390,30,1424,6514
20191025T22Z,23159,18889,11910,2006,394,108,1198,6623
20191025T21Z,23509,19042,11877,2032,413,146,1201,6487
20191025T20Z,23642,19378,11870,2340,412,149,1203,6208
20191025T19Z,24259,20058,11862,2575,416,144,1265,5099
20191025T18Z,24404,20675,11832,2721,419,145,1526,4599
20191025T17Z,25362,21014,11782,2752,424,150,1584,3976
20191025T16Z,25537,21531,11770,2793,420,145,1824,3739
20191025T15Z,24776,21507,11772,2603,415,76,1809,5186
20191025T14Z,24076,21133,11774,2409,418,16,1803,5958
20191025T13Z,24113,20938,11779,2295,421,0,1694,5736
20191025T12Z,23095,20363,11783,2247,417,0,1655,5005
20191025T11Z,20261,19070,11787,2357,414,0,1291,4265
20191025T10Z,18233,17652,11790,2093,412,0,975,3731
20191025T09Z,17472,17086,11790,2055,396,0,977,3323
20191025T08Z,17899,17012,11782,2040,395,0,974,3053
20191025T07Z,18986,17284,11777,2083,394,0,973,2662
