,natural gas,hydro
20181009T07-07,193,4.0
20181009T06-07,193,4.0
20181009T05-07,192,4.0
20181009T04-07,191,4.0
20181009T03-07,191,4.0
20181009T02-07,191,4.0
20181009T01-07,194,4.0
20181009T00-07,206,4.0
20181008T23-07,211,4.0
20181008T22-07,216,4.0
20181008T21-07,251,4.0
20181008T20-07,273,4.0
20181008T19-07,271,4.0
20181008T18-07,260,4.0
20181008T17-07,255,4.0
20181008T16-07,254,4.0
20181008T15-07,247,4.0
20181008T14-07,228,4.0
20181008T13-07,218,4.0
20181008T12-07,208,4.0
20181008T11-07,197,4.0
20181008T10-07,190,4.0
20181008T09-07,191,4.0
20181008T08-07,198,4.0
20181008T07-07,197,4.0
20181008T06-07,200,4.0
20181008T05-07,190,4.0
20181008T04-07,188,4.0
20181008T03-07,189,4.0
20181008T02-07,192,4.0
20181008T01-07,196,4.0
20181008T00-07,200,4.0
20181007T23-07,197,4.0
20181007T22-07,193,4.0
20181007T21-07,195,4.0
20181007T20-07,194,4.0
20181007T19-07,190,4.0
20181007T18-07,188,4.0
20181007T17-07,187,4.0
20181007T16-07,187,4.0
20181007T15-07,187,4.0
20181007T14-07,187,4.0
20181007T13-07,188,4.0
20181007T12-07,191,4.0
20181007T11-07,191,4.0
20181007T10-07,192,4.0
20181007T09-07,195,4.0
20181007T08-07,195,4.0
20181007T07-07,195,4.0
20181007T06-07,195,4.0
20181007T05-07,190,4.0
20181007T04-07,188,4.0
20181007T03-07,188,4.0
20181007T02-07,194,4.0
20181007T01-07,198,4.0
20181007T00-07,198,4.0
20181006T23-07,197,4.0
20181006T22-07,198,4.0
20181006T21-07,202,4.0
20181006T20-07,192,4.0
20181006T19-07,189,4.0
20181006T18-07,188,4.0
20181006T17-07,186,4.0
20181006T16-07,185,4.0
20181006T15-07,182,4.0
20181006T14-07,180,4.0
20181006T13-07,180,4.0
20181006T12-07,179,4.0
20181006T11-07,183,4.0
20181006T10-07,191,4.0
20181006T09-07,192,4.0
20181006T08-07,191,4.0
20181006T07-07,192,4.0
20181006T06-07,198,4.0
20181006T05-07,197,4.0
20181006T04-07,196,4.0
20181006T03-07,188,4.0
20181006T02-07,188,4.0
20181006T01-07,188,4.0
20181006T00-07,200,4.0
20181005T23-07,211,4.0
20181005T22-07,204,4.0
20181005T21-07,223,4.0
20181005T20-07,228,4.0
20181005T19-07,221,4.0
20181005T18-07,221,4.0
20181005T17-07,221,4.0
20181005T16-07,221,4.0
20181005T15-07,219,4.0
20181005T14-07,212,4.0
20181005T13-07,208,4.0
20181005T12-07,200,4.0
20181005T11-07,197,4.0
20181005T10-07,196,4.0
20181005T09-07,196,4.0
20181005T08-07,196,4.0
20181005T07-07,192,4.0
20181005T06-07,190,4.0
20181005T05-07,189,4.0
20181005T04-07,189,4.0
20181005T03-07,195,4.0
20181005T02-07,197,4.0
20181005T01-07,196,4.0
20181005T00-07,196,4.0
20181004T23-07,202,4.0
20181004T22-07,204,4.0
20181004T21-07,202,4.0
20181004T20-07,232,4.0
20181004T19-07,215,4.0
20181004T18-07,211,4.0
20181004T17-07,212,4.0
20181004T16-07,232,4.0
20181004T15-07,249,4.0
20181004T14-07,231,4.0
20181004T13-07,222,4.0
20181004T12-07,213,4.0
20181004T11-07,209,4.0
20181004T10-07,211,4.0
20181004T09-07,217,4.0
20181004T08-07,206,4.0
20181004T07-07,202,4.0
20181004T06-07,197,4.0
20181004T05-07,194,4.0
20181004T04-07,194,4.0
20181004T03-07,194,4.0
20181004T02-07,200,4.0
20181004T01-07,217,4.0
20181004T00-07,223,4.0
20181003T23-07,224,4.0
20181003T22-07,219,4.0
20181003T21-07,227,4.0
20181003T20-07,230,4.0
20181003T19-07,233,4.0
20181003T18-07,246,4.0
20181003T17-07,242,4.0
20181003T16-07,235,4.0
20181003T15-07,229,4.0
20181003T14-07,231,4.0
20181003T13-07,277,4.0
20181003T12-07,238,4.0
20181003T11-07,204,4.0
20181003T10-07,195,4.0
20181003T09-07,206,4.0
20181003T08-07,208,4.0
20181003T07-07,207,4.0
20181003T06-07,204,4.0
20181003T05-07,194,4.0
20181003T04-07,194,4.0
20181003T03-07,198,4.0
20181003T02-07,198,4.0
20181003T01-07,198,4.0
20181003T00-07,205,4.0
20181002T23-07,303,4.0
20181002T22-07,375,4.0
20181002T21-07,391,3.0
20181002T20-07,385,3.0
20181002T19-07,388,3.0
20181002T18-07,394,3.0
20181002T17-07,388,3.0
20181002T16-07,395,3.0
20181002T15-07,377,3.0
20181002T14-07,374,3.0
20181002T13-07,348,3.0
20181002T12-07,343,3.0
20181002T11-07,343,3.0
20181002T10-07,342,3.0
20181002T09-07,335,4.0
20181002T08-07,253,4.0
20181002T07-07,223,4.0
20181002T06-07,191,4.0
20181002T05-07,190,4.0
20181002T04-07,195,4.0
20181002T03-07,200,4.0
20181002T02-07,201,4.0
20181002T01-07,206,4.0
20181002T00-07,214,4.0
20181001T23-07,222,4.0
20181001T22-07,228,4.0
20181001T21-07,239,4.0
20181001T20-07,256,4.0
20181001T19-07,258,4.0
20181001T18-07,274,3.0
20181001T17-07,278,3.0
20181001T16-07,264,3.0
20181001T15-07,263,3.0
20181001T14-07,261,3.0
20181001T13-07,257,3.0
20181001T12-07,222,3.0
20181001T11-07,222,3.0
20181001T10-07,219,3.0
20181001T09-07,206,3.0
20181001T08-07,205,3.0
20181001T07-07,191,9.0
20181001T06-07,140,20.0
20181001T05-07,129,21.0
20181001T04-07,112,21.0
20181001T03-07,112,20.0
20181001T02-07,112,20.0
20181001T01-07,110,23.0
20181001T00-07,106,40.0
20180930T23-07,109,40.0
20180930T22-07,110,40.0
20180930T21-07,107,40.0
20180930T20-07,106,40.0
20180930T19-07,106,40.0
20180930T18-07,110,40.0
20180930T17-07,116,40.0
20180930T16-07,116,40.0
20180930T15-07,117,40.0
20180930T14-07,117,40.0
20180930T13-07,111,39.0
20180930T12-07,104,40.0
20180930T11-07,104,40.0
20180930T10-07,104,40.0
20180930T09-07,104,39.0
20180930T08-07,109,39.0
20180930T07-07,110,39.0
20180930T06-07,109,39.0
20180930T05-07,105,39.0
20180930T04-07,105,39.0
20180930T03-07,104,39.0
20180930T02-07,104,39.0
20180930T01-07,103,39.0
20180930T00-07,102,39.0
20180929T23-07,103,39.0
20180929T22-07,104,39.0
20180929T21-07,108,39.0
20180929T20-07,106,39.0
20180929T19-07,106,39.0
20180929T18-07,106,40.0
20180929T17-07,105,40.0
20180929T16-07,105,39.0
20180929T15-07,101,39.0
20180929T14-07,91,39.0
20180929T13-07,89,39.0
20180929T12-07,91,39.0
20180929T11-07,97,39.0
20180929T10-07,97,39.0
20180929T09-07,91,39.0
20180929T08-07,91,38.0
20180929T07-07,90,38.0
20180929T06-07,97,20.0
20180929T05-07,97,20.0
20180929T04-07,97,20.0
20180929T03-07,100,19.0
20180929T02-07,105,19.0
20180929T01-07,105,23.0
20180929T00-07,149,40.0
20180928T23-07,173,39.0
20180928T22-07,206,39.0
20180928T21-07,243,40.0
20180928T20-07,240,39.0
20180928T19-07,224,39.0
20180928T18-07,254,40.0
20180928T17-07,245,40.0
20180928T16-07,237,40.0
20180928T15-07,227,40.0
20180928T14-07,239,40.0
20180928T13-07,239,39.0
20180928T12-07,184,30.0
20180928T11-07,153,22.0
20180928T10-07,117,39.0
20180928T09-07,97,38.0
20180928T08-07,211,37.0
20180928T07-07,219,20.0
20180928T06-07,194,20.0
20180928T05-07,190,20.0
20180928T04-07,190,19.0
20180928T03-07,190,19.0
20180928T02-07,180,27.0
20180928T01-07,183,39.0
20180928T00-07,198,39.0
20180927T23-07,237,39.0
20180927T22-07,253,40.0
20180927T21-07,280,40.0
20180927T20-07,294,40.0
20180927T19-07,326,39.0
20180927T18-07,356,39.0
20180927T17-07,390,39.0
20180927T16-07,396,39.0
20180927T15-07,328,39.0
20180927T14-07,310,39.0
20180927T13-07,262,39.0
20180927T12-07,223,39.0
20180927T11-07,206,39.0
20180927T10-07,196,39.0
20180927T09-07,202,39.0
20180927T08-07,200,39.0
20180927T07-07,200,37.0
20180927T06-07,194,20.0
20180927T05-07,191,20.0
20180927T04-07,191,20.0
20180927T03-07,189,21.0
20180927T02-07,187,21.0
20180927T01-07,188,34.0
20180927T00-07,209,39.0
20180926T23-07,239,39.0
20180926T22-07,279,39.0
20180926T21-07,328,39.0
20180926T20-07,338,39.0
20180926T19-07,343,40.0
20180926T18-07,366,39.0
20180926T17-07,363,39.0
20180926T16-07,334,39.0
20180926T15-07,329,39.0
20180926T14-07,322,39.0
20180926T13-07,275,39.0
20180926T12-07,229,39.0
20180926T11-07,197,39.0
20180926T10-07,196,39.0
20180926T09-07,194,39.0
20180926T08-07,193,38.0
20180926T07-07,194,39.0
20180926T06-07,206,26.0
20180926T05-07,192,20.0
20180926T04-07,191,20.0
20180926T03-07,192,20.0
20180926T02-07,202,21.0
20180926T01-07,199,39.0
20180926T00-07,206,39.0
20180925T23-07,236,39.0
20180925T22-07,274,39.0
20180925T21-07,258,39.0
20180925T20-07,309,39.0
20180925T19-07,313,39.0
20180925T18-07,314,39.0
20180925T17-07,311,40.0
20180925T16-07,301,39.0
20180925T15-07,306,40.0
20180925T14-07,279,39.0
20180925T13-07,270,39.0
20180925T12-07,214,39.0
20180925T11-07,191,40.0
20180925T10-07,190,39.0
20180925T09-07,191,39.0
20180925T08-07,198,39.0
20180925T07-07,200,37.0
20180925T06-07,198,20.0
20180925T05-07,191,20.0
20180925T04-07,190,19.0
20180925T03-07,190,19.0
20180925T02-07,195,19.0
20180925T01-07,201,19.0
20180925T00-07,201,24.0
20180924T23-07,212,39.0
20180924T22-07,218,39.0
20180924T21-07,280,39.0
20180924T20-07,290,40.0
20180924T19-07,319,39.0
20180924T18-07,330,39.0
20180924T17-07,313,39.0
20180924T16-07,304,39.0
20180924T15-07,276,39.0
20180924T14-07,277,39.0
20180924T13-07,228,39.0
20180924T12-07,201,39.0
20180924T11-07,195,39.0
20180924T10-07,202,39.0
20180924T09-07,204,39.0
20180924T08-07,207,39.0
20180924T07-07,196,39.0
20180924T06-07,201,24.0
20180924T05-07,196,20.0
20180924T04-07,192,20.0
20180924T03-07,192,20.0
20180924T02-07,192,19.0
20180924T01-07,193,19.0
20180924T00-07,200,20.0
20180923T23-07,208,20.0
20180923T22-07,214,38.0
20180923T21-07,196,41.0
20180923T20-07,191,48.0
20180923T19-07,196,59.0
20180923T18-07,205,61.0
20180923T17-07,206,47.0
20180923T16-07,206,41.0
20180923T15-07,211,41.0
20180923T14-07,213,41.0
20180923T13-07,216,41.0
20180923T12-07,212,41.0
20180923T11-07,203,41.0
20180923T10-07,195,41.0
20180923T09-07,195,40.0
20180923T08-07,194,40.0
20180923T07-07,193,39.0
20180923T06-07,193,19.0
20180923T05-07,197,20.0
20180923T04-07,197,20.0
20180923T03-07,197,19.0
20180923T02-07,197,20.0
20180923T01-07,202,22.0
20180923T00-07,195,40.0
20180922T23-07,201,40.0
20180922T22-07,193,41.0
20180922T21-07,191,40.0
20180922T20-07,205,40.0
20180922T19-07,219,40.0
20180922T18-07,234,41.0
20180922T17-07,234,40.0
20180922T16-07,226,40.0
20180922T15-07,216,40.0
20180922T14-07,212,40.0
20180922T13-07,202,41.0
20180922T12-07,218,40.0
20180922T11-07,199,40.0
20180922T10-07,202,40.0
20180922T09-07,201,40.0
20180922T08-07,200,40.0
20180922T07-07,199,39.0
20180922T06-07,201,21.0
20180922T05-07,196,20.0
20180922T04-07,194,20.0
20180922T03-07,194,20.0
20180922T02-07,193,20.0
20180922T01-07,195,21.0
20180922T00-07,201,40.0
20180921T23-07,195,40.0
20180921T22-07,207,40.0
20180921T21-07,233,40.0
20180921T20-07,247,41.0
20180921T19-07,283,40.0
20180921T18-07,297,40.0
20180921T17-07,291,40.0
20180921T16-07,290,40.0
20180921T15-07,290,41.0
20180921T14-07,258,41.0
20180921T13-07,231,40.0
20180921T12-07,209,40.0
20180921T11-07,190,41.0
20180921T10-07,188,41.0
20180921T09-07,189,40.0
20180921T08-07,193,40.0
20180921T07-07,191,39.0
20180921T06-07,193,20.0
20180921T05-07,192,19.0
20180921T04-07,191,19.0
20180921T03-07,193,19.0
20180921T02-07,195,21.0
20180921T01-07,187,31.0
20180921T00-07,198,39.0
20180920T23-07,192,39.0
20180920T22-07,196,39.0
20180920T21-07,209,39.0
20180920T20-07,217,40.0
20180920T19-07,217,40.0
20180920T18-07,219,39.0
20180920T17-07,216,39.0
20180920T16-07,199,39.0
20180920T15-07,193,39.0
20180920T14-07,191,39.0
20180920T13-07,204,39.0
20180920T12-07,203,35.0
20180920T11-07,187,20.0
20180920T10-07,193,19.0
20180920T09-07,193,20.0
20180920T08-07,195,20.0
20180920T07-07,196,20.0
20180920T06-07,201,19.0
20180920T05-07,213,19.0
20180920T04-07,192,20.0
20180920T03-07,195,20.0
20180920T02-07,197,20.0
20180920T01-07,206,19.0
20180920T00-07,223,19.0
20180919T23-07,216,20.0
20180919T22-07,212,20.0
20180919T21-07,226,20.0
20180919T20-07,229,39.0
20180919T19-07,222,39.0
20180919T18-07,220,39.0
20180919T17-07,211,40.0
20180919T16-07,222,37.0
20180919T15-07,221,20.0
20180919T14-07,216,19.0
20180919T13-07,214,20.0
20180919T12-07,220,20.0
20180919T11-07,218,19.0
20180919T10-07,217,19.0
20180919T09-07,217,19.0
20180919T08-07,217,19.0
20180919T07-07,214,20.0
20180919T06-07,204,20.0
20180919T05-07,195,19.0
20180919T04-07,194,20.0
20180919T03-07,194,19.0
20180919T02-07,198,19.0
20180919T01-07,212,19.0
20180919T00-07,216,20.0
20180918T23-07,223,19.0
20180918T22-07,226,19.0
20180918T21-07,259,19.0
20180918T20-07,258,19.0
20180918T19-07,276,19.0
20180918T18-07,296,20.0
20180918T17-07,294,19.0
20180918T16-07,285,19.0
20180918T15-07,269,19.0
20180918T14-07,264,19.0
20180918T13-07,253,20.0
20180918T12-07,239,20.0
20180918T11-07,229,19.0
20180918T10-07,222,19.0
20180918T09-07,213,19.0
20180918T08-07,209,19.0
20180918T07-07,225,19.0
20180918T06-07,195,19.0
20180918T05-07,194,20.0
20180918T04-07,193,20.0
20180918T03-07,194,19.0
20180918T02-07,196,19.0
20180918T01-07,209,20.0
20180918T00-07,218,20.0
20180917T23-07,214,20.0
20180917T22-07,204,23.0
20180917T21-07,210,40.0
20180917T20-07,214,39.0
20180917T19-07,231,38.0
20180917T18-07,233,39.0
20180917T17-07,232,38.0
20180917T16-07,233,38.0
20180917T15-07,244,24.0
20180917T14-07,230,20.0
20180917T13-07,208,20.0
20180917T12-07,181,35.0
20180917T11-07,145,21.0
20180917T10-07,141,20.0
20180917T09-07,137,20.0
20180917T08-07,105,20.0
20180917T07-07,102,20.0
20180917T06-07,103,20.0
20180917T05-07,101,20.0
20180917T04-07,101,20.0
20180917T03-07,101,20.0
20180917T02-07,101,20.0
20180917T01-07,100,20.0
20180917T00-07,98,21.0
20180916T23-07,95,21.0
20180916T22-07,104,21.0
20180916T21-07,104,20.0
20180916T20-07,98,20.0
20180916T19-07,115,20.0
20180916T18-07,118,20.0
20180916T17-07,116,20.0
20180916T16-07,121,20.0
20180916T15-07,122,20.0
20180916T14-07,119,20.0
20180916T13-07,116,20.0
20180916T12-07,94,20.0
20180916T11-07,94,20.0
20180916T10-07,94,20.0
20180916T09-07,94,20.0
20180916T08-07,98,20.0
20180916T07-07,108,20.0
20180916T06-07,107,20.0
20180916T05-07,102,20.0
20180916T04-07,110,20.0
20180916T03-07,110,21.0
20180916T02-07,112,21.0
20180916T01-07,115,20.0
20180916T00-07,105,21.0
20180915T23-07,105,21.0
20180915T22-07,102,39.0
20180915T21-07,102,39.0
20180915T20-07,102,40.0
20180915T19-07,109,39.0
20180915T18-07,108,39.0
20180915T17-07,102,39.0
20180915T16-07,103,39.0
20180915T15-07,112,39.0
20180915T14-07,111,39.0
20180915T13-07,109,40.0
20180915T12-07,105,39.0
20180915T11-07,102,39.0
20180915T10-07,101,39.0
20180915T09-07,101,39.0
20180915T08-07,103,39.0
20180915T07-07,108,39.0
20180915T06-07,98,40.0
20180915T05-07,95,39.0
20180915T04-07,94,39.0
20180915T03-07,91,39.0
20180915T02-07,95,39.0
20180915T01-07,107,40.0
20180915T00-07,107,39.0
20180914T23-07,109,40.0
20180914T22-07,113,40.0
20180914T21-07,110,39.0
20180914T20-07,90,39.0
20180914T19-07,93,39.0
20180914T18-07,112,39.0
20180914T17-07,117,39.0
20180914T16-07,115,39.0
20180914T15-07,108,39.0
20180914T14-07,107,39.0
20180914T13-07,108,39.0
20180914T12-07,108,39.0
20180914T11-07,107,39.0
20180914T10-07,108,39.0
20180914T09-07,107,40.0
20180914T08-07,107,39.0
20180914T07-07,107,40.0
20180914T06-07,99,40.0
20180914T05-07,90,40.0
20180914T04-07,100,39.0
20180914T03-07,103,39.0
20180914T02-07,108,40.0
20180914T01-07,108,39.0
20180914T00-07,120,39.0
20180913T23-07,171,41.0
20180913T22-07,210,39.0
20180913T21-07,209,40.0
20180913T20-07,185,40.0
20180913T19-07,191,40.0
20180913T18-07,205,40.0
20180913T17-07,214,39.0
20180913T16-07,214,40.0
20180913T15-07,209,40.0
20180913T14-07,192,40.0
20180913T13-07,192,40.0
20180913T12-07,194,40.0
20180913T11-07,200,40.0
20180913T10-07,200,40.0
20180913T09-07,199,40.0
20180913T08-07,199,39.0
20180913T07-07,199,40.0
20180913T06-07,198,40.0
20180913T05-07,201,40.0
20180913T04-07,201,40.0
20180913T03-07,205,40.0
20180913T02-07,206,40.0
20180913T01-07,201,40.0
20180913T00-07,207,40.0
20180912T23-07,213,40.0
20180912T22-07,210,40.0
20180912T21-07,211,40.0
20180912T20-07,197,39.0
20180912T19-07,195,40.0
20180912T18-07,218,40.0
20180912T17-07,227,40.0
20180912T16-07,214,40.0
20180912T15-07,214,40.0
20180912T14-07,221,40.0
20180912T13-07,217,40.0
20180912T12-07,199,39.0
20180912T11-07,196,40.0
20180912T10-07,194,39.0
20180912T09-07,194,39.0
20180912T08-07,200,39.0
20180912T07-07,200,40.0
20180912T06-07,200,40.0
20180912T05-07,200,39.0
20180912T04-07,207,39.0
20180912T03-07,207,40.0
20180912T02-07,206,39.0
20180912T01-07,210,39.0
20180912T00-07,217,39.0
20180911T23-07,206,39.0
20180911T22-07,225,40.0
20180911T21-07,248,39.0
20180911T20-07,283,39.0
20180911T19-07,322,39.0
20180911T18-07,332,39.0
20180911T17-07,323,39.0
20180911T16-07,305,39.0
20180911T15-07,295,39.0
20180911T14-07,276,39.0
20180911T13-07,252,39.0
20180911T12-07,239,40.0
20180911T11-07,236,40.0
20180911T10-07,239,39.0
20180911T09-07,234,40.0
20180911T08-07,214,39.0
20180911T07-07,199,39.0
20180911T06-07,199,39.0
20180911T05-07,199,39.0
20180911T04-07,202,39.0
20180911T03-07,201,39.0
20180911T02-07,198,39.0
20180911T01-07,200,39.0
20180911T00-07,206,39.0
20180910T23-07,212,39.0
20180910T22-07,229,39.0
20180910T21-07,286,39.0
20180910T20-07,316,39.0
20180910T19-07,322,39.0
20180910T18-07,321,39.0
20180910T17-07,306,39.0
20180910T16-07,298,39.0
20180910T15-07,300,39.0
20180910T14-07,262,39.0
20180910T13-07,214,39.0
20180910T12-07,198,39.0
20180910T11-07,198,39.0
20180910T10-07,193,39.0
20180910T09-07,191,39.0
20180910T08-07,191,39.0
20180910T07-07,191,41.0
20180910T06-07,191,42.0
20180910T05-07,189,42.0
20180910T04-07,183,42.0
20180910T03-07,183,42.0
20180910T02-07,188,42.0
20180910T01-07,193,45.0
20180910T00-07,196,50.0
20180909T23-07,187,50.0
20180909T22-07,198,50.0
20180909T21-07,198,50.0
20180909T20-07,200,51.0
20180909T19-07,208,50.0
20180909T18-07,209,50.0
20180909T17-07,207,49.0
20180909T16-07,207,50.0
20180909T15-07,208,50.0
20180909T14-07,212,50.0
20180909T13-07,198,50.0
20180909T12-07,193,50.0
20180909T11-07,193,51.0
20180909T10-07,193,50.0
20180909T09-07,193,50.0
20180909T08-07,193,42.0
20180909T07-07,196,42.0
20180909T06-07,196,42.0
20180909T05-07,196,42.0
20180909T04-07,196,42.0
20180909T03-07,196,42.0
20180909T02-07,196,42.0
20180909T01-07,196,42.0
20180909T00-07,192,42.0
20180908T23-07,192,42.0
20180908T22-07,204,42.0
20180908T21-07,231,42.0
20180908T20-07,267,43.0
20180908T19-07,320,42.0
20180908T18-07,303,43.0
20180908T17-07,301,41.0
20180908T16-07,313,32.0
20180908T15-07,292,40.0
20180908T14-07,245,40.0
20180908T13-07,211,17.0
20180908T12-07,227,3.0
20180908T11-07,214,4.0
20180908T10-07,213,4.0
20180908T09-07,208,5.0
20180908T08-07,204,8.0
20180908T07-07,203,46.0
20180908T06-07,183,51.0
20180908T05-07,190,52.0
20180908T04-07,194,51.0
20180908T03-07,203,51.0
20180908T02-07,193,51.0
20180908T01-07,199,51.0
20180908T00-07,204,51.0
20180907T23-07,239,51.0
20180907T22-07,261,51.0
20180907T21-07,300,51.0
20180907T20-07,301,51.0
20180907T19-07,346,52.0
20180907T18-07,372,52.0
20180907T17-07,373,52.0
20180907T16-07,356,52.0
20180907T15-07,337,52.0
20180907T14-07,304,52.0
20180907T13-07,256,52.0
20180907T12-07,248,52.0
20180907T11-07,228,52.0
20180907T10-07,193,52.0
20180907T09-07,195,52.0
20180907T08-07,192,52.0
20180907T07-07,189,51.0
20180907T06-07,191,43.0
20180907T05-07,186,43.0
20180907T04-07,193,42.0
20180907T03-07,195,43.0
20180907T02-07,196,42.0
20180907T01-07,208,42.0
20180907T00-07,216,42.0
20180906T23-07,254,42.0
20180906T22-07,273,42.0
20180906T21-07,296,42.0
20180906T20-07,301,43.0
20180906T19-07,329,42.0
20180906T18-07,342,43.0
20180906T17-07,344,43.0
20180906T16-07,338,42.0
20180906T15-07,305,42.0
20180906T14-07,269,43.0
20180906T13-07,270,43.0
20180906T12-07,240,43.0
20180906T11-07,214,42.0
20180906T10-07,200,42.0
20180906T09-07,206,42.0
20180906T08-07,201,42.0
20180906T07-07,189,42.0
20180906T06-07,179,43.0
20180906T05-07,178,41.0
20180906T04-07,185,41.0
20180906T03-07,188,41.0
20180906T02-07,194,41.0
20180906T01-07,210,42.0
20180906T00-07,205,41.0
20180905T23-07,224,41.0
20180905T22-07,253,41.0
20180905T21-07,293,41.0
20180905T20-07,315,41.0
20180905T19-07,335,41.0
20180905T18-07,343,42.0
20180905T17-07,342,42.0
20180905T16-07,342,42.0
20180905T15-07,339,42.0
20180905T14-07,298,42.0
20180905T13-07,261,42.0
20180905T12-07,226,42.0
20180905T11-07,208,42.0
20180905T10-07,192,42.0
20180905T09-07,183,42.0
20180905T08-07,194,41.0
20180905T07-07,197,41.0
20180905T06-07,194,41.0
20180905T05-07,192,41.0
20180905T04-07,192,41.0
20180905T03-07,198,41.0
20180905T02-07,204,41.0
20180905T01-07,210,41.0
20180905T00-07,221,41.0
20180904T23-07,246,41.0
20180904T22-07,288,41.0
20180904T21-07,326,41.0
20180904T20-07,333,41.0
20180904T19-07,326,41.0
20180904T18-07,345,41.0
20180904T17-07,346,41.0
20180904T16-07,336,41.0
20180904T15-07,312,41.0
20180904T14-07,280,41.0
20180904T13-07,228,41.0
20180904T12-07,204,41.0
20180904T11-07,221,41.0
20180904T10-07,205,41.0
20180904T09-07,192,41.0
20180904T08-07,200,41.0
20180904T07-07,203,40.0
20180904T06-07,199,40.0
20180904T05-07,197,40.0
20180904T04-07,197,40.0
20180904T03-07,197,40.0
20180904T02-07,195,40.0
20180904T01-07,195,40.0
20180904T00-07,203,40.0
20180903T23-07,207,40.0
20180903T22-07,214,40.0
20180903T21-07,244,39.0
20180903T20-07,297,39.0
20180903T19-07,301,39.0
20180903T18-07,301,40.0
20180903T17-07,299,39.0
20180903T16-07,286,39.0
20180903T15-07,260,40.0
20180903T14-07,250,39.0
20180903T13-07,221,40.0
20180903T12-07,216,40.0
20180903T11-07,215,39.0
20180903T10-07,216,39.0
20180903T09-07,217,39.0
20180903T08-07,234,39.0
20180903T07-07,205,40.0
20180903T06-07,198,40.0
20180903T05-07,197,40.0
20180903T04-07,194,40.0
20180903T03-07,198,40.0
20180903T02-07,218,40.0
20180903T01-07,224,40.0
20180903T00-07,200,39.0
20180902T23-07,200,40.0
20180902T22-07,237,39.0
20180902T21-07,268,39.0
20180902T20-07,286,39.0
20180902T19-07,298,39.0
20180902T18-07,298,40.0
20180902T17-07,298,39.0
20180902T16-07,289,40.0
20180902T15-07,253,49.0
20180902T14-07,216,49.0
20180902T13-07,208,49.0
20180902T12-07,205,48.0
20180902T11-07,204,49.0
20180902T10-07,201,49.0
20180902T09-07,199,49.0
20180902T08-07,195,50.0
20180902T07-07,194,50.0
20180902T06-07,182,49.0
20180902T05-07,183,49.0
20180902T04-07,183,50.0
20180902T03-07,183,49.0
20180902T02-07,187,49.0
20180902T01-07,198,49.0
20180902T00-07,205,49.0
20180901T23-07,210,49.0
20180901T22-07,189,49.0
20180901T21-07,197,49.0
20180901T20-07,211,49.0
20180901T19-07,253,49.0
20180901T18-07,266,50.0
20180901T17-07,254,49.0
20180901T16-07,244,49.0
20180901T15-07,234,49.0
20180901T14-07,205,49.0
20180901T13-07,202,50.0
20180901T12-07,202,49.0
20180901T11-07,197,49.0
20180901T10-07,195,50.0
20180901T09-07,195,50.0
20180901T08-07,195,50.0
20180901T07-07,196,50.0
20180901T06-07,191,50.0
20180901T05-07,187,50.0
20180901T04-07,187,50.0
20180901T03-07,187,50.0
20180901T02-07,187,50.0
20180901T01-07,196,50.0
20180901T00-07,214,50.0
20180831T23-07,218,50.0
20180831T22-07,216,50.0
20180831T21-07,248,50.0
20180831T20-07,258,50.0
20180831T19-07,289,50.0
20180831T18-07,298,50.0
20180831T17-07,298,50.0
20180831T16-07,286,50.0
20180831T15-07,229,50.0
20180831T14-07,239,50.0
20180831T13-07,242,50.0
20180831T12-07,241,50.0
20180831T11-07,238,50.0
20180831T10-07,241,50.0
20180831T09-07,242,50.0
20180831T08-07,238,50.0
20180831T07-07,205,50.0
20180831T06-07,189,50.0
20180831T05-07,189,50.0
20180831T04-07,189,50.0
20180831T03-07,189,50.0
20180831T02-07,189,50.0
20180831T01-07,191,50.0
20180831T00-07,197,50.0
20180830T23-07,208,50.0
20180830T22-07,231,50.0
20180830T21-07,262,50.0
20180830T20-07,268,50.0
20180830T19-07,270,50.0
20180830T18-07,255,50.0
20180830T17-07,225,50.0
20180830T16-07,228,50.0
20180830T15-07,234,50.0
20180830T14-07,237,50.0
20180830T13-07,235,50.0
20180830T12-07,242,49.0
20180830T11-07,245,41.0
20180830T10-07,235,41.0
20180830T09-07,231,40.0
20180830T08-07,230,40.0
20180830T07-07,211,40.0
20180830T06-07,195,40.0
20180830T05-07,194,40.0
20180830T04-07,194,40.0
20180830T03-07,196,40.0
20180830T02-07,199,40.0
20180830T01-07,201,40.0
20180830T00-07,202,40.0
20180829T23-07,198,40.0
20180829T22-07,210,40.0
20180829T21-07,277,40.0
20180829T20-07,293,40.0
20180829T19-07,322,40.0
20180829T18-07,314,40.0
20180829T17-07,295,40.0
20180829T16-07,235,40.0
20180829T15-07,231,40.0
20180829T14-07,232,40.0
20180829T13-07,231,37.0
20180829T12-07,241,36.0
20180829T11-07,245,37.0
20180829T10-07,239,37.0
20180829T09-07,238,37.0
20180829T08-07,233,38.0
20180829T07-07,205,40.0
20180829T06-07,191,40.0
20180829T05-07,186,41.0
20180829T04-07,186,41.0
20180829T03-07,186,41.0
20180829T02-07,186,40.0
20180829T01-07,197,40.0
20180829T00-07,206,41.0
20180828T23-07,227,41.0
20180828T22-07,240,40.0
20180828T21-07,266,40.0
20180828T20-07,270,40.0
20180828T19-07,279,41.0
20180828T18-07,261,41.0
20180828T17-07,246,41.0
