,natural gas,hydro
20190127T06-08,197,2.0
20190127T05-08,197,2.0
20190127T04-08,197,2.0
20190127T03-08,197,2.0
20190127T02-08,196,2.0
20190127T01-08,193,2.0
20190127T00-08,192,2.0
20190126T23-08,189,2.0
20190126T22-08,190,2.0
20190126T21-08,199,2.0
20190126T20-08,215,2.0
20190126T19-08,215,2.0
20190126T18-08,209,2.0
20190126T17-08,198,2.0
20190126T16-08,198,2.0
20190126T15-08,196,2.0
20190126T14-08,194,2.0
20190126T13-08,192,2.0
20190126T12-08,192,2.0
20190126T11-08,191,2.0
20190126T10-08,191,2.0
20190126T09-08,191,1.0
20190126T08-08,191,1.0
20190126T07-08,192,1.0
20190126T06-08,203,1.0
20190126T05-08,201,1.0
20190126T04-08,196,1.0
20190126T03-08,194,1.0
20190126T02-08,194,1.0
20190126T01-08,191,1.0
20190126T00-08,201,1.0
20190125T23-08,208,1.0
20190125T22-08,203,1.0
20190125T21-08,212,1.0
20190125T20-08,217,1.0
20190125T19-08,222,1.0
20190125T18-08,218,1.0
20190125T17-08,214,1.0
20190125T16-08,183,1.0
20190125T15-08,182,1.0
20190125T14-08,181,1.0
20190125T13-08,172,1.0
20190125T12-08,178,1.0
20190125T11-08,186,1.0
20190125T10-08,190,1.0
20190125T09-08,195,1.0
20190125T08-08,206,1.0
20190125T07-08,198,1.0
20190125T06-08,206,1.0
20190125T05-08,195,1.0
20190125T04-08,193,1.0
20190125T03-08,192,1.0
20190125T02-08,196,1.0
20190125T01-08,206,1.0
20190125T00-08,207,1.0
20190124T23-08,206,1.0
20190124T22-08,201,1.0
20190124T21-08,208,1.0
20190124T20-08,213,1.0
20190124T19-08,213,1.0
20190124T18-08,204,1.0
20190124T17-08,194,1.0
20190124T16-08,192,1.0
20190124T15-08,193,1.0
20190124T14-08,192,2.0
20190124T13-08,192,2.0
20190124T12-08,187,2.0
20190124T11-08,186,2.0
20190124T10-08,189,2.0
20190124T09-08,192,2.0
20190124T08-08,196,1.0
20190124T07-08,199,1.0
20190124T06-08,196,1.0
20190124T05-08,191,1.0
20190124T04-08,191,2.0
20190124T03-08,191,2.0
20190124T02-08,193,2.0
20190124T01-08,195,2.0
20190124T00-08,195,1.0
20190123T23-08,195,1.0
20190123T22-08,193,1.0
20190123T21-08,196,1.0
20190123T20-08,204,1.0
20190123T19-08,219,1.0
20190123T18-08,217,1.0
20190123T17-08,212,1.0
20190123T16-08,189,1.0
20190123T15-08,183,1.0
20190123T14-08,183,1.0
20190123T13-08,183,1.0
20190123T12-08,183,1.0
20190123T11-08,186,1.0
20190123T10-08,193,1.0
20190123T09-08,209,1.0
20190123T08-08,216,1.0
20190123T07-08,216,1.0
20190123T06-08,209,1.0
20190123T05-08,193,1.0
20190123T04-08,187,1.0
20190123T03-08,187,1.0
20190123T02-08,187,1.0
20190123T01-08,187,1.0
20190123T00-08,191,1.0
20190122T23-08,193,1.0
20190122T22-08,195,1.0
20190122T21-08,202,1.0
20190122T20-08,212,1.0
20190122T19-08,211,1.0
20190122T18-08,202,1.0
20190122T17-08,196,1.0
20190122T16-08,187,1.0
20190122T15-08,185,1.0
20190122T14-08,182,1.0
20190122T13-08,181,1.0
20190122T12-08,182,1.0
20190122T11-08,189,1.0
20190122T10-08,192,0.0
20190122T09-08,192,0.0
20190122T08-08,214,0.0
20190122T07-08,206,0.0
20190122T06-08,191,0.0
20190122T05-08,189,0.0
20190122T04-08,193,0.0
20190122T03-08,195,0.0
20190122T02-08,197,0.0
20190122T01-08,199,0.0
20190122T00-08,199,
20190121T23-08,198,
20190121T22-08,196,
20190121T21-08,202,
20190121T20-08,202,
20190121T19-08,202,
20190121T18-08,200,
20190121T17-08,198,
20190121T16-08,206,
20190121T15-08,204,
20190121T14-08,203,
20190121T13-08,191,
20190121T12-08,190,
20190121T11-08,183,
20190121T10-08,183,
20190121T09-08,183,
20190121T08-08,188,
20190121T07-08,193,
20190121T06-08,192,
20190121T05-08,189,
20190121T04-08,189,
20190121T03-08,189,
20190121T02-08,189,
20190121T01-08,189,
20190121T00-08,192,
20190120T23-08,203,
20190120T22-08,210,
20190120T21-08,210,
20190120T20-08,208,
20190120T19-08,204,
20190120T18-08,200,
20190120T17-08,194,
20190120T16-08,189,
20190120T15-08,188,
20190120T14-08,192,
20190120T13-08,199,
20190120T12-08,199,
20190120T11-08,200,
20190120T10-08,204,
20190120T09-08,207,
20190120T08-08,193,
20190120T07-08,192,
20190120T06-08,188,
20190120T05-08,185,
20190120T04-08,185,
20190120T03-08,186,
20190120T02-08,186,
20190120T01-08,185,
20190120T00-08,186,
20190119T23-08,189,
20190119T22-08,193,
20190119T21-08,195,
20190119T20-08,196,
20190119T19-08,204,
20190119T18-08,206,
20190119T17-08,204,
20190119T16-08,197,
20190119T15-08,188,
20190119T14-08,188,
20190119T13-08,185,
20190119T12-08,184,
20190119T11-08,184,
20190119T10-08,185,
20190119T09-08,185,
20190119T08-08,185,
20190119T07-08,182,
20190119T06-08,179,
20190119T05-08,182,
20190119T04-08,185,
20190119T03-08,185,
20190119T02-08,185,
20190119T01-08,188,
20190119T00-08,210,
20190118T23-08,211,
20190118T22-08,191,
20190118T21-08,202,
20190118T20-08,202,
20190118T19-08,202,
20190118T18-08,202,
20190118T17-08,201,
20190118T16-08,199,
20190118T15-08,198,
20190118T14-08,198,
20190118T13-08,199,
20190118T12-08,199,
20190118T11-08,202,
20190118T10-08,220,
20190118T09-08,204,
20190118T08-08,206,
20190118T07-08,201,
20190118T06-08,190,
20190118T05-08,184,
20190118T04-08,189,
20190118T03-08,192,
20190118T02-08,192,
20190118T01-08,194,
20190118T00-08,197,
20190117T23-08,198,
20190117T22-08,196,
20190117T21-08,208,
20190117T20-08,212,
20190117T19-08,218,
20190117T18-08,232,
20190117T17-08,222,
20190117T16-08,221,
20190117T15-08,235,
20190117T14-08,231,
20190117T13-08,216,
20190117T12-08,203,
20190117T11-08,202,
20190117T10-08,204,
20190117T09-08,216,
20190117T08-08,211,
20190117T07-08,219,
20190117T06-08,211,
20190117T05-08,204,
20190117T04-08,205,
20190117T03-08,217,
20190117T02-08,221,
20190117T01-08,228,
20190117T00-08,216,
20190116T23-08,212,
20190116T22-08,204,
20190116T21-08,204,
20190116T20-08,201,
20190116T19-08,207,
20190116T18-08,234,
20190116T17-08,239,
20190116T16-08,236,
20190116T15-08,202,
20190116T14-08,200,
20190116T13-08,200,
20190116T12-08,200,
20190116T11-08,204,
20190116T10-08,213,
20190116T09-08,214,
20190116T08-08,227,
20190116T07-08,235,
20190116T06-08,227,
20190116T05-08,197,
20190116T04-08,195,
20190116T03-08,194,
20190116T02-08,203,
20190116T01-08,210,
20190116T00-08,217,
20190115T23-08,222,
20190115T22-08,220,
20190115T21-08,228,
20190115T20-08,225,
20190115T19-08,221,
20190115T18-08,212,
20190115T17-08,217,
20190115T16-08,217,
20190115T15-08,217,
20190115T14-08,217,
20190115T13-08,216,
20190115T12-08,213,
20190115T11-08,208,
20190115T10-08,208,
20190115T09-08,213,
20190115T08-08,222,
20190115T07-08,220,
20190115T06-08,214,
20190115T05-08,204,
20190115T04-08,204,
20190115T03-08,204,
20190115T02-08,206,
20190115T01-08,215,
20190115T00-08,222,
20190114T23-08,222,
20190114T22-08,222,
20190114T21-08,223,
20190114T20-08,216,
20190114T19-08,218,
20190114T18-08,219,
20190114T17-08,222,
20190114T16-08,221,
20190114T15-08,220,
20190114T14-08,220,
20190114T13-08,219,
20190114T12-08,220,
20190114T11-08,221,
20190114T10-08,221,
20190114T09-08,226,
20190114T08-08,231,
20190114T07-08,223,
20190114T06-08,217,
20190114T05-08,212,
20190114T04-08,209,
20190114T03-08,208,
20190114T02-08,208,
20190114T01-08,205,
20190114T00-08,205,
20190113T23-08,212,
20190113T22-08,224,
20190113T21-08,228,
20190113T20-08,224,
20190113T19-08,221,
20190113T18-08,216,
20190113T17-08,199,
20190113T16-08,197,
20190113T15-08,194,
20190113T14-08,194,
20190113T13-08,194,
20190113T12-08,198,
20190113T11-08,199,
20190113T10-08,199,
20190113T09-08,203,
20190113T08-08,204,
20190113T07-08,204,
20190113T06-08,204,
20190113T05-08,204,
20190113T04-08,204,
20190113T03-08,204,
20190113T02-08,204,
20190113T01-08,205,
20190113T00-08,211,
20190112T23-08,215,
20190112T22-08,213,
20190112T21-08,223,
20190112T20-08,226,
20190112T19-08,231,
20190112T18-08,231,
20190112T17-08,230,
20190112T16-08,209,
20190112T15-08,208,
20190112T14-08,212,
20190112T13-08,215,
20190112T12-08,219,
20190112T11-08,219,
20190112T10-08,203,
20190112T09-08,202,
20190112T08-08,202,
20190112T07-08,201,
20190112T06-08,200,
20190112T05-08,200,
20190112T04-08,200,
20190112T03-08,200,
20190112T02-08,201,
20190112T01-08,202,
20190112T00-08,205,
20190111T23-08,206,
20190111T22-08,204,
20190111T21-08,221,
20190111T20-08,271,
20190111T19-08,264,
20190111T18-08,259,
20190111T17-08,221,
20190111T16-08,279,
20190111T15-08,280,
20190111T14-08,276,
20190111T13-08,276,
20190111T12-08,276,
20190111T11-08,276,
20190111T10-08,271,
20190111T09-08,270,
20190111T08-08,249,
20190111T07-08,215,
20190111T06-08,221,
20190111T05-08,186,
20190111T04-08,186,
20190111T03-08,186,
20190111T02-08,186,
20190111T01-08,197,
20190111T00-08,219,
20190110T23-08,227,
20190110T22-08,257,
20190110T21-08,273,
20190110T20-08,276,
20190110T19-08,276,
20190110T18-08,271,
20190110T17-08,241,
20190110T16-08,235,
20190110T15-08,248,
20190110T14-08,249,
20190110T13-08,248,
20190110T12-08,250,
20190110T11-08,246,
20190110T10-08,244,
20190110T09-08,244,
20190110T08-08,243,
20190110T07-08,235,
20190110T06-08,210,
20190110T05-08,191,
20190110T04-08,189,
20190110T03-08,188,
20190110T02-08,192,
20190110T01-08,202,
20190110T00-08,226,
20190109T23-08,227,
20190109T22-08,231,
20190109T21-08,274,
20190109T20-08,268,
20190109T19-08,264,
20190109T18-08,262,
20190109T17-08,258,
20190109T16-08,242,
20190109T15-08,242,
20190109T14-08,242,
20190109T13-08,241,
20190109T12-08,237,
20190109T11-08,237,
20190109T10-08,237,
20190109T09-08,236,
20190109T08-08,237,
20190109T07-08,230,
20190109T06-08,229,
20190109T05-08,202,
20190109T04-08,202,
20190109T03-08,202,
20190109T02-08,202,
20190109T01-08,207,
20190109T00-08,226,0.0
20190108T23-08,239,0.0
20190108T22-08,246,0.0
20190108T21-08,282,0.0
20190108T20-08,271,0.0
20190108T19-08,272,0.0
20190108T18-08,276,0.0
20190108T17-08,264,0.0
20190108T16-08,255,0.0
20190108T15-08,250,0.0
20190108T14-08,266,0.0
20190108T13-08,248,0.0
20190108T12-08,240,0.0
20190108T11-08,242,0.0
20190108T10-08,240,0.0
20190108T09-08,237,0.0
20190108T08-08,235,0.0
20190108T07-08,230,0.0
20190108T06-08,230,0.0
20190108T05-08,209,0.0
20190108T04-08,215,0.0
20190108T03-08,216,0.0
20190108T02-08,215,0.0
20190108T01-08,211,0.0
20190108T00-08,213,
20190107T23-08,212,
20190107T22-08,255,
20190107T21-08,255,
20190107T20-08,243,
20190107T19-08,267,
20190107T18-08,260,
20190107T17-08,250,
20190107T16-08,239,
20190107T15-08,240,
20190107T14-08,243,
20190107T13-08,243,
20190107T12-08,237,
20190107T11-08,231,
20190107T10-08,230,
20190107T09-08,229,
20190107T08-08,228,
20190107T07-08,215,
20190107T06-08,192,
20190107T05-08,205,
20190107T04-08,205,
20190107T03-08,205,
20190107T02-08,213,
20190107T01-08,214,
20190107T00-08,213,
20190106T23-08,208,
20190106T22-08,192,
20190106T21-08,201,
20190106T20-08,181,
20190106T19-08,196,
20190106T18-08,215,
20190106T17-08,227,
20190106T16-08,227,
20190106T15-08,228,
20190106T14-08,240,
20190106T13-08,237,
20190106T12-08,230,
20190106T11-08,222,
20190106T10-08,216,
20190106T09-08,211,
20190106T08-08,205,
20190106T07-08,200,
20190106T06-08,193,
20190106T05-08,193,
20190106T04-08,193,
20190106T03-08,193,
20190106T02-08,202,
20190106T01-08,203,
20190106T00-08,193,
20190105T23-08,193,
20190105T22-08,191,
20190105T21-08,193,
20190105T20-08,201,
20190105T19-08,208,
20190105T18-08,206,
20190105T17-08,200,
20190105T16-08,202,
20190105T15-08,206,
20190105T14-08,233,
20190105T13-08,225,
20190105T12-08,218,
20190105T11-08,201,
20190105T10-08,194,
20190105T09-08,194,
20190105T08-08,194,
20190105T07-08,193,
20190105T06-08,187,
20190105T05-08,183,
20190105T04-08,183,
20190105T03-08,184,
20190105T02-08,193,
20190105T01-08,208,
20190105T00-08,214,
20190104T23-08,219,
20190104T22-08,215,
20190104T21-08,214,
20190104T20-08,211,
20190104T19-08,212,
20190104T18-08,211,
20190104T17-08,215,
20190104T16-08,188,
20190104T15-08,188,
20190104T14-08,189,
20190104T13-08,191,
20190104T12-08,199,
20190104T11-08,209,
20190104T10-08,205,
20190104T09-08,204,
20190104T08-08,198,
20190104T07-08,194,
20190104T06-08,193,
20190104T05-08,193,
20190104T04-08,192,
20190104T03-08,192,
20190104T02-08,192,
20190104T01-08,198,
20190104T00-08,221,
20190103T23-08,222,
20190103T22-08,209,
20190103T21-08,210,
20190103T20-08,209,
20190103T19-08,206,
20190103T18-08,205,
20190103T17-08,206,
20190103T16-08,206,
20190103T15-08,204,
20190103T14-08,204,
20190103T13-08,204,
20190103T12-08,204,
20190103T11-08,202,
20190103T10-08,193,
20190103T09-08,198,
20190103T08-08,212,
20190103T07-08,210,
20190103T06-08,203,
20190103T05-08,198,
20190103T04-08,197,
20190103T03-08,192,
20190103T02-08,193,
20190103T01-08,193,
20190103T00-08,198,0.0
20190102T23-08,208,0.0
20190102T22-08,202,0.0
20190102T21-08,207,0.0
20190102T20-08,219,0.0
20190102T19-08,219,0.0
20190102T18-08,213,0.0
20190102T17-08,193,0.0
20190102T16-08,200,0.0
20190102T15-08,189,0.0
20190102T14-08,188,0.0
20190102T13-08,189,0.0
20190102T12-08,193,0.0
20190102T11-08,209,0.0
20190102T10-08,212,0.0
20190102T09-08,211,0.0
20190102T08-08,208,4.0
20190102T07-08,202,13.0
20190102T06-08,202,12.0
20190102T05-08,202,12.0
20190102T04-08,206,11.0
20190102T03-08,210,0.0
20190102T02-08,210,0.0
20190102T01-08,214,0.0
20190102T00-08,215,0.0
20190101T23-08,215,0.0
20190101T22-08,207,12.0
20190101T21-08,214,11.0
20190101T20-08,223,11.0
20190101T19-08,224,11.0
20190101T18-08,222,11.0
20190101T17-08,211,12.0
20190101T16-08,210,11.0
20190101T15-08,200,0.0
20190101T14-08,199,0.0
20190101T13-08,196,0.0
20190101T12-08,187,0.0
20190101T11-08,184,0.0
20190101T10-08,184,0.0
20190101T09-08,186,6.0
20190101T08-08,201,11.0
20190101T07-08,198,12.0
20190101T06-08,196,12.0
20190101T05-08,190,12.0
20190101T04-08,187,12.0
20190101T03-08,197,3.0
20190101T02-08,205,0.0
20190101T01-08,209,0.0
20190101T00-08,208,0.0
20181231T23-08,199,0.0
20181231T22-08,192,0.0
20181231T21-08,190,0.0
20181231T20-08,194,11.0
20181231T19-08,204,12.0
20181231T18-08,194,12.0
20181231T17-08,183,14.0
20181231T16-08,181,13.0
20181231T15-08,189,0.0
20181231T14-08,188,0.0
20181231T13-08,182,0.0
20181231T12-08,181,0.0
20181231T11-08,183,0.0
20181231T10-08,184,0.0
20181231T09-08,173,1.0
20181231T08-08,178,15.0
20181231T07-08,180,13.0
20181231T06-08,188,11.0
20181231T05-08,192,12.0
20181231T04-08,196,5.0
20181231T03-08,195,0.0
20181231T02-08,196,0.0
20181231T01-08,201,0.0
20181231T00-08,200,0.0
20181230T23-08,194,0.0
20181230T22-08,196,0.0
20181230T21-08,200,12.0
20181230T20-08,206,11.0
20181230T19-08,203,11.0
20181230T18-08,196,12.0
20181230T17-08,186,12.0
20181230T16-08,183,10.0
20181230T15-08,178,0.0
20181230T14-08,178,0.0
20181230T13-08,186,0.0
20181230T12-08,188,0.0
20181230T11-08,189,0.0
20181230T10-08,189,0.0
20181230T09-08,189,6.0
20181230T08-08,195,12.0
20181230T07-08,196,12.0
20181230T06-08,201,12.0
20181230T05-08,206,12.0
20181230T04-08,210,5.0
20181230T03-08,202,0.0
20181230T02-08,202,0.0
20181230T01-08,202,0.0
20181230T00-08,196,0.0
20181229T23-08,196,0.0
20181229T22-08,185,0.0
20181229T21-08,186,12.0
20181229T20-08,198,12.0
20181229T19-08,207,12.0
20181229T18-08,210,12.0
20181229T17-08,196,12.0
20181229T16-08,197,10.0
20181229T15-08,195,0.0
20181229T14-08,200,0.0
20181229T13-08,196,0.0
20181229T12-08,196,0.0
20181229T11-08,197,0.0
20181229T10-08,204,0.0
20181229T09-08,205,8.0
20181229T08-08,210,12.0
20181229T07-08,210,11.0
20181229T06-08,210,11.0
20181229T05-08,209,11.0
20181229T04-08,199,12.0
20181229T03-08,202,1.0
20181229T02-08,202,0.0
20181229T01-08,202,0.0
20181229T00-08,202,0.0
20181228T23-08,199,0.0
20181228T22-08,190,0.0
20181228T21-08,204,0.0
20181228T20-08,221,11.0
20181228T19-08,221,11.0
20181228T18-08,219,12.0
20181228T17-08,210,18.0
20181228T16-08,211,44.0
20181228T15-08,197,0.0
20181228T14-08,195,0.0
20181228T13-08,196,0.0
20181228T12-08,195,0.0
20181228T11-08,184,0.0
20181228T10-08,179,5.0
20181228T09-08,192,13.0
20181228T08-08,203,15.0
20181228T07-08,182,15.0
20181228T06-08,198,11.0
20181228T05-08,203,0.0
20181228T04-08,201,0.0
20181228T03-08,190,0.0
20181228T02-08,190,0.0
20181228T01-08,198,0.0
20181228T00-08,216,0.0
20181227T23-08,217,0.0
20181227T22-08,210,6.0
20181227T21-08,215,12.0
20181227T20-08,215,12.0
20181227T19-08,215,12.0
20181227T18-08,207,12.0
20181227T17-08,194,12.0
20181227T16-08,194,12.0
20181227T15-08,192,0.0
20181227T14-08,192,0.0
20181227T13-08,192,0.0
20181227T12-08,192,0.0
20181227T11-08,192,0.0
20181227T10-08,190,0.0
20181227T09-08,181,13.0
20181227T08-08,186,11.0
20181227T07-08,187,12.0
20181227T06-08,189,11.0
20181227T05-08,190,12.0
20181227T04-08,192,6.0
20181227T03-08,192,0.0
20181227T02-08,200,0.0
20181227T01-08,202,0.0
20181227T00-08,198,0.0
20181226T23-08,197,0.0
20181226T22-08,189,0.0
20181226T21-08,189,6.0
20181226T20-08,192,12.0
20181226T19-08,203,11.0
20181226T18-08,199,11.0
20181226T17-08,182,12.0
20181226T16-08,184,11.0
20181226T15-08,185,1.0
20181226T14-08,194,0.0
20181226T13-08,199,0.0
20181226T12-08,206,0.0
20181226T11-08,211,0.0
20181226T10-08,211,0.0
20181226T09-08,200,7.0
20181226T08-08,185,12.0
20181226T07-08,184,12.0
20181226T06-08,189,12.0
20181226T05-08,188,12.0
20181226T04-08,188,11.0
20181226T03-08,188,0.0
20181226T02-08,192,0.0
20181226T01-08,192,0.0
20181226T00-08,191,0.0
20181225T23-08,198,0.0
20181225T22-08,217,0.0
20181225T21-08,214,6.0
20181225T20-08,210,12.0
20181225T19-08,204,12.0
20181225T18-08,200,12.0
20181225T17-08,198,11.0
20181225T16-08,202,0.0
20181225T15-08,186,0.0
20181225T14-08,185,0.0
20181225T13-08,184,0.0
20181225T12-08,177,0.0
20181225T11-08,176,0.0
20181225T10-08,176,10.0
20181225T09-08,177,18.0
20181225T08-08,174,17.0
20181225T07-08,174,16.0
20181225T06-08,185,12.0
20181225T05-08,190,0.0
20181225T04-08,188,0.0
20181225T03-08,185,0.0
20181225T02-08,198,0.0
20181225T01-08,203,0.0
20181225T00-08,208,0.0
20181224T23-08,192,0.0
20181224T22-08,192,6.0
20181224T21-08,198,12.0
20181224T20-08,214,12.0
20181224T19-08,214,12.0
20181224T18-08,220,12.0
20181224T17-08,215,12.0
20181224T16-08,216,2.0
20181224T15-08,217,0.0
20181224T14-08,196,0.0
20181224T13-08,196,0.0
20181224T12-08,197,0.0
20181224T11-08,198,0.0
20181224T10-08,198,0.0
20181224T09-08,202,12.0
20181224T08-08,212,11.0
20181224T07-08,206,12.0
20181224T06-08,201,12.0
20181224T05-08,187,12.0
20181224T04-08,182,11.0
20181224T03-08,180,0.0
20181224T02-08,194,0.0
20181224T01-08,199,0.0
20181224T00-08,202,0.0
20181223T23-08,200,0.0
20181223T22-08,207,0.0
20181223T21-08,200,13.0
20181223T20-08,208,11.0
20181223T19-08,205,11.0
20181223T18-08,202,11.0
20181223T17-08,197,11.0
20181223T16-08,194,5.0
20181223T15-08,188,0.0
20181223T14-08,182,0.0
20181223T13-08,181,0.0
20181223T12-08,181,0.0
20181223T11-08,182,0.0
20181223T10-08,184,2.0
20181223T09-08,186,12.0
20181223T08-08,194,12.0
20181223T07-08,195,12.0
20181223T06-08,194,12.0
20181223T05-08,192,12.0
20181223T04-08,192,11.0
20181223T03-08,195,0.0
20181223T02-08,188,0.0
20181223T01-08,195,0.0
20181223T00-08,207,0.0
20181222T23-08,221,0.0
20181222T22-08,233,0.0
20181222T21-08,232,3.0
20181222T20-08,225,11.0
20181222T19-08,204,11.0
20181222T18-08,216,11.0
20181222T17-08,209,12.0
20181222T16-08,195,12.0
20181222T15-08,199,0.0
20181222T14-08,199,0.0
20181222T13-08,209,0.0
20181222T12-08,216,0.0
20181222T11-08,216,0.0
20181222T10-08,216,0.0
20181222T09-08,208,11.0
20181222T08-08,207,11.0
20181222T07-08,201,11.0
20181222T06-08,191,11.0
20181222T05-08,192,12.0
20181222T04-08,200,5.0
20181222T03-08,204,0.0
20181222T02-08,206,0.0
20181222T01-08,208,0.0
20181222T00-08,223,0.0
20181221T23-08,229,0.0
20181221T22-08,217,0.0
20181221T21-08,200,8.0
20181221T20-08,204,13.0
20181221T19-08,216,12.0
20181221T18-08,216,12.0
20181221T17-08,208,12.0
20181221T16-08,209,10.0
20181221T15-08,206,0.0
20181221T14-08,200,0.0
20181221T13-08,198,0.0
20181221T12-08,198,0.0
20181221T11-08,198,0.0
20181221T10-08,198,0.0
20181221T09-08,198,0.0
20181221T08-08,192,11.0
20181221T07-08,187,11.0
20181221T06-08,194,12.0
20181221T05-08,186,15.0
20181221T04-08,181,18.0
20181221T03-08,192,8.0
20181221T02-08,198,0.0
20181221T01-08,194,0.0
20181221T00-08,200,0.0
20181220T23-08,211,0.0
20181220T22-08,209,0.0
20181220T21-08,217,0.0
20181220T20-08,224,0.0
20181220T19-08,230,10.0
20181220T18-08,234,11.0
20181220T17-08,226,12.0
20181220T16-08,218,12.0
20181220T15-08,223,12.0
20181220T14-08,223,4.0
20181220T13-08,219,0.0
20181220T12-08,216,0.0
20181220T11-08,216,0.0
20181220T10-08,219,0.0
20181220T09-08,220,0.0
20181220T08-08,223,12.0
20181220T07-08,221,12.0
20181220T06-08,232,12.0
20181220T05-08,231,12.0
20181220T04-08,233,0.0
20181220T03-08,228,0.0
20181220T02-08,228,0.0
20181220T01-08,232,12.0
20181220T00-08,252,12.0
20181219T23-08,261,11.0
20181219T22-08,293,1.0
20181219T21-08,294,0.0
20181219T20-08,249,0.0
20181219T19-08,255,0.0
20181219T18-08,302,0.0
20181219T17-08,280,10.0
20181219T16-08,257,10.0
20181219T15-08,248,11.0
20181219T14-08,248,12.0
20181219T13-08,261,1.0
20181219T12-08,269,0.0
20181219T11-08,272,0.0
20181219T10-08,259,0.0
20181219T09-08,241,12.0
20181219T08-08,232,15.0
20181219T07-08,214,3.0
20181219T06-08,224,0.0
20181219T05-08,218,0.0
20181219T04-08,210,0.0
20181219T03-08,213,0.0
20181219T02-08,215,0.0
20181219T01-08,216,0.0
20181219T00-08,216,0.0
20181218T23-08,218,0.0
20181218T22-08,219,0.0
20181218T21-08,219,0.0
20181218T20-08,222,12.0
20181218T19-08,221,12.0
20181218T18-08,218,13.0
20181218T17-08,202,18.0
20181218T16-08,224,15.0
20181218T15-08,212,1.0
20181218T14-08,210,0.0
20181218T13-08,214,0.0
20181218T12-08,221,0.0
20181218T11-08,253,0.0
20181218T10-08,248,0.0
20181218T09-08,248,2.0
20181218T08-08,236,12.0
20181218T07-08,230,12.0
20181218T06-08,198,12.0
20181218T05-08,200,12.0
20181218T04-08,204,11.0
20181218T03-08,204,0.0
20181218T02-08,204,0.0
20181218T01-08,203,0.0
20181218T00-08,205,0.0
20181217T23-08,208,0.0
20181217T22-08,198,0.0
20181217T21-08,193,13.0
20181217T20-08,227,12.0
20181217T19-08,230,12.0
20181217T18-08,258,12.0
20181217T17-08,263,11.0
20181217T16-08,228,11.0
