,Demand1
20191108T05-06,20780
20191108T04-06,19808
20191108T03-06,19477
20191108T02-06,19642
20191108T01-06,20028
20191108T00-06,20419
20191107T23-06,21073
20191107T22-06,22428
20191107T21-06,23875
20191107T20-06,24940
20191107T19-06,25504
20191107T18-06,25623
20191107T17-06,24791
20191107T16-06,24143
20191107T15-06,24140
20191107T14-06,24220
20191107T13-06,24272
20191107T12-06,24087
20191107T11-06,23929
20191107T10-06,23767
20191107T09-06,23593
20191107T08-06,23424
20191107T07-06,23248
20191107T06-06,22302
20191107T05-06,20608
20191107T04-06,19647
20191107T03-06,19380
20191107T02-06,19456
20191107T01-06,19838
20191107T00-06,20357
20191106T23-06,21089
20191106T22-06,22204
20191106T21-06,23606
20191106T20-06,24621
20191106T19-06,25316
20191106T18-06,25382
20191106T17-06,24296
20191106T16-06,24090
20191106T15-06,24070
20191106T14-06,24065
20191106T13-06,24001
20191106T12-06,23824
20191106T11-06,23767
20191106T10-06,23922
20191106T09-06,24088
20191106T08-06,24320
20191106T07-06,24407
20191106T06-06,23515
20191106T05-06,21614
20191106T04-06,20354
20191106T03-06,19875
20191106T02-06,19753
20191106T01-06,19901
20191106T00-06,19947
20191105T23-06,21014
20191105T22-06,22213
20191105T21-06,23598
20191105T20-06,24664
20191105T19-06,25285
20191105T18-06,25278
20191105T17-06,24122
20191105T16-06,23739
20191105T15-06,23828
20191105T14-06,24201
20191105T13-06,23859
20191105T12-06,23818
20191105T11-06,23749
20191105T10-06,23747
20191105T09-06,23812
20191105T08-06,23951
20191105T07-06,23822
20191105T06-06,23040
20191105T05-06,21360
20191105T04-06,20151
20191105T03-06,19867
20191105T02-06,19855
20191105T01-06,20186
20191105T00-06,20510
20191104T23-06,21208
20191104T22-06,22692
20191104T21-06,24142
20191104T20-06,25232
20191104T19-06,25814
20191104T18-06,25813
20191104T17-06,24513
20191104T16-06,24015
20191104T15-06,23893
20191104T14-06,24078
20191104T13-06,23973
20191104T12-06,24319
20191104T11-06,24844
20191104T10-06,25465
20191104T09-06,26176
20191104T08-06,26771
20191104T07-06,27033
20191104T06-06,25886
20191104T05-06,23412
20191104T04-06,22144
20191104T03-06,21399
20191104T02-06,21095
20191104T01-06,21103
20191103T23-06,
20191103T22-06,
20191103T21-06,
20191103T20-06,
20191103T19-06,
20191103T18-06,
20191103T17-06,
20191103T16-06,
20191103T15-06,
20191103T14-06,
20191103T13-06,
20191103T12-06,
20191103T11-06,
20191103T10-06,
20191103T09-06,
20191103T08-06,
20191103T07-06,
20191103T06-06,
20191103T05-06,
20191103T04-06,
20191103T03-06,
20191103T02-06,
20191103T01-06,
20191103T01-05,
20191103T00-05,21702
20191102T23-05,22094
20191102T22-05,22766
20191102T21-05,23259
20191102T20-05,23512
20191102T19-05,23333
20191102T18-05,21915
20191102T17-05,21820
20191102T16-05,21708
20191102T15-05,21816
20191102T14-05,22236
20191102T13-05,22531
20191102T12-05,23392
20191102T11-05,24494
20191102T10-05,25486
20191102T09-05,26304
20191102T08-05,26028
20191102T07-05,24981
20191102T06-05,23753
20191102T05-05,22887
20191102T04-05,22940
20191102T03-05,22592
20191102T02-05,22554
20191102T01-05,22704
20191102T00-05,22881
20191101T23-05,23341
20191101T22-05,24129
20191101T21-05,24559
20191101T20-05,24808
20191101T19-05,24529
20191101T18-05,23213
20191101T17-05,22849
20191101T16-05,23128
20191101T15-05,23388
20191101T14-05,23651
20191101T13-05,24400
20191101T12-05,25307
20191101T11-05,26449
20191101T10-05,27551
20191101T09-05,28328
20191101T08-05,28604
20191101T07-05,28143
20191101T06-05,25936
20191101T05-05,23341
20191101T04-05,22158
20191101T03-05,21753
20191101T02-05,21638
20191101T01-05,21881
20191101T00-05,22191
20191031T23-05,22910
20191031T22-05,23865
20191031T21-05,24712
20191031T20-05,24881
20191031T19-05,24699
20191031T18-05,24204
20191031T17-05,24430
20191031T16-05,24760
20191031T15-05,25137
20191031T14-05,25613
20191031T13-05,26112
20191031T12-05,26351
20191031T11-05,26203
20191031T10-05,25701
20191031T09-05,25246
20191031T08-05,24939
20191031T07-05,24665
20191031T06-05,23129
20191031T05-05,21454
20191031T04-05,20622
20191031T03-05,20495
20191031T02-05,20716
20191031T01-05,21277
20191031T00-05,21927
20191030T23-05,23018
20191030T22-05,24542
20191030T21-05,25922
20191030T20-05,26841
20191030T19-05,27124
20191030T18-05,26356
20191030T17-05,25943
20191030T16-05,25690
20191030T15-05,25500
20191030T14-05,25442
20191030T13-05,25539
20191030T12-05,25473
20191030T11-05,25325
20191030T10-05,24939
20191030T09-05,24546
20191030T08-05,24145
20191030T07-05,23751
20191030T06-05,22181
20191030T05-05,20392
20191030T04-05,19747
20191030T03-05,19541
20191030T02-05,19793
20191030T01-05,20014
20191030T00-05,20683
20191029T23-05,21933
20191029T22-05,23158
20191029T21-05,24620
20191029T20-05,25580
20191029T19-05,25856
20191029T18-05,24839
20191029T17-05,24313
20191029T16-05,24323
20191029T15-05,24322
20191029T14-05,24338
20191029T13-05,24304
20191029T12-05,24273
20191029T11-05,24240
20191029T10-05,24108
20191029T09-05,23734
20191029T08-05,23573
20191029T07-05,23503
20191029T06-05,21994
20191029T05-05,20327
20191029T04-05,19602
20191029T03-05,19407
20191029T02-05,19483
20191029T01-05,19780
20191029T00-05,19077
20191028T23-05,20308
20191028T22-05,21111
20191028T21-05,22426
20191028T20-05,23518
20191028T19-05,23927
20191028T18-05,23290
20191028T17-05,23029
20191028T16-05,22675
20191028T15-05,22224
20191028T14-05,21759
20191028T13-05,21561
20191028T12-05,21477
20191028T11-05,21153
20191028T10-05,20971
20191028T09-05,20826
20191028T08-05,21193
20191028T07-05,21317
20191028T06-05,19778
20191028T05-05,18342
20191028T04-05,17498
20191028T03-05,17212
20191028T02-05,17288
20191028T01-05,17728
20191028T00-05,19153
20191027T23-05,20272
20191027T22-05,21586
20191027T21-05,22965
20191027T20-05,24060
20191027T19-05,24378
20191027T18-05,23788
20191027T17-05,23998
20191027T16-05,23938
20191027T15-05,23651
20191027T14-05,23267
20191027T13-05,22804
20191027T12-05,22237
20191027T11-05,21747
20191027T10-05,21428
20191027T09-05,21087
20191027T08-05,20117
20191027T07-05,19615
20191027T06-05,18990
20191027T05-05,18721
20191027T04-05,18778
20191027T03-05,19133
20191027T02-05,19604
20191027T01-05,20091
20191027T00-05,20605
20191026T23-05,21753
20191026T22-05,22957
20191026T21-05,23910
20191026T20-05,24566
20191026T19-05,24768
20191026T18-05,24425
20191026T17-05,24406
20191026T16-05,24548
20191026T15-05,24525
20191026T14-05,24518
20191026T13-05,24434
20191026T12-05,24313
20191026T11-05,23996
20191026T10-05,23458
20191026T09-05,22844
