,Total interchange1
20191002T02-04,1764
20191002T01-04,2014
20191002T00-04,2101
20191001T23-04,1831
20191001T22-04,1473
20191001T21-04,981
20191001T20-04,677
20191001T19-04,620
20191001T18-04,811
20191001T17-04,1084
20191001T16-04,1190
20191001T15-04,1385
20191001T14-04,1955
20191001T13-04,1937
20191001T12-04,2014
20191001T11-04,1992
20191001T10-04,1927
20191001T09-04,1802
20191001T08-04,1600
20191001T07-04,1607
20191001T06-04,1358
20191001T05-04,1404
20191001T04-04,1384
20191001T03-04,1261
20191001T02-04,1413
20191001T01-04,1672
20191001T00-04,1141
20190930T23-04,692
20190930T22-04,425
20190930T21-04,114
20190930T20-04,-184
20190930T19-04,-231
20190930T18-04,-144
20190930T17-04,165
20190930T16-04,290
20190930T15-04,355
20190930T14-04,750
20190930T13-04,1201
20190930T12-04,1402
20190930T11-04,1271
20190930T10-04,997
20190930T09-04,937
20190930T08-04,779
20190930T07-04,547
20190930T06-04,798
20190930T05-04,828
20190930T04-04,845
20190930T03-04,876
20190930T02-04,771
20190930T01-04,882
20190930T00-04,692
20190929T23-04,320
20190929T22-04,-64
20190929T21-04,-379
20190929T20-04,-685
20190929T19-04,-612
20190929T18-04,-651
20190929T17-04,-180
20190929T16-04,95
20190929T15-04,153
20190929T14-04,471
20190929T13-04,602
20190929T12-04,969
20190929T11-04,1215
20190929T10-04,1226
20190929T09-04,1196
20190929T08-04,1155
20190929T07-04,1220
20190929T06-04,1253
20190929T05-04,1203
20190929T04-04,1164
20190929T03-04,1074
20190929T02-04,906
20190929T01-04,576
20190929T00-04,646
20190928T23-04,571
20190928T22-04,300
20190928T21-04,-308
20190928T20-04,-353
20190928T19-04,-402
20190928T18-04,-333
20190928T17-04,-65
20190928T16-04,290
20190928T15-04,708
20190928T14-04,1194
20190928T13-04,1654
20190928T12-04,1674
20190928T11-04,1600
20190928T10-04,1490
20190928T09-04,1107
20190928T08-04,1090
20190928T07-04,1144
20190928T06-04,1199
20190928T05-04,1278
20190928T04-04,1239
20190928T03-04,1228
20190928T02-04,1147
20190928T01-04,1105
20190928T00-04,1269
20190927T23-04,1104
20190927T22-04,737
20190927T21-04,391
20190927T20-04,341
20190927T19-04,168
20190927T18-04,127
20190927T17-04,279
20190927T16-04,463
20190927T15-04,649
20190927T14-04,878
20190927T13-04,1139
20190927T12-04,1276
20190927T11-04,962
20190927T10-04,711
20190927T09-04,426
20190927T08-04,269
20190927T07-04,422
20190927T06-04,635
20190927T05-04,493
20190927T04-04,596
20190927T03-04,613
20190927T02-04,537
20190927T01-04,641
20190927T00-04,556
20190926T23-04,203
20190926T22-04,-61
20190926T21-04,-469
20190926T20-04,-615
20190926T19-04,-359
20190926T18-04,-106
20190926T17-04,234
20190926T16-04,447
20190926T15-04,496
20190926T14-04,836
20190926T13-04,1128
20190926T12-04,1145
20190926T11-04,1199
20190926T10-04,937
20190926T09-04,676
20190926T08-04,751
20190926T07-04,954
20190926T06-04,941
20190926T05-04,952
20190926T04-04,1025
20190926T03-04,954
20190926T02-04,908
20190926T01-04,1096
20190926T00-04,858
20190925T23-04,99
20190925T22-04,-78
20190925T21-04,-216
20190925T20-04,-292
20190925T19-04,-154
20190925T18-04,-60
20190925T17-04,330
20190925T16-04,820
20190925T15-04,1076
20190925T14-04,1408
20190925T13-04,1748
20190925T12-04,1863
20190925T11-04,1963
20190925T10-04,1732
20190925T09-04,1603
20190925T08-04,1531
20190925T07-04,1655
20190925T06-04,1287
20190925T05-04,1114
20190925T04-04,1115
20190925T03-04,1087
20190925T02-04,900
20190925T01-04,883
20190925T00-04,700
